time,res_line/LINE1/i_to_ka
65620,0.387153
65621,0.38721
65622,0.380984
65623,0.377779
65624,0.380801
65625,0.374312
65626,0.37112
65627,0.374157
65628,0.36437
65630,0.367657
65631,0.36457
65632,0.364563
65633,0.374222
65634,0.367684
65635,0.374205
65636,0.367763
65637,0.371014
65638,0.367783
65640,0.375905
65641,0.388762
65642,0.382036
65643,0.375451
65645,0.369055
65646,0.362714
65647,0.353072
65648,0.352969
65649,0.356219
65650,0.34981
65652,0.343868
65653,0.347193
65654,0.347176
65655,0.356466
65656,0.350183
65658,0.353268
65659,0.359141
65660,0.356082
65661,0.35581
65662,0.355549
65663,0.35893
65664,0.365172
65665,0.365144
65666,0.36842
65667,0.35931
65668,0.353004
65669,0.34993
65670,0.349761
65671,0.346556
65672,0.34014
65673,0.343277
65674,0.340087
65675,0.343648
65676,0.35326
65677,0.347381
65678,0.347444
65679,0.350727
65681,0.353598
65682,0.356772
65683,0.359987
65684,0.363417
65685,0.357317
65686,0.357268
65687,0.360559
65688,0.357402
65690,0.360646
65691,0.363879
65692,0.370378
65693,0.373574
65694,0.380099
65695,0.389689
65696,0.392985
65697,0.399687
65698,0.396418
65699,0.393127
65700,0.396239
65701,0.402505
65702,0.412
65703,0.415251
65705,0.418578
65706,0.41525
65708,0.418582
65709,0.41546
65710,0.418576
65711,0.421983
65712,0.431732
65713,0.428384
65715,0.434662
65716,0.43754
65717,0.450417
65718,0.456754
65719,0.453832
65720,0.447343
65721,0.450416
65722,0.460731
65723,0.464135
65724,0.464133
65725,0.467036
65726,0.467043
65727,0.473354
65728,0.476758
65732,0.476757
65733,0.473427
65735,0.482975
65736,0.489638
65737,0.486153
65738,0.486453
65739,0.479664
65741,0.476336
65742,0.472944
65743,0.466081
65745,0.46628
65746,0.472804
65748,0.476217
65749,0.47272
65750,0.459827
65752,0.456453
65754,0.459729
65756,0.456458
65757,0.453074
65758,0.449932
65759,0.44993
65760,0.44353
65761,0.440099
65762,0.443469
65764,0.440121
65765,0.43688
65766,0.433687
65767,0.430079
65768,0.430023
65769,0.426529
65770,0.436104
65771,0.429361
65773,0.42603
65774,0.429093
65775,0.425732
65779,0.405809
65781,0.402522
65782,0.408864
65783,0.40229
65784,0.399014
65785,0.392737
65786,0.392743
65787,0.39619
65788,0.396284
65789,0.386548
65790,0.392994
65791,0.386926
65793,0.390008
65794,0.380297
65795,0.374157
65796,0.364499
65798,0.373803
65799,0.37385
65800,0.373741
65801,0.361135
65802,0.364305
65804,0.367447
65805,0.370661
65806,0.364577
65808,0.364689
65809,0.371015
65812,0.374237
65813,0.371105
65814,0.374183
65815,0.374325
65816,0.380846
65817,0.384424
65819,0.391217
65820,0.388365
65821,0.388358
65822,0.388472
65823,0.391724
65825,0.39504
65826,0.391753
65827,0.391887
65828,0.385863
65829,0.395928
65830,0.396116
65831,0.379987
65832,0.37671
65833,0.383276
65834,0.377142
65835,0.380165
65836,0.370772
65837,0.377033
65838,0.37676
65839,0.38328
65840,0.380007
65841,0.383326
65842,0.38334
65843,0.370912
65844,0.381111
65845,0.387331
65847,0.381046
65848,0.371483
65849,0.368391
65850,0.371644
65851,0.374675
65852,0.377895
65853,0.374597
65855,0.374818
65856,0.374457
65858,0.371308
65859,0.368036
65861,0.367858
65862,0.35542
65863,0.349104
65864,0.348935
65867,0.348805
65868,0.354918
65869,0.358212
65870,0.36152
65872,0.364706
65875,0.367806
65876,0.371057
65878,0.380366
65879,0.386691
65880,0.398789
65881,0.405299
65882,0.402039
65883,0.40494
65884,0.405013
65885,0.401309
65886,0.401422
65887,0.398324
65888,0.398529
65889,0.401802
65890,0.405116
65891,0.417651
65892,0.411076
65893,0.417068
65895,0.417068
65896,0.420252
65897,0.41976
65898,0.429678
65899,0.429706
65900,0.423052
65901,0.42644
65902,0.429554
65903,0.426339
65904,0.423022
65905,0.426135
65906,0.429438
65907,0.422742
65908,0.422676
65909,0.422873
65910,0.419496
65911,0.422761
65912,0.432427
65913,0.438944
65914,0.435778
65915,0.432432
65917,0.432366
65918,0.429246
65919,0.425916
65921,0.422598
65922,0.419293
65924,0.416151
65925,0.41278
65926,0.412599
65928,0.412637
65930,0.415848
65932,0.415763
65933,0.422364
65934,0.429051
65935,0.425704
65936,0.431937
65937,0.431756
65939,0.425145
65940,0.432409
65941,0.438756
65942,0.431999
65944,0.438694
65945,0.43853
65946,0.431801
65947,0.43835
65948,0.44168
65949,0.441778
65950,0.445096
65951,0.451683
65952,0.445272
65953,0.438504
65954,0.438767
65955,0.435709
65956,0.432307
65957,0.432119
65958,0.435137
65959,0.431823
65960,0.434999
65962,0.435022
65963,0.425455
65964,0.428608
65965,0.425261
