time,load/LOAD1/p_mw,load/LOAD2/p_mw,load/LOAD3/p_mw,load/LOAD4/p_mw,load/LOAD5/p_mw,load/LOAD6/p_mw,load/LOAD7/p_mw,load/LOAD8/p_mw,load/LOAD9/p_mw,load/LOAD10/p_mw,load/LOAD11/p_mw,load/LOAD12/p_mw,load/LOAD13/p_mw,load/LOAD14/p_mw,load/LOAD15/p_mw,load/LOAD16/p_mw,load/LOAD17/p_mw,load/LOAD18/p_mw,load/LOAD19/p_mw,load/LOAD20/p_mw,load/LOAD21/p_mw,load/LOAD22/p_mw,load/LOAD23/p_mw,load/LOAD24/p_mw,load/LOAD25/p_mw,load/LOAD26/p_mw,load/LOAD27/p_mw,load/LOAD28/p_mw,load/LOAD29/p_mw,load/LOAD30/p_mw,load/LOAD31/p_mw,load/LOAD32/p_mw,load/LOAD33/p_mw,load/LOAD34/p_mw,load/LOAD35/p_mw,load/LOAD36/p_mw,load/LOAD37/p_mw,load/LOAD38/p_mw,load/LOAD39/p_mw,load/LOAD40/p_mw,load/LOAD41/p_mw,load/LOAD42/p_mw,load/LOAD43/p_mw,load/LOAD44/p_mw,load/LOAD45/p_mw,load/LOAD46/p_mw,load/LOAD47/p_mw,load/LOAD48/p_mw,load/LOAD49/p_mw,load/LOAD50/p_mw,load/LOAD51/p_mw,load/LOAD52/p_mw,load/LOAD53/p_mw,load/LOAD54/p_mw,load/LOAD55/p_mw
64054,0.005017,0.006625,0.006054,0.000721,0.006235,0.006366,0.008721,0.006339,0.002281,0.002057,0.006201,0.006262,0.006706,0.002571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.002372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.004584,0.006045,0.006856,0.006519,4.3e-05,0.004706,0.006054,0.00605,0.004029,0.006485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64057,0.005017,0.006625,0.006054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.002057,0.006201,0.006262,0.006706,0.002571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.004584,0.006045,0.006856,0.006519,4.3e-05,0.002706,0.006054,0.00605,0.004029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64058,0.005017,0.006625,0.006054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.002057,0.006201,0.006262,0.006706,0.002571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.004029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64059,0.005017,0.006625,0.006054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.004057,0.006201,0.006262,0.006706,0.002571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.004029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64060,0.005017,0.006625,0.004054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.004201,0.006262,0.006706,0.002571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.004029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64061,0.005017,0.006625,0.004054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.004201,0.006262,0.006706,0.004571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.002029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64062,0.005017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.004201,0.006262,0.006706,0.004571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.002029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64063,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.004201,0.006262,0.006706,0.004571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00629,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.000758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.002029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64065,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.004571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00429,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.002758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,0.002029,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64066,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.004571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00429,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.002758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64067,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.000505,0.00429,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.002758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64068,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.002505,0.00429,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.002758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64069,0.007017,0.006625,0.002054,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.002758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64070,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.006498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.004758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64071,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.004498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.004758,0.006317,0.006043,0.002584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64072,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.004498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.004758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00271,0.006048,0.000505
64073,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.004498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.004758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,4.3e-05,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.006048,0.000505
64074,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.004498,0.002505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.004758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,0.002043,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.006233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.006048,0.000505
64075,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.002498,0.004505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.006758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,0.002043,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.004233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.006048,0.000505
64077,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.002498,0.006505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.006758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,0.002043,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.004233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.006048,0.002505
64078,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.002498,0.006505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.006758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,0.004043,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.004233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.006048,0.002505
64079,0.007017,0.006625,5.4e-05,0.000721,0.006235,0.006366,0.008721,0.006339,0.000281,0.006057,0.002201,0.006262,0.006706,0.006571,5.3e-05,0.000737,0.00635,0.00627,0.002498,0.006505,0.00229,0.006513,0.006587,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006233,0.006758,0.006317,0.006043,0.000584,0.006045,0.006856,0.006519,0.006043,0.000706,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.002233,5.7e-05,0.00746,0.00634,0.006465,0.006645,0.00071,0.002048,0.002505
64080,0.007017,0.006625,5.4e-05,0.000893,0.006235,0.006366,0.006436,0.006339,0.000281,0.006057,0.002201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00229,0.006513,0.006627,0.003845,0.006191,0.006034,0.000372,0.006028,0.000323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.002493
64081,0.007017,0.006625,5.4e-05,0.000893,0.006235,0.006366,0.006436,0.006339,0.000281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00229,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.000323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,2.9e-05,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64082,0.007017,0.006625,5.4e-05,0.000893,0.006235,0.006366,0.006436,0.006339,0.000281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00229,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.000323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64083,0.007017,0.006625,5.4e-05,0.000893,0.006235,0.006366,0.006436,0.006339,0.000281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00229,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64084,0.007017,0.006625,5.4e-05,0.000893,0.006235,0.006366,0.006436,0.006339,0.002281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64085,0.007017,0.006625,5.4e-05,0.000893,0.004235,0.006366,0.006436,0.006339,0.002281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64087,0.007017,0.006625,5.4e-05,0.000893,0.002235,0.006366,0.006436,0.006339,0.002281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64088,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.006028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.002233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00071,0.002048,0.004493
64089,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.004028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00271,0.002048,0.006493
64090,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00627,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.004028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64091,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00427,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.004028,0.002323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64093,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00427,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.006034,0.002372,0.004028,0.004323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.002029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64097,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00427,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.004034,0.002372,0.004028,0.004323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.000602,0.006054,0.00605,0.004029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64098,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00427,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.002372,0.004028,0.004323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.002602,0.006054,0.00605,0.004029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64099,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.004281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00227,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.002372,0.004028,0.004323,0.006348,0.008279,0.006413,0.006818,0.006317,0.006043,0.000619,0.006045,0.006916,0.006519,0.006043,0.002602,0.006054,0.00605,0.004029,0.000485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64100,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00227,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.004372,0.004028,0.004323,0.006348,0.008279,0.006413,0.006818,0.006317,0.004043,0.002619,0.006045,0.006916,0.006519,0.006043,0.002602,0.006054,0.00605,0.004029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,0.002048,0.006493
64101,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00227,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.004372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.006317,0.004043,0.002619,0.006045,0.006916,0.006519,0.006043,0.002602,0.006054,0.00605,0.004029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64102,0.007017,0.006625,5.4e-05,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.004372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.006317,0.004043,0.002619,0.006045,0.006916,0.006519,0.006043,0.002602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64103,0.007017,0.006625,0.002054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.006372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.006317,0.004043,0.002619,0.006045,0.006916,0.006519,0.006043,0.004602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64104,0.007017,0.006625,0.002054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.006372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.004317,0.004043,0.004619,0.006045,0.006916,0.006519,0.006043,0.006602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64105,0.007017,0.006625,0.004054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.000201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,0.002034,0.006372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.004317,0.004043,0.004619,0.006045,0.006916,0.006519,0.006043,0.006602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64106,0.007017,0.006625,0.004054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.002201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,3.4e-05,0.006372,0.004028,0.006323,0.006348,0.008279,0.006413,0.006818,0.004317,0.004043,0.004619,0.006045,0.006916,0.006519,0.006043,0.006602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64108,0.007017,0.006625,0.004054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.002201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.006191,3.4e-05,0.006372,0.002028,0.006323,0.006348,0.008279,0.006413,0.006818,0.004317,0.004043,0.004619,0.006045,0.006916,0.006519,0.006043,0.006602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
64109,0.007017,0.006625,0.004054,0.000893,0.000235,0.006366,0.006436,0.006339,0.006281,0.006057,0.002201,0.006242,0.006706,0.006501,5.3e-05,0.000677,0.00635,0.00027,0.000498,0.006505,0.00029,0.006513,0.006627,0.003845,0.004191,3.4e-05,0.006372,0.002028,0.006323,0.006348,0.008279,0.006413,0.006818,0.002317,0.004043,0.004619,0.006045,0.006916,0.006519,0.006043,0.006602,0.006054,0.00605,0.006029,0.006485,0.009394,0.000233,0.000117,0.00756,0.006415,0.006465,0.006645,0.00471,4.8e-05,0.006493
