Time,temperatureSensor_port_T,onOffController_reference
1.396,298.706,25
1.397,298.706,25
1.398,298.705,25
1.399,298.704,25
1.4,298.704,25
1.401,298.703,25
1.402,298.703,25
1.403,298.702,25
1.404,298.702,25
1.405,298.701,25
1.406,298.701,25
1.407,298.7,25
1.408,298.699,25
1.409,298.699,25
1.41,298.698,25
1.411,298.698,25
1.412,298.697,25
1.413,298.697,25
1.414,298.696,25
1.415,298.696,25
1.416,298.695,25
1.417,298.694,25
1.418,298.694,25
1.419,298.693,25
1.42,298.693,25
1.421,298.692,25
1.422,298.692,25
1.423,298.691,25
1.424,298.691,25
1.425,298.69,25
1.426,298.689,25
1.427,298.689,25
1.428,298.688,25
1.429,298.688,25
1.43,298.687,25
1.431,298.687,25
1.432,298.686,25
1.433,298.686,25
1.434,298.685,25
1.435,298.685,25
1.436,298.684,25
1.437,298.683,25
1.438,298.683,25
1.439,298.682,25
1.44,298.682,25
1.441,298.681,25
1.442,298.681,25
1.443,298.68,25
1.444,298.68,25
1.445,298.679,25
1.446,298.678,25
1.447,298.678,25
1.448,298.677,25
1.449,298.677,25
1.45,298.676,25
1.451,298.676,25
1.452,298.675,25
1.453,298.675,25
1.454,298.674,25
1.455,298.673,25
1.456,298.673,25
1.457,298.672,25
1.458,298.672,25
1.459,298.671,25
1.46,298.671,25
1.461,298.67,25
1.462,298.67,25
1.463,298.669,25
1.464,298.668,25
1.465,298.668,25
1.466,298.667,25
1.467,298.667,25
1.468,298.666,25
1.469,298.666,25
1.47,298.665,25
1.471,298.665,25
1.472,298.664,25
1.473,298.664,25
1.474,298.663,25
1.475,298.662,25
1.476,298.662,25
1.477,298.661,25
1.478,298.661,25
1.479,298.66,25
1.48,298.66,25
1.481,298.659,25
1.482,298.659,25
1.483,298.658,25
1.484,298.657,25
1.485,298.657,25
1.486,298.656,25
1.487,298.656,25
1.488,298.655,25
1.489,298.655,25
1.49,298.654,25
1.491,298.654,25
1.492,298.653,25
1.493,298.652,25
1.494,298.652,25
1.495,298.651,25
1.496,298.651,25
1.497,298.65,25
1.498,298.65,25
1.499,298.649,25
1.5,298.649,25
1.501,298.648,25
1.502,298.648,25
1.503,298.647,25
1.504,298.646,25
1.505,298.646,25
1.506,298.645,25
1.507,298.645,25
1.508,298.644,25
1.509,298.644,25
1.51,298.643,25
1.511,298.643,25
1.512,298.642,25
1.513,298.642,25
1.514,298.641,25
1.515,298.64,25
1.516,298.64,25
1.517,298.639,25
1.518,298.639,25
1.519,298.638,25
1.52,298.638,25
1.521,298.637,25
1.522,298.637,25
1.523,298.636,25
1.524,298.635,25
1.525,298.635,25
1.526,298.634,25
1.527,298.634,25
1.528,298.633,25
1.529,298.633,25
1.53,298.632,25
1.531,298.632,25
1.532,298.631,25
1.533,298.631,25
1.534,298.63,25
1.535,298.629,25
1.536,298.629,25
1.537,298.628,25
1.538,298.628,25
1.539,298.627,25
1.54,298.627,25
1.541,298.626,25
1.542,298.626,25
1.543,298.625,25
1.544,298.625,25
1.545,298.624,25
1.546,298.623,25
1.547,298.623,25
1.548,298.622,25
1.549,298.622,25
1.55,298.621,25
1.551,298.621,25
1.552,298.62,25
1.553,298.62,25
1.554,298.619,25
1.555,298.618,25
1.556,298.618,25
1.557,298.617,25
1.558,298.617,25
1.559,298.616,25
1.56,298.616,25
1.561,298.615,25
1.562,298.615,25
1.563,298.614,25
1.564,298.614,25
1.565,298.613,25
1.566,298.612,25
1.567,298.612,25
1.568,298.611,25
1.569,298.611,25
1.57,298.61,25
1.571,298.61,25
1.572,298.609,25
1.573,298.609,25
1.574,298.608,25
1.575,298.608,25
1.576,298.607,25
1.577,298.606,25
1.578,298.606,25
1.579,298.605,25
1.58,298.605,25
1.581,298.604,25
1.582,298.604,25
1.583,298.603,25
1.584,298.603,25
1.585,298.602,25
1.586,298.602,25
1.587,298.601,25
1.588,298.6,25
1.589,298.6,25
1.59,298.599,25
1.591,298.599,25
1.592,298.598,25
1.593,298.598,25
1.594,298.597,25
1.595,298.597,25
1.596,298.596,25
1.597,298.596,25
1.598,298.595,25
1.599,298.594,25
1.6,298.594,25
1.601,298.593,25
1.602,298.593,25
1.603,298.592,25
1.604,298.592,25
1.605,298.591,25
1.606,298.591,25
1.607,298.59,25
1.608,298.59,25
1.609,298.589,25
1.61,298.588,25
1.611,298.588,25
1.612,298.587,25
1.613,298.587,25
1.614,298.586,25
1.615,298.586,25
1.616,298.585,25
1.617,298.585,25
1.618,298.584,25
1.619,298.584,25
1.62,298.583,25
1.621,298.583,25
1.622,298.582,25
1.623,298.581,25
1.624,298.581,25
1.625,298.58,25
1.626,298.58,25
1.627,298.579,25
1.628,298.579,25
1.629,298.578,25
1.63,298.578,25
1.631,298.577,25
1.632,298.577,25
1.633,298.576,25
1.634,298.575,25
1.635,298.575,25
1.636,298.574,25
1.637,298.574,25
1.638,298.573,25
1.639,298.573,25
1.64,298.572,25
1.641,298.572,25
1.642,298.571,25
1.643,298.571,25
1.644,298.57,25
1.645,298.569,25
1.646,298.569,25
1.647,298.568,25
1.648,298.568,25
1.649,298.567,25
1.65,298.567,25
1.651,298.566,25
1.652,298.566,25
1.653,298.565,25
1.654,298.565,25
1.655,298.564,25
1.656,298.564,25
1.657,298.563,25
1.658,298.562,25
1.659,298.562,25
1.66,298.561,25
1.661,298.561,25
1.662,298.56,25
1.663,298.56,25
1.664,298.559,25
1.665,298.559,25
1.666,298.558,25
1.667,298.558,25
1.668,298.557,25
1.669,298.557,25
1.67,298.556,25
1.671,298.555,25
1.672,298.555,25
1.673,298.554,25
1.674,298.554,25
1.675,298.553,25
1.676,298.553,25
1.677,298.552,25
1.678,298.552,25
1.679,298.551,25
1.68,298.551,25
1.681,298.55,25
1.682,298.549,25
1.683,298.549,25
1.684,298.548,25
1.685,298.548,25
1.686,298.547,25
1.687,298.547,25
1.688,298.546,25
1.689,298.546,25
1.69,298.545,25
1.691,298.545,25
1.692,298.544,25
1.693,298.544,25
1.694,298.543,25
1.695,298.542,25
1.696,298.542,25
1.697,298.541,25
1.698,298.541,25
1.699,298.54,25
1.7,298.54,25
1.701,298.539,25
1.702,298.539,25
1.703,298.538,25
1.704,298.538,25
1.705,298.537,25
1.706,298.537,25
1.707,298.536,25
1.708,298.535,25
1.709,298.535,25
1.71,298.534,25
1.711,298.534,25
1.712,298.533,25
1.713,298.533,25
1.714,298.532,25
1.715,298.532,25
1.716,298.531,25
1.717,298.531,25
1.718,298.53,25
1.719,298.53,25
1.72,298.529,25
1.721,298.528,25
1.722,298.528,25
1.723,298.527,25
1.724,298.527,25
1.725,298.526,25
1.726,298.526,25
1.727,298.525,25
1.728,298.525,25
1.729,298.524,25
1.73,298.524,25
1.731,298.523,25
1.732,298.523,25
1.733,298.522,25
1.734,298.521,25
1.735,298.521,25
1.736,298.52,25
1.737,298.52,25
1.738,298.519,25
1.739,298.519,25
1.74,298.518,25
1.741,298.518,25
1.742,298.517,25
1.743,298.517,25
1.744,298.516,25
1.745,298.516,25
1.746,298.515,25
1.747,298.514,25
1.748,298.514,25
1.749,298.513,25
1.75,298.513,25
1.751,298.512,25
1.752,298.512,25
1.753,298.511,25
1.754,298.511,25
1.755,298.51,25
1.756,298.51,25
1.757,298.509,25
1.758,298.509,25
1.759,298.508,25
1.76,298.508,25
1.761,298.507,25
1.762,298.506,25
1.763,298.506,25
1.764,298.505,25
1.765,298.505,25
1.766,298.504,25
1.767,298.504,25
1.768,298.503,25
1.769,298.503,25
1.77,298.502,25
1.771,298.502,25
1.772,298.501,25
1.773,298.501,25
1.774,298.5,25
1.775,298.499,25
1.776,298.499,25
1.777,298.498,25
1.778,298.498,25
1.779,298.497,25
1.78,298.497,25
1.781,298.496,25
1.782,298.496,25
1.783,298.495,25
1.784,298.495,25
1.785,298.494,25
1.786,298.494,25
1.787,298.493,25
1.788,298.493,25
1.789,298.492,25
1.79,298.491,25
1.791,298.491,25
1.792,298.49,25
1.793,298.49,25
1.794,298.489,25
1.795,298.489,25
1.796,298.488,25
1.797,298.488,25
1.798,298.487,25
1.799,298.487,25
1.8,298.486,25
1.801,298.486,25
1.802,298.485,25
1.803,298.485,25
1.804,298.484,25
1.805,298.483,25
1.806,298.483,25
1.807,298.482,25
1.808,298.482,25
1.809,298.481,25
1.81,298.481,25
1.811,298.48,25
1.812,298.48,25
1.813,298.479,25
1.814,298.479,25
1.815,298.478,25
1.816,298.478,25
1.817,298.477,25
1.818,298.477,25
1.819,298.476,25
1.82,298.475,25
1.821,298.475,25
1.822,298.474,25
1.823,298.474,25
1.824,298.473,25
1.825,298.473,25
1.826,298.472,25
1.827,298.472,25
1.828,298.471,25
1.829,298.471,25
1.83,298.47,25
1.831,298.47,25
1.832,298.469,25
1.833,298.469,25
1.834,298.468,25
1.835,298.467,25
1.836,298.467,25
1.837,298.466,25
1.838,298.466,25
1.839,298.465,25
1.84,298.465,25
1.841,298.464,25
1.842,298.464,25
1.843,298.463,25
1.844,298.463,25
1.845,298.462,25
1.846,298.462,25
1.847,298.461,25
1.848,298.461,25
1.849,298.46,25
1.85,298.46,25
1.851,298.459,25
1.852,298.458,25
1.853,298.458,25
1.854,298.457,25
1.855,298.457,25
1.856,298.456,25
1.857,298.456,25
1.858,298.455,25
1.859,298.455,25
1.86,298.454,25
1.861,298.454,25
1.862,298.453,25
1.863,298.453,25
1.864,298.452,25
1.865,298.452,25
1.866,298.451,25
1.867,298.451,25
1.868,298.45,25
1.869,298.449,25
1.87,298.449,25
1.871,298.448,25
1.872,298.448,25
1.873,298.447,25
1.874,298.447,25
1.875,298.446,25
1.876,298.446,25
1.877,298.445,25
1.878,298.445,25
1.879,298.444,25
1.88,298.444,25
1.881,298.443,25
1.882,298.443,25
1.883,298.442,25
1.884,298.442,25
1.885,298.441,25
1.886,298.44,25
1.887,298.44,25
1.888,298.439,25
1.889,298.439,25
1.89,298.438,25
1.891,298.438,25
1.892,298.437,25
1.893,298.437,25
1.894,298.436,25
1.895,298.436,25
1.896,298.435,25
1.897,298.435,25
1.898,298.434,25
1.899,298.434,25
1.9,298.433,25
1.901,298.433,25
1.902,298.432,25
1.903,298.431,25
1.904,298.431,25
1.905,298.43,25
1.906,298.43,25
1.907,298.429,25
1.908,298.429,25
1.909,298.428,25
1.91,298.428,25
1.911,298.427,25
1.912,298.427,25
1.913,298.426,25
1.914,298.426,25
1.915,298.425,25
1.916,298.425,25
1.917,298.424,25
1.918,298.424,25
1.919,298.423,25
1.92,298.422,25
1.921,298.422,25
1.922,298.421,25
1.923,298.421,25
1.924,298.42,25
1.925,298.42,25
1.926,298.419,25
1.927,298.419,25
1.928,298.418,25
1.929,298.418,25
1.93,298.417,25
1.931,298.417,25
1.932,298.416,25
1.933,298.416,25
1.934,298.415,25
1.935,298.415,25
1.936,298.414,25
1.937,298.414,25
1.938,298.413,25
1.939,298.412,25
1.94,298.412,25
1.941,298.411,25
1.942,298.411,25
1.943,298.41,25
1.944,298.41,25
1.945,298.409,25
1.946,298.409,25
1.947,298.408,25
1.948,298.408,25
1.949,298.407,25
1.95,298.407,25
1.951,298.406,25
1.952,298.406,25
1.953,298.405,25
1.954,298.405,25
1.955,298.404,25
1.956,298.404,25
1.957,298.403,25
1.958,298.402,25
1.959,298.402,25
1.96,298.401,25
1.961,298.401,25
1.962,298.4,25
1.963,298.4,25
1.964,298.399,25
1.965,298.399,25
1.966,298.398,25
1.967,298.398,25
1.968,298.397,25
1.969,298.397,25
1.97,298.396,25
1.971,298.396,25
1.972,298.395,25
1.973,298.395,25
1.974,298.394,25
1.975,298.394,25
1.976,298.393,25
1.977,298.393,25
1.978,298.392,25
1.979,298.391,25
1.98,298.391,25
1.981,298.39,25
1.982,298.39,25
1.983,298.389,25
1.984,298.389,25
1.985,298.388,25
1.986,298.388,25
1.987,298.387,25
1.988,298.387,25
1.989,298.386,25
1.99,298.386,25
1.991,298.385,25
1.992,298.385,25
1.993,298.384,25
1.994,298.384,25
1.995,298.383,25
1.996,298.383,25
1.997,298.382,25
1.998,298.382,25
1.999,298.381,25
2,298.38,25
2.001,298.38,25
2.002,298.379,25.0042
2.003,298.379,25.0083
2.004,298.378,25.0125
2.005,298.378,25.0167
2.006,298.377,25.0208
2.007,298.377,25.025
2.008,298.376,25.0292
2.009,298.376,25.0333
2.01,298.375,25.0375
2.011,298.375,25.0417
2.012,298.374,25.0458
2.013,298.374,25.05
2.014,298.373,25.0542
2.015,298.373,25.0583
2.016,298.372,25.0625
2.017,298.372,25.0667
2.018,298.371,25.0708
2.019,298.371,25.075
2.02,298.37,25.0792
2.021,298.37,25.0833
2.022,298.369,25.0875
2.023,298.368,25.0917
2.024,298.368,25.0958
2.025,298.367,25.1
2.026,298.367,25.1042
2.027,298.366,25.1083
2.028,298.366,25.1125
2.029,298.365,25.1167
2.03,298.365,25.1208
2.031,298.364,25.125
2.032,298.364,25.1292
2.033,298.363,25.1333
2.034,298.363,25.1375
2.035,298.362,25.1417
2.036,298.362,25.1458
2.037,298.361,25.15
2.038,298.361,25.1542
2.039,298.36,25.1583
2.04,298.36,25.1625
2.041,298.359,25.1667
2.042,298.359,25.1708
2.043,298.358,25.175
2.044,298.358,25.1792
2.045,298.357,25.1833
2.046,298.356,25.1875
2.047,298.356,25.1917
2.048,298.355,25.1958
2.049,298.355,25.2
2.05,298.354,25.2042
2.051,298.354,25.2083
2.052,298.353,25.2125
2.053,298.353,25.2167
2.054,298.352,25.2208
2.055,298.352,25.225
2.056,298.351,25.2292
2.057,298.351,25.2333
2.058,298.35,25.2375
2.059,298.35,25.2417
2.06,298.349,25.2458
2.061,298.349,25.25
2.062,298.348,25.2542
2.063,298.348,25.2583
2.064,298.347,25.2625
2.065,298.347,25.2667
2.066,298.346,25.2708
2.067,298.346,25.275
2.068,298.345,25.2792
2.069,298.345,25.2833
2.07,298.344,25.2875
2.071,298.343,25.2917
2.072,298.343,25.2958
2.073,298.342,25.3
2.074,298.342,25.3042
2.075,298.341,25.3083
2.076,298.341,25.3125
2.077,298.34,25.3167
2.078,298.34,25.3208
2.079,298.339,25.325
2.08,298.339,25.3292
2.081,298.338,25.3333
2.082,298.338,25.3375
2.083,298.337,25.3417
2.084,298.337,25.3458
2.085,298.336,25.35
2.086,298.336,25.3542
2.087,298.335,25.3583
2.088,298.335,25.3625
2.089,298.334,25.3667
2.09,298.334,25.3708
2.091,298.333,25.375
2.092,298.333,25.3792
2.093,298.332,25.3833
2.094,298.332,25.3875
2.095,298.331,25.3917
2.096,298.331,25.3958
2.097,298.33,25.4
2.098,298.329,25.4042
2.099,298.329,25.4083
2.1,298.328,25.4125
2.101,298.328,25.4167
2.102,298.327,25.4208
2.103,298.327,25.425
2.104,298.326,25.4292
2.105,298.326,25.4333
2.106,298.325,25.4375
2.107,298.325,25.4417
2.108,298.324,25.4458
2.109,298.324,25.45
2.11,298.323,25.4542
2.111,298.323,25.4583
2.112,298.322,25.4625
2.113,298.322,25.4667
2.114,298.321,25.4708
2.115,298.321,25.475
2.116,298.32,25.4792
2.117,298.32,25.4833
2.118,298.319,25.4875
2.119,298.319,25.4917
2.12,298.318,25.4958
2.121,298.318,25.5
2.122,298.317,25.5042
2.123,298.317,25.5083
2.124,298.316,25.5125
2.125,298.316,25.5167
2.126,298.315,25.5208
2.127,298.314,25.525
2.128,298.314,25.5292
2.129,298.313,25.5333
2.13,298.313,25.5375
2.131,298.312,25.5417
2.132,298.312,25.5458
2.133,298.311,25.55
2.134,298.311,25.5542
2.135,298.31,25.5583
2.136,298.31,25.5625
2.137,298.309,25.5667
2.138,298.309,25.5708
2.139,298.308,25.575
2.14,298.308,25.5792
2.141,298.307,25.5833
2.142,298.307,25.5875
2.143,298.306,25.5917
2.144,298.306,25.5958
2.145,298.305,25.6
2.146,298.305,25.6042
2.147,298.304,25.6083
2.148,298.304,25.6125
2.149,298.303,25.6167
2.15,298.303,25.6208
2.151,298.302,25.625
2.152,298.302,25.6292
2.153,298.301,25.6333
2.154,298.301,25.6375
2.155,298.3,25.6417
2.156,298.3,25.6458
2.157,298.299,25.65
2.158,298.298,25.6542
2.159,298.298,25.6583
2.16,298.297,25.6625
2.161,298.297,25.6667
2.162,298.296,25.6708
2.163,298.296,25.675
2.164,298.295,25.6792
2.165,298.295,25.6833
2.166,298.294,25.6875
2.167,298.294,25.6917
2.168,298.293,25.6958
2.169,298.293,25.7
2.17,298.292,25.7042
2.171,298.292,25.7083
2.172,298.291,25.7125
2.173,298.291,25.7167
2.174,298.29,25.7208
2.175,298.29,25.725
2.176,298.289,25.7292
2.177,298.289,25.7333
2.178,298.288,25.7375
2.179,298.288,25.7417
2.18,298.287,25.7458
2.181,298.287,25.75
2.182,298.286,25.7542
2.183,298.286,25.7583
2.184,298.285,25.7625
2.185,298.285,25.7667
2.186,298.284,25.7708
2.187,298.284,25.775
2.188,298.283,25.7792
2.189,298.283,25.7833
2.19,298.282,25.7875
2.191,298.282,25.7917
2.192,298.281,25.7958
2.193,298.28,25.8
2.194,298.28,25.8042
2.195,298.279,25.8083
2.196,298.279,25.8125
2.197,298.278,25.8167
2.198,298.278,25.8208
2.199,298.277,25.825
2.2,298.277,25.8292
2.201,298.276,25.8333
2.202,298.276,25.8375
2.203,298.275,25.8417
2.204,298.275,25.8458
2.205,298.274,25.85
2.206,298.274,25.8542
2.207,298.273,25.8583
2.208,298.273,25.8625
2.209,298.272,25.8667
2.21,298.272,25.8708
2.211,298.271,25.875
2.212,298.271,25.8792
2.213,298.27,25.8833
2.214,298.27,25.8875
2.215,298.269,25.8917
2.216,298.269,25.8958
2.217,298.268,25.9
2.218,298.268,25.9042
2.219,298.267,25.9083
2.22,298.267,25.9125
2.221,298.266,25.9167
2.222,298.266,25.9208
2.223,298.265,25.925
2.224,298.265,25.9292
2.225,298.264,25.9333
2.226,298.264,25.9375
2.227,298.263,25.9417
2.228,298.263,25.9458
2.229,298.262,25.95
2.23,298.262,25.9542
2.231,298.261,25.9583
2.232,298.261,25.9625
2.233,298.26,25.9667
2.234,298.26,25.9708
2.235,298.259,25.975
2.236,298.258,25.9792
2.237,298.258,25.9833
2.238,298.257,25.9875
2.239,298.257,25.9917
2.24,298.256,25.9958
2.241,298.256,26
2.242,298.255,26.0042
2.243,298.255,26.0083
2.244,298.254,26.0125
2.245,298.254,26.0167
2.246,298.253,26.0208
2.247,298.253,26.025
2.248,298.252,26.0292
2.249,298.252,26.0333
2.25,298.251,26.0375
2.251,298.251,26.0417
2.252,298.25,26.0458
2.253,298.25,26.05
2.254,298.249,26.0542
2.255,298.249,26.0583
2.256,298.248,26.0625
2.257,298.248,26.0667
2.258,298.247,26.0708
2.259,298.247,26.075
2.26,298.246,26.0792
2.261,298.246,26.0833
2.262,298.245,26.0875
2.263,298.245,26.0917
2.264,298.254,26.0958
2.265,298.263,26.1
2.266,298.273,26.1042
2.267,298.282,26.1083
2.268,298.291,26.1125
2.269,298.3,26.1167
2.27,298.31,26.1208
2.271,298.319,26.125
2.272,298.328,26.1292
2.273,298.338,26.1333
2.274,298.347,26.1375
2.275,298.356,26.1417
2.276,298.365,26.1458
2.277,298.375,26.15
2.278,298.384,26.1542
2.279,298.393,26.1583
2.28,298.403,26.1625
2.281,298.412,26.1667
2.282,298.421,26.1708
2.283,298.43,26.175
2.284,298.44,26.1792
2.285,298.449,26.1833
2.286,298.458,26.1875
2.287,298.467,26.1917
2.288,298.477,26.1958
2.289,298.486,26.2
2.29,298.495,26.2042
2.291,298.504,26.2083
2.292,298.514,26.2125
2.293,298.523,26.2167
2.294,298.532,26.2208
2.295,298.541,26.225
2.296,298.551,26.2292
2.297,298.56,26.2333
2.298,298.569,26.2375
2.299,298.578,26.2417
2.3,298.588,26.2458
2.301,298.597,26.25
2.302,298.606,26.2542
2.303,298.615,26.2583
2.304,298.625,26.2625
2.305,298.634,26.2667
2.306,298.643,26.2708
2.307,298.652,26.275
2.308,298.662,26.2792
2.309,298.671,26.2833
2.31,298.68,26.2875
2.311,298.689,26.2917
2.312,298.699,26.2958
2.313,298.708,26.3
2.314,298.717,26.3042
2.315,298.726,26.3083
2.316,298.736,26.3125
2.317,298.745,26.3167
2.318,298.754,26.3208
2.319,298.763,26.325
2.32,298.772,26.3292
2.321,298.782,26.3333
2.322,298.791,26.3375
2.323,298.8,26.3417
2.324,298.809,26.3458
2.325,298.819,26.35
2.326,298.828,26.3542
2.327,298.837,26.3583
2.328,298.846,26.3625
2.329,298.855,26.3667
2.33,298.865,26.3708
2.331,298.874,26.375
2.332,298.883,26.3792
2.333,298.892,26.3833
2.334,298.901,26.3875
2.335,298.911,26.3917
2.336,298.92,26.3958
2.337,298.929,26.4
2.338,298.938,26.4042
2.339,298.947,26.4083
2.34,298.957,26.4125
2.341,298.966,26.4167
2.342,298.975,26.4208
2.343,298.984,26.425
2.344,298.993,26.4292
2.345,299.003,26.4333
2.346,299.012,26.4375
2.347,299.021,26.4417
2.348,299.03,26.4458
2.349,299.039,26.45
2.35,299.049,26.4542
2.351,299.058,26.4583
2.352,299.067,26.4625
2.353,299.076,26.4667
2.354,299.085,26.4708
2.355,299.094,26.475
2.356,299.104,26.4792
2.357,299.113,26.4833
2.358,299.122,26.4875
2.359,299.131,26.4917
2.36,299.14,26.4958
2.361,299.149,26.5
2.362,299.159,26.5042
2.363,299.168,26.5083
2.364,299.177,26.5125
2.365,299.186,26.5167
2.366,299.195,26.5208
2.367,299.204,26.525
2.368,299.214,26.5292
2.369,299.223,26.5333
2.37,299.232,26.5375
2.371,299.241,26.5417
2.372,299.25,26.5458
2.373,299.259,26.55
2.374,299.269,26.5542
2.375,299.278,26.5583
2.376,299.287,26.5625
2.377,299.296,26.5667
2.378,299.305,26.5708
2.379,299.314,26.575
2.38,299.323,26.5792
2.381,299.333,26.5833
2.382,299.342,26.5875
2.383,299.351,26.5917
2.384,299.36,26.5958
2.385,299.369,26.6
2.386,299.378,26.6042
2.387,299.387,26.6083
2.388,299.397,26.6125
2.389,299.406,26.6167
2.39,299.415,26.6208
2.391,299.424,26.625
2.392,299.433,26.6292
2.393,299.442,26.6333
2.394,299.451,26.6375
2.395,299.461,26.6417
2.396,299.47,26.6458
2.397,299.479,26.65
2.398,299.488,26.6542
2.399,299.497,26.6583
2.4,299.506,26.6625
2.401,299.515,26.6667
2.402,299.524,26.6708
2.403,299.534,26.675
2.404,299.543,26.6792
2.405,299.552,26.6833
2.406,299.561,26.6875
2.407,299.57,26.6917
2.408,299.579,26.6958
2.409,299.588,26.7
2.41,299.597,26.7042
2.411,299.606,26.7083
2.412,299.616,26.7125
2.413,299.625,26.7167
2.414,299.634,26.7208
2.415,299.643,26.725
2.416,299.652,26.7292
2.417,299.661,26.7333
2.418,299.67,26.7375
2.419,299.679,26.7417
2.42,299.688,26.7458
2.421,299.697,26.75
2.422,299.707,26.7542
2.423,299.716,26.7583
2.424,299.725,26.7625
2.425,299.734,26.7667
2.426,299.743,26.7708
2.427,299.752,26.775
2.428,299.761,26.7792
2.429,299.77,26.7833
2.43,299.779,26.7875
2.431,299.788,26.7917
2.432,299.797,26.7958
2.433,299.806,26.8
2.434,299.816,26.8042
2.435,299.825,26.8083
2.436,299.834,26.8125
2.437,299.843,26.8167
2.438,299.852,26.8208
2.439,299.861,26.825
2.44,299.87,26.8292
2.441,299.879,26.8333
2.442,299.888,26.8375
2.443,299.897,26.8417
2.444,299.906,26.8458
2.445,299.915,26.85
2.446,299.924,26.8542
2.447,299.933,26.8583
2.448,299.943,26.8625
2.449,299.952,26.8667
2.45,299.961,26.8708
2.451,299.97,26.875
2.452,299.979,26.8792
2.453,299.988,26.8833
2.454,299.997,26.8875
2.455,300.006,26.8917
2.456,300.015,26.8958
2.457,300.024,26.9
2.458,300.033,26.9042
2.459,300.042,26.9083
2.46,300.051,26.9125
2.461,300.06,26.9167
2.462,300.069,26.9208
2.463,300.078,26.925
2.464,300.087,26.9292
2.465,300.096,26.9333
2.466,300.105,26.9375
2.467,300.114,26.9417
2.468,300.123,26.9458
2.469,300.133,26.95
2.47,300.142,26.9542
2.471,300.151,26.9583
2.472,300.16,26.9625
2.473,300.169,26.9667
2.474,300.178,26.9708
2.475,300.187,26.975
2.476,300.196,26.9792
2.477,300.205,26.9833
2.478,300.214,26.9875
2.479,300.223,26.9917
2.48,300.232,26.9958
2.481,300.241,27
2.482,300.25,27.0042
2.483,300.259,27.0083
2.484,300.268,27.0125
2.485,300.277,27.0167
2.486,300.286,27.0208
2.487,300.295,27.025
2.488,300.304,27.0292
2.489,300.313,27.0333
2.49,300.322,27.0375
2.491,300.331,27.0417
2.492,300.34,27.0458
2.493,300.349,27.05
2.494,300.358,27.0542
2.495,300.367,27.0583
2.496,300.376,27.0625
2.497,300.385,27.0667
2.498,300.394,27.0708
2.499,300.403,27.075
2.5,300.412,27.0792
2.501,300.421,27.0833
2.502,300.43,27.0875
2.503,300.439,27.0917
2.504,300.448,27.0958
2.505,300.457,27.1
2.506,300.466,27.1042
2.507,300.475,27.1083
2.508,300.484,27.1125
2.509,300.493,27.1167
2.51,300.502,27.1208
2.511,300.511,27.125
2.512,300.52,27.1292
2.513,300.529,27.1333
2.514,300.538,27.1375
2.515,300.547,27.1417
2.516,300.556,27.1458
2.517,300.565,27.15
2.518,300.574,27.1542
2.519,300.583,27.1583
2.52,300.592,27.1625
2.521,300.601,27.1667
2.522,300.61,27.1708
2.523,300.619,27.175
2.524,300.628,27.1792
2.525,300.637,27.1833
2.526,300.646,27.1875
2.527,300.654,27.1917
2.528,300.663,27.1958
2.529,300.672,27.2
2.53,300.681,27.2042
2.531,300.69,27.2083
2.532,300.699,27.2125
2.533,300.708,27.2167
2.534,300.717,27.2208
2.535,300.726,27.225
2.536,300.735,27.2292
2.537,300.744,27.2333
2.538,300.753,27.2375
2.539,300.762,27.2417
2.54,300.771,27.2458
2.541,300.78,27.25
2.542,300.789,27.2542
2.543,300.798,27.2583
2.544,300.807,27.2625
2.545,300.816,27.2667
2.546,300.825,27.2708
2.547,300.834,27.275
2.548,300.842,27.2792
2.549,300.851,27.2833
2.55,300.86,27.2875
2.551,300.869,27.2917
2.552,300.878,27.2958
2.553,300.887,27.3
2.554,300.896,27.3042
2.555,300.905,27.3083
2.556,300.914,27.3125
2.557,300.923,27.3167
2.558,300.932,27.3208
2.559,300.941,27.325
2.56,300.95,27.3292
2.561,300.959,27.3333
2.562,300.967,27.3375
2.563,300.976,27.3417
2.564,300.985,27.3458
2.565,300.994,27.35
2.566,301.003,27.3542
2.567,301.012,27.3583
2.568,301.021,27.3625
2.569,301.03,27.3667
2.57,301.039,27.3708
2.571,301.048,27.375
2.572,301.057,27.3792
2.573,301.066,27.3833
2.574,301.074,27.3875
2.575,301.083,27.3917
2.576,301.092,27.3958
2.577,301.101,27.4
2.578,301.11,27.4042
2.579,301.119,27.4083
2.58,301.128,27.4125
2.581,301.137,27.4167
2.582,301.146,27.4208
2.583,301.155,27.425
2.584,301.163,27.4292
2.585,301.172,27.4333
2.586,301.181,27.4375
2.587,301.19,27.4417
2.588,301.199,27.4458
2.589,301.208,27.45
2.59,301.217,27.4542
2.591,301.226,27.4583
2.592,301.235,27.4625
2.593,301.243,27.4667
2.594,301.252,27.4708
2.595,301.261,27.475
2.596,301.27,27.4792
2.597,301.279,27.4833
2.598,301.288,27.4875
2.599,301.297,27.4917
2.6,301.306,27.4958
2.601,301.314,27.5
2.602,301.323,27.5042
2.603,301.332,27.5083
2.604,301.341,27.5125
2.605,301.35,27.5167
2.606,301.359,27.5208
2.607,301.368,27.525
2.608,301.377,27.5292
2.609,301.385,27.5333
2.61,301.394,27.5375
2.611,301.403,27.5417
2.612,301.412,27.5458
2.613,301.421,27.55
2.614,301.43,27.5542
2.615,301.439,27.5583
2.616,301.447,27.5625
2.617,301.456,27.5667
2.618,301.465,27.5708
