"time","_h","_v"
2.2929999999998585E+000,5.4081595910000103E-003,2.9456761000000109E-002
2.2989999999998578E+000,5.3449001570000125E-003,-3.0543238999999896E-002
2.3049999999998572E+000,4.9216407230000146E-003,-9.0543238999999887E-002
2.3109999999998565E+000,4.1383812890000158E-003,-1.5054323899999988E-001
2.3169999999998558E+000,2.9951218550000169E-003,-2.1054323899999994E-001
2.3229999999998552E+000,1.4918624210000174E-003,-2.7054323899999999E-001
2.3289999999998545E+000,0.0000000000000000E+000,2.2438026730000002E-001
2.3349999999998539E+000,1.1062816038000000E-003,1.6438026729999997E-001
2.3409999999998532E+000,1.8525632075999997E-003,1.0438026729999995E-001
2.3469999999998525E+000,2.2388448114000004E-003,4.4380267299999970E-002
2.3529999999998519E+000,2.2651264152000008E-003,-1.5619732700000034E-002
2.3589999999998512E+000,1.9314080190000016E-003,-7.5619732700000039E-002
2.3649999999998506E+000,1.2376896228000014E-003,-1.3561973270000002E-001
2.3709999999998499E+000,1.8397122660000087E-004,-1.9561973270000008E-001
2.3769999999998492E+000,4.5573525156000007E-004,1.0393381289000005E-001
2.3829999999998486E+000,8.3933812890000029E-004,4.3933812890000062E-002
2.3889999999998479E+000,8.6294100624000059E-004,-1.6066187109999942E-002
2.3949999999998473E+000,5.2654388358000081E-004,-7.6066187109999947E-002
2.4009999999998466E+000,0.0000000000000000E+000,8.8246330976999937E-002
2.4069999999998459E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4129999999998453E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4189999999998446E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4249999999998439E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4309999999998433E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4369999999998426E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4429999999998420E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4489999999998413E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4549999999998406E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4609999999998400E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4669999999998393E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4729999999998387E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4789999999998380E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4849999999998373E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4909999999998367E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.4969999999998360E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5029999999998354E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5089999999998347E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5149999999998340E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5209999999998334E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5269999999998327E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5329999999998321E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5389999999998314E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5449999999998307E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5509999999998301E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5569999999998294E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5629999999998287E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5689999999998281E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5749999999998274E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5809999999998268E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5869999999998261E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5929999999998254E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.5989999999998248E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6049999999998241E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6109999999998235E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6169999999998228E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6229999999998221E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6289999999998215E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6349999999998208E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6409999999998202E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6469999999998195E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6529999999998188E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6589999999998182E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6649999999998175E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6709999999998169E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6769999999998162E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6829999999998155E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6889999999998149E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.6949999999998142E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7009999999998136E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7069999999998129E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7129999999998122E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7189999999998116E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7249999999998109E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7309999999998102E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7369999999998096E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7429999999998089E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7489999999998083E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7549999999998076E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7609999999998069E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7669999999998063E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7729999999998056E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7789999999998050E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7849999999998043E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7909999999998036E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.7969999999998030E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8029999999998023E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8089999999998017E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8149999999998010E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8209999999998003E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8269999999997997E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8329999999997990E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8389999999997984E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8449999999997977E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8509999999997970E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8569999999997964E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8629999999997957E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8689999999997950E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8749999999997944E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8809999999997937E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8869999999997931E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8929999999997924E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.8989999999997917E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9049999999997911E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9109999999997904E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9169999999997898E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9229999999997891E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9289999999997884E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9349999999997878E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9409999999997871E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9469999999997865E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9529999999997858E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9589999999997851E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9649999999997845E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9709999999997838E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9769999999997832E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9829999999997825E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9889999999997818E+000,0.0000000000000000E+000,0.0000000000000000E+000
2.9949999999997812E+000,0.0000000000000000E+000,0.0000000000000000E+000
3.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
