"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi","der(J1.phi)"
1.2525,0.2,0.4,0.9,6.74897,9.96917,6.74897,0,1,6.74897,2.95083
1.254,0.2,0.4,0.9,6.75341,9.92115,6.75341,0,1,6.75341,2.96574
1.2555,0.2,0.4,0.9,6.75787,9.85109,6.75787,0,1,6.75787,2.98056
1.257,0.2,0.4,0.9,6.76235,9.75917,6.76235,0,1,6.76235,2.99526
1.2585,0.2,0.4,0.9,6.76686,9.64557,6.76686,0,1,6.76686,3.0098
1.26,0.2,0.4,0.9,6.77138,9.51056,6.77138,0,1,6.77138,3.02416
1.2615,0.2,0.4,0.9,6.77593,9.35444,6.77593,0,1,6.77593,3.03829
1.263,0.2,0.4,0.9,6.7805,9.17755,6.7805,0,1,6.7805,3.05219
1.2645,0.2,0.4,0.9,6.78508,8.98028,6.78508,0,1,6.78508,3.0658
1.266,0.2,0.4,0.9,6.78969,8.76307,6.78969,0,1,6.78969,3.07911
1.2675,0.2,0.4,0.9,6.79432,8.5264,6.79432,0,1,6.79432,3.09208
1.269,0.2,0.4,0.9,6.79897,8.27081,6.79897,0,1,6.79897,3.10468
1.2705,0.2,0.4,0.9,6.80363,7.99685,6.80363,0,1,6.80363,3.11689
1.272,0.2,0.4,0.9,6.80832,7.70513,6.80832,0,1,6.80832,3.12868
1.2735,0.2,0.4,0.9,6.81302,7.39631,6.81302,0,1,6.81302,3.14001
1.275,0.2,0.4,0.9,6.81774,7.07107,6.81774,0,1,6.81774,3.15087
1.2765,0.2,0.4,0.9,6.82247,6.73012,6.82247,0,1,6.82247,3.16124
1.278,0.2,0.4,0.9,6.82722,6.37424,6.82722,0,1,6.82722,3.17108
1.2795,0.2,0.4,0.9,6.83198,6.0042,6.83198,0,1,6.83198,3.18038
1.281,0.2,0.4,0.9,6.83676,5.62083,6.83676,0,1,6.83676,3.18911
1.2825,0.2,0.4,0.9,6.84155,5.22499,6.84155,0,1,6.84155,3.19727
1.284,0.2,0.4,0.9,6.84635,4.81754,6.84635,0,1,6.84635,3.20481
1.2855,0.2,0.4,0.9,6.85116,4.39939,6.85116,0,1,6.85116,3.21174
1.287,0.2,0.4,0.9,6.85598,3.97148,6.85598,0,1,6.85598,3.21803
1.2885,0.2,0.4,0.9,6.86082,3.53475,6.86082,0,1,6.86082,3.22368
1.29,0.2,0.4,0.9,6.86565,3.09017,6.86565,0,1,6.86565,3.22867
1.2915,0.2,0.4,0.9,6.8705,2.63873,6.8705,0,1,6.8705,3.23298
1.293,0.2,0.4,0.9,6.87535,2.18143,6.87535,0,1,6.87535,3.23661
1.2945,0.2,0.4,0.9,6.88021,1.71929,6.88021,0,1,6.88021,3.23956
1.296,0.2,0.4,0.9,6.88507,1.25333,6.88507,0,1,6.88507,3.2418
1.2975,0.2,0.4,0.9,6.88993,0.784591,6.88993,0,1,6.88993,3.24335
1.299,0.2,0.4,0.9,6.8948,0.314108,6.8948,0,1,6.8948,3.24419
1.3005,0.2,0.4,0.9,6.89967,-0.157073,6.89967,0,1,6.89967,3.24433
1.302,0.2,0.4,0.9,6.90453,-0.627905,6.90453,0,1,6.90453,3.24375
1.3035,0.2,0.4,0.9,6.9094,-1.09734,6.9094,0,1,6.9094,3.24248
1.305,0.2,0.4,0.9,6.91426,-1.56434,6.91426,0,1,6.91426,3.24051
1.3065,0.2,0.4,0.9,6.91912,-2.02787,6.91912,0,1,6.91912,3.23782
1.308,0.2,0.4,0.9,6.92397,-2.4869,6.92397,0,1,6.92397,3.23445
1.3095,0.2,0.4,0.9,6.92882,-2.9404,6.92882,0,1,6.92882,3.23041
1.311,0.2,0.4,0.9,6.93366,-3.38738,6.93366,0,1,6.93366,3.22568
1.3125,0.2,0.4,0.9,6.9385,-3.82683,6.9385,0,1,6.9385,3.22028
1.314,0.2,0.4,0.9,6.94332,-4.25779,6.94332,0,1,6.94332,3.21423
1.3155,0.2,0.4,0.9,6.94814,-4.6793,6.94814,0,1,6.94814,3.20755
1.317,0.2,0.4,0.9,6.95295,-5.09041,6.95295,0,1,6.95295,3.20024
1.3185,0.2,0.4,0.9,6.95774,-5.49023,6.95774,0,1,6.95774,3.19231
1.32,0.2,0.4,0.9,6.96252,-5.87785,6.96252,0,1,6.96252,3.18379
1.3215,0.2,0.4,0.9,6.96729,-6.25243,6.96729,0,1,6.96729,3.1747
1.323,0.2,0.4,0.9,6.97205,-6.61312,6.97205,0,1,6.97205,3.16505
1.3245,0.2,0.4,0.9,6.97679,-6.95913,6.97679,0,1,6.97679,3.15487
1.326,0.2,0.4,0.9,6.98151,-7.28969,6.98151,0,1,6.98151,3.14419
1.3275,0.2,0.4,0.9,6.98622,-7.60406,6.98622,0,1,6.98622,3.13301
1.329,0.2,0.4,0.9,6.99091,-7.90155,6.99091,0,1,6.99091,3.12138
1.3305,0.2,0.4,0.9,6.99558,-8.1815,6.99558,0,1,6.99558,3.10931
1.332,0.2,0.4,0.9,7.00024,-8.44328,7.00024,0,1,7.00024,3.09684
1.3335,0.2,0.4,0.9,7.00487,-8.68632,7.00487,0,1,7.00487,3.08399
1.335,0.2,0.4,0.9,7.00949,-8.91007,7.00949,0,1,7.00949,3.07078
1.3365,0.2,0.4,0.9,7.01409,-9.11403,7.01409,0,1,7.01409,3.05726
1.338,0.2,0.4,0.9,7.01866,-9.29776,7.01866,0,1,7.01866,3.04344
1.3395,0.2,0.4,0.9,7.02322,-9.46085,7.02322,0,1,7.02322,3.02937
1.341,0.2,0.4,0.9,7.02775,-9.60294,7.02775,0,1,7.02775,3.01507
1.3425,0.2,0.4,0.9,7.03226,-9.7237,7.03226,0,1,7.03226,3.00057
1.344,0.2,0.4,0.9,7.03675,-9.82287,7.03675,0,1,7.03675,2.98591
1.3455,0.2,0.4,0.9,7.04122,-9.90024,7.04122,0,1,7.04122,2.97111
1.347,0.2,0.4,0.9,7.04567,-9.95562,7.04567,0,1,7.04567,2.95621
1.3485,0.2,0.4,0.9,7.05009,-9.9889,7.05009,0,1,7.05009,2.94125
1.35,0.2,0.4,0.9,7.05449,-10,7.05449,0,1,7.05449,2.92625
1.3515,0.2,0.4,0.9,7.05887,-9.9889,7.05887,0,1,7.05887,2.91126
1.353,0.2,0.4,0.9,7.06322,-9.95562,7.06322,0,1,7.06322,2.89629
1.3545,0.2,0.4,0.9,7.06756,-9.90024,7.06756,0,1,7.06756,2.8814
1.356,0.2,0.4,0.9,7.07187,-9.82287,7.07187,0,1,7.07187,2.8666
1.3575,0.2,0.4,0.9,7.07616,-9.7237,7.07616,0,1,7.07616,2.85193
1.359,0.2,0.4,0.9,7.08042,-9.60294,7.08042,0,1,7.08042,2.83743
1.3605,0.2,0.4,0.9,7.08467,-9.46085,7.08467,0,1,7.08467,2.82312
1.362,0.2,0.4,0.9,7.08889,-9.29776,7.08889,0,1,7.08889,2.80904
1.3635,0.2,0.4,0.9,7.0931,-9.11403,7.0931,0,1,7.0931,2.79523
1.365,0.2,0.4,0.9,7.09728,-8.91007,7.09728,0,1,7.09728,2.7817
1.3665,0.2,0.4,0.9,7.10144,-8.68632,7.10144,0,1,7.10144,2.76849
1.368,0.2,0.4,0.9,7.10558,-8.44328,7.10558,0,1,7.10558,2.75563
1.3695,0.2,0.4,0.9,7.10971,-8.1815,7.10971,0,1,7.10971,2.74315
1.371,0.2,0.4,0.9,7.11381,-7.90155,7.11381,0,1,7.11381,2.73108
1.3725,0.2,0.4,0.9,7.1179,-7.60406,7.1179,0,1,7.1179,2.71944
1.374,0.2,0.4,0.9,7.12197,-7.28969,7.12197,0,1,7.12197,2.70826
1.3755,0.2,0.4,0.9,7.12603,-6.95913,7.12603,0,1,7.12603,2.69757
1.377,0.2,0.4,0.9,7.13006,-6.61312,7.13006,0,1,7.13006,2.68738
1.3785,0.2,0.4,0.9,7.13409,-6.25243,7.13409,0,1,7.13409,2.67773
1.38,0.2,0.4,0.9,7.1381,-5.87785,7.1381,0,1,7.1381,2.66863
1.3815,0.2,0.4,0.9,7.14209,-5.49023,7.14209,0,1,7.14209,2.6601
1.383,0.2,0.4,0.9,7.14608,-5.09041,7.14608,0,1,7.14608,2.65216
1.3845,0.2,0.4,0.9,7.15005,-4.6793,7.15005,0,1,7.15005,2.64483
1.386,0.2,0.4,0.9,7.15401,-4.25779,7.15401,0,1,7.15401,2.63813
1.3875,0.2,0.4,0.9,7.15797,-3.82683,7.15797,0,1,7.15797,2.63206
1.389,0.2,0.4,0.9,7.16191,-3.38738,7.16191,0,1,7.16191,2.62665
1.3905,0.2,0.4,0.9,7.16585,-2.9404,7.16585,0,1,7.16585,2.62191
1.392,0.2,0.4,0.9,7.16978,-2.4869,7.16978,0,1,7.16978,2.61784
1.3935,0.2,0.4,0.9,7.1737,-2.02787,7.1737,0,1,7.1737,2.61446
1.395,0.2,0.4,0.9,7.17762,-1.56434,7.17762,0,1,7.17762,2.61177
1.3965,0.2,0.4,0.9,7.18153,-1.09734,7.18153,0,1,7.18153,2.60977
1.398,0.2,0.4,0.9,7.18545,-0.627905,7.18545,0,1,7.18545,2.60848
1.3995,0.2,0.4,0.9,7.18936,-0.157073,7.18936,0,1,7.18936,2.6079
1.401,0.2,0.4,0.9,7.19327,0.314108,7.19327,0,1,7.19327,2.60802
1.4025,0.2,0.4,0.9,7.19719,0.784591,7.19719,0,1,7.19719,2.60885
1.404,0.2,0.4,0.9,7.2011,1.25333,7.2011,0,1,7.2011,2.61038
1.4055,0.2,0.4,0.9,7.20502,1.71929,7.20502,0,1,7.20502,2.61261
1.407,0.2,0.4,0.9,7.20894,2.18143,7.20894,0,1,7.20894,2.61554
1.4085,0.2,0.4,0.9,7.21286,2.63873,7.21286,0,1,7.21286,2.61916
1.41,0.2,0.4,0.9,7.21679,3.09017,7.21679,0,1,7.21679,2.62346
1.4115,0.2,0.4,0.9,7.22073,3.53475,7.22073,0,1,7.22073,2.62843
1.413,0.2,0.4,0.9,7.22468,3.97148,7.22468,0,1,7.22468,2.63406
1.4145,0.2,0.4,0.9,7.22864,4.39939,7.22864,0,1,7.22864,2.64034
1.416,0.2,0.4,0.9,7.2326,4.81754,7.2326,0,1,7.2326,2.64726
1.4175,0.2,0.4,0.9,7.23658,5.22499,7.23658,0,1,7.23658,2.65479
1.419,0.2,0.4,0.9,7.24057,5.62083,7.24057,0,1,7.24057,2.66293
1.4205,0.2,0.4,0.9,7.24457,6.0042,7.24457,0,1,7.24457,2.67165
1.422,0.2,0.4,0.9,7.24858,6.37424,7.24858,0,1,7.24858,2.68094
1.4235,0.2,0.4,0.9,7.25261,6.73012,7.25261,0,1,7.25261,2.69078
1.425,0.2,0.4,0.9,7.25665,7.07107,7.25665,0,1,7.25665,2.70114
1.4265,0.2,0.4,0.9,7.26071,7.39631,7.26071,0,1,7.26071,2.712
1.428,0.2,0.4,0.9,7.26479,7.70513,7.26479,0,1,7.26479,2.72333
1.4295,0.2,0.4,0.9,7.26888,7.99685,7.26888,0,1,7.26888,2.73511
1.431,0.2,0.4,0.9,7.27299,8.27081,7.27299,0,1,7.27299,2.74732
1.4325,0.2,0.4,0.9,7.27712,8.5264,7.27712,0,1,7.27712,2.75994
1.434,0.2,0.4,0.9,7.28127,8.76307,7.28127,0,1,7.28127,2.77292
1.4355,0.2,0.4,0.9,7.28544,8.98028,7.28544,0,1,7.28544,2.78624
1.437,0.2,0.4,0.9,7.28963,9.17755,7.28963,0,1,7.28963,2.79987
1.4385,0.2,0.4,0.9,7.29384,9.35444,7.29384,0,1,7.29384,2.81378
1.44,0.2,0.4,0.9,7.29807,9.51056,7.29807,0,1,7.29807,2.82794
1.4415,0.2,0.4,0.9,7.30232,9.64557,7.30232,0,1,7.30232,2.84232
1.443,0.2,0.4,0.9,7.3066,9.75917,7.3066,0,1,7.3066,2.85688
1.4445,0.2,0.4,0.9,7.3109,9.85109,7.3109,0,1,7.3109,2.87159
1.446,0.2,0.4,0.9,7.31521,9.92115,7.31521,0,1,7.31521,2.88643
1.4475,0.2,0.4,0.9,7.31955,9.96917,7.31955,0,1,7.31955,2.90135
1.449,0.2,0.4,0.9,7.32392,9.99507,7.32392,0,1,7.32392,2.91633
1.4505,0.2,0.4,0.9,7.3283,9.99877,7.3283,0,1,7.3283,2.93133
1.452,0.2,0.4,0.9,7.33271,9.98027,7.33271,0,1,7.33271,2.94632
1.4535,0.2,0.4,0.9,7.33714,9.93961,7.33714,0,1,7.33714,2.96127
1.455,0.2,0.4,0.9,7.3416,9.87688,7.3416,0,1,7.3416,2.97614
1.4565,0.2,0.4,0.9,7.34607,9.79223,7.34607,0,1,7.34607,2.99089
1.458,0.2,0.4,0.9,7.35057,9.68583,7.35057,0,1,7.35057,3.00551
1.4595,0.2,0.4,0.9,7.35509,9.55793,7.35509,0,1,7.35509,3.01996
1.461,0.2,0.4,0.9,7.35963,9.40881,7.35963,0,1,7.35963,3.0342
1.4625,0.2,0.4,0.9,7.36419,9.2388,7.36419,0,1,7.36419,3.0482
1.464,0.2,0.4,0.9,7.36877,9.04827,7.36877,0,1,7.36877,3.06194
1.4655,0.2,0.4,0.9,7.37338,8.83766,7.37338,0,1,7.37338,3.07537
1.467,0.2,0.4,0.9,7.378,8.60742,7.378,0,1,7.378,3.08848
1.4685,0.2,0.4,0.9,7.38264,8.35807,7.38264,0,1,7.38264,3.10121
1.47,0.2,0.4,0.9,7.3873,8.09017,7.3873,0,1,7.3873,3.11356
1.4715,0.2,0.4,0.9,7.39198,7.8043,7.39198,0,1,7.39198,3.1255
1.473,0.2,0.4,0.9,7.39668,7.50111,7.39668,0,1,7.39668,3.13699
1.4745,0.2,0.4,0.9,7.40139,7.18126,7.40139,0,1,7.40139,3.14801
1.476,0.2,0.4,0.9,7.40612,6.84547,7.40612,0,1,7.40612,3.15853
1.4775,0.2,0.4,0.9,7.41087,6.49448,7.41087,0,1,7.41087,3.16854
1.479,0.2,0.4,0.9,7.41563,6.12907,7.41563,0,1,7.41563,3.17801
1.4805,0.2,0.4,0.9,7.4204,5.75005,7.4204,0,1,7.4204,3.18691
1.482,0.2,0.4,0.9,7.42519,5.35827,7.42519,0,1,7.42519,3.19524
1.4835,0.2,0.4,0.9,7.42999,4.95459,7.42999,0,1,7.42999,3.20298
1.485,0.2,0.4,0.9,7.4348,4.53991,7.4348,0,1,7.4348,3.21009
1.4865,0.2,0.4,0.9,7.43962,4.11514,7.43962,0,1,7.43962,3.21658
1.488,0.2,0.4,0.9,7.44445,3.68125,7.44445,0,1,7.44445,3.22242
1.4895,0.2,0.4,0.9,7.44928,3.23917,7.44928,0,1,7.44928,3.22761
1.491,0.2,0.4,0.9,7.45413,2.78991,7.45413,0,1,7.45413,3.23213
1.4925,0.2,0.4,0.9,7.45898,2.33445,7.45898,0,1,7.45898,3.23597
1.494,0.2,0.4,0.9,7.46384,1.87381,7.46384,0,1,7.46384,3.23912
1.4955,0.2,0.4,0.9,7.4687,1.40901,7.4687,0,1,7.4687,3.24158
1.497,0.2,0.4,0.9,7.47356,0.941083,7.47356,0,1,7.47356,3.24334
1.4985,0.2,0.4,0.9,7.47843,0.471065,7.47843,0,1,7.47843,3.2444
1.5,0.2,0.4,0.9,7.48329,3.60267E-14,7.48329,0,1,7.48329,3.24476
