Time,light_switch_old_byType,off_counter_byType,on_counter_byType,off_counter,on_counter,headlight
4.96,2.0,0.0,0.0,0.0,0.0,1.0
4.97,2.0,0.0,0.0,0.0,0.0,1.0
4.98,2.0,0.0,0.0,0.0,0.0,1.0
4.99,2.0,0.0,0.0,0.0,0.0,1.0
5.0,2.0,0.0,0.0,0.0,0.0,1.0
5.01,2.0,0.0,0.0,0.0,0.0,1.0
5.02,2.0,0.0,0.0,0.0,0.0,1.0
5.03,2.0,0.0,0.0,0.0,0.0,1.0
5.04,2.0,0.0,0.0,0.0,0.0,1.0
5.05,2.0,0.0,0.0,0.0,0.0,1.0
5.06,2.0,0.0,0.0,0.0,0.0,1.0
5.07,2.0,0.0,0.0,0.0,0.0,1.0
5.08,2.0,0.0,0.0,0.0,0.0,1.0
5.09,2.0,0.0,0.0,0.0,0.0,1.0
5.1,2.0,0.0,0.0,0.0,0.0,1.0
5.11,2.0,0.0,0.0,0.0,0.0,1.0
5.12,2.0,0.0,0.0,0.0,0.0,1.0
5.13,2.0,0.0,0.0,0.0,0.0,1.0
5.14,2.0,0.0,0.0,0.0,0.0,1.0
5.15,2.0,0.0,0.0,0.0,0.0,1.0
5.16,2.0,0.0,0.0,0.0,0.0,1.0
5.17,2.0,0.0,0.0,0.0,0.0,1.0
5.18,2.0,0.0,0.0,0.0,0.0,1.0
5.19,2.0,0.0,0.0,0.0,0.0,1.0
5.2,2.0,0.0,0.0,0.0,0.0,1.0
5.21,2.0,0.0,0.0,0.0,0.0,1.0
5.22,2.0,0.0,0.0,0.0,0.0,1.0
5.23,2.0,0.0,0.0,0.0,0.0,1.0
5.24,2.0,0.0,0.0,0.0,0.0,1.0
5.25,2.0,0.0,0.0,0.0,0.0,1.0
5.26,2.0,0.0,0.0,0.0,0.0,1.0
5.27,2.0,0.0,0.0,0.0,0.0,1.0
5.28,2.0,0.0,0.0,0.0,0.0,1.0
5.29,2.0,0.0,0.0,0.0,0.0,1.0
5.3,2.0,0.0,0.0,0.0,0.0,1.0
5.31,2.0,0.0,0.0,0.0,0.0,1.0
5.32,2.0,0.0,0.0,0.0,0.0,1.0
5.33,2.0,0.0,0.0,0.0,0.0,1.0
5.34,2.0,0.0,0.0,0.0,0.0,1.0
5.35,2.0,0.0,0.0,0.0,0.0,1.0
5.36,2.0,0.0,0.0,0.0,0.0,1.0
5.37,2.0,0.0,0.0,0.0,0.0,1.0
5.38,2.0,0.0,0.0,0.0,0.0,1.0
5.39,2.0,0.0,0.0,0.0,0.0,1.0
5.4,2.0,0.0,0.0,0.0,0.0,1.0
5.41,2.0,0.0,0.0,0.0,0.0,1.0
5.42,2.0,0.0,0.0,0.0,0.0,1.0
5.43,2.0,0.0,0.0,0.0,0.0,1.0
5.44,2.0,0.0,0.0,0.0,0.0,1.0
5.45,2.0,0.0,0.0,0.0,0.0,1.0
5.46,2.0,0.0,0.0,0.0,0.0,1.0
5.47,2.0,0.0,0.0,0.0,0.0,1.0
5.48,2.0,0.0,0.0,0.0,0.0,1.0
5.49,2.0,0.0,0.0,0.0,0.0,1.0
5.5,2.0,0.0,0.0,0.0,0.0,1.0
5.51,2.0,0.0,0.0,0.0,0.0,1.0
5.52,2.0,0.0,0.0,0.0,0.0,1.0
5.53,2.0,0.0,0.0,0.0,0.0,1.0
5.54,2.0,0.0,0.0,0.0,0.0,1.0
5.55,2.0,0.0,0.0,0.0,0.0,1.0
5.56,2.0,0.0,0.0,0.0,0.0,1.0
5.57,2.0,0.0,0.0,0.0,0.0,1.0
5.58,2.0,0.0,0.0,0.0,0.0,1.0
5.59,2.0,0.0,0.0,0.0,0.0,1.0
5.6,2.0,0.0,0.0,0.0,0.0,1.0
5.61,2.0,0.0,0.0,0.0,0.0,1.0
5.62,2.0,0.0,0.0,0.0,0.0,1.0
5.63,2.0,0.0,0.0,0.0,0.0,1.0
5.64,2.0,0.0,0.0,0.0,0.0,1.0
5.65,2.0,0.0,0.0,0.0,0.0,1.0
5.66,2.0,0.0,0.0,0.0,0.0,1.0
5.67,2.0,0.0,0.0,0.0,0.0,1.0
5.68,2.0,0.0,0.0,0.0,0.0,1.0
5.69,2.0,0.0,0.0,0.0,0.0,1.0
5.7,2.0,0.0,0.0,0.0,0.0,1.0
5.71,2.0,0.0,0.0,0.0,0.0,1.0
5.72,2.0,0.0,0.0,0.0,0.0,1.0
5.73,2.0,0.0,0.0,0.0,0.0,1.0
5.74,2.0,0.0,0.0,0.0,0.0,1.0
5.75,2.0,0.0,0.0,0.0,0.0,1.0
5.76,2.0,0.0,0.0,0.0,0.0,1.0
5.77,2.0,0.0,0.0,0.0,0.0,1.0
5.78,2.0,0.0,0.0,0.0,0.0,1.0
5.79,2.0,0.0,0.0,0.0,0.0,1.0
5.8,2.0,0.0,0.0,0.0,0.0,1.0
5.81,2.0,0.0,0.0,0.0,0.0,1.0
5.82,2.0,0.0,0.0,0.0,0.0,1.0
5.83,2.0,0.0,0.0,0.0,0.0,1.0
5.84,2.0,0.0,0.0,0.0,0.0,1.0
5.85,2.0,0.0,0.0,0.0,0.0,1.0
5.86,2.0,0.0,0.0,0.0,0.0,1.0
5.87,2.0,0.0,0.0,0.0,0.0,1.0
5.88,2.0,0.0,0.0,0.0,0.0,1.0
5.89,2.0,0.0,0.0,0.0,0.0,1.0
5.9,2.0,0.0,0.0,0.0,0.0,1.0
5.91,2.0,0.0,0.0,0.0,0.0,1.0
5.92,2.0,0.0,0.0,0.0,0.0,1.0
5.93,2.0,0.0,0.0,0.0,0.0,1.0
5.94,2.0,0.0,0.0,0.0,0.0,1.0
5.95,2.0,0.0,0.0,0.0,0.0,1.0
5.96,2.0,0.0,0.0,0.0,0.0,1.0
5.97,2.0,0.0,0.0,0.0,0.0,1.0
5.98,2.0,0.0,0.0,0.0,0.0,1.0
5.99,2.0,0.0,0.0,0.0,0.0,1.0
6.0,2.0,0.0,0.0,0.0,0.0,1.0
6.01,2.0,0.0,0.0,0.0,0.0,1.0
6.02,2.0,0.0,0.0,0.0,0.0,1.0
6.03,2.0,0.0,0.0,0.0,0.0,1.0
6.04,2.0,0.0,0.0,0.0,0.0,1.0
6.05,2.0,0.0,0.0,0.0,0.0,1.0
6.06,2.0,0.0,0.0,0.0,0.0,1.0
6.07,2.0,0.0,0.0,0.0,0.0,1.0
6.08,2.0,0.0,0.0,0.0,0.0,1.0
6.09,2.0,0.0,0.0,0.0,0.0,1.0
6.1,2.0,0.0,0.0,0.0,0.0,1.0
6.11,2.0,0.0,0.0,0.0,0.0,1.0
6.12,2.0,0.0,0.0,0.0,0.0,1.0
6.13,2.0,0.0,0.0,0.0,0.0,1.0
6.14,2.0,0.0,0.0,0.0,0.0,1.0
6.15,2.0,0.0,0.0,0.0,0.0,1.0
6.16,2.0,0.0,0.0,0.0,0.0,1.0
6.17,2.0,0.0,0.0,0.0,0.0,1.0
6.18,2.0,0.0,0.0,0.0,0.0,1.0
6.19,2.0,0.0,0.0,0.0,0.0,1.0
6.2,2.0,0.0,0.0,0.0,0.0,1.0
6.21,2.0,0.0,0.0,0.0,0.0,1.0
6.22,2.0,0.0,0.0,0.0,0.0,1.0
6.23,2.0,0.0,0.0,0.0,0.0,1.0
6.24,2.0,0.0,0.0,0.0,0.0,1.0
6.25,2.0,0.0,0.0,0.0,0.0,1.0
6.26,2.0,0.0,0.0,0.0,0.0,1.0
6.27,2.0,0.0,0.0,0.0,0.0,1.0
6.28,2.0,0.0,0.0,0.0,0.0,1.0
6.29,2.0,0.0,0.0,0.0,0.0,1.0
6.3,2.0,0.0,0.0,0.0,0.0,1.0
6.31,2.0,0.0,0.0,0.0,0.0,1.0
6.32,2.0,0.0,0.0,0.0,0.0,1.0
6.33,2.0,0.0,0.0,0.0,0.0,1.0
6.34,2.0,0.0,0.0,0.0,0.0,1.0
6.35,2.0,0.0,0.0,0.0,0.0,1.0
6.36,2.0,0.0,0.0,0.0,0.0,1.0
6.37,2.0,0.0,0.0,0.0,0.0,1.0
6.38,2.0,0.0,0.0,0.0,0.0,1.0
6.39,2.0,0.0,0.0,0.0,0.0,1.0
6.4,2.0,0.0,0.0,0.0,0.0,1.0
6.41,2.0,0.0,0.0,0.0,0.0,1.0
6.42,2.0,0.0,0.0,0.0,0.0,1.0
6.43,2.0,0.0,0.0,0.0,0.0,1.0
6.44,2.0,0.0,0.0,0.0,0.0,1.0
6.45,2.0,0.0,0.0,0.0,0.0,1.0
6.46,2.0,0.0,0.0,0.0,0.0,1.0
6.47,2.0,0.0,0.0,0.0,0.0,1.0
6.48,2.0,0.0,0.0,0.0,0.0,1.0
6.49,2.0,0.0,0.0,0.0,0.0,1.0
6.5,2.0,0.0,0.0,0.0,0.0,1.0
6.51,2.0,0.0,0.0,0.0,0.0,1.0
6.52,2.0,1.0,0.0,1.0,0.0,1.0
6.53,2.0,2.0,0.0,2.0,0.0,1.0
6.54,2.0,3.0,0.0,3.0,0.0,1.0
6.55,2.0,4.0,0.0,4.0,0.0,1.0
6.56,2.0,5.0,0.0,5.0,0.0,1.0
6.57,2.0,6.0,0.0,6.0,0.0,1.0
6.58,2.0,7.0,0.0,7.0,0.0,1.0
6.59,2.0,8.0,0.0,8.0,0.0,1.0
6.6,2.0,9.0,0.0,9.0,0.0,1.0
6.61,2.0,10.0,0.0,10.0,0.0,1.0
6.62,2.0,11.0,0.0,11.0,0.0,1.0
6.63,2.0,12.0,0.0,12.0,0.0,1.0
6.64,2.0,13.0,0.0,13.0,0.0,1.0
6.65,2.0,14.0,0.0,14.0,0.0,1.0
6.66,2.0,15.0,0.0,15.0,0.0,1.0
6.67,2.0,16.0,0.0,16.0,0.0,1.0
6.68,2.0,17.0,0.0,17.0,0.0,1.0
6.69,2.0,18.0,0.0,18.0,0.0,1.0
6.7,2.0,19.0,0.0,19.0,0.0,1.0
6.71,2.0,20.0,0.0,20.0,0.0,1.0
6.72,2.0,21.0,0.0,21.0,0.0,1.0
6.73,2.0,22.0,0.0,22.0,0.0,1.0
6.74,2.0,23.0,0.0,23.0,0.0,1.0
6.75,2.0,24.0,0.0,24.0,0.0,1.0
6.76,2.0,25.0,0.0,25.0,0.0,1.0
6.77,2.0,26.0,0.0,26.0,0.0,1.0
6.78,2.0,27.0,0.0,27.0,0.0,1.0
6.79,2.0,28.0,0.0,28.0,0.0,1.0
6.8,2.0,29.0,0.0,29.0,0.0,1.0
6.81,2.0,30.0,0.0,30.0,0.0,1.0
6.82,2.0,31.0,0.0,31.0,0.0,1.0
6.83,2.0,32.0,0.0,32.0,0.0,1.0
6.84,2.0,33.0,0.0,33.0,0.0,1.0
6.85,2.0,34.0,0.0,34.0,0.0,1.0
6.86,2.0,35.0,0.0,35.0,0.0,1.0
6.87,2.0,36.0,0.0,36.0,0.0,1.0
6.88,2.0,37.0,0.0,37.0,0.0,1.0
6.89,2.0,38.0,0.0,38.0,0.0,1.0
6.9,2.0,39.0,0.0,39.0,0.0,1.0
6.91,2.0,40.0,0.0,40.0,0.0,1.0
6.92,2.0,41.0,0.0,41.0,0.0,1.0
6.93,2.0,42.0,0.0,42.0,0.0,1.0
6.94,2.0,43.0,0.0,43.0,0.0,1.0
6.95,2.0,44.0,0.0,44.0,0.0,1.0
6.96,2.0,45.0,0.0,45.0,0.0,1.0
6.97,2.0,46.0,0.0,46.0,0.0,1.0
6.98,2.0,47.0,0.0,47.0,0.0,1.0
6.99,2.0,48.0,0.0,48.0,0.0,1.0
7.0,2.0,49.0,0.0,49.0,0.0,1.0
