"time","freqHz","T2","T3","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.J","J1.phi","der(J1.phi)"
0.4155,0.2,0.4,0.9,3.44057,4.76766,3.44057,-8.66955,1,3.44057,6.06613
0.417,0.2,0.4,0.9,3.44966,5.17645,3.44966,-8.66014,1,3.44966,6.06059
0.4185,0.2,0.4,0.9,3.45875,5.57374,3.45875,-8.6507,1,3.45875,6.05567
0.42,0.2,0.4,0.9,3.46783,5.95866,3.46783,-8.64122,1,3.46783,6.05135
0.4215,0.2,0.4,0.9,3.4769,6.33035,3.4769,-8.63172,1,3.4769,6.04762
0.423,0.2,0.4,0.9,3.48597,6.68798,3.48597,-8.62219,1,3.48597,6.04444
0.4245,0.2,0.4,0.9,3.49504,7.03077,3.49504,-8.61263,1,3.49504,6.04181
0.426,0.2,0.4,0.9,3.5041,7.35794,3.5041,-8.60303,1,3.5041,6.03969
0.4275,0.2,0.4,0.9,3.51316,7.66878,3.51316,-8.59341,1,3.51316,6.03806
0.429,0.2,0.4,0.9,3.52221,7.96259,3.52221,-8.58375,1,3.52221,6.03691
0.4305,0.2,0.4,0.9,3.53127,8.23873,3.53127,-8.57407,1,3.53127,6.03619
0.432,0.2,0.4,0.9,3.54032,8.49657,3.54032,-8.56435,1,3.54032,6.03589
0.4335,0.2,0.4,0.9,3.54938,8.73555,3.54938,-8.55461,1,3.54938,6.03598
0.435,0.2,0.4,0.9,3.55843,8.95513,3.55843,-8.54483,1,3.55843,6.03643
0.4365,0.2,0.4,0.9,3.56748,9.15483,3.56748,-8.53502,1,3.56748,6.0372
0.438,0.2,0.4,0.9,3.57654,9.3342,3.57654,-8.52518,1,3.57654,6.03827
0.4395,0.2,0.4,0.9,3.5856,9.49285,3.5856,-8.51532,1,3.5856,6.03962
0.441,0.2,0.4,0.9,3.59466,9.63042,3.59466,-8.50542,1,3.59466,6.0412
0.4425,0.2,0.4,0.9,3.60372,9.74661,3.60372,-8.49549,1,3.60372,6.04298
0.444,0.2,0.4,0.9,3.61279,9.84116,3.61279,-8.48553,1,3.61279,6.04494
0.4455,0.2,0.4,0.9,3.62186,9.91386,3.62186,-8.47554,1,3.62186,6.04704
0.447,0.2,0.4,0.9,3.63093,9.96455,3.63093,-8.46552,1,3.63093,6.04924
0.4485,0.2,0.4,0.9,3.64001,9.99312,3.64001,-8.45548,1,3.64001,6.05152
0.45,0.2,0.4,0.9,3.64908,9.9995,3.64908,-8.4454,1,3.64908,6.05384
0.4515,0.2,0.4,0.9,3.65817,9.98368,3.65817,-8.43529,1,3.65817,6.05617
0.453,0.2,0.4,0.9,3.66725,9.94569,3.66725,-8.42515,1,3.66725,6.05848
0.4545,0.2,0.4,0.9,3.67634,9.88561,3.67634,-8.41498,1,3.67634,6.06073
0.456,0.2,0.4,0.9,3.68544,9.80359,3.68544,-8.40478,1,3.68544,6.06288
0.4575,0.2,0.4,0.9,3.69453,9.69981,3.69453,-8.39455,1,3.69453,6.06491
0.459,0.2,0.4,0.9,3.70363,9.57449,3.70363,-8.3843,1,3.70363,6.06678
0.4605,0.2,0.4,0.9,3.71273,9.42791,3.71273,-8.37401,1,3.71273,6.06847
0.462,0.2,0.4,0.9,3.72184,9.26039,3.72184,-8.36369,1,3.72184,6.06994
0.4635,0.2,0.4,0.9,3.73094,9.07232,3.73094,-8.35334,1,3.73094,6.07115
0.465,0.2,0.4,0.9,3.74005,8.86411,3.74005,-8.34296,1,3.74005,6.07208
0.4665,0.2,0.4,0.9,3.74916,8.63621,3.74916,-8.33256,1,3.74916,6.0727
0.468,0.2,0.4,0.9,3.75827,8.38914,3.75827,-8.32212,1,3.75827,6.07298
0.4695,0.2,0.4,0.9,3.76738,8.12344,3.76738,-8.31166,1,3.76738,6.0729
0.471,0.2,0.4,0.9,3.77649,7.83971,3.77649,-8.30116,1,3.77649,6.07241
0.4725,0.2,0.4,0.9,3.78559,7.53857,3.78559,-8.29063,1,3.78559,6.0715
0.474,0.2,0.4,0.9,3.7947,7.2207,3.7947,-8.28008,1,3.7947,6.07015
0.4755,0.2,0.4,0.9,3.8038,6.88679,3.8038,-8.2695,1,3.8038,6.06832
0.477,0.2,0.4,0.9,3.8129,6.53759,3.8129,-8.25888,1,3.8129,6.06599
0.4785,0.2,0.4,0.9,3.822,6.17388,3.822,-8.24824,1,3.822,6.06315
0.48,0.2,0.4,0.9,3.83109,5.79646,3.83109,-8.23757,1,3.83109,6.05976
0.4815,0.2,0.4,0.9,3.84018,5.40617,3.84018,-8.22687,1,3.84018,6.05582
0.483,0.2,0.4,0.9,3.84926,5.00387,3.84926,-8.21614,1,3.84926,6.05129
0.4845,0.2,0.4,0.9,3.85833,4.59047,3.85833,-8.20538,1,3.85833,6.04617
0.486,0.2,0.4,0.9,3.8674,4.16687,3.8674,-8.19459,1,3.8674,6.04044
0.4875,0.2,0.4,0.9,3.87645,3.73403,3.87645,-8.18377,1,3.87645,6.03409
0.489,0.2,0.4,0.9,3.8855,3.29289,3.8855,-8.17292,1,3.8855,6.02709
0.4905,0.2,0.4,0.9,3.89454,2.84444,3.89454,-8.16205,1,3.89454,6.01944
0.492,0.2,0.4,0.9,3.90356,2.38968,3.90356,-8.15114,1,3.90356,6.01113
0.4935,0.2,0.4,0.9,3.91257,1.92961,3.91257,-8.14021,1,3.91257,6.00215
0.495,0.2,0.4,0.9,3.92156,1.46525,3.92156,-8.12924,1,3.92156,5.9925
0.4965,0.2,0.4,0.9,3.93055,0.997647,3.93055,-8.11825,1,3.93055,5.98216
0.498,0.2,0.4,0.9,3.93951,0.527825,3.93951,-8.10723,1,3.93951,5.97114
0.4995,0.2,0.4,0.9,3.94846,0.0568311,3.94846,-8.09618,1,3.94846,5.95942
0.501,0.2,0.4,0.9,3.95739,-0.414289,3.95739,-8.0851,1,3.95739,5.94702
0.5025,0.2,0.4,0.9,3.9663,-0.884489,3.9663,-8.074,1,3.9663,5.93392
0.504,0.2,0.4,0.9,3.97519,-1.35273,3.97519,-8.06286,1,3.97519,5.92014
0.5055,0.2,0.4,0.9,3.98406,-1.81796,3.98406,-8.0517,1,3.98406,5.90568
0.507,0.2,0.4,0.9,3.99291,-2.27916,3.99291,-8.0405,1,3.99291,5.89054
0.5085,0.2,0.4,0.9,4.00173,-2.73529,4.00173,-8.02928,1,4.00173,5.87472
0.51,0.2,0.4,0.9,4.01053,-3.18535,4.01053,-8.01803,1,4.01053,5.85825
0.5115,0.2,0.4,0.9,4.01931,-3.62835,4.01931,-8.00675,1,4.01931,5.84112
0.513,0.2,0.4,0.9,4.02805,-4.06328,4.02805,-7.99545,1,4.02805,5.82335
0.5145,0.2,0.4,0.9,4.03678,-4.48919,4.03678,-7.98411,1,4.03678,5.80494
0.516,0.2,0.4,0.9,4.04547,-4.90514,4.04547,-7.97275,1,4.04547,5.78593
0.5175,0.2,0.4,0.9,4.05413,-5.3102,4.05413,-7.96136,1,4.05413,5.76632
0.519,0.2,0.4,0.9,4.06277,-5.70346,4.06277,-7.94994,1,4.06277,5.74612
0.5205,0.2,0.4,0.9,4.07137,-6.08407,4.07137,-7.93849,1,4.07137,5.72536
0.522,0.2,0.4,0.9,4.07994,-6.45116,4.07994,-7.92701,1,4.07994,5.70406
0.5235,0.2,0.4,0.9,4.08848,-6.80393,4.08848,-7.91551,1,4.08848,5.68224
0.525,0.2,0.4,0.9,4.09699,-7.1416,4.09699,-7.90397,1,4.09699,5.65991
0.5265,0.2,0.4,0.9,4.10546,-7.46341,4.10546,-7.89241,1,4.10546,5.63711
0.528,0.2,0.4,0.9,4.1139,-7.76864,4.1139,-7.88082,1,4.1139,5.61385
0.5295,0.2,0.4,0.9,4.1223,-8.05663,4.1223,-7.8692,1,4.1223,5.59017
0.531,0.2,0.4,0.9,4.13067,-8.32674,4.13067,-7.85756,1,4.13067,5.56608
0.5325,0.2,0.4,0.9,4.139,-8.57835,4.139,-7.84589,1,4.139,5.54162
0.534,0.2,0.4,0.9,4.1473,-8.81092,4.1473,-7.83419,1,4.1473,5.51682
0.5355,0.2,0.4,0.9,4.15555,-9.02393,4.15555,-7.82246,1,4.15555,5.4917
0.537,0.2,0.4,0.9,4.16377,-9.2169,4.16377,-7.8107,1,4.16377,5.46629
0.5385,0.2,0.4,0.9,4.17195,-9.38941,4.17195,-7.79892,1,4.17195,5.44063
0.54,0.2,0.4,0.9,4.18009,-9.54107,4.18009,-7.7871,1,4.18009,5.41474
0.5415,0.2,0.4,0.9,4.18819,-9.67154,4.18819,-7.77526,1,4.18819,5.38865
0.543,0.2,0.4,0.9,4.19626,-9.78055,4.19626,-7.7634,1,4.19626,5.36241
0.5445,0.2,0.4,0.9,4.20428,-9.86783,4.20428,-7.7515,1,4.20428,5.33603
0.546,0.2,0.4,0.9,4.21227,-9.93321,4.21227,-7.73958,1,4.21227,5.30956
0.5475,0.2,0.4,0.9,4.22021,-9.97654,4.22021,-7.72763,1,4.22021,5.28302
0.549,0.2,0.4,0.9,4.22812,-9.99771,4.22812,-7.71565,1,4.22812,5.25646
0.5505,0.2,0.4,0.9,4.23598,-9.99669,4.23598,-7.70365,1,4.23598,5.22989
0.552,0.2,0.4,0.9,4.2438,-9.97347,4.2438,-7.69162,1,4.2438,5.20337
0.5535,0.2,0.4,0.9,4.25159,-9.92811,4.25159,-7.67956,1,4.25159,5.17691
0.555,0.2,0.4,0.9,4.25934,-9.86071,4.25934,-7.66747,1,4.25934,5.15056
0.5565,0.2,0.4,0.9,4.26704,-9.77141,4.26704,-7.65535,1,4.26704,5.12434
0.558,0.2,0.4,0.9,4.27471,-9.66041,4.27471,-7.64321,1,4.27471,5.09829
0.5595,0.2,0.4,0.9,4.28234,-9.52797,4.28234,-7.63104,1,4.28234,5.07244
0.561,0.2,0.4,0.9,4.28993,-9.37438,4.28993,-7.61885,1,4.28993,5.04682
0.5625,0.2,0.4,0.9,4.29748,-9.19997,4.29748,-7.60663,1,4.29748,5.02147
0.564,0.2,0.4,0.9,4.30499,-9.00513,4.30499,-7.59438,1,4.30499,4.99641
0.5655,0.2,0.4,0.9,4.31247,-8.7903,4.31247,-7.5821,1,4.31247,4.97168
0.567,0.2,0.4,0.9,4.31991,-8.55596,4.31991,-7.5698,1,4.31991,4.9473
0.5685,0.2,0.4,0.9,4.32731,-8.30262,4.32731,-7.55747,1,4.32731,4.92331
0.57,0.2,0.4,0.9,4.33468,-8.03084,4.33468,-7.54511,1,4.33468,4.89973
0.5715,0.2,0.4,0.9,4.34201,-7.74123,4.34201,-7.53272,1,4.34201,4.87659
0.573,0.2,0.4,0.9,4.34931,-7.43444,4.34931,-7.52031,1,4.34931,4.85392
0.5745,0.2,0.4,0.9,4.35657,-7.11114,4.35657,-7.50788,1,4.35657,4.83174
0.576,0.2,0.4,0.9,4.3638,-6.77205,4.3638,-7.49541,1,4.3638,4.81007
0.5775,0.2,0.4,0.9,4.371,-6.41793,4.371,-7.48292,1,4.371,4.78894
0.579,0.2,0.4,0.9,4.37817,-6.04955,4.37817,-7.4704,1,4.37817,4.76837
0.5805,0.2,0.4,0.9,4.38531,-5.66775,4.38531,-7.45786,1,4.38531,4.74839
0.582,0.2,0.4,0.9,4.39241,-5.27336,4.39241,-7.44529,1,4.39241,4.729
0.5835,0.2,0.4,0.9,4.39949,-4.86726,4.39949,-7.43269,1,4.39949,4.71024
0.585,0.2,0.4,0.9,4.40655,-4.45036,4.40655,-7.42007,1,4.40655,4.69211
0.5865,0.2,0.4,0.9,4.41357,-4.02357,4.41357,-7.40742,1,4.41357,4.67463
0.588,0.2,0.4,0.9,4.42057,-3.58785,4.42057,-7.39474,1,4.42057,4.65782
0.5895,0.2,0.4,0.9,4.42754,-3.14417,4.42754,-7.38204,1,4.42754,4.64169
0.591,0.2,0.4,0.9,4.43449,-2.6935,4.43449,-7.36931,1,4.43449,4.62625
0.5925,0.2,0.4,0.9,4.44142,-2.23686,4.44142,-7.35656,1,4.44142,4.6115
0.594,0.2,0.4,0.9,4.44833,-1.77525,4.44833,-7.34378,1,4.44833,4.59747
0.5955,0.2,0.4,0.9,4.45522,-1.3097,4.45522,-7.33097,1,4.45522,4.58415
0.597,0.2,0.4,0.9,4.46208,-0.841234,4.46208,-7.31814,1,4.46208,4.57155
0.5985,0.2,0.4,0.9,4.46893,-0.370906,4.46893,-7.30528,1,4.46893,4.55967
0.6,0.2,0.4,0.9,4.47576,0.100247,4.47576,-7.29239,1,4.47576,4.54852
0.6015,0.2,0.4,0.9,4.48258,0.571176,4.48258,-7.27948,1,4.48258,4.53809
0.603,0.2,0.4,0.9,4.48938,1.04084,4.48938,-7.26654,1,4.48938,4.52839
0.6045,0.2,0.4,0.9,4.49616,1.50819,4.49616,-7.25358,1,4.49616,4.51941
0.606,0.2,0.4,0.9,4.50293,1.97219,4.50293,-7.24059,1,4.50293,4.51116
0.6075,0.2,0.4,0.9,4.5097,2.43181,4.5097,-7.22758,1,4.5097,4.50361
0.609,0.2,0.4,0.9,4.51645,2.88604,4.51645,-7.21454,1,4.51645,4.49677
0.6105,0.2,0.4,0.9,4.52319,3.33385,4.52319,-7.20147,1,4.52319,4.49062
0.612,0.2,0.4,0.9,4.52992,3.77427,4.52992,-7.18838,1,4.52992,4.48516
0.6135,0.2,0.4,0.9,4.53664,4.2063,4.53664,-7.17527,1,4.53664,4.48037
0.615,0.2,0.4,0.9,4.54336,4.629,4.54336,-7.16212,1,4.54336,4.47625
0.6165,0.2,0.4,0.9,4.55007,5.04142,4.55007,-7.14896,1,4.55007,4.47277
0.618,0.2,0.4,0.9,4.55678,5.44264,4.55678,-7.13576,1,4.55678,4.46992
0.6195,0.2,0.4,0.9,4.56348,5.83178,4.56348,-7.12255,1,4.56348,4.46768
0.621,0.2,0.4,0.9,4.57018,6.20797,4.57018,-7.1093,1,4.57018,4.46604
0.6225,0.2,0.4,0.9,4.57688,6.57038,4.57688,-7.09603,1,4.57688,4.46497
0.624,0.2,0.4,0.9,4.58358,6.9182,4.58358,-7.08274,1,4.58358,4.46446
0.6255,0.2,0.4,0.9,4.59027,7.25067,4.59027,-7.06942,1,4.59027,4.46447
0.627,0.2,0.4,0.9,4.59697,7.56703,4.59697,-7.05608,1,4.59697,4.46499
0.6285,0.2,0.4,0.9,4.60367,7.86659,4.60367,-7.04271,1,4.60367,4.46599
0.63,0.2,0.4,0.9,4.61037,8.14869,4.61037,-7.02931,1,4.61037,4.46745
0.6315,0.2,0.4,0.9,4.61707,8.41269,4.61707,-7.01589,1,4.61707,4.46934
0.633,0.2,0.4,0.9,4.62378,8.65802,4.62378,-7.00245,1,4.62378,4.47164
0.6345,0.2,0.4,0.9,4.63049,8.88412,4.63049,-6.98898,1,4.63049,4.4743
0.636,0.2,0.4,0.9,4.6372,9.0905,4.6372,-6.97549,1,4.6372,4.47731
0.6375,0.2,0.4,0.9,4.64392,9.27669,4.64392,-6.96197,1,4.64392,4.48064
0.639,0.2,0.4,0.9,4.65064,9.44229,4.65064,-6.94842,1,4.65064,4.48424
0.6405,0.2,0.4,0.9,4.65737,9.58693,4.65737,-6.93485,1,4.65737,4.48811
0.642,0.2,0.4,0.9,4.66411,9.71028,4.66411,-6.92126,1,4.66411,4.49219
0.6435,0.2,0.4,0.9,4.67085,9.81207,4.67085,-6.90764,1,4.67085,4.49646
0.645,0.2,0.4,0.9,4.6776,9.89207,4.6776,-6.894,1,4.6776,4.50089
0.6465,0.2,0.4,0.9,4.68435,9.95011,4.68435,-6.88034,1,4.68435,4.50545
0.648,0.2,0.4,0.9,4.69111,9.98606,4.69111,-6.86664,1,4.69111,4.51009
0.6495,0.2,0.4,0.9,4.69788,9.99984,4.69788,-6.85293,1,4.69788,4.51479
0.651,0.2,0.4,0.9,4.70466,9.99142,4.70466,-6.83919,1,4.70466,4.51952
0.6525,0.2,0.4,0.9,4.71144,9.96081,4.71144,-6.82543,1,4.71144,4.52424
0.654,0.2,0.4,0.9,4.71823,9.90808,4.71823,-6.81164,1,4.71823,4.52892
0.6555,0.2,0.4,0.9,4.72503,9.83336,4.72503,-6.79783,1,4.72503,4.53352
0.657,0.2,0.4,0.9,4.73183,9.73681,4.73183,-6.78399,1,4.73183,4.53801
0.6585,0.2,0.4,0.9,4.73864,9.61864,4.73864,-6.77013,1,4.73864,4.54237
0.66,0.2,0.4,0.9,4.74546,9.47911,4.74546,-6.75624,1,4.74546,4.54655
0.6615,0.2,0.4,0.9,4.75228,9.31854,4.75228,-6.74233,1,4.75228,4.55052
0.663,0.2,0.4,0.9,4.75911,9.13727,4.75911,-6.7284,1,4.75911,4.55427
0.6645,0.2,0.4,0.9,4.76594,8.93572,4.76594,-6.71445,1,4.76594,4.55774
0.666,0.2,0.4,0.9,4.77278,8.71433,4.77278,-6.70046,1,4.77278,4.56092
0.6675,0.2,0.4,0.9,4.77963,8.47359,4.77963,-6.68646,1,4.77963,4.56377
0.669,0.2,0.4,0.9,4.78647,8.21404,4.78647,-6.67243,1,4.78647,4.56627
0.6705,0.2,0.4,0.9,4.79332,7.93625,4.79332,-6.65838,1,4.79332,4.56839
0.672,0.2,0.4,0.9,4.80018,7.64085,4.80018,-6.64431,1,4.80018,4.5701
0.6735,0.2,0.4,0.9,4.80703,7.32847,4.80703,-6.63021,1,4.80703,4.57137
0.675,0.2,0.4,0.9,4.81389,6.99983,4.81389,-6.61608,1,4.81389,4.57218
0.6765,0.2,0.4,0.9,4.82075,6.65564,4.82075,-6.60194,1,4.82075,4.57251
0.678,0.2,0.4,0.9,4.82761,6.29668,4.82761,-6.58777,1,4.82761,4.57234
0.6795,0.2,0.4,0.9,4.83447,5.92374,4.83447,-6.57358,1,4.83447,4.57163
0.681,0.2,0.4,0.9,4.84132,5.53764,4.84132,-6.55936,1,4.84132,4.57038
0.6825,0.2,0.4,0.9,4.84818,5.13925,4.84818,-6.54512,1,4.84818,4.56856
0.684,0.2,0.4,0.9,4.85503,4.72945,4.85503,-6.53086,1,4.85503,4.56616
0.6855,0.2,0.4,0.9,4.86188,4.30915,4.86188,-6.51657,1,4.86188,4.56315
0.687,0.2,0.4,0.9,4.86872,3.87928,4.86872,-6.50226,1,4.86872,4.55953
0.6885,0.2,0.4,0.9,4.87555,3.4408,4.87555,-6.48793,1,4.87555,4.55528
0.69,0.2,0.4,0.9,4.88238,2.99467,4.88238,-6.47357,1,4.88238,4.55038
0.6915,0.2,0.4,0.9,4.8892,2.5419,4.8892,-6.4592,1,4.8892,4.54484
0.693,0.2,0.4,0.9,4.89602,2.08349,4.89602,-6.44479,1,4.89602,4.53863
0.6945,0.2,0.4,0.9,4.90282,1.62045,4.90282,-6.43037,1,4.90282,4.53175
0.696,0.2,0.4,0.9,4.90961,1.15381,4.90961,-6.41592,1,4.90961,4.5242
0.6975,0.2,0.4,0.9,4.91639,0.684614,4.91639,-6.40145,1,4.91639,4.51596
0.699,0.2,0.4,0.9,4.92316,0.213895,4.92316,-6.38696,1,4.92316,4.50705
0.7005,0.2,0.4,0.9,4.92991,-0.257299,4.92991,-6.37244,1,4.92991,4.49744
0.702,0.2,0.4,0.9,4.93665,-0.727922,4.93665,-6.35791,1,4.93665,4.48716
0.7035,0.2,0.4,0.9,4.94337,-1.19693,4.94337,-6.34335,1,4.94337,4.47619
0.705,0.2,0.4,0.9,4.95008,-1.66328,4.95008,-6.32876,1,4.95008,4.46454
0.7065,0.2,0.4,0.9,4.95677,-2.12593,4.95677,-6.31416,1,4.95677,4.45221
0.708,0.2,0.4,0.9,4.96344,-2.58387,4.96344,-6.29953,1,4.96344,4.43922
0.7095,0.2,0.4,0.9,4.97009,-3.03607,4.97009,-6.28488,1,4.97009,4.42557
0.711,0.2,0.4,0.9,4.9769,-3.49425,4.9769,-6.26978,1,4.9769,4.41084
0.7125,0.2,0.4,0.9,4.98351,-3.93174,4.98351,-6.25509,1,4.98351,4.39588
0.714,0.2,0.4,0.9,4.99009,-4.3605,4.99009,-6.24037,1,4.99009,4.38029
0.7155,0.2,0.4,0.9,4.99665,-4.77958,4.99665,-6.22563,1,4.99665,4.36408
0.717,0.2,0.4,0.9,5.00318,-5.18805,5.00318,-6.21087,1,5.00318,4.34728
0.7185,0.2,0.4,0.9,5.00969,-5.585,5.00969,-6.19608,1,5.00969,4.32989
0.72,0.2,0.4,0.9,5.01617,-5.96955,5.01617,-6.18128,1,5.01617,4.31194
0.7215,0.2,0.4,0.9,5.02263,-6.34085,5.02263,-6.16645,1,5.02263,4.29344
0.723,0.2,0.4,0.9,5.02905,-6.69806,5.02905,-6.1516,1,5.02905,4.27442
0.7245,0.2,0.4,0.9,5.03545,-7.04041,5.03545,-6.13673,1,5.03545,4.2549
0.726,0.2,0.4,0.9,5.04182,-7.36713,5.04182,-6.12183,1,5.04182,4.2349
0.7275,0.2,0.4,0.9,5.04815,-7.67748,5.04815,-6.10692,1,5.04815,4.21444
0.729,0.2,0.4,0.9,5.05446,-7.9708,5.05446,-6.09198,1,5.05446,4.19356
0.7305,0.2,0.4,0.9,5.06073,-8.24641,5.06073,-6.07702,1,5.06073,4.17226
0.732,0.2,0.4,0.9,5.06698,-8.50372,5.06698,-6.06204,1,5.06698,4.15059
0.7335,0.2,0.4,0.9,5.07319,-8.74214,5.07319,-6.04704,1,5.07319,4.12858
0.735,0.2,0.4,0.9,5.07936,-8.96116,5.07936,-6.03202,1,5.07936,4.10624
0.7365,0.2,0.4,0.9,5.0855,-9.16028,5.0855,-6.01697,1,5.0855,4.08361
0.738,0.2,0.4,0.9,5.09161,-9.33906,5.09161,-6.0019,1,5.09161,4.06072
0.7395,0.2,0.4,0.9,5.09769,-9.49711,5.09769,-5.98682,1,5.09769,4.03759
0.741,0.2,0.4,0.9,5.10373,-9.63407,5.10373,-5.97171,1,5.10373,4.01427
0.7425,0.2,0.4,0.9,5.10973,-9.74964,5.10973,-5.95658,1,5.10973,3.99079
0.744,0.2,0.4,0.9,5.1157,-9.84356,5.1157,-5.94143,1,5.1157,3.96717
0.7455,0.2,0.4,0.9,5.12163,-9.91563,5.12163,-5.92625,1,5.12163,3.94344
0.747,0.2,0.4,0.9,5.12753,-9.96569,5.12753,-5.91106,1,5.12753,3.91965
0.7485,0.2,0.4,0.9,5.13339,-9.99361,5.13339,-5.89585,1,5.13339,3.89582
0.75,0.2,0.4,0.9,5.13922,-9.99935,5.13922,-5.88061,1,5.13922,3.87199
0.7515,0.2,0.4,0.9,5.14501,-9.98289,5.14501,-5.86536,1,5.14501,3.8482
0.753,0.2,0.4,0.9,5.15076,-9.94426,5.15076,-5.85008,1,5.15076,3.82446
0.7545,0.2,0.4,0.9,5.15648,-9.88356,5.15648,-5.83478,1,5.15648,3.80082
0.756,0.2,0.4,0.9,5.16216,-9.80091,5.16216,-5.81946,1,5.16216,3.77732
0.7575,0.2,0.4,0.9,5.16781,-9.6965,5.16781,-5.80412,1,5.16781,3.75397
0.759,0.2,0.4,0.9,5.17342,-9.57056,5.17342,-5.78876,1,5.17342,3.73083
0.7605,0.2,0.4,0.9,5.179,-9.42337,5.179,-5.77338,1,5.179,3.70791
0.762,0.2,0.4,0.9,5.18455,-9.25526,5.18455,-5.75798,1,5.18455,3.68525
0.7635,0.2,0.4,0.9,5.19006,-9.06661,5.19006,-5.74256,1,5.19006,3.66288
0.765,0.2,0.4,0.9,5.19554,-8.85782,5.19554,-5.72712,1,5.19554,3.64083
0.7665,0.2,0.4,0.9,5.20098,-8.62936,5.20098,-5.71166,1,5.20098,3.61913
0.768,0.2,0.4,0.9,5.20639,-8.38175,5.20639,-5.69617,1,5.20639,3.59782
0.7695,0.2,0.4,0.9,5.21178,-8.11552,5.21178,-5.68067,1,5.21178,3.57691
0.771,0.2,0.4,0.9,5.21713,-7.83128,5.21713,-5.66515,1,5.21713,3.55644
0.7725,0.2,0.4,0.9,5.22245,-7.52965,5.22245,-5.6496,1,5.22245,3.53643
0.774,0.2,0.4,0.9,5.22774,-7.2113,5.22774,-5.63404,1,5.22774,3.51691
0.7755,0.2,0.4,0.9,5.233,-6.87694,5.233,-5.61846,1,5.233,3.4979
0.777,0.2,0.4,0.9,5.23823,-6.52732,5.23823,-5.60285,1,5.23823,3.47943
0.7785,0.2,0.4,0.9,5.24343,-6.1632,5.24343,-5.58723,1,5.24343,3.46152
0.78,0.2,0.4,0.9,5.24861,-5.78539,5.24861,-5.57159,1,5.24861,3.44418
0.7815,0.2,0.4,0.9,5.25377,-5.39474,5.25377,-5.55593,1,5.25377,3.42745
0.783,0.2,0.4,0.9,5.2589,-4.99212,5.2589,-5.54024,1,5.2589,3.41134
0.7845,0.2,0.4,0.9,5.264,-4.57841,5.264,-5.52454,1,5.264,3.39586
0.786,0.2,0.4,0.9,5.26908,-4.15453,5.26908,-5.50882,1,5.26908,3.38103
0.7875,0.2,0.4,0.9,5.27415,-3.72143,5.27415,-5.49308,1,5.27415,3.36687
0.789,0.2,0.4,0.9,5.27919,-3.28007,5.27919,-5.47732,1,5.27919,3.35339
0.7905,0.2,0.4,0.9,5.28421,-2.83143,5.28421,-5.46154,1,5.28421,3.34061
0.792,0.2,0.4,0.9,5.28828,-2.46184,5.28828,1.64123,1,5.28828,3.3366
0.7935,0.2,0.4,0.9,5.29328,-2.00254,5.29328,1.33503,1,5.29328,3.33548
0.795,0.2,0.4,0.9,5.29828,-1.53879,5.29828,1.02586,1,5.29828,3.3346
0.7965,0.2,0.4,0.9,5.30329,-1.07163,5.30329,0.714422,1,5.30329,3.33395
0.798,0.2,0.4,0.9,5.30829,-0.602091,5.30829,0.401394,1,5.30829,3.33353
0.7995,0.2,0.4,0.9,5.31329,-0.131213,5.31329,0.0874754,1,5.31329,3.33334
0.801,0.2,0.4,0.9,5.31829,0.339957,5.31829,-0.226638,1,5.31829,3.3334
0.8025,0.2,0.4,0.9,5.32329,0.810371,5.32329,-0.540248,1,5.32329,3.33368
0.804,0.2,0.4,0.9,5.32829,1.27899,5.32829,-0.852658,1,5.32829,3.33421
0.8055,0.2,0.4,0.9,5.33329,1.74476,5.33329,-1.16318,1,5.33329,3.33496
0.807,0.2,0.4,0.9,5.33829,2.20667,5.33829,-1.47111,1,5.33829,3.33595
0.8085,0.2,0.4,0.9,5.3433,2.66367,5.3433,-1.77578,1,5.3433,3.33717
0.81,0.2,0.4,0.9,5.3483,3.11476,5.3483,-2.0765,1,5.3483,3.33861
0.8115,0.2,0.4,0.9,5.35331,3.55893,5.35331,-2.37262,1,5.35331,3.34028
0.813,0.2,0.4,0.9,5.35833,3.9952,5.35833,-2.66347,1,5.35833,3.34217
0.8145,0.2,0.4,0.9,5.36334,4.4226,5.36334,-2.9484,1,5.36334,3.34427
0.816,0.2,0.4,0.9,5.36836,4.84018,5.36836,-3.22679,1,5.36836,3.34659
0.8175,0.2,0.4,0.9,5.37338,5.24702,5.37338,-3.49801,1,5.37338,3.34911
0.819,0.2,0.4,0.9,5.37841,5.64221,5.37841,-3.76147,1,5.37841,3.35184
0.8205,0.2,0.4,0.9,5.38344,6.02486,5.38344,-4.01658,1,5.38344,3.35475
0.822,0.2,0.4,0.9,5.38847,6.39415,5.38847,-4.26276,1,5.38847,3.35786
0.8235,0.2,0.4,0.9,5.39351,6.74923,5.39351,-4.49949,1,5.39351,3.36115
0.825,0.2,0.4,0.9,5.39855,7.08933,5.39855,-4.72622,1,5.39855,3.36461
0.8265,0.2,0.4,0.9,5.4036,7.41369,5.4036,-4.94246,1,5.4036,3.36823
0.828,0.2,0.4,0.9,5.40866,7.72159,5.40866,-5.14773,1,5.40866,3.37202
0.8295,0.2,0.4,0.9,5.41372,8.01235,5.41372,-5.34157,1,5.41372,3.37595
0.831,0.2,0.4,0.9,5.41879,8.28532,5.41879,-5.52354,1,5.41879,3.38003
0.8325,0.2,0.4,0.9,5.42438,8.56496,5.42438,-5.01339,1,5.42438,3.38561
