"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
254,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.2759,3.5,3.51808,1000,40
255,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.6243,3.5,3.52748,1000,40
256,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7746,3.5,3.51881,1000,40
257,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.8129,3.5,3.50897,1000,40
258,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.8069,3.5,3.50281,1000,40
259,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.792,3.5,3.50009,1000,40
260,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7808,3.5,3.49935,1000,40
261,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7751,3.5,3.49942,1000,40
262,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7731,3.5,3.49967,1000,40
263,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7728,3.5,3.49987,1000,40
264,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7732,3.5,3.49998,1000,40
265,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7735,3.5,3.50001,1000,40
266,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7737,3.5,3.50002,1000,40
267,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.50001,1000,40
268,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.50001,1000,40
269,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
270,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
271,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
272,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
273,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
274,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
275,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
276,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
277,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
278,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
279,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
280,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
281,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
282,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
283,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
284,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
285,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
286,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
287,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
288,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
289,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
290,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
291,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
292,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
293,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
294,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
295,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
296,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
297,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
298,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
299,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
300,0.819303,0.95,0.95,39.1807,0.5,0.5,53.0494,28,28,23.7738,3.5,3.5,1000,40
