"Time","FMU_Interface_OUT2_Primary Speed - Primary Speed","FMU_Interface_OUT0_Primary Angle - Primary Angle","FMU_Interface_OUT4_Primary Acceleration - Primary Acceleration","FMU_Interface_OUT6_Primary Torque - Primary Torque"
6.1,2200,73239.3,-2.84213e-09,62.1257
6.11,2200,73371.1,-2.84213e-09,62.8758
6.12,2200,73503,-2.84205e-09,63.5764
6.13,2200,73634.9,0,64.4672
6.14,2200,73766.7,8.4269e-14,65.088
6.15,2200,73898.6,-4.22431e-14,65.772
6.16,2200,74030.5,5.68421e-09,66.6364
6.17,2200,74162.3,-4.24602e-14,67.2366
6.18,2200,74294.2,-2.84213e-09,67.8992
6.19,2200,74426.1,-2.84204e-09,68.6496
6.2,2200,74557.9,-2.84213e-09,69.3441
6.21,2200,74689.8,5.68426e-09,69.9354
6.22,2200,74821.7,0,70.6399
6.23,2200,74953.6,5.68421e-09,71.3024
6.24,2200,75085.5,-4.322e-14,71.7216
6.25,2200,75217.4,-4.33285e-14,72.4399
6.26,2200,75349.3,-2.84213e-09,73.0977
6.27,2200,75481.1,-2.84213e-09,73.6819
6.28,2200,75613,-2.84204e-09,74.1978
6.29,2200,75744.9,0,74.7967
6.3,2200,75876.8,5.68425e-09,75.3586
6.31,2200,76008.7,-4.39798e-14,75.8991
6.32,2200,76140.6,5.68421e-09,76.3858
6.33,2200,76272.5,-4.41969e-14,76.9332
6.34,2200,76404.4,-2.84213e-09,77.4691
6.35,2200,76536.4,-2.84204e-09,77.7959
6.36,2200,76668.3,-2.84213e-09,78.3931
6.37,2200,76800.2,5.68425e-09,78.8626
6.38,2200,76932.1,-4.47396e-14,79.2772
6.39,2200,77064,5.68421e-09,79.7176
6.4,2200,77195.9,-4.49567e-14,80.2398
6.41,2200,77327.9,-4.50653e-14,80.5362
6.42,2200,77459.8,-2.84213e-09,80.8211
6.43,2200,77591.7,-2.84213e-09,81.4676
6.44,2200,77723.7,-2.84203e-09,81.6669
6.45,2200,77855.6,0,82.1356
6.46,2200,77987.5,5.68425e-09,82.4179
6.47,2200,78119.5,-4.57166e-14,82.7904
6.48,2200,78251.4,5.6842e-09,83.0548
6.49,2200,78383.4,-4.59337e-14,83.427
6.5,2200,78515.3,-4.60422e-14,83.6422
6.51,2200,78647.2,-2.84203e-09,84.0023
6.52,2200,78779.2,-2.84212e-09,84.2202
6.53,2200,78911.2,-2.84203e-09,84.3686
6.54,2200,79043.1,-4.64764e-14,84.7358
6.55,2200,79175.1,5.6842e-09,84.936
6.56,2200,79307,-4.66935e-14,85.1484
6.57,2200,79439,-2.84212e-09,85.223
6.58,2200,79571,-2.84212e-09,85.6441
6.59,2200,79702.9,-2.84212e-09,85.8118
6.6,2200,79834.9,-2.84203e-09,85.8335
6.61,2200,79966.9,0,86.0461
6.62,2200,80098.8,5.68425e-09,86.1834
6.63,2200,80230.8,-4.74533e-14,86.1834
6.64,2200,80362.8,5.6842e-09,86.5226
6.65,2200,80494.8,-4.76704e-14,86.5226
6.66,2200,80626.8,-2.84212e-09,86.5226
6.67,2200,80758.8,-2.84203e-09,86.6982
6.68,2200,80890.7,-2.84212e-09,86.7294
6.69,2200,81022.7,-2.84203e-09,86.7294
6.7,2200,81154.7,-4.82132e-14,86.7294
6.71,2200,81286.7,5.6842e-09,86.7294
6.72,2200,81418.7,-4.84303e-14,66.7294
6.73,2200,81550.7,-2.84212e-09,66.7294
6.74,2200,81682.7,-2.84203e-09,66.7294
6.75,2200,81814.8,-2.84212e-09,66.7294
6.76,2200,81946.8,9.77289e-14,66.7294
6.77,2200,82078.8,0,66.7294
6.78,2200,82210.8,5.68424e-09,66.7294
6.79,2200,82342.8,-4.91901e-14,66.7294
6.8,2200,82474.8,5.68419e-09,66.7294
6.81,2200,82606.9,-4.94072e-14,66.7294
6.82,2200,82738.9,-2.84212e-09,66.7294
6.83,2200,82870.9,-2.84202e-09,66.7294
6.84,2200,83002.9,-2.84212e-09,66.7294
6.85,2200,83135,9.96827e-14,66.7294
6.86,2200,83267,0,66.7294
6.87,2200,83399,5.68419e-09,66.7294
6.88,2200,83531.1,-5.0167e-14,66.7294
6.89,2200,83663.1,5.68419e-09,66.7294
6.9,2200,83795.2,-2.84202e-09,66.7294
6.91,2200,83927.2,-2.84212e-09,66.7294
6.92,2200,84059.3,-2.84202e-09,66.7294
6.93,2200,84191.3,0,66.7294
6.94,2200,84323.4,5.68424e-09,66.7294
6.95,2200,84455.4,-5.09268e-14,66.7294
6.96,2200,84587.5,5.68419e-09,66.7294
6.97,2200,84719.6,-5.11439e-14,66.7294
6.98,2200,84851.6,-2.84212e-09,66.7294
6.99,2200,84983.7,-2.84202e-09,66.7294
7,2200,85115.8,-2.84212e-09,66.7294
7.01,2200,85247.8,1.03156e-13,66.7294
7.02,2200,85379.9,0,66.7294
7.03,2200,85512,5.68419e-09,66.7294
7.04,2200,85644.1,-5.19038e-14,66.7294
7.05,2200,85776.1,5.68419e-09,66.7294
7.06,2200,85908.2,-2.84201e-09,66.7294
7.07,2200,86040.3,-2.84212e-09,66.7294
7.08,2200,86172.4,-2.84201e-09,66.7294
7.09,2200,86304.5,0,66.7294
7.1,2200,86436.6,5.68418e-09,66.7294
7.11,2200,86568.7,-5.26636e-14,66.7294
7.12,2200,86700.8,-5.27721e-14,66.7294
7.13,2200,86832.9,-5.28807e-14,66.7294
7.14,2200,86965,-2.84212e-09,66.7294
7.15,2200,87097.1,-2.84201e-09,66.7294
7.16,2200,87229.2,-2.84212e-09,66.7294
7.17,2200,87361.3,1.0663e-13,66.7294
7.18,2200,87493.4,0,66.7294
7.19,2200,87625.5,5.68418e-09,66.7294
7.2,2200,87757.6,-5.36405e-14,66.7294
7.21,2200,87889.8,-5.37491e-14,66.7294
7.22,2200,88021.9,-5.38576e-14,66.7294
7.23,2200,88154,-2.84212e-09,66.7294
7.24,2200,88286.1,-2.84201e-09,66.7294
7.25,2200,88418.3,-2.84212e-09,66.7294
7.26,2200,88550.4,5.68418e-09,66.7294
7.27,2200,88682.5,-5.44004e-14,66.7294
7.28,2200,88814.7,5.68418e-09,66.7294
7.29,2200,88946.8,-2.84212e-09,66.7294
7.3,2200,89078.9,-2.84212e-09,66.7294
7.31,2200,89211.1,-2.84201e-09,66.7294
7.32,2200,89343.2,-2.84212e-09,66.7294
7.33,2200,89475.4,1.10103e-13,66.7294
7.34,2200,89607.5,0,66.7294
7.35,2200,89739.6,5.68418e-09,66.7294
7.36,2200,89871.8,-5.53773e-14,66.7294
7.37,2200,90003.9,-5.54858e-14,66.7294
7.38,2200,90136.1,-2.84212e-09,66.7294
7.39,2200,90268.3,-2.84212e-09,66.7294
7.4,2200,90400.4,-2.842e-09,66.7294
7.41,2200,90532.6,-2.84212e-09,66.7294
7.42,2200,90664.7,5.68417e-09,66.7294
7.43,2200,90796.9,-5.61371e-14,66.7294
7.44,2200,90929.1,5.68417e-09,66.7294
7.45,2200,91061.2,-2.84211e-09,66.7294
7.46,2200,91193.4,-2.84211e-09,66.7294
7.47,2200,91325.6,-2.842e-09,66.7294
7.48,2200,91457.7,0,66.7294
7.49,2200,91589.9,1.13577e-13,66.7294
7.5,2200,91722.1,0,66.7294
7.51,2200,91854.3,5.68417e-09,66.7294
7.52,2200,91986.5,0,66.7294
7.53,2200,92118.6,-2.84211e-09,66.7294
7.54,2200,92250.8,-5.73311e-14,66.7294
7.55,2200,92383,0,66.7294
7.56,2200,92515.2,-2.842e-09,66.7294
7.57,2200,92647.4,0,66.7294
7.58,2200,92779.6,-2.84206e-09,66.7294
7.59,2200,92911.8,0,66.7294
7.6,2200,93044,2.84211e-09,66.7294
7.61,2200,93176.1,-5.8091e-14,66.7294
7.62,2200,93308.3,-2.84211e-09,66.7294
7.63,2200,93440.5,-2.842e-09,66.7294
7.64,2200,93572.7,0,66.7294
7.65,2200,93704.9,2.84205e-09,66.7294
7.66,2200,93837.1,0,66.7294
7.67,2200,93969.3,5.68417e-09,66.7294
7.68,2200,94101.6,0,66.7294
7.69,2200,94233.8,-2.84211e-09,66.7294
7.7,2200,94366,-5.90679e-14,66.7294
7.71,2200,94498.2,0,66.7294
7.72,2200,94630.4,-2.84199e-09,66.7294
7.73,2200,94762.6,0,66.7294
7.74,2200,94894.8,2.84205e-09,66.7294
7.75,2200,95027,0,66.7294
7.76,2200,95159.2,5.68416e-09,66.7294
7.77,2200,95291.5,-5.98277e-14,66.7294
7.78,2200,95423.7,-2.84211e-09,66.7294
7.79,2200,95555.9,6.00448e-14,66.7294
7.8,2200,95688.1,0,66.7294
7.81,2200,95820.3,2.84205e-09,66.7294
7.82,2200,95952.6,0,66.7294
7.83,2200,96084.8,2.84211e-09,66.7294
7.84,2200,96217,0,66.7294
7.85,2200,96349.2,-2.84211e-09,66.7294
7.86,2200,96481.5,-6.08046e-14,66.7294
7.87,2200,96613.7,0,66.7294
7.88,2200,96745.9,-2.84199e-09,66.7294
7.89,2200,96878.2,0,66.7294
7.9,2200,97010.4,2.84205e-09,66.7294
7.91,2200,97142.6,0,66.7294
7.92,2200,97274.9,2.84211e-09,66.7294
7.93,2200,97407.1,-6.15645e-14,66.7294
7.94,2200,97539.3,-2.84211e-09,66.7294
7.95,2200,97671.6,6.17816e-14,66.7294
7.96,2200,97803.8,0,66.7294
7.97,2200,97936,-2.84205e-09,66.7294
7.98,2200,98068.3,0,66.7294
7.99,2200,98200.5,0,66.7294
8,2200,98332.8,-6.23241e-14,66.7294
8.01,2200,98465,2.84211e-09,66.7294
8.02,2200,98597.2,-6.25358e-14,66.7294
8.03,2200,98729.5,-2.84211e-09,66.7294
8.04,2200,98861.7,-6.27479e-14,66.7294
8.05,2200,98994,0,66.7294
8.06,2200,99126.2,-2.84198e-09,66.7294
8.07,2200,99258.4,0,66.7294
8.08,2200,99390.7,2.84204e-09,66.7294
8.09,2200,99522.9,0,66.7294
8.1,2200,99655.2,2.84211e-09,66.7294
8.11,2200,99787.4,6.34901e-14,66.7294
8.12,2200,99919.7,-2.84211e-09,66.7294
8.13,2200,100052,-2.84198e-09,66.7294
8.14,2200,100184,0,66.7294
8.15,2200,100316,2.84204e-09,66.7294
8.16,2200,100449,0,66.7294
8.17,2200,100581,2.84211e-09,66.7294
8.18,2200,100713,-6.42322e-14,66.7294
8.19,2200,100845,-2.84211e-09,66.7294
8.2,2200,100978,6.44443e-14,66.7294
8.21,2200,101110,0,66.7294
8.22,2200,101242,-2.84198e-09,66.7294
8.23,2200,101374,0,66.7294
8.24,2200,101507,2.84204e-09,66.7294
8.25,2200,101639,0,66.7294
8.26,2200,101771,2.84211e-09,66.7294
8.27,2200,101903,-6.51864e-14,66.7294
8.28,2200,102036,-2.84211e-09,66.7294
8.29,2200,102168,6.53985e-14,-10
8.3,2200,102300,0,-10
8.31,2200,102432,2.84204e-09,-10
8.32,2200,102565,0,-10
8.33,2200,102697,2.84211e-09,-10
8.34,2200,102829,-6.59286e-14,-10
8.35,2200,102961,-2.8421e-09,-10
8.36,2200,103094,6.61406e-14,-10
8.37,2200,103226,0,-10
8.38,2200,103358,-2.84204e-09,-10
8.39,2200,103490,0,-10
8.4,2200,103623,5.68414e-09,-10
8.41,2200,103755,0,-10
8.42,2200,103887,2.8421e-09,-10
8.43,2200,104019,-6.68828e-14,-10
8.44,2200,104152,-2.8421e-09,-10
8.45,2200,104284,6.70948e-14,-10
8.46,2200,104416,0,-10
8.47,2200,104548,-2.84204e-09,-10
8.48,2200,104681,0,-10
8.49,2200,104813,2.8421e-09,-10
8.5,2200,104945,-6.76249e-14,-10
8.51,2200,105077,-2.8421e-09,-10
8.52,2200,105210,6.7837e-14,-10
8.53,2200,105342,0,-10
8.54,2200,105474,-2.84203e-09,-10
8.55,2200,105606,0,-10
8.56,2200,105739,5.68414e-09,-10
8.57,2200,105871,0,-10
8.58,2200,106003,-2.8421e-09,-10
8.59,2200,106135,-6.85791e-14,-10
8.6,2200,106268,-2.8421e-09,-10
8.61,2200,106400,6.87912e-14,-10
8.62,2200,106532,0,-10
8.63,2200,106664,-2.84203e-09,-10
8.64,2200,106796,0,-10
8.65,2200,106929,5.68413e-09,-10
8.66,2200,107061,-6.93213e-14,-10
8.67,2200,107193,-2.8421e-09,-10
8.68,2200,107325,6.95334e-14,-10
8.69,2200,107458,0,-10
8.7,2200,107590,-2.84203e-09,-10
8.71,2200,107722,0,-10
8.72,2200,107854,5.68413e-09,-10
8.73,2200,107987,0,-10
8.74,2200,108119,-2.8421e-09,-10.7918
8.75,2200,108251,-7.02755e-14,-11.5149
8.76,2200,108383,0,-12.4558
8.77,2200,108515,0,-13.6887
8.78,2200,108648,0,-14.8314
8.79,2200,108780,-2.84203e-09,-16.0457
8.8,2200,108912,0,-17.1714
8.81,2200,109044,2.8421e-09,-18.3618
8.82,2200,109177,0,-19.5227
8.83,2200,109309,0,-20.6921
8.84,2200,109441,7.12297e-14,-21.8282
8.85,2200,109573,0,-22.9498
8.86,2200,109705,0,-24.0667
8.87,2200,109838,0,-25.1707
8.88,2200,109970,2.84203e-09,-26.2759
8.89,2200,110102,0,-27.3631
8.9,2200,110234,-2.8421e-09,-28.4539
8.91,2200,110366,-7.19719e-14,-29.5304
8.92,2200,110499,0,-30.6101
8.93,2200,110631,0,-31.6748
8.94,2200,110763,0,-32.7384
8.95,2200,110895,-2.84203e-09,-33.7881
8.96,2200,111027,0,-34.8349
8.97,2200,111160,2.8421e-09,-35.8698
8.98,2200,111292,0,-36.8997
8.99,2200,111424,0,-37.9192
9,2200,111556,7.29261e-14,-38.9321
9.01,2200,111688,0,-39.9358
9.02,2200,111821,-2.84202e-09,-40.9314
9.03,2200,111953,0,-41.9185
9.04,2200,112085,2.84202e-09,-42.8964
9.05,2200,112217,0,-43.8662
9.06,2200,112349,-2.8421e-09,-44.8262
9.07,2200,112481,0,-45.7783
9.08,2200,112614,0,-46.7202
9.09,2200,112746,0,-47.654
9.1,2200,112878,0,-48.5774
9.11,2200,113010,2.84202e-09,-49.4925
9.12,2200,113142,0,-50.397
9.13,2200,113274,0,-51.2928
9.14,2200,113407,0,-52.1781
9.15,2200,113539,0,-53.0542
9.16,2200,113671,-7.46225e-14,-53.9199
9.17,2200,113803,0,-54.7759
9.18,2200,113935,-2.84202e-09,-55.6216
9.19,2200,114067,0,-56.4572
9.2,2200,114200,0,-57.2825
9.21,2200,114332,0,-58.0973
9.22,2200,114464,2.8421e-09,-58.9017
9.23,2200,114596,0,-59.6954
9.24,2200,114728,0,-60.4785
9.25,2200,114860,7.55767e-14,-61.2508
9.26,2200,114992,0,-62.0123
9.27,2200,115125,2.84202e-09,-62.7627
9.28,2200,115257,0,-63.5023
9.29,2200,115389,0,-64.2306
9.3,2200,115521,0,-64.9479
9.31,2200,115653,-2.84209e-09,-65.6537
9.32,2200,115785,-7.63188e-14,-66.3483
9.33,2200,115917,0,-67.0314
9.34,2200,116050,-2.84202e-09,-67.703
9.35,2200,116182,0,-68.363
9.36,2200,116314,0,-69.0113
9.37,2200,116446,0,-69.6479
9.38,2200,116578,2.84209e-09,-70.2726
9.39,2200,116710,0,-70.8855
9.4,2200,116842,0,-71.4864
9.41,2200,116974,0,-72.0753
9.42,2200,117106,0,-72.6521
9.43,2200,117239,2.84202e-09,-73.2167
9.44,2200,117371,0,-73.7691
9.45,2200,117503,0,-74.3092
9.46,2200,117635,0,-74.8369
9.47,2200,117767,0,-75.3522
9.48,2200,117899,-7.80152e-14,-75.855
9.49,2200,118031,0,-76.3453
9.5,2200,118163,0,-76.823
9.51,2200,118295,0,-77.2881
9.52,2200,118427,0,-77.7404
9.53,2200,118559,0,-78.18
9.54,2200,118692,0,-78.6068
9.55,2200,118824,-7.87573e-14,-79.0207
9.56,2200,118956,0,-79.4218
9.57,2200,119088,0,-79.8098
9.58,2200,119220,0,-80.1849
9.59,2200,119352,2.84201e-09,-80.5469
9.6,2200,119484,0,-80.8959
9.61,2200,119616,0,-81.2317
9.62,2200,119748,0,-81.5544
9.63,2200,119880,-2.84209e-09,-81.8639
9.64,2200,120012,0,-82.1601
9.65,2200,120144,0,-82.443
9.66,2200,120276,0,-82.7127
9.67,2200,120408,0,-82.969
9.68,2200,120540,0,-83.212
9.69,2200,120672,0,-83.4415
9.7,2200,120804,0,-83.6576
9.71,2200,120936,-8.04537e-14,-83.8603
9.72,2200,121069,0,-84.0495
9.73,2200,121201,0,-84.2253
9.74,2200,121333,0,-84.3875
9.75,2200,121465,2.84201e-09,-84.5361
9.76,2200,121597,0,-84.6713
9.77,2200,121729,0,-84.7928
9.78,2200,121861,0,-84.9008
9.79,2200,121993,0,-84.9952
9.8,2200,122125,0,-85.076
9.81,2200,122257,0,-85.1431
9.82,2200,122389,0,-85.1967
9.83,2200,122521,0,-85.2366
9.84,2200,122653,0,-85.2629
9.85,2200,122785,0,-85.2725
9.86,2200,122917,0,-65.2725
9.87,2200,123049,0,-65.2725
9.88,2200,123181,0,-65.2725
9.89,2200,123313,0,-65.2725
9.9,2200,123445,0,-65.2725
9.91,2200,123577,0,-65.2725
9.92,2200,123709,0,-65.2725
9.93,2200,123841,0,-65.2725
9.94,2200,123973,0,-65.2725
9.95,2200,124105,0,-65.2725
9.96,2200,124237,0,-65.2725
9.97,2200,124369,0,-65.2725
9.98,2200,124501,0,-65.2725
9.99,2200,124633,0,-65.2725
10,2200,124764,0,-65.2725
10.01,2200,124896,0,-65.2725
10.02,2200,125028,0,-65.2725
10.03,2200,125160,0,-65.2725
10.04,2200,125292,0,-65.2725
10.05,2200,125424,0,-65.2725
10.06,2200,125556,0,-65.2725
10.07,2200,125688,0,-65.2725
10.08,2200,125820,0,-65.2725
10.09,2200,125952,0,-65.2725
10.1,2200,126084,0,-65.2725
10.11,2200,126216,0,-65.2725
10.12,2200,126348,0,-65.2725
10.13,2200,126480,0,-65.2725
10.14,2200,126612,2.842e-09,-65.2725
10.15,2200,126744,0,-65.2725
10.16,2200,126876,0,-65.2725
10.17,2200,127007,0,-65.2725
10.18,2200,127139,0,-65.2725
10.19,2200,127271,0,-65.2725
10.2,2200,127403,0,-65.2725
10.21,2200,127535,-8.57549e-14,-65.2725
10.22,2200,127667,0,-65.2725
10.23,2200,127799,0,-65.2725
10.24,2200,127931,0,-65.2725
10.25,2200,128063,0,-65.2725
10.26,2200,128195,0,-65.2725
10.27,2200,128327,2.84208e-09,-65.2725
10.28,2200,128459,8.6497e-14,-65.2725
10.29,2200,128590,0,-65.2725
10.3,2200,128722,0,-65.2725
10.31,2200,128854,0,-65.2725
10.32,2200,128986,0,-65.2725
10.33,2200,129118,0,-65.2725
10.34,2200,129250,-2.84208e-09,-65.2725
10.35,2200,129382,0,-65.2725
10.36,2200,129514,0,-65.2725
10.37,2200,129645,0,-65.2725
10.38,2200,129777,0,-65.2725
10.39,2200,129909,0,-65.2725
10.4,2200,130041,0,-65.2725
10.41,2200,130173,0,-65.2725
10.42,2200,130305,0,-65.2725
10.43,2200,130437,0,-65.2725
10.44,2200,130569,0,-65.2725
10.45,2200,130700,0,-65.2725
10.46,2200,130832,-2.84199e-09,-65.2725
10.47,2200,130964,0,-65.2725
10.48,2200,131096,2.84199e-09,-65.2725
10.49,2200,131228,0,-65.2725
10.5,2200,131360,0,-65.2725
10.51,2200,131492,0,-65.2725
10.52,2200,131623,0,-65.2725
10.53,2200,131755,0,-65.2725
10.54,2200,131887,0,-65.2725
10.55,2200,132019,0,-65.2725
10.56,2200,132151,0,-65.2725
10.57,2200,132283,0,-65.2725
10.58,2200,132414,0,-65.2725
10.59,2200,132546,0,-65.2725
10.6,2200,132678,-8.98898e-14,-65.2725
10.61,2200,132810,0,-65.2725
10.62,2200,132942,0,-65.2725
10.63,2200,133074,0,-65.2725
10.64,2200,133205,2.84208e-09,-65.2725
10.65,2200,133337,0,-65.2725
10.66,2200,133469,2.84208e-09,-65.2725
10.67,2200,133601,9.06319e-14,-65.2725
10.68,2200,133733,-2.84208e-09,-65.2725
10.69,2200,133864,9.0844e-14,-65.2725
10.7,2200,133996,0,-65.2725
10.71,2200,134128,0,-65.2725
10.72,2200,134260,0,-65.2725
10.73,2200,134392,-2.84208e-09,-65.2725
10.74,2200,134524,0,-65.2725
10.75,2200,134655,-2.84208e-09,-65.2725
10.76,2200,134787,0,-65.2725
10.77,2200,134919,0,-65.2725
10.78,2200,135051,-2.84199e-09,-65.2725
10.79,2200,135183,0,-65.2725
10.8,2200,135314,-2.84199e-09,-65.2725
10.81,2200,135446,0,-65.2725
10.82,2200,135578,0,-65.2725
10.83,2200,135710,0,-65.2725
10.84,2200,135842,0,-65.2725
10.85,2200,135973,0,-65.2725
10.86,2200,136105,0,-65.2725
10.87,2200,136237,2.84199e-09,-65.2725
10.88,2200,136369,0,-65.2725
10.89,2200,136500,2.84199e-09,-65.2725
10.9,2200,136632,0,-65.2725
10.91,2200,136764,0,-65.2725
10.92,2200,136896,-9.32825e-14,-65.2725
10.93,2200,137028,0,-65.2725
10.94,2200,137159,0,-65.2725
10.95,2200,137291,0,-65.2725
10.96,2200,137423,0,-65.2725
10.97,2200,137555,0,-65.2725
10.98,2200,137686,2.84208e-09,-65.2725
10.99,2200,137818,-9.40246e-14,-65.2725
11,2200,137950,0,-65.2725
11.01,2200,138082,2.84189e-09,-65.2725
11.02,2200,138214,-2.84198e-09,-65.2725
11.03,2200,138345,-2.84208e-09,-65.2725
11.04,2200,138477,2.84217e-09,-65.2725
11.05,2200,138609,2.84198e-09,-65.2725
11.06,2200,138741,2.84198e-09,-65.2725
11.07,2200,138872,-5.68406e-09,-65.2725
11.08,2200,139004,-2.84198e-09,-65.2725
11.09,2200,139136,2.84217e-09,-65.2725
11.1,2200,139268,2.84189e-09,-65.2725
11.11,2200,139399,-2.84198e-09,-65.2725
11.12,2200,139531,-5.68406e-09,-65.2725
11.13,2200,139663,2.84217e-09,-65.2725
11.14,2200,139795,2.84198e-09,-65.2725
11.15,2200,139927,2.84198e-09,-65.2725
11.16,2200,140058,-2.84198e-09,-65.2725
11.17,2200,140190,-5.68405e-09,-65.2725
11.18,2200,140322,2.84217e-09,-65.2725
11.19,2200,140454,2.84188e-09,-65.2725
11.2,2200,140585,2.84198e-09,-65.2725
11.21,2200,140717,-5.68405e-09,-65.2725
11.22,2200,140849,2.84217e-09,-65.2725
11.23,2200,140981,2.84198e-09,-65.2725
11.24,2200,141112,2.84188e-09,-65.2725
11.25,2200,141244,-2.84198e-09,-65.2725
11.26,2200,141376,-5.68405e-09,-65.2725
11.27,2200,141508,2.84217e-09,-65.2725
11.28,2200,141639,5.68395e-09,-65.2725
11.29,2200,141771,2.84198e-09,-65.2725
11.3,2200,141903,-5.68405e-09,-65.2725
11.31,2200,142035,2.84217e-09,-65.2725
11.32,2200,142166,2.84198e-09,-65.2725
11.33,2200,142298,2.84188e-09,-65.2725
11.34,2200,142430,-2.84198e-09,-65.2725
11.35,2200,142562,-5.68405e-09,-65.2725
11.36,2200,142693,2.84217e-09,-65.2725
11.37,2200,142825,5.68395e-09,-65.2725
11.38,2200,142957,2.84197e-09,-65.2725
11.39,2200,143089,-5.68405e-09,-65.2725
11.4,2200,143220,-5.68395e-09,-65.2725
11.41,2200,143352,2.84217e-09,-65.2725
11.42,2200,143484,2.84188e-09,10
11.43,2200,143616,-2.84197e-09,10
11.44,2200,143747,-5.68405e-09,10
11.45,2200,143879,-2.84197e-09,10
11.46,2200,144011,2.84197e-09,10
11.47,2200,144143,2.84197e-09,10
11.48,2200,144274,-5.68404e-09,10
11.49,2200,144406,-5.68394e-09,10
11.5,2200,144538,2.84217e-09,10
11.51,2200,144670,2.84187e-09,10
11.52,2200,144801,-2.84197e-09,10
11.53,2200,144933,-5.68404e-09,10
11.54,2200,145065,-2.84197e-09,10
11.55,2200,145197,2.84197e-09,10
11.56,2200,145328,2.84187e-09,10
11.57,2200,145460,-2.84197e-09,10
11.58,2200,145592,-5.68404e-09,10
11.59,2200,145724,2.84217e-09,10
11.6,2200,145855,5.68394e-09,10
11.61,2200,145987,2.84187e-09,10
11.62,2200,146119,-5.68404e-09,10
11.63,2200,146251,-2.84197e-09,10
11.64,2200,146382,2.84197e-09,10
11.65,2200,146514,2.84187e-09,10
11.66,2200,146646,-2.84197e-09,10
11.67,2200,146778,-5.68404e-09,10
11.68,2200,146909,2.84217e-09,10
11.69,2200,147041,5.68394e-09,10
11.7,2200,147173,2.84187e-09,10
11.71,2200,147305,-5.68404e-09,10
11.72,2200,147436,-2.84197e-09,10
11.73,2200,147568,2.84217e-09,10
11.74,2200,147700,2.84187e-09,10
11.75,2200,147832,-2.84197e-09,10
11.76,2200,147964,-5.68404e-09,10
11.77,2200,148095,2.84217e-09,10
11.78,2200,148227,2.84197e-09,10
11.79,2200,148359,2.84186e-09,10
11.8,2200,148491,-5.68403e-09,10
11.81,2200,148622,-5.68393e-09,10
11.82,2200,148754,2.84217e-09,10
11.83,2200,148886,2.84186e-09,10
11.841,2200,149031,2.84196e-09,10
11.851,2200,149163,-5.68403e-09,10
11.861,2200,149294,2.84217e-09,10
11.871,2200,149426,2.84196e-09,10.8143
11.881,2200,149558,2.84186e-09,11.8137
11.891,2200,149690,-2.84196e-09,12.7219
11.901,2200,149821,-5.68393e-09,14.0075
11.911,2200,149953,2.84217e-09,15.1322
11.921,2200,150085,2.84186e-09,16.3635
11.931,2200,150217,2.84196e-09,17.6283
11.941,2200,150349,-5.68403e-09,18.6165
11.951,2200,150480,-2.84196e-09,19.8768
11.961,2200,150612,2.84217e-09,21.0423
11.971,2200,150744,2.84186e-09,22.0297
11.981,2200,150876,-2.84196e-09,23.2906
11.991,2200,151008,-5.68392e-09,24.3988
