"time","TRes","TAmb","TDif","_block_jacobian_check"
8.72,322.826,293.15,2,0
8.73,322.796,293.15,2,0
8.74,322.767,293.15,2,0
8.75,322.737,293.15,2,0
8.76,322.707,293.15,2,0
8.77,322.678,293.15,2,0
8.78,322.648,293.15,2,0
8.79,322.619,293.15,2,0
8.8,322.589,293.15,2,0
8.81,322.56,293.15,2,0
8.82,322.531,293.15,2,0
8.83,322.501,293.15,2,0
8.84,322.472,293.15,2,0
8.85,322.443,293.15,2,0
8.86,322.413,293.15,2,0
8.87,322.384,293.15,2,0
8.88,322.355,293.15,2,0
8.89,322.326,293.15,2,0
8.9,322.296,293.15,2,0
8.91,322.267,293.15,2,0
8.92,322.238,293.15,2,0
8.93,322.209,293.15,2,0
8.94,322.18,293.15,2,0
8.95,322.151,293.15,2,0
8.96,322.22,293.15,2,0
8.97,322.281,293.15,2,0
8.98,322.341,293.15,2,0
8.99,322.402,293.15,2,0
9,322.462,293.15,2,0
9.01,322.523,293.15,2,0
9.02,322.583,293.15,2,0
9.03,322.643,293.15,2,0
9.04,322.703,293.15,2,0
9.05,322.763,293.15,2,0
9.06,322.823,293.15,2,0
9.07,322.883,293.15,2,0
9.08,322.943,293.15,2,0
9.09,323.003,293.15,2,0
9.1,323.062,293.15,2,0
9.11,323.122,293.15,2,0
9.12,323.181,293.15,2,0
9.13,323.241,293.15,2,0
9.14,323.3,293.15,2,0
9.15,323.359,293.15,2,0
9.16,323.418,293.15,2,0
9.17,323.477,293.15,2,0
9.18,323.536,293.15,2,0
9.19,323.595,293.15,2,0
9.2,323.654,293.15,2,0
9.21,323.713,293.15,2,0
9.22,323.772,293.15,2,0
9.23,323.83,293.15,2,0
9.24,323.889,293.15,2,0
9.25,323.947,293.15,2,0
9.26,324.006,293.15,2,0
9.27,324.064,293.15,2,0
9.28,324.122,293.15,2,0
9.29,324.145,293.15,2,0
9.3,324.114,293.15,2,0
9.31,324.083,293.15,2,0
9.32,324.052,293.15,2,0
9.33,324.021,293.15,2,0
9.34,323.991,293.15,2,0
9.35,323.96,293.15,2,0
9.36,323.929,293.15,2,0
9.37,323.898,293.15,2,0
9.38,323.867,293.15,2,0
9.39,323.837,293.15,2,0
9.4,323.806,293.15,2,0
9.41,323.775,293.15,2,0
9.42,323.745,293.15,2,0
9.43,323.714,293.15,2,0
9.44,323.684,293.15,2,0
9.45,323.653,293.15,2,0
9.46,323.623,293.15,2,0
9.47,323.592,293.15,2,0
9.48,323.562,293.15,2,0
9.49,323.531,293.15,2,0
9.5,323.501,293.15,2,0
9.51,323.471,293.15,2,0
9.52,323.44,293.15,2,0
9.53,323.41,293.15,2,0
9.54,323.38,293.15,2,0
9.55,323.35,293.15,2,0
9.56,323.32,293.15,2,0
9.57,323.289,293.15,2,0
9.58,323.259,293.15,2,0
9.59,323.229,293.15,2,0
9.6,323.199,293.15,2,0
9.61,323.169,293.15,2,0
9.62,323.139,293.15,2,0
9.63,323.109,293.15,2,0
9.64,323.079,293.15,2,0
9.65,323.049,293.15,2,0
9.66,323.019,293.15,2,0
9.67,322.989,293.15,2,0
9.68,322.96,293.15,2,0
9.69,322.93,293.15,2,0
9.7,322.9,293.15,2,0
9.71,322.87,293.15,2,0
9.72,322.841,293.15,2,0
9.73,322.811,293.15,2,0
9.74,322.781,293.15,2,0
9.75,322.752,293.15,2,0
9.76,322.722,293.15,2,0
9.77,322.693,293.15,2,0
9.78,322.663,293.15,2,0
9.79,322.634,293.15,2,0
9.8,322.604,293.15,2,0
9.81,322.575,293.15,2,0
9.82,322.545,293.15,2,0
9.83,322.516,293.15,2,0
9.84,322.486,293.15,2,0
9.85,322.457,293.15,2,0
9.86,322.428,293.15,2,0
9.87,322.399,293.15,2,0
9.88,322.369,293.15,2,0
9.89,322.34,293.15,2,0
9.9,322.311,293.15,2,0
9.91,322.282,293.15,2,0
9.92,322.253,293.15,2,0
9.93,322.224,293.15,2,0
9.94,322.195,293.15,2,0
9.95,322.166,293.15,2,0
9.96,322.19,293.15,2,0
9.97,322.251,293.15,2,0
9.98,322.311,293.15,2,0
9.99,322.372,293.15,2,0
10,322.418,293.15,2,0
