time,res_bus/Bus_0/vm_pu,res_bus/Bus_R0/vm_pu,res_bus/Bus_R1/vm_pu,res_bus/Bus_R2/vm_pu,res_bus/Bus_R3/vm_pu,res_bus/Bus_R4/vm_pu,res_bus/Bus_R5/vm_pu,res_bus/Bus_R6/vm_pu,res_bus/Bus_R7/vm_pu,res_bus/Bus_R8/vm_pu,res_bus/Bus_R9/vm_pu,res_bus/Bus_R10/vm_pu,res_bus/Bus_R11/vm_pu,res_bus/Bus_R12/vm_pu,res_bus/Bus_R13/vm_pu,res_bus/Bus_R14/vm_pu,res_bus/Bus_R15/vm_pu,res_bus/Bus_R16/vm_pu,res_bus/Bus_R17/vm_pu,res_bus/Bus_R18/vm_pu,res_bus/Bus_I0/vm_pu,res_bus/Bus_I1/vm_pu,res_bus/Bus_I2/vm_pu,res_bus/Bus_C0/vm_pu,res_bus/Bus_C1/vm_pu,res_bus/Bus_C2/vm_pu,res_bus/Bus_C3/vm_pu,res_bus/Bus_C4/vm_pu,res_bus/Bus_C5/vm_pu,res_bus/Bus_C6/vm_pu,res_bus/Bus_C7/vm_pu,res_bus/Bus_C8/vm_pu,res_bus/Bus_C9/vm_pu,res_bus/Bus_C10/vm_pu,res_bus/Bus_C11/vm_pu,res_bus/Bus_C12/vm_pu,res_bus/Bus_C13/vm_pu,res_bus/Bus_C14/vm_pu,res_bus/Bus_C15/vm_pu,res_bus/Bus_C16/vm_pu,res_bus/Bus_C17/vm_pu,res_bus/Bus_C18/vm_pu,res_bus/Bus_C19/vm_pu,res_bus/Bus_C20/vm_pu
58.5,1,1,0.999982,1.00006,1.00014,1.00021,1.00028,1.00035,1.0004,1.00044,1.00048,1.0005,1.00021,1.00021,1.0002,1.0002,1.0002,1.00047,1.00059,1.0006,1,1.00003,1.00024,1,1.00012,1.00056,1.001,1.00125,1.00151,1.00163,1.00175,1.00188,1.00193,1.00152,1.00184,1.00206,1.00212,1.00182,1.00186,1.00205,1.00211,1.00234,1.00215,1.00218
59.5,1,1,1.00002,1.00013,1.00025,1.00034,1.00042,1.0005,1.00055,1.0006,1.00065,1.00067,1.00033,1.00045,1.00056,1.00067,1.00076,1.00063,1.00077,1.00078,1,1.00003,1.00026,1,1.00014,1.0006,1.00106,1.00133,1.0016,1.00173,1.00187,1.00201,1.00207,1.00159,1.0019,1.00215,1.00214,1.00191,1.00196,1.00215,1.00224,1.00244,1.00231,1.00234
60.5,1,1,1.00003,1.00016,1.00029,1.0004,1.00049,1.00057,1.00063,1.00068,1.00073,1.00076,1.00038,1.00054,1.00069,1.00083,1.00095,1.00071,1.00086,1.00087,1,1.00003,1.00029,1,1.00014,1.00062,1.00109,1.00139,1.00169,1.00184,1.00198,1.00213,1.0022,1.0016,1.00188,1.00215,1.00205,1.00195,1.0021,1.00232,1.0024,1.00266,1.00246,1.0025
61.5,1,1,1.00003,1.00018,1.00032,1.00044,1.00053,1.00062,1.00068,1.00074,1.0008,1.00082,1.00042,1.00059,1.00075,1.0009,1.00103,1.00077,1.00094,1.00095,1,1.00004,1.00031,1,1.00012,1.00059,1.00106,1.00133,1.00161,1.00173,1.00185,1.00198,1.00205,1.00162,1.00193,1.00223,1.00213,1.002,1.00202,1.00222,1.00234,1.00253,1.0022,1.00237
62.5,1,1,1.00005,1.00021,1.00037,1.0005,1.0006,1.00071,1.00077,1.00084,1.0009,1.00093,1.00048,1.00067,1.00085,1.00102,1.00116,1.00087,1.00106,1.00107,1,1.00004,1.00035,1,1.00012,1.00062,1.00112,1.0014,1.00167,1.00178,1.00188,1.00199,1.00207,1.00175,1.00211,1.00244,1.00234,1.00216,1.00214,1.00237,1.0025,1.00273,1.00212,1.00243
63.5,1,1,1.00006,1.00025,1.00043,1.00058,1.0007,1.00081,1.00089,1.00096,1.00104,1.00107,1.00057,1.00078,1.00097,1.00116,1.00133,1.001,1.00121,1.00123,1,1.00005,1.0004,1,1.00015,1.00074,1.00132,1.00164,1.00195,1.00208,1.0022,1.00232,1.00242,1.00207,1.00253,1.00291,1.00287,1.00249,1.00248,1.00275,1.00289,1.00315,1.00248,1.00282
64.5,1,1,1.00008,1.0003,1.00051,1.00069,1.00082,1.00096,1.00104,1.00113,1.00121,1.00126,1.00067,1.00091,1.00114,1.00136,1.00156,1.00116,1.00142,1.00144,1,0.999994,1.00025,1,1.00021,1.00093,1.00164,1.00202,1.0024,1.00255,1.00271,1.00286,1.00298,1.00256,1.00317,1.00362,1.00368,1.00303,1.00301,1.00332,1.00349,1.00379,1.00309,1.00345
65.5,1,1,1.00011,1.00038,1.00066,1.00088,1.00104,1.0012,1.00129,1.00138,1.00148,1.00153,1.0009,1.00119,1.00151,1.00183,1.0021,1.00148,1.00165,1.0018,1,1.00003,1.00045,1,1.00036,1.00142,1.00249,1.00307,1.00366,1.00393,1.00421,1.00448,1.00464,1.00378,1.00464,1.00527,1.00533,1.00443,1.00453,1.00496,1.00519,1.00562,1.00498,1.0053
66.5,1,1,1.00021,1.0006,1.00099,1.0013,1.00152,1.00174,1.00187,1.002,1.00213,1.00222,1.00136,1.00177,1.00223,1.00269,1.00309,1.00215,1.00234,1.00261,1,1.00008,1.00078,1,1.00062,1.00227,1.00392,1.00486,1.0058,1.00627,1.00675,1.00722,1.00745,1.00585,1.00711,1.00805,1.00811,1.00686,1.00706,1.00769,1.00803,1.00865,1.00822,1.00842
67.5,1,1,1.00023,1.00068,1.00112,1.00147,1.00171,1.00196,1.00211,1.00226,1.00242,1.00252,1.00154,1.00199,1.00251,1.00304,1.00348,1.00238,1.00268,1.00296,1,1.00013,1.001,1,1.00069,1.00254,1.00439,1.00543,1.00648,1.00701,1.00755,1.00808,1.00834,1.00657,1.008,1.00906,1.00912,1.00771,1.00786,1.00853,1.00895,1.00955,1.0092,1.00944
68.5,1,1,1.00016,1.00051,1.00086,1.00113,1.00133,1.00153,1.00165,1.00178,1.0019,1.00198,1.00121,1.00149,1.00186,1.00223,1.00254,1.00188,1.0021,1.00235,1,1.0001,1.00082,1,1.00057,1.00211,1.00366,1.00452,1.00539,1.00584,1.00629,1.00674,1.00696,1.00549,1.00669,1.00758,1.00764,1.00646,1.00652,1.00706,1.00744,1.00788,1.00769,1.00788
69.5,1,1,1.00023,1.00068,1.00113,1.00148,1.00175,1.00202,1.0022,1.00237,1.00255,1.00265,1.00155,1.00188,1.00229,1.0027,1.00305,1.00247,1.00289,1.00309,1,1.00008,1.00082,1,1.0007,1.00255,1.00442,1.00546,1.00651,1.00705,1.00759,1.00813,1.0084,1.00662,1.00806,1.00914,1.00919,1.00778,1.00789,1.00855,1.00899,1.00956,1.00926,1.0095
70.5,1,1,1.00031,1.00084,1.00138,1.0018,1.00214,1.00247,1.00269,1.00291,1.00312,1.00322,1.00186,1.00228,1.00276,1.00323,1.00364,1.003,1.00364,1.00365,1,1.0001,1.00098,1,1.00081,1.00293,1.00506,1.00626,1.00747,1.00808,1.00869,1.0093,1.0096,1.00754,1.00918,1.0104,1.01045,1.00885,1.00908,1.00988,1.01033,1.0111,1.01058,1.01085
71.5,1,1,1.0003,1.00088,1.00146,1.00192,1.00227,1.00263,1.00286,1.00308,1.00331,1.0034,1.00199,1.00245,1.00298,1.00352,1.00397,1.00321,1.00388,1.00384,1,1.00012,1.0011,1,1.0009,1.00324,1.00559,1.00693,1.00827,1.00893,1.0096,1.01027,1.0106,1.0083,1.01009,1.01142,1.01148,1.00972,1.01008,1.011,1.01145,1.01241,1.01167,1.01196
72.5,1,1,1.00054,1.00147,1.0024,1.00314,1.0037,1.00427,1.00463,1.00499,1.00535,1.00552,1.00323,1.00405,1.00496,1.00587,1.00665,1.00515,1.00622,1.00626,1,1.00025,1.00189,1,1.00138,1.00496,1.00855,1.0106,1.01265,1.01368,1.0147,1.01572,1.01623,1.0127,1.01545,1.01752,1.01757,1.01486,1.01542,1.01682,1.01752,1.01896,1.01785,1.01833
73.5,1,1,1.00062,1.00166,1.00271,1.00354,1.00415,1.00477,1.00516,1.00556,1.00595,1.00613,1.00363,1.00465,1.00576,1.00687,1.00782,1.00574,1.00686,1.00697,1,1.00039,1.00244,1,1.00152,1.00546,1.00941,1.01166,1.01392,1.01505,1.01617,1.0173,1.01786,1.01398,1.017,1.01928,1.01934,1.01635,1.01697,1.01851,1.01928,1.02085,1.01964,1.02017
74.5,1,1,1.00102,1.00265,1.00428,1.00559,1.00657,1.00754,1.00818,1.00882,1.00946,1.00977,1.00571,1.00728,1.00897,1.01066,1.0121,1.00901,1.01092,1.01112,1,1.00061,1.00374,1,1.00224,1.00814,1.01406,1.01746,1.02087,1.02257,1.02427,1.02597,1.02682,1.02087,1.02535,1.02869,1.02888,1.02443,1.02546,1.02777,1.02896,1.0313,1.02949,1.03031
75.5,1,1,1.00083,1.00217,1.0035,1.00457,1.00537,1.00618,1.00671,1.00724,1.00778,1.00804,1.00464,1.00593,1.00728,1.00864,1.00981,1.00736,1.00895,1.0092,1,1.00049,1.003,1,1.00173,1.0064,1.01107,1.01382,1.01657,1.01795,1.01932,1.0207,1.02138,1.01632,1.01969,1.02199,1.02254,1.0192,1.02029,1.02216,1.02311,1.02502,1.02355,1.0242
76.5,1,1,1.00079,1.00207,1.00334,1.00437,1.00514,1.00591,1.00642,1.00693,1.00744,1.00769,1.00443,1.00567,1.00697,1.00827,1.00938,1.00704,1.00856,1.0088,1,1.00046,1.00287,1,1.00154,1.00586,1.0102,1.01283,1.01547,1.01679,1.01811,1.01943,1.02008,1.01487,1.01773,1.01939,1.02046,1.01763,1.01903,1.02083,1.02174,1.02357,1.02216,1.02278
77.5,1,1,1.00086,1.00224,1.00362,1.00473,1.00556,1.0064,1.00695,1.0075,1.00805,1.00833,1.0048,1.00614,1.00754,1.00895,1.01016,1.00762,1.00927,1.00953,1,1.0005,1.00311,1,1.00161,1.00622,1.01083,1.01368,1.01653,1.01795,1.01938,1.0208,1.02151,1.01572,1.01865,1.02031,1.02151,1.0187,1.02038,1.02232,1.0233,1.02527,1.02375,1.02443
78.5,1,1,1.00068,1.0018,1.00291,1.00381,1.00448,1.00516,1.0056,1.00605,1.0065,1.00672,1.00387,1.00495,1.00609,1.00724,1.00822,1.00614,1.00749,1.00769,1,1.00041,1.00251,1,1.00077,1.00379,1.00681,1.00913,1.01145,1.0126,1.01375,1.01491,1.01548,1.00905,1.00973,1.0086,1.01199,1.01144,1.01459,1.01617,1.01697,1.01859,1.01728,1.01786
79.5,1,1,1.00076,1.00197,1.00318,1.00415,1.00488,1.00561,1.0061,1.00659,1.00708,1.00732,1.00422,1.0054,1.00665,1.0079,1.00897,1.00666,1.00816,1.00839,1,1.00044,1.00275,1,1.00137,1.00537,1.00937,1.01186,1.01435,1.01557,1.01679,1.01801,1.01864,1.01359,1.01611,1.01752,1.01858,1.01619,1.01777,1.01949,1.02036,1.02212,1.02047,1.02123
80.5,1,1,1.00105,1.00267,1.00429,1.0056,1.00657,1.00755,1.0082,1.00886,1.00951,1.00983,1.00569,1.00725,1.00891,1.01057,1.01199,1.00898,1.01094,1.01124,1,1.0006,1.00366,1,1.0019,1.0073,1.01271,1.01601,1.01931,1.02094,1.02256,1.02419,1.02502,1.01854,1.02212,1.02431,1.02543,1.022,1.02382,1.02609,1.02725,1.02956,1.02749,1.02845
81.5,1,1,1.00099,1.00252,1.00406,1.00529,1.00622,1.00714,1.00776,1.00838,1.009,1.00931,1.00539,1.00687,1.00845,1.01003,1.01139,1.00847,1.01037,1.01066,1,1.00057,1.00349,1,1.00182,1.00698,1.01215,1.01527,1.01839,1.01992,1.02144,1.02297,1.02377,1.01779,1.02125,1.02333,1.0245,1.02114,1.0227,1.02487,1.02598,1.02818,1.02603,1.02704
82.5,1,1,1.00077,1.00198,1.00319,1.00416,1.0049,1.00563,1.00613,1.00662,1.00712,1.00736,1.00425,1.00537,1.00659,1.0078,1.00884,1.00668,1.00821,1.00843,1,1.00045,1.00278,1,1.00143,1.00551,1.00961,1.01207,1.01453,1.01572,1.0169,1.01808,1.01872,1.01411,1.01686,1.01843,1.01951,1.01679,1.01799,1.01973,1.02061,1.02239,1.02038,1.02133
83.5,1,1,1.00101,1.00264,1.00427,1.00557,1.00657,1.00757,1.00824,1.0089,1.00957,1.0099,1.00571,1.00715,1.00873,1.01031,1.01166,1.00902,1.01103,1.01135,1,1.00061,1.00375,1,1.00198,1.00758,1.01318,1.01652,1.01986,1.02149,1.02312,1.02475,1.0256,1.01941,1.02329,1.02571,1.02683,1.02299,1.02448,1.0268,1.02799,1.03035,1.02799,1.02911
84.5,1,1,1.00114,1.00301,1.00489,1.00642,1.00759,1.00877,1.00955,1.01032,1.0111,1.01148,1.00648,1.00821,1.01,1.0118,1.01334,1.01051,1.01282,1.01317,1,1.00066,1.00422,1,1.00228,1.00885,1.01543,1.01931,1.02319,1.02505,1.02691,1.02878,1.0297,1.02284,1.02754,1.03057,1.03171,1.02701,1.02863,1.03136,1.03278,1.03554,1.03268,1.03355
85.5,1,1,1.00104,1.00281,1.00458,1.006,1.00709,1.00818,1.00888,1.00958,1.01028,1.01061,1.00611,1.00775,1.00951,1.01126,1.01276,1.00988,1.01189,1.01209,1,1.0006,1.00398,1,1.00206,1.00825,1.01445,1.01824,1.02204,1.02387,1.0257,1.02753,1.02842,1.02114,1.02519,1.02735,1.02925,1.0252,1.02735,1.03001,1.03139,1.03408,1.03141,1.03214
86.5,1,1,1.00081,1.00254,1.00427,1.0056,1.00659,1.00759,1.00813,1.00868,1.00922,1.00955,1.00604,1.00737,1.00914,1.01091,1.01243,1.00957,1.01028,1.01107,1,1.00066,1.00452,1,1.00226,1.00932,1.01639,1.02079,1.0252,1.02732,1.02945,1.03158,1.03263,1.02387,1.02826,1.03035,1.03296,1.0286,1.03134,1.03441,1.03605,1.0391,1.03606,1.03701
87.5,1,1,1.00119,1.00331,1.00543,1.00714,1.00845,1.00977,1.01058,1.0114,1.01222,1.01259,1.00729,1.00923,1.01131,1.0134,1.01518,1.01193,1.01419,1.01428,1,1.00077,1.00509,1,1.00281,1.01101,1.01923,1.02406,1.0289,1.03125,1.03362,1.03598,1.03713,1.02853,1.03446,1.03849,1.03953,1.03369,1.03558,1.03891,1.04071,1.044,1.04097,1.04194
88.5,1,1,1.00126,1.00351,1.00577,1.00758,1.00896,1.01033,1.01119,1.01204,1.0129,1.01328,1.00773,1.00986,1.01215,1.01443,1.01639,1.01261,1.015,1.01501,1,1.00076,1.00521,1,1.00299,1.01165,1.02034,1.02543,1.03052,1.03302,1.03552,1.03802,1.03923,1.0302,1.0365,1.04085,1.04182,1.03562,1.03754,1.04103,1.04292,1.04637,1.04332,1.04428
89.5,1,1,1.0015,1.0041,1.00671,1.00881,1.01041,1.012,1.01301,1.01402,1.01503,1.0155,1.00892,1.01148,1.01414,1.01681,1.0191,1.01453,1.01745,1.01757,1,1.00079,1.00564,1,1.00336,1.01306,1.02279,1.02845,1.03412,1.03691,1.0397,1.0425,1.04386,1.03392,1.0411,1.04614,1.04706,1.03994,1.04191,1.04579,1.04789,1.05171,1.04841,1.0495
90.5,1,1,1.00137,1.00382,1.00628,1.00828,1.00983,1.01137,1.01235,1.01333,1.01431,1.01478,1.00837,1.01067,1.01305,1.01544,1.01748,1.01383,1.01661,1.01684,1,1.00087,1.00578,1,1.00336,1.0129,1.02248,1.02808,1.03368,1.03645,1.03923,1.04202,1.04343,1.03336,1.04041,1.04541,1.04622,1.03923,1.0413,1.04512,1.04712,1.05096,1.04768,1.04923
91.5,1,1,1.00171,1.00462,1.00754,1.00994,1.01171,1.01348,1.01462,1.01577,1.01691,1.01746,1.0099,1.01311,1.01628,1.01946,1.02218,1.01623,1.01953,1.0199,1,1.00099,1.00659,1,1.00377,1.01457,1.02541,1.0317,1.038,1.04112,1.04425,1.04738,1.04897,1.03783,1.04594,1.05182,1.05247,1.04443,1.04657,1.05086,1.05311,1.05742,1.05376,1.05549
92.5,1,1,1.00127,1.00352,1.00577,1.00763,1.00901,1.01038,1.01127,1.01215,1.01304,1.01346,1.00753,1.01012,1.01261,1.0151,1.01723,1.01253,1.01509,1.01533,1,1.00069,1.00486,1,1.003,1.01143,1.01988,1.02483,1.0298,1.03226,1.03472,1.03717,1.03843,1.02941,1.03558,1.03984,1.04076,1.03457,1.03658,1.03998,1.04174,1.04517,1.04217,1.04358
93.5,1,1,0.999987,1.00046,1.00094,1.00132,1.00151,1.0017,1.00199,1.00228,1.00258,1.0027,1.00142,1.00232,1.00332,1.00431,1.00517,1.00141,1.00333,1.0033,1,0.999885,1.00072,1,1.00069,1.00336,1.00604,1.00755,1.00906,1.00954,1.01002,1.01051,1.01101,1.00932,1.01137,1.01253,1.01339,1.01119,1.01182,1.01321,1.01391,1.01535,1.01071,1.0131
94.5,1,1,1.00138,1.00372,1.00607,1.00801,1.00944,1.01087,1.0118,1.01273,1.01366,1.0141,1.00792,1.01058,1.01316,1.01573,1.01794,1.01307,1.01581,1.01605,1,0.999477,1.0011,1,1.00234,1.00998,1.01764,1.02193,1.02623,1.02794,1.02965,1.03137,1.03259,1.02693,1.03321,1.03764,1.03839,1.03155,1.03321,1.03671,1.03853,1.04205,1.03386,1.03764
95.5,1,1,1.00157,1.00422,1.00687,1.00904,1.01066,1.01227,1.01334,1.0144,1.01547,1.01596,1.00898,1.01191,1.01478,1.01765,1.02011,1.01469,1.01795,1.01816,1,0.9996,1.00181,1,1.00287,1.01174,1.02064,1.02553,1.03043,1.03246,1.03449,1.03652,1.0379,1.0316,1.03868,1.04375,1.04446,1.03753,1.03818,1.04206,1.04409,1.04799,1.03968,1.04357
96.5,1,1,1.00155,1.00421,1.00687,1.00905,1.01066,1.01227,1.01332,1.01437,1.01542,1.01591,1.00901,1.01195,1.01486,1.01777,1.02026,1.01471,1.0179,1.01808,1,0.999621,1.00192,1,1.00293,1.01193,1.02096,1.02593,1.03091,1.03298,1.03505,1.03713,1.03852,1.03206,1.03924,1.04439,1.04509,1.03807,1.03875,1.04268,1.04474,1.04869,1.04038,1.04428
97.5,1,1,1.00152,1.00418,1.00684,1.00902,1.01064,1.01226,1.01331,1.01437,1.01542,1.01591,1.00901,1.01185,1.01469,1.01753,1.01997,1.01475,1.0179,1.0181,1,0.999578,1.00181,1,1.00327,1.01279,1.02234,1.02778,1.03322,1.03573,1.03825,1.04077,1.04217,1.0336,1.04088,1.04606,1.04687,1.03967,1.04112,1.04507,1.04714,1.05111,1.04558,1.04796
98.5,1,1,1.00153,1.00421,1.00689,1.00908,1.0107,1.01233,1.01337,1.01442,1.01546,1.01595,1.00913,1.01193,1.01479,1.01765,1.0201,1.01488,1.01789,1.01815,1,1.00081,1.00575,1,1.00352,1.01346,1.02344,1.02922,1.03502,1.03785,1.04068,1.04351,1.04493,1.0349,1.04232,1.04758,1.04845,1.04106,1.04302,1.04702,1.04912,1.05314,1.04938,1.0508
99.5,1,1,1.00148,1.00416,1.00683,1.00898,1.01056,1.01215,1.01321,1.01427,1.01533,1.01583,1.00916,1.01191,1.01484,1.01777,1.02028,1.01446,1.01782,1.01806,1,1.00082,1.00588,1,1.00358,1.01376,1.02398,1.02989,1.03582,1.03872,1.04163,1.04453,1.04599,1.0357,1.04331,1.0487,1.04957,1.042,1.044,1.0481,1.05024,1.05435,1.05054,1.05201
100.5,1,1,1.00116,1.00341,1.00567,1.00752,1.00891,1.0103,1.0112,1.01211,1.01302,1.01347,1.00751,1.00987,1.01222,1.01457,1.01658,1.01241,1.015,1.01548,1,1.00061,1.0046,1,1.00293,1.01118,1.01946,1.02428,1.0291,1.03144,1.03379,1.03614,1.03731,1.02892,1.03502,1.03926,1.04014,1.03406,1.03578,1.03913,1.04087,1.04425,1.04099,1.04219
101.5,1,1,1.00148,1.00455,1.00763,1.01014,1.01202,1.0139,1.01514,1.01637,1.01761,1.01822,1.01019,1.01335,1.01656,1.01977,1.02252,1.01672,1.02032,1.02093,1,1.00104,1.00681,1,1.00373,1.01455,1.02542,1.03182,1.03825,1.04141,1.04458,1.04775,1.04932,1.03764,1.04587,1.05174,1.05261,1.04375,1.04704,1.05145,1.05376,1.05818,1.05434,1.05581
102.5,1,1,1.0004,1.0018,1.00321,1.00438,1.00526,1.00613,1.00671,1.00728,1.00785,1.00814,1.00425,1.00593,1.00748,1.00902,1.01035,1.00745,1.00912,1.00939,1,1.00035,1.00277,1,1.0018,1.00691,1.01202,1.01502,1.01803,1.01946,1.02089,1.02233,1.02305,1.01781,1.02145,1.0238,1.02469,1.0211,1.02227,1.0244,1.02549,1.02766,1.0253,1.02604
103.5,1,1,0.999676,1.00002,1.00037,1.0007,1.00094,1.00117,1.00131,1.00145,1.00159,1.00168,1.0005,1.0012,1.00169,1.00219,1.00261,1.00159,1.00181,1.00211,1,0.999897,1.00023,1,1.00005,1.00101,1.00197,1.0024,1.00283,1.00273,1.00264,1.00254,1.00227,1.0035,1.00429,1.00445,1.00537,1.00461,1.00424,1.00496,1.0053,1.00606,1.00332,1.00145
104.5,1,1,1.00091,1.00308,1.00524,1.00703,1.00837,1.00972,1.01062,1.01151,1.01241,1.01286,1.00693,1.0093,1.01158,1.01385,1.0158,1.01167,1.01438,1.01481,1,1.00068,1.0046,1,1.00275,1.01039,1.01805,1.02251,1.02699,1.02917,1.03136,1.03355,1.03467,1.02676,1.03235,1.03619,1.03708,1.03154,1.03316,1.03625,1.03785,1.04098,1.03797,1.03931
105.5,1,1,1.0014,1.00451,1.00762,1.01012,1.01216,1.0142,1.01555,1.01691,1.01828,1.01895,1.01037,1.01262,1.01511,1.01761,1.01975,1.01716,1.02125,1.02191,1,1.00112,1.00724,1,1.00377,1.01491,1.02609,1.03239,1.0387,1.04159,1.04449,1.04739,1.04865,1.03943,1.04809,1.05428,1.05516,1.04658,1.04792,1.05254,1.05497,1.05959,1.05417,1.05409
106.5,1,1,1.00171,1.00512,1.00853,1.01131,1.01339,1.01548,1.01688,1.01827,1.01966,1.02036,1.01133,1.01484,1.01838,1.02192,1.02495,1.01851,1.02271,1.02339,1,1.00115,1.00744,1,1.00432,1.01638,1.02851,1.0354,1.0423,1.04572,1.04914,1.05256,1.05429,1.0427,1.05212,1.05929,1.05934,1.05001,1.05173,1.05645,1.05893,1.06366,1.05954,1.06143
107.5,1,1,1.00166,1.00504,1.00841,1.01115,1.01318,1.01522,1.01663,1.01804,1.01945,1.02015,1.01124,1.01474,1.01833,1.02192,1.025,1.01801,1.02252,1.02323,1,1.00127,1.00788,1,1.00364,1.01587,1.02815,1.03516,1.04218,1.04566,1.04914,1.05262,1.05439,1.04248,1.05197,1.05924,1.05918,1.04991,1.05175,1.05654,1.05906,1.06385,1.05973,1.06166
108.5,1,1,1.00176,1.00524,1.00873,1.01157,1.01369,1.01581,1.01721,1.01862,1.02003,1.02074,1.01161,1.01521,1.01886,1.02251,1.02563,1.01894,1.02305,1.02387,1,1.00129,1.00801,1,1.00437,1.01676,1.0292,1.03629,1.04339,1.04691,1.05042,1.05394,1.05573,1.04373,1.05333,1.06072,1.06063,1.05126,1.05311,1.05797,1.06053,1.06539,1.06108,1.06311
109.5,1,1,1.00181,1.00536,1.00891,1.0118,1.01397,1.01613,1.01757,1.019,1.02044,1.02117,1.01186,1.01552,1.01924,1.02296,1.02615,1.01932,1.02352,1.02435,1,1.00132,1.00817,1,1.00443,1.01703,1.02969,1.0369,1.04413,1.0477,1.05127,1.05484,1.05667,1.04448,1.05427,1.0618,1.0617,1.05213,1.05403,1.05898,1.06159,1.06654,1.06208,1.06419
110.5,1,1,1.00186,1.00548,1.0091,1.01205,1.01425,1.01646,1.01792,1.01938,1.02084,1.02159,1.01211,1.01584,1.01962,1.02341,1.02666,1.01971,1.02399,1.02483,1,1.0013,1.00819,1,1.00445,1.0172,1.03002,1.03736,1.04471,1.04835,1.05198,1.05563,1.05749,1.04492,1.0549,1.06256,1.06247,1.05248,1.05477,1.05979,1.06247,1.06747,1.063,1.06514
111.5,1,1,1.00183,1.00548,1.00912,1.01209,1.01433,1.01657,1.01805,1.01953,1.02102,1.02177,1.01214,1.01584,1.0196,1.02335,1.02656,1.01986,1.02421,1.02507,1,1.00136,1.00846,1,1.00451,1.01743,1.03042,1.03785,1.0453,1.04899,1.05268,1.05638,1.05827,1.04553,1.05572,1.0635,1.06353,1.05306,1.05548,1.06055,1.06329,1.06829,1.06387,1.06603
112.5,1,1,1.00201,1.00571,1.00942,1.01244,1.01471,1.01699,1.01851,1.02004,1.02156,1.02233,1.01248,1.01622,1.02001,1.0238,1.02705,1.0203,1.02487,1.02567,1,1.00133,1.00842,1,1.00434,1.01713,1.02999,1.0371,1.04423,1.04753,1.05084,1.05414,1.05607,1.04559,1.05597,1.06387,1.06392,1.05359,1.05458,1.05973,1.06252,1.06761,1.06016,1.06398
113.5,1,1,1.00218,1.00581,1.00945,1.01241,1.01465,1.01688,1.01838,1.01987,1.02136,1.02212,1.01247,1.01614,1.01987,1.0236,1.0268,1.02013,1.02459,1.02542,1,1.00125,1.00811,1,1.00427,1.01688,1.02955,1.03655,1.04357,1.04682,1.05006,1.05332,1.05521,1.04494,1.05517,1.06296,1.06301,1.05285,1.05377,1.05885,1.0616,1.06661,1.05921,1.06301
114.5,1,1,1.00234,1.00622,1.01011,1.01327,1.01566,1.01804,1.01963,1.02122,1.02281,1.02362,1.01334,1.01724,1.02122,1.02519,1.0286,1.02153,1.02625,1.02712,1,1.00138,1.0088,1,1.00453,1.01795,1.03145,1.03893,1.04643,1.04991,1.0534,1.05689,1.05891,1.04778,1.05864,1.06691,1.06697,1.05617,1.05729,1.06272,1.0656,1.07101,1.06327,1.06719
115.5,1,1,1.00242,1.00643,1.01044,1.0137,1.01615,1.01861,1.02024,1.02187,1.0235,1.02433,1.01376,1.01782,1.02195,1.02608,1.02961,1.02221,1.02703,1.02792,1,1.00142,1.00902,1,1.00448,1.01825,1.03209,1.03977,1.04748,1.05107,1.05466,1.05826,1.06032,1.04881,1.05994,1.06842,1.06847,1.05738,1.05862,1.06419,1.06714,1.07271,1.06485,1.06882
116.5,1,1,1.00245,1.00647,1.01049,1.01375,1.0162,1.01865,1.02028,1.0219,1.02353,1.02435,1.01382,1.01794,1.02212,1.0263,1.02989,1.02224,1.02705,1.02793,1,1.00141,1.00897,1,1.00494,1.01909,1.03333,1.04143,1.04956,1.05358,1.05761,1.06165,1.0637,1.04998,1.06106,1.06951,1.06956,1.05852,1.06064,1.06619,1.06911,1.07465,1.06984,1.07215
117.5,1,1,1.00234,1.00614,1.00995,1.01305,1.01537,1.01769,1.01923,1.02076,1.0223,1.02309,1.01311,1.01702,1.021,1.02497,1.02837,1.0211,1.02562,1.02649,1,1.00131,1.00844,1,1.00474,1.0182,1.03173,1.03943,1.04715,1.05096,1.05478,1.0586,1.06056,1.04758,1.05812,1.06615,1.06621,1.05569,1.0577,1.06298,1.06576,1.07104,1.06634,1.0686
118.5,1,1,1.0027,1.00712,1.01153,1.01511,1.01779,1.02048,1.02225,1.02402,1.0258,1.0267,1.01524,1.01972,1.02432,1.02892,1.03287,1.02444,1.02963,1.03062,1,1.00144,1.00955,1,1.00534,1.02084,1.03642,1.0453,1.05419,1.0586,1.06301,1.06742,1.06967,1.0547,1.06686,1.07612,1.07617,1.06407,1.06635,1.07242,1.07564,1.08171,1.07637,1.07894
119.5,1,1,1.00137,1.00367,1.00598,1.00788,1.00928,1.01069,1.0116,1.01252,1.01344,1.0139,1.00783,1.01037,1.01286,1.01536,1.0175,1.01282,1.01546,1.01592,1,1.00052,1.00433,1,1.00311,1.01164,1.02019,1.02504,1.02989,1.03225,1.03461,1.03697,1.03821,1.03025,1.03696,1.04205,1.04211,1.03538,1.03661,1.03998,1.04174,1.04513,1.04165,1.04333
