time,load/Load_R1/p_mw,load/Load_R1/q_mvar,load/Load_R11/p_mw,load/Load_R11/q_mvar,load/Load_R15/p_mw,load/Load_R15/q_mvar,load/Load_R16/p_mw,load/Load_R16/q_mvar,load/Load_R17/p_mw,load/Load_R17/q_mvar,load/Load_R18/p_mw,load/Load_R18/q_mvar,load/Load_I2/p_mw,load/Load_I2/q_mvar,load/Load_C1/p_mw,load/Load_C1/q_mvar,load/Load_C12/p_mw,load/Load_C12/q_mvar,load/Load_C13/p_mw,load/Load_C13/q_mvar,load/Load_C14/p_mw,load/Load_C14/q_mvar,load/Load_C17/p_mw,load/Load_C17/q_mvar,load/Load_C18/p_mw,load/Load_C18/q_mvar,load/Load_C19/p_mw,load/Load_C19/q_mvar,load/Load_C20/p_mw,load/Load_C20/q_mvar,load/PV_Load_R1/p_mw,load/PV_Load_R1/q_mvar,load/PV_Load_R11/p_mw,load/PV_Load_R11/q_mvar,load/PV_Load_R15/p_mw,load/PV_Load_R15/q_mvar,load/PV_Load_R16/p_mw,load/PV_Load_R16/q_mvar,load/PV_Load_R17/p_mw,load/PV_Load_R17/q_mvar,load/PV_Load_R18/p_mw,load/PV_Load_R18/q_mvar,load/PV_Load_I2/p_mw,load/PV_Load_I2/q_mvar,load/PV_Load_C1/p_mw,load/PV_Load_C1/q_mvar,load/PV_Load_C12/p_mw,load/PV_Load_C12/q_mvar,load/PV_Load_C13/p_mw,load/PV_Load_C13/q_mvar,load/PV_Load_C14/p_mw,load/PV_Load_C14/q_mvar,load/PV_Load_C17/p_mw,load/PV_Load_C17/q_mvar,load/PV_Load_C18/p_mw,load/PV_Load_C18/q_mvar,load/PV_Load_C19/p_mw,load/PV_Load_C19/q_mvar,load/PV_Load_C20/p_mw,load/PV_Load_C20/q_mvar
40,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000434029,0.000170104,7.69279e-05,3.01495e-05,0.000408337,0.000160035,0.000229679,9.00153e-05,0.000777394,0.000304675,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
41,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000229679,9.00153e-05,0.000777394,0.000304675,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
42,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000229679,9.00153e-05,0.000777394,0.000304675,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
43,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000229679,9.00153e-05,0.000658193,0.000257958,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
44,0.000264124,0.000103515,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
45,0.000695399,0.00027254,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,9.90812e-05,3.88318e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-8.92683e-06,-0,-8.9266e-06,-0,-8.92641e-06,-0,-8.92639e-06,-0,-8.92675e-06,-0,-8.9266e-06,-0,-8.92675e-06,-0,-8.92675e-06,-0,-8.9266e-06,-0,-8.92675e-06,-0,-8.92639e-06,-0,-8.92675e-06,-0,-8.92675e-06,-0,-8.92655e-06,-0,-8.92675e-06,-0
46,0.000695399,0.00027254,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000187332,7.3419e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-3.52595e-05,-0,-3.52597e-05,-0,-3.52587e-05,-0,-3.52584e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52584e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0,-3.52597e-05,-0
47,0.000925073,0.000362553,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000333562,0.000130729,0.000187332,7.3419e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-9.61498e-05,-0,-9.61483e-05,-0,-9.61431e-05,-0,-9.6147e-05,-0,-9.61498e-05,-0,-9.61483e-05,-0,-9.61498e-05,-0,-9.61498e-05,-0,-9.61483e-05,-0,-9.61498e-05,-0,-9.6147e-05,-0,-9.61498e-05,-0,-9.61498e-05,-0,-9.61483e-05,-0,-9.61498e-05,-0
48,0.00116176,0.000455317,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,9.90812e-05,3.88318e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.000210762,-0,-0.000210763,-0,-0.000210753,-0,-0.000210755,-0,-0.000210755,-0,-0.000210763,-0,-0.000210755,-0,-0.000210755,-0,-0.000210763,-0,-0.000210755,-0,-0.000210755,-0,-0.000210755,-0,-0.000210755,-0,-0.000210758,-0,-0.000210755,-0
49,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000249588,9.78183e-05,0.000426503,0.000167154,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000189147,7.41301e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00079213,0.00031045,0.000176032,6.89904e-05,-0.000300096,-0,-0.00030009,-0,-0.000300086,-0,-0.000300084,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0,-0.000300084,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0,-0.00030009,-0
50,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000364695,0.000142931,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000355251,0.000139229,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00079213,0.00031045,0.000176032,6.89904e-05,-0.000302388,-0,-0.000302387,-0,-0.000302376,-0,-0.000302378,-0,-0.000302387,-0,-0.000302387,-0,-0.000302387,-0,-0.000302387,-0,-0.000302387,-0,-0.000302387,-0,-0.000302378,-0,-0.000302387,-0,-0.000302387,-0,-0.000302382,-0,-0.000302387,-0
51,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000364695,0.000142931,0.000126371,4.95272e-05,0.000515501,0.000202034,0.000596002,0.000233584,0.000355251,0.000139229,0.000246861,9.67495e-05,0.000255466,0.000100122,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.00079213,0.00031045,0.000176032,6.89904e-05,-0.00028571,-0,-0.00028571,-0,-0.00028571,-0,-0.00028571,-0,-0.000285718,-0,-0.00028571,-0,-0.000285718,-0,-0.000285718,-0,-0.00028571,-0,-0.000285718,-0,-0.00028571,-0,-0.000285718,-0,-0.000285718,-0,-0.00028571,-0,-0.000285718,-0
52,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000134481,5.27057e-05,0.000126371,4.95272e-05,0.000944234,0.000370063,0.000430158,0.000168587,0.000355251,0.000139229,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.00013489,5.28658e-05,0.000435206,0.000170565,0.000176032,6.89904e-05,-0.000303382,-0,-0.000303377,-0,-0.000303371,-0,-0.000303374,-0,-0.000303377,-0,-0.000303377,-0,-0.000303377,-0,-0.000303377,-0,-0.000303377,-0,-0.000303377,-0,-0.000303374,-0,-0.000303377,-0,-0.000303377,-0,-0.000303372,-0,-0.000303377,-0
53,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000944234,0.000370063,0.000658193,0.000257958,0.000244515,9.58298e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000400987,-0,-0.000400976,-0,-0.000400972,-0,-0.000400965,-0,-0.000400976,-0,-0.000400976,-0,-0.000400976,-0,-0.000400976,-0,-0.000400976,-0,-0.000400976,-0,-0.000400965,-0,-0.000400976,-0,-0.000400976,-0,-0.000400981,-0,-0.000400976,-0
54,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000304281,0.000119253,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000944234,0.000370063,0.000777394,0.000304675,0.000253156,9.92165e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000550615,-0,-0.0005506,-0,-0.000550595,-0,-0.000550586,-0,-0.0005506,-0,-0.0005506,-0,-0.0005506,-0,-0.0005506,-0,-0.0005506,-0,-0.0005506,-0,-0.000550586,-0,-0.0005506,-0,-0.0005506,-0,-0.000550605,-0,-0.0005506,-0
55,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000596314,0.000233706,0.000944234,0.000370063,0.000777394,0.000304675,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000633032,-0,-0.000633008,-0,-0.000633005,-0,-0.000632998,-0,-0.000633016,-0,-0.000633008,-0,-0.000633016,-0,-0.000633016,-0,-0.000633008,-0,-0.000633016,-0,-0.000632998,-0,-0.000633016,-0,-0.000633016,-0,-0.000633013,-0,-0.000633016,-0
56,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000408337,0.000160035,0.000229679,9.00153e-05,0.000777394,0.000304675,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,9.87969e-05,3.87203e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000673285,-0,-0.000673281,-0,-0.000673267,-0,-0.000673262,-0,-0.000673274,-0,-0.000673281,-0,-0.000673274,-0,-0.000673274,-0,-0.000673281,-0,-0.000673274,-0,-0.000673262,-0,-0.000673274,-0,-0.000673274,-0,-0.000673271,-0,-0.000673274,-0
57,0.000264124,0.000103515,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000538993,0.000211241,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000752035,-0,-0.000752011,-0,-0.000752007,-0,-0.000751999,-0,-0.000752026,-0,-0.000752011,-0,-0.000752026,-0,-0.000752026,-0,-0.000752011,-0,-0.000752026,-0,-0.000751999,-0,-0.000752026,-0,-0.000752026,-0,-0.000752016,-0,-0.000752026,-0
58,0.000695399,0.00027254,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000311404,0.000122045,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000841884,-0,-0.000841864,-0,-0.000841854,-0,-0.000841856,-0,-0.000841864,-0,-0.000841864,-0,-0.000841864,-0,-0.000841864,-0,-0.000841864,-0,-0.000841864,-0,-0.000841856,-0,-0.000841864,-0,-0.000841864,-0,-0.000841869,-0,-0.000841864,-0
59,0.000695399,0.00027254,0.000360283,0.000141201,0.000304281,0.000119253,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000255466,0.000100122,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000136113,5.33453e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000911711,-0,-0.000911693,-0,-0.000911682,-0,-0.000911672,-0,-0.000911663,-0,-0.000911693,-0,-0.000911663,-0,-0.000911663,-0,-0.000911693,-0,-0.000911663,-0,-0.000911672,-0,-0.000911663,-0,-0.000911663,-0,-0.000911688,-0,-0.000911663,-0
60,0.000695399,0.00027254,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,7.49388e-05,2.93699e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.000969961,-0,-0.000969949,-0,-0.000969922,-0,-0.000969936,-0,-0.000969979,-0,-0.000969949,-0,-0.000969979,-0,-0.000969979,-0,-0.000969949,-0,-0.000969979,-0,-0.000969936,-0,-0.000969979,-0,-0.000969979,-0,-0.000969949,-0,-0.000969979,-0
61,0.000817254,0.000320297,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000198817,7.79201e-05,0.000420761,0.000164904,0.000176032,6.89904e-05,-0.00103811,-0,-0.0010381,-0,-0.00103811,-0,-0.00103807,-0,-0.00103813,-0,-0.0010381,-0,-0.00103813,-0,-0.00103813,-0,-0.0010381,-0,-0.00103813,-0,-0.00103807,-0,-0.00103813,-0,-0.00103813,-0,-0.00103813,-0,-0.00103813,-0
62,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000177406,6.95287e-05,0.000733886,0.000287623,0.000176032,6.89904e-05,-0.0011346,-0,-0.00113458,-0,-0.00113461,-0,-0.00113457,-0,-0.00113457,-0,-0.00113458,-0,-0.00113457,-0,-0.00113457,-0,-0.00113458,-0,-0.00113457,-0,-0.00113457,-0,-0.00113457,-0,-0.00113457,-0,-0.00113459,-0,-0.00113457,-0
63,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000333562,0.000130729,0.000128498,5.03608e-05,0.000169637,6.64838e-05,0.000177406,6.95287e-05,0.00079213,0.00031045,0.000176032,6.89904e-05,-0.00126329,-0,-0.00126328,-0,-0.00126327,-0,-0.00126326,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0,-0.00126326,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0,-0.00126328,-0
64,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000596002,0.000233584,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000187332,7.3419e-05,0.000169637,6.64838e-05,0.000177406,6.95287e-05,0.00079213,0.00031045,0.000176032,6.89904e-05,-0.00143566,-0,-0.00143562,-0,-0.00143558,-0,-0.00143558,-0,-0.0014356,-0,-0.00143562,-0,-0.0014356,-0,-0.0014356,-0,-0.00143562,-0,-0.0014356,-0,-0.00143558,-0,-0.0014356,-0,-0.0014356,-0,-0.0014356,-0,-0.0014356,-0
65,0.000730488,0.000286292,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000802457,0.000314498,0.000229679,9.00153e-05,0.000596002,0.000233584,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000187332,7.3419e-05,0.000169637,6.64838e-05,0.000177406,6.95287e-05,0.000573596,0.000224803,0.000176032,6.89904e-05,-0.00194199,-0,-0.00194191,-0,-0.0019419,-0,-0.00194184,-0,-0.00194191,-0,-0.00194191,-0,-0.00194191,-0,-0.00194191,-0,-0.00194191,-0,-0.00194191,-0,-0.00194184,-0,-0.00194191,-0,-0.00194191,-0,-0.00194186,-0,-0.00194191,-0
66,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000134481,5.27057e-05,0.00134664,0.000527774,0.000229679,9.00153e-05,0.000596002,0.000233584,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,6.96642e-05,2.73027e-05,0.000169637,6.64838e-05,0.000188112,7.37244e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0027652,-0,-0.00276509,-0,-0.00276515,-0,-0.00276512,-0,-0.00276516,-0,-0.00276509,-0,-0.00276516,-0,-0.00276516,-0,-0.00276509,-0,-0.00276516,-0,-0.00276512,-0,-0.00276516,-0,-0.00276516,-0,-0.00276514,-0,-0.00276516,-0
67,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,0.000364695,0.000142931,0.00134664,0.000527774,0.000229679,9.00153e-05,0.000430158,0.000168587,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000339213,0.000132944,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00309954,-0,-0.00309952,-0,-0.00309941,-0,-0.00309943,-0,-0.00309944,-0,-0.00309952,-0,-0.00309944,-0,-0.00309944,-0,-0.00309952,-0,-0.00309944,-0,-0.00309943,-0,-0.00309944,-0,-0.00309944,-0,-0.00309947,-0,-0.00309944,-0
68,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000563776,0.000220954,0.000364695,0.000142931,0.00125265,0.000490938,0.000229679,9.00153e-05,0.000419793,0.000164524,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000411399,0.000161235,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00263109,-0,-0.00263104,-0,-0.002631,-0,-0.00263099,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0,-0.00263099,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0,-0.00263104,-0
69,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,0.000249588,9.78183e-05,0.0008767,0.000343595,0.000229679,9.00153e-05,0.000777394,0.000304675,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000411399,0.000161235,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00313125,-0,-0.00313119,-0,-0.00313115,-0,-0.00313113,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0,-0.00313113,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0,-0.00313119,-0
70,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000658412,0.000258044,0.000777394,0.000304675,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,0.000243169,9.53023e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00352175,-0,-0.00352177,-0,-0.00352167,-0,-0.00352163,-0,-0.00352169,-0,-0.00352177,-0,-0.00352169,-0,-0.00352169,-0,-0.00352177,-0,-0.00352169,-0,-0.00352163,-0,-0.00352169,-0,-0.00352169,-0,-0.00352167,-0,-0.00352169,-0
71,0.000695399,0.00027254,0.000360283,0.000141201,0.000823271,0.000322655,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000944234,0.000370063,0.000777394,0.000304675,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00383736,-0,-0.00383729,-0,-0.00383723,-0,-0.00383721,-0,-0.00383721,-0,-0.00383729,-0,-0.00383721,-0,-0.00383721,-0,-0.00383729,-0,-0.00383721,-0,-0.00383721,-0,-0.00383721,-0,-0.00383721,-0,-0.00383729,-0,-0.00383721,-0
72,0.000695399,0.00027254,0.000360283,0.000141201,0.000693524,0.000271805,7.69279e-05,3.01495e-05,0.000185608,7.27431e-05,0.000944234,0.000370063,0.000777394,0.000304675,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00582691,-0,-0.00582693,-0,-0.00582682,-0,-0.00582672,-0,-0.00582685,-0,-0.00582693,-0,-0.00582685,-0,-0.00582685,-0,-0.00582693,-0,-0.00582685,-0,-0.00582672,-0,-0.00582685,-0,-0.00582685,-0,-0.00582688,-0,-0.00582685,-0
73,0.000695399,0.00027254,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000422554,0.000165607,0.000944234,0.000370063,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00640807,-0,-0.00640799,-0,-0.00640785,-0,-0.0064078,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0,-0.0064078,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0,-0.00640799,-0
74,0.000695399,0.00027254,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000801323,0.000314053,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.00058867,0.00023071,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00968968,-0,-0.00968958,-0,-0.00968979,-0,-0.00968939,-0,-0.00968928,-0,-0.00968958,-0,-0.00968928,-0,-0.00968928,-0,-0.00968958,-0,-0.00968928,-0,-0.00968939,-0,-0.00968928,-0,-0.00968928,-0,-0.00968958,-0,-0.00968928,-0
75,0.000615652,0.000241285,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000126371,4.95272e-05,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000311404,0.000122045,0.00148117,0.000580497,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000169637,6.64838e-05,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00781227,-0,-0.00781222,-0,-0.00781204,-0,-0.00781203,-0,-0.00781222,-0,-0.00781222,-0,-0.00781222,-0,-0.00781222,-0,-0.00781222,-0,-0.00781222,-0,-0.00781203,-0,-0.00781222,-0,-0.00781222,-0,-0.00781217,-0,-0.00781222,-0
