time,load/Load_R1/p_mw,load/Load_R1/q_mvar,load/Load_R11/p_mw,load/Load_R11/q_mvar,load/Load_R15/p_mw,load/Load_R15/q_mvar,load/Load_R16/p_mw,load/Load_R16/q_mvar,load/Load_R17/p_mw,load/Load_R17/q_mvar,load/Load_R18/p_mw,load/Load_R18/q_mvar,load/Load_I2/p_mw,load/Load_I2/q_mvar,load/Load_C1/p_mw,load/Load_C1/q_mvar,load/Load_C12/p_mw,load/Load_C12/q_mvar,load/Load_C13/p_mw,load/Load_C13/q_mvar,load/Load_C14/p_mw,load/Load_C14/q_mvar,load/Load_C17/p_mw,load/Load_C17/q_mvar,load/Load_C18/p_mw,load/Load_C18/q_mvar,load/Load_C19/p_mw,load/Load_C19/q_mvar,load/Load_C20/p_mw,load/Load_C20/q_mvar,load/PV_Load_R1/p_mw,load/PV_Load_R1/q_mvar,load/PV_Load_R11/p_mw,load/PV_Load_R11/q_mvar,load/PV_Load_R15/p_mw,load/PV_Load_R15/q_mvar,load/PV_Load_R16/p_mw,load/PV_Load_R16/q_mvar,load/PV_Load_R17/p_mw,load/PV_Load_R17/q_mvar,load/PV_Load_R18/p_mw,load/PV_Load_R18/q_mvar,load/PV_Load_I2/p_mw,load/PV_Load_I2/q_mvar,load/PV_Load_C1/p_mw,load/PV_Load_C1/q_mvar,load/PV_Load_C12/p_mw,load/PV_Load_C12/q_mvar,load/PV_Load_C13/p_mw,load/PV_Load_C13/q_mvar,load/PV_Load_C14/p_mw,load/PV_Load_C14/q_mvar,load/PV_Load_C17/p_mw,load/PV_Load_C17/q_mvar,load/PV_Load_C18/p_mw,load/PV_Load_C18/q_mvar,load/PV_Load_C19/p_mw,load/PV_Load_C19/q_mvar,load/PV_Load_C20/p_mw,load/PV_Load_C20/q_mvar
150,0.00117389,0.000460067,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000817464,0.000320379,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00117734,0.000461421,9.92744e-05,3.89075e-05,0.0023339,0.000914697,0.00107951,0.000423078,0.000249286,9.76999e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.0135775,-0,-0.0135773,-0,-0.013577,-0,-0.0135764,-0,-0.013577,-0,-0.0135773,-0,-0.013577,-0,-0.013577,-0,-0.0135773,-0,-0.013577,-0,-0.0135764,-0,-0.013577,-0,-0.013577,-0,-0.0135775,-0,-0.013577,-0
151,0.000599702,0.000235034,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000675296,0.000264661,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00117734,0.000461421,9.92744e-05,3.89075e-05,0.000539166,0.000211309,0.00108814,0.000426463,0.000249286,9.76999e-05,0.000675641,0.000264796,0.000176032,6.89904e-05,-0.0175935,-0,-0.0175938,-0,-0.0175929,-0,-0.0175932,-0,-0.0175931,-0,-0.0175938,-0,-0.0175931,-0,-0.0175931,-0,-0.0175938,-0,-0.0175931,-0,-0.0175932,-0,-0.0175931,-0,-0.0175931,-0,-0.0175933,-0,-0.0175931,-0
152,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000956472,0.000374859,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00117734,0.000461421,0.00017737,6.95147e-05,0.000127327,4.9902e-05,0.000629198,0.000246594,0.00116966,0.00045841,0.000631841,0.00024763,0.000176032,6.89904e-05,-0.0275489,-0,-0.0275488,-0,-0.0275486,-0,-0.0275491,-0,-0.0275495,-0,-0.0275488,-0,-0.0275495,-0,-0.0275495,-0,-0.0275488,-0,-0.0275495,-0,-0.0275491,-0,-0.0275495,-0,-0.0275495,-0,-0.0275493,-0,-0.0275495,-0
153,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.00105046,0.000411695,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00117734,0.000461421,0.000489754,0.000191944,0.000127327,4.9902e-05,0.00408794,0.00160214,0.000249286,9.76999e-05,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0240718,-0,-0.0240724,-0,-0.0240714,-0,-0.0240716,-0,-0.0240716,-0,-0.0240724,-0,-0.0240716,-0,-0.0240716,-0,-0.0240724,-0,-0.0240716,-0,-0.0240716,-0,-0.0240716,-0,-0.0240716,-0,-0.0240719,-0,-0.0240716,-0
154,0.000156305,6.12589e-05,0.00143407,0.000562037,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.00105046,0.000411695,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00116974,0.000458444,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000249286,9.76999e-05,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0100561,-0,-0.0100558,-0,-0.010056,-0,-0.0100558,-0,-0.0100555,-0,-0.0100558,-0,-0.0100555,-0,-0.0100555,-0,-0.0100558,-0,-0.0100555,-0,-0.0100558,-0,-0.0100555,-0,-0.0100555,-0,-0.010056,-0,-0.0100555,-0
155,0.000156305,6.12589e-05,0.00143407,0.000562037,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.00111444,0.000436768,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.00028004,0.000109753,0.00116784,0.0004577,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.00759734,-0,-0.00759727,-0,-0.0075971,-0,-0.00759709,-0,-0.00759757,-0,-0.00759727,-0,-0.00759757,-0,-0.00759757,-0,-0.00759727,-0,-0.00759757,-0,-0.00759709,-0,-0.00759757,-0,-0.00759757,-0,-0.00759722,-0,-0.00759757,-0
156,0.000156305,6.12589e-05,0.00103564,0.000405885,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000580518,0.000227516,0.000229679,9.00153e-05,0.000264314,0.000103589,0.00028004,0.000109753,0.000246861,9.67495e-05,0.000411658,0.000161336,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0166827,-0,-0.0166827,-0,-0.016682,-0,-0.0166817,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0,-0.0166817,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0,-0.0166827,-0
157,0.000156305,6.12589e-05,0.000437991,0.000171657,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000580518,0.000227516,0.000229679,9.00153e-05,0.001192,0.000467168,0.000335408,0.000131452,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0,-0.03,-0
158,0.000156305,6.12589e-05,0.000437991,0.000171657,0.000174533,6.84029e-05,7.69279e-05,3.01495e-05,0.000258271,0.000101221,0.000229679,9.00153e-05,0.001192,0.000467168,0.000628569,0.000246348,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000249286,9.76999e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.02855,-0,-0.02855,-0,-0.0285496,-0,-0.0285494,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0,-0.0285494,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0,-0.02855,-0
159,0.000156305,6.12589e-05,0.000437991,0.000171657,0.000174533,6.84029e-05,0.000134481,5.27057e-05,0.000477841,0.000187275,0.000229679,9.00153e-05,0.001192,0.000467168,0.000646492,0.000253372,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000362153,0.000141935,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0269509,-0,-0.0269499,-0,-0.0269491,-0,-0.0269487,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0,-0.0269487,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0,-0.0269499,-0
160,0.000156305,6.12589e-05,0.000437991,0.000171657,0.000174533,6.84029e-05,0.000364695,0.000142931,0.000928039,0.000363715,0.000229679,9.00153e-05,0.000943238,0.000369672,0.000646492,0.000253372,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000157915,6.18899e-05,0.000629198,0.000246594,0.000659156,0.000258335,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0271171,-0,-0.0271165,-0,-0.0271163,-0,-0.0271156,-0,-0.0271165,-0,-0.0271165,-0,-0.0271165,-0,-0.0271165,-0,-0.0271165,-0,-0.0271165,-0,-0.0271156,-0,-0.0271165,-0,-0.0271165,-0,-0.027117,-0,-0.0271165,-0
161,0.00131807,0.000516575,0.000437991,0.000171657,0.000693524,0.000271805,0.000364695,0.000142931,0.000897236,0.000351643,0.000944234,0.000370063,0.000419793,0.000164524,0.000591124,0.000231672,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000187332,7.3419e-05,0.000629198,0.000246594,0.000659156,0.000258335,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0264484,-0,-0.0264485,-0,-0.0264481,-0,-0.026448,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0,-0.026448,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0,-0.0264485,-0
162,0.00247983,0.000971892,0.000437991,0.000171657,0.00483161,0.0018936,0.000249588,9.78183e-05,0.0008767,0.000343595,0.000944234,0.000370063,0.000181392,7.10908e-05,0.000253156,9.92165e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,0.000187332,7.3419e-05,0.00406203,0.00159198,0.000659156,0.000258335,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0287028,-0,-0.0287016,-0,-0.0287014,-0,-0.0287019,-0,-0.0287016,-0,-0.0287016,-0,-0.0287016,-0,-0.0287016,-0,-0.0287016,-0,-0.0287016,-0,-0.0287019,-0,-0.0287016,-0,-0.0287016,-0,-0.0287021,-0,-0.0287016,-0
163,0.000188204,7.37608e-05,0.000437991,0.000171657,0.00486059,0.00190496,7.69279e-05,3.01495e-05,0.000990434,0.000388169,0.000944234,0.000370063,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.00050469,0.000197797,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0282405,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0,-0.0282408,-0
164,0.000500815,0.000196279,0.000437991,0.000171657,0.00503183,0.00197207,7.69279e-05,3.01495e-05,0.000410706,0.000160963,0.000944234,0.000370063,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000690884,0.00027077,0.00050469,0.000197797,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0262937,-0,-0.0262939,-0,-0.0262937,-0,-0.0262931,-0,-0.0262939,-0,-0.0262939,-0,-0.0262939,-0,-0.0262939,-0,-0.0262939,-0,-0.0262939,-0,-0.0262931,-0,-0.0262939,-0,-0.0262939,-0,-0.0262934,-0,-0.0262939,-0
165,0.000730488,0.000286292,0.000360283,0.000141201,0.00176905,0.000693321,7.69279e-05,3.01495e-05,0.00668583,0.0026203,0.000515501,0.000202034,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.00050469,0.000197797,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0200713,-0,-0.0200721,-0,-0.0200718,-0,-0.0200716,-0,-0.0200713,-0,-0.0200721,-0,-0.0200713,-0,-0.0200713,-0,-0.0200721,-0,-0.0200713,-0,-0.0200716,-0,-0.0200713,-0,-0.0200713,-0,-0.0200721,-0,-0.0200713,-0
166,0.000730488,0.000286292,0.000360283,0.000141201,0.000569704,0.000223277,7.69279e-05,3.01495e-05,0.00881044,0.00345297,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.00050469,0.000197797,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0262364,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0,-0.0262354,-0
167,0.000730488,0.000286292,0.000360283,0.000141201,0.000540066,0.000211662,7.69279e-05,3.01495e-05,0.009,0.00352727,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.00050469,0.000197797,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0262307,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0,-0.0262294,-0
168,0.000615652,0.000241285,0.000360283,0.000141201,0.000540066,0.000211662,7.69279e-05,3.01495e-05,0.00890522,0.00349012,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000255466,0.000100122,4.02472e-05,1.57736e-05,0.00293502,0.00115029,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0252429,-0,-0.0252417,-0,-0.0252422,-0,-0.0252412,-0,-0.0252424,-0,-0.0252417,-0,-0.0252424,-0,-0.0252424,-0,-0.0252417,-0,-0.0252424,-0,-0.0252412,-0,-0.0252424,-0,-0.0252424,-0,-0.0252427,-0,-0.0252424,-0
169,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000408342,0.000160037,7.69279e-05,3.01495e-05,0.00387644,0.00151925,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.00178211,0.000698442,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0255715,-0,-0.0255719,-0,-0.0255715,-0,-0.0255714,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0,-0.0255714,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0,-0.0255719,-0
170,0.000479762,0.000188027,0.000360283,0.000141201,0.000210757,8.25997e-05,7.69279e-05,3.01495e-05,0.000462045,0.000181084,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.00474488,0.0018596,4.02472e-05,1.57736e-05,0.000629198,0.000246594,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0196396,-0,-0.0196382,-0,-0.0196386,-0,-0.0196382,-0,-0.019639,-0,-0.0196382,-0,-0.019639,-0,-0.019639,-0,-0.0196382,-0,-0.019639,-0,-0.0196382,-0,-0.019639,-0,-0.019639,-0,-0.0196387,-0,-0.019639,-0
171,0.000695399,0.00027254,0.000360283,0.000141201,0.000210757,8.25997e-05,7.69279e-05,3.01495e-05,0.000462045,0.000181084,0.000229679,9.00153e-05,0.000430158,0.000168587,0.000253156,9.92165e-05,0.000246861,9.67495e-05,0.009,0.00352727,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.00013489,5.28658e-05,0.000333161,0.000130572,0.000176032,6.89904e-05,-0.0157204,-0,-0.0157205,-0,-0.0157196,-0,-0.0157199,-0,-0.0157205,-0,-0.0157205,-0,-0.0157205,-0,-0.0157205,-0,-0.0157205,-0,-0.0157205,-0,-0.0157199,-0,-0.0157205,-0,-0.0157205,-0,-0.01572,-0,-0.0157205,-0
172,0.000695399,0.00027254,0.000360283,0.000141201,0.000210757,8.25997e-05,7.69279e-05,3.01495e-05,0.000462045,0.000181084,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000369653,0.000144874,0.000246861,9.67495e-05,0.000333562,0.000130729,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000243169,9.53023e-05,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0247844,-0,-0.0247838,-0,-0.0247833,-0,-0.0247837,-0,-0.0247838,-0,-0.0247838,-0,-0.0247838,-0,-0.0247838,-0,-0.0247838,-0,-0.0247838,-0,-0.0247837,-0,-0.0247838,-0,-0.0247838,-0,-0.0247843,-0,-0.0247838,-0
173,0.000695399,0.00027254,0.000360283,0.000141201,0.000210757,8.25997e-05,0.000134481,5.27057e-05,0.000462045,0.000181084,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000629198,0.000246594,0.000243169,9.53023e-05,0.000391406,0.000153399,0.000176032,6.89904e-05,-0.0250423,-0,-0.025042,-0,-0.0250423,-0,-0.0250418,-0,-0.0250428,-0,-0.025042,-0,-0.0250428,-0,-0.0250428,-0,-0.025042,-0,-0.0250428,-0,-0.0250418,-0,-0.0250428,-0,-0.0250428,-0,-0.0250425,-0,-0.0250428,-0
174,0.000371943,0.000145771,0.000360283,0.000141201,0.000210757,8.25997e-05,0.000364695,0.000142931,0.000542606,0.000212657,0.000229679,9.00153e-05,0.000596002,0.000233584,0.000369653,0.000144874,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000620562,0.00024321,0.000243169,9.53023e-05,0.000333161,0.000130572,0.000176032,6.89904e-05,-0.0224518,-0,-0.0224512,-0,-0.0224511,-0,-0.0224505,-0,-0.0224512,-0,-0.0224512,-0,-0.0224512,-0,-0.0224512,-0,-0.0224512,-0,-0.0224512,-0,-0.0224505,-0,-0.0224512,-0,-0.0224512,-0,-0.0224517,-0,-0.0224512,-0
175,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000210757,8.25997e-05,0.000364695,0.000142931,0.000596314,0.000233706,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000311404,0.000122045,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000586018,0.000229671,9.87969e-05,3.87203e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0256365,-0,-0.0256364,-0,-0.0256359,-0,-0.025635,-0,-0.0256357,-0,-0.0256364,-0,-0.0256357,-0,-0.0256357,-0,-0.0256364,-0,-0.0256357,-0,-0.025635,-0,-0.0256357,-0,-0.0256357,-0,-0.0256359,-0,-0.0256357,-0
176,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000210757,8.25997e-05,0.000249588,9.78183e-05,0.00134664,0.000527774,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000133779,5.24305e-05,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000586018,0.000229671,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0195116,-0,-0.0195107,-0,-0.0195099,-0,-0.0195097,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0,-0.0195097,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0,-0.0195107,-0
177,0.000156305,6.12589e-05,0.000360283,0.000141201,0.00022854,8.9569e-05,7.69279e-05,3.01495e-05,0.00133638,0.00052375,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000355251,0.000139229,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000608225,0.000238374,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.018456,-0,-0.0184554,-0,-0.0184558,-0,-0.0184553,-0,-0.0184554,-0,-0.0184554,-0,-0.0184554,-0,-0.0184554,-0,-0.0184554,-0,-0.0184554,-0,-0.0184553,-0,-0.0184554,-0,-0.0184554,-0,-0.0184559,-0,-0.0184554,-0
178,0.000271142,0.000106266,0.000360283,0.000141201,0.000372119,0.00014584,7.69279e-05,3.01495e-05,0.00199351,0.000781292,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000355251,0.000139229,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000641535,0.000251429,6.27039e-05,2.45748e-05,0.000100181,3.92629e-05,0.000176032,6.89904e-05,-0.0166216,-0,-0.0166211,-0,-0.0166211,-0,-0.0166205,-0,-0.0166211,-0,-0.0166211,-0,-0.0166211,-0,-0.0166211,-0,-0.0166211,-0,-0.0166211,-0,-0.0166205,-0,-0.0166211,-0,-0.0166211,-0,-0.0166216,-0,-0.0166211,-0
179,0.000730488,0.000286292,0.000360283,0.000141201,0.000372119,0.00014584,7.69279e-05,3.01495e-05,0.00216806,0.000849701,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000355251,0.000139229,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000641535,0.000251429,6.27039e-05,2.45748e-05,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.0203101,-0,-0.0203107,-0,-0.0203102,-0,-0.0203094,-0,-0.0203107,-0,-0.0203107,-0,-0.0203107,-0,-0.0203107,-0,-0.0203107,-0,-0.0203107,-0,-0.0203094,-0,-0.0203107,-0,-0.0203107,-0,-0.0203102,-0,-0.0203107,-0
180,0.000730488,0.000286292,0.000360283,0.000141201,0.000761361,0.000298391,7.69279e-05,3.01495e-05,0.00118078,0.00046277,0.000229679,9.00153e-05,0.000181392,7.10908e-05,0.000299883,0.00011753,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,9.90812e-05,3.88318e-05,0.000641535,0.000251429,0.00050469,0.000197797,0.000500906,0.000196314,0.000176032,6.89904e-05,-0.0194733,-0,-0.0194731,-0,-0.0194722,-0,-0.0194724,-0,-0.0194724,-0,-0.0194731,-0,-0.0194724,-0,-0.0194724,-0,-0.0194731,-0,-0.0194724,-0,-0.0194724,-0,-0.0194724,-0,-0.0194724,-0,-0.0194726,-0,-0.0194724,-0
181,0.000730488,0.000286292,0.000360283,0.000141201,0.00102086,0.000400092,7.69279e-05,3.01495e-05,0.000786661,0.000308307,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000411658,0.000161336,0.000187332,7.3419e-05,0.000641535,0.000251429,0.000298226,0.00011688,0.000500906,0.000196314,0.000186188,7.29706e-05,-0.00764816,-0,-0.007648,-0,-0.00764787,-0,-0.00764788,-0,-0.00764785,-0,-0.007648,-0,-0.00764785,-0,-0.00764785,-0,-0.007648,-0,-0.00764785,-0,-0.00764788,-0,-0.00764785,-0,-0.00764785,-0,-0.00764805,-0,-0.00764785,-0
182,0.000730488,0.000286292,0.000360283,0.000141201,0.00102086,0.000400092,7.69279e-05,3.01495e-05,0.000690303,0.000270542,0.000229679,9.00153e-05,0.000181392,7.10908e-05,7.84112e-05,3.07308e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,0.000187332,7.3419e-05,0.000641535,0.000251429,0.000298226,0.00011688,0.000500906,0.000196314,0.000226811,8.88914e-05,-0.00622486,-0,-0.00622471,-0,-0.00622455,-0,-0.00622455,-0,-0.00622463,-0,-0.00622471,-0,-0.00622463,-0,-0.00622463,-0,-0.00622471,-0,-0.00622463,-0,-0.00622455,-0,-0.00622463,-0,-0.00622463,-0,-0.00622466,-0,-0.00622463,-0
183,0.000271142,0.000106266,0.000360283,0.000141201,0.00308364,0.00120854,7.69279e-05,3.01495e-05,0.000410706,0.000160963,0.00037259,0.000146025,0.000181392,7.10908e-05,0.000225632,8.84294e-05,0.000246861,9.67495e-05,0.000489754,0.000191944,9.90812e-05,3.88318e-05,0.000641535,0.000251429,0.000293638,0.000115082,0.000260471,0.000102083,0.000226811,8.88914e-05,-0.00604069,-0,-0.00604068,-0,-0.00604057,-0,-0.00604059,-0,-0.00604068,-0,-0.00604068,-0,-0.00604068,-0,-0.00604068,-0,-0.00604068,-0,-0.00604068,-0,-0.00604059,-0,-0.00604068,-0,-0.00604068,-0,-0.00604063,-0,-0.00604068,-0
184,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000891109,0.000349242,0.000276371,0.000108315,0.000690303,0.000270542,0.00203733,0.000798469,0.00051308,0.000201085,0.000262437,0.000102854,0.000246861,9.67495e-05,0.000489754,0.000191944,4.02472e-05,1.57736e-05,0.000641535,0.000251429,0.000942088,0.000369222,0.000100181,3.92629e-05,0.000331754,0.00013002,-0.00741565,-0,-0.00741549,-0,-0.00741543,-0,-0.0074154,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0,-0.0074154,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0,-0.00741549,-0
185,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000372119,0.00014584,0.000276371,0.000108315,0.000410706,0.000160963,0.00700095,0.0027438,0.001192,0.000467168,0.000274919,0.000107746,0.000246861,9.67495e-05,0.00017737,6.95147e-05,4.02472e-05,1.57736e-05,0.000641535,0.000251429,0.00162724,0.000637746,0.000100181,3.92629e-05,0.000331754,0.00013002,-0.0129808,-0,-0.0129805,-0,-0.01298,-0,-0.0129808,-0,-0.0129803,-0,-0.0129805,-0,-0.0129803,-0,-0.0129803,-0,-0.0129805,-0,-0.0129803,-0,-0.0129808,-0,-0.0129803,-0,-0.0129803,-0,-0.0129801,-0,-0.0129803,-0
186,0.000156305,6.12589e-05,0.000360283,0.000141201,0.000386608,0.000151519,0.00031398,0.000123055,0.000410706,0.000160963,0.000944234,0.000370063,0.001192,0.000467168,0.000457985,0.000179493,0.000246861,9.67495e-05,9.92744e-05,3.89075e-05,4.02472e-05,1.57736e-05,0.000641535,0.000251429,0.000429139,0.000168188,0.000722237,0.000283058,0.000331754,0.00013002,-0.0199414,-0,-0.01994,-0,-0.0199405,-0,-0.0199396,-0,-0.0199407,-0,-0.01994,-0,-0.0199407,-0,-0.0199407,-0,-0.01994,-0,-0.0199407,-0,-0.0199396,-0,-0.0199407,-0,-0.0199407,-0,-0.019941,-0,-0.0199407,-0
