"Time","FMU_Interface_OUT0_Battery Charge - Battery Charge","FMU_Interface_OUT1_Current - Current","FMU_Interface_OUT2_Net Voltage - Net Voltage","FMU_Interface_OUT3_Power - Power"
12.22,90.8099,-114.703,19.601,-2.24831
12.23,90.8096,-114.703,19.601,-2.2483
12.24,90.8092,-114.702,19.6011,-2.2483
12.25,90.8089,-114.702,19.6011,-2.24829
12.26,90.8086,-114.701,19.6011,-2.24828
12.27,90.8083,-114.701,19.6011,-2.24827
12.28,90.808,-114.7,19.6011,-2.24826
12.29,90.8076,-114.7,19.6012,-2.24826
12.3,90.8073,-114.699,19.6012,-2.24825
12.31,90.807,-114.699,19.6012,-2.24824
12.32,90.8067,-114.698,19.6012,-2.24823
12.33,90.8064,-114.698,19.6012,-2.24822
12.34,90.8061,-114.697,19.6013,-2.24822
12.35,90.8057,-114.697,19.6013,-2.24821
12.36,90.8054,-114.696,19.6013,-2.2482
12.37,90.8051,-114.696,19.6013,-2.24819
12.38,90.8048,-114.695,19.6013,-2.24818
12.39,90.8045,-114.695,19.6014,-2.24818
12.4,90.8041,-114.694,19.6014,-2.24817
12.41,90.8038,-114.693,19.6014,-2.24816
12.42,90.8035,-114.693,19.6014,-2.24815
12.43,90.8032,-114.692,19.6014,-2.24814
12.44,90.8029,-114.692,19.6015,-2.24814
12.45,90.8025,-114.691,19.6015,-2.24813
12.46,90.8022,-114.691,19.6015,-2.24812
12.47,90.8019,-114.69,19.6015,-2.24811
12.48,90.8016,-114.69,19.6015,-2.2481
12.49,90.8013,-114.689,19.6016,-2.2481
12.5,90.801,-114.689,19.6016,-2.24809
12.51,90.8006,-114.688,19.6016,-2.24808
12.52,90.8003,-114.688,19.6016,-2.24807
12.53,90.8,-114.687,19.6016,-2.24806
12.54,90.7997,-114.687,19.6017,-2.24806
12.55,90.7994,-114.686,19.6017,-2.24805
12.56,90.799,-114.686,19.6017,-2.24804
12.57,90.7987,-114.685,19.6017,-2.24803
12.58,90.7984,-114.685,19.6017,-2.24802
12.59,90.7981,-114.684,19.6018,-2.24802
12.6,90.7978,-114.683,19.6018,-2.24801
12.61,90.7975,-114.683,19.6018,-2.248
12.62,90.7971,-114.682,19.6018,-2.24799
12.63,90.7968,-114.682,19.6018,-2.24798
12.64,90.7965,-114.681,19.6019,-2.24798
12.65,90.7962,-114.681,19.6019,-2.24797
12.66,90.7959,-114.68,19.6019,-2.24796
12.67,90.7955,-114.68,19.6019,-2.24795
12.68,90.7952,-114.679,19.6019,-2.24794
12.69,90.7949,-114.679,19.602,-2.24794
12.7,90.7946,-114.678,19.602,-2.24793
12.71,90.7943,-114.678,19.602,-2.24792
12.72,90.7939,-114.677,19.602,-2.24791
12.73,90.7936,-114.677,19.602,-2.2479
12.74,90.7933,-114.676,19.6021,-2.2479
12.75,90.793,-114.676,19.6021,-2.24789
12.76,90.7927,-114.675,19.6021,-2.24788
12.77,90.7924,-114.675,19.6021,-2.24787
12.78,90.792,-114.674,19.6021,-2.24786
12.79,90.7917,-114.674,19.6022,-2.24786
12.8,90.7914,-114.673,19.6022,-2.24785
12.81,90.7911,-114.672,19.6022,-2.24784
12.82,90.7908,-114.672,19.6022,-2.24783
12.83,90.7904,-114.671,19.6022,-2.24782
12.84,90.7901,-114.671,19.6023,-2.24782
12.85,90.7898,-114.67,19.6023,-2.24781
12.86,90.7895,-114.67,19.6023,-2.2478
12.87,90.7892,-114.669,19.6023,-2.24779
12.88,90.7889,-114.669,19.6023,-2.24778
12.89,90.7885,-114.668,19.6024,-2.24778
12.9,90.7882,-114.668,19.6024,-2.24777
12.91,90.7879,-114.667,19.6024,-2.24776
12.92,90.7876,-114.667,19.6024,-2.24775
12.93,90.7873,-114.666,19.6024,-2.24774
12.94,90.7869,-114.666,19.6025,-2.24774
12.95,90.7866,-114.665,19.6025,-2.24773
12.96,90.7863,-114.665,19.6025,-2.24772
12.97,90.786,-114.664,19.6025,-2.24771
12.98,90.7857,-114.664,19.6025,-2.2477
12.99,90.7853,-114.663,19.6026,-2.2477
13,90.785,-114.663,19.6026,-2.24769
13.01,90.7847,-114.662,19.6026,-2.24768
13.02,90.7844,-114.661,19.6026,-2.24767
13.03,90.7841,-114.661,19.6026,-2.24766
13.04,90.7838,-114.66,19.6027,-2.24766
13.05,90.7834,-114.66,19.6027,-2.24765
13.06,90.7831,-114.659,19.6027,-2.24764
13.07,90.7828,-114.659,19.6027,-2.24763
13.08,90.7825,-114.658,19.6027,-2.24762
13.09,90.7822,-114.658,19.6028,-2.24762
13.1,90.7818,-114.657,19.6028,-2.24761
13.11,90.7815,-114.657,19.6028,-2.2476
13.12,90.7812,-114.656,19.6028,-2.24759
13.13,90.7809,-114.656,19.6028,-2.24758
13.14,90.7806,-114.655,19.6029,-2.24758
13.15,90.7803,-114.655,19.6029,-2.24757
13.16,90.7799,-114.654,19.6029,-2.24756
13.17,90.7796,-114.654,19.6029,-2.24755
13.18,90.7793,-114.653,19.6029,-2.24754
13.19,90.779,-114.653,19.603,-2.24754
13.2,90.7787,-114.652,19.603,-2.24753
13.21,90.7783,-114.652,19.603,-2.24752
13.22,90.778,-114.651,19.603,-2.24751
13.23,90.7777,-114.65,19.603,-2.2475
13.24,90.7774,-114.65,19.6031,-2.2475
13.25,90.7771,-114.649,19.6031,-2.24749
13.26,90.7767,-114.649,19.6031,-2.24748
13.27,90.7764,-114.648,19.6031,-2.24747
13.28,90.7761,-114.648,19.6031,-2.24746
13.29,90.7758,-114.647,19.6032,-2.24746
13.3,90.7755,-114.647,19.6032,-2.24745
13.31,90.7752,-114.646,19.6032,-2.24744
13.32,90.7748,-114.646,19.6032,-2.24743
13.33,90.7745,-114.645,19.6032,-2.24742
13.34,90.7742,-114.645,19.6032,-2.24742
13.35,90.7739,-114.644,19.6033,-2.24741
13.36,90.7736,-114.644,19.6033,-2.2474
13.37,90.7732,-114.643,19.6033,-2.24739
13.38,90.7729,-114.643,19.6033,-2.24738
13.39,90.7726,-114.642,19.6033,-2.24738
13.4,90.7723,-114.642,19.6034,-2.24737
13.41,90.772,-114.641,19.6034,-2.24736
13.42,90.7717,-114.64,19.6034,-2.24735
13.43,90.7713,-114.64,19.6034,-2.24734
13.44,90.771,-114.639,19.6034,-2.24734
13.45,90.7707,-114.639,19.6035,-2.24733
13.46,90.7704,-114.638,19.6035,-2.24732
13.47,90.7701,-114.638,19.6035,-2.24731
13.48,90.7697,-114.637,19.6035,-2.2473
13.49,90.7694,-114.637,19.6035,-2.2473
13.5,90.7691,-114.636,19.6036,-2.24729
13.51,90.7688,-114.636,19.6036,-2.24728
13.52,90.7685,-114.635,19.6036,-2.24727
13.53,90.7681,-114.635,19.6036,-2.24726
13.54,90.7678,-114.634,19.6036,-2.24726
13.55,90.7675,-114.634,19.6037,-2.24725
13.56,90.7672,-114.633,19.6037,-2.24724
13.57,90.7669,-114.633,19.6037,-2.24723
13.58,90.7666,-114.632,19.6037,-2.24722
13.59,90.7662,-114.632,19.6037,-2.24722
13.6,90.7659,-114.631,19.6038,-2.24721
13.61,90.7656,-114.631,19.6038,-2.2472
13.62,90.7653,-114.63,19.6038,-2.24719
13.63,90.765,-114.629,19.6038,-2.24718
13.64,90.7646,-114.629,19.6038,-2.24718
13.65,90.7643,-114.628,19.6039,-2.24717
13.66,90.764,-114.628,19.6039,-2.24716
13.67,90.7637,-114.627,19.6039,-2.24715
13.68,90.7634,-114.627,19.6039,-2.24714
13.69,90.7631,-114.626,19.6039,-2.24714
13.7,90.7627,-114.626,19.604,-2.24713
13.71,90.7624,-114.625,19.604,-2.24712
13.72,90.7621,-114.625,19.604,-2.24711
13.73,90.7618,-114.624,19.604,-2.2471
13.74,90.7615,-114.624,19.604,-2.2471
13.75,90.7611,-114.623,19.6041,-2.24709
13.76,90.7608,-114.623,19.6041,-2.24708
13.77,90.7605,-114.622,19.6041,-2.24707
13.78,90.7602,-114.622,19.6041,-2.24706
13.79,90.7599,-114.621,19.6041,-2.24706
13.8,90.7596,-114.621,19.6042,-2.24705
13.81,90.7592,-114.62,19.6042,-2.24704
13.82,90.7589,-114.62,19.6042,-2.24703
13.83,90.7586,-114.619,19.6042,-2.24702
13.84,90.7583,-114.618,19.6042,-2.24702
13.85,90.758,-114.618,19.6043,-2.24701
13.86,90.7576,-114.617,19.6043,-2.247
13.87,90.7573,-114.617,19.6043,-2.24699
13.88,90.757,-114.616,19.6043,-2.24698
13.89,90.7567,-114.616,19.6043,-2.24698
13.9,90.7564,-114.615,19.6044,-2.24697
13.91,90.7561,-114.615,19.6044,-2.24696
13.92,90.7557,-114.614,19.6044,-2.24695
13.93,90.7554,-114.614,19.6044,-2.24694
13.94,90.7551,-114.613,19.6044,-2.24694
13.95,90.7548,-114.613,19.6045,-2.24693
13.96,90.7545,-114.612,19.6045,-2.24692
13.97,90.7541,-114.612,19.6045,-2.24691
13.98,90.7538,-114.611,19.6045,-2.2469
13.99,90.7535,-114.611,19.6045,-2.2469
14,90.7532,-114.61,19.6046,-2.24689
14.01,90.7529,-114.61,19.6046,-2.24688
14.02,90.7525,-114.609,19.6046,-2.24687
14.03,90.7522,-114.608,19.6046,-2.24686
14.04,90.7519,-114.608,19.6046,-2.24686
14.05,90.7516,-114.607,19.6047,-2.24685
14.06,90.7513,-114.607,19.6047,-2.24684
14.07,90.751,-114.606,19.6047,-2.24683
14.08,90.7506,-114.606,19.6047,-2.24682
14.09,90.7503,-114.605,19.6047,-2.24682
14.1,90.75,-114.605,19.6048,-2.24681
14.11,90.7497,-114.604,19.6048,-2.2468
14.12,90.7494,-114.604,19.6048,-2.24679
14.13,90.749,-114.603,19.6048,-2.24678
14.14,90.7487,-114.603,19.6048,-2.24678
14.15,90.7484,-114.602,19.6049,-2.24677
14.16,90.7481,-114.602,19.6049,-2.24676
14.17,90.7478,-114.601,19.6049,-2.24675
14.18,90.7475,-114.601,19.6049,-2.24674
14.19,90.7471,-114.6,19.6049,-2.24674
14.2,90.7468,-114.6,19.605,-2.24673
14.21,90.7465,-114.599,19.605,-2.24672
14.22,90.7462,-114.599,19.605,-2.24671
14.23,90.7459,-114.598,19.605,-2.2467
14.24,90.7455,-114.597,19.605,-2.2467
14.25,90.7452,-114.597,19.6051,-2.24669
14.26,90.7449,-114.596,19.6051,-2.24668
14.27,90.7446,-114.596,19.6051,-2.24667
14.28,90.7443,-114.595,19.6051,-2.24666
14.29,90.744,-114.595,19.6051,-2.24666
14.3,90.7436,-114.594,19.6052,-2.24665
14.31,90.7433,-114.594,19.6052,-2.24664
14.32,90.743,-114.593,19.6052,-2.24663
14.33,90.7427,-114.593,19.6052,-2.24662
14.34,90.7424,-114.592,19.6052,-2.24662
14.35,90.742,-114.592,19.6053,-2.24661
14.36,90.7417,-114.591,19.6053,-2.2466
14.37,90.7414,-114.591,19.6053,-2.24659
14.38,90.7411,-114.59,19.6053,-2.24658
14.39,90.7408,-114.59,19.6053,-2.24658
14.4,90.7405,-114.589,19.6054,-2.24657
14.41,90.7401,-114.589,19.6054,-2.24656
14.42,90.7398,-114.588,19.6054,-2.24655
14.43,90.7395,-114.588,19.6054,-2.24654
14.44,90.7392,-114.587,19.6054,-2.24654
14.45,90.7389,-114.586,19.6055,-2.24653
14.46,90.7385,-114.586,19.6055,-2.24652
14.47,90.7382,-114.585,19.6055,-2.24651
14.48,90.7379,-114.585,19.6055,-2.2465
14.49,90.7376,-114.584,19.6055,-2.2465
14.5,90.7373,-114.584,19.6056,-2.24649
14.51,90.737,-114.583,19.6056,-2.24648
14.52,90.7366,-114.583,19.6056,-2.24647
14.53,90.7363,-114.582,19.6056,-2.24646
14.54,90.736,-114.582,19.6056,-2.24646
14.55,90.7357,-114.581,19.6057,-2.24645
14.56,90.7354,-114.581,19.6057,-2.24644
14.57,90.735,-114.58,19.6057,-2.24643
14.58,90.7347,-114.58,19.6057,-2.24642
14.59,90.7344,-114.579,19.6057,-2.24642
14.6,90.7341,-114.579,19.6058,-2.24641
14.61,90.7338,-114.578,19.6058,-2.2464
14.62,90.7334,-114.578,19.6058,-2.24639
14.63,90.7331,-114.577,19.6058,-2.24638
14.64,90.7328,-114.577,19.6058,-2.24638
14.65,90.7325,-114.576,19.6059,-2.24637
14.66,90.7322,-114.575,19.6059,-2.24636
14.67,90.7319,-114.575,19.6059,-2.24635
14.68,90.7315,-114.574,19.6059,-2.24634
14.69,90.7312,-114.574,19.6059,-2.24634
14.7,90.7309,-114.573,19.6059,-2.24633
14.71,90.7306,-114.573,19.606,-2.24632
14.72,90.7303,-114.572,19.606,-2.24631
14.73,90.7299,-114.572,19.606,-2.2463
14.74,90.7296,-114.571,19.606,-2.2463
14.75,90.7293,-114.571,19.606,-2.24629
14.76,90.729,-114.57,19.6061,-2.24628
14.77,90.7287,-114.57,19.6061,-2.24627
14.78,90.7284,-114.569,19.6061,-2.24626
14.79,90.728,-114.569,19.6061,-2.24626
14.8,90.7277,-114.568,19.6061,-2.24625
14.81,90.7274,-114.568,19.6062,-2.24624
14.82,90.7271,-114.567,19.6062,-2.24623
14.83,90.7268,-114.567,19.6062,-2.24622
14.84,90.7264,-114.566,19.6062,-2.24622
14.85,90.7261,-114.566,19.6062,-2.24621
14.86,90.7258,-114.565,19.6063,-2.2462
14.87,90.7255,-114.564,19.6063,-2.24619
14.88,90.7252,-114.564,19.6063,-2.24618
14.89,90.7249,-114.563,19.6063,-2.24618
14.9,90.7245,-114.563,19.6063,-2.24617
14.91,90.7242,-114.562,19.6064,-2.24616
14.92,90.7239,-114.562,19.6064,-2.24615
14.93,90.7236,-114.561,19.6064,-2.24614
14.94,90.7233,-114.561,19.6064,-2.24614
14.95,90.7229,-114.56,19.6064,-2.24613
14.96,90.7226,-114.56,19.6065,-2.24612
14.97,90.7223,-114.559,19.6065,-2.24611
14.98,90.722,-114.559,19.6065,-2.2461
14.99,90.7217,-114.558,19.6065,-2.2461
15,90.7214,-114.558,19.6065,-2.24609
15.01,90.721,-114.557,19.6066,-2.24608
15.02,90.7207,-114.557,19.6066,-2.24607
15.03,90.7204,-114.556,19.6066,-2.24606
15.04,90.7201,-114.556,19.6066,-2.24606
15.05,90.7198,-114.555,19.6066,-2.24605
15.06,90.7194,-114.554,19.6067,-2.24604
15.07,90.7191,-114.554,19.6067,-2.24603
15.08,90.7188,-114.553,19.6067,-2.24602
15.09,90.7185,-114.553,19.6067,-2.24602
15.1,90.7182,-114.552,19.6067,-2.24601
15.11,90.7179,-114.552,19.6068,-2.246
15.12,90.7175,-114.551,19.6068,-2.24599
15.13,90.7172,-114.551,19.6068,-2.24598
15.14,90.7169,-114.55,19.6068,-2.24598
15.15,90.7166,-114.55,19.6068,-2.24597
15.16,90.7163,-114.549,19.6069,-2.24596
15.17,90.7159,-114.549,19.6069,-2.24595
15.18,90.7156,-114.548,19.6069,-2.24594
15.19,90.7153,-114.548,19.6069,-2.24594
15.2,90.715,-114.547,19.6069,-2.24593
15.21,90.7147,-114.547,19.607,-2.24592
15.22,90.7144,-114.546,19.607,-2.24591
15.23,90.714,-114.546,19.607,-2.2459
15.24,90.7137,-114.545,19.607,-2.2459
15.25,90.7134,-114.545,19.607,-2.24589
15.26,90.7131,-114.544,19.6071,-2.24588
15.27,90.7128,-114.543,19.6071,-2.24587
15.28,90.7124,-114.543,19.6071,-2.24586
15.29,90.7121,-114.542,19.6071,-2.24586
15.3,90.7118,-114.542,19.6071,-2.24585
15.31,90.7115,-114.541,19.6072,-2.24584
15.32,90.7112,-114.541,19.6072,-2.24583
15.33,90.7109,-114.54,19.6072,-2.24582
15.34,90.7105,-114.54,19.6072,-2.24582
15.35,90.7102,-114.539,19.6072,-2.24581
15.36,90.7099,-114.539,19.6073,-2.2458
15.37,90.7096,-114.538,19.6073,-2.24579
15.38,90.7093,-114.538,19.6073,-2.24578
15.39,90.7089,-114.537,19.6073,-2.24578
15.4,90.7086,-114.537,19.6073,-2.24577
15.41,90.7083,-114.536,19.6074,-2.24576
15.42,90.708,-114.536,19.6074,-2.24575
15.43,90.7077,-114.535,19.6074,-2.24574
15.44,90.7074,-114.535,19.6074,-2.24574
15.45,90.707,-114.534,19.6074,-2.24573
15.46,90.7067,-114.534,19.6075,-2.24572
15.47,90.7064,-114.533,19.6075,-2.24571
15.48,90.7061,-114.532,19.6075,-2.2457
15.49,90.7058,-114.532,19.6075,-2.2457
15.5,90.7054,-114.531,19.6075,-2.24569
15.51,90.7051,-114.531,19.6076,-2.24568
15.52,90.7048,-114.53,19.6076,-2.24567
15.53,90.7045,-114.53,19.6076,-2.24566
15.54,90.7042,-114.529,19.6076,-2.24566
15.55,90.7039,-114.529,19.6076,-2.24565
15.56,90.7035,-114.528,19.6077,-2.24564
15.57,90.7032,-114.528,19.6077,-2.24563
15.58,90.7029,-114.527,19.6077,-2.24562
15.59,90.7026,-114.527,19.6077,-2.24562
15.6,90.7023,-114.526,19.6077,-2.24561
15.61,90.7019,-114.526,19.6078,-2.2456
15.62,90.7016,-114.525,19.6078,-2.24559
15.63,90.7013,-114.525,19.6078,-2.24558
15.64,90.701,-114.524,19.6078,-2.24558
15.65,90.7007,-114.524,19.6078,-2.24557
15.66,90.7004,-114.523,19.6079,-2.24556
15.67,90.7,-114.523,19.6079,-2.24555
15.68,90.6997,-114.522,19.6079,-2.24554
15.69,90.6994,-114.521,19.6079,-2.24554
15.7,90.6991,-114.521,19.6079,-2.24553
15.71,90.6988,-114.52,19.608,-2.24552
15.72,90.6984,-114.52,19.608,-2.24551
15.73,90.6981,-114.519,19.608,-2.2455
15.74,90.6978,-114.519,19.608,-2.2455
15.75,90.6975,-114.518,19.608,-2.24549
15.76,90.6972,-114.518,19.6081,-2.24548
15.77,90.6969,-114.517,19.6081,-2.24547
15.78,90.6965,-114.517,19.6081,-2.24546
15.79,90.6962,-114.516,19.6081,-2.24546
15.8,90.6959,-114.516,19.6081,-2.24545
15.81,90.6956,-114.515,19.6082,-2.24544
15.82,90.6953,-114.515,19.6082,-2.24543
15.83,90.6949,-114.514,19.6082,-2.24542
15.84,90.6946,-114.514,19.6082,-2.24542
15.85,90.6943,-114.513,19.6082,-2.24541
15.86,90.694,-114.513,19.6083,-2.2454
15.87,90.6937,-114.512,19.6083,-2.24539
15.88,90.6934,-114.512,19.6083,-2.24538
15.89,90.693,-114.511,19.6083,-2.24538
15.9,90.6927,-114.51,19.6083,-2.24537
15.91,90.6924,-114.51,19.6084,-2.24536
15.92,90.6921,-114.509,19.6084,-2.24535
15.93,90.6918,-114.509,19.6084,-2.24534
15.94,90.6914,-114.508,19.6084,-2.24534
15.95,90.6911,-114.508,19.6084,-2.24533
15.96,90.6908,-114.507,19.6085,-2.24532
15.97,90.6905,-114.507,19.6085,-2.24531
15.98,90.6902,-114.506,19.6085,-2.2453
15.99,90.6899,-114.506,19.6085,-2.2453
16,90.6895,-114.505,19.6085,-2.24529
16.01,90.6892,-114.505,19.6085,-2.24528
16.02,90.6889,-114.504,19.6086,-2.24527
16.03,90.6886,-114.504,19.6086,-2.24526
16.04,90.6883,-114.503,19.6086,-2.24525
16.05,90.688,-114.503,19.6086,-2.24525
16.06,90.6876,-114.502,19.6086,-2.24524
16.07,90.6873,-114.502,19.6087,-2.24523
16.08,90.687,-114.501,19.6087,-2.24522
16.09,90.6867,-114.501,19.6087,-2.24521
16.1,90.6864,-114.5,19.6087,-2.24521
16.11,90.686,-114.499,19.6087,-2.2452
16.12,90.6857,-114.499,19.6088,-2.24519
16.13,90.6854,-114.498,19.6088,-2.24518
16.14,90.6851,-114.498,19.6088,-2.24517
16.15,90.6848,-114.497,19.6088,-2.24517
16.16,90.6845,-114.497,19.6088,-2.24516
16.17,90.6841,-114.496,19.6089,-2.24515
16.18,90.6838,-114.496,19.6089,-2.24514
16.19,90.6835,-114.495,19.6089,-2.24513
16.2,90.6832,-114.495,19.6089,-2.24513
16.21,90.6829,-114.494,19.6089,-2.24512
16.22,90.6825,-114.494,19.609,-2.24511
16.23,90.6822,-114.493,19.609,-2.2451
16.24,90.6819,-114.493,19.609,-2.24509
16.25,90.6816,-114.492,19.609,-2.24509
16.26,90.6813,-114.492,19.609,-2.24508
16.27,90.681,-114.491,19.6091,-2.24507
16.28,90.6806,-114.491,19.6091,-2.24506
16.29,90.6803,-114.49,19.6091,-2.24505
16.3,90.68,-114.489,19.6091,-2.24505
16.31,90.6797,-114.489,19.6091,-2.24504
16.32,90.6794,-114.488,19.6092,-2.24503
16.33,90.679,-114.488,19.6092,-2.24502
16.34,90.6787,-114.487,19.6092,-2.24501
16.35,90.6784,-114.487,19.6092,-2.24501
16.36,90.6781,-114.486,19.6092,-2.245
16.37,90.6778,-114.486,19.6093,-2.24499
16.38,90.6775,-114.485,19.6093,-2.24498
16.39,90.6771,-114.485,19.6093,-2.24497
16.4,90.6768,-114.484,19.6093,-2.24497
16.41,90.6765,-114.484,19.6093,-2.24496
16.42,90.6762,-114.483,19.6094,-2.24495
16.43,90.6759,-114.483,19.6094,-2.24494
16.44,90.6755,-114.482,19.6094,-2.24493
16.45,90.6752,-114.482,19.6094,-2.24493
16.46,90.6749,-114.481,19.6094,-2.24492
16.47,90.6746,-114.481,19.6095,-2.24491
16.48,90.6743,-114.48,19.6095,-2.2449
16.49,90.674,-114.48,19.6095,-2.24489
16.5,90.6736,-114.479,19.6095,-2.24489
16.51,90.6733,-114.478,19.6095,-2.24488
16.52,90.673,-114.478,19.6096,-2.24487
16.53,90.6727,-114.477,19.6096,-2.24486
16.54,90.6724,-114.477,19.6096,-2.24485
16.55,90.672,-114.476,19.6096,-2.24485
16.56,90.6717,-114.476,19.6096,-2.24484
16.57,90.6714,-114.475,19.6097,-2.24483
16.58,90.6711,-114.475,19.6097,-2.24482
16.59,90.6708,-114.474,19.6097,-2.24481
16.6,90.6705,-114.474,19.6097,-2.24481
16.61,90.6701,-114.473,19.6097,-2.2448
16.62,90.6698,-114.473,19.6098,-2.24479
16.63,90.6695,-114.472,19.6098,-2.24478
16.64,90.6692,-114.472,19.6098,-2.24477
16.65,90.6689,-114.471,19.6098,-2.24477
16.66,90.6686,-114.471,19.6098,-2.24476
16.67,90.6682,-114.47,19.6099,-2.24475
16.68,90.6679,-114.47,19.6099,-2.24474
16.69,90.6676,-114.469,19.6099,-2.24473
16.7,90.6673,-114.469,19.6099,-2.24473
16.71,90.667,-114.468,19.6099,-2.24472
16.72,90.6666,-114.467,19.61,-2.24471
16.73,90.6663,-114.467,19.61,-2.2447
16.74,90.666,-114.466,19.61,-2.24469
16.75,90.6657,-114.466,19.61,-2.24469
16.76,90.6654,-114.465,19.61,-2.24468
16.77,90.6651,-114.465,19.6101,-2.24467
16.78,90.6647,-114.464,19.6101,-2.24466
16.79,90.6644,-114.464,19.6101,-2.24465
16.8,90.6641,-114.463,19.6101,-2.24465
16.81,90.6638,-114.463,19.6101,-2.24464
16.82,90.6635,-114.462,19.6102,-2.24463
16.83,90.6631,-114.462,19.6102,-2.24462
16.84,90.6628,-114.461,19.6102,-2.24461
16.85,90.6625,-114.461,19.6102,-2.24461
16.86,90.6622,-114.46,19.6102,-2.2446
16.87,90.6619,-114.46,19.6103,-2.24459
16.88,90.6616,-114.459,19.6103,-2.24458
16.89,90.6612,-114.459,19.6103,-2.24457
16.9,90.6609,-114.458,19.6103,-2.24457
16.91,90.6606,-114.458,19.6103,-2.24456
16.92,90.6603,-114.457,19.6104,-2.24455
16.93,90.66,-114.456,19.6104,-2.24454
16.94,90.6596,-114.456,19.6104,-2.24453
16.95,90.6593,-114.455,19.6104,-2.24453
16.96,90.659,-114.455,19.6104,-2.24452
16.97,90.6587,-114.454,19.6105,-2.24451
16.98,90.6584,-114.454,19.6105,-2.2445
16.99,90.6581,-114.453,19.6105,-2.24449
17,90.6577,-114.453,19.6105,-2.24449
17.01,90.6574,-114.452,19.6105,-2.24448
17.02,90.6571,-114.452,19.6106,-2.24447
17.03,90.6568,-114.451,19.6106,-2.24446
17.04,90.6565,-114.451,19.6106,-2.24445
17.05,90.6562,-114.45,19.6106,-2.24445
17.06,90.6558,-114.45,19.6106,-2.24444
17.07,90.6555,-114.449,19.6107,-2.24443
17.08,90.6552,-114.449,19.6107,-2.24442
17.09,90.6549,-114.448,19.6107,-2.24441
17.1,90.6546,-114.448,19.6107,-2.24441
17.11,90.6542,-114.447,19.6107,-2.2444
17.12,90.6539,-114.447,19.6108,-2.24439
17.13,90.6536,-114.446,19.6108,-2.24438
17.14,90.6533,-114.445,19.6108,-2.24437
17.15,90.653,-114.445,19.6108,-2.24437
17.16,90.6527,-114.444,19.6108,-2.24436
17.17,90.6523,-114.444,19.6109,-2.24435
17.18,90.652,-114.443,19.6109,-2.24434
17.19,90.6517,-114.443,19.6109,-2.24433
17.2,90.6514,-114.442,19.6109,-2.24433
17.21,90.6511,-114.442,19.6109,-2.24432
17.22,90.6507,-114.441,19.611,-2.24431
17.23,90.6504,-114.441,19.611,-2.2443
17.24,90.6501,-114.44,19.611,-2.24429
17.25,90.6498,-114.44,19.611,-2.24429
17.26,90.6495,-114.439,19.611,-2.24428
17.27,90.6492,-114.439,19.6111,-2.24427
17.28,90.6488,-114.438,19.6111,-2.24426
17.29,90.6485,-114.438,19.6111,-2.24425
17.3,90.6482,-114.437,19.6111,-2.24425
17.31,90.6479,-114.437,19.6111,-2.24424
17.32,90.6476,-114.436,19.6111,-2.24423
17.33,90.6473,-114.436,19.6112,-2.24422
17.34,90.6469,-114.435,19.6112,-2.24421
17.35,90.6466,-114.434,19.6112,-2.24421
17.36,90.6463,-114.434,19.6112,-2.2442
17.37,90.646,-114.433,19.6112,-2.24419
17.38,90.6457,-114.433,19.6113,-2.24418
17.39,90.6453,-114.432,19.6113,-2.24417
17.4,90.645,-114.432,19.6113,-2.24417
17.41,90.6447,-114.431,19.6113,-2.24416
17.42,90.6444,-114.431,19.6113,-2.24415
17.43,90.6441,-114.43,19.6114,-2.24414
17.44,90.6438,-114.43,19.6114,-2.24413
17.45,90.6434,-114.429,19.6114,-2.24413
17.46,90.6431,-114.429,19.6114,-2.24412
17.47,90.6428,-114.428,19.6114,-2.24411
17.48,90.6425,-114.428,19.6115,-2.2441
17.49,90.6422,-114.427,19.6115,-2.24409
17.5,90.6418,-114.427,19.6115,-2.24409
17.51,90.6415,-114.426,19.6115,-2.24408
17.52,90.6412,-114.426,19.6115,-2.24407
17.53,90.6409,-114.425,19.6116,-2.24406
17.54,90.6406,-114.425,19.6116,-2.24405
17.55,90.6403,-114.424,19.6116,-2.24405
17.56,90.6399,-114.423,19.6116,-2.24404
17.57,90.6396,-114.423,19.6116,-2.24403
17.58,90.6393,-114.422,19.6117,-2.24402
17.59,90.639,-114.422,19.6117,-2.24401
17.6,90.6387,-114.421,19.6117,-2.24401
17.61,90.6384,-114.421,19.6117,-2.244
17.62,90.638,-114.42,19.6117,-2.24399
17.63,90.6377,-114.42,19.6118,-2.24398
17.64,90.6374,-114.419,19.6118,-2.24397
17.65,90.6371,-114.419,19.6118,-2.24397
17.66,90.6368,-114.418,19.6118,-2.24396
17.67,90.6364,-114.418,19.6118,-2.24395
17.68,90.6361,-114.417,19.6119,-2.24394
17.69,90.6358,-114.417,19.6119,-2.24393
17.7,90.6355,-114.416,19.6119,-2.24393
17.71,90.6352,-114.416,19.6119,-2.24392
17.72,90.6349,-114.415,19.6119,-2.24391
17.73,90.6345,-114.415,19.612,-2.2439
17.74,90.6342,-114.414,19.612,-2.24389
17.75,90.6339,-114.414,19.612,-2.24389
17.76,90.6336,-114.413,19.612,-2.24388
17.77,90.6333,-114.412,19.612,-2.24387
17.78,90.6329,-114.412,19.6121,-2.24386
17.79,90.6326,-114.411,19.6121,-2.24385
17.8,90.6323,-114.411,19.6121,-2.24385
17.81,90.632,-114.41,19.6121,-2.24384
17.82,90.6317,-114.41,19.6121,-2.24383
