Time,In1,Out1,
9.04,0.375353,1.92499,
9.05,0.366066,1.92874,
9.06,0.356742,1.9324,
9.07,0.347382,1.93597,
9.08,0.337988,1.93944,
9.09,0.328559,1.94282,
9.1,0.319098,1.94611,
9.11,0.309605,1.9493,
9.12,0.300081,1.9524,
9.13,0.290527,1.9554,
9.14,0.280944,1.9583,
9.15,0.271333,1.96111,
9.16,0.261695,1.96383,
9.17,0.252031,1.96644,
9.18,0.242341,1.96896,
9.19,0.232627,1.97139,
9.2,0.22289,1.97371,
9.21,0.21313,1.97594,
9.22,0.20335,1.97807,
9.23,0.193549,1.98011,
9.24,0.183728,1.98204,
9.25,0.173889,1.98388,
9.26,0.164033,1.98562,
9.27,0.154161,1.98726,
9.28,0.144273,1.9888,
9.29,0.13437,1.99024,
9.3,0.124454,1.99159,
9.31,0.114526,1.99283,
9.32,0.104586,1.99398,
9.33,0.094636,1.99502,
9.34,0.084676,1.99597,
9.35,0.074708,1.99682,
9.36,0.064733,1.99756,
9.37,0.054751,1.99821,
9.38,0.044763,1.99876,
9.39,0.034771,1.9992,
9.4,0.024775,1.99955,
9.41,0.014777,1.9998,
9.42,0.004778,1.99995,
9.43,-0.005222,2,
9.44,-0.015221,1.99994,
9.45,-0.025219,1.99979,
9.46,-0.035215,1.99954,
9.47,-0.045207,1.99919,
9.48,-0.055194,1.99873,
9.49,-0.065176,1.99818,
9.5,-0.075151,1.99753,
9.51,-0.085119,1.99678,
9.52,-0.095078,1.99593,
9.53,-0.105028,1.99498,
9.54,-0.114967,1.99393,
9.55,-0.124895,1.99278,
9.56,-0.13481,1.99153,
9.57,-0.144712,1.99018,
9.58,-0.154599,1.98873,
9.59,-0.164471,1.98719,
9.6,-0.174327,1.98554,
9.61,-0.184165,1.9838,
9.62,-0.193984,1.98196,
9.63,-0.203785,1.98002,
9.64,-0.213564,1.97798,
9.65,-0.223323,1.97584,
9.66,-0.233059,1.97361,
9.67,-0.242772,1.97128,
9.68,-0.25246,1.96885,
9.69,-0.262124,1.96633,
9.7,-0.271761,1.96371,
9.71,-0.281371,1.96099,
9.72,-0.290952,1.95818,
9.73,-0.300505,1.95527,
9.74,-0.310028,1.95226,
9.75,-0.319519,1.94916,
9.76,-0.328979,1.94597,
9.77,-0.338406,1.94268,
9.78,-0.347799,1.93929,
9.79,-0.357157,1.93581,
9.8,-0.366479,1.93224,
9.81,-0.375765,1.92858,
9.82,-0.385013,1.92482,
9.83,-0.394223,1.92097,
9.84,-0.403393,1.91703,
9.85,-0.412523,1.91299,
9.86,-0.421612,1.90887,
9.87,-0.430658,1.90465,
9.88,-0.439662,1.90035,
9.89,-0.448621,1.89595,
9.9,-0.457536,1.89146,
9.91,-0.466405,1.88689,
9.92,-0.475227,1.88222,
9.93,-0.484002,1.87747,
9.94,-0.492728,1.87263,
9.95,-0.501405,1.8677,
9.96,-0.510032,1.86269,
9.97,-0.518608,1.85759,
9.98,-0.527132,1.8524,
9.99,-0.535603,1.84713,
10,-0.544021,1.84178,
