"time","WKM1_live","FloMGT1_flourWeight","SyrMGT1_syrup1Weight","SyrMGT1_syrup2Weight","SyrMGT1_syrup3Weight","MGT1_cycleEnd","FloMGT1_weighingRequest","SyrMGT1_weighingRequest","KNEAD1_kneadingRequest","generalFaultGenFLT1","KNEAD1_kneadingOK","FloMGT1_weighingOk","SyrMGT1_weighingOk","MGT1_endCycleRequest","KNEAD1_cycleInProgress","WKM1_autoMode","WKM1_manualMode","F3MiXExV1_acknowledgePB","WKM1_endCyclePB","WKM1_startCyclePB","WKM1_autoSwitch","WKM1_manualSwitch","WKM1_emergencyStop","percentOpening","defGeneralFLT1","F1ExtV1_openedSensorFB","F1ExtV1_closedSensorFB","percentOpening2","outputFlow","defGeneralFLT11","F1AExt1_openedSensorFB","F1AExt1_closedSensorFB","percentOpening3","outputFlow2","defGeneralFLT12","F1AArr1_openedSensorFB","F1AArr1_closedSensorFB","outputValue","FloMGT1_weighedWeight","value","outputFlow3","tankLevel","F2ArVSir1_openedSensorFB","F2ArVSir1_closedSensorFB","percentOpening4","defGeneralFLT2","outputFlow42","F2ArVSir1_autoOpenCmd","F2ArVSir1_autoCloseCmd","F2ArVSir2_autoOpenCmd","F2ArVSir2_autoCloseCmd","F2ArVSir3_autoOpenCmd","F2ArVSir3_autoCloseCmd","F2SirExV1_autoOpenCmd","F2SirExV1_autoCloseCmd","outputFlow4","F2ArVSir2_openedSensorFB","F2ArVSir2_closedSensorFB","defGeneralFLT21","outputFlow22","percentOpening22","F2ArVSir3_openedSensorFB","F2ArVSir3_closedSensorFB","defGeneralFLT22","outputFlow32","percentOpening32","F2SirExV1_openedSensorFB","F2SirExV1_closedSensorFB","defGeneralFLT23","percentOpening42","tankLevel2","value2","flow","SyrMGT1_weighingWeight","outputValue2","speedVal","speedPercent","F3CleanV1_openedSensorFB","F3CleanV1_closedSensorFB","defGeneralFLT3","outputFlow5","percentOpening5","F3MiXExV1_openedSensorFB","F3MiXExV1_closedSensorFB","defGeneralFLT31","outputFlow23","percentOpening23","flow2","outputFlow33","tankLevel3","value3","KNEAD1_mixtureLevel","outputValue3"
34.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,100,0.13889,0,1,0,94.236,94,94.236,0.27778,94.236,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,100,0.13889,0,1,0,95.902,95,95.902,0.27778,95.902,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,100,0.13889,0,1,0,97.569,97,97.569,0.27778,97.569,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,100,0.13889,0,1,0,99.235,99,99.235,0.27778,99.235,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,50,0.069444,0,0,0,100,100,100,0.27778,100,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,98.958,98,98.958,0.27778,98.958,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,1.1111,1.1111,1,1.1111
38.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,97.292,97,97.292,0.27778,97.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,2.7778,2.7778,2,2.7778
39,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,95.625,95,95.625,0.27778,95.625,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,4.4444,4.4444,4,4.4444
39.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,93.958,93,93.958,0.27778,93.958,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,6.1111,6.1111,6,6.1111
40.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,92.292,92,92.292,0.27778,92.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,7.7778,7.7778,7,7.7778
40.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,90.625,90,90.625,0.27778,90.625,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,9.4444,9.4444,9,9.4444
41.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,88.959,88,88.959,0.27778,88.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,11.111,11.111,11,11.111
42,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,87.292,87,87.292,0.27778,87.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,12.778,12.778,12,12.778
42.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,85.625,85,85.625,0.27778,85.625,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,14.444,14.444,14,14.444
43.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,83.959,83,83.959,0.27778,83.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,16.111,16.111,16,16.111
43.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,82.292,82,82.292,0.27778,82.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,17.778,17.778,17,17.778
44.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,80.625,80,80.625,0.27778,80.625,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,19.444,19.444,19,19.444
45,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,78.959,78,78.959,0.27778,78.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,21.111,21.111,21,21.111
45.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,77.292,77,77.292,0.27778,77.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,22.778,22.778,22,22.778
46.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,75.626,75,75.626,0.27778,75.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,24.444,24.444,24,24.444
46.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,73.959,73,73.959,0.27778,73.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,26.111,26.111,26,26.111
47.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,72.292,72,72.292,0.27778,72.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,27.778,27.778,27,27.778
48,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,70.626,70,70.626,0.27778,70.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,29.445,29.445,29,29.445
48.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,68.959,68,68.959,0.27778,68.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,31.111,31.111,31,31.111
49.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,67.292,67,67.292,0.27778,67.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,32.778,32.778,32,32.778
49.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,65.626,65,65.626,0.27778,65.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,34.445,34.445,34,34.445
50.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,63.959,63,63.959,0.27778,63.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,36.111,36.111,36,36.111
51,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,62.293,62,62.293,0.27778,62.293,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,37.778,37.778,37,37.778
51.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,60.626,60,60.626,0.27778,60.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,39.445,39.445,39,39.445
52.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,58.959,58,58.959,0.27778,58.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,41.111,41.111,41,41.111
52.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,57.292,57,57.292,0.27778,57.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,42.778,42.778,42,42.778
53.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,55.626,55,55.626,0.27778,55.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,44.445,44.445,44,44.445
54,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,53.959,53,53.959,0.27778,53.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,46.111,46.111,46,46.111
54.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,52.292,52,52.292,0.27778,52.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,47.778,47.778,47,47.778
55.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,50.626,50,50.626,0.27778,50.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,49.445,49.445,49,49.445
55.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,48.959,48,48.959,0.27778,48.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,51.111,51.111,51,51.111
56.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,47.292,47,47.292,0.27778,47.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,52.778,52.778,52,52.778
57,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,45.626,45,45.626,0.27778,45.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,54.445,54.445,54,54.445
57.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,43.959,43,43.959,0.27778,43.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,56.111,56.111,56,56.111
58.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,42.292,42,42.292,0.27778,42.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,57.778,57.778,57,57.778
58.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,40.626,40,40.626,0.27778,40.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,59.445,59.445,59,59.445
59.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,38.959,38,38.959,0.27778,38.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,61.111,61.111,61,61.111
60,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,37.292,37,37.292,0.27778,37.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,62.778,62.778,62,62.778
60.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,35.626,35,35.626,0.27778,35.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,64.445,64.445,64,64.445
61.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,33.959,33,33.959,0.27778,33.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,66.111,66.111,66,66.111
61.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,32.292,32,32.292,0.27778,32.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,67.778,67.778,67,67.778
62.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,30.626,30,30.626,0.27778,30.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,69.444,69.444,69,69.444
63,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,28.959,28,28.959,0.27778,28.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,71.111,71.111,71,71.111
63.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,27.292,27,27.292,0.27778,27.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,72.778,72.778,72,72.778
64.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,25.626,25,25.626,0.27778,25.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,74.444,74.444,74,74.444
64.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,23.959,23,23.959,0.27778,23.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,76.111,76.111,76,76.111
65.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,22.292,22,22.292,0.27778,22.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,77.778,77.778,77,77.778
66,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,20.626,20,20.626,0.27778,20.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,79.444,79.444,79,79.444
66.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,18.959,18,18.959,0.27778,18.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,81.111,81.111,81,81.111
67.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,17.292,17,17.292,0.27778,17.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,82.777,82.777,82,82.777
67.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,15.626,15,15.626,0.27778,15.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,84.444,84.444,84,84.444
68.4,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,13.959,13,13.959,0.27778,13.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,86.111,86.111,86,86.111
69,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,12.292,12,12.292,0.27778,12.292,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,87.777,87.777,87,87.777
69.6,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,10.626,10,10.626,0.27778,10.626,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,89.444,89.444,89,89.444
70.2,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,8.959,8,8.959,0.27778,8.959,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,91.111,91.111,91,91.111
70.8,1,200,150,100,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,100,0,1,0,100,0,0,1,0,0,0,0,0,1,7.2923,7,7.2923,0.27778,7.2923,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13889,0.55556,92.777,92.777,92,92.777
