"time","egsCarSpeed"
17.59,146.334
17.6,146.378
17.61,146.422
17.62,146.466
17.63,146.51
17.64,146.554
17.65,146.598
17.66,146.641
17.67,146.685
17.68,146.729
17.69,146.773
17.7,146.816
17.71,146.86
17.72,146.904
17.73,146.947
17.74,146.991
17.75,147.034
17.76,147.078
17.77,147.121
17.78,147.165
17.79,147.208
17.8,147.252
17.81,147.295
17.82,147.338
17.83,147.382
17.84,147.425
17.85,147.468
17.86,147.511
17.87,147.554
17.88,147.597
17.89,147.64
17.9,147.684
17.91,147.727
17.92,147.77
17.93,147.813
17.94,147.855
17.95,147.898
17.96,147.941
17.97,147.984
17.98,148.027
17.99,148.07
18,148.112
18.01,148.155
18.02,148.198
18.03,148.24
18.04,148.283
18.05,148.325
18.06,148.368
18.07,148.411
18.08,148.453
18.09,148.495
18.1,148.538
18.11,148.58
18.12,148.623
18.13,148.665
18.14,148.707
18.15,148.749
18.16,148.792
18.17,148.834
18.18,148.876
18.19,148.918
18.2,148.96
18.21,149.002
18.22,149.044
18.23,149.086
18.24,149.128
18.25,149.17
18.26,149.212
18.27,149.254
18.28,149.296
18.29,149.338
18.3,149.38
18.31,149.421
18.32,149.463
18.33,149.505
18.34,149.546
18.35,149.588
18.36,149.63
18.37,149.671
18.38,149.713
18.39,149.754
18.4,149.796
18.41,149.837
18.42,149.878
18.43,149.92
18.44,149.961
18.45,150.003
18.46,150.044
18.47,150.085
18.48,150.126
18.49,150.167
18.5,150.209
18.51,150.25
18.52,150.291
18.53,150.332
18.54,150.373
18.55,150.414
18.56,150.455
18.57,150.496
18.58,150.537
18.59,150.578
18.6,150.619
18.61,150.659
18.62,150.7
18.63,150.741
18.64,150.782
18.65,150.822
18.66,150.863
18.67,150.904
18.68,150.944
18.69,150.985
18.7,151.025
18.71,151.066
18.72,151.106
18.73,151.147
18.74,151.187
18.75,151.228
18.76,151.268
18.77,151.308
18.78,151.349
18.79,151.389
18.8,151.429
18.81,151.469
18.82,151.51
18.83,151.55
18.84,151.59
18.85,151.63
18.86,151.67
18.87,151.71
18.88,151.75
18.89,151.79
18.9,151.83
18.91,151.87
18.92,151.91
18.93,151.949
18.94,151.989
18.95,152.029
18.96,152.069
18.97,152.109
18.98,152.148
18.99,152.188
19,152.228
19.01,152.267
19.02,152.307
19.03,152.346
19.04,152.386
19.05,152.425
19.06,152.465
19.07,152.504
19.08,152.544
19.09,152.583
19.1,152.622
19.11,152.662
19.12,152.701
19.13,152.74
19.14,152.779
19.15,152.819
19.16,152.858
19.17,152.897
19.18,152.936
19.19,152.975
19.2,153.014
19.21,153.053
19.22,153.092
19.23,153.131
19.24,153.17
19.25,153.209
19.26,153.248
19.27,153.286
19.28,153.325
19.29,153.364
19.3,153.403
19.31,153.442
19.32,153.48
19.33,153.519
19.34,153.558
19.35,153.596
19.36,153.635
19.37,153.673
19.38,153.712
19.39,153.75
19.4,153.789
19.41,153.827
19.42,153.865
19.43,153.904
19.44,153.942
19.45,153.98
19.46,154.019
19.47,154.057
19.48,153.939
19.49,153.902
19.5,153.898
19.51,153.897
19.52,153.89
19.53,153.871
19.54,153.844
19.55,153.804
19.56,153.758
19.57,153.705
19.58,153.645
19.59,153.572
19.6,153.484
19.61,153.388
19.62,153.289
19.63,153.181
19.64,153.06
19.65,152.932
19.66,152.798
19.67,152.65
19.68,152.491
19.69,152.321
19.7,152.149
19.71,151.965
19.72,151.922
19.73,152.43
19.74,152.588
19.75,151.523
19.76,150.962
19.77,151.266
19.78,151.366
19.79,151.356
19.8,151.298
19.81,151.221
19.82,151.142
19.83,151.071
19.84,151.01
19.85,150.95
19.86,150.9
19.87,150.863
19.88,150.832
19.89,150.808
19.9,150.79
19.91,150.777
19.92,150.772
19.93,150.778
19.94,150.796
19.95,150.816
19.96,150.846
19.97,150.884
19.98,150.813
19.99,150.807
20,150.83
20.01,150.862
20.02,150.897
20.03,150.934
20.04,150.972
20.05,151.01
20.06,151.048
20.07,151.085
20.08,151.123
20.09,151.161
20.1,151.199
20.11,151.236
20.12,151.274
20.13,151.312
20.14,151.349
20.15,151.387
20.16,151.425
20.17,151.462
20.18,151.5
20.19,151.538
20.2,151.575
20.21,151.613
20.22,151.65
20.23,151.688
20.24,151.726
20.25,151.763
20.26,151.801
20.27,151.838
20.28,151.876
20.29,151.913
20.3,151.951
20.31,151.988
20.32,152.026
20.33,152.063
20.34,152.101
20.35,152.138
20.36,152.175
20.37,152.213
20.38,152.25
20.39,152.288
20.4,152.325
20.41,152.362
20.42,152.4
20.43,152.437
20.44,152.474
20.45,152.512
20.46,152.549
20.47,152.586
20.48,152.624
20.49,152.661
20.5,152.698
20.51,152.735
20.52,152.773
20.53,152.81
20.54,152.847
20.55,152.884
20.56,152.921
20.57,152.959
20.58,152.996
20.59,153.033
20.6,153.07
20.61,153.107
20.62,153.144
20.63,153.181
20.64,153.218
20.65,153.255
20.66,153.292
20.67,153.329
20.68,153.367
20.69,153.404
20.7,153.441
20.71,153.478
20.72,153.515
20.73,153.552
20.74,153.588
20.75,153.625
20.76,153.662
20.77,153.699
20.78,153.736
20.79,153.773
20.8,153.81
20.81,153.847
20.82,153.884
20.83,153.921
20.84,153.957
20.85,153.994
20.86,154.031
20.87,154.068
20.88,154.105
20.89,154.141
20.9,154.178
20.91,154.215
20.92,154.252
20.93,154.288
20.94,154.325
20.95,154.362
20.96,154.399
20.97,154.435
20.98,154.472
20.99,154.509
21,154.545
21.01,154.582
21.02,154.618
21.03,154.655
21.04,154.692
21.05,154.728
21.06,154.765
21.07,154.801
21.08,154.838
21.09,154.875
21.1,154.911
21.11,154.948
21.12,154.984
21.13,155.021
21.14,155.057
21.15,155.093
21.16,155.13
21.17,155.166
21.18,155.203
21.19,155.239
21.2,155.276
21.21,155.312
21.22,155.348
21.23,155.385
21.24,155.421
21.25,155.457
21.26,155.494
21.27,155.53
21.28,155.566
21.29,155.603
21.3,155.639
21.31,155.675
21.32,155.712
21.33,155.748
21.34,155.784
21.35,155.82
21.36,155.857
21.37,155.893
21.38,155.929
21.39,155.965
21.4,156.001
21.41,156.037
21.42,156.074
21.43,156.11
21.44,156.146
21.45,156.182
21.46,156.218
21.47,156.254
21.48,156.29
21.49,156.326
21.5,156.362
21.51,156.398
21.52,156.434
21.53,156.47
21.54,156.506
21.55,156.542
21.56,156.578
21.57,156.614
21.58,156.65
21.59,156.686
21.6,156.722
21.61,156.758
21.62,156.794
21.63,156.83
21.64,156.866
21.65,156.902
21.66,156.937
21.67,156.973
21.68,157.009
21.69,157.045
21.7,157.081
21.71,157.117
21.72,157.152
21.73,157.188
21.74,157.224
21.75,157.26
21.76,157.295
21.77,157.331
21.78,157.367
21.79,157.403
21.8,157.438
21.81,157.474
21.82,157.51
21.83,157.545
21.84,157.581
21.85,157.617
21.86,157.652
21.87,157.688
21.88,157.723
21.89,157.759
21.9,157.795
21.91,157.83
21.92,157.866
21.93,157.901
21.94,157.937
21.95,157.972
21.96,158.008
21.97,158.043
21.98,158.079
21.99,158.114
22,158.15
22.01,158.185
22.02,158.221
22.03,158.256
22.04,158.291
22.05,158.327
22.06,158.362
22.07,158.398
22.08,158.433
22.09,158.468
22.1,158.504
22.11,158.539
22.12,158.574
22.13,158.61
22.14,158.645
22.15,158.68
22.16,158.715
22.17,158.751
22.18,158.786
22.19,158.821
22.2,158.856
22.21,158.892
22.22,158.927
22.23,158.962
22.24,158.997
22.25,159.032
22.26,159.067
22.27,159.103
22.28,159.138
22.29,159.173
22.3,159.208
22.31,159.243
22.32,159.278
22.33,159.313
22.34,159.348
22.35,159.383
22.36,159.418
22.37,159.453
22.38,159.488
22.39,159.523
22.4,159.558
22.41,159.593
22.42,159.628
22.43,159.663
22.44,159.698
22.45,159.733
22.46,159.768
22.47,159.803
22.48,159.838
22.49,159.873
22.5,159.908
22.51,159.942
22.52,159.977
22.53,160.012
22.54,160.047
22.55,160.082
22.56,160.117
22.57,160.151
22.58,160.186
22.59,160.221
22.6,160.256
22.61,160.29
22.62,160.325
22.63,160.36
22.64,160.395
22.65,160.429
22.66,160.464
22.67,160.499
22.68,160.533
22.69,160.568
22.7,160.603
22.71,160.637
22.72,160.672
22.73,160.706
22.74,160.741
22.75,160.776
22.76,160.81
22.77,160.845
22.78,160.879
22.79,160.914
22.8,160.948
22.81,160.983
22.82,161.017
22.83,161.052
22.84,161.086
22.85,161.121
22.86,161.155
22.87,161.19
22.88,161.224
22.89,161.258
22.9,161.293
22.91,161.327
22.92,161.362
22.93,161.396
22.94,161.43
22.95,161.465
22.96,161.499
22.97,161.533
22.98,161.568
22.99,161.602
23,161.636
23.01,161.671
23.02,161.705
23.03,161.739
23.04,161.773
23.05,161.808
23.06,161.842
23.07,161.876
23.08,161.91
23.09,161.944
23.1,161.979
23.11,162.013
23.12,162.047
23.13,162.081
23.14,162.115
23.15,162.149
23.16,162.183
23.17,162.217
23.18,162.252
23.19,162.286
23.2,162.32
23.21,162.354
23.22,162.388
23.23,162.422
23.24,162.456
23.25,162.49
23.26,162.524
23.27,162.558
23.28,162.592
23.29,162.626
23.3,162.66
23.31,162.694
23.32,162.728
23.33,162.761
23.34,162.795
23.35,162.829
23.36,162.863
23.37,162.897
23.38,162.931
23.39,162.965
23.4,162.998
23.41,163.032
23.42,163.066
23.43,163.1
23.44,163.134
23.45,163.167
23.46,163.201
23.47,163.235
23.48,163.269
23.49,163.302
23.5,163.336
23.51,163.37
23.52,163.404
23.53,163.437
23.54,163.471
23.55,163.505
23.56,163.538
23.57,163.572
23.58,163.605
23.59,163.639
23.6,163.673
23.61,163.706
23.62,163.74
23.63,163.773
23.64,163.807
23.65,163.84
23.66,163.874
23.67,163.908
23.68,163.941
23.69,163.975
23.7,164.008
23.71,164.042
23.72,164.075
23.73,164.108
23.74,164.142
23.75,164.175
23.76,164.209
23.77,164.242
23.78,164.276
23.79,164.309
23.8,164.342
23.81,164.376
23.82,164.409
23.83,164.442
23.84,164.476
23.85,164.509
23.86,164.542
23.87,164.576
23.88,164.609
23.89,164.642
23.9,164.675
23.91,164.709
23.92,164.742
23.93,164.775
23.94,164.808
23.95,164.842
23.96,164.875
23.97,164.908
23.98,164.941
23.99,164.974
24,165.007
24.01,165.041
24.02,165.074
24.03,165.107
24.04,165.14
24.05,165.173
24.06,165.206
24.07,165.239
24.08,165.272
24.09,165.305
24.1,165.338
24.11,165.371
24.12,165.404
24.13,165.437
24.14,165.47
24.15,165.503
24.16,165.536
24.17,165.569
24.18,165.602
24.19,165.635
24.2,165.668
24.21,165.701
24.22,165.734
24.23,165.767
24.24,165.8
24.25,165.833
24.26,165.865
24.27,165.898
24.28,165.931
24.29,165.964
24.3,165.997
24.31,166.029
24.32,166.062
24.33,166.095
24.34,166.128
24.35,166.161
24.36,166.193
24.37,166.226
24.38,166.259
24.39,166.291
24.4,166.324
24.41,166.357
24.42,166.39
24.43,166.422
24.44,166.455
24.45,166.487
24.46,166.52
24.47,166.553
24.48,166.585
24.49,166.618
24.5,166.651
24.51,166.683
24.52,166.716
24.53,166.748
24.54,166.781
24.55,166.813
24.56,166.846
24.57,166.878
24.58,166.911
24.59,166.943
24.6,166.976
24.61,167.008
24.62,167.041
24.63,167.073
24.64,167.106
24.65,167.138
24.66,167.17
24.67,167.203
24.68,167.235
24.69,167.268
24.7,167.3
24.71,167.332
24.72,167.365
24.73,167.397
24.74,167.429
24.75,167.462
24.76,167.49
24.77,167.521
24.78,167.554
24.79,167.584
24.8,167.607
24.81,167.625
24.82,167.656
24.83,167.642
24.84,167.537
24.85,167.041
24.86,167.002
24.87,167.36
24.88,167.603
24.89,167.724
24.9,167.741
24.91,167.762
24.92,167.777
24.93,167.728
24.94,167.709
24.95,167.712
24.96,167.715
24.97,167.705
24.98,167.693
24.99,167.679
25,167.663
25.01,167.646
25.02,167.628
25.03,167.609
25.04,167.59
25.05,167.571
25.06,167.552
25.07,167.533
25.08,167.514
25.09,167.494
25.1,167.475
25.11,167.455
25.12,167.436
25.13,167.417
25.14,167.397
25.15,167.378
25.16,167.359
25.17,167.339
25.18,167.32
25.19,167.3
25.2,167.281
25.21,167.262
25.22,167.242
25.23,167.223
25.24,167.204
25.25,167.184
25.26,167.165
25.27,167.145
25.28,167.126
25.29,167.107
25.3,167.087
25.31,167.068
25.32,167.049
25.33,167.029
25.34,167.01
25.35,166.991
25.36,166.971
25.37,166.952
25.38,166.933
25.39,166.913
25.4,166.894
25.41,166.875
25.42,166.855
25.43,166.836
25.44,166.817
25.45,166.798
25.46,166.778
25.47,166.759
25.48,166.74
25.49,166.72
25.5,166.701
25.51,166.682
25.52,166.663
25.53,166.643
25.54,166.624
25.55,166.605
25.56,166.585
25.57,166.566
25.58,166.547
25.59,166.528
25.6,166.508
25.61,166.489
25.62,166.47
25.63,166.451
25.64,166.432
25.65,166.412
25.66,166.393
25.67,166.374
25.68,166.355
25.69,166.335
25.7,166.316
25.71,166.297
25.72,166.278
25.73,166.258
25.74,166.239
25.75,166.22
25.76,166.201
25.77,166.182
25.78,166.162
25.79,166.143
25.8,166.124
25.81,166.105
25.82,166.086
25.83,166.066
25.84,166.047
25.85,166.028
25.86,166.009
25.87,165.99
25.88,165.971
25.89,165.951
25.9,165.932
25.91,165.913
25.92,165.894
25.93,165.875
25.94,165.856
25.95,165.837
25.96,165.817
25.97,165.798
25.98,165.779
25.99,165.76
26,165.741
26.01,165.722
26.02,165.703
26.03,165.683
26.04,165.664
26.05,165.645
26.06,165.626
26.07,165.607
26.08,165.588
26.09,165.569
26.1,165.55
26.11,165.531
26.12,165.511
26.13,165.492
26.14,165.473
26.15,165.454
26.16,165.435
26.17,165.416
26.18,165.397
26.19,165.378
26.2,165.359
26.21,165.34
26.22,165.318
26.23,165.292
26.24,165.263
26.25,165.234
26.26,165.204
26.27,165.153
26.28,165.091
26.29,165.029
26.3,164.968
26.31,164.881
26.32,164.774
26.33,164.66
26.34,164.518
26.35,164.367
26.36,164.168
26.37,163.95
26.38,163.732
26.39,163.516
26.4,163.288
26.41,163.059
26.42,162.83
26.43,162.602
26.44,162.356
26.45,162.1
26.46,161.844
26.47,161.588
26.48,161.325
26.49,161.062
26.5,160.794
26.51,160.526
26.52,160.258
26.53,159.99
26.54,159.722
26.55,159.454
26.56,159.187
26.57,158.919
26.58,158.652
26.59,158.384
26.6,158.117
26.61,157.849
26.62,157.582
26.63,157.314
26.64,157.047
26.65,156.78
26.66,156.512
26.67,156.245
26.68,155.978
26.69,155.711
26.7,155.444
26.71,155.177
26.72,154.91
26.73,154.643
26.74,154.376
26.75,154.109
26.76,153.842
26.77,153.575
26.78,153.308
26.79,153.041
26.8,152.775
26.81,152.508
26.82,152.241
26.83,151.975
26.84,151.708
26.85,151.442
26.86,151.175
26.87,150.909
26.88,150.642
26.89,150.376
26.9,150.11
26.91,149.843
26.92,149.577
26.93,149.311
26.94,149.044
26.95,148.778
26.96,148.512
26.97,148.246
26.98,147.98
26.99,147.714
27,147.448
27.01,147.182
27.02,146.916
27.03,146.65
27.04,146.385
27.05,146.119
27.06,145.853
27.07,145.587
27.08,145.322
27.09,145.056
27.1,144.79
27.11,144.525
27.12,144.259
27.13,143.994
27.14,143.728
27.15,143.463
27.16,143.198
27.17,142.932
27.18,142.667
27.19,142.402
27.2,142.136
27.21,141.871
27.22,141.606
27.23,141.341
27.24,141.076
27.25,140.811
27.26,140.546
27.27,140.281
27.28,140.016
27.29,139.751
27.3,139.486
27.31,139.221
27.32,138.956
27.33,138.691
27.34,138.427
27.35,138.162
27.36,137.897
27.37,137.632
27.38,137.368
27.39,137.103
27.4,136.839
27.41,136.574
27.42,136.31
27.43,136.045
27.44,135.781
27.45,135.517
27.46,135.252
27.47,134.988
27.48,134.724
27.49,134.459
27.5,134.195
27.51,133.931
27.52,133.667
27.53,133.403
27.54,133.139
27.55,132.875
27.56,132.61
27.57,132.347
27.58,132.083
27.59,131.819
27.6,131.555
27.61,131.291
27.62,131.027
27.63,130.763
27.64,130.5
27.65,130.236
27.66,129.972
27.67,129.709
27.68,129.445
27.69,129.182
27.7,128.918
27.71,128.655
27.72,128.391
27.73,128.128
27.74,127.864
27.75,127.601
27.76,127.338
27.77,127.074
27.78,126.811
27.79,126.548
27.8,126.285
27.81,126.022
27.82,125.758
27.83,125.495
27.84,125.232
27.85,124.969
27.86,124.706
27.87,124.443
27.88,124.181
27.89,123.918
27.9,123.655
27.91,123.392
27.92,123.129
27.93,122.867
27.94,122.604
27.95,122.341
27.96,122.079
27.97,121.816
27.98,121.554
27.99,121.291
28,121.029
28.01,120.766
28.02,120.504
28.03,120.241
28.04,119.979
28.05,119.717
28.06,119.454
28.07,119.192
28.08,118.93
28.09,118.668
28.1,118.406
28.11,118.143
28.12,117.881
28.13,117.619
28.14,117.357
28.15,117.095
28.16,116.833
28.17,116.571
28.18,116.309
28.19,116.048
28.2,115.786
28.21,115.524
28.22,115.262
28.23,115
28.24,114.739
28.25,114.477
28.26,114.215
28.27,113.954
28.28,113.692
28.29,113.431
28.3,113.169
28.31,112.908
28.32,112.646
28.33,112.385
28.34,112.124
28.35,111.862
28.36,111.601
28.37,111.34
28.38,111.078
28.39,110.817
28.4,110.556
28.41,110.295
28.42,110.034
28.43,109.772
28.44,109.511
28.45,109.25
28.46,108.989
28.47,108.728
28.48,108.467
28.49,108.206
28.5,107.946
28.51,107.685
28.52,107.424
28.53,107.163
28.54,106.902
28.55,106.642
28.56,106.381
28.57,106.12
28.58,105.859
28.59,105.599
28.6,105.338
28.61,105.078
28.62,104.817
28.63,104.557
28.64,104.296
28.65,104.036
28.66,103.775
28.67,103.515
28.68,103.255
28.69,102.994
28.7,102.734
28.71,102.474
28.72,102.213
28.73,101.953
28.74,101.693
28.75,101.433
28.76,101.173
28.77,100.913
28.78,100.653
28.79,100.392
28.8,100.132
28.81,99.873
28.82,99.613
28.83,99.353
28.84,99.093
28.85,98.833
28.86,98.573
28.87,98.313
28.88,98.053
28.89,97.794
28.9,97.534
28.91,97.274
28.92,97.014
28.93,96.755
28.94,96.495
28.95,96.236
28.96,95.976
28.97,95.716
28.98,95.457
28.99,95.197
29,94.938
29.01,94.678
29.02,94.419
29.03,94.16
29.04,93.9
29.05,93.641
29.06,93.382
29.07,93.122
29.08,92.863
29.09,92.604
29.1,92.345
29.11,92.085
29.12,91.826
29.13,91.567
29.14,91.308
29.15,91.049
29.16,90.79
29.17,90.531
29.18,90.272
29.19,90.013
29.2,89.754
29.21,89.495
29.22,89.236
29.23,88.977
29.24,88.719
29.25,88.46
29.26,88.201
29.27,87.942
29.28,87.683
29.29,87.425
29.3,87.166
29.31,86.907
29.32,86.649
29.33,86.39
29.34,86.131
29.35,85.873
29.36,85.614
29.37,85.356
29.38,85.097
29.39,84.839
29.4,84.58
29.41,84.322
29.42,84.064
29.43,83.805
29.44,83.547
29.45,83.288
29.46,83.03
29.47,82.772
29.48,82.514
29.49,82.255
29.5,81.997
29.51,81.739
29.52,81.481
29.53,81.223
29.54,80.965
29.55,80.707
29.56,80.448
29.57,80.19
29.58,79.932
29.59,79.674
29.6,79.416
29.61,79.158
29.62,78.9
29.63,78.643
29.64,78.385
29.65,78.127
29.66,77.869
29.67,77.611
29.68,77.353
29.69,77.096
29.7,76.838
29.71,76.58
29.72,76.322
29.73,76.065
29.74,75.807
29.75,75.549
29.76,75.292
29.77,75.034
29.78,74.777
29.79,74.519
29.8,74.261
29.81,74.004
29.82,73.746
29.83,73.489
29.84,73.232
29.85,72.974
29.86,72.717
29.87,72.459
29.88,72.202
29.89,71.945
29.9,71.687
29.91,71.43
29.92,71.173
29.93,70.915
29.94,70.658
29.95,70.401
29.96,70.144
29.97,69.887
29.98,69.629
29.99,69.372
30,69.115
30.01,68.858
30.02,68.601
30.03,68.344
30.04,68.087
30.05,67.83
30.06,67.573
30.07,67.316
30.08,67.059
30.09,66.802
30.1,66.545
30.11,66.288
30.12,66.031
30.13,65.775
30.14,65.518
30.15,65.261
30.16,65.004
30.17,64.747
30.18,64.49
30.19,64.234
30.2,63.977
30.21,63.72
30.22,63.464
30.23,63.207
30.24,62.95
30.25,62.694
30.26,62.437
30.27,62.181
30.28,61.924
30.29,61.667
30.3,61.411
30.31,61.154
30.32,60.898
30.33,60.641
30.34,60.385
30.35,60.128
30.36,59.872
30.37,59.616
30.38,59.359
30.39,59.103
30.4,58.846
30.41,58.59
30.42,58.334
30.43,58.077
30.44,57.821
30.45,57.565
30.46,57.309
30.47,57.052
30.48,56.796
30.49,56.54
30.5,56.284
30.51,56.028
30.52,55.772
30.53,55.515
30.54,55.259
30.55,55.003
30.56,54.747
30.57,54.491
30.58,54.235
30.59,53.979
30.6,53.723
30.61,53.467
30.62,53.211
30.63,52.955
30.64,52.699
30.65,52.443
30.66,52.622
30.67,52.068
30.68,51.707
30.69,51.413
30.7,51.141
30.71,50.877
30.72,50.616
30.73,50.356
30.74,50.098
30.75,49.84
30.76,49.582
30.77,49.325
30.78,49.068
30.79,48.812
30.8,48.556
30.81,48.299
30.82,48.043
30.83,47.787
30.84,47.532
30.85,47.276
30.86,47.02
30.87,46.765
30.88,46.509
30.89,46.253
30.9,45.998
30.91,45.742
30.92,45.487
30.93,45.232
30.94,44.976
30.95,44.721
30.96,44.465
30.97,44.21
30.98,43.955
30.99,43.699
31,43.444
31.01,43.189
31.02,42.933
31.03,42.678
31.04,42.423
31.05,42.168
31.06,41.912
31.07,41.657
31.08,41.402
31.09,41.147
31.1,40.892
31.11,40.636
31.12,40.381
31.13,40.126
31.14,39.871
31.15,39.616
31.16,39.361
31.17,39.106
31.18,38.851
31.19,38.596
31.2,38.341
31.21,38.086
31.22,37.831
31.23,37.576
31.24,37.321
31.25,37.066
31.26,36.811
31.27,36.556
31.28,36.301
31.29,36.046
31.3,35.791
31.31,35.537
31.32,35.282
31.33,35.027
31.34,34.772
31.35,34.517
31.36,34.262
31.37,34.008
31.38,33.753
31.39,33.498
31.4,33.243
31.41,32.989
31.42,32.734
31.43,32.479
31.44,32.225
31.45,31.97
31.46,31.715
31.47,31.461
31.48,31.206
31.49,30.952
31.5,30.698
31.51,30.444
31.52,30.19
31.53,29.936
31.54,29.682
31.55,29.428
31.56,29.174
31.57,28.92
31.58,28.666
31.59,28.412
31.6,28.158
31.61,27.905
31.62,27.651
31.63,27.398
31.64,27.144
31.65,26.891
31.66,26.638
31.67,26.385
31.68,26.132
31.69,25.859
31.7,25.598
31.71,25.339
31.72,25.08
31.73,24.82
31.74,24.559
31.75,24.298
31.76,24.036
31.77,23.771
31.78,23.505
31.79,23.236
31.8,22.967
31.81,22.699
31.82,22.428
31.83,22.157
31.84,21.883
31.85,21.609
31.86,21.333
31.87,21.055
31.88,20.777
31.89,20.497
31.9,20.216
31.91,19.934
31.92,19.65
31.93,19.365
31.94,19.05
31.95,18.718
31.96,18.739
31.97,18.44
31.98,18.042
31.99,17.726
32,17.439
32.01,17.16
32.02,16.886
32.03,16.614
32.04,16.343
32.05,16.074
32.06,15.807
32.07,15.541
32.08,15.276
32.09,15.013
32.1,14.751
32.11,14.491
32.12,14.233
32.13,13.976
32.14,13.72
32.15,13.467
32.16,13.215
32.17,12.964
32.18,12.715
32.19,12.443
32.2,12.187
32.21,11.935
32.22,11.686
32.23,11.437
32.24,11.188
32.25,10.939
32.26,10.691
32.27,10.442
32.28,10.194
32.29,9.945
32.3,9.697
32.31,9.449
32.32,9.2
32.33,8.952
32.34,8.704
32.35,8.456
32.36,8.208
32.37,7.96
32.38,7.712
32.39,7.465
32.4,7.217
32.41,6.969
32.42,6.721
32.43,6.473
32.44,6.225
32.45,5.977
32.46,5.729
32.47,5.482
32.48,5.234
32.49,4.987
32.5,4.739
32.51,4.492
32.52,4.244
32.53,3.996
32.54,3.749
32.55,3.501
32.56,3.254
32.57,3.007
32.58,2.76
32.59,2.514
32.6,2.268
32.61,2.022
32.62,1.777
32.63,1.531
32.64,1.286
32.65,1.042
32.66,0.798
32.67,0.554
32.68,0.31
32.69,0.066
32.7,0.173
32.71,0.088
32.72,0
32.73,0
32.74,0
32.75,0
32.76,0
32.77,0
32.78,0
32.79,0
32.8,0
32.81,0
32.82,0
32.83,0
32.84,0
32.85,0
32.86,0
32.87,0
32.88,0
32.89,0
32.9,0
32.91,0
32.92,0
32.93,0
32.94,0
32.95,0
32.96,0
32.97,0
32.98,0
32.99,0
33,0
33.01,0
33.02,0
33.03,0
33.04,0
33.05,0
33.06,0
33.07,0
33.08,0
33.09,0
33.1,0
33.11,0
33.12,0
33.13,0
33.14,0
33.15,0
33.16,0
33.17,-0.013
33.18,-0.043
33.19,-0.051
33.2,-0.052
33.21,-0.012
33.22,-0.001
33.23,0
33.24,0
33.25,0
33.26,0
33.27,0
33.28,0
33.29,0
33.3,0
33.31,0
33.32,0
33.33,0
33.34,0
33.35,0
33.36,0
33.37,0
33.38,0
33.39,0
33.4,0
33.41,0
33.42,0
33.43,0
33.44,0
33.45,0
33.46,0
33.47,0
33.48,0
33.49,0
33.5,0
33.51,0
33.52,0
33.53,0
33.54,0
33.55,0
33.56,0
