"time","outp","overflw","out_stato"
1.397,0,0,1
1.398,1,0,2
1.399,1,0,6
1.4,1,0,0
1.401,0,0,4
1.402,0,0,5
1.403,0,0,7
1.404,1,0,0
1.405,0,0,1
1.406,0,0,2
1.407,1,0,6
1.408,0,0,0
1.409,0,0,1
1.41,0,0,2
1.411,0,0,7
1.412,1,0,0
1.413,1,0,1
1.414,1,0,2
1.415,1,0,6
1.416,0,0,3
1.417,1,1,1
1.418,0,0,2
1.419,1,0,6
1.42,1,0,0
1.421,1,0,1
1.422,1,0,2
1.423,0,0,6
1.424,0,0,0
1.425,0,0,4
1.426,1,0,5
1.427,0,0,7
1.428,1,0,3
1.429,0,1,4
1.43,1,0,2
1.431,1,0,6
1.432,1,0,0
1.433,0,0,1
1.434,0,0,5
1.435,1,0,6
1.436,1,0,0
1.437,1,0,1
1.438,1,0,2
1.439,0,0,6
1.44,0,0,3
1.441,1,1,1
1.442,0,0,2
1.443,1,0,6
1.444,0,0,3
1.445,0,1,1
1.446,1,0,2
1.447,1,0,6
1.448,0,0,0
1.449,0,0,4
1.45,1,0,2
1.451,0,0,6
1.452,0,0,3
1.453,0,1,4
1.454,1,0,2
1.455,1,0,6
1.456,0,0,3
1.457,1,1,1
1.458,1,0,2
1.459,0,0,6
1.46,0,0,3
1.461,1,1,1
1.462,0,0,5
1.463,0,0,7
1.464,1,0,0
1.465,1,0,1
1.466,1,0,2
1.467,1,0,6
1.468,0,0,0
1.469,1,0,1
1.47,1,0,2
1.471,1,0,6
1.472,0,0,3
1.473,0,1,4
1.474,0,0,5
1.475,1,0,6
1.476,1,0,0
1.477,0,0,1
1.478,0,0,5
1.479,1,0,6
1.48,0,0,3
1.481,0,1,1
1.482,0,0,5
1.483,0,0,7
1.484,1,0,3
1.485,0,1,1
1.486,0,0,2
1.487,1,0,6
1.488,0,0,3
1.489,1,1,1
1.49,1,0,2
1.491,0,0,7
1.492,0,0,3
1.493,0,1,4
1.494,0,0,5
1.495,1,0,7
1.496,0,0,3
1.497,0,1,4
1.498,1,0,5
1.499,1,0,7
1.5,1,0,3
1.501,0,1,1
1.502,1,0,2
1.503,0,0,6
1.504,1,0,0
1.505,0,0,4
1.506,1,0,5
1.507,1,0,6
1.508,0,0,0
1.509,0,0,4
1.51,1,0,2
1.511,1,0,6
1.512,0,0,0
1.513,1,0,1
1.514,1,0,2
1.515,0,0,6
1.516,0,0,3
1.517,0,1,1
1.518,0,0,5
1.519,0,0,7
1.52,0,0,3
1.521,1,1,1
1.522,0,0,2
1.523,0,0,7
1.524,0,0,3
1.525,1,1,1
1.526,1,0,2
1.527,0,0,7
1.528,0,0,3
1.529,0,1,4
1.53,1,0,2
1.531,0,0,7
1.532,0,0,3
1.533,1,1,1
1.534,1,0,2
1.535,1,0,6
1.536,1,0,0
1.537,0,0,4
1.538,1,0,5
1.539,1,0,6
1.54,0,0,3
1.541,1,1,1
1.542,1,0,2
1.543,0,0,6
1.544,1,0,0
1.545,0,0,4
1.546,0,0,5
1.547,1,0,7
1.548,0,0,3
1.549,1,1,1
1.55,0,0,2
1.551,1,0,6
1.552,0,0,3
1.553,1,1,1
1.554,0,0,5
1.555,0,0,7
1.556,1,0,0
1.557,1,0,1
1.558,0,0,5
1.559,1,0,7
1.56,0,0,3
1.561,0,1,4
1.562,0,0,5
1.563,0,0,7
1.564,1,0,3
1.565,1,1,1
1.566,0,0,2
1.567,0,0,7
1.568,0,0,3
1.569,0,1,4
1.57,1,0,5
1.571,0,0,7
1.572,1,0,3
1.573,1,1,1
1.574,1,0,2
1.575,0,0,6
1.576,0,0,3
1.577,1,1,1
1.578,0,0,5
1.579,0,0,7
1.58,1,0,3
1.581,0,1,4
1.582,1,0,5
1.583,1,0,7
1.584,1,0,3
1.585,1,1,1
1.586,0,0,2
1.587,0,0,7
1.588,0,0,3
1.589,1,1,1
1.59,1,0,2
1.591,1,0,6
1.592,0,0,3
1.593,1,1,1
1.594,1,0,2
1.595,0,0,6
1.596,1,0,0
1.597,1,0,1
1.598,1,0,2
1.599,0,0,7
1.6,0,0,3
1.601,0,1,4
1.602,1,0,2
1.603,1,0,6
1.604,1,0,0
1.605,1,0,1
1.606,1,0,2
1.607,0,0,6
1.608,0,0,3
1.609,1,1,1
1.61,0,0,5
1.611,0,0,7
1.612,0,0,3
1.613,0,1,4
1.614,0,0,5
1.615,1,0,7
1.616,1,0,3
1.617,1,1,1
1.618,0,0,2
1.619,1,0,6
1.62,1,0,0
1.621,1,0,1
1.622,1,0,2
1.623,0,0,6
1.624,1,0,0
1.625,1,0,1
1.626,0,0,2
1.627,1,0,6
1.628,0,0,0
1.629,0,0,1
1.63,0,0,5
1.631,1,0,7
1.632,0,0,3
1.633,0,1,4
1.634,0,0,5
1.635,0,0,7
1.636,1,0,0
1.637,1,0,1
1.638,1,0,2
1.639,1,0,6
1.64,1,0,0
1.641,1,0,1
1.642,1,0,2
1.643,1,0,6
1.644,0,0,0
1.645,1,0,1
1.646,0,0,2
1.647,0,0,7
1.648,0,0,3
1.649,0,1,1
1.65,0,0,5
1.651,1,0,6
1.652,1,0,0
1.653,0,0,4
1.654,1,0,2
1.655,1,0,6
1.656,1,0,0
1.657,0,0,1
1.658,1,0,2
1.659,0,0,7
1.66,1,0,0
1.661,0,0,1
1.662,1,0,2
1.663,1,0,6
1.664,1,0,0
1.665,1,0,1
1.666,0,0,2
1.667,1,0,6
1.668,0,0,3
1.669,0,1,1
1.67,1,0,2
1.671,1,0,6
1.672,0,0,0
1.673,1,0,1
1.674,1,0,2
1.675,0,0,6
1.676,1,0,0
1.677,0,0,1
1.678,0,0,2
1.679,0,0,6
1.68,1,0,0
1.681,1,0,1
1.682,1,0,2
1.683,1,0,6
1.684,0,0,3
1.685,1,1,1
1.686,0,0,5
1.687,1,0,7
1.688,0,0,3
1.689,1,1,1
1.69,0,0,2
1.691,1,0,6
1.692,1,0,0
1.693,1,0,1
1.694,1,0,2
1.695,1,0,6
1.696,0,0,0
1.697,0,0,4
1.698,1,0,2
1.699,0,0,7
1.7,0,0,3
1.701,1,1,1
1.702,1,0,2
1.703,0,0,6
1.704,0,0,0
1.705,1,0,1
1.706,1,0,2
1.707,1,0,6
1.708,1,0,0
1.709,1,0,1
1.71,0,0,2
1.711,1,0,6
1.712,0,0,3
1.713,0,1,4
1.714,1,0,2
1.715,0,0,6
1.716,0,0,3
1.717,0,1,4
1.718,1,0,5
1.719,1,0,6
1.72,1,0,0
1.721,1,0,1
1.722,1,0,2
1.723,1,0,6
1.724,0,0,0
1.725,1,0,1
1.726,0,0,5
1.727,1,0,6
1.728,0,0,3
1.729,0,1,4
1.73,1,0,2
1.731,0,0,7
1.732,1,0,0
1.733,1,0,1
1.734,0,0,2
1.735,1,0,6
1.736,1,0,0
1.737,0,0,4
1.738,1,0,2
1.739,0,0,7
1.74,1,0,0
1.741,0,0,4
1.742,1,0,2
1.743,1,0,6
1.744,1,0,0
1.745,0,0,4
1.746,1,0,2
1.747,0,0,7
1.748,1,0,3
1.749,1,1,1
1.75,1,0,2
1.751,0,0,7
1.752,1,0,3
1.753,1,1,1
1.754,0,0,5
1.755,0,0,7
1.756,1,0,3
1.757,0,1,1
1.758,0,0,5
1.759,1,0,6
1.76,0,0,3
1.761,0,1,1
1.762,0,0,2
1.763,0,0,7
1.764,1,0,3
1.765,0,1,4
1.766,0,0,5
1.767,1,0,7
1.768,0,0,3
1.769,1,1,1
1.77,1,0,2
1.771,0,0,6
1.772,1,0,0
1.773,0,0,1
1.774,0,0,2
1.775,0,0,7
1.776,1,0,0
1.777,1,0,1
1.778,1,0,2
1.779,0,0,6
1.78,0,0,0
1.781,0,0,4
1.782,0,0,5
1.783,0,0,7
1.784,0,0,3
1.785,1,1,1
1.786,0,0,2
1.787,1,0,6
1.788,0,0,3
1.789,0,1,4
1.79,0,0,5
1.791,0,0,7
1.792,0,0,3
1.793,1,1,1
1.794,0,0,2
1.795,0,0,7
1.796,0,0,3
1.797,1,1,1
1.798,1,0,2
1.799,1,0,6
1.8,0,0,0
1.801,0,0,4
1.802,1,0,2
1.803,0,0,6
1.804,1,0,0
1.805,1,0,1
1.806,0,0,5
1.807,0,0,7
1.808,1,0,0
1.809,0,0,4
1.81,0,0,5
1.811,0,0,7
1.812,1,0,0
1.813,0,0,4
1.814,1,0,5
1.815,1,0,6
1.816,0,0,0
1.817,0,0,4
1.818,0,0,5
1.819,0,0,7
1.82,1,0,3
1.821,0,1,4
1.822,1,0,2
1.823,0,0,7
1.824,1,0,0
1.825,1,0,1
1.826,1,0,2
1.827,1,0,6
1.828,1,0,0
1.829,1,0,1
1.83,1,0,2
1.831,0,0,7
1.832,0,0,3
1.833,0,1,1
1.834,1,0,2
1.835,0,0,6
1.836,1,0,0
1.837,1,0,1
1.838,0,0,2
1.839,0,0,7
1.84,0,0,3
1.841,0,1,4
1.842,1,0,5
1.843,0,0,7
1.844,0,0,3
1.845,0,1,1
1.846,1,0,2
1.847,0,0,6
1.848,0,0,0
1.849,0,0,4
1.85,0,0,5
1.851,0,0,7
1.852,0,0,3
1.853,0,1,1
1.854,1,0,2
1.855,0,0,6
1.856,1,0,0
1.857,0,0,4
1.858,1,0,5
1.859,0,0,7
1.86,0,0,3
1.861,0,1,1
1.862,0,0,2
1.863,1,0,6
1.864,0,0,3
1.865,0,1,1
1.866,0,0,5
1.867,0,0,7
1.868,1,0,0
1.869,0,0,1
1.87,0,0,2
1.871,0,0,6
1.872,0,0,0
1.873,0,0,1
1.874,1,0,2
1.875,0,0,7
1.876,0,0,3
1.877,0,1,1
1.878,0,0,2
1.879,0,0,7
1.88,0,0,3
1.881,1,1,1
1.882,0,0,5
1.883,0,0,7
1.884,1,0,0
1.885,1,0,1
1.886,1,0,2
1.887,1,0,6
1.888,1,0,0
1.889,0,0,1
1.89,1,0,2
1.891,1,0,6
1.892,0,0,0
1.893,0,0,1
1.894,0,0,5
1.895,1,0,6
1.896,1,0,0
1.897,0,0,1
1.898,0,0,2
1.899,0,0,6
1.9,1,0,0
1.901,1,0,1
1.902,1,0,2
1.903,0,0,7
1.904,0,0,3
1.905,1,1,1
1.906,1,0,2
1.907,1,0,6
1.908,0,0,0
1.909,1,0,1
1.91,1,0,2
1.911,0,0,7
1.912,1,0,0
1.913,0,0,1
1.914,0,0,5
1.915,0,0,7
1.916,0,0,3
1.917,0,1,4
1.918,0,0,5
1.919,0,0,7
1.92,1,0,3
1.921,1,1,1
1.922,1,0,2
1.923,0,0,7
1.924,0,0,3
1.925,1,1,1
1.926,1,0,2
1.927,0,0,6
1.928,1,0,0
1.929,1,0,1
1.93,0,0,5
1.931,0,0,7
1.932,1,0,3
1.933,1,1,1
1.934,1,0,2
1.935,0,0,7
1.936,1,0,3
1.937,0,1,1
1.938,1,0,2
1.939,1,0,6
1.94,0,0,3
1.941,1,1,1
1.942,0,0,2
1.943,0,0,7
1.944,1,0,3
1.945,1,1,1
1.946,0,0,2
1.947,0,0,7
1.948,1,0,0
1.949,0,0,1
1.95,0,0,5
1.951,1,0,7
1.952,0,0,3
1.953,0,1,1
1.954,0,0,2
1.955,0,0,7
1.956,1,0,0
1.957,0,0,4
1.958,1,0,2
1.959,1,0,6
1.96,1,0,0
1.961,0,0,1
1.962,1,0,2
1.963,1,0,6
1.964,1,0,0
1.965,1,0,1
1.966,0,0,5
1.967,0,0,7
1.968,1,0,0
1.969,0,0,4
1.97,0,0,5
1.971,1,0,7
1.972,0,0,3
1.973,0,1,1
1.974,1,0,2
1.975,0,0,6
1.976,0,0,0
1.977,0,0,4
1.978,0,0,5
1.979,1,0,6
1.98,1,0,0
1.981,1,0,1
1.982,1,0,2
1.983,1,0,6
1.984,1,0,0
1.985,0,0,4
1.986,1,0,2
1.987,1,0,6
1.988,0,0,0
1.989,1,0,1
1.99,0,0,2
1.991,1,0,6
1.992,0,0,3
1.993,1,1,1
1.994,0,0,5
1.995,1,0,7
1.996,0,0,3
1.997,1,1,1
1.998,0,0,5
1.999,0,0,7
2,1,0,3
2.001,0,1,1
2.002,1,0,2
2.003,0,0,6
2.004,0,0,0
2.005,0,0,4
2.006,0,0,5
2.007,1,0,6
2.008,0,0,3
2.009,1,1,1
2.01,1,0,2
2.011,1,0,6
2.012,1,0,0
2.013,1,0,1
2.014,0,0,5
2.015,0,0,7
2.016,1,0,3
2.017,0,1,4
2.018,0,0,5
2.019,0,0,7
2.02,1,0,0
2.021,1,0,1
2.022,1,0,2
2.023,1,0,6
2.024,1,0,0
2.025,1,0,1
2.026,1,0,2
2.027,1,0,6
2.028,1,0,0
2.029,0,0,1
2.03,1,0,2
2.031,1,0,6
2.032,0,0,0
2.033,1,0,1
2.034,0,0,2
2.035,0,0,7
2.036,0,0,3
2.037,0,1,4
2.038,1,0,5
2.039,1,0,7
2.04,1,0,0
2.041,1,0,1
2.042,1,0,2
2.043,0,0,6
2.044,0,0,0
2.045,0,0,4
2.046,0,0,5
2.047,0,0,7
2.048,0,0,3
2.049,1,1,1
2.05,0,0,2
2.051,1,0,6
2.052,1,0,0
2.053,1,0,1
2.054,1,0,2
2.055,1,0,6
2.056,0,0,0
2.057,0,0,1
2.058,0,0,2
2.059,0,0,6
2.06,0,0,0
2.061,1,0,1
2.062,1,0,2
2.063,1,0,6
2.064,0,0,0
2.065,1,0,1
2.066,0,0,5
2.067,0,0,7
2.068,1,0,0
2.069,0,0,4
2.07,0,0,5
2.071,1,0,6
2.072,1,0,0
2.073,0,0,1
2.074,1,0,2
2.075,1,0,6
2.076,1,0,0
2.077,1,0,1
2.078,1,0,2
2.079,1,0,6
2.08,1,0,0
2.081,0,0,4
2.082,0,0,5
2.083,1,0,7
2.084,0,0,3
2.085,1,1,1
2.086,1,0,2
2.087,1,0,6
2.088,0,0,3
2.089,1,1,1
2.09,0,0,2
2.091,0,0,7
2.092,1,0,3
2.093,0,1,4
2.094,0,0,5
2.095,1,0,6
2.096,1,0,0
2.097,1,0,1
2.098,1,0,2
2.099,0,0,7
2.1,1,0,3
2.101,0,1,1
2.102,1,0,2
2.103,0,0,7
2.104,0,0,3
2.105,0,1,1
2.106,0,0,2
2.107,0,0,7
2.108,1,0,3
2.109,1,1,1
2.11,1,0,2
2.111,0,0,7
2.112,1,0,3
2.113,0,1,4
2.114,1,0,5
2.115,1,0,6
2.116,1,0,0
2.117,1,0,1
2.118,0,0,2
2.119,0,0,6
2.12,0,0,0
2.121,1,0,1
2.122,1,0,2
2.123,1,0,6
2.124,0,0,0
2.125,1,0,1
2.126,1,0,2
2.127,1,0,6
2.128,0,0,0
2.129,1,0,1
2.13,0,0,5
2.131,0,0,7
2.132,0,0,3
2.133,1,1,1
2.134,0,0,2
2.135,0,0,7
2.136,1,0,3
2.137,1,1,1
2.138,0,0,5
2.139,1,0,7
2.14,1,0,0
2.141,1,0,1
2.142,0,0,5
2.143,1,0,6
2.144,1,0,0
2.145,1,0,1
2.146,0,0,2
2.147,0,0,6
2.148,1,0,0
2.149,0,0,1
2.15,1,0,2
2.151,0,0,7
2.152,0,0,3
2.153,0,1,1
2.154,0,0,2
2.155,1,0,6
2.156,1,0,0
2.157,1,0,1
2.158,0,0,5
2.159,0,0,7
2.16,1,0,0
2.161,0,0,1
2.162,0,0,5
2.163,1,0,7
2.164,1,0,0
2.165,0,0,1
2.166,1,0,2
2.167,1,0,6
2.168,0,0,3
2.169,1,1,1
2.17,1,0,2
2.171,0,0,6
2.172,0,0,0
2.173,1,0,1
2.174,1,0,2
2.175,1,0,6
2.176,1,0,0
2.177,1,0,1
2.178,0,0,2
2.179,0,0,7
2.18,1,0,0
2.181,0,0,1
2.182,0,0,2
2.183,0,0,7
2.184,0,0,3
2.185,1,1,1
2.186,0,0,2
2.187,1,0,6
2.188,1,0,0
2.189,1,0,1
2.19,0,0,2
2.191,1,0,6
2.192,0,0,3
2.193,0,1,1
2.194,1,0,2
2.195,1,0,6
2.196,1,0,0
2.197,0,0,4
2.198,0,0,5
2.199,0,0,7
2.2,0,0,3
2.201,0,1,1
2.202,0,0,5
2.203,1,0,6
2.204,1,0,0
2.205,0,0,1
2.206,0,0,5
2.207,1,0,7
2.208,0,0,3
2.209,1,1,1
2.21,0,0,2
2.211,0,0,7
2.212,1,0,3
2.213,0,1,1
2.214,1,0,2
2.215,0,0,6
2.216,1,0,0
2.217,1,0,1
2.218,1,0,2
2.219,1,0,6
2.22,1,0,0
2.221,1,0,1
2.222,0,0,2
2.223,1,0,6
2.224,1,0,0
2.225,1,0,1
2.226,0,0,2
2.227,1,0,6
2.228,0,0,0
2.229,1,0,1
2.23,1,0,2
2.231,1,0,6
2.232,0,0,0
2.233,0,0,1
2.234,0,0,2
2.235,1,0,6
2.236,1,0,0
2.237,1,0,1
2.238,0,0,2
2.239,1,0,6
2.24,1,0,0
2.241,1,0,1
2.242,1,0,2
2.243,0,0,6
2.244,1,0,0
2.245,1,0,1
2.246,1,0,2
2.247,0,0,7
2.248,1,0,3
2.249,0,1,1
2.25,1,0,2
2.251,0,0,6
2.252,1,0,0
2.253,0,0,1
2.254,1,0,2
2.255,0,0,7
2.256,0,0,3
2.257,1,1,1
2.258,0,0,5
2.259,0,0,7
2.26,1,0,0
2.261,1,0,1
2.262,0,0,5
2.263,0,0,7
2.264,1,0,3
2.265,1,1,1
2.266,0,0,5
2.267,0,0,7
2.268,1,0,0
2.269,1,0,1
2.27,0,0,5
2.271,0,0,7
2.272,0,0,3
2.273,1,1,1
2.274,1,0,2
2.275,0,0,6
2.276,0,0,0
2.277,0,0,1
2.278,1,0,2
2.279,0,0,7
2.28,0,0,3
2.281,0,1,4
2.282,0,0,5
2.283,0,0,7
2.284,0,0,3
2.285,0,1,4
2.286,0,0,5
2.287,1,0,7
2.288,0,0,3
2.289,0,1,1
2.29,1,0,2
2.291,0,0,7
2.292,0,0,3
2.293,1,1,1
2.294,1,0,2
2.295,0,0,7
2.296,1,0,3
2.297,0,1,1
2.298,1,0,2
2.299,1,0,6
2.3,0,0,0
2.301,1,0,1
2.302,1,0,2
2.303,1,0,6
2.304,1,0,0
2.305,1,0,1
2.306,0,0,5
2.307,0,0,7
2.308,0,0,3
2.309,0,1,1
2.31,0,0,5
2.311,1,0,6
2.312,1,0,0
2.313,0,0,4
2.314,1,0,5
2.315,1,0,6
2.316,1,0,0
2.317,1,0,1
2.318,1,0,2
2.319,1,0,6
2.32,1,0,0
2.321,1,0,1
2.322,1,0,2
2.323,1,0,6
2.324,0,0,3
2.325,1,1,1
2.326,0,0,5
2.327,0,0,7
2.328,1,0,0
2.329,1,0,1
2.33,0,0,2
2.331,0,0,7
2.332,0,0,3
2.333,1,1,1
2.334,0,0,5
2.335,0,0,7
2.336,1,0,0
2.337,1,0,1
2.338,0,0,5
2.339,1,0,7
2.34,1,0,0
2.341,1,0,1
2.342,1,0,2
2.343,0,0,6
2.344,0,0,0
2.345,0,0,1
2.346,1,0,2
2.347,1,0,6
2.348,0,0,3
2.349,0,1,4
2.35,1,0,2
2.351,0,0,7
2.352,1,0,3
2.353,0,1,1
2.354,1,0,2
2.355,0,0,6
2.356,0,0,0
2.357,0,0,1
2.358,0,0,5
2.359,1,0,7
2.36,0,0,3
2.361,1,1,1
2.362,1,0,2
2.363,1,0,6
2.364,1,0,0
2.365,1,0,1
2.366,0,0,5
2.367,0,0,7
2.368,1,0,3
2.369,0,1,4
2.37,0,0,5
2.371,1,0,6
2.372,1,0,0
2.373,1,0,1
2.374,0,0,2
2.375,1,0,6
2.376,0,0,0
2.377,0,0,4
2.378,0,0,5
2.379,0,0,7
2.38,1,0,3
2.381,1,1,1
2.382,0,0,5
2.383,0,0,7
2.384,1,0,0
2.385,0,0,1
2.386,0,0,5
2.387,0,0,7
2.388,1,0,0
2.389,1,0,1
2.39,1,0,2
2.391,0,0,6
2.392,0,0,0
2.393,1,0,1
2.394,1,0,2
2.395,1,0,6
2.396,0,0,3
2.397,1,1,1
2.398,0,0,2
2.399,0,0,6
2.4,0,0,0
2.401,1,0,1
2.402,0,0,2
2.403,0,0,6
2.404,0,0,0
2.405,0,0,4
2.406,0,0,5
2.407,1,0,6
2.408,1,0,0
2.409,0,0,1
2.41,1,0,2
2.411,1,0,6
2.412,1,0,0
2.413,1,0,1
2.414,0,0,2
2.415,1,0,6
2.416,0,0,3
2.417,0,1,4
2.418,1,0,2
2.419,1,0,6
2.42,0,0,0
2.421,1,0,1
2.422,1,0,2
2.423,1,0,6
2.424,0,0,0
2.425,0,0,4
2.426,1,0,2
2.427,1,0,6
2.428,0,0,0
2.429,0,0,4
2.43,0,0,5
2.431,1,0,6
2.432,1,0,0
2.433,0,0,4
2.434,0,0,5
2.435,0,0,7
2.436,1,0,0
2.437,0,0,1
2.438,0,0,2
2.439,0,0,6
2.44,0,0,0
2.441,0,0,4
2.442,0,0,5
2.443,0,0,7
2.444,0,0,3
2.445,0,1,4
2.446,1,0,2
2.447,1,0,6
2.448,1,0,0
2.449,0,0,4
2.45,0,0,5
2.451,0,0,7
2.452,1,0,3
2.453,1,1,1
2.454,1,0,2
2.455,1,0,6
2.456,0,0,0
2.457,0,0,4
2.458,1,0,2
2.459,0,0,7
2.46,0,0,3
2.461,1,1,1
2.462,0,0,5
2.463,1,0,6
2.464,0,0,3
2.465,1,1,1
2.466,1,0,2
2.467,0,0,7
2.468,0,0,3
2.469,1,1,1
2.47,0,0,5
2.471,0,0,7
2.472,1,0,3
2.473,0,1,4
2.474,1,0,5
2.475,0,0,7
2.476,1,0,0
2.477,1,0,1
2.478,1,0,2
2.479,1,0,6
2.48,1,0,0
2.481,1,0,1
2.482,1,0,2
2.483,1,0,6
2.484,1,0,0
2.485,1,0,1
2.486,0,0,5
2.487,0,0,7
2.488,1,0,3
2.489,1,1,1
2.49,1,0,2
2.491,0,0,7
2.492,1,0,0
2.493,0,0,1
2.494,0,0,2
2.495,0,0,7
2.496,0,0,3
2.497,0,1,1
2.498,0,0,5
2.499,0,0,7
2.5,1,0,0
2.501,0,0,1
2.502,0,0,2
2.503,1,0,6
2.504,1,0,0
2.505,0,0,4
2.506,0,0,5
2.507,1,0,6
2.508,1,0,0
2.509,1,0,1
2.51,0,0,5
2.511,0,0,7
2.512,0,0,3
2.513,0,1,4
2.514,1,0,2
2.515,1,0,6
2.516,1,0,0
2.517,0,0,4
2.518,0,0,5
2.519,1,0,7
2.52,1,0,0
2.521,1,0,1
2.522,0,0,5
2.523,0,0,7
2.524,1,0,0
2.525,1,0,1
2.526,0,0,2
2.527,1,0,6
2.528,1,0,0
2.529,1,0,1
2.53,1,0,2
2.531,0,0,7
2.532,1,0,0
2.533,1,0,1
2.534,0,0,2
2.535,1,0,6
2.536,0,0,3
2.537,0,1,4
2.538,1,0,5
2.539,0,0,7
2.54,1,0,3
2.541,1,1,1
2.542,0,0,5
2.543,0,0,7
2.544,0,0,3
2.545,1,1,1
2.546,0,0,2
2.547,1,0,6
2.548,1,0,0
2.549,0,0,4
2.55,0,0,5
2.551,1,0,6
2.552,1,0,0
2.553,1,0,1
2.554,1,0,2
2.555,0,0,7
2.556,0,0,3
2.557,0,1,4
2.558,0,0,5
2.559,0,0,7
2.56,0,0,3
2.561,0,1,4
2.562,0,0,5
2.563,1,0,6
2.564,1,0,0
2.565,1,0,1
2.566,0,0,5
2.567,0,0,7
2.568,1,0,3
2.569,1,1,1
2.57,1,0,2
2.571,1,0,6
2.572,0,0,3
2.573,1,1,1
2.574,1,0,2
2.575,0,0,7
2.576,0,0,3
2.577,1,1,1
2.578,1,0,2
2.579,0,0,6
2.58,1,0,0
2.581,1,0,1
2.582,1,0,2
2.583,1,0,6
2.584,0,0,3
2.585,0,1,4
2.586,0,0,5
2.587,0,0,7
2.588,0,0,3
2.589,0,1,1
2.59,1,0,2
2.591,1,0,6
2.592,0,0,3
2.593,0,1,4
2.594,1,0,2
2.595,1,0,6
2.596,0,0,3
2.597,1,1,1
2.598,1,0,2
2.599,1,0,6
2.6,1,0,0
2.601,0,0,1
2.602,0,0,2
2.603,1,0,6
2.604,1,0,0
2.605,0,0,1
2.606,1,0,2
2.607,1,0,6
2.608,1,0,0
2.609,0,0,4
2.61,0,0,5
2.611,0,0,7
2.612,1,0,3
2.613,0,1,1
2.614,1,0,2
2.615,1,0,6
2.616,0,0,0
2.617,0,0,4
2.618,0,0,5
2.619,1,0,7
2.62,0,0,3
2.621,0,1,1
2.622,0,0,5
2.623,1,0,6
2.624,1,0,0
2.625,0,0,4
2.626,1,0,2
2.627,1,0,6
2.628,0,0,0
2.629,1,0,1
2.63,0,0,2
2.631,1,0,6
2.632,1,0,0
2.633,0,0,1
2.634,1,0,2
2.635,0,0,6
2.636,0,0,3
2.637,1,1,1
2.638,0,0,5
2.639,1,0,7
2.64,0,0,3
2.641,1,1,1
2.642,1,0,2
2.643,0,0,6
2.644,1,0,0
2.645,0,0,4
2.646,1,0,5
2.647,1,0,7
2.648,0,0,3
2.649,1,1,1
2.65,0,0,2
2.651,1,0,6
2.652,0,0,0
2.653,0,0,4
2.654,0,0,5
2.655,0,0,7
2.656,0,0,3
2.657,1,1,1
2.658,0,0,5
2.659,1,0,6
2.66,1,0,0
2.661,1,0,1
2.662,0,0,5
2.663,1,0,7
2.664,1,0,3
2.665,0,1,4
2.666,1,0,2
2.667,1,0,6
2.668,0,0,3
2.669,1,1,1
2.67,1,0,2
2.671,1,0,6
2.672,0,0,3
2.673,0,1,4
2.674,1,0,5
2.675,1,0,7
2.676,0,0,3
2.677,1,1,1
2.678,0,0,2
2.679,1,0,6
2.68,1,0,0
2.681,1,0,1
2.682,1,0,2
2.683,0,0,7
2.684,0,0,3
2.685,1,1,1
2.686,1,0,2
2.687,0,0,6
2.688,0,0,0
2.689,1,0,1
2.69,1,0,2
2.691,1,0,6
2.692,1,0,0
2.693,1,0,1
2.694,1,0,2
2.695,0,0,7
2.696,1,0,3
2.697,1,1,1
2.698,0,0,2
2.699,1,0,6
2.7,1,0,0
2.701,0,0,1
2.702,1,0,2
2.703,1,0,6
2.704,1,0,0
2.705,0,0,1
2.706,0,0,2
2.707,1,0,6
2.708,1,0,0
2.709,0,0,4
2.71,1,0,5
2.711,0,0,7
2.712,1,0,0
2.713,1,0,1
2.714,1,0,2
2.715,0,0,7
2.716,0,0,3
2.717,1,1,1
2.718,0,0,5
2.719,0,0,7
2.72,0,0,3
2.721,1,1,1
2.722,0,0,5
2.723,1,0,6
2.724,1,0,0
2.725,1,0,1
2.726,0,0,5
2.727,0,0,7
2.728,1,0,3
2.729,1,1,1
2.73,1,0,2
2.731,0,0,6
2.732,0,0,0
2.733,1,0,1
2.734,1,0,2
2.735,0,0,6
2.736,0,0,0
2.737,1,0,1
2.738,0,0,2
2.739,0,0,6
2.74,0,0,0
2.741,1,0,1
2.742,0,0,5
2.743,1,0,6
2.744,0,0,0
2.745,1,0,1
2.746,0,0,5
2.747,1,0,7
2.748,1,0,3
2.749,1,1,1
2.75,1,0,2
2.751,0,0,7
2.752,1,0,0
2.753,0,0,4
2.754,0,0,5
2.755,1,0,7
2.756,0,0,3
2.757,1,1,1
2.758,0,0,2
2.759,1,0,6
2.76,0,0,3
2.761,0,1,1
2.762,0,0,5
2.763,0,0,7
2.764,0,0,3
2.765,0,1,1
2.766,1,0,2
2.767,0,0,6
2.768,0,0,0
2.769,0,0,4
2.77,1,0,5
2.771,1,0,7
2.772,1,0,3
2.773,0,1,4
2.774,0,0,5
2.775,0,0,7
2.776,1,0,3
2.777,1,1,1
2.778,0,0,5
2.779,0,0,7
2.78,0,0,3
2.781,1,1,1
2.782,1,0,2
2.783,1,0,6
2.784,1,0,0
2.785,0,0,4
2.786,1,0,2
2.787,0,0,7
2.788,1,0,0
2.789,0,0,4
2.79,1,0,2
2.791,0,0,7
2.792,1,0,0
2.793,1,0,1
2.794,0,0,2
