Time,_dummy,_derdummy,_qtronic_silver_real_0time_start,qtronic_silver_real_0time,y_00,y_01,y_02,counter,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
0.51,1,0,0,0,0.420735,1.35701,1.71113,51,0,1,0,1,500,0.002,0
0.512,1,0,0,0,0.420735,1.35701,1.71113,51,0,1,0,1,500,0.002,0
0.512,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.514,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.516,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.518,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.52,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.522,1,0,0,0,0.426054,1.35701,1.71113,52,0,1,0,1,500,0.002,0
0.522,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.524,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.526,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.528,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.53,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.532,1,0,0,0,0.431202,1.3647,1.6322,53,0,1,0,1,500,0.002,0
0.532,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.534,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.536,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.538,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.54,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.542,1,0,0,0,0.436178,1.3647,1.6322,54,0,1,0,1,500,0.002,0
0.542,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.544,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.546,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.548,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.55,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.552,1,0,0,0,0.440979,1.37184,1.6322,55,0,1,0,1,500,0.002,0
0.552,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.554,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.556,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.558,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.56,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.562,1,0,0,0,0.445604,1.37184,1.6322,56,0,1,0,1,500,0.002,0
0.562,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.564,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.566,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.568,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.57,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.572,1,0,0,0,0.45005,1.37844,1.54841,57,0,1,0,1,500,0.002,0
0.572,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.574,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.576,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.578,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.58,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.582,1,0,0,0,0.454317,1.37844,1.54841,58,0,1,0,1,500,0.002,0
0.582,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.584,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.586,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.588,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.59,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.592,1,0,0,0,0.458402,1.38449,1.54841,59,0,1,0,1,500,0.002,0
0.592,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.594,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.596,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.598,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.6,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.602,1,0,0,0,0.462303,1.38449,1.54841,60,0,1,0,1,500,0.002,0
0.602,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.604,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.606,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.608,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.61,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.612,1,0,0,0,0.46602,1.38998,1.46072,61,0,1,0,1,500,0.002,0
0.612,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.614,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.616,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.618,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.62,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.622,1,0,0,0,0.46955,1.38998,1.46072,62,0,1,0,1,500,0.002,0
0.622,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.624,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.626,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.628,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.63,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.632,1,0,0,0,0.472892,1.39491,1.46072,63,0,1,0,1,500,0.002,0
0.632,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.634,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.636,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.638,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.64,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.642,1,0,0,0,0.476045,1.39491,1.46072,64,0,1,0,1,500,0.002,0
0.642,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.644,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.646,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.648,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.65,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.652,1,0,0,0,0.479008,1.39929,1.37009,65,0,1,0,1,500,0.002,0
0.652,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.654,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.656,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.658,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.66,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.662,1,0,0,0,0.481779,1.39929,1.37009,66,0,1,0,1,500,0.002,0
0.662,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.664,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.666,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.668,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.67,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.672,1,0,0,0,0.484358,1.40311,1.37009,67,0,1,0,1,500,0.002,0
0.672,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.674,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.676,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.678,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.68,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.682,1,0,0,0,0.486742,1.40311,1.37009,68,0,1,0,1,500,0.002,0
0.682,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.684,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.686,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.688,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.69,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.692,1,0,0,0,0.488932,1.40637,1.27752,69,0,1,0,1,500,0.002,0
0.692,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.694,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.696,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.698,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.7,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.702,1,0,0,0,0.490927,1.40637,1.27752,70,0,1,0,1,500,0.002,0
0.702,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.704,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.706,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.708,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.71,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.712,1,0,0,0,0.492725,1.40906,1.27752,71,0,1,0,1,500,0.002,0
0.712,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.714,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.716,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.718,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.72,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.722,1,0,0,0,0.494326,1.40906,1.27752,72,0,1,0,1,500,0.002,0
0.722,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.724,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.726,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.728,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.73,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.732,1,0,0,0,0.495729,1.41119,1.18399,73,0,1,0,1,500,0.002,0
0.732,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.734,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.736,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.738,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.74,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.742,1,0,0,0,0.496934,1.41119,1.18399,74,0,1,0,1,500,0.002,0
0.742,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.744,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.746,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.748,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.75,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.752,1,0,0,0,0.49794,1.41276,1.18399,75,0,1,0,1,500,0.002,0
0.752,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.754,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.756,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.758,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.76,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.762,1,0,0,0,0.498747,1.41276,1.18399,76,0,1,0,1,500,0.002,0
0.762,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.764,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.766,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.768,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.77,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.772,1,0,0,0,0.499355,1.41376,1.09047,77,0,1,0,1,500,0.002,0
0.772,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.774,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.776,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.778,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.78,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.782,1,0,0,0,0.499763,1.41376,1.09047,78,0,1,0,1,500,0.002,0
0.782,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.784,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.786,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.788,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.79,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.792,1,0,0,0,0.499971,1.41419,1.09047,79,0,1,0,1,500,0.002,0
0.792,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.794,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.796,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.798,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.8,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.802,1,0,0,0,0.499979,1.41419,1.09047,80,0,1,0,1,500,0.002,0
0.802,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.804,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.806,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.808,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.81,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.812,1,0,0,0,0.499787,1.41406,0.997916,81,0,1,0,1,500,0.002,0
0.812,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.814,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.816,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.818,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.82,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.822,1,0,0,0,0.499395,1.41406,0.997916,82,0,1,0,1,500,0.002,0
0.822,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.824,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.826,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.828,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.83,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.832,1,0,0,0,0.498803,1.41337,0.997916,83,0,1,0,1,500,0.002,0
0.832,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.834,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.836,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.838,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.84,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.842,1,0,0,0,0.498012,1.41337,0.997916,84,0,1,0,1,500,0.002,0
0.842,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.844,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.846,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.848,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.85,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.852,1,0,0,0,0.497022,1.41211,0.90726,85,0,1,0,1,500,0.002,0
0.852,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.854,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.856,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.858,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.86,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.862,1,0,0,0,0.495832,1.41211,0.90726,86,0,1,0,1,500,0.002,0
0.862,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.864,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.866,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.868,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.87,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.872,1,0,0,0,0.494445,1.41028,0.90726,87,0,1,0,1,500,0.002,0
0.872,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.874,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.876,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.878,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.88,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.882,1,0,0,0,0.49286,1.41028,0.90726,88,0,1,0,1,500,0.002,0
0.882,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.884,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.886,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.888,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.89,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.892,1,0,0,0,0.491077,1.40789,0.819389,89,0,1,0,1,500,0.002,0
0.892,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.894,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.896,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.898,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.9,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.902,1,0,0,0,0.489098,1.40789,0.819389,90,0,1,0,1,500,0.002,0
0.902,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.904,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.906,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.908,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.91,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.912,1,0,0,0,0.486924,1.40494,0.819389,91,0,1,0,1,500,0.002,0
0.912,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.914,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.916,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.918,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.92,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.922,1,0,0,0,0.484555,1.40494,0.819389,92,0,1,0,1,500,0.002,0
0.922,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.924,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.926,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.928,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.93,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.932,1,0,0,0,0.481991,1.40142,0.735146,93,0,1,0,1,500,0.002,0
0.932,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.934,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.936,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.938,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.94,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.942,1,0,0,0,0.479236,1.40142,0.735146,94,0,1,0,1,500,0.002,0
0.942,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.944,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.946,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.948,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.95,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.952,1,0,0,0,0.476288,1.39735,0.735146,95,0,1,0,1,500,0.002,0
0.952,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.954,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.956,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.958,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.96,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.962,1,0,0,0,0.47315,1.39735,0.735146,96,0,1,0,1,500,0.002,0
0.962,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.964,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.966,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.968,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.97,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.972,1,0,0,0,0.469823,1.39271,0.655318,97,0,1,0,1,500,0.002,0
0.972,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.974,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.976,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.978,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.98,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.982,1,0,0,0,0.466308,1.39271,0.655318,98,0,1,0,1,500,0.002,0
0.982,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.984,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.986,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.988,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.99,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.992,1,0,0,0,0.462606,1.38752,0.655318,99,0,1,0,1,500,0.002,0
0.992,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
0.994,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
0.996,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
0.998,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
1,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
1,1,0,0,0,0.458719,1.38752,0.655318,100,0,1,0,1,500,0.002,0
