"Time","h","v","der_h","der_v"
2.204489476,1.16E-09,-0.744437982,-0.744437982,-9.81
2.204490476,-7.43E-07,0.521113455,0.521113455,-9.81
2.204491476,-2.22E-07,0.521103652,0.521103652,-9.81
2.204492476,2.99E-07,0.521093842,0.521093842,-9.81
2.204497476,2.90E-06,0.521044792,0.521044792,-9.81
2.204522476,1.59E-05,0.520799535,0.520799535,-9.81
2.204647476,8.10E-05,0.519573285,0.519573285,-9.81
2.205272476,0.000403768,0.513442035,0.513442035,-9.81
2.206029035,0.00078941,0.506020185,0.506020185,-9.81
2.206883217,0.001218064,0.49764066,0.49764066,-9.81
2.207834221,0.001686887,0.488311307,0.488311307,-9.81
2.208880917,0.002192626,0.478043228,0.478043228,-9.81
2.210021874,0.002731668,0.466850435,0.466850435,-9.81
2.211255396,0.003300075,0.454749582,0.454749582,-9.81
2.212579535,0.003893626,0.441759781,0.441759781,-9.81
2.213992108,0.004507857,0.42790244,0.42790244,-9.81
2.215490712,0.005138097,0.413201138,0.413201138,-9.81
2.217072733,0.005779514,0.397681507,0.397681507,-9.81
2.21873536,0.006427151,0.381371138,0.381371138,-9.81
2.22047559,0.00707597,0.364299483,0.364299483,-9.81
2.22229024,0.007720894,0.346497768,0.346497768,-9.81
2.224175954,0.008356848,0.327998906,0.327998906,-9.81
2.226129215,0.008978802,0.308837416,0.308837416,-9.81
2.228146349,0.009581811,0.289049333,0.289049333,-9.81
2.230223536,0.010161057,0.268672134,0.268672134,-9.81
2.232356817,0.010711888,0.247744643,0.247744643,-9.81
2.234542106,0.011229858,0.226306955,0.226306955,-9.81
2.236775196,0.011710762,0.204400344,0.204400344,-9.81
2.239051768,0.012150672,0.182067178,0.182067178,-9.81
2.241367399,0.012545971,0.159350832,0.159350832,-9.81
2.243717576,0.012893382,0.136295596,0.136295596,-9.81
2.2460977,0.013189996,0.112946585,0.112946585,-9.81
2.248503096,0.013433297,0.089349648,0.089349648,-9.81
2.250929026,0.013621186,0.065551275,0.065551275,-9.81
2.253370695,0.013751999,0.041598501,0.041598501,-9.81
2.255823262,0.013824518,0.017538817,0.017538817,-9.81
2.25828185,0.013837989,-0.006579933,-0.006579933,-9.81
2.25828285,0.013837983,-0.006589743,-0.006589743,-9.81
2.25828785,0.01383795,-0.006638793,-0.006638793,-9.81
2.25831285,0.013837781,-0.006884043,-0.006884043,-9.81
2.25843785,0.013836844,-0.008110293,-0.008110293,-9.81
2.25906285,0.013829859,-0.014241543,-0.014241543,-9.81
2.261521881,0.013765178,-0.038364636,-0.038364636,-9.81
2.263975544,0.013641514,-0.062435066,-0.062435066,-9.81
2.26641891,0.01345968,-0.086404485,-0.086404485,-9.81
2.268847056,0.013220957,-0.110224599,-0.110224599,-9.81
2.271255075,0.012927093,-0.133847265,-0.133847265,-9.81
2.273638084,0.012580279,-0.157224585,-0.157224585,-9.81
2.275991235,0.012183145,-0.180308999,-0.180308999,-9.81
2.278309724,0.011738735,-0.203053375,-0.203053375,-9.81
2.280588799,0.011250483,-0.225411101,-0.225411101,-9.81
2.282823771,0.010722195,-0.247336178,-0.247336178,-9.81
2.285010022,0.010158012,-0.268783297,-0.268783297,-9.81
2.287143012,0.009562383,-0.289707932,-0.289707932,-9.81
2.289218291,0.008940034,-0.310066418,-0.310066418,-9.81
2.291231503,0.008295924,-0.329816023,-0.329816023,-9.81
2.293178395,0.007635217,-0.348915031,-0.348915031,-9.81
2.295054823,0.006963232,-0.367322798,-0.367322798,-9.81
2.296856763,0.006285412,-0.384999823,-0.384999823,-9.81
2.298580307,0.005607277,-0.401907796,-0.401907796,-9.81
2.300221678,0.004934382,-0.418009645,-0.418009645,-9.81
2.301777226,0.00427228,-0.433269566,-0.433269566,-9.81
2.303243431,0.003626473,-0.447653037,-0.447653037,-9.81
2.304616905,0.00300238,-0.46112682,-0.46112682,-9.81
2.305894387,0.002405295,-0.473658915,-0.473658915,-9.81
2.307072733,0.00184035,-0.485218489,-0.485218489,-9.81
2.308148904,0.001312491,-0.49577573,-0.49577573,-9.81
2.309119941,0.00082645,-0.505301597,-0.505301597,-9.81
2.309982918,0.000386733,-0.513767404,-0.513767404,-9.81
2.310356605,0.00019406,-0.517433274,-0.517433274,-9.81
2.310729292,5.38E-07,-0.521089333,-0.521089333,-9.81
2.310730292,1.68E-08,-0.521099143,-0.521099143,-9.81
2.310731292,-5.04E-07,0.364776267,0.364776267,-9.81
2.310732292,-1.40E-07,0.364766463,0.364766463,-9.81
2.310733292,2.25E-07,0.364756653,0.364756653,-9.81
2.310738292,2.05E-06,0.364707603,0.364707603,-9.81
2.310763292,1.12E-05,0.364462347,0.364462347,-9.81
2.310888292,5.66E-05,0.363236097,0.363236097,-9.81
2.311513292,0.000281751,0.357104847,0.357104847,-9.81
2.312236224,0.00053735,0.350012886,0.350012886,-9.81
2.313027962,0.000811394,0.34224593,0.34224593,-9.81
2.313887375,0.001101902,0.333815087,0.333815087,-9.81
2.314813142,0.001406733,0.324733313,0.324733313,-9.81
2.315803768,0.001723609,0.315015277,0.315015277,-9.81
2.316857591,0.002050132,0.30467727,0.30467727,-9.81
2.317972797,0.002383809,0.293737106,0.293737106,-9.81
2.319147419,0.002722072,0.282214056,0.282214056,-9.81
2.320379355,0.003062297,0.270128771,0.270128771,-9.81
2.321666363,0.003401831,0.25750322,0.25750322,-9.81
2.323006077,0.003738008,0.244360623,0.244360623,-9.81
2.324396009,0.004068176,0.230725396,0.230725396,-9.81
2.325833553,0.004389718,0.216623083,0.216623083,-9.81
2.327315998,0.00470007,0.2020803,0.2020803,-9.81
2.328840527,0.004996747,0.187124673,0.187124673,-9.81
2.330404226,0.005277361,0.171784779,0.171784779,-9.81
2.332004094,0.005539639,0.156090078,0.156090078,-9.81
2.333637042,0.005781447,0.140070857,0.140070857,-9.81
2.335299906,0.006000803,0.123758164,0.123758164,-9.81
2.33698945,0.006195896,0.107183741,0.107183741,-9.81
2.338702373,0.006365101,0.090379963,0.090379963,-9.81
2.340435318,0.006506995,0.073379769,0.073379769,-9.81
2.342184877,0.006620363,0.056216597,0.056216597,-9.81
2.343947597,0.006704216,0.038924315,0.038924315,-9.81
2.345719989,0.006757797,0.021537151,0.021537151,-9.81
2.347498533,0.006780586,0.004089631,0.004089631,-9.81
2.347499533,0.00678059,0.004079821,0.004079821,-9.81
2.347504533,0.006780611,0.004030771,0.004030771,-9.81
2.347529533,0.006780708,0.003785521,0.003785521,-9.81
2.347654533,0.006781105,0.002559271,0.002559271,-9.81
2.348279533,0.006780788,-0.003571979,-0.003571979,-9.81
2.350060711,0.006758865,-0.021045334,-0.021045334,-9.81
2.351839378,0.006705914,-0.038494054,-0.038494054,-9.81
2.353611965,0.006622268,-0.055883133,-0.055883133,-9.81
2.355374905,0.006508505,-0.073177578,-0.073177578,-9.81
2.35712464,0.006365447,-0.090342476,-0.090342476,-9.81
2.358857626,0.006194154,-0.107343068,-0.107343068,-9.81
2.360570342,0.005995917,-0.124144812,-0.124144812,-9.81
2.362259296,0.00577225,-0.140713451,-0.140713451,-9.81
2.363921032,0.005524877,-0.15701508,-0.15701508,-9.81
2.365552136,0.00525572,-0.17301621,-0.17301621,-9.81
2.367149243,0.004966883,-0.188683834,-0.188683834,-9.81
2.368709044,0.00466064,-0.203985484,-0.203985484,-9.81
2.370228291,0.004339414,-0.218889292,-0.218889292,-9.81
2.371703801,0.004005762,-0.23336405,-0.23336405,-9.81
2.373132467,0.003662351,-0.247379259,-0.247379259,-9.81
2.374511256,0.003311943,-0.260905185,-0.260905185,-9.81
2.375837221,0.002957368,-0.273912899,-0.273912899,-9.81
2.377107499,0.002601507,-0.286374323,-0.286374323,-9.81
2.378319318,0.002247271,-0.298262265,-0.298262265,-9.81
2.379469998,0.001897572,-0.30955044,-0.30955044,-9.81
2.380556956,0.001555308,-0.320213493,-0.320213493,-9.81
2.3815777,0.001223341,-0.330226999,-0.330226999,-9.81
2.382529835,0.000904474,-0.339567444,-0.339567444,-9.81
2.383411053,0.000601432,-0.348212186,-0.348212186,-9.81
2.384219124,0.000316849,-0.356139367,-0.356139367,-9.81
2.384951887,5.32E-05,-0.363327771,-0.363327771,-9.81
2.385097448,2.59E-07,-0.364755725,-0.364755725,-9.81
2.385098448,-1.05E-07,0.255335874,0.255335874,-9.81
2.385099448,1.50E-07,0.255326068,0.255326068,-9.81
2.385100448,4.05E-07,0.255316258,0.255316258,-9.81
2.385105448,1.68E-06,0.255267204,0.255267204,-9.81
2.385130448,8.06E-06,0.255021954,0.255021954,-9.81
2.385255448,3.99E-05,0.253795704,0.253795704,-9.81
2.385880448,0.000196568,0.247664454,0.247664454,-9.81
2.386578944,0.000367167,0.240812205,0.240812205,-9.81
2.387325576,0.000544231,0.23348775,0.23348775,-9.81
2.388119084,0.000726417,0.225703431,0.225703431,-9.81
2.388958097,0.000912332,0.21747272,0.21747272,-9.81
2.38984113,0.001100543,0.208810161,0.208810161,-9.81
2.390766598,0.001289589,0.199731322,0.199731322,-9.81
2.391732814,0.001477994,0.190252742,0.190252742,-9.81
2.392737998,0.001664277,0.180391887,0.180391887,-9.81
2.39378028,0.001846967,0.170167102,0.170167102,-9.81
2.394857704,0.002024616,0.159597571,0.159597571,-9.81
2.395968235,0.002195804,0.148703264,0.148703264,-9.81
2.39710976,0.002359161,0.1375049,0.1375049,-9.81
2.398280097,0.00251337,0.126023895,0.126023895,-9.81
2.399476996,0.002657181,0.114282317,0.114282317,-9.81
2.400698145,0.002789423,0.102302844,0.102302844,-9.81
2.401941176,0.002909009,0.090108708,0.090108708,-9.81
2.403203669,0.003014953,0.077723656,0.077723656,-9.81
2.404483156,0.003106369,0.065171893,0.065171893,-9.81
2.405777126,0.003182487,0.052478039,0.052478039,-9.81
2.407083035,0.003242654,0.039667075,0.039667075,-9.81
2.408398303,0.003286341,0.026764295,0.026764295,-9.81
2.409720326,0.003313151,0.013795254,0.013795254,-9.81
2.411046476,0.00332282,0.000785717,0.000785717,-9.81
2.411047476,0.003322821,0.000775907,0.000775907,-9.81
2.411052476,0.003322824,0.000726857,0.000726857,-9.81
2.411077476,0.003322839,0.000481607,0.000481607,-9.81
2.411202476,0.003322823,-0.000744643,-0.000744643,-9.81
2.411827476,0.003320442,-0.006875893,-0.006875893,-9.81
2.413154747,0.003302675,-0.01989642,-0.01989642,-9.81
2.414479286,0.003267716,-0.032890147,-0.032890147,-9.81
2.415798433,0.003215793,-0.04583098,-0.04583098,-9.81
2.417109531,0.003147273,-0.058692851,-0.058692851,-9.81
2.418409931,0.003062654,-0.07144977,-0.07144977,-9.81
2.419696995,0.002962568,-0.084075876,-0.084075876,-9.81
2.420968108,0.002847773,-0.096545486,-0.096545486,-9.81
2.422220672,0.002719148,-0.108833147,-0.108833147,-9.81
2.423452124,0.002577687,-0.120913685,-0.120913685,-9.81
2.424659928,0.002424492,-0.132762247,-0.132762247,-9.81
2.425841591,0.002260763,-0.144354359,-0.144354359,-9.81
2.42699466,0.002087791,-0.15566596,-0.15566596,-9.81
2.428116728,0.001906947,-0.166673453,-0.166673453,-9.81
2.429205443,0.001719673,-0.177353744,-0.177353744,-9.81
2.430258505,0.00152747,-0.18768428,-0.18768428,-9.81
2.431273674,0.001331883,-0.19764309,-0.19764309,-9.81
2.432248773,0.001134498,-0.207208816,-0.207208816,-9.81
2.433181691,0.00093692,-0.216360739,-0.216360739,-9.81
2.434070383,0.000740768,-0.225078809,-0.225078809,-9.81
2.434912875,0.000547659,-0.233343659,-0.233343659,-9.81
2.435707264,0.000359199,-0.241136614,-0.241136614,-9.81
2.436451717,0.000176965,-0.248439692,-0.248439692,-9.81
2.437144468,2.50E-06,-0.255235582,-0.255235582,-9.81
2.437153281,2.55E-07,-0.255322034,-0.255322034,-9.81
2.437154281,-4.72E-10,0.178732291,0.178732291,-9.81
2.437155281,1.78E-07,0.178722484,0.178722484,-9.81
2.437156281,3.57E-07,0.178712674,0.178712674,-9.81
2.437161281,1.25E-06,0.178663621,0.178663621,-9.81
2.437186281,5.71E-06,0.178418371,0.178418371,-9.81
2.437311281,2.79E-05,0.177192121,0.177192121,-9.81
2.437936281,0.000136769,0.171060871,0.171060871,-9.81
2.4386171,0.000250957,0.164382039,0.164382039,-9.81
2.439331294,0.000365855,0.157375789,0.157375789,-9.81
2.440077567,0.000480569,0.150054849,0.150054849,-9.81
2.440854547,0.000594198,0.142432675,0.142432675,-9.81
2.441660791,0.000705845,0.13452342,0.13452342,-9.81
2.44249479,0.000814625,0.126341896,0.126341896,-9.81
2.443354969,0.000919673,0.117903537,0.117903537,-9.81
2.444239696,0.001020146,0.109224369,0.109224369,-9.81
2.44514728,0.001115236,0.10032097,0.10032097,-9.81
2.446075979,0.001204173,0.091210435,0.091210435,-9.81
2.447024,0.001286234,0.08191034,0.08191034,-9.81
2.447989508,0.001360747,0.072438707,0.072438707,-9.81
2.448970624,0.001427096,0.062813962,0.062813962,-9.81
2.449965431,0.00148473,0.053054902,0.053054902,-9.81
2.450971981,0.001533163,0.043180653,0.043180653,-9.81
2.451988293,0.001571981,0.033210632,0.033210632,-9.81
2.453012362,0.001600847,0.023164511,0.023164511,-9.81
2.454042162,0.001619501,0.013062172,0.013062172,-9.81
2.455075649,0.001627761,0.002923671,0.002923671,-9.81
2.455076649,0.001627764,0.002913861,0.002913861,-9.81
2.455081649,0.001627779,0.002864811,0.002864811,-9.81
2.455106649,0.001627847,0.002619561,0.002619561,-9.81
2.455231649,0.001628098,0.001393311,0.001393311,-9.81
2.455856649,0.001627053,-0.004737939,-0.004737939,-9.81
2.456891624,0.001616895,-0.014891045,-0.014891045,-9.81
2.457924596,0.001596279,-0.025024502,-0.025024502,-9.81
2.458953491,0.001565339,-0.035117965,-0.035117965,-9.81
2.459976237,0.001524292,-0.045151105,-0.045151105,-9.81
2.460990768,0.001473436,-0.055103652,-0.055103652,-9.81
2.461995027,0.001413151,-0.064955435,-0.064955435,-9.81
2.462986973,0.001343892,-0.074686418,-0.074686418,-9.81
2.46396458,0.00126619,-0.084276742,-0.084276742,-9.81
2.464925846,0.001180646,-0.093706764,-0.093706764,-9.81
2.465868795,0.001087924,-0.10295709,-0.10295709,-9.81
2.466791478,0.000988751,-0.112008616,-0.112008616,-9.81
2.467691982,0.000883909,-0.120842561,-0.120842561,-9.81
2.468568429,0.000774229,-0.129440502,-0.129440502,-9.81
2.46941898,0.000660585,-0.137784407,-0.137784407,-9.81
2.47024184,0.000543887,-0.145856666,-0.145856666,-9.81
2.47103526,0.000425073,-0.153640117,-0.153640117,-9.81
2.471797539,0.000305106,-0.161118076,-0.161118076,-9.81
2.472527028,0.000184962,-0.168274358,-0.168274358,-9.81
2.473222129,6.56E-05,-0.175093297,-0.175093297,-9.81
2.473592044,1.84E-07,-0.178722166,-0.178722166,-9.81
2.473593044,5.25E-09,-0.178731976,-0.178731976,-9.81
2.473594044,-1.73E-07,0.125119251,0.125119251,-9.81
2.473595044,-4.84E-08,0.125109442,0.125109442,-9.81
2.473596044,7.67E-08,0.125099632,0.125099632,-9.81
2.473601044,7.02E-07,0.125050582,0.125050582,-9.81
2.473626044,3.83E-06,0.124805331,0.124805331,-9.81
2.473751044,1.93E-05,0.123579081,0.123579081,-9.81
2.474376044,9.47E-05,0.117447831,0.117447831,-9.81
2.475044137,0.000170947,0.110893835,0.110893835,-9.81
2.475735115,0.00024523,0.104115343,0.104115343,-9.81
2.476447673,0.000316928,0.097125148,0.097125148,-9.81
2.477180458,0.000385466,0.089936528,0.089936528,-9.81
2.47793207,0.000450292,0.082563219,0.082563219,-9.81
2.478701064,0.000510882,0.075019383,0.075019383,-9.81
2.479485958,0.000566743,0.067319576,0.067319576,-9.81
2.480285229,0.000617416,0.059478722,0.059478722,-9.81
2.481097323,0.000662483,0.051512079,0.051512079,-9.81
2.481920654,0.00070157,0.043435207,0.043435207,-9.81
2.482753607,0.000734346,0.03526394,0.03526394,-9.81
2.483594544,0.000760532,0.027014349,0.027014349,-9.81
2.484441805,0.0007799,0.018702713,0.018702713,-9.81
2.485293714,0.000792273,0.010345485,0.010345485,-9.81
2.486148579,0.000797532,0.00195926,0.00195926,-9.81
2.486149579,0.000797534,0.00194945,0.00194945,-9.81
2.486154579,0.000797544,0.0019004,0.0019004,-9.81
2.486179579,0.000797588,0.00165515,0.00165515,-9.81
2.486304579,0.000797718,0.0004289,0.0004289,-9.81
2.486929579,0.000796071,-0.00570235,-0.00570235,-9.81
2.487785349,0.000787598,-0.014097457,-0.014097457,-9.81
2.488639099,0.000771988,-0.022472739,-0.022472739,-9.81
2.489489113,0.000749341,-0.030811372,-0.030811372,-9.81
2.490333677,0.000719821,-0.039096549,-0.039096549,-9.81
2.491171085,0.000683641,-0.047311521,-0.047311521,-9.81
2.491999638,0.000641074,-0.055439625,-0.055439625,-9.81
2.49281765,0.000592441,-0.063464321,-0.063464321,-9.81
2.49362345,0.000538117,-0.071369218,-0.071369218,-9.81
2.494415386,0.000478521,-0.079138112,-0.079138112,-9.81
2.495191828,0.000414118,-0.086755011,-0.086755011,-9.81
2.495951172,0.000345413,-0.094204171,-0.094204171,-9.81
2.496691839,0.000272948,-0.101470118,-0.101470118,-9.81
2.497412284,0.000197298,-0.108537683,-0.108537683,-9.81
2.498110993,0.000119067,-0.115392023,-0.115392023,-9.81
2.498786491,3.89E-05,-0.122018652,-0.122018652,-9.81
2.499100131,1.30E-07,-0.125095462,-0.125095462,-9.81
2.499101131,4.66E-09,-0.125105272,-0.125105272,-9.81
2.499102131,-1.20E-07,0.087580557,0.087580557,-9.81
2.499103131,-3.29E-08,0.087570749,0.087570749,-9.81
2.499104131,5.47E-08,0.087560939,0.087560939,-9.81
2.499109131,4.92E-07,0.087511889,0.087511889,-9.81
2.499134131,2.68E-06,0.087266637,0.087266637,-9.81
2.499259131,1.35E-05,0.086040387,0.086040387,-9.81
2.499884131,6.54E-05,0.079909137,0.079909137,-9.81
2.5,7.46E-05,0.078772461,0.078772461,-9.81
