    "time","accelPedal","egsCarSpeed", "egsGear","egsTargetGear",     "k15",   "nAtIn",  "nAtOut",    "prnd","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3"
      4.07,       100,    56.425,         2,         2,         1, 2940.6709, 1256.8395,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.08,       100,    56.557,         2,         2,         1, 2947.5483, 1259.7789,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.09,       100,     56.69,         2,         2,         1, 2954.4165, 1262.7143,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.1,       100,    56.822,         2,         2,         1, 2961.2753, 1265.6458,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.11,       100,    56.954,         2,         2,         1, 2968.1249, 1268.5733,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.12,       100,    57.085,         2,         2,         1, 2974.9652, 1271.4968,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.13,       100,    57.217,         2,         2,         1, 2981.7963, 1274.4164,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.14,       100,    57.348,         2,         2,         1, 2988.6181,  1277.332,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.15,       100,    57.479,         2,         2,         1, 2995.4307, 1280.2437,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.16,       100,     57.61,         2,         2,         1,  3002.234, 1283.1515,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.17,       100,    57.741,         2,         2,         1, 3009.0281, 1286.0552,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.18,       100,    57.872,         2,         2,         1,  3015.813, 1288.9551,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.19,       100,    58.002,         2,         2,         1, 3022.5886,  1291.851,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.2,       100,    58.133,         2,         2,         1, 3029.3551,  1294.743,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.21,       100,    58.263,         2,         2,         1, 3036.1124,  1297.631,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.22,       100,    58.393,         2,         2,         1, 3042.8604, 1300.5151,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.23,       100,    58.523,         2,         2,         1, 3049.5993, 1303.3953,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.24,       100,    58.652,         2,         2,         1,  3056.329, 1306.2716,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.25,       100,    58.782,         2,         2,         1, 3063.0495, 1309.1439,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.26,       100,    58.911,         2,         2,         1, 3069.7609, 1312.0124,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.27,       100,     59.04,         2,         2,         1, 3076.4631, 1314.8769,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.28,       100,    59.169,         2,         2,         1, 3083.1561, 1317.7375,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.29,       100,    59.298,         2,         2,         1,   3089.84, 1320.5942,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.3,       100,    59.426,         2,         2,         1, 3096.5148, 1323.4469,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.31,       100,    59.555,         2,         2,         1, 3103.1804, 1326.2958,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.32,       100,    59.683,         2,         2,         1, 3109.8369, 1329.1408,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.33,       100,    59.811,         2,         2,         1, 3116.4843, 1331.9819,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.34,       100,    59.939,         2,         2,         1, 3123.1226, 1334.8191,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.35,       100,    60.066,         2,         2,         1, 3129.7518, 1337.6524,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.36,       100,    60.194,         2,         2,         1, 3136.3719, 1340.4818,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.37,       100,    60.321,         2,         2,         1, 3142.9829, 1343.3074,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.38,       100,    60.448,         2,         2,         1, 3149.5848,  1346.129,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.39,       100,    60.575,         2,         2,         1, 3156.1776, 1348.9468,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.4,       100,    60.702,         2,         2,         1, 3162.7614, 1351.7607,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.41,       100,    60.829,         2,         2,         1, 3169.3362, 1354.5707,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.42,       100,    60.955,         2,         2,         1, 3175.9019, 1357.3769,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.43,       100,    61.081,         2,         2,         1, 3182.4585, 1360.1792,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.44,       100,    61.208,         2,         2,         1, 3189.0061, 1362.9776,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.45,       100,    61.334,         2,         2,         1, 3195.5447, 1365.7722,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.46,       100,    61.459,         2,         2,         1, 3202.0743,  1368.563,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.47,       100,    61.585,         2,         2,         1, 3208.5948, 1371.3498,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.48,       100,     61.71,         2,         2,         1, 3215.1064, 1374.1329,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.49,       100,    61.835,         2,         2,         1, 3221.6089, 1376.9121,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.5,       100,    61.961,         2,         2,         1, 3228.1025, 1379.6874,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.51,       100,    62.085,         2,         2,         1, 3234.5871, 1382.4589,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.52,       100,     62.21,         2,         2,         1, 3241.0627, 1385.2266,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.53,       100,    62.335,         2,         2,         1, 3247.5294, 1387.9904,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.54,       100,    62.459,         2,         2,         1, 3253.9871, 1390.7504,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.55,       100,    62.583,         2,         2,         1, 3260.4358, 1393.5066,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.56,       100,    62.707,         2,         2,         1, 3266.8756,  1396.259,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.57,       100,    62.831,         2,         2,         1, 3273.3065, 1399.0075,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.58,       100,    62.955,         2,         2,         1, 3279.7284, 1401.7523,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.59,       100,    63.078,         2,         2,         1, 3286.1415, 1404.4932,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.6,       100,    63.202,         2,         2,         1, 3292.5456, 1407.2303,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.61,       100,    63.325,         2,         2,         1, 3298.9408, 1409.9636,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.62,       100,    63.448,         2,         2,         1, 3305.3271, 1412.6931,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.63,       100,    63.571,         2,         2,         1, 3311.7046, 1415.4188,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.64,       100,    63.693,         2,         2,         1, 3318.0731, 1418.1407,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.65,       100,    63.816,         2,         2,         1, 3324.4328, 1420.8589,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.66,       100,    63.938,         2,         2,         1, 3330.7837, 1423.5732,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.67,       100,     64.06,         2,         2,         1, 3337.1256, 1426.2838,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.68,       100,    64.182,         2,         2,         1, 3343.4588, 1428.9905,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.69,       100,    64.304,         2,         2,         1, 3349.7831, 1431.6935,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.7,       100,    64.426,         2,         2,         1, 3356.0985, 1434.3928,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.71,       100,    64.547,         2,         2,         1, 3362.4052, 1437.0882,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.72,       100,    64.668,         2,         2,         1,  3368.703, 1439.7799,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.73,       100,     64.79,         2,         2,         1,  3374.992, 1442.4678,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.74,       100,    64.911,         2,         2,         1, 3381.2722,  1445.152,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.75,       100,    65.031,         2,         2,         1, 3387.5437, 1447.8324,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.76,       100,    65.152,         2,         2,         1, 3393.8063,  1450.509,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.77,       100,    65.272,         2,         2,         1, 3400.0602, 1453.1819,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.78,       100,    65.393,         2,         2,         1, 3406.3053, 1455.8511,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.79,       100,    65.513,         2,         2,         1, 3412.5417, 1458.5165,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.8,       100,    65.633,         2,         2,         1, 3418.7693, 1461.1782,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.81,       100,    65.753,         2,         2,         1, 3424.9882, 1463.8361,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.82,       100,    65.872,         2,         2,         1, 3431.1983, 1466.4903,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.83,       100,    65.992,         2,         2,         1, 3437.3997, 1469.1408,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.84,       100,    66.111,         2,         2,         1, 3443.5924, 1471.7876,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.85,       100,     66.23,         2,         2,         1, 3449.7785, 1474.4315,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.86,       100,    66.349,         2,         2,         1, 3455.9708, 1477.0781,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.87,       100,    66.468,         2,         2,         1, 3462.1528, 1479.7203,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.88,       100,    66.587,         2,         2,         1, 3468.3103, 1482.3519,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.89,       100,    66.705,         2,         2,         1, 3474.4488, 1484.9755,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.9,       100,    66.823,         2,         2,         1, 3480.5807, 1487.5963,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.91,       100,    66.941,         2,         2,         1, 3486.7114, 1490.2166,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.92,       100,    67.059,         2,         2,         1, 3492.8391, 1492.8355,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.93,       100,    67.177,         2,         2,         1, 3498.9604, 1495.4518,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.94,       100,    67.295,         2,         2,         1, 3505.0725, 1498.0641,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.95,       100,    67.412,         2,         2,         1, 3511.1744,  1500.672,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.96,       100,     67.53,         2,         2,         1, 3517.2665, 1503.2758,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.97,       100,    67.647,         2,         2,         1, 3523.3496, 1505.8757,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.98,       100,    67.764,         2,         2,         1, 3529.4247, 1508.4722,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.99,       100,    67.881,         2,         2,         1, 3535.4918, 1511.0653,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
         5,       100,    67.997,         2,         2,         1,  3541.551,  1513.655,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.01,       100,    68.114,         2,         2,         1,  3547.602, 1516.2411,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.02,       100,     68.23,         2,         2,         1, 3553.6444, 1518.8237,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.03,       100,    68.347,         2,         2,         1, 3559.6784, 1521.4026,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.04,       100,    68.463,         2,         2,         1, 3565.7038, 1523.9778,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.05,       100,    68.579,         2,         2,         1, 3571.7208, 1526.5495,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.06,       100,    68.694,         2,         2,         1, 3577.7295, 1529.1176,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.07,       100,     68.81,         2,         2,         1, 3583.7299, 1531.6822,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.08,       100,    68.925,         2,         2,         1, 3589.7221, 1534.2432,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.09,       100,     69.04,         2,         2,         1, 3595.7059, 1536.8007,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.1,       100,    69.156,         2,         2,         1, 3601.6813, 1539.3546,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.11,       100,     69.27,         2,         2,         1, 3607.6485, 1541.9049,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.12,       100,    69.385,         2,         2,         1, 3613.6073, 1544.4517,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.13,       100,      69.5,         2,         2,         1, 3619.5578,  1546.995,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.14,       100,    69.614,         2,         2,         1, 3625.5001, 1549.5347,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.15,       100,    69.729,         2,         2,         1, 3631.4341, 1552.0709,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.16,       100,    69.843,         2,         2,         1, 3637.3598, 1554.6035,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.17,       100,    69.957,         2,         2,         1, 3643.2772, 1557.1326,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.18,       100,     70.07,         2,         2,         1, 3649.1778, 1559.6545,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.19,       100,    70.184,         2,         2,         1, 3655.0358, 1562.1582,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.2,       100,    70.297,         2,         2,         1, 3660.8501, 1564.6432,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.21,       100,    70.408,         2,         2,         1, 3666.6504, 1567.1223,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.22,       100,     70.52,         2,         2,         1, 3672.4638, 1569.6069,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.23,       100,    70.632,         2,         2,         1, 3678.2986, 1572.1007,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.24,       100,    70.744,         2,         2,         1, 3684.1398, 1574.5972,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.25,       100,    70.856,         2,         2,         1, 3689.9694, 1577.0888,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.26,       100,    70.969,         2,         2,         1, 3695.7762, 1579.5706,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.27,       100,     71.08,         2,         2,         1, 3701.5587, 1582.0421,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.28,       100,    71.191,         2,         2,         1, 3707.3219, 1584.5052,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.29,       100,    71.302,         2,         2,         1, 3713.0706, 1586.9622,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.3,       100,    71.413,         2,         2,         1, 3718.8072,  1589.414,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.31,       100,    71.523,         2,         2,         1, 3724.5315, 1591.8606,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.32,       100,    71.633,         2,         2,         1, 3730.2423, 1594.3014,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.33,       100,    71.743,         2,         2,         1, 3735.9383, 1596.7359,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.34,       100,    71.853,         2,         2,         1, 3741.6191, 1599.1638,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.35,       100,    71.962,         2,         2,         1, 3747.2846, 1601.5852,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.36,       100,    72.071,         2,         2,         1, 3752.9353, 1604.0004,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.37,       100,     72.18,         2,         2,         1, 3758.5716, 1606.4093,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.38,       100,    72.288,         2,         2,         1, 3764.1937, 1608.8122,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.39,       100,    72.396,         2,         2,         1, 3769.8016,  1611.209,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.4,       100,    72.504,         2,         2,         1, 3775.3952, 1613.5997,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.41,       100,    72.612,         2,         2,         1, 3780.9744, 1615.9842,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.42,       100,    72.719,         2,         2,         1, 3786.5393, 1618.3627,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.43,       100,    72.826,         2,         2,         1, 3792.0898, 1620.7349,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.44,       100,    72.933,         2,         2,         1,  3797.626, 1623.1011,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.45,       100,    73.039,         2,         2,         1,  3803.148, 1625.4612,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.46,       100,    73.145,         2,         2,         1, 3808.6558, 1627.8152,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.47,       100,    73.251,         2,         2,         1, 3814.1494, 1630.1632,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.48,       100,    73.357,         2,         2,         1, 3819.6289, 1632.5051,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.49,       100,    73.462,         2,         2,         1, 3825.0944, 1634.8411,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.5,       100,    73.567,         2,         2,         1, 3830.5457, 1637.1709,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.51,       100,    73.672,         2,         2,         1,  3835.983, 1639.4948,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.52,       100,    73.777,         2,         2,         1, 3841.4062, 1641.8127,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.53,       100,    73.881,         2,         2,         1, 3846.8155, 1644.1246,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.54,       100,    73.985,         2,         2,         1, 3852.2108, 1646.4306,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.55,       100,    74.089,         2,         2,         1, 3857.5922, 1648.7306,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.56,       100,    74.192,         2,         2,         1, 3862.9597, 1651.0247,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.57,       100,    74.296,         2,         2,         1, 3868.3134, 1653.3128,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.58,       100,    74.399,         2,         2,         1, 3873.6532,  1655.595,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.59,       100,    74.501,         2,         2,         1, 3878.9792, 1657.8714,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.6,       100,    74.604,         2,         2,         1, 3884.2914, 1660.1418,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.61,       100,    74.706,         2,         2,         1, 3889.5898, 1662.4063,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.62,       100,    74.808,         2,         2,         1, 3894.8746,  1664.665,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.63,       100,    74.909,         2,         2,         1, 3900.1457, 1666.9179,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.64,       100,    75.011,         2,         2,         1, 3905.4031, 1669.1649,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.65,       100,    75.112,         2,         2,         1, 3910.6469, 1671.4061,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.66,       100,    75.213,         2,         2,         1,  3915.877, 1673.6415,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.67,       100,    75.313,         2,         2,         1, 3921.0937, 1675.8711,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.68,       100,    75.414,         2,         2,         1, 3926.2968, 1678.0948,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.69,       100,    75.514,         2,         2,         1, 3931.4863, 1680.3129,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.7,       100,    75.614,         2,         2,         1, 3936.6624, 1682.5251,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.71,       100,    75.713,         2,         2,         1, 3941.8251, 1684.7316,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.72,       100,    75.812,         2,         2,         1, 3946.9743, 1686.9324,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.73,       100,    75.911,         2,         2,         1, 3952.1102, 1689.1275,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.74,       100,     76.01,         2,         2,         1, 3957.2327, 1691.3168,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.75,       100,    76.109,         2,         2,         1, 3962.3418, 1693.5005,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.76,       100,    76.207,         2,         2,         1, 3967.4377, 1695.6784,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.77,       100,    76.305,         2,         2,         1, 3972.5203, 1697.8507,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.78,       100,    76.403,         2,         2,         1, 3977.5896, 1700.0174,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.79,       100,      76.5,         2,         2,         1, 3982.6458, 1702.1784,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.8,       100,    76.598,         2,         2,         1, 3987.6887, 1704.3337,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.81,       100,    76.695,         2,         2,         1, 3992.7185, 1706.4834,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.82,       100,    76.791,         2,         2,         1, 3997.7352, 1708.6276,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.83,       100,    76.888,         2,         2,         1, 4002.7388, 1710.7661,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.84,       100,    76.984,         2,         2,         1, 4007.7293,  1712.899,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.85,       100,     77.08,         2,         2,         1, 2532.6802, 1665.0027,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.86,       100,    74.925,         2,         2,         1, 2517.4682, 1655.0023,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.87,       100,    74.475,         2,         2,         1, 2577.7947, 1694.6613,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.88,       100,    76.259,         2,         2,         1, 2606.5014, 1713.5333,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.89,       100,    77.108,         2,         2,         1, 2626.5429, 1726.7087,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.9,       100,    77.701,         2,         2,         1, 2638.7886, 1734.7592,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.91,       100,    78.064,         2,         2,         1, 2645.2021, 1738.9755,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.92,       100,    78.253,         2,         2,         1, 2649.0359, 1741.4959,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.93,       100,    78.367,         2,         2,         1, 2652.0501, 1743.4774,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.94,       100,    78.456,         2,         2,         1, 2654.9375, 1745.3756,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.95,       100,    78.541,         2,         2,         1,  2657.885, 1747.3133,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.96,       100,    78.629,         2,         2,         1, 2660.8581, 1749.2678,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.97,       100,    78.717,         2,         2,         1, 2663.8469, 1751.2327,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.98,       100,    78.805,         2,         2,         1, 2666.8429, 1753.2023,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.99,       100,    78.894,         2,         2,         1, 2669.8401, 1755.1726,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
         6,       100,    78.982,         2,         2,         1, 2672.8356, 1757.1419,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
      6.01,       100,    79.071,         2,         2,         1, 2675.8283, 1759.1094,         3,       2.9,         0,         0,         0,         0,         0,         0,         1,         0,         0
