"time","light_intensity","light_switch","resetReq","HYSTERESE_TIME_ON","HYSTERESE_TIME_OFF","MIN_LIGHT_ON","MIN_LIGHT_OFF","headlight","on_counter","off_counter","on_counter_byType","off_counter_byType","light_switch_old_byType","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","qtronic.silver.real_time","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
      1.08, 99.449153,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        69,         0,        69,         2,       396,         0,0.0099985529,         0,         1,         1,       107,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.09, 99.440678,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        70,         0,        70,         2,       399,         0,0.0099985503,         0,         1,         1,       108,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.1, 99.432203,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        71,         0,        71,         2,       402,         0,0.0099985478,         0,         1,         1,       109,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.11, 99.423729,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        72,         0,        72,         2,       405,         0,0.0099985453,         0,         1,         1,       110,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.12, 99.415254,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        73,         0,        73,         2,       408,         0,0.0099985427,         0,         1,         1,       111,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.13,  99.40678,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        74,         0,        74,         2,       411,         0,0.0099985402,         0,         1,         1,       112,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.14, 99.398305,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        75,         0,        75,         2,       414,         0,0.0099985378,         0,         1,         1,       113,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.15, 99.389831,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        76,         0,        76,         2,       417,         0,0.0099985353,         0,         1,         1,       114,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.16, 99.381356,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        77,         0,        77,         2,       420,         0,0.0099985328,         0,         1,         1,       115,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.17, 99.372881,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        78,         0,        78,         2,       423,         0,0.0099985304,         0,         1,         1,       116,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.18, 99.364407,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        79,         0,        79,         2,       426,         0,0.009998528,         0,         1,         1,       117,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.19, 99.355932,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        80,         0,        80,         2,       429,         0,0.0099985256,         0,         1,         1,       118,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.2, 99.347458,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        81,         0,        81,         2,       432,         0,0.0099985232,         0,         1,         1,       119,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.21, 99.338983,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        82,         0,        82,         2,       435,         0,0.0099985208,         0,         1,         1,       120,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.22, 99.330508,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        83,         0,        83,         2,       438,         0,0.0099985185,         0,         1,         1,       121,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.23, 99.322034,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        84,         0,        84,         2,       441,         0,0.0099985161,         0,         1,         1,       122,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.24, 99.313559,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        85,         0,        85,         2,       444,         0,0.0099985138,         0,         1,         1,       123,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.25, 99.305085,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        86,         0,        86,         2,       447,         0,0.0099985115,         0,         1,         1,       124,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.26,  99.29661,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        87,         0,        87,         2,       450,         0,0.0099985092,         0,         1,         1,       125,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.27, 99.288136,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        88,         0,        88,         2,       453,         0,0.0099985069,         0,         1,         1,       126,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.28, 99.279661,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        89,         0,        89,         2,       456,         0,0.0099985046,         0,         1,         1,       127,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.29, 99.271186,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        90,         0,        90,         2,       459,         0,0.0099985023,         0,         1,         1,       128,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.3, 99.262712,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        91,         0,        91,         2,       462,         0,0.0099985001,         0,         1,         1,       129,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.31, 99.254237,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        92,         0,        92,         2,       465,         0,0.0099984979,         0,         1,         1,       130,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.32, 99.245763,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        93,         0,        93,         2,       468,         0,0.0099984956,         0,         1,         1,       131,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.33, 99.237288,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        94,         0,        94,         2,       471,         0,0.0099984934,         0,         1,         1,       132,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.34, 99.228814,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        95,         0,        95,         2,       474,         0,0.0099984912,         0,         1,         1,       133,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.35, 99.220339,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        96,         0,        96,         2,       477,         0,0.009998489,         0,         1,         1,       134,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.36, 99.211864,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        97,         0,        97,         2,       480,         0,0.0099984869,         0,         1,         1,       135,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.37,  99.20339,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        98,         0,        98,         2,       483,         0,0.0099984847,         0,         1,         1,       136,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.38, 99.194915,         2,         0,       0.7,       1.1,        40,        50,         1,         0,        99,         0,        99,         2,       486,         0,0.0099984826,         0,         1,         1,       137,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.39, 99.186441,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       100,         0,       100,         2,       489,         0,0.0099984804,         0,         1,         1,       138,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.4, 99.177966,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       101,         0,       101,         2,       492,         0,0.0099984783,         0,         1,         1,       139,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.41, 99.169492,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       102,         0,       102,         2,       495,         0,0.0099984762,         0,         1,         1,       140,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.42, 99.161017,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       103,         0,       103,         2,       498,         0,0.0099984741,         0,         1,         1,       141,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.43, 99.152542,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       104,         0,       104,         2,       501,         0,0.009998472,         0,         1,         1,       142,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.44, 99.144068,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       105,         0,       105,         2,       504,         0,0.0099984699,         0,         1,         1,       143,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.45, 99.135593,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       106,         0,       106,         2,       507,         0,0.0099984678,         0,         1,         1,       144,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.46, 99.127119,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       107,         0,       107,         2,       510,         0,0.0099984658,         0,         1,         1,       145,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.47, 99.118644,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       108,         0,       108,         2,       513,         0,0.0099984637,         0,         1,         1,       146,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.48, 99.110169,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       109,         0,       109,         2,       516,         0,0.0099984617,         0,         1,         1,       147,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.49, 99.101695,         2,         0,       0.7,       1.1,        40,        50,         1,         0,       110,         0,       110,         2,       519,         0,0.0099984597,         0,         1,         1,       148,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.5,  99.09322,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       522,         0,0.0099984576,         0,         1,         1,       149,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.51, 99.084746,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       525,         0,0.0099984556,         0,         1,         1,       150,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.52, 99.076271,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       528,         0,0.0099984536,         0,         1,         1,       151,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.53, 99.067797,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       531,         0,0.0099984517,         0,         1,         1,       152,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.54, 99.059322,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       534,         0,0.0099984497,         0,         1,         1,       153,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.55, 99.050847,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       537,         0,0.0099984477,         0,         1,         1,       154,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.56, 99.042373,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       540,         0,0.0099984458,         0,         1,         1,       155,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.57, 99.033898,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       543,         0,0.0099984438,         0,         1,         1,       156,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.58, 99.025424,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       546,         0,0.0099984419,         0,         1,         1,       157,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.59, 99.016949,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       549,         0,0.0099984399,         0,         1,         1,       158,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.6, 99.008475,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       552,         0,0.009998438,         0,         1,         1,       159,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.61,        99,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       555,         0,0.0099984361,         0,         1,         1,       160,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.62,        98,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       558,         0,0.0099984342,         0,         1,         1,       161,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.63,        83,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       561,         0,0.0099984323,         0,         1,         1,       162,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.64,        63,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       564,         0,0.0099984304,         0,         1,         1,       163,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.65,        52,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       567,         0,0.0099984285,         0,         1,         1,       164,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.66,        40,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       570,         0,0.0099984267,         0,         1,         1,       165,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.67,        34,         2,         0,       0.7,       1.1,        40,        50,         0,         0,         0,         0,         0,         2,       573,         0,0.0099984248,         0,         1,         1,       166,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.68,        30,         2,         0,       0.7,       1.1,        40,        50,         0,         1,         0,         1,         0,         2,       576,         0,0.009998423,         0,         1,         1,       167,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.69,        28,         2,         0,       0.7,       1.1,        40,        50,         0,         2,         0,         2,         0,         2,       579,         0,0.0099984211,         0,         1,         1,       168,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.7,        27,         2,         0,       0.7,       1.1,        40,        50,         0,         3,         0,         3,         0,         2,       582,         0,0.0099984193,         0,         1,         1,       169,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.71,    27.075,         2,         0,       0.7,       1.1,        40,        50,         0,         4,         0,         4,         0,         2,       585,         0,0.0099984175,         0,         1,         1,       170,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.72,     27.15,         2,         0,       0.7,       1.1,        40,        50,         0,         5,         0,         5,         0,         2,       588,         0,0.0099984156,         0,         1,         1,       171,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.73,    27.225,         2,         0,       0.7,       1.1,        40,        50,         0,         6,         0,         6,         0,         2,       591,         0,0.0099984138,         0,         1,         1,       172,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.74,      27.3,         2,         0,       0.7,       1.1,        40,        50,         0,         7,         0,         7,         0,         2,       594,         0,0.009998412,         0,         1,         1,       173,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.75,    27.375,         2,         0,       0.7,       1.1,        40,        50,         0,         8,         0,         8,         0,         2,       597,         0,0.0099984102,         0,         1,         1,       174,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.76,     27.45,         2,         0,       0.7,       1.1,        40,        50,         0,         9,         0,         9,         0,         2,       600,         0,0.0099984084,         0,         1,         1,       175,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.77,    27.525,         2,         0,       0.7,       1.1,        40,        50,         0,        10,         0,        10,         0,         2,       603,         0,0.0099984067,         0,         1,         1,       176,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.78,      27.6,         2,         0,       0.7,       1.1,        40,        50,         0,        11,         0,        11,         0,         2,       606,         0,0.0099984049,         0,         1,         1,       177,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.79,    27.675,         2,         0,       0.7,       1.1,        40,        50,         0,        12,         0,        12,         0,         2,       609,         0,0.0099984031,         0,         1,         1,       178,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.8,     27.75,         2,         0,       0.7,       1.1,        40,        50,         0,        13,         0,        13,         0,         2,       612,         0,0.0099984014,         0,         1,         1,       179,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.81,    27.825,         2,         0,       0.7,       1.1,        40,        50,         0,        14,         0,        14,         0,         2,       615,         0,0.0099983996,         0,         1,         1,       180,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.82,      27.9,         2,         0,       0.7,       1.1,        40,        50,         0,        15,         0,        15,         0,         2,       618,         0,0.0099983979,         0,         1,         1,       181,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.83,    27.975,         2,         0,       0.7,       1.1,        40,        50,         0,        16,         0,        16,         0,         2,       621,         0,0.0099983961,         0,         1,         1,       182,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.84,     28.05,         2,         0,       0.7,       1.1,        40,        50,         0,        17,         0,        17,         0,         2,       624,         0,0.0099983944,         0,         1,         1,       183,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.85,    28.125,         2,         0,       0.7,       1.1,        40,        50,         0,        18,         0,        18,         0,         2,       627,         0,0.0099983927,         0,         1,         1,       184,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.86,      28.2,         2,         0,       0.7,       1.1,        40,        50,         0,        19,         0,        19,         0,         2,       630,         0,0.009998391,         0,         1,         1,       185,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.87,    28.275,         2,         0,       0.7,       1.1,        40,        50,         0,        20,         0,        20,         0,         2,       633,         0,0.0099983893,         0,         1,         1,       186,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.88,     28.35,         2,         0,       0.7,       1.1,        40,        50,         0,        21,         0,        21,         0,         2,       636,         0,0.0099983876,         0,         1,         1,       187,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.89,    28.425,         2,         0,       0.7,       1.1,        40,        50,         0,        22,         0,        22,         0,         2,       639,         0,0.0099983859,         0,         1,         1,       188,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.9,      28.5,         2,         0,       0.7,       1.1,        40,        50,         0,        23,         0,        23,         0,         2,       642,         0,0.0099983842,         0,         1,         1,       189,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.91,    28.575,         2,         0,       0.7,       1.1,        40,        50,         0,        24,         0,        24,         0,         2,       645,         0,0.0099983825,         0,         1,         1,       190,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.92,     28.65,         2,         0,       0.7,       1.1,        40,        50,         0,        25,         0,        25,         0,         2,       648,         0,0.0099983808,         0,         1,         1,       191,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.93,    28.725,         2,         0,       0.7,       1.1,        40,        50,         0,        26,         0,        26,         0,         2,       651,         0,0.0099983792,         0,         1,         1,       192,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.94,      28.8,         2,         0,       0.7,       1.1,        40,        50,         0,        27,         0,        27,         0,         2,       654,         0,0.0099983775,         0,         1,         1,       193,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.95,    28.875,         2,         0,       0.7,       1.1,        40,        50,         0,        28,         0,        28,         0,         2,       657,         0,0.0099983759,         0,         1,         1,       194,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.96,     28.95,         2,         0,       0.7,       1.1,        40,        50,         0,        29,         0,        29,         0,         2,       660,         0,0.0099983742,         0,         1,         1,       195,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.97,    29.025,         2,         0,       0.7,       1.1,        40,        50,         0,        30,         0,        30,         0,         2,       663,         0,0.0099983726,         0,         1,         1,       196,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.98,      29.1,         2,         0,       0.7,       1.1,        40,        50,         0,        31,         0,        31,         0,         2,       666,         0,0.0099983709,         0,         1,         1,       197,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.99,    29.175,         2,         0,       0.7,       1.1,        40,        50,         0,        32,         0,        32,         0,         2,       669,         0,0.0099983693,         0,         1,         1,       198,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
         2,     29.25,         2,         0,       0.7,       1.1,        40,        50,         0,        33,         0,        33,         0,         2,       672,         0,0.0099983677,         0,         1,         1,       199,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.01,    29.325,         2,         0,       0.7,       1.1,        40,        50,         0,        34,         0,        34,         0,         2,       675,         0,0.0099983661,         0,         1,         1,       200,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.02,      29.4,         2,         0,       0.7,       1.1,        40,        50,         0,        35,         0,        35,         0,         2,       678,         0,0.0099983645,         0,         1,         1,       201,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.03,    29.475,         2,         0,       0.7,       1.1,        40,        50,         0,        36,         0,        36,         0,         2,       681,         0,0.0099983629,         0,         1,         1,       202,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.04,     29.55,         2,         0,       0.7,       1.1,        40,        50,         0,        37,         0,        37,         0,         2,       684,         0,0.0099983613,         0,         1,         1,       203,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.05,    29.625,         2,         0,       0.7,       1.1,        40,        50,         0,        38,         0,        38,         0,         2,       687,         0,0.0099983597,         0,         1,         1,       204,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.06,      29.7,         2,         0,       0.7,       1.1,        40,        50,         0,        39,         0,        39,         0,         2,       690,         0,0.0099983581,         0,         1,         1,       205,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.07,    29.775,         2,         0,       0.7,       1.1,        40,        50,         0,        40,         0,        40,         0,         2,       693,         0,0.0099983565,         0,         1,         1,       206,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.08,     29.85,         2,         0,       0.7,       1.1,        40,        50,         0,        41,         0,        41,         0,         2,       696,         0,0.0099983549,         0,         1,         1,       207,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.09,    29.925,         2,         0,       0.7,       1.1,        40,        50,         0,        42,         0,        42,         0,         2,       699,         0,0.0099983534,         0,         1,         1,       208,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       2.1,        30,         2,         0,       0.7,       1.1,        40,        50,         0,        43,         0,        43,         0,         2,       702,         0,0.0099983518,         0,         1,         1,       209,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.11,    30.075,         2,         0,       0.7,       1.1,        40,        50,         0,        44,         0,        44,         0,         2,       705,         0,0.0099983502,         0,         1,         1,       210,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.12,     30.15,         2,         0,       0.7,       1.1,        40,        50,         0,        45,         0,        45,         0,         2,       708,         0,0.0099983487,         0,         1,         1,       211,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.13,    30.225,         2,         0,       0.7,       1.1,        40,        50,         0,        46,         0,        46,         0,         2,       711,         0,0.0099983471,         0,         1,         1,       212,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.14,      30.3,         2,         0,       0.7,       1.1,        40,        50,         0,        47,         0,        47,         0,         2,       714,         0,0.0099983456,         0,         1,         1,       213,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.15,    30.375,         2,         0,       0.7,       1.1,        40,        50,         0,        48,         0,        48,         0,         2,       717,         0,0.0099983441,         0,         1,         1,       214,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.16,     30.45,         2,         0,       0.7,       1.1,        40,        50,         0,        49,         0,        49,         0,         2,       720,         0,0.0099983425,         0,         1,         1,       215,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.17,    30.525,         2,         0,       0.7,       1.1,        40,        50,         0,        50,         0,        50,         0,         2,       723,         0,0.009998341,         0,         1,         1,       216,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.18,      30.6,         2,         0,       0.7,       1.1,        40,        50,         0,        51,         0,        51,         0,         2,       726,         0,0.0099983395,         0,         1,         1,       217,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.19,    30.675,         2,         0,       0.7,       1.1,        40,        50,         0,        52,         0,        52,         0,         2,       729,         0,0.009998338,         0,         1,         1,       218,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
