"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
79,8.1929575717100767E-001,9.4999999999999996E-001,9.5000214577009989E-001,3.9179902436437622E+001,4.5000000000000001E-001,4.4999251633214543E-001,4.7539618121628301E+001,3.0000000000000000E+001,3.0000005773001430E+001,2.7837136451732821E+001,3.0000000000000000E+000,3.0000073298856247E+000,1.0000000000000000E+003,4.0000000000000000E+001
80,8.1931136583277797E-001,9.4999999999999996E-001,9.5000174234528079E-001,3.9179841866803962E+001,4.5000000000000001E-001,4.4999367231865439E-001,4.7540033074313698E+001,3.0000000000000000E+001,3.0000004657972589E+001,2.7837802037317473E+001,3.0000000000000000E+000,3.0000421767612173E+000,1.0000000000000000E+003,4.0000000000000000E+001
81,8.1931652200026805E-001,9.4999999999999996E-001,9.5000091808659637E-001,3.9179846854661903E+001,4.5000000000000001E-001,4.4999483773952842E-001,4.7540168204557055E+001,3.0000000000000000E+001,3.0000002437021223E+001,2.7838280949971026E+001,3.0000000000000000E+000,3.0000449964715425E+000,1.0000000000000000E+003,4.0000000000000000E+001
82,8.1931342753083669E-001,9.4999999999999996E-001,9.5000019176886774E-001,3.9179911842499571E+001,4.5000000000000001E-001,4.4999593951607464E-001,4.7540083710017306E+001,3.0000000000000000E+001,3.0000000495465244E+001,2.7838451375923146E+001,3.0000000000000000E+000,3.0000279543422130E+000,1.0000000000000000E+003,4.0000000000000000E+001
83,8.1930846698595916E-001,9.4999999999999996E-001,9.4999974552483835E-001,3.9180003379706072E+001,4.5000000000000001E-001,4.4999695404924217E-001,4.7539950513031663E+001,3.0000000000000000E+001,2.9999999309930832E+001,2.7838455400886446E+001,3.0000000000000000E+000,3.0000096688319955E+000,1.0000000000000000E+003,4.0000000000000000E+001
84,8.1930396008751494E-001,9.4999999999999996E-001,9.4999962448513742E-001,3.9180112835031466E+001,4.5000000000000001E-001,4.4999783817322087E-001,4.7539830281573877E+001,3.0000000000000000E+001,2.9999998994508353E+001,2.7838352522744842E+001,3.0000000000000000E+000,2.9999966385711767E+000,1.0000000000000000E+003,4.0000000000000000E+001
85,8.1930180734003277E-001,9.4999999999999996E-001,9.4999972461609339E-001,3.9180225246318571E+001,4.5000000000000001E-001,4.4999854898784353E-001,4.7539773407510488E+001,3.0000000000000000E+001,2.9999999267094022E+001,2.7838244305468958E+001,3.0000000000000000E+000,2.9999924109347567E+000,1.0000000000000000E+003,4.0000000000000000E+001
86,8.1930121074853324E-001,9.4999999999999996E-001,9.4999986892242039E-001,3.9180331840051565E+001,4.5000000000000001E-001,4.4999913441701755E-001,4.7539758130585398E+001,3.0000000000000000E+001,2.9999999655025722E+001,2.7838170775602215E+001,3.0000000000000000E+000,2.9999927165850999E+000,1.0000000000000000E+003,4.0000000000000000E+001
87,8.1930184682212392E-001,9.4999999999999996E-001,9.4999998380045503E-001,3.9180424589963174E+001,4.5000000000000001E-001,4.4999955875436592E-001,4.7539775573886978E+001,3.0000000000000000E+001,2.9999999961449141E+001,2.7838148844680177E+001,3.0000000000000000E+000,2.9999958008673397E+000,1.0000000000000000E+003,4.0000000000000000E+001
88,8.1930270129303062E-001,9.4999999999999996E-001,9.5000004949000516E-001,3.9180505182452215E+001,4.5000000000000001E-001,4.4999988211954395E-001,4.7539798661010103E+001,3.0000000000000000E+001,3.0000000135518441E+001,2.7838152517148096E+001,3.0000000000000000E+000,2.9999988226208729E+000,1.0000000000000000E+003,4.0000000000000000E+001
89,8.1930341076063762E-001,9.4999999999999996E-001,9.5000006227830702E-001,3.9180570913130900E+001,4.5000000000000001E-001,4.5000010185662731E-001,4.7539817713316033E+001,3.0000000000000000E+001,3.0000000168143128E+001,2.7838171213524568E+001,3.0000000000000000E+000,3.0000008060043521E+000,1.0000000000000000E+003,4.0000000000000000E+001
90,8.1930371068279662E-001,9.4999999999999996E-001,9.5000004237384328E-001,3.9180620428593151E+001,4.5000000000000001E-001,4.5000022882808166E-001,4.7539825740984149E+001,3.0000000000000000E+001,3.0000000114021077E+001,2.7838188650932267E+001,3.0000000000000000E+000,3.0000013293716852E+000,1.0000000000000000E+003,4.0000000000000000E+001
91,8.1930376390145032E-001,9.4999999999999996E-001,9.5000001768089759E-001,3.9180659600130767E+001,4.5000000000000001E-001,4.5000030541006586E-001,4.7539827169562912E+001,3.0000000000000000E+001,3.0000000047581079E+001,2.7838199746316867E+001,3.0000000000000000E+000,3.0000011610170150E+000,1.0000000000000000E+003,4.0000000000000000E+001
92,8.1930363704632159E-001,9.4999999999999996E-001,9.4999999981387617E-001,3.9180686457974517E+001,4.5000000000000001E-001,4.5000033012018448E-001,4.7539823809846581E+001,3.0000000000000000E+001,2.9999999999823558E+001,2.7838202341340622E+001,3.0000000000000000E+000,3.0000006174384151E+000,1.0000000000000000E+003,4.0000000000000000E+001
93,8.1930348886220716E-001,9.4999999999999996E-001,9.4999999040324479E-001,3.9180706031037587E+001,4.5000000000000001E-001,4.5000032915828714E-001,4.7539819900899545E+001,3.0000000000000000E+001,2.9999999974797706E+001,2.7838201058354411E+001,3.0000000000000000E+000,3.0000001253143580E+000,1.0000000000000000E+003,4.0000000000000000E+001
94,8.1930338557948434E-001,9.4999999999999996E-001,9.4999999017817649E-001,3.9180717437267042E+001,4.5000000000000001E-001,4.5000030443871641E-001,4.7539817209540942E+001,3.0000000000000000E+001,2.9999999974327537E+001,2.7838197803761094E+001,3.0000000000000000E+000,2.9999998630035400E+000,1.0000000000000000E+003,4.0000000000000000E+001
95,8.1930334017018180E-001,9.4999999999999996E-001,9.4999999342184704E-001,3.9180723664255467E+001,4.5000000000000001E-001,4.5000026891960254E-001,4.7539816062237577E+001,3.0000000000000000E+001,2.9999999983041672E+001,2.7838195148731092E+001,3.0000000000000000E+000,2.9999997918160335E+000,1.0000000000000000E+003,4.0000000000000000E+001
96,8.1930333219689599E-001,9.4999999999999996E-001,9.4999999726988682E-001,3.9180726536371580E+001,4.5000000000000001E-001,4.5000022869268236E-001,4.7539815907607398E+001,3.0000000000000000E+001,2.9999999993297298E+001,2.7838193494851254E+001,3.0000000000000000E+000,2.9999998235456222E+000,1.0000000000000000E+003,4.0000000000000000E+001
97,8.1930335086961981E-001,9.4999999999999996E-001,9.4999999997263418E-001,3.9180726077647464E+001,4.5000000000000001E-001,4.5000018697273297E-001,4.7539816457400875E+001,3.0000000000000000E+001,3.0000000000469115E+001,2.7838193140850681E+001,3.0000000000000000E+000,2.9999999084719104E+000,1.0000000000000000E+003,4.0000000000000000E+001
98,8.1930337125930719E-001,9.4999999999999996E-001,9.5000000116123762E-001,3.9180723889733173E+001,4.5000000000000001E-001,4.5000014755634582E-001,4.7539817039933169E+001,3.0000000000000000E+001,3.0000000003553154E+001,2.7838193405550832E+001,3.0000000000000000E+000,2.9999999783461271E+000,1.0000000000000000E+003,4.0000000000000000E+001
99,8.1930338502666988E-001,9.4999999999999996E-001,9.5000000125909789E-001,3.9180720701287456E+001,4.5000000000000001E-001,4.5000011217016350E-001,4.7539817444857469E+001,3.0000000000000000E+001,3.0000000003776783E+001,2.7838193856271815E+001,3.0000000000000000E+000,3.0000000172275749E+000,1.0000000000000000E+003,4.0000000000000000E+001
100,8.1930339074097636E-001,9.4999999999999996E-001,9.5000000083486358E-001,3.9180717058792915E+001,4.5000000000000001E-001,4.5000008170250044E-001,4.7539817615971920E+001,3.0000000000000000E+001,3.0000000002521112E+001,2.7838194233395615E+001,3.0000000000000000E+000,3.0000000286607293E+000,1.0000000000000000E+003,4.0000000000000000E+001
101,8.1930339058156643E-001,9.4999999999999996E-001,9.5000000032570886E-001,3.9180713351578085E+001,4.5000000000000001E-001,4.5000005642468738E-001,4.7539817635994879E+001,3.0000000000000000E+001,3.0000000001131589E+001,2.7838194445402479E+001,3.0000000000000000E+000,3.0000000237580311E+000,1.0000000000000000E+003,4.0000000000000000E+001
102,8.1930438798976712E-001,9.4999999999999996E-001,9.5000002882936396E-001,2.7364076285783469E+001,5.0000000000000000E-001,4.6867116870959707E-001,4.7539843517668956E+001,3.0000000000000000E+001,3.0000000074534526E+001,2.7838212682046922E+001,3.0000000000000000E+000,3.0000010857345454E+000,1.0000000000000000E+003,4.0000000000000000E+001
103,8.1930381872939495E-001,9.4999999999999996E-001,9.4999997387829804E-001,3.0261707476355010E+001,5.0000000000000000E-001,4.8308706783831218E-001,4.7539828434179320E+001,3.0000000000000000E+001,2.9999999930120687E+001,2.7838214565307929E+001,3.0000000000000000E+000,3.0000004388008645E+000,1.0000000000000000E+003,4.0000000000000000E+001
104,8.1930327154682880E-001,9.4999999999999996E-001,9.4999995666637116E-001,3.2774432739279916E+001,5.0000000000000000E-001,4.9372337786199028E-001,4.7539813996312802E+001,3.0000000000000000E+001,2.9999999885359305E+001,2.7838205081217037E+001,3.0000000000000000E+000,2.9999995271960032E+000,1.0000000000000000E+003,4.0000000000000000E+001
105,8.1930295019512711E-001,9.4999999999999996E-001,9.4999996509270757E-001,3.4863184607446222E+001,5.0000000000000000E-001,5.0115102493774866E-001,4.7539805611939244E+001,3.0000000000000000E+001,2.9999999908426439E+001,2.7838193124789903E+001,3.0000000000000000E+000,2.9999990771234550E+000,1.0000000000000000E+003,4.0000000000000000E+001
106,8.1930287763850729E-001,9.4999999999999996E-001,9.4999998370654370E-001,3.6531107263200795E+001,5.0000000000000000E-001,5.0596120264058653E-001,4.7539803853476727E+001,3.0000000000000000E+001,2.9999999958208726E+001,2.7838184816465017E+001,3.0000000000000000E+000,2.9999991628972458E+000,1.0000000000000000E+003,4.0000000000000000E+001
107,8.1930297527479723E-001,9.4999999999999996E-001,9.5000000077673696E-001,3.7808790330096592E+001,5.0000000000000000E-001,5.0872238382055668E-001,4.7539806596491360E+001,3.0000000000000000E+001,3.0000000003538734E+001,2.7838182081963051E+001,3.0000000000000000E+000,2.9999995469605909E+000,1.0000000000000000E+003,4.0000000000000000E+001
108,8.1930313823519985E-001,9.4999999999999996E-001,9.5000001069636475E-001,3.8743078975563876E+001,5.0000000000000000E-001,5.0994899808876015E-001,4.7539811034411692E+001,3.0000000000000000E+001,3.0000000029623113E+001,2.7838183771366495E+001,3.0000000000000000E+000,2.9999999573491296E+000,1.0000000000000000E+003,4.0000000000000000E+001
109,8.1930328617468107E-001,9.4999999999999996E-001,9.5000001307599335E-001,3.9387740568554825E+001,5.0000000000000000E-001,5.1008053787349139E-001,4.7539815029731798E+001,3.0000000000000000E+001,3.0000000035572491E+001,2.7838187560337204E+001,3.0000000000000000E+000,3.0000002287745513E+000,1.0000000000000000E+003,4.0000000000000000E+001
110,8.1930337987580415E-001,9.4999999999999996E-001,9.5000001042426008E-001,3.9798022123434563E+001,5.0000000000000000E-001,5.0948267897550015E-001,4.7539817549235252E+001,3.0000000000000000E+001,3.0000000028177627E+001,2.7838191354463113E+001,3.0000000000000000E+000,3.0000003202384367E+000,1.0000000000000000E+003,4.0000000000000000E+001
111,8.1930341695924491E-001,9.4999999999999996E-001,9.5000000592380540E-001,4.0026203037024963E+001,5.0000000000000000E-001,5.0844544032407124E-001,4.7539818542808781E+001,3.0000000000000000E+001,3.0000000015960264E+001,2.7838193977262836E+001,3.0000000000000000E+000,3.0000002763680853E+000,1.0000000000000000E+003,4.0000000000000000E+001
112,8.1930341566675424E-001,9.4999999999999996E-001,9.5000000195665668E-001,4.0119046016598347E+001,5.0000000000000000E-001,5.0718943594917643E-001,4.7539818506804110E+001,3.0000000000000000E+001,3.0000000005266326E+001,2.7838195188601404E+001,3.0000000000000000E+000,3.0000001716005000E+000,1.0000000000000000E+003,4.0000000000000000E+001
113,8.1930339860072343E-001,9.4999999999999996E-001,9.4999999960305004E-001,4.0116526282996702E+001,5.0000000000000000E-001,5.0587470104789301E-001,4.7539818049252993E+001,3.0000000000000000E+001,2.9999999998943807E+001,2.7838195343687225E+001,3.0000000000000000E+000,3.0000000687801247E+000,1.0000000000000000E+003,4.0000000000000000E+001
114,8.1930338238718248E-001,9.4999999999999996E-001,9.4999999885268704E-001,4.0051380318351576E+001,5.0000000000000000E-001,5.0461037868436387E-001,4.7539817615147555E+001,3.0000000000000000E+001,2.9999999996930775E+001,2.7838194986272740E+001,3.0000000000000000E+000,3.0000000011445356E+000,1.0000000000000000E+003,4.0000000000000000E+001
115,8.1930337451347046E-001,9.4999999999999996E-001,9.4999999912319122E-001,3.9949408909473007E+001,5.0000000000000000E-001,5.0346494306538481E-001,4.7539817403801372E+001,3.0000000000000000E+001,2.9999999997649450E+001,2.7838194563892728E+001,3.0000000000000000E+000,2.9999999739159717E+000,1.0000000000000000E+003,4.0000000000000000E+001
116,8.1930337507233886E-001,9.4999999999999996E-001,9.4999999974784977E-001,3.9830000860435028E+001,5.0000000000000000E-001,5.0247538464915786E-001,4.7539817416844961E+001,3.0000000000000000E+001,2.9999999999310997E+001,2.7838194312556325E+001,3.0000000000000000E+000,2.9999999755644184E+000,1.0000000000000000E+003,4.0000000000000000E+001
117,8.1930338030705585E-001,9.4999999999999996E-001,9.5000000025260212E-001,3.9707337773839228E+001,5.0000000000000000E-001,5.0165578296578828E-001,4.7539817553636723E+001,3.0000000000000000E+001,3.0000000000649329E+001,2.7838194274176015E+001,3.0000000000000000E+000,2.9999999895079665E+000,1.0000000000000000E+003,4.0000000000000000E+001
118,8.1930338608486064E-001,9.4999999999999996E-001,9.5000000045337418E-001,3.9590780249390747E+001,5.0000000000000000E-001,5.0100375013698606E-001,4.7539817704091980E+001,3.0000000000000000E+001,3.0000000001176904E+001,2.7838194375516185E+001,3.0000000000000000E+000,3.0000000030096490E+000,1.0000000000000000E+003,4.0000000000000000E+001
119,8.1930338969280914E-001,9.4999999999999996E-001,9.5000000038181809E-001,3.9486210545169392E+001,5.0000000000000000E-001,5.0050621938939821E-001,4.7539817796401756E+001,3.0000000000000000E+001,3.0000000000981650E+001,2.7838194513135704E+001,3.0000000000000000E+000,3.0000000098193955E+000,1.0000000000000000E+003,4.0000000000000000E+001
120,8.1930339037973188E-001,9.4999999999999996E-001,9.5000000017007313E-001,3.9396607775974680E+001,5.0000000000000000E-001,5.0014423706480460E-001,4.7539817811151856E+001,3.0000000000000000E+001,3.0000000000417771E+001,2.7838194612363697E+001,3.0000000000000000E+000,3.0000000096140376E+000,1.0000000000000000E+003,4.0000000000000000E+001
121,8.1930338875783082E-001,9.4999999999999996E-001,9.4999999995071938E-001,3.9322945148365960E+001,5.0000000000000000E-001,4.9989609060224094E-001,4.7539817765125129E+001,3.0000000000000000E+001,2.9999999999838312E+001,2.7838194643424238E+001,3.0000000000000000E+000,3.0000000051626015E+000,1.0000000000000000E+003,4.0000000000000000E+001
122,8.1930338600127728E-001,9.4999999999999996E-001,9.4999999980415517E-001,3.9264780972201244E+001,5.0000000000000000E-001,4.9973975243932089E-001,4.7539817689833264E+001,3.0000000000000000E+001,2.9999999999455842E+001,2.7838194614075693E+001,3.0000000000000000E+000,2.9999999997899134E+000,1.0000000000000000E+003,4.0000000000000000E+001
123,8.1930338317919593E-001,9.4999999999999996E-001,9.4999999975064842E-001,3.9220771898537578E+001,5.0000000000000000E-001,4.9965448350739866E-001,4.7539817613747168E+001,3.0000000000000000E+001,2.9999999999322210E+001,2.7838194550615494E+001,3.0000000000000000E+000,2.9999999957960148E+000,1.0000000000000000E+003,4.0000000000000000E+001
124,8.1930338092746102E-001,9.4999999999999996E-001,9.4999999976927774E-001,3.9189072099381953E+001,5.0000000000000000E-001,4.9962180156858371E-001,4.7539817553641846E+001,3.0000000000000000E+001,2.9999999999379984E+001,2.7838194480309561E+001,3.0000000000000000E+000,2.9999999940146420E+000,1.0000000000000000E+003,4.0000000000000000E+001
125,8.1930337942752673E-001,9.4999999999999996E-001,9.4999999982390859E-001,3.9167630235836015E+001,5.0000000000000000E-001,4.9962596556478439E-001,4.7539817514127506E+001,3.0000000000000000E+001,2.9999999999531969E+001,2.7838194421329476E+001,3.0000000000000000E+000,2.9999999941436970E+000,1.0000000000000000E+003,4.0000000000000000E+001
126,8.1930337855358226E-001,9.4999999999999996E-001,9.4999999988277073E-001,3.9154367397422170E+001,5.0000000000000000E-001,4.9965395403403901E-001,4.7539817491641074E+001,3.0000000000000000E+001,2.9999999999693291E+001,2.7838194380483785E+001,3.0000000000000000E+000,2.9999999953463514E+000,1.0000000000000000E+003,4.0000000000000000E+001
127,8.1930337807597409E-001,9.4999999999999996E-001,9.4999999992845219E-001,3.9147418072623637E+001,5.0000000000000000E-001,4.9969590252781443E-001,4.7539817479907441E+001,3.0000000000000000E+001,2.9999999999817806E+001,2.7838194356248682E+001,3.0000000000000000E+000,2.9999999968306610E+000,1.0000000000000000E+003,4.0000000000000000E+001
128,8.1930337778360496E-001,9.4999999999999996E-001,9.4999999995605744E-001,3.9145100409539083E+001,5.0000000000000000E-001,4.9974419857595093E-001,4.7539817473199655E+001,3.0000000000000000E+001,2.9999999999892911E+001,2.7838194343363458E+001,3.0000000000000000E+000,2.9999999980702161E+000,1.0000000000000000E+003,4.0000000000000000E+001
129,8.1930337754741767E-001,9.4999999999999996E-001,9.4999999996922269E-001,3.9145991693716226E+001,5.0000000000000000E-001,4.9979339560171648E-001,4.7539817468015642E+001,3.0000000000000000E+001,2.9999999999928704E+001,2.7838194336304582E+001,3.0000000000000000E+000,2.9999999988704817E+000,1.0000000000000000E+003,4.0000000000000000E+001
130,8.1930337732232528E-001,9.4999999999999996E-001,9.4999999997458440E-001,3.9148936591762613E+001,5.0000000000000000E-001,4.9983984400724618E-001,4.7539817463117657E+001,3.0000000000000000E+001,2.9999999999943164E+001,2.7838194331296023E+001,3.0000000000000000E+000,2.9999999992784856E+000,1.0000000000000000E+003,4.0000000000000000E+001
131,8.1930337711658296E-001,9.4999999999999996E-001,9.4999999997781437E-001,3.9153034417905076E+001,5.0000000000000000E-001,4.9988132604182572E-001,4.7539817458698025E+001,3.0000000000000000E+001,2.9999999999951584E+001,2.7838194326698623E+001,3.0000000000000000E+000,2.9999999994477911E+000,1.0000000000000000E+003,4.0000000000000000E+001
132,8.1930337695595423E-001,9.4999999999999996E-001,9.4999999998195195E-001,3.9157613445217756E+001,5.0000000000000000E-001,4.9991671796780573E-001,4.7539817455423652E+001,3.0000000000000000E+001,2.9999999999962185E+001,2.7838194322411905E+001,3.0000000000000000E+000,2.9999999995293094E+000,1.0000000000000000E+003,4.0000000000000000E+001
133,8.1930337685864596E-001,9.4999999999999996E-001,9.4999999998753570E-001,3.9162198426611305E+001,5.0000000000000000E-001,4.9994569316196985E-001,4.7539817453758964E+001,3.0000000000000000E+001,2.9999999999976399E+001,2.7838194318988659E+001,3.0000000000000000E+000,2.9999999996159956E+000,1.0000000000000000E+003,4.0000000000000000E+001
134,8.1930337682581034E-001,9.4999999999999996E-001,9.4999999999365081E-001,3.9166475848649497E+001,5.0000000000000000E-001,4.9996847235644754E-001,4.7539817453723984E+001,3.0000000000000000E+001,2.9999999999991878E+001,2.7838194316937294E+001,3.0000000000000000E+000,2.9999999997363411E+000,1.0000000000000000E+003,4.0000000000000000E+001
135,8.1930337684411825E-001,9.4999999999999996E-001,9.4999999999905926E-001,3.9170260052161048E+001,5.0000000000000000E-001,4.9998562190419310E-001,4.7539817454957777E+001,3.0000000000000000E+001,3.0000000000005397E+001,2.7838194316393555E+001,3.0000000000000000E+000,2.9999999998760027E+000,1.0000000000000000E+003,4.0000000000000000E+001
136,8.1930337689336796E-001,9.4999999999999996E-001,9.5000000000290719E-001,3.9173462225527743E+001,5.0000000000000000E-001,4.9999789738956346E-001,4.7539817456918648E+001,3.0000000000000000E+001,3.0000000000014705E+001,2.7838194317112471E+001,3.0000000000000000E+000,3.0000000000057181E+000,1.0000000000000000E+003,4.0000000000000000E+001
137,8.1930337695432165E-001,9.4999999999999996E-001,9.5000000000497331E-001,3.9176063397037524E+001,5.0000000000000000E-001,5.0000612773814535E-001,4.7539817459100746E+001,3.0000000000000000E+001,3.0000000000019295E+001,2.7838194318634891E+001,3.0000000000000000E+000,3.0000000001019518E+000,1.0000000000000000E+003,4.0000000000000000E+001
138,8.1930337701326739E-001,9.4999999999999996E-001,9.5000000000554419E-001,3.9178091896730663E+001,5.0000000000000000E-001,5.0001113388190266E-001,4.7539817461145923E+001,3.0000000000000000E+001,3.0000000000019963E+001,2.7838194320482089E+001,3.0000000000000000E+000,3.0000000001556510E+000,1.0000000000000000E+003,4.0000000000000000E+001
139,8.1930337706306811E-001,9.4999999999999996E-001,9.5000000000514440E-001,3.9179605294037614E+001,5.0000000000000000E-001,5.0001367571605748E-001,4.7539817462875341E+001,3.0000000000000000E+001,3.0000000000018122E+001,2.7838194322288565E+001,3.0000000000000000E+000,3.0000000001711777E+000,1.0000000000000000E+003,4.0000000000000000E+001
140,8.1930337710193291E-001,9.4999999999999996E-001,9.5000000000429730E-001,3.9180676511293399E+001,5.0000000000000000E-001,5.0001442129902895E-001,4.7539817464250795E+001,3.0000000000000000E+001,3.0000000000015191E+001,2.7838194323849592E+001,3.0000000000000000E+000,3.0000000001604659E+000,1.0000000000000000E+003,4.0000000000000000E+001
141,8.1930337713099444E-001,9.4999999999999996E-001,9.5000000000337204E-001,3.9181383631846010E+001,5.0000000000000000E-001,5.0001393279927397E-001,4.7539817465312915E+001,3.0000000000000000E+001,3.0000000000012154E+001,2.7838194325099312E+001,3.0000000000000000E+000,3.0000000001365632E+000,1.0000000000000000E+003,4.0000000000000000E+001
142,8.1930337715249424E-001,9.4999999999999996E-001,9.5000000000256279E-001,3.9181802834676908E+001,5.0000000000000000E-001,5.0001266443025527E-001,4.7539817466130103E+001,3.0000000000000000E+001,3.0000000000009518E+001,2.7838194326060563E+001,3.0000000000000000E+000,3.0000000001096363E+000,1.0000000000000000E+003,4.0000000000000000E+001
143,8.1930337716831092E-001,9.4999999999999996E-001,9.5000000000191409E-001,3.9182003868864257E+001,5.0000000000000000E-001,5.0001096842388937E-001,4.7539817466758123E+001,3.0000000000000000E+001,3.0000000000007383E+001,2.7838194326790429E+001,3.0000000000000000E+000,3.0000000000853513E+000,1.0000000000000000E+003,4.0000000000000000E+001
144,8.1930337717972790E-001,9.4999999999999996E-001,9.5000000000140294E-001,3.9182047508822578E+001,5.0000000000000000E-001,5.0000910589420278E-001,4.7539817467236951E+001,3.0000000000000000E+001,3.0000000000005670E+001,2.7838194327344993E+001,3.0000000000000000E+000,3.0000000000655822E+000,1.0000000000000000E+003,4.0000000000000000E+001
145,8.1930337718738866E-001,9.4999999999999996E-001,9.5000000000098106E-001,3.9181984487425424E+001,5.0000000000000000E-001,5.0000726018480168E-001,4.7539817467595846E+001,3.0000000000000000E+001,3.0000000000004285E+001,2.7838194327764210E+001,3.0000000000000000E+000,3.0000000000499334E+000,1.0000000000000000E+003,4.0000000000000000E+001
146,8.1930337719169888E-001,9.4999999999999996E-001,9.5000000000061591E-001,3.9181855475284763E+001,5.0000000000000000E-001,5.0000555094599308E-001,4.7539817467842809E+001,3.0000000000000000E+001,3.0000000000003080E+001,2.7838194328071964E+001,3.0000000000000000E+000,3.0000000000372422E+000,1.0000000000000000E+003,4.0000000000000000E+001
147,8.1930337719309121E-001,9.4999999999999996E-001,9.5000000000029983E-001,3.9181691750682738E+001,5.0000000000000000E-001,5.0000404773629525E-001,4.7539817467994801E+001,3.0000000000000000E+001,3.0000000000002053E+001,2.7838194328282547E+001,3.0000000000000000E+000,3.0000000000265095E+000,1.0000000000000000E+003,4.0000000000000000E+001
148,8.1930337719208302E-001,9.4999999999999996E-001,9.5000000000003415E-001,3.9181516279015767E+001,5.0000000000000000E-001,5.0000278238657447E-001,4.7539817468068932E+001,3.0000000000000000E+001,3.0000000000001187E+001,2.7838194328408655E+001,3.0000000000000000E+000,3.0000000000172919E+000,1.0000000000000000E+003,4.0000000000000000E+001
149,8.1930337718927082E-001,9.4999999999999996E-001,9.4999999999982598E-001,3.9181344988707188E+001,5.0000000000000000E-001,5.0000175970899707E-001,4.7539817468084003E+001,3.0000000000000000E+001,3.0000000000000512E+001,2.7838194328463789E+001,3.0000000000000000E+000,3.0000000000094911E+000,1.0000000000000000E+003,4.0000000000000000E+001
150,8.1930337718531165E-001,9.4999999999999996E-001,9.4999999999968021E-001,3.9181188089881694E+001,5.0000000000000000E-001,5.0000096638797775E-001,4.7539817468058438E+001,3.0000000000000000E+001,3.0000000000000014E+001,2.7838194328464120E+001,3.0000000000000000E+000,3.0000000000032427E+000,1.0000000000000000E+003,4.0000000000000000E+001
151,8.1930337718080881E-001,9.4999999999999996E-001,9.4999999999959472E-001,3.9181051331625881E+001,5.0000000000000000E-001,5.0000037806934827E-001,4.7539817468006497E+001,3.0000000000000000E+001,2.9999999999999670E+001,2.7838194328426937E+001,3.0000000000000000E+000,2.9999999999986597E+000,1.0000000000000000E+003,4.0000000000000000E+001
152,8.1930337717620871E-001,9.4999999999999996E-001,9.4999999999956042E-001,3.9180937158576214E+001,5.0000000000000000E-001,4.9999996576352163E-001,3.7087527477696632E+001,3.5000000000000000E+001,3.4961295278698564E+001,2.8022854173129566E+001,3.0000000000000000E+000,3.0107852572737510E+000,1.0000000000000000E+003,4.0000000000000000E+001
153,8.1930337717174340E-001,9.4999999999999996E-001,9.4999999999955564E-001,3.9180845683860120E+001,5.0000000000000000E-001,4.9999969672418315E-001,3.7043819099558476E+001,3.5000000000000000E+001,3.4985507630380582E+001,2.8077152678840292E+001,3.0000000000000000E+000,3.0069477583847180E+000,1.0000000000000000E+003,4.0000000000000000E+001
154,8.1930337716776591E-001,9.4999999999999996E-001,9.4999999999958606E-001,3.9180775357283665E+001,5.0000000000000000E-001,4.9999954023637944E-001,3.7027465007480316E+001,3.5000000000000000E+001,3.4994574659621662E+001,2.8074228660042969E+001,3.0000000000000000E+000,3.0022162212837968E+000,1.0000000000000000E+003,4.0000000000000000E+001
155,8.1930337716417012E-001,9.4999999999999996E-001,9.4999999999962248E-001,3.9180723724865636E+001,5.0000000000000000E-001,4.9999946845427617E-001,3.7021343903325004E+001,3.5000000000000000E+001,3.4997969389871720E+001,2.8055884676479462E+001,3.0000000000000000E+000,2.9996381469146054E+000,1.0000000000000000E+003,4.0000000000000000E+001
156,8.1930337716106316E-001,9.4999999999999996E-001,9.4999999999966678E-001,3.9180687896647704E+001,5.0000000000000000E-001,4.9999945726717548E-001,3.7019051478656998E+001,3.5000000000000000E+001,3.4999240905893743E+001,2.8039058789239682E+001,3.0000000000000000E+000,2.9988280423540621E+000,1.0000000000000000E+003,4.0000000000000000E+001
157,8.1930337715837065E-001,9.4999999999999996E-001,9.4999999999970930E-001,3.9180664908114288E+001,5.0000000000000000E-001,4.9999948676023676E-001,3.7018194822607157E+001,3.5000000000000000E+001,3.4999716079632215E+001,2.8027867455682319E+001,3.0000000000000000E+000,2.9988904747556999E+000,1.0000000000000000E+003,4.0000000000000000E+001
158,8.1930337715609824E-001,9.4999999999999996E-001,9.4999999999975104E-001,3.9180651915565186E+001,5.0000000000000000E-001,4.9999954095221649E-001,3.7017873079625708E+001,3.5000000000000000E+001,3.4999894547995488E+001,2.8021571273208814E+001,3.0000000000000000E+000,2.9992141311768856E+000,1.0000000000000000E+003,4.0000000000000000E+001
