Time,_dummy,_derdummy,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
1.42,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.693,-0.554256,-0.554256,298.693,-0.554256,10,293.15,0.00392157,0.00102163,9.99898e-005,0.00102163,9.99898e-005,0,-9.99898e-005,1,293.15,298.693,-1.02153e-007,1.02153e-007,298.693,10.2174,293.15,293.15,0.554256,25.5426,298.693,0,0.554256,5.54256,298.693,0.554256,293.15,-0.554256,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102163,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5426,0,2,0,0,1,298.704,25.5537,1,0,1,0,10,500,0.02,0
1.42,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.681,-0.553148,-0.553148,298.681,-0.553148,10,293.15,0.00392157,0.00102159,9.99898e-005,0.00102159,9.99898e-005,0,-9.99898e-005,1,293.15,298.681,-1.02148e-007,1.02148e-007,298.681,10.2169,293.15,293.15,0.553148,25.5315,298.681,0,0.553148,5.53148,298.681,0.553148,293.15,-0.553148,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102159,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5315,0,2,0,0,1,298.693,25.5426,1,0,1,0,10,500,0.02,0
1.44,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.681,-0.553148,-0.553148,298.681,-0.553148,10,293.15,0.00392157,0.00102159,9.99898e-005,0.00102159,9.99898e-005,0,-9.99898e-005,1,293.15,298.681,-1.02148e-007,1.02148e-007,298.681,10.2169,293.15,293.15,0.553148,25.5315,298.681,0,0.553148,5.53148,298.681,0.553148,293.15,-0.553148,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102159,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5315,0,2,0,0,1,298.693,25.5426,1,0,1,0,10,500,0.02,0
1.44,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.67,-0.552042,-0.552042,298.67,-0.552042,10,293.15,0.00392157,0.00102154,9.99898e-005,0.00102154,9.99898e-005,0,-9.99898e-005,1,293.15,298.67,-1.02144e-007,1.02144e-007,298.67,10.2165,293.15,293.15,0.552042,25.5204,298.67,0,0.552042,5.52042,298.67,0.552042,293.15,-0.552042,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102154,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5204,0,2,0,0,1,298.681,25.5315,1,0,1,0,10,500,0.02,0
1.46,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.67,-0.552042,-0.552042,298.67,-0.552042,10,293.15,0.00392157,0.00102154,9.99898e-005,0.00102154,9.99898e-005,0,-9.99898e-005,1,293.15,298.67,-1.02144e-007,1.02144e-007,298.67,10.2165,293.15,293.15,0.552042,25.5204,298.67,0,0.552042,5.52042,298.67,0.552042,293.15,-0.552042,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102154,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5204,0,2,0,0,1,298.681,25.5315,1,0,1,0,10,500,0.02,0
1.46,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.659,-0.550939,-0.550939,298.659,-0.550939,10,293.15,0.00392157,0.0010215,9.99898e-005,0.0010215,9.99898e-005,0,-9.99898e-005,1,293.15,298.659,-1.0214e-007,1.0214e-007,298.659,10.2161,293.15,293.15,0.550939,25.5094,298.659,0,0.550939,5.50939,298.659,0.550939,293.15,-0.550939,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010215,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5094,0,2,0,0,1,298.67,25.5204,1,0,1,0,10,500,0.02,0
1.48,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.659,-0.550939,-0.550939,298.659,-0.550939,10,293.15,0.00392157,0.0010215,9.99898e-005,0.0010215,9.99898e-005,0,-9.99898e-005,1,293.15,298.659,-1.0214e-007,1.0214e-007,298.659,10.2161,293.15,293.15,0.550939,25.5094,298.659,0,0.550939,5.50939,298.659,0.550939,293.15,-0.550939,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010215,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.5094,0,2,0,0,1,298.67,25.5204,1,0,1,0,10,500,0.02,0
1.48,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.648,-0.549837,-0.549837,298.648,-0.549837,10,293.15,0.00392157,0.00102146,9.99898e-005,0.00102146,9.99898e-005,0,-9.99898e-005,1,293.15,298.648,-1.02135e-007,1.02135e-007,298.648,10.2156,293.15,293.15,0.549837,25.4984,298.648,0,0.549837,5.49837,298.648,0.549837,293.15,-0.549837,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102146,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4984,0,2,0,0,1,298.659,25.5094,1,0,1,0,10,500,0.02,0
1.5,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.648,-0.549837,-0.549837,298.648,-0.549837,10,293.15,0.00392157,0.00102146,9.99898e-005,0.00102146,9.99898e-005,0,-9.99898e-005,1,293.15,298.648,-1.02135e-007,1.02135e-007,298.648,10.2156,293.15,293.15,0.549837,25.4984,298.648,0,0.549837,5.49837,298.648,0.549837,293.15,-0.549837,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102146,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4984,0,2,0,0,1,298.659,25.5094,1,0,1,0,10,500,0.02,0
1.5,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.637,-0.548738,-0.548738,298.637,-0.548738,10,293.15,0.00392157,0.00102141,9.99898e-005,0.00102141,9.99898e-005,0,-9.99898e-005,1,293.15,298.637,-1.02131e-007,1.02131e-007,298.637,10.2152,293.15,293.15,0.548738,25.4874,298.637,0,0.548738,5.48738,298.637,0.548738,293.15,-0.548738,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102141,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4874,0,2,0,0,1,298.648,25.4984,1,0,1,0,10,500,0.02,0
1.52,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.637,-0.548738,-0.548738,298.637,-0.548738,10,293.15,0.00392157,0.00102141,9.99898e-005,0.00102141,9.99898e-005,0,-9.99898e-005,1,293.15,298.637,-1.02131e-007,1.02131e-007,298.637,10.2152,293.15,293.15,0.548738,25.4874,298.637,0,0.548738,5.48738,298.637,0.548738,293.15,-0.548738,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102141,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4874,0,2,0,0,1,298.648,25.4984,1,0,1,0,10,500,0.02,0
1.52,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.626,-0.547641,-0.547641,298.626,-0.547641,10,293.15,0.00392157,0.00102137,9.99898e-005,0.00102137,9.99898e-005,0,-9.99898e-005,1,293.15,298.626,-1.02127e-007,1.02127e-007,298.626,10.2148,293.15,293.15,0.547641,25.4764,298.626,0,0.547641,5.47641,298.626,0.547641,293.15,-0.547641,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102137,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4764,0,2,0,0,1,298.637,25.4874,1,0,1,0,10,500,0.02,0
1.54,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.626,-0.547641,-0.547641,298.626,-0.547641,10,293.15,0.00392157,0.00102137,9.99898e-005,0.00102137,9.99898e-005,0,-9.99898e-005,1,293.15,298.626,-1.02127e-007,1.02127e-007,298.626,10.2148,293.15,293.15,0.547641,25.4764,298.626,0,0.547641,5.47641,298.626,0.547641,293.15,-0.547641,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102137,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4764,0,2,0,0,1,298.637,25.4874,1,0,1,0,10,500,0.02,0
1.54,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.615,-0.546546,-0.546546,298.615,-0.546546,10,293.15,0.00392157,0.00102133,9.99898e-005,0.00102133,9.99898e-005,0,-9.99898e-005,1,293.15,298.615,-1.02122e-007,1.02122e-007,298.615,10.2143,293.15,293.15,0.546546,25.4655,298.615,0,0.546546,5.46546,298.615,0.546546,293.15,-0.546546,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102133,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4655,0,2,0,0,1,298.626,25.4764,1,0,1,0,10,500,0.02,0
1.56,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.615,-0.546546,-0.546546,298.615,-0.546546,10,293.15,0.00392157,0.00102133,9.99898e-005,0.00102133,9.99898e-005,0,-9.99898e-005,1,293.15,298.615,-1.02122e-007,1.02122e-007,298.615,10.2143,293.15,293.15,0.546546,25.4655,298.615,0,0.546546,5.46546,298.615,0.546546,293.15,-0.546546,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102133,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4655,0,2,0,0,1,298.626,25.4764,1,0,1,0,10,500,0.02,0
1.56,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.605,-0.545453,-0.545453,298.605,-0.545453,10,293.15,0.00392157,0.00102129,9.99898e-005,0.00102129,9.99898e-005,0,-9.99898e-005,1,293.15,298.605,-1.02118e-007,1.02118e-007,298.605,10.2139,293.15,293.15,0.545453,25.4545,298.605,0,0.545453,5.45454,298.605,0.545453,293.15,-0.545453,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102129,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4545,0,2,0,0,1,298.615,25.4655,1,0,1,0,10,500,0.02,0
1.58,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.605,-0.545453,-0.545453,298.605,-0.545453,10,293.15,0.00392157,0.00102129,9.99898e-005,0.00102129,9.99898e-005,0,-9.99898e-005,1,293.15,298.605,-1.02118e-007,1.02118e-007,298.605,10.2139,293.15,293.15,0.545453,25.4545,298.605,0,0.545453,5.45454,298.605,0.545453,293.15,-0.545453,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102129,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4545,0,2,0,0,1,298.615,25.4655,1,0,1,0,10,500,0.02,0
1.58,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.594,-0.544363,-0.544363,298.594,-0.544363,10,293.15,0.00392157,0.00102124,9.99898e-005,0.00102124,9.99898e-005,0,-9.99898e-005,1,293.15,298.594,-1.02114e-007,1.02114e-007,298.594,10.2135,293.15,293.15,0.544363,25.4436,298.594,0,0.544363,5.44363,298.594,0.544363,293.15,-0.544363,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102124,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4436,0,2,0,0,1,298.605,25.4545,1,0,1,0,10,500,0.02,0
1.6,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.594,-0.544363,-0.544363,298.594,-0.544363,10,293.15,0.00392157,0.00102124,9.99898e-005,0.00102124,9.99898e-005,0,-9.99898e-005,1,293.15,298.594,-1.02114e-007,1.02114e-007,298.594,10.2135,293.15,293.15,0.544363,25.4436,298.594,0,0.544363,5.44363,298.594,0.544363,293.15,-0.544363,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102124,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4436,0,2,0,0,1,298.605,25.4545,1,0,1,0,10,500,0.02,0
1.6,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.583,-0.543275,-0.543275,298.583,-0.543275,10,293.15,0.00392157,0.0010212,9.99898e-005,0.0010212,9.99898e-005,0,-9.99898e-005,1,293.15,298.583,-1.0211e-007,1.0211e-007,298.583,10.213,293.15,293.15,0.543275,25.4327,298.583,0,0.543275,5.43275,298.583,0.543275,293.15,-0.543275,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010212,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4327,0,2,0,0,1,298.594,25.4436,1,0,1,0,10,500,0.02,0
1.62,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.583,-0.543275,-0.543275,298.583,-0.543275,10,293.15,0.00392157,0.0010212,9.99898e-005,0.0010212,9.99898e-005,0,-9.99898e-005,1,293.15,298.583,-1.0211e-007,1.0211e-007,298.583,10.213,293.15,293.15,0.543275,25.4327,298.583,0,0.543275,5.43275,298.583,0.543275,293.15,-0.543275,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010212,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4327,0,2,0,0,1,298.594,25.4436,1,0,1,0,10,500,0.02,0
1.62,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.572,-0.542189,-0.542189,298.572,-0.542189,10,293.15,0.00392157,0.00102116,9.99898e-005,0.00102116,9.99898e-005,0,-9.99898e-005,1,293.15,298.572,-1.02105e-007,1.02105e-007,298.572,10.2126,293.15,293.15,0.542189,25.4219,298.572,0,0.542189,5.42189,298.572,0.542189,293.15,-0.542189,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102116,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4219,0,2,0,0,1,298.583,25.4327,1,0,1,0,10,500,0.02,0
1.64,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.572,-0.542189,-0.542189,298.572,-0.542189,10,293.15,0.00392157,0.00102116,9.99898e-005,0.00102116,9.99898e-005,0,-9.99898e-005,1,293.15,298.572,-1.02105e-007,1.02105e-007,298.572,10.2126,293.15,293.15,0.542189,25.4219,298.572,0,0.542189,5.42189,298.572,0.542189,293.15,-0.542189,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102116,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4219,0,2,0,0,1,298.583,25.4327,1,0,1,0,10,500,0.02,0
1.64,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.561,-0.541105,-0.541105,298.561,-0.541105,10,293.15,0.00392157,0.00102112,9.99898e-005,0.00102112,9.99898e-005,0,-9.99898e-005,1,293.15,298.561,-1.02101e-007,1.02101e-007,298.561,10.2122,293.15,293.15,0.541105,25.411,298.561,0,0.541105,5.41105,298.561,0.541105,293.15,-0.541105,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102112,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.411,0,2,0,0,1,298.572,25.4219,1,0,1,0,10,500,0.02,0
1.66,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.561,-0.541105,-0.541105,298.561,-0.541105,10,293.15,0.00392157,0.00102112,9.99898e-005,0.00102112,9.99898e-005,0,-9.99898e-005,1,293.15,298.561,-1.02101e-007,1.02101e-007,298.561,10.2122,293.15,293.15,0.541105,25.411,298.561,0,0.541105,5.41105,298.561,0.541105,293.15,-0.541105,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102112,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.411,0,2,0,0,1,298.572,25.4219,1,0,1,0,10,500,0.02,0
1.66,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.55,-0.540023,-0.540023,298.55,-0.540023,10,293.15,0.00392157,0.00102107,9.99898e-005,0.00102107,9.99898e-005,0,-9.99898e-005,1,293.15,298.55,-1.02097e-007,1.02097e-007,298.55,10.2118,293.15,293.15,0.540023,25.4002,298.55,0,0.540023,5.40023,298.55,0.540023,293.15,-0.540023,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102107,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4002,0,2,0,0,1,298.561,25.411,1,0,1,0,10,500,0.02,0
1.68,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.55,-0.540023,-0.540023,298.55,-0.540023,10,293.15,0.00392157,0.00102107,9.99898e-005,0.00102107,9.99898e-005,0,-9.99898e-005,1,293.15,298.55,-1.02097e-007,1.02097e-007,298.55,10.2118,293.15,293.15,0.540023,25.4002,298.55,0,0.540023,5.40023,298.55,0.540023,293.15,-0.540023,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102107,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.4002,0,2,0,0,1,298.561,25.411,1,0,1,0,10,500,0.02,0
1.68,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.539,-0.538944,-0.538944,298.539,-0.538944,10,293.15,0.00392157,0.00102103,9.99898e-005,0.00102103,9.99898e-005,0,-9.99898e-005,1,293.15,298.539,-1.02093e-007,1.02093e-007,298.539,10.2114,293.15,293.15,0.538944,25.3894,298.539,0,0.538944,5.38944,298.539,0.538944,293.15,-0.538944,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102103,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3894,0,2,0,0,1,298.55,25.4002,1,0,1,0,10,500,0.02,0
1.7,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.539,-0.538944,-0.538944,298.539,-0.538944,10,293.15,0.00392157,0.00102103,9.99898e-005,0.00102103,9.99898e-005,0,-9.99898e-005,1,293.15,298.539,-1.02093e-007,1.02093e-007,298.539,10.2114,293.15,293.15,0.538944,25.3894,298.539,0,0.538944,5.38944,298.539,0.538944,293.15,-0.538944,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102103,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3894,0,2,0,0,1,298.55,25.4002,1,0,1,0,10,500,0.02,0
1.7,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.529,-0.537866,-0.537866,298.529,-0.537866,10,293.15,0.00392157,0.00102099,9.99898e-005,0.00102099,9.99898e-005,0,-9.99898e-005,1,293.15,298.529,-1.02088e-007,1.02088e-007,298.529,10.2109,293.15,293.15,0.537867,25.3787,298.529,0,0.537867,5.37867,298.529,0.537867,293.15,-0.537867,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102099,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3787,0,2,0,0,1,298.539,25.3894,1,0,1,0,10,500,0.02,0
1.72,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.529,-0.537866,-0.537866,298.529,-0.537866,10,293.15,0.00392157,0.00102099,9.99898e-005,0.00102099,9.99898e-005,0,-9.99898e-005,1,293.15,298.529,-1.02088e-007,1.02088e-007,298.529,10.2109,293.15,293.15,0.537867,25.3787,298.529,0,0.537867,5.37867,298.529,0.537867,293.15,-0.537867,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102099,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3787,0,2,0,0,1,298.539,25.3894,1,0,1,0,10,500,0.02,0
1.72,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.518,-0.536791,-0.536791,298.518,-0.536791,10,293.15,0.00392157,0.00102095,9.99898e-005,0.00102095,9.99898e-005,0,-9.99898e-005,1,293.15,298.518,-1.02084e-007,1.02084e-007,298.518,10.2105,293.15,293.15,0.536792,25.3679,298.518,0,0.536792,5.36792,298.518,0.536792,293.15,-0.536792,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102095,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3679,0,2,0,0,1,298.529,25.3787,1,0,1,0,10,500,0.02,0
1.74,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.518,-0.536791,-0.536791,298.518,-0.536791,10,293.15,0.00392157,0.00102095,9.99898e-005,0.00102095,9.99898e-005,0,-9.99898e-005,1,293.15,298.518,-1.02084e-007,1.02084e-007,298.518,10.2105,293.15,293.15,0.536792,25.3679,298.518,0,0.536792,5.36792,298.518,0.536792,293.15,-0.536792,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102095,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3679,0,2,0,0,1,298.529,25.3787,1,0,1,0,10,500,0.02,0
1.74,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.507,-0.535719,-0.535719,298.507,-0.535719,10,293.15,0.00392157,0.0010209,9.99898e-005,0.0010209,9.99898e-005,0,-9.99898e-005,1,293.15,298.507,-1.0208e-007,1.0208e-007,298.507,10.2101,293.15,293.15,0.535719,25.3572,298.507,0,0.535719,5.35719,298.507,0.535719,293.15,-0.535719,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010209,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3572,0,2,0,0,1,298.518,25.3679,1,0,1,0,10,500,0.02,0
1.76,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.507,-0.535719,-0.535719,298.507,-0.535719,10,293.15,0.00392157,0.0010209,9.99898e-005,0.0010209,9.99898e-005,0,-9.99898e-005,1,293.15,298.507,-1.0208e-007,1.0208e-007,298.507,10.2101,293.15,293.15,0.535719,25.3572,298.507,0,0.535719,5.35719,298.507,0.535719,293.15,-0.535719,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010209,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3572,0,2,0,0,1,298.518,25.3679,1,0,1,0,10,500,0.02,0
1.76,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.496,-0.534648,-0.534648,298.496,-0.534648,10,293.15,0.00392157,0.00102086,9.99898e-005,0.00102086,9.99898e-005,0,-9.99898e-005,1,293.15,298.496,-1.02076e-007,1.02076e-007,298.496,10.2097,293.15,293.15,0.534648,25.3465,298.496,0,0.534648,5.34648,298.496,0.534648,293.15,-0.534648,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102086,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3465,0,2,0,0,1,298.507,25.3572,1,0,1,0,10,500,0.02,0
1.78,1,0,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.496,-0.534648,-0.534648,298.496,-0.534648,10,293.15,0.00392157,0.00102086,9.99898e-005,0.00102086,9.99898e-005,0,-9.99898e-005,1,293.15,298.496,-1.02076e-007,1.02076e-007,298.496,10.2097,293.15,293.15,0.534648,25.3465,298.496,0,0.534648,5.34648,298.496,0.534648,293.15,-0.534648,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102086,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25,25,25.3465,0,2,0,0,1,298.507,25.3572,1,0,1,0,10,500,0.02,0
