"time","C1_v","C3_v","C5_v","L1_i","L2_i"
58.08,0.499398,0.500159,0.499398,0.501204,0.498171
58.2,0.499372,0.500276,0.499372,0.501126,0.49829
58.32,0.499354,0.500387,0.499354,0.501036,0.498427
58.44,0.499345,0.50049,0.499344,0.500935,0.49858
58.56,0.499344,0.500585,0.499344,0.500823,0.49875
58.68,0.499352,0.500671,0.499351,0.500704,0.498931
58.8,0.499367,0.500746,0.499367,0.500578,0.499122
58.92,0.49939,0.500811,0.49939,0.500448,0.499319
59.04,0.49942,0.500864,0.49942,0.500316,0.49952
59.16,0.499457,0.500905,0.499457,0.500182,0.499724
59.28,0.4995,0.500933,0.4995,0.500048,0.499927
59.4,0.499549,0.500949,0.499549,0.499917,0.500127
59.52,0.499602,0.500954,0.499601,0.499789,0.50032
59.64,0.499658,0.500946,0.499658,0.499668,0.500505
59.76,0.499718,0.500926,0.499718,0.499552,0.50068
59.88,0.49978,0.500896,0.49978,0.499445,0.500843
60,0.499843,0.500856,0.499843,0.499347,0.500992
60,0.499843,0.500856,0.499843,0.499347,0.500992
