"time","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]"
0.0413,0.389073,-711.518,711.129,461.4,-533.727,72.327
0.0414,0.417126,-695.822,695.405,476.087,-535.047,58.9603
0.0415,0.444768,-672.778,672.333,490.496,-536.224,45.7275
0.0416,0.471971,-642.107,641.636,504.589,-537.206,32.617
0.0417,0.498708,-603.584,603.085,518.325,-537.942,19.6163
0.0418,0.524954,-557.029,556.504,531.666,-538.378,6.71182
0.0419,2.47069,-503.272,500.801,537.962,-538.461,0.49833
0.042,16.8778,-447.518,430.64,537.747,-538.16,0.413762
0.0421,45.2815,-390.471,345.19,537.168,-537.468,0.299908
0.0422,87.5534,-332.029,244.476,536.217,-536.373,0.156922
0.0423,143.548,-272.092,128.544,534.883,-534.868,-0.0150048
0.0424,211.705,-211.988,0.283245,533.157,-408.201,-124.956
0.0425,221.556,-221.81,0.253643,531.277,-392.46,-138.817
0.0426,236.772,-236.996,0.223791,529.491,-376.641,-152.85
0.0427,256.809,-257.003,0.193718,527.832,-360.775,-167.057
0.0428,281.09,-281.254,0.163454,526.329,-344.892,-181.438
0.0429,309.017,-309.15,0.133028,525.007,-329.018,-195.99
0.043,339.974,-340.077,0.102472,523.888,-313.18,-210.708
0.0431,373.324,-373.396,0.0718137,522.989,-297.402,-225.588
0.0432,408.414,-408.455,0.0410849,522.323,-281.704,-240.619
0.0433,444.581,-444.591,0.0103156,521.896,-266.106,-255.79
0.0434,481.157,-481.136,-0.0204639,521.713,-250.625,-271.088
0.0435,517.473,-517.422,-0.0512232,521.773,-235.275,-286.498
0.0436,552.865,-552.783,-0.0819319,522.07,-220.069,-302.001
0.0437,586.675,-586.562,-0.11256,522.594,-205.017,-317.577
0.0438,618.255,-618.112,-0.143077,523.333,-190.128,-333.205
0.0439,646.978,-646.804,-0.173452,524.267,-175.407,-348.86
0.044,672.225,-672.022,-0.203657,525.374,-160.859,-364.516
0.0441,693.415,-693.182,-0.23366,526.629,-146.484,-380.145
0.0442,709.972,-709.709,-0.263433,528,-132.283,-395.717
0.0443,721.372,-721.079,-0.292946,529.454,-118.254,-411.2
0.0444,727.103,-726.78,-0.32217,530.955,-104.392,-426.562
0.0445,726.706,-726.355,-0.351075,532.46,-90.6923,-441.768
0.0446,719.757,-719.377,-0.379635,533.928,-77.1467,-456.782
0.0447,705.873,-705.466,-0.407819,535.313,-63.7468,-471.567
0.0448,684.723,-684.287,-0.435602,536.567,-50.4824,-486.085
0.0449,656.013,-655.55,-0.462954,537.639,-37.3424,-500.297
0.045,619.507,-619.017,-0.489849,538.479,-24.3143,-514.164
0.0451,575.013,-574.497,-0.516262,539.032,-11.3849,-527.647
0.0452,522.479,-521.765,-0.713123,539.245,-0.521052,-538.724
0.0453,466.276,-456.274,-10.001,539.076,-0.446273,-538.63
0.0454,408.821,-375.49,-33.3311,538.511,-0.342159,-538.169
0.0455,350.01,-279.436,-70.5742,537.543,-0.208862,-537.334
0.0456,289.748,-168.154,-121.594,536.16,-0.0465595,-536.114
0.0457,227.953,-41.7061,-186.247,534.355,0.144541,-534.499
0.0458,214.578,-0.26354,-214.314,398.067,134.527,-532.595
0.0459,227.46,-0.233768,-227.226,382.258,148.49,-530.748
0.046,245.373,-0.203765,-245.17,366.39,162.625,-529.015
0.0461,267.751,-0.173561,-267.577,350.493,176.931,-527.424
0.0462,294.004,-0.143186,-293.861,334.595,191.409,-526.004
0.0463,323.525,-0.11267,-323.412,318.723,206.053,-524.776
0.0464,355.688,-0.0820423,-355.606,302.901,220.859,-523.76
0.0465,389.846,-0.0513338,-389.794,287.152,235.818,-522.97
0.0466,425.34,-0.0205747,-425.319,271.495,250.921,-522.416
0.0467,461.506,0.0102048,-461.516,255.949,266.153,-522.102
0.0468,497.677,0.0409742,-497.718,240.528,281.502,-522.03
0.0469,533.189,0.0717032,-533.26,225.246,296.95,-522.196
0.047,567.38,0.102361,-567.483,210.115,312.477,-522.592
0.0471,599.603,0.132919,-599.736,195.144,328.062,-523.206
0.0472,629.222,0.163345,-629.385,180.339,343.683,-524.022
0.0473,655.615,0.193609,-655.808,165.704,359.314,-525.018
0.0474,678.191,0.223683,-678.415,151.244,374.927,-526.171
0.0475,696.366,0.253536,-696.62,136.957,390.493,-527.45
0.0476,709.605,0.283139,-709.888,122.843,405.982,-528.826
0.0477,717.384,0.312462,-717.696,108.899,421.361,-530.26
0.0478,719.231,0.341477,-719.573,95.1188,436.596,-531.715
0.0479,714.707,0.370155,-715.077,81.4966,451.652,-533.149
0.048,703.414,0.398468,-703.812,68.0241,466.492,-534.516
0.0481,685.002,0.426387,-685.429,54.6916,481.079,-535.771
0.0482,659.163,0.453886,-659.617,41.4885,495.375,-536.863
0.0483,625.64,0.480937,-626.121,28.4028,509.34,-537.743
0.0484,584.222,0.507513,-584.729,15.4217,522.935,-538.357
0.0485,534.751,0.533588,-535.285,2.53157,536.12,-538.652
0.0486,474.599,5.60374,-480.202,0.468994,538.109,-538.578
0.0487,399.254,24.6015,-423.855,0.374652,537.742,-538.117
0.0488,308.645,57.5713,-366.216,0.251073,537.008,-537.259
0.0489,202.804,104.377,-307.18,0.0984271,535.897,-535.995
0.049,81.7843,164.873,-246.658,-0.0830889,534.4,-534.317
0.0491,0.273412,211.6,-211.873,-129.564,532.541,-402.977
0.0492,0.243719,223.287,-223.531,-143.476,530.67,-387.195
0.0493,0.21379,240.177,-240.39,-157.558,528.905,-371.348
0.0494,0.18365,261.717,-261.9,-171.814,527.277,-355.464
0.0495,0.153328,287.321,-287.474,-186.243,525.815,-339.572
0.0496,0.122856,316.383,-316.506,-200.843,524.542,-323.699
0.0497,0.092262,348.275,-348.368,-215.608,523.477,-307.87
0.0498,0.0615771,382.356,-382.417,-230.53,522.638,-292.107
0.0499,0.0308315,417.969,-417.999,-245.601,522.034,-276.433
0.05,5.54056e-05,454.451,-454.451,-260.808,521.672,-260.864
0.0501,-0.0307207,491.133,-491.102,-276.138,521.555,-245.417
0.0502,-0.0614665,527.346,-527.285,-291.574,521.681,-230.107
0.0503,-0.0921517,562.426,-562.334,-307.097,522.042,-214.945
0.0504,-0.122746,595.717,-595.594,-322.687,522.628,-199.941
0.0505,-0.153219,626.575,-626.422,-338.321,523.423,-185.102
0.0506,-0.183541,654.373,-654.189,-353.975,524.408,-170.433
0.0507,-0.213682,678.508,-678.294,-369.62,525.559,-155.939
0.0508,-0.243611,698.401,-698.158,-385.23,526.848,-141.618
0.0509,-0.273301,713.487,-713.214,-400.773,528.245,-127.472
0.051,-0.302721,723.246,-722.944,-416.218,529.714,-113.497
0.0511,-0.331842,727.181,-726.849,-431.53,531.217,-99.6876
0.0512,-0.360635,724.843,-724.482,-446.674,532.713,-86.0387
0.0513,-0.389073,715.822,-715.433,-461.615,534.157,-72.5422
0.0514,-0.417126,699.754,-699.337,-476.315,535.504,-59.1887
0.0515,-0.444768,676.317,-675.872,-490.737,536.705,-45.968
0.0516,-0.471971,645.237,-644.765,-504.84,537.708,-32.8683
0.0517,-0.498708,606.288,-605.789,-518.586,538.463,-19.8768
0.0518,-0.524954,559.295,-558.77,-531.934,538.915,-6.98029
0.0519,-2.31751,505.009,-502.691,-538.51,539.01,-0.500373
0.052,-16.4192,448.641,-432.221,-538.303,538.719,-0.415802
0.0521,-44.5135,390.972,-346.459,-537.728,538.03,-0.301945
0.0522,-86.4748,331.905,-245.431,-536.778,536.936,-0.158956
0.0523,-142.16,271.346,-129.185,-535.44,535.427,0.0129747
0.0524,-210.176,210.46,-0.283253,-533.706,408.48,125.227
0.0525,-219.575,219.829,-0.253643,-531.814,392.728,139.085
0.0526,-234.353,234.577,-0.223791,-530.012,376.902,153.11
0.0527,-253.962,254.156,-0.193718,-528.334,361.026,167.308
0.0528,-277.831,277.995,-0.163454,-526.81,345.132,181.678
0.0529,-305.366,305.499,-0.133028,-525.464,329.246,196.218
0.053,-335.951,336.054,-0.102472,-524.318,313.395,210.923
0.0531,-368.95,369.022,-0.0718137,-523.39,297.602,225.788
0.0532,-403.715,403.756,-0.0410849,-522.691,281.888,240.803
0.0533,-439.584,439.594,-0.0103156,-522.23,266.273,255.957
0.0534,-475.893,475.873,0.0204639,-522.01,250.773,271.237
0.0535,-511.976,511.925,0.0512232,-522.032,235.405,286.628
0.0536,-547.167,547.086,0.0819319,-522.29,220.179,302.111
0.0537,-580.811,580.698,0.11256,-522.775,205.107,317.667
0.0538,-612.261,612.118,0.143077,-523.472,190.198,333.274
0.0539,-640.885,640.711,0.173452,-524.364,175.456,348.908
0.054,-666.07,665.867,0.203657,-525.429,160.886,364.543
0.0541,-687.227,686.994,0.23366,-526.641,146.49,380.151
0.0542,-703.793,703.529,0.263433,-527.969,132.268,395.701
0.0543,-715.233,714.94,0.292946,-529.381,118.217,411.164
0.0544,-721.046,720.724,0.32217,-530.839,104.335,426.505
0.0545,-720.77,720.419,0.351075,-532.304,90.6141,441.69
0.0546,-713.979,713.6,0.379635,-533.732,77.0486,456.684
0.0547,-700.291,699.883,0.407819,-535.079,63.6294,471.449
0.0548,-679.367,678.932,0.435602,-536.295,50.3467,485.949
0.0549,-650.917,650.454,0.462954,-537.333,37.1891,500.144
0.055,-614.698,614.208,0.489849,-538.139,24.1445,513.994
0.0551,-570.519,570.003,0.516262,-538.661,11.1997,527.462
0.0552,-518.339,517.591,0.748263,-538.846,0.516842,538.329
0.0553,-462.592,452.331,10.2604,-538.652,0.442071,538.209
0.0554,-405.62,371.792,33.8279,-538.065,0.337963,537.727
0.0555,-347.313,275.993,71.3199,-537.077,0.204673,536.872
0.0556,-287.575,164.976,122.598,-535.679,0.042378,535.637
0.0557,-226.319,38.8018,187.517,-533.862,-0.148715,534.01
0.0558,-214.805,0.26354,214.541,-397.822,-134.282,532.104
0.0559,-228.094,0.233768,227.86,-382.015,-148.247,530.261
0.056,-246.411,0.203765,246.207,-366.15,-162.385,528.534
0.0561,-269.185,0.173561,269.011,-350.257,-176.696,526.953
0.0562,-295.825,0.143186,295.682,-334.365,-191.179,525.544
0.0563,-325.724,0.11267,325.611,-318.5,-205.83,524.33
0.0564,-358.251,0.0820423,358.169,-302.686,-220.644,523.331
0.0565,-392.759,0.0513338,392.707,-286.947,-235.613,522.56
0.0566,-428.586,0.0205747,428.566,-271.301,-250.726,522.027
0.0567,-465.067,-0.0102048,465.077,-255.766,-265.971,521.736
0.0568,-501.533,-0.0409742,501.574,-240.358,-281.332,521.69
0.0569,-537.317,-0.0717032,537.389,-225.09,-296.793,521.883
0.057,-571.758,-0.102361,571.86,-209.973,-312.335,522.308
0.0571,-604.205,-0.132919,604.338,-195.017,-327.935,522.952
0.0572,-634.022,-0.163345,634.185,-180.227,-343.572,523.8
0.0573,-660.587,-0.193609,660.781,-165.61,-359.219,524.829
0.0574,-683.305,-0.223683,683.529,-151.166,-374.849,526.015
0.0575,-701.599,-0.253536,701.853,-136.897,-390.433,527.33
0.0576,-714.922,-0.283139,715.205,-122.801,-405.94,528.74
0.0577,-722.761,-0.312462,723.074,-108.874,-421.337,530.211
0.0578,-724.635,-0.341477,724.977,-95.1121,-436.59,531.702
0.0579,-720.109,-0.370155,720.479,-81.508,-451.664,533.172
0.058,-708.783,-0.398468,709.181,-68.0534,-466.522,534.575
0.0581,-690.306,-0.426387,690.733,-54.7387,-481.126,535.865
0.0582,-664.375,-0.453886,664.829,-41.553,-495.439,536.992
0.0583,-630.728,-0.480937,631.209,-28.4843,-509.422,537.906
0.0584,-589.16,-0.507513,589.668,-15.5198,-523.033,538.553
0.0585,-539.512,-0.533588,540.045,-2.64571,-536.234,538.88
0.0586,-479.211,-5.49336,484.705,-0.473718,-538.363,538.837
0.0587,-403.712,-24.3446,428.057,-0.379367,-538.025,538.404
0.0588,-312.933,-57.1525,370.086,-0.255781,-537.317,537.573
0.0589,-206.909,-103.782,310.691,-0.103127,-536.23,536.333
0.059,-85.693,-164.09,249.783,0.078397,-534.754,534.676
0.0591,-0.273413,-212.468,212.742,129.749,-532.91,403.162
0.0592,-0.243719,-223.847,224.09,143.662,-531.043,387.381
0.0593,-0.21379,-240.424,240.638,157.745,-529.28,371.535
0.0594,-0.18365,-261.651,261.835,172.001,-527.652,355.651
0.0595,-0.153328,-286.944,287.097,186.43,-526.188,339.758
0.0596,-0.122856,-315.696,315.819,201.027,-524.91,323.883
0.0597,-0.092262,-347.284,347.376,215.789,-523.84,308.051
0.0598,-0.0615771,-381.065,381.127,230.707,-522.992,292.285
0.0599,-0.0308315,-416.387,416.418,245.773,-522.378,276.605
0.06,-5.54056e-05,-452.587,452.587,260.974,-522.004,261.03
0.0601,0.0307207,-488.998,488.968,276.297,-521.874,245.576
0.0602,0.0614665,-524.953,524.892,291.725,-521.984,230.259
0.0603,0.0921517,-559.788,559.696,307.24,-522.328,215.088
0.0604,0.122746,-592.849,592.726,322.82,-522.895,200.074
0.0605,0.153219,-623.493,623.339,338.444,-523.67,185.225
0.0606,0.183541,-651.095,650.911,354.087,-524.633,170.546
0.0607,0.213682,-675.052,674.838,369.721,-525.761,156.039
0.0608,0.243611,-694.786,694.543,385.319,-527.026,141.707
0.0609,0.273301,-709.735,709.461,400.85,-528.398,127.549
0.061,0.302721,-719.377,719.074,416.281,-529.842,113.56
0.0611,0.331842,-723.216,722.884,431.58,-531.318,99.7381
0.0612,0.360635,-720.805,720.444,446.711,-532.787,86.0758
0.0613,0.389073,-711.734,711.345,461.639,-534.204,72.5657
0.0614,0.417126,-695.638,695.221,476.325,-535.524,59.1986
0.0615,0.444768,-672.196,671.752,490.733,-536.697,45.9641
0.0616,0.471971,-641.134,640.662,504.822,-537.673,32.8506
0.0617,0.498708,-602.226,601.727,518.555,-538.4,19.8457
0.0618,0.524954,-555.295,554.77,531.89,-538.826,6.93571
0.0619,2.34545,-501.109,498.764,538.399,-538.895,0.496418
0.062,16.5138,-444.881,428.367,538.166,-538.578,0.411853
0.0621,44.6888,-387.38,342.691,537.567,-537.865,0.298002
0.0622,86.7438,-328.507,241.763,536.594,-536.749,0.155019
0.0623,142.535,-268.166,125.631,535.235,-535.218,-0.0169043
0.0624,208.954,-209.237,0.283245,533.481,-408.363,-125.118
0.0625,218.544,-218.797,0.253643,531.581,-392.612,-138.969
0.0626,233.515,-233.738,0.223791,529.774,-376.783,-152.991
0.0627,253.326,-253.52,0.193718,528.092,-360.905,-167.187
0.0628,277.4,-277.564,0.163454,526.565,-345.009,-181.555
0.0629,305.142,-305.275,0.133028,525.217,-329.123,-196.094
0.063,335.934,-336.037,0.102472,524.071,-313.272,-210.8
0.0631,369.143,-369.215,0.0718137,523.145,-297.479,-225.665
0.0632,404.115,-404.157,0.0410849,522.449,-281.767,-240.682
0.0633,440.189,-440.199,0.0103156,521.994,-266.155,-255.839
0.0634,476.696,-476.675,-0.0204639,521.781,-250.659,-271.122
0.0635,512.968,-512.917,-0.0512232,521.811,-235.294,-286.517
0.0636,548.341,-548.259,-0.0819319,522.077,-220.073,-302.005
0.0637,582.156,-582.044,-0.11256,522.572,-205.006,-317.566
0.0638,613.768,-613.625,-0.143077,523.281,-190.102,-333.179
0.0639,642.546,-642.373,-0.173452,524.185,-175.366,-348.819
0.064,667.874,-667.671,-0.203657,525.263,-160.803,-364.46
0.0641,689.169,-688.935,-0.23366,526.489,-146.415,-380.075
0.0642,705.854,-705.591,-0.263433,527.833,-132.2,-395.633
0.0643,717.404,-717.111,-0.292946,529.261,-118.157,-411.103
0.0644,723.308,-722.985,-0.32217,530.735,-104.283,-426.453
0.0645,723.104,-722.753,-0.351075,532.217,-90.5705,-441.646
0.0646,716.368,-715.988,-0.379635,533.662,-77.0135,-456.649
0.0647,702.716,-702.308,-0.407819,535.026,-63.6029,-471.423
0.0648,681.813,-681.377,-0.435602,536.259,-50.3287,-485.931
0.0649,653.367,-652.904,-0.462954,537.314,-37.1796,-500.134
0.065,617.139,-616.649,-0.489849,538.137,-24.1435,-513.993
0.0651,572.936,-572.42,-0.516262,538.676,-11.207,-527.469
0.0652,520.72,-519.974,-0.745922,538.877,-0.519227,-538.358
0.0653,464.93,-454.691,-10.2391,538.698,-0.444452,-538.254
0.0654,407.899,-374.12,-33.7792,538.127,-0.34034,-537.786
0.0655,349.517,-278.282,-71.2352,537.154,-0.207046,-536.947
0.0656,289.686,-167.217,-122.47,535.77,-0.0447472,-535.726
0.0657,228.323,-40.9868,-187.337,533.966,0.14635,-534.113
0.0658,215.628,-0.26354,-215.364,397.877,134.337,-532.214
0.0659,228.824,-0.233768,-228.59,382.072,148.304,-530.376
0.066,247.043,-0.203765,-246.839,366.209,162.444,-528.653
0.0661,269.716,-0.173561,-269.543,350.319,176.757,-527.076
0.0662,296.253,-0.143186,-296.11,334.428,191.242,-525.67
0.0663,326.046,-0.11267,-325.933,318.564,205.894,-524.458
0.0664,358.466,-0.0820423,-358.383,302.751,220.709,-523.46
0.0665,392.865,-0.0513338,-392.813,287.012,235.678,-522.69
0.0666,428.583,-0.0205747,-428.563,271.366,250.791,-522.157
0.0667,464.955,0.0102048,-464.965,255.831,266.036,-521.867
0.0668,501.313,0.0409742,-501.354,240.422,281.396,-521.818
0.0669,536.99,0.0717032,-537.062,225.153,296.856,-522.01
0.067,571.327,0.102361,-571.429,210.035,312.397,-522.432
0.0671,603.671,0.132919,-603.804,195.077,327.996,-523.073
0.0672,633.39,0.163345,-633.553,180.286,343.63,-523.916
0.0673,659.859,0.193609,-660.053,165.666,359.275,-524.941
0.0674,682.487,0.223683,-682.711,151.219,374.903,-526.122
0.0675,700.693,0.253536,-700.946,136.947,390.483,-527.43
0.0676,713.935,0.283139,-714.218,122.848,405.987,-528.834
0.0677,721.697,0.312462,-722.009,108.918,421.38,-530.298
0.0678,723.501,0.341477,-723.843,95.1519,436.629,-531.781
0.0679,718.911,0.370155,-719.281,81.5438,451.699,-533.243
0.068,707.528,0.398468,-707.927,68.0851,466.553,-534.638
0.0681,689.003,0.426387,-689.429,54.766,481.154,-535.92
0.0682,663.029,0.453886,-663.483,41.5759,495.462,-537.038
0.0683,629.349,0.480937,-629.83,28.5027,509.44,-537.943
0.0684,587.754,0.507513,-588.262,15.5335,523.047,-538.58
0.0685,538.087,0.533588,-538.621,2.65462,536.243,-538.898
0.0686,477.78,5.48635,-483.266,0.472293,538.373,-538.845
0.0687,402.279,24.3341,-426.613,0.377945,538.025,-538.403
0.0688,311.505,57.1439,-368.649,0.254361,537.307,-537.562
0.0689,205.49,103.78,-309.27,0.101709,536.211,-536.313
0.069,84.2886,164.101,-248.39,-0.0798124,534.726,-534.646
0.0691,0.273903,211.804,-212.078,-129.486,532.874,-403.389
0.0692,0.243563,223.221,-223.465,-143.72,531.003,-387.283
0.0693,0.21379,239.838,-240.052,-157.723,529.235,-371.513
0.0694,0.18365,261.104,-261.288,-171.977,527.604,-355.627
0.0695,0.153328,286.438,-286.591,-186.404,526.136,-339.732
0.0696,0.122856,315.235,-315.357,-201,524.855,-323.856
0.0697,0.092262,346.869,-346.962,-215.76,523.782,-308.022
0.0698,0.0615771,380.702,-380.763,-230.677,522.932,-292.255
0.0699,0.0308315,416.077,-416.108,-245.742,522.316,-276.574
0.07,5.53988e-05,452.333,-452.333,-260.943,521.941,-260.998
0.0701,-0.0307207,488.803,-488.772,-276.265,521.809,-245.544
0.0702,-0.0614665,524.817,-524.755,-291.692,521.918,-230.226
0.0703,-0.0921517,559.714,-559.622,-307.207,522.262,-215.055
0.0704,-0.122746,592.834,-592.711,-322.787,522.829,-200.041
0.0705,-0.153219,623.537,-623.383,-338.411,523.604,-185.192
0.0706,-0.183541,651.194,-651.01,-354.054,524.567,-170.513
0.0707,-0.213682,675.201,-674.987,-369.689,525.696,-156.007
0.0708,-0.243611,694.977,-694.733,-385.287,526.963,-141.676
0.0709,-0.273301,709.967,-709.694,-400.818,528.336,-127.517
0.071,-0.302721,719.65,-719.347,-416.251,529.781,-113.53
0.0711,-0.331842,723.536,-723.204,-431.551,531.259,-99.7086
0.0712,-0.360635,721.173,-720.813,-446.683,532.73,-86.0475
0.0713,-0.389073,712.152,-711.763,-461.612,534.151,-72.5388
0.0714,-0.417126,696.102,-695.685,-476.3,535.473,-59.1732
0.0715,-0.444768,672.701,-672.256,-490.709,536.65,-45.9405
0.0716,-0.471971,641.673,-641.201,-504.801,537.63,-32.829
0.0717,-0.498708,602.794,-602.295,-518.535,538.361,-19.826
0.0718,-0.524954,555.883,-555.358,-531.872,538.791,-6.91827
0.0719,-2.35462,501.722,-499.367,-538.367,538.864,-0.497012
0.072,-16.5395,445.525,-428.986,-538.139,538.552,-0.412446
0.0721,-44.7286,388.052,-343.323,-537.545,537.843,-0.298594
0.0722,-86.7952,329.201,-242.406,-536.576,536.731,-0.155611
0.0723,-142.596,268.877,-126.282,-535.221,535.205,0.0163141
0.0724,-209.349,209.632,-0.283245,-533.472,408.359,125.113
0.0725,-218.944,219.198,-0.253643,-531.575,392.609,138.966
0.0726,-233.919,234.143,-0.223791,-529.771,376.781,152.99
0.0727,-253.732,253.926,-0.193718,-528.092,360.905,167.187
0.0728,-277.806,277.969,-0.163454,-526.567,345.01,181.557
0.0729,-305.544,305.677,-0.133028,-525.222,329.125,196.097
0.073,-336.332,336.434,-0.102472,-524.079,313.275,210.804
0.0731,-369.533,369.605,-0.0718137,-523.155,297.484,225.671
0.0732,-404.496,404.537,-0.0410849,-522.462,281.774,240.689
0.0733,-440.558,440.568,-0.0103156,-522.009,266.162,255.847
0.0734,-477.051,477.03,0.0204639,-521.799,250.667,271.131
0.0735,-513.307,513.256,0.0512232,-521.83,235.304,286.527
0.0736,-548.663,548.581,0.0819319,-522.099,220.084,302.016
0.0737,-582.459,582.347,0.11256,-522.596,205.018,317.578
0.0738,-614.05,613.907,0.143077,-523.307,190.115,333.192
0.0739,-642.806,642.632,0.173452,-524.213,175.38,348.833
0.074,-668.11,667.906,0.203657,-525.293,160.818,364.475
0.0741,-689.379,689.146,0.23366,-526.52,146.43,380.09
0.0742,-706.038,705.775,0.263433,-527.865,132.216,395.649
0.0743,-717.561,717.268,0.292946,-529.294,118.174,411.12
0.0744,-723.436,723.114,0.32217,-530.769,104.3,426.47
0.0745,-723.204,722.853,0.351075,-532.251,90.5879,441.664
0.0746,-716.439,716.059,0.379635,-533.697,77.0311,456.666
0.0747,-702.757,702.349,0.407819,-535.061,63.6207,471.44
0.0748,-681.824,681.388,0.435602,-536.295,50.3465,485.949
0.0749,-653.349,652.886,0.462954,-537.349,37.1974,500.152
0.075,-617.091,616.601,0.489849,-538.172,24.1611,514.011
0.0751,-572.859,572.343,0.516262,-538.711,11.2244,527.486
0.0752,-520.612,519.87,0.742694,-538.911,0.519126,538.392
0.0753,-464.785,454.568,10.2171,-538.731,0.444351,538.287
0.0754,-407.718,373.979,33.7388,-538.159,0.34024,537.818
0.0755,-349.301,278.123,71.1773,-537.185,0.206946,536.978
0.0756,-289.437,167.042,122.395,-535.799,0.0446469,535.755
0.0757,-228.042,40.7962,187.246,-533.994,-0.14645,534.14
0.0758,-215.42,0.26354,215.156,-397.89,-134.35,532.24
0.0759,-228.595,0.233768,228.361,-382.084,-148.316,530.401
0.076,-246.794,0.203765,246.591,-366.221,-162.455,528.676
0.0761,-269.449,0.173561,269.276,-350.329,-176.768,527.097
0.0762,-295.97,0.143186,295.827,-334.438,-191.251,525.689
0.0763,-325.747,0.11267,325.634,-318.573,-205.903,524.475
0.0764,-358.154,0.0820423,358.071,-302.759,-220.717,523.475
0.0765,-392.541,0.0513338,392.49,-287.019,-235.685,522.703
0.0766,-428.25,0.0205747,428.229,-271.371,-250.797,522.168
0.0767,-464.614,-0.0102048,464.624,-255.835,-266.04,521.875
0.0768,-500.965,-0.0409742,501.006,-240.425,-281.399,521.825
0.0769,-536.638,-0.0717032,536.71,-225.155,-296.858,522.013
0.077,-570.973,-0.102361,571.075,-210.036,-312.397,522.433
0.0771,-603.317,-0.132919,603.45,-195.077,-327.995,523.072
0.0772,-633.037,-0.163345,633.2,-180.284,-343.629,523.913
0.0773,-659.51,-0.193609,659.704,-165.663,-359.272,524.935
0.0774,-682.144,-0.223683,682.368,-151.215,-374.899,526.114
0.0775,-700.357,-0.253536,700.611,-136.942,-390.478,527.42
0.0776,-713.609,-0.283139,713.892,-122.841,-405.981,528.822
0.0777,-721.382,-0.312462,721.694,-108.91,-421.373,530.283
0.0778,-723.199,-0.341477,723.541,-95.1437,-436.621,531.765
0.0779,-718.623,-0.370155,718.993,-81.5346,-451.69,533.225
0.078,-707.257,-0.398468,707.655,-68.0749,-466.543,534.618
0.0781,-688.749,-0.426387,689.175,-54.7551,-481.143,535.898
0.0782,-662.794,-0.453886,663.248,-41.5641,-495.451,537.015
0.0783,-629.134,-0.480937,629.615,-28.4902,-509.427,537.918
0.0784,-587.561,-0.507513,588.068,-15.5203,-523.034,538.554
0.0785,-537.917,-0.533588,538.45,-2.64087,-536.229,538.87
0.0786,-477.626,-5.49923,483.125,-0.472126,-538.345,538.817
0.0787,-402.142,-24.3628,426.504,-0.377778,-537.996,538.373
0.0788,-311.384,-57.1889,368.572,-0.254194,-537.278,537.532
0.0789,-205.385,-103.842,309.227,-0.101543,-536.181,536.282
0.079,-84.2011,-164.179,248.38,0.079978,-534.696,534.616
0.0791,-0.273413,-211.864,212.137,129.716,-532.844,403.129
0.0792,-0.243719,-223.298,223.542,143.627,-530.974,387.346
0.0793,-0.21379,-239.935,240.149,157.709,-529.207,371.499
0.0794,-0.18365,-261.224,261.408,171.963,-527.577,355.613
0.0795,-0.153328,-286.581,286.734,186.39,-526.109,339.719
0.0796,-0.122856,-315.4,315.522,200.987,-524.83,323.843
0.0797,-0.092262,-347.055,347.147,215.748,-523.758,308.01
0.0798,-0.0615771,-380.905,380.967,230.666,-522.909,292.243
0.0799,-0.0308315,-416.296,416.327,245.731,-522.294,276.563
0.08,-5.54057e-05,-452.567,452.567,260.932,-521.92,260.988
0.0801,0.0307207,-489.048,489.017,276.255,-521.79,245.535
0.0802,0.0614665,-525.072,525.01,291.684,-521.901,230.217
0.0803,0.0921517,-559.976,559.883,307.199,-522.246,215.047
0.0804,0.122746,-593.104,592.981,322.78,-522.814,200.034
0.0805,0.153219,-623.814,623.661,338.405,-523.591,185.186
0.0806,0.183541,-651.48,651.296,354.049,-524.557,170.508
0.0807,0.213682,-675.499,675.285,369.685,-525.688,156.003
0.0808,0.243611,-695.293,695.05,385.284,-526.957,141.673
0.0809,0.273301,-710.298,710.024,400.817,-528.332,127.516
0.081,0.302721,-719.993,719.691,416.25,-529.78,113.529
0.0811,0.331842,-723.883,723.551,431.551,-531.261,99.7094
0.0812,0.360635,-721.517,721.157,446.685,-532.734,86.0494
0.0813,0.389073,-712.488,712.099,461.615,-534.157,72.5418
0.0814,0.417126,-696.43,696.013,476.304,-535.481,59.1773
0.0815,0.444768,-673.021,672.577,490.714,-536.66,45.9455
0.0816,0.471971,-641.988,641.516,504.807,-537.642,32.8349
0.0817,0.498708,-603.103,602.604,518.542,-538.375,19.8328
0.0818,0.524954,-556.192,555.667,531.88,-538.806,6.92587
0.0819,2.35019,-502.022,499.671,538.384,-538.881,0.497321
0.082,16.5254,-445.805,429.28,538.158,-538.571,0.412754
0.0821,44.7038,-388.31,343.607,537.565,-537.864,0.298902
0.0822,86.7588,-329.436,242.677,536.598,-536.753,0.155918
0.0823,142.547,-269.087,126.54,535.245,-535.229,-0.0160072
0.0824,209.409,-209.692,0.283246,533.497,-408.372,-125.125
0.0825,218.984,-219.237,0.253643,531.6,-392.622,-138.978
0.0826,233.938,-234.162,0.223791,529.796,-376.794,-153.002
0.0827,253.73,-253.923,0.193718,528.117,-360.917,-167.199
0.0828,277.782,-277.946,0.163454,526.592,-345.023,-181.569
0.0829,305.5,-305.633,0.133028,525.247,-329.138,-196.109
