"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2"
3.23,1,-0.088292,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.088292,1
3.24,1,-0.098249,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.098249,1
3.25,1,-0.108195,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.108195,1
3.26,1,-0.118131,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.118131,1
3.27,1,-0.128055,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.128055,1
3.28,1,-0.137966,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.137966,1
3.29,1,-0.147863,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.147863,1
3.3,1,-0.157746,-2,-1,12,12,1,0,0,0,1,0,0.14112,-0.157746,1
3.31,1,-0.167612,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.167612,1
3.32,1,-0.177462,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.177462,1
3.33,1,-0.187295,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.187295,1
3.34,1,-0.197108,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.197108,1
3.35,1,-0.206902,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.206902,1
3.36,1,-0.216675,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.216675,1
3.37,1,-0.226427,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.226427,1
3.38,1,-0.236155,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.236155,1
3.39,1,-0.245861,-3,-1,12,12,1,0,0,0,1,0,-0.157746,-0.245861,1
3.4,1,-0.255541,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.255541,1
3.41,1,-0.265196,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.265196,1
3.42,1,-0.274825,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.274825,1
3.43,1,-0.284426,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.284426,1
3.44,1,-0.293998,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.293998,1
3.45,1,-0.303542,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.303542,1
3.46,1,-0.313054,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.313054,1
3.47,1,-0.322536,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.322536,1
3.48,1,-0.331985,-4,-1,12,12,1,0,0,0,1,0,-0.157746,-0.331985,1
3.49,1,-0.341401,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.341401,1
3.5,1,-0.350783,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.350783,1
3.51,1,-0.36013,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.36013,1
3.52,1,-0.369441,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.369441,1
3.53,1,-0.378715,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.378715,1
3.54,1,-0.387951,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.387951,1
3.55,1,-0.397148,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.397148,1
3.56,1,-0.406306,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.406306,1
3.57,1,-0.415423,-5,-1,12,12,1,0,0,0,1,0,-0.157746,-0.415423,1
3.58,1,-0.424498,-6,-1,12,12,1,0,0,0,1,0,-0.157746,-0.424498,1
3.59,1,-0.433531,-6,-1,12,12,1,0,0,0,1,0,-0.157746,-0.433531,1
3.6,1,-0.44252,-6,-1,12,12,1,0,0,0,1,0,-0.157746,-0.44252,1
3.61,1,-0.451466,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.451466,1
3.62,1,-0.460366,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.460366,1
3.63,1,-0.46922,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.46922,1
3.64,1,-0.478027,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.478027,1
3.65,1,-0.486787,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.486787,1
3.66,1,-0.495497,-6,-1,12,12,1,0,0,0,1,0,-0.44252,-0.495497,1
3.67,1,-0.504159,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.504159,1
3.68,1,-0.512769,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.512769,1
3.69,1,-0.521329,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.521329,1
3.7,1,-0.529836,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.529836,1
3.71,1,-0.538291,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.538291,1
3.72,1,-0.546691,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.546691,1
3.73,1,-0.555037,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.555037,1
3.74,1,-0.563327,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.563327,1
3.75,1,-0.571561,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.571561,1
3.76,1,-0.579738,-7,-1,12,12,1,0,0,0,1,0,-0.44252,-0.579738,1
3.77,1,-0.587857,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.587857,1
3.78,1,-0.595917,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.595917,1
3.79,1,-0.603918,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.603918,1
3.8,1,-0.611858,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.611858,1
3.81,1,-0.619737,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.619737,1
3.82,1,-0.627554,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.627554,1
3.83,1,-0.635308,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.635308,1
3.84,1,-0.642999,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.642999,1
3.85,1,-0.650625,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.650625,1
3.86,1,-0.658186,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.658186,1
3.87,1,-0.665682,-8,-1,12,12,1,0,0,0,1,0,-0.44252,-0.665682,1
3.88,1,-0.673111,-9,-1,12,12,1,0,0,0,1,0,-0.44252,-0.673111,1
3.89,1,-0.680473,-9,-1,12,12,1,0,0,0,1,0,-0.44252,-0.680473,1
3.9,1,-0.687766,-9,-1,12,12,1,0,0,0,1,0,-0.44252,-0.687766,1
3.91,1,-0.694991,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.694991,1
3.92,1,-0.702146,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.702146,1
3.93,1,-0.709231,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.709231,1
3.94,1,-0.716246,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.716246,1
3.95,1,-0.723188,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.723188,1
3.96,1,-0.730058,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.730058,1
3.97,1,-0.736856,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.736856,1
3.98,1,-0.743579,-9,-1,12,12,1,0,0,0,1,0,-0.687766,-0.743579,1
3.99,1,-0.750228,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.750228,1
4,1,-0.756802,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.756802,1
4.01,1,-0.763301,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.763301,1
4.02,1,-0.769723,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.769723,1
4.03,1,-0.776068,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.776068,1
4.04,1,-0.782336,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.782336,1
4.05,1,-0.788525,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.788525,1
4.06,1,-0.794636,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.794636,1
4.07,1,-0.800667,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.800667,1
4.08,1,-0.806618,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.806618,1
4.09,1,-0.812488,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.812488,1
4.1,1,-0.818277,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.818277,1
4.11,1,-0.823984,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.823984,1
4.12,1,-0.829609,-10,-1,12,12,1,0,0,0,1,0,-0.687766,-0.829609,1
4.13,1,-0.835151,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.835151,1
4.14,1,-0.840609,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.840609,1
4.15,1,-0.845984,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.845984,1
4.16,1,-0.851273,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.851273,1
4.17,1,-0.856478,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.856478,1
4.18,1,-0.861597,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.861597,1
4.19,1,-0.86663,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.86663,1
4.2,1,-0.871576,-11,-1,12,12,1,0,0,0,1,0,-0.687766,-0.871576,1
4.21,1,-0.876435,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.876435,1
4.22,1,-0.881206,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.881206,1
4.23,1,-0.885889,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.885889,1
4.24,1,-0.890484,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.890484,1
4.25,1,-0.894989,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.894989,1
4.26,1,-0.899405,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.899405,1
4.27,1,-0.903732,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.903732,1
4.28,1,-0.907967,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.907967,1
4.29,1,-0.912112,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.912112,1
4.3,1,-0.916166,-11,-1,12,12,1,0,0,0,1,0,-0.871576,-0.916166,1
4.31,1,-0.920128,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.920128,1
4.32,1,-0.923998,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.923998,1
4.33,1,-0.927776,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.927776,1
4.34,1,-0.931461,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.931461,1
4.35,1,-0.935053,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.935053,1
4.36,1,-0.938551,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.938551,1
4.37,1,-0.941955,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.941955,1
4.38,1,-0.945266,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.945266,1
4.39,1,-0.948481,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.948481,1
4.4,1,-0.951602,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.951602,1
4.41,1,-0.954628,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.954628,1
4.42,1,-0.957558,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.957558,1
4.43,1,-0.960392,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.960392,1
4.44,1,-0.963131,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.963131,1
4.45,1,-0.965773,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.965773,1
4.46,1,-0.968319,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.968319,1
4.47,1,-0.970767,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.970767,1
4.48,1,-0.973119,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.973119,1
4.49,1,-0.975373,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.975373,1
4.5,1,-0.97753,-12,-1,12,12,1,0,0,0,1,0,-0.871576,-0.97753,1
4.51,1,-0.979589,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.979589,1
4.52,1,-0.98155,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.98155,1
4.53,1,-0.983413,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.983413,1
4.54,1,-0.985178,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.985178,1
4.55,1,-0.986844,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.986844,1
4.56,1,-0.988411,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.988411,1
4.57,1,-0.98988,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.98988,1
4.58,1,-0.991249,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.991249,1
4.59,1,-0.99252,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.99252,1
4.6,1,-0.993691,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.993691,1
4.61,1,-0.994763,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.994763,1
4.62,1,-0.995735,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.995735,1
4.63,1,-0.996608,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.996608,1
4.64,1,-0.997381,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.997381,1
4.65,1,-0.998054,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.998054,1
4.66,1,-0.998628,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.998628,1
4.67,1,-0.999102,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999102,1
4.68,1,-0.999476,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999476,1
4.69,1,-0.999749,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999749,1
4.7,1,-0.999923,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999923,1
4.71,1,-0.999997,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999997,1
4.72,1,-0.999971,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999971,1
4.73,1,-0.999845,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999845,1
4.74,1,-0.999619,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999619,1
4.75,1,-0.999293,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.999293,1
4.76,1,-0.998867,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.998867,1
4.77,1,-0.998341,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.998341,1
4.78,1,-0.997715,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.997715,1
4.79,1,-0.99699,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.99699,1
4.8,1,-0.996165,-12,-1,12,12,1,0,0,0,1,0,-0.97753,-0.996165,1
4.81,1,-0.99524,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.99524,1
4.82,1,-0.994216,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.994216,1
4.83,1,-0.993092,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.993092,1
4.84,1,-0.991869,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.991869,1
4.85,1,-0.990547,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.990547,1
4.86,1,-0.989125,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.989125,1
4.87,1,-0.987605,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.987605,1
4.88,1,-0.985986,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.985986,1
4.89,1,-0.984269,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.984269,1
4.9,1,-0.982453,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.982453,1
4.91,1,-0.980538,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.980538,1
4.92,1,-0.978526,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.978526,1
4.93,1,-0.976416,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.976416,1
4.94,1,-0.974208,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.974208,1
4.95,1,-0.971903,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.971903,1
4.96,1,-0.969501,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.969501,1
4.97,1,-0.967001,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.967001,1
4.98,1,-0.964405,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.964405,1
4.99,1,-0.961713,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.961713,1
5,1,-0.958924,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.958924,1
5.01,1,-0.95604,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.95604,1
5.02,1,-0.95306,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.95306,1
5.03,1,-0.949984,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.949984,1
5.04,1,-0.946814,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.946814,1
5.05,1,-0.943549,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.943549,1
5.06,1,-0.940189,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.940189,1
5.07,1,-0.936736,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.936736,1
5.08,1,-0.933189,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.933189,1
5.09,1,-0.929548,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.929548,1
5.1,1,-0.925815,-12,-1,12,12,1,0,0,0,1,0,-0.996165,-0.925815,1
5.11,1,-0.921989,-12,-1,12,12,1,0,0,0,1,0,-0.925815,-0.921989,1
5.12,1,-0.91807,-12,-1,12,12,1,0,0,0,1,0,-0.925815,-0.91807,1
5.13,1,-0.91406,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.91406,1
5.14,1,-0.909959,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.909959,1
5.15,1,-0.905767,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.905767,1
5.16,1,-0.901484,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.901484,1
5.17,1,-0.897111,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.897111,1
5.18,1,-0.892648,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.892648,1
5.19,1,-0.888096,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.888096,1
5.2,1,-0.883455,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.883455,1
5.21,1,-0.878725,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.878725,1
5.22,1,-0.873908,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.873908,1
5.23,1,-0.869004,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.869004,1
5.24,1,-0.864012,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.864012,1
5.25,1,-0.858934,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.858934,1
5.26,1,-0.853771,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.853771,1
5.27,1,-0.848522,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.848522,1
5.28,1,-0.843188,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.843188,1
5.29,1,-0.837769,-11,-1,12,12,1,0,0,0,1,0,-0.925815,-0.837769,1
5.3,1,-0.832267,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.832267,1
5.31,1,-0.826682,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.826682,1
5.32,1,-0.821014,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.821014,1
5.33,1,-0.815264,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.815264,1
5.34,1,-0.809433,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.809433,1
5.35,1,-0.80352,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.80352,1
5.36,1,-0.797527,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.797527,1
5.37,1,-0.791455,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.791455,1
5.38,1,-0.785303,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.785303,1
5.39,1,-0.779073,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.779073,1
5.4,1,-0.772764,-10,-1,12,12,1,0,0,0,1,0,-0.925815,-0.772764,1
5.41,1,-0.766379,-10,-1,12,12,1,0,0,0,1,0,-0.772764,-0.766379,1
5.42,1,-0.759917,-10,-1,12,12,1,0,0,0,1,0,-0.772764,-0.759917,1
5.43,1,-0.753379,-10,-1,12,12,1,0,0,0,1,0,-0.772764,-0.753379,1
5.44,1,-0.746765,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.746765,1
5.45,1,-0.740077,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.740077,1
5.46,1,-0.733315,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.733315,1
5.47,1,-0.72648,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.72648,1
5.48,1,-0.719572,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.719572,1
5.49,1,-0.712592,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.712592,1
5.5,1,-0.70554,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.70554,1
5.51,1,-0.698418,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.698418,1
5.52,1,-0.691227,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.691227,1
5.53,1,-0.683966,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.683966,1
5.54,1,-0.676637,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.676637,1
5.55,1,-0.66924,-9,-1,12,12,1,0,0,0,1,0,-0.772764,-0.66924,1
5.56,1,-0.661776,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.661776,1
5.57,1,-0.654246,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.654246,1
5.58,1,-0.646651,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.646651,1
5.59,1,-0.638991,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.638991,1
5.6,1,-0.631267,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.631267,1
5.61,1,-0.62348,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.62348,1
5.62,1,-0.61563,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.61563,1
5.63,1,-0.607719,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.607719,1
5.64,1,-0.599747,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.599747,1
5.65,1,-0.591716,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.591716,1
5.66,1,-0.583625,-8,-1,12,12,1,0,0,0,1,0,-0.772764,-0.583625,1
5.67,1,-0.575475,-7,-1,12,12,1,0,0,0,1,0,-0.772764,-0.575475,1
5.68,1,-0.567269,-7,-1,12,12,1,0,0,0,1,0,-0.772764,-0.567269,1
5.69,1,-0.559005,-7,-1,12,12,1,0,0,0,1,0,-0.772764,-0.559005,1
5.7,1,-0.550686,-7,-1,12,12,1,0,0,0,1,0,-0.772764,-0.550686,1
5.71,1,-0.542311,-7,-1,12,12,1,0,0,0,1,0,-0.550686,-0.542311,1
5.72,1,-0.533882,-7,-1,12,12,1,0,0,0,1,0,-0.550686,-0.533882,1
5.73,1,-0.5254,-7,-1,12,12,1,0,0,0,1,0,-0.550686,-0.5254,1
5.74,1,-0.516865,-7,-1,12,12,1,0,0,0,1,0,-0.550686,-0.516865,1
5.75,1,-0.508279,-7,-1,12,12,1,0,0,0,1,0,-0.550686,-0.508279,1
5.76,1,-0.499642,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.499642,1
5.77,1,-0.490955,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.490955,1
5.78,1,-0.482218,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.482218,1
5.79,1,-0.473434,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.473434,1
5.8,1,-0.464602,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.464602,1
5.81,1,-0.455724,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.455724,1
5.82,1,-0.4468,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.4468,1
5.83,1,-0.437832,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.437832,1
5.84,1,-0.428819,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.428819,1
5.85,1,-0.419764,-6,-1,12,12,1,0,0,0,1,0,-0.550686,-0.419764,1
5.86,1,-0.410667,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.410667,1
5.87,1,-0.401529,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.401529,1
5.88,1,-0.39235,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.39235,1
5.89,1,-0.383133,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.383133,1
5.9,1,-0.373877,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.373877,1
5.91,1,-0.364583,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.364583,1
5.92,1,-0.355254,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.355254,1
5.93,1,-0.345888,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.345888,1
5.94,1,-0.336488,-5,-1,12,12,1,0,0,0,1,0,-0.550686,-0.336488,1
5.95,1,-0.327055,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.327055,1
5.96,1,-0.317589,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.317589,1
5.97,1,-0.308091,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.308091,1
5.98,1,-0.298562,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.298562,1
5.99,1,-0.289003,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.289003,1
6,1,-0.279415,-4,-1,12,12,1,0,0,0,1,0,-0.550686,-0.279415,1
6.01,1,-0.2698,-4,-1,12,12,1,0,0,0,1,0,-0.279415,-0.2698,1
6.02,1,-0.260157,-4,-1,12,12,1,0,0,0,1,0,-0.279415,-0.260157,1
6.03,1,-0.250489,-4,-1,12,12,1,0,0,0,1,0,-0.279415,-0.250489,1
6.04,1,-0.240795,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.240795,1
6.05,1,-0.231078,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.231078,1
6.06,1,-0.221337,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.221337,1
6.07,1,-0.211574,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.211574,1
6.08,1,-0.20179,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.20179,1
6.09,1,-0.191986,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.191986,1
6.1,1,-0.182163,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.182163,1
6.11,1,-0.172321,-3,-1,12,12,1,0,0,0,1,0,-0.279415,-0.172321,1
