"time","accelPedal","k15","prnd","nAtIn","nAtOut"
6.42,100,1,3,2796.8897,1838.696
6.43,100,1,3,2799.8039,1840.6118
6.44,100,1,3,2802.7163,1842.5264
6.45,100,1,3,2805.6269,1844.4399
6.46,100,1,3,2808.5356,1846.3521
6.47,100,1,3,2811.4425,1848.2632
6.48,100,1,3,2814.3476,1850.173
6.49,100,1,3,2817.2509,1852.0816
6.5,100,1,3,2820.1524,1853.9891
6.51,100,1,3,2823.052,1855.8953
6.52,100,1,3,2825.9498,1857.8004
6.53,100,1,3,2828.8458,1859.7042
6.54,100,1,3,2831.74,1861.6069
6.55,100,1,3,2834.6324,1863.5083
6.56,100,1,3,2837.5229,1865.4086
6.57,100,1,3,2840.4116,1867.3076
6.58,100,1,3,2843.2985,1869.2055
6.59,100,1,3,2846.1836,1871.1022
6.6,100,1,3,2849.0668,1872.9976
6.61,100,1,3,2851.9483,1874.8919
6.62,100,1,3,2854.8279,1876.785
6.63,100,1,3,2857.7057,1878.6769
6.64,100,1,3,2860.5817,1880.5676
6.65,100,1,3,2863.4559,1882.4571
6.66,100,1,3,2866.3282,1884.3454
6.67,100,1,3,2869.1988,1886.2325
6.68,100,1,3,2872.0675,1888.1184
6.69,100,1,3,2874.9344,1890.0032
6.7,100,1,3,2877.7995,1891.8867
6.71,100,1,3,2880.6628,1893.7691
6.72,100,1,3,2883.5243,1895.6502
6.73,100,1,3,2886.384,1897.5302
6.74,100,1,3,2889.2418,1899.409
6.75,100,1,3,2892.0979,1901.2866
6.76,100,1,3,2894.9521,1903.163
6.77,100,1,3,2897.8045,1905.0382
6.78,100,1,3,2900.6552,1906.9122
6.79,100,1,3,2903.504,1908.785
6.8,100,1,3,2906.351,1910.6567
6.81,100,1,3,2909.1962,1912.5271
6.82,100,1,3,2912.0396,1914.3964
6.83,100,1,3,2914.8812,1916.2645
6.84,100,1,3,2917.721,1918.1314
6.85,100,1,3,2920.5589,1919.9971
6.86,100,1,3,2923.3951,1921.8616
6.87,100,1,3,2926.2295,1923.7249
6.88,100,1,3,2929.062,1925.5871
6.89,100,1,3,2931.8928,1927.448
6.9,100,1,3,2934.7218,1929.3078
6.91,100,1,3,2937.5489,1931.1664
6.92,100,1,3,2940.3743,1933.0238
6.93,100,1,3,2943.1978,1934.8801
6.94,100,1,3,2946.0196,1936.7351
6.95,100,1,3,2948.8395,1938.589
6.96,100,1,3,2951.6577,1940.4416
6.97,100,1,3,2954.4741,1942.2931
6.98,100,1,3,2957.2886,1944.1434
6.99,100,1,3,2960.1014,1945.9926
7,100,1,3,2962.9123,1947.8405
7.01,100,1,3,2965.7215,1949.6873
7.02,100,1,3,2968.5289,1951.5329
7.03,100,1,3,2971.3345,1953.3773
7.04,100,1,3,2974.1383,1955.2205
7.05,100,1,3,2976.9403,1957.0626
7.06,100,1,3,2979.7405,1958.9034
7.07,100,1,3,2982.5389,1960.7431
7.08,100,1,3,2985.3355,1962.5817
7.09,100,1,3,2988.1303,1964.419
7.1,100,1,3,2990.9233,1966.2551
7.11,100,1,3,2993.7146,1968.0901
7.12,100,1,3,2996.504,1969.9239
7.13,100,1,3,2999.2917,1971.7566
7.14,100,1,3,3002.0775,1973.588
7.15,100,1,3,3004.8616,1975.4183
7.16,100,1,3,3007.6439,1977.2474
7.17,100,1,3,3010.4244,1979.0753
7.18,100,1,3,3013.2032,1980.9021
7.19,100,1,3,3015.9801,1982.7277
7.2,100,1,3,3018.7552,1984.5521
7.21,100,1,3,3021.5286,1986.3753
7.22,100,1,3,3024.3002,1988.1973
7.23,100,1,3,3027.07,1990.0182
7.24,100,1,3,3029.838,1991.8379
7.25,100,1,3,3032.6042,1993.6565
7.26,100,1,3,3035.3687,1995.4739
7.27,100,1,3,3038.1314,1997.2901
7.28,100,1,3,3040.8922,1999.1051
7.29,100,1,3,3043.6513,2000.9189
7.3,100,1,3,3046.4087,2002.7316
7.31,100,1,3,3049.1642,2004.5431
7.32,100,1,3,3051.918,2006.3535
7.33,100,1,3,3054.67,2008.1627
7.34,100,1,3,3057.4202,2009.9707
7.35,100,1,3,3060.1686,2011.7775
7.36,100,1,3,3062.9153,2013.5832
7.37,100,1,3,3065.6602,2015.3877
7.38,100,1,3,3068.4033,2017.1911
7.39,100,1,3,3071.1446,2018.9932
7.4,100,1,3,3073.8842,2020.7943
7.41,100,1,3,3076.622,2022.5941
7.42,100,1,3,3079.358,2024.3928
7.43,100,1,3,3082.0923,2026.1903
7.44,100,1,3,3084.8248,2027.9866
7.45,100,1,3,3087.5555,2029.7818
7.46,100,1,3,3090.2844,2031.5759
7.47,100,1,3,3093.0116,2033.3687
7.48,100,1,3,3095.737,2035.1604
7.49,100,1,3,3098.4606,2036.9509
7.5,100,1,3,3101.1825,2038.7403
7.51,100,1,3,3103.9025,2040.5285
7.52,100,1,3,3106.6209,2042.3156
7.53,100,1,3,3109.3374,2044.1015
7.54,100,1,3,3112.0522,2045.8862
7.55,100,1,3,3114.7653,2047.6698
7.56,100,1,3,3117.4765,2049.4522
7.57,100,1,3,3120.186,2051.2334
7.58,100,1,3,3122.8938,2053.0135
7.59,100,1,3,3125.5998,2054.7924
7.6,100,1,3,3128.304,2056.5702
7.61,100,1,3,3131.0065,2058.3468
7.62,100,1,3,3133.7072,2060.1223
7.63,100,1,3,3136.4061,2061.8966
7.64,100,1,3,3139.1033,2063.6697
7.65,100,1,3,3141.7987,2065.4417
7.66,100,1,3,3144.4924,2067.2126
7.67,100,1,3,3147.1843,2068.9823
7.68,100,1,3,3149.8744,2070.7508
7.69,100,1,3,3152.5628,2072.5182
7.7,100,1,3,3155.2495,2074.2844
7.71,100,1,3,3157.9344,2076.0494
7.72,100,1,3,3160.6175,2077.8134
7.73,100,1,3,3163.2989,2079.5761
7.74,100,1,3,3165.9785,2081.3377
7.75,100,1,3,3168.6564,2083.0982
7.76,100,1,3,3171.3325,2084.8575
7.77,100,1,3,3174.0069,2086.6156
7.78,100,1,3,3176.6795,2088.3726
7.79,100,1,3,3179.3504,2090.1285
7.8,100,1,3,3182.0195,2091.8832
7.81,100,1,3,3184.6869,2093.6367
7.82,100,1,3,3187.3525,2095.3892
7.83,100,1,3,3190.0164,2097.1404
7.84,100,1,3,3192.6785,2098.8905
7.85,100,1,3,3195.3389,2100.6395
7.86,100,1,3,3197.9976,2102.3873
7.87,100,1,3,3200.6545,2104.134
7.88,100,1,3,3203.3096,2105.8795
7.89,100,1,3,3205.9631,2107.6239
7.9,100,1,3,3208.6147,2109.3671
7.91,100,1,3,3211.2647,2111.1092
7.92,100,1,3,3213.9129,2112.8501
7.93,100,1,3,3216.5593,2114.5899
7.94,100,1,3,3219.204,2116.3286
7.95,100,1,3,3221.847,2118.0661
7.96,100,1,3,3224.4882,2119.8025
7.97,100,1,3,3227.1277,2121.5377
7.98,100,1,3,3229.7655,2123.2718
7.99,100,1,3,3232.4015,2125.0047
8,100,1,3,3235.0358,2126.7365
8.01,100,1,3,3237.6684,2128.4672
8.02,100,1,3,3240.2992,2130.1967
8.03,100,1,3,3242.9283,2131.9251
8.04,100,1,3,3245.5556,2133.6523
8.05,100,1,3,3248.1813,2135.3784
8.06,100,1,3,3250.8051,2137.1034
8.07,100,1,3,3253.4273,2138.8272
8.08,100,1,3,3256.0477,2140.5499
8.09,100,1,3,3258.6664,2142.2715
8.1,100,1,3,3261.2834,2143.9919
8.11,100,1,3,3263.8986,2145.7111
8.12,100,1,3,3266.5122,2147.4293
8.13,100,1,3,3269.1239,2149.1463
8.14,100,1,3,3271.734,2150.8622
8.15,100,1,3,3274.3423,2152.5769
8.16,100,1,3,3276.949,2154.2905
8.17,100,1,3,3279.5538,2156.003
8.18,100,1,3,3282.157,2157.7143
8.19,100,1,3,3284.7584,2159.4245
8.2,100,1,3,3287.3582,2161.1336
8.21,100,1,3,3289.9562,2162.8415
8.22,100,1,3,3292.5524,2164.5484
8.23,100,1,3,3295.147,2166.254
8.24,100,1,3,3297.7398,2167.9586
8.25,100,1,3,3300.3309,2169.662
8.26,100,1,3,3302.9203,2171.3643
8.27,100,1,3,3305.508,2173.0655
8.28,100,1,3,3308.094,2174.7655
8.29,100,1,3,3310.6782,2176.4644
8.3,100,1,3,3313.2608,2178.1622
8.31,100,1,3,3315.8416,2179.8588
8.32,100,1,3,3318.4207,2181.5543
8.33,100,1,3,3320.9981,2183.2487
8.34,100,1,3,3323.5737,2184.942
8.35,100,1,3,3326.1477,2186.6341
8.36,100,1,3,3328.72,2188.3252
8.37,100,1,3,3331.2905,2190.0151
8.38,100,1,3,3333.8593,2191.7038
8.39,100,1,3,3336.4265,2193.3915
8.4,100,1,3,3338.9919,2195.078
8.41,100,1,3,3341.5556,2196.7634
8.42,100,1,3,3344.1176,2198.4477
8.43,100,1,3,3346.6779,2200.1308
8.44,100,1,3,3349.2365,2201.8129
8.45,100,1,3,3351.7934,2203.4938
8.46,100,1,3,3354.3485,2205.1736
8.47,100,1,3,3356.902,2206.8523
8.48,100,1,3,3359.4538,2208.5298
8.49,100,1,3,3362.0039,2210.2062
8.5,100,1,3,3364.5522,2211.8816
8.51,100,1,3,3367.0989,2213.5558
8.52,100,1,3,3369.6439,2215.2288
8.53,100,1,3,3372.1871,2216.9008
8.54,100,1,3,3374.7287,2218.5717
8.55,100,1,3,3377.2686,2220.2414
8.56,100,1,3,3379.8068,2221.91
8.57,100,1,3,3382.3432,2223.5775
8.58,100,1,3,3384.878,2225.2439
8.59,100,1,3,3387.4111,2226.9092
8.6,100,1,3,3389.9425,2228.5733
8.61,100,1,3,3392.4722,2230.2364
8.62,100,1,3,3395.0002,2231.8983
8.63,100,1,3,3397.5265,2233.5591
8.64,100,1,3,3400.0511,2235.2188
8.65,100,1,3,3402.5741,2236.8774
8.66,100,1,3,3405.0953,2238.5349
8.67,100,1,3,3407.6149,2240.1913
8.68,100,1,3,3410.1327,2241.8465
8.69,100,1,3,3412.6489,2243.5007
8.7,100,1,3,3415.1634,2245.1537
8.71,100,1,3,3417.6762,2246.8056
8.72,100,1,3,3420.1873,2248.4565
8.73,100,1,3,3422.6967,2250.1062
8.74,100,1,3,3425.2045,2251.7548
8.75,100,1,3,3427.7105,2253.4023
8.76,100,1,3,3430.2149,2255.0487
8.77,100,1,3,3432.7176,2256.694
8.78,100,1,3,3435.2186,2258.3382
8.79,100,1,3,3437.718,2259.9813
8.8,100,1,3,3440.2156,2261.6232
8.81,100,1,3,3442.7116,2263.2641
8.82,100,1,3,3445.2059,2264.9039
8.83,100,1,3,3447.6985,2266.5425
8.84,100,1,3,3450.1894,2268.1801
8.85,100,1,3,3452.6787,2269.8166
8.86,100,1,3,3455.1663,2271.4519
8.87,100,1,3,3457.6522,2273.0862
8.88,100,1,3,3460.1391,2274.7211
8.89,100,1,3,3462.626,2276.356
8.9,100,1,3,3465.106,2277.9863
8.91,100,1,3,3467.582,2279.6141
8.92,100,1,3,3470.0582,2281.2419
8.93,100,1,3,3472.5348,2282.8701
8.94,100,1,3,3475.0104,2284.4976
8.95,100,1,3,3477.4837,2286.1235
8.96,100,1,3,3479.955,2287.7482
8.97,100,1,3,3482.4248,2289.3718
8.98,100,1,3,3484.8929,2290.9944
8.99,100,1,3,3487.3595,2292.616
9,100,1,3,3489.8245,2294.2365
9.01,100,1,3,3492.288,2295.856
9.02,100,1,3,3494.7496,2297.4743
9.03,100,1,3,3497.2096,2299.0915
9.04,100,1,3,3499.6679,2300.7076
9.05,100,1,3,3502.1247,2302.3227
9.06,100,1,3,3504.5799,2303.9368
9.07,100,1,3,3507.0334,2305.5497
9.08,100,1,3,3509.4853,2307.1616
9.09,100,1,3,3511.9356,2308.7725
9.1,100,1,3,3514.3842,2310.3822
9.11,100,1,3,3516.8312,2311.9909
9.12,100,1,3,3519.2766,2313.5985
9.13,100,1,3,3521.7204,2315.2051
9.14,100,1,3,3524.1626,2316.8106
9.15,100,1,3,3526.6031,2318.415
9.16,100,1,3,3529.042,2320.0183
9.17,100,1,3,3531.4793,2321.6206
9.18,100,1,3,3533.9149,2323.2218
9.19,100,1,3,3536.349,2324.822
9.2,100,1,3,3538.7814,2326.4211
9.21,100,1,3,3541.2122,2328.0191
9.22,100,1,3,3543.6414,2329.6161
9.23,100,1,3,3546.0689,2331.212
9.24,100,1,3,3548.4949,2332.8068
9.25,100,1,3,3550.9192,2334.4006
9.26,100,1,3,3553.342,2335.9933
9.27,100,1,3,3555.7631,2337.585
9.28,100,1,3,3558.1826,2339.1756
9.29,100,1,3,3560.6004,2340.7651
9.3,100,1,3,3563.0167,2342.3536
9.31,100,1,3,3565.4314,2343.941
9.32,100,1,3,3567.8444,2345.5274
9.33,100,1,3,3570.2559,2347.1126
9.34,100,1,3,3572.6657,2348.6969
9.35,100,1,3,3575.0739,2350.2801
9.36,100,1,3,3577.4805,2351.8622
9.37,100,1,3,3579.8855,2353.4433
9.38,100,1,3,3582.2889,2355.0233
9.39,100,1,3,3584.6907,2356.6022
9.4,100,1,3,3587.0909,2358.1801
9.41,100,1,3,3589.4895,2359.757
9.42,100,1,3,3591.8865,2361.3328
9.43,100,1,3,3594.2819,2362.9075
9.44,100,1,3,3596.6756,2364.4812
9.45,100,1,3,3599.0678,2366.0538
9.46,100,1,3,3601.4584,2367.6254
9.47,100,1,3,3603.8474,2369.1959
9.48,100,1,3,3606.2347,2370.7654
9.49,100,1,3,3608.6205,2372.3339
9.5,100,1,3,3611.0047,2373.9012
9.51,100,1,3,3613.3873,2375.4676
9.52,100,1,3,3615.7682,2377.0328
9.53,100,1,3,3618.1476,2378.5971
9.54,100,1,3,3620.5254,2380.1602
9.55,100,1,3,3622.9016,2381.7224
9.56,100,1,3,3625.2762,2383.2834
9.57,100,1,3,3627.6492,2384.8435
9.58,100,1,3,3630.0207,2386.4025
9.59,100,1,3,3632.3905,2387.9604
9.6,100,1,3,3634.7587,2389.5173
9.61,100,1,3,3637.1254,2391.0732
9.62,100,1,3,3639.4904,2392.628
9.63,100,1,3,3641.8539,2394.1817
9.64,100,1,3,3644.2158,2395.7344
9.65,100,1,3,3646.571,2397.2828
9.66,100,1,3,3648.9168,2398.825
9.67,100,1,3,3651.2559,2400.3626
9.68,100,1,3,3653.5977,2401.9022
9.69,100,1,3,3655.9513,2403.4495
9.7,100,1,3,3658.3044,2404.9964
9.71,100,1,3,3660.6506,2406.5388
9.72,100,1,3,3662.9908,2408.0773
9.73,100,1,3,3665.3278,2409.6137
9.74,100,1,3,3667.6632,2411.149
9.75,100,1,3,3669.9968,2412.6831
9.76,100,1,3,3672.3282,2414.2157
9.77,100,1,3,3674.6566,2415.7465
9.78,100,1,3,3676.982,2417.2752
9.79,100,1,3,3679.3045,2418.802
9.8,100,1,3,3681.6244,2420.3271
9.81,100,1,3,3683.9417,2421.8506
9.82,100,1,3,3686.2564,2423.3723
9.83,100,1,3,3688.5683,2424.8921
9.84,100,1,3,3690.8774,2426.4102
9.85,100,1,3,3693.1838,2427.9264
9.86,100,1,3,3695.4876,2429.4409
9.87,100,1,3,3697.7887,2430.9537
9.88,100,1,3,3700.0871,2432.4647
9.89,100,1,3,3702.3828,2433.9739
9.9,100,1,3,3704.6758,2435.4813
9.91,100,1,3,3706.9661,2436.987
9.92,100,1,3,3709.2538,2438.4909
9.93,100,1,3,3711.5387,2439.9931
9.94,100,1,3,3713.821,2441.4934
9.95,100,1,3,3716.1006,2442.9921
9.96,100,1,3,3718.3776,2444.489
9.97,100,1,3,3720.6519,2445.9841
9.98,100,1,3,3722.9235,2447.4775
9.99,100,1,3,3725.1924,2448.9691
10,100,1,3,3727.4587,2450.459
10.01,100,1,3,3729.7224,2451.9471
10.02,100,1,3,3731.9834,2453.4335
10.03,100,1,3,3734.2417,2454.9182
10.04,100,1,3,3736.4974,2456.4011
10.05,100,1,3,3738.7504,2457.8822
10.06,100,1,3,3741.0008,2459.3616
10.07,100,1,3,3743.2485,2460.8393
10.08,100,1,3,3745.4936,2462.3153
10.09,100,1,3,3747.7361,2463.7895
10.1,100,1,3,3749.976,2465.262
10.11,100,1,3,3752.2132,2466.7327
10.12,100,1,3,3754.4477,2468.2017
10.13,100,1,3,3756.6797,2469.669
10.14,100,1,3,3758.909,2471.1346
10.15,100,1,3,3761.1357,2472.5985
10.16,100,1,3,3763.3598,2474.0606
10.17,100,1,3,3765.5812,2475.521
10.18,100,1,3,3767.8001,2476.9797
10.19,100,1,3,3770.0163,2478.4367
10.2,100,1,3,3772.23,2479.8919
10.21,100,1,3,3774.441,2481.3455
10.22,100,1,3,3776.6494,2482.7973
10.23,100,1,3,3778.8552,2484.2474
10.24,100,1,3,3781.0584,2485.6958
10.25,100,1,3,3783.259,2487.1425
10.26,100,1,3,3785.4571,2488.5875
10.27,100,1,3,3787.6525,2490.0308
10.28,100,1,3,3789.8453,2491.4724
10.29,100,1,3,3792.0356,2492.9123
10.3,100,1,3,3794.2233,2494.3505
10.31,100,1,3,3796.4084,2495.787
10.32,100,1,3,3798.5909,2497.2218
10.33,100,1,3,3800.7708,2498.6549
10.34,100,1,3,3802.9482,2500.0863
10.35,100,1,3,3805.123,2501.516
10.36,100,1,3,3807.2952,2502.9441
10.37,100,1,3,3809.4648,2504.3704
10.38,100,1,3,3811.6319,2505.7951
10.39,100,1,3,3813.7965,2507.218
10.4,100,1,3,3815.9584,2508.6393
10.41,100,1,3,3818.1179,2510.059
10.42,100,1,3,3820.2747,2511.4769
10.43,100,1,3,3822.429,2512.8932
10.44,100,1,3,3824.5808,2514.3077
10.45,100,1,3,3826.73,2515.7206
10.46,100,1,3,3828.8767,2517.1319
10.47,100,1,3,3831.0208,2518.5415
10.48,100,1,3,3833.1624,2519.9493
10.49,100,1,3,3835.3014,2521.3556
10.5,100,1,3,3837.438,2522.7601
10.51,100,1,3,3839.572,2524.163
10.52,100,1,3,3841.7034,2525.5643
10.53,100,1,3,3843.8324,2526.9639
10.54,100,1,3,3845.9588,2528.3618
10.55,100,1,3,3848.0827,2529.758
10.56,100,1,3,3850.204,2531.1526
10.57,100,1,3,3852.3229,2532.5456
10.58,100,1,3,3854.4392,2533.9369
10.59,100,1,3,3856.553,2535.3265
10.6,100,1,3,3858.6644,2536.7145
10.61,100,1,3,3860.7732,2538.1009
10.62,100,1,3,3862.8795,2539.4856
10.63,100,1,3,3864.9833,2540.8687
10.64,100,1,3,3867.0846,2542.2501
10.65,100,1,3,3869.1834,2543.6298
10.66,100,1,3,3871.2797,2545.008
10.67,100,1,3,3873.3736,2546.3845
10.68,100,1,3,3875.4649,2547.7593
10.69,100,1,3,3877.5538,2549.1326
10.7,100,1,3,3879.6401,2550.5042
10.71,100,1,3,3881.724,2551.8741
10.72,100,1,3,3883.8054,2553.2425
10.73,100,1,3,3885.8844,2554.6092
10.74,100,1,3,3887.9608,2555.9743
10.75,100,1,3,3890.0348,2557.3377
10.76,100,1,3,3892.1063,2558.6995
10.77,100,1,3,3894.1754,2560.0597
10.78,100,1,3,3896.242,2561.4183
10.79,100,1,3,3898.3061,2562.7753
10.8,100,1,3,3900.3678,2564.1307
10.81,100,1,3,3902.427,2565.4844
10.82,100,1,3,3904.4837,2566.8365
10.83,100,1,3,3906.5381,2568.1871
10.84,100,1,3,3908.5899,2569.536
10.85,100,1,3,3906.4399,2568.1225
10.86,100,1,3,3906.4518,2568.1304
10.87,100,1,3,3907.4044,2568.7566
10.88,100,1,3,3908.4069,2569.4157
10.89,100,1,3,3909.3999,2570.0684
10.9,100,1,3,3910.2481,2570.6261
10.91,100,1,3,3910.5137,2570.8006
10.92,100,1,3,3910.8612,2571.0291
10.93,100,1,3,3910.6438,2570.8862
10.94,100,1,3,3910.5735,2570.84
10.95,100,1,3,3910.1017,2570.5298
10.96,100,1,3,3909.1497,2569.9039
10.97,100,1,3,3908.3956,2569.4082
10.98,100,1,3,3907.2657,2568.6654
10.99,100,1,3,3905.9961,2567.8308
11,100,1,3,3904.133,2566.606
11.01,100,1,3,3902.3352,2565.4241
11.02,100,1,3,3900.2196,2564.0333
11.03,100,1,3,3897.9958,2562.5713
11.04,100,1,3,3895.2512,2560.767
11.05,100,1,3,3892.6273,2559.042
11.06,100,1,3,3889.458,2556.9585
11.07,100,1,3,3886.4349,2554.9711
11.08,100,1,3,3882.9454,2552.6771
11.09,100,1,3,3879.2057,2550.2186
11.1,100,1,3,3875.4386,2547.742
11.11,100,1,3,3871.1178,2544.9015
11.12,100,1,3,3867.042,2542.222
11.13,100,1,3,3862.3061,2539.1087
11.14,100,1,3,3856.5615,2536.5908
11.15,100,1,3,3679.4514,2552.5988
11.16,100,1,3,3366.4545,2557.9676
11.17,100,1,3,2925.5593,2560.0237
11.18,100,1,3,2874.4813,2515.3277
11.19,100,1,3,2886.8053,2526.1118
11.2,100,1,3,2894.2624,2532.6372
11.21,100,1,3,2896.8823,2534.9298
11.22,100,1,3,2897.1898,2535.1989
11.23,100,1,3,2896.9604,2534.9982
11.24,100,1,3,2896.3567,2534.4699
11.25,100,1,3,2895.8469,2534.0238
11.26,100,1,3,2895.6054,2533.8124
11.27,100,1,3,2895.6654,2533.865
11.28,100,1,3,2895.8794,2534.0522
11.29,100,1,3,2896.2825,2534.4049
11.3,100,1,3,2896.9396,2534.9799
11.31,100,1,3,2897.8498,2535.7764
11.32,100,1,3,2898.8304,2536.6345
11.33,100,1,3,2900.0305,2537.6846
11.34,100,1,3,2901.7748,2539.211
11.35,100,1,3,2899.9638,2537.6263
11.36,100,1,3,2900.0486,2537.7005
11.37,100,1,3,2901.101,2538.6214
11.38,100,1,3,2902.5658,2539.9032
11.39,100,1,3,2904.0889,2541.2359
11.4,100,1,3,2905.6171,2542.5732
11.41,100,1,3,2907.131,2543.8979
11.42,100,1,3,2908.6326,2545.2119
11.43,100,1,3,2910.1293,2546.5217
11.44,100,1,3,2911.6252,2547.8306
11.45,100,1,3,2913.1209,2549.1394
11.46,100,1,3,2914.616,2550.4478
11.47,100,1,3,2916.1104,2551.7555
11.48,100,1,3,2917.6041,2553.0625
11.49,100,1,3,2919.0971,2554.3689
11.5,100,1,3,2920.5895,2555.6749
11.51,100,1,3,2922.0812,2556.9802
11.52,100,1,3,2923.5724,2558.2851
11.53,100,1,3,2925.0629,2559.5893
11.54,100,1,3,2926.5527,2560.893
11.55,100,1,3,2928.042,2562.1962
11.56,100,1,3,2929.5306,2563.4988
11.57,100,1,3,2931.0185,2564.8009
11.58,100,1,3,2932.5059,2566.1024
11.59,100,1,3,2933.9926,2567.4033
11.6,100,1,3,2935.4787,2568.7037
11.61,100,1,3,2936.9642,2570.0036
11.62,100,1,3,2938.449,2571.3029
11.63,100,1,3,2939.9332,2572.6017
11.64,100,1,3,2941.4168,2573.8999
11.65,100,1,3,2942.8997,2575.1975
11.66,100,1,3,2944.382,2576.4946
11.67,100,1,3,2945.8637,2577.7912
11.68,100,1,3,2947.3448,2579.0872
11.69,100,1,3,2948.8252,2580.3826
11.7,100,1,3,2950.305,2581.6776
11.71,100,1,3,2951.7842,2582.9719
11.72,100,1,3,2953.2627,2584.2657
11.73,100,1,3,2954.7406,2585.559
11.74,100,1,3,2956.2179,2586.8517
11.75,100,1,3,2957.6946,2588.1438
11.76,100,1,3,2959.1706,2589.4355
11.77,100,1,3,2960.646,2590.7265
11.78,100,1,3,2962.1208,2592.017
11.79,100,1,3,2963.595,2593.307
11.8,100,1,3,2965.0685,2594.5964
11.81,100,1,3,2966.5414,2595.8853
11.82,100,1,3,2968.0137,2597.1736
11.83,100,1,3,2969.4853,2598.4614
11.84,100,1,3,2970.9563,2599.7486
11.85,100,1,3,2972.4267,2601.0353
11.86,100,1,3,2973.8965,2602.3214
11.87,100,1,3,2975.3656,2603.607
11.88,100,1,3,2976.8341,2604.892
11.89,100,1,3,2978.302,2606.1765
11.9,100,1,3,2979.7693,2607.4604
11.91,100,1,3,2981.2359,2608.7438
11.92,100,1,3,2982.7019,2610.0267
11.93,100,1,3,2984.1673,2611.309
11.94,100,1,3,2985.6321,2612.5907
11.95,100,1,3,2987.0962,2613.8719
11.96,100,1,3,2988.5598,2615.1526
11.97,100,1,3,2990.0226,2616.4327
11.98,100,1,3,2991.4849,2617.7122
11.99,100,1,3,2992.9466,2618.9912
12,100,1,3,2994.4076,2620.2697
12.01,100,1,3,2995.868,2621.5476
12.02,100,1,3,2997.3277,2622.825
12.03,100,1,3,2998.7869,2624.1018
12.04,100,1,3,3000.2454,2625.3781
12.05,100,1,3,3001.7033,2626.6539
12.06,100,1,3,3003.1606,2627.9291
12.07,100,1,3,3004.6172,2629.2037
12.08,100,1,3,3006.0732,2630.4778
12.09,100,1,3,3007.5286,2631.7514
12.1,100,1,3,3008.9834,2633.0244
12.11,100,1,3,3010.4376,2634.2969
12.12,100,1,3,3011.8911,2635.5688
12.13,100,1,3,3013.344,2636.8402
12.14,100,1,3,3014.7963,2638.111
12.15,100,1,3,3016.248,2639.3813
12.16,100,1,3,3017.699,2640.651
12.17,100,1,3,3019.1495,2641.9202
12.18,100,1,3,3020.5993,2643.1889
12.19,100,1,3,3022.0484,2644.457
12.2,100,1,3,3023.497,2645.7245
12.21,100,1,3,3024.9449,2646.9916
12.22,100,1,3,3026.3922,2648.2581
12.23,100,1,3,3027.8389,2649.524
12.24,100,1,3,3029.285,2650.7894
12.25,100,1,3,3030.7305,2652.0542
12.26,100,1,3,3032.1753,2653.3185
12.27,100,1,3,3033.6195,2654.5823
12.28,100,1,3,3035.0631,2655.8455
12.29,100,1,3,3036.5061,2657.1082
12.3,100,1,3,3037.9484,2658.3703
12.31,100,1,3,3039.3901,2659.6319
12.32,100,1,3,3040.8313,2660.893
12.33,100,1,3,3042.2717,2662.1535
12.34,100,1,3,3043.7116,2663.4134
12.35,100,1,3,3045.1509,2664.6729
12.36,100,1,3,3046.5895,2665.9317
12.37,100,1,3,3048.0275,2667.1901
12.38,100,1,3,3049.4649,2668.4479
12.39,100,1,3,3050.9017,2669.7051
12.4,100,1,3,3052.3378,2670.9618
12.41,100,1,3,3053.7734,2672.218
12.42,100,1,3,3055.2083,2673.4736
12.43,100,1,3,3056.6426,2674.7287
12.44,100,1,3,3058.0763,2675.9833
12.45,100,1,3,3059.5093,2677.2373
12.46,100,1,3,3060.9418,2678.4908
12.47,100,1,3,3062.3736,2679.7437
12.48,100,1,3,3063.8048,2680.9961
12.49,100,1,3,3065.2354,2682.2479
12.5,100,1,3,3066.6653,2683.4992
12.51,100,1,3,3068.0947,2684.75
12.52,100,1,3,3069.5234,2686.0002
12.53,100,1,3,3070.9516,2687.2499
12.54,100,1,3,3072.3791,2688.499
12.55,100,1,3,3073.8059,2689.7476
12.56,100,1,3,3075.2322,2690.9957
12.57,100,1,3,3076.6579,2692.2432
12.58,100,1,3,3078.0829,2693.4902
12.59,100,1,3,3079.5073,2694.7366
12.6,100,1,3,3080.9311,2695.9825
12.61,100,1,3,3082.3543,2697.2279
12.62,100,1,3,3083.7769,2698.4727
12.63,100,1,3,3085.1988,2699.717
12.64,100,1,3,3086.6202,2700.9608
12.65,100,1,3,3088.0409,2702.204
12.66,100,1,3,3089.461,2703.4467
12.67,100,1,3,3090.8805,2704.6888
12.68,100,1,3,3092.2994,2705.9304
12.69,100,1,3,3093.7177,2707.1715
12.7,100,1,3,3095.1353,2708.412
12.71,100,1,3,3096.5523,2709.652
12.72,100,1,3,3097.9688,2710.8914
12.73,100,1,3,3099.3846,2712.1303
12.74,100,1,3,3100.7998,2713.3687
12.75,100,1,3,3102.2143,2714.6065
12.76,100,1,3,3103.6283,2715.8438
12.77,100,1,3,3105.0417,2717.0806
12.78,100,1,3,3106.4544,2718.3168
12.79,100,1,3,3107.8665,2719.5525
12.8,100,1,3,3109.278,2720.7876
12.81,100,1,3,3110.6889,2722.0222
12.82,100,1,3,3112.0992,2723.2563
12.83,100,1,3,3113.5089,2724.4899
