"time","x","der(x)"
0.829,0.4362691,-0.4362691
0.83,0.4358328,-0.4358328
0.831,0.43539694,-0.43539694
0.832,0.4349615,-0.4349615
0.833,0.43452647,-0.43452647
0.834,0.43409193,-0.43409193
0.835,0.43365777,-0.43365777
0.836,0.43322408,-0.43322408
0.837,0.43279082,-0.43279082
0.838,0.43235797,-0.43235797
0.839,0.43192557,-0.43192557
0.84,0.4314936,-0.4314936
0.841,0.43106207,-0.43106207
0.842,0.43063098,-0.43063098
0.843,0.4302003,-0.4302003
0.844,0.42977005,-0.42977005
0.845,0.42934024,-0.42934024
0.846,0.42891085,-0.42891085
0.847,0.4284819,-0.4284819
0.848,0.42805338,-0.42805338
0.849,0.4276253,-0.4276253
0.85,0.42719764,-0.42719764
0.851,0.4267704,-0.4267704
0.852,0.42634356,-0.42634356
0.853,0.42591718,-0.42591718
0.854,0.4254912,-0.4254912
0.855,0.4250657,-0.4250657
0.856,0.4246406,-0.4246406
0.857,0.4242159,-0.4242159
0.858,0.42379165,-0.42379165
0.859,0.4233678,-0.4233678
0.86,0.4229444,-0.4229444
0.861,0.4225214,-0.4225214
0.862,0.42209885,-0.42209885
0.863,0.42167673,-0.42167673
0.864,0.421255,-0.421255
0.865,0.4208337,-0.4208337
0.866,0.42041284,-0.42041284
0.867,0.41999236,-0.41999236
0.868,0.41957232,-0.41957232
0.869,0.41915274,-0.41915274
0.87,0.41873354,-0.41873354
0.871,0.41831475,-0.41831475
0.872,0.4178964,-0.4178964
0.873,0.41747847,-0.41747847
0.874,0.41706094,-0.41706094
0.875,0.41664383,-0.41664383
0.876,0.41622716,-0.41622716
0.877,0.41581088,-0.41581088
0.878,0.41539502,-0.41539502
0.879,0.4149796,-0.4149796
0.88,0.41456458,-0.41456458
0.881,0.41414997,-0.41414997
0.882,0.41373578,-0.41373578
0.883,0.413322,-0.413322
0.884,0.41290864,-0.41290864
0.885,0.4124957,-0.4124957
0.886,0.41208315,-0.41208315
0.887,0.41167104,-0.41167104
0.888,0.41125932,-0.41125932
0.889,0.41084802,-0.41084802
0.89,0.41043714,-0.41043714
0.891,0.41002667,-0.41002667
0.892,0.4096166,-0.4096166
0.893,0.40920693,-0.40920693
0.894,0.40879768,-0.40879768
0.895,0.40838885,-0.40838885
0.896,0.4079804,-0.4079804
0.897,0.4075724,-0.4075724
0.898,0.40716478,-0.40716478
0.899,0.4067576,-0.4067576
0.9,0.4063508,-0.4063508
0.901,0.4059444,-0.4059444
0.902,0.4055384,-0.4055384
0.903,0.40513283,-0.40513283
0.904,0.40472767,-0.40472767
0.905,0.4043229,-0.4043229
0.906,0.40391853,-0.40391853
0.907,0.40351456,-0.40351456
0.908,0.403111,-0.403111
0.909,0.40270787,-0.40270787
0.91,0.40230513,-0.40230513
0.911,0.40190277,-0.40190277
0.912,0.40150082,-0.40150082
0.913,0.4010993,-0.4010993
0.914,0.40069816,-0.40069816
0.915,0.40029743,-0.40029743
0.916,0.39989707,-0.39989707
0.917,0.39949715,-0.39949715
0.918,0.39909762,-0.39909762
0.919,0.39869848,-0.39869848
0.92,0.39829972,-0.39829972
0.921,0.3979014,-0.3979014
0.922,0.39750347,-0.39750347
0.923,0.3971059,-0.3971059
0.924,0.39670876,-0.39670876
0.925,0.39631203,-0.39631203
0.926,0.39591566,-0.39591566
0.927,0.3955197,-0.3955197
0.928,0.39512417,-0.39512417
0.929,0.394729,-0.394729
0.93,0.39433423,-0.39433423
0.931,0.39393985,-0.39393985
0.932,0.39354587,-0.39354587
0.933,0.3931523,-0.3931523
0.934,0.3927591,-0.3927591
0.935,0.3923663,-0.3923663
0.936,0.3919739,-0.3919739
0.937,0.3915819,-0.3915819
0.938,0.39119026,-0.39119026
0.939,0.39079905,-0.39079905
0.94,0.3904082,-0.3904082
0.941,0.39001775,-0.39001775
0.942,0.3896277,-0.3896277
0.943,0.38923803,-0.38923803
0.944,0.38884875,-0.38884875
0.945,0.38845986,-0.38845986
0.946,0.38807136,-0.38807136
0.947,0.38768327,-0.38768327
0.948,0.38729554,-0.38729554
0.949,0.3869082,-0.3869082
0.95,0.38652125,-0.38652125
0.951,0.3861347,-0.3861347
0.952,0.38574854,-0.38574854
0.953,0.38536274,-0.38536274
0.954,0.38497734,-0.38497734
0.955,0.38459232,-0.38459232
0.956,0.3842077,-0.3842077
0.957,0.38382345,-0.38382345
0.958,0.3834396,-0.3834396
0.959,0.3830561,-0.3830561
0.96,0.38267303,-0.38267303
0.961,0.3822903,-0.3822903
0.962,0.38190797,-0.38190797
0.963,0.38152602,-0.38152602
0.964,0.38114446,-0.38114446
0.965,0.3807633,-0.3807633
0.966,0.38038248,-0.38038248
0.967,0.38000208,-0.38000208
0.968,0.37962204,-0.37962204
0.969,0.37924236,-0.37924236
0.97,0.3788631,-0.3788631
0.971,0.3784842,-0.3784842
0.972,0.37810567,-0.37810567
0.973,0.37772754,-0.37772754
0.974,0.37734976,-0.37734976
0.975,0.37697238,-0.37697238
0.976,0.37659538,-0.37659538
0.977,0.37621874,-0.37621874
0.978,0.37584248,-0.37584248
0.979,0.37546661,-0.37546661
0.98,0.3750911,-0.3750911
0.981,0.37471598,-0.37471598
0.982,0.37434122,-0.37434122
0.983,0.37396684,-0.37396684
0.984,0.37359282,-0.37359282
0.985,0.3732192,-0.3732192
0.986,0.37284595,-0.37284595
0.987,0.37247306,-0.37247306
0.988,0.37210056,-0.37210056
0.989,0.37172842,-0.37172842
0.99,0.37135667,-0.37135667
0.991,0.37098527,-0.37098527
0.992,0.37061423,-0.37061423
0.993,0.37024358,-0.37024358
0.994,0.36987332,-0.36987332
0.995,0.3695034,-0.3695034
0.996,0.36913386,-0.36913386
0.997,0.3687647,-0.3687647
0.998,0.3683959,-0.3683959
0.999,0.36802745,-0.36802745
1,0.3676594,-0.3676594
