"time","FMU_Interface_OUT0_Engine_Power","FMU_Interface_OUT1_Engine_Speed","FMU_Interface_OUT2_Engine_Torque","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Fuel_Consumption"
5.01,5.2394,1000.6,50.01,0.40001,2.3238
5.02,5.2393,1000.6,50.01,0.40001,2.3238
5.03,5.2393,1000.6,50.01,0.40001,2.3237
5.04,5.2393,1000.6,50.009,0.40001,2.3237
5.05,5.2392,1000.6,50.009,0.40001,2.3237
5.06,5.2392,1000.6,50.009,0.40001,2.3237
5.07,5.2392,1000.6,50.009,0.40001,2.3237
5.08,5.2391,1000.6,50.009,0.40002,2.3237
5.09,5.2391,1000.6,50.009,0.40002,2.3237
5.1,5.2391,1000.6,50.009,0.40002,2.3237
5.11,5.239,1000.6,50.009,0.40002,2.3237
5.12,5.239,1000.6,50.009,0.40002,2.3237
5.13,5.239,1000.6,50.009,0.40002,2.3237
5.14,5.2389,1000.6,50.008,0.40002,2.3237
5.15,5.2389,1000.6,50.008,0.40002,2.3237
5.16,5.2389,1000.5,50.008,0.40003,2.3237
5.17,5.2388,1000.5,50.008,0.40003,2.3237
5.18,5.2388,1000.5,50.008,0.40003,2.3237
5.19,5.2388,1000.5,50.008,0.40003,2.3236
5.2,5.2387,1000.5,50.008,0.40003,2.3236
5.21,5.2387,1000.5,50.008,0.40003,2.3236
5.22,5.2387,1000.5,50.008,0.40003,2.3236
5.23,5.2387,1000.5,50.008,0.40003,2.3236
5.24,5.2386,1000.5,50.008,0.40003,2.3236
5.25,5.2386,1000.5,50.008,0.40003,2.3236
5.26,5.2386,1000.5,50.007,0.40004,2.3236
5.27,5.2385,1000.5,50.007,0.40004,2.3236
5.28,5.2385,1000.5,50.007,0.40004,2.3236
5.29,5.2385,1000.5,50.007,0.40004,2.3236
5.3,5.2385,1000.5,50.007,0.40004,2.3236
5.31,5.2384,1000.5,50.007,0.40004,2.3236
5.32,5.2384,1000.5,50.007,0.40004,2.3236
5.33,5.2384,1000.5,50.007,0.40004,2.3236
5.34,5.2384,1000.5,50.007,0.40004,2.3236
5.35,5.2383,1000.4,50.007,0.40004,2.3236
5.36,5.2383,1000.4,50.007,0.40004,2.3236
5.37,5.2383,1000.4,50.007,0.40005,2.3235
5.38,5.2383,1000.4,50.007,0.40005,2.3235
5.39,5.2382,1000.4,50.006,0.40005,2.3235
5.4,5.2382,1000.4,50.006,0.40005,2.3235
5.41,5.2382,1000.4,50.006,0.40005,2.3235
5.42,5.2382,1000.4,50.006,0.40005,2.3235
5.43,5.2381,1000.4,50.006,0.40005,2.3235
5.44,5.2381,1000.4,50.006,0.40005,2.3235
5.45,5.2381,1000.4,50.006,0.40005,2.3235
5.46,5.2381,1000.4,50.006,0.40005,2.3235
5.47,5.2381,1000.4,50.006,0.40005,2.3235
5.48,5.238,1000.4,50.006,0.40005,2.3235
5.49,5.238,1000.4,50.006,0.40006,2.3235
5.5,5.238,1000.4,50.006,0.40006,2.3235
5.51,5.238,1000.4,50.006,0.40006,2.3235
5.52,5.2379,1000.4,50.006,0.40006,2.3235
5.53,5.2379,1000.4,50.006,0.40006,2.3235
5.54,5.2379,1000.4,50.006,0.40006,2.3235
5.55,5.2379,1000.4,50.005,0.40006,2.3235
5.56,5.2379,1000.4,50.005,0.40006,2.3235
5.57,5.2378,1000.4,50.005,0.40006,2.3235
5.58,5.2378,1000.4,50.005,0.40006,2.3235
5.59,5.2378,1000.3,50.005,0.40006,2.3235
5.6,5.2378,1000.3,50.005,0.40006,2.3234
5.61,5.2378,1000.3,50.005,0.40006,2.3234
5.62,5.2377,1000.3,50.005,0.40006,2.3234
5.63,5.2377,1000.3,50.005,0.40007,2.3234
5.64,5.2377,1000.3,50.005,0.40007,2.3234
5.65,5.2377,1000.3,50.005,0.40007,2.3234
5.66,5.2377,1000.3,50.005,0.40007,2.3234
5.67,5.2377,1000.3,50.005,0.40007,2.3234
5.68,5.2376,1000.3,50.005,0.40007,2.3234
5.69,5.2376,1000.3,50.005,0.40007,2.3234
5.7,5.2376,1000.3,50.005,0.40007,2.3234
5.71,5.2376,1000.3,50.005,0.40007,2.3234
5.72,5.2376,1000.3,50.005,0.40007,2.3234
5.73,5.2375,1000.3,50.004,0.40007,2.3234
5.74,5.2375,1000.3,50.004,0.40007,2.3234
5.75,5.2375,1000.3,50.004,0.40007,2.3234
5.76,5.2375,1000.3,50.004,0.40007,2.3234
5.77,5.2375,1000.3,50.004,0.40007,2.3234
5.78,5.2375,1000.3,50.004,0.40007,2.3234
5.79,5.2375,1000.3,50.004,0.40007,2.3234
5.8,5.2374,1000.3,50.004,0.40008,2.3234
5.81,5.2374,1000.3,50.004,0.40008,2.3234
5.82,5.2374,1000.3,50.004,0.40008,2.3234
5.83,5.2374,1000.3,50.004,0.40008,2.3234
5.84,5.2374,1000.3,50.004,0.40008,2.3234
5.85,5.2374,1000.3,50.004,0.40008,2.3234
5.86,5.2373,1000.3,50.004,0.40008,2.3234
5.87,5.2373,1000.3,50.004,0.40008,2.3234
5.88,5.2373,1000.3,50.004,0.40008,2.3234
5.89,5.2373,1000.3,50.004,0.40008,2.3234
5.9,5.2373,1000.2,50.004,0.40008,2.3233
5.91,5.2373,1000.2,50.004,0.40008,2.3233
5.92,5.2373,1000.2,50.004,0.40008,2.3233
5.93,5.2372,1000.2,50.004,0.40008,2.3233
5.94,5.2372,1000.2,50.004,0.40008,2.3233
5.95,5.2372,1000.2,50.004,0.40008,2.3233
5.96,5.2372,1000.2,50.004,0.40008,2.3233
5.97,5.2372,1000.2,50.003,0.40008,2.3233
5.98,5.2372,1000.2,50.003,0.40008,2.3233
5.99,5.2372,1000.2,50.003,0.40008,2.3233
6,5.2372,1000.2,50.003,0.40009,2.3233
6.01,5.2371,1000.2,50.003,0.40009,2.3233
6.02,5.2371,1000.2,50.003,0.40009,2.3233
6.03,5.2371,1000.2,50.003,0.40009,2.3233
6.04,5.2371,1000.2,50.003,0.40009,2.3233
6.05,5.2371,1000.2,50.003,0.40009,2.3233
6.06,5.2371,1000.2,50.003,0.40009,2.3233
6.07,5.2371,1000.2,50.003,0.40009,2.3233
6.08,5.2371,1000.2,50.003,0.40009,2.3233
6.09,5.237,1000.2,50.003,0.40009,2.3233
6.1,5.237,1000.2,50.003,0.40009,2.3233
6.11,5.237,1000.2,50.003,0.40009,2.3233
6.12,5.237,1000.2,50.003,0.40009,2.3233
6.13,5.237,1000.2,50.003,0.40009,2.3233
6.14,5.237,1000.2,50.003,0.40009,2.3233
6.15,5.237,1000.2,50.003,0.40009,2.3233
6.16,5.237,1000.2,50.003,0.40009,2.3233
6.17,5.237,1000.2,50.003,0.40009,2.3233
6.18,5.237,1000.2,50.003,0.40009,2.3233
6.19,5.2369,1000.2,50.003,0.40009,2.3233
6.2,5.2369,1000.2,50.003,0.40009,2.3233
6.21,5.2369,1000.2,50.003,0.40009,2.3233
6.22,5.2369,1000.2,50.003,0.40009,2.3233
6.23,5.2369,1000.2,50.003,0.40009,2.3233
6.24,5.2369,1000.2,50.003,0.40009,2.3233
6.25,5.2369,1000.2,50.003,0.40009,2.3233
6.26,5.2369,1000.2,50.003,0.4001,2.3233
6.27,5.2369,1000.2,50.003,0.4001,2.3233
6.28,5.2369,1000.2,50.002,0.4001,2.3233
6.29,5.2368,1000.2,50.002,0.4001,2.3233
6.3,5.2368,1000.2,50.002,0.4001,2.3233
6.31,5.2368,1000.2,50.002,0.4001,2.3233
6.32,5.2368,1000.2,50.002,0.4001,2.3233
6.33,5.2368,1000.2,50.002,0.4001,2.3233
6.34,5.2368,1000.2,50.002,0.4001,2.3233
6.35,5.2368,1000.2,50.002,0.4001,2.3232
6.36,5.2368,1000.2,50.002,0.4001,2.3232
6.37,5.2368,1000.2,50.002,0.4001,2.3232
6.38,5.2368,1000.1,50.002,0.4001,2.3232
6.39,5.2368,1000.1,50.002,0.4001,2.3232
6.4,5.2367,1000.1,50.002,0.4001,2.3232
6.41,5.2367,1000.1,50.002,0.4001,2.3232
6.42,5.2367,1000.1,50.002,0.4001,2.3232
6.43,5.2367,1000.1,50.002,0.4001,2.3232
6.44,5.2367,1000.1,50.002,0.4001,2.3232
6.45,5.2367,1000.1,50.002,0.4001,2.3232
6.46,5.2367,1000.1,50.002,0.4001,2.3232
6.47,5.2367,1000.1,50.002,0.4001,2.3232
6.48,5.2367,1000.1,50.002,0.4001,2.3232
6.49,5.2367,1000.1,50.002,0.4001,2.3232
6.5,5.2367,1000.1,50.002,0.4001,2.3232
6.51,5.2367,1000.1,50.002,0.4001,2.3232
6.52,5.2367,1000.1,50.002,0.4001,2.3232
6.53,5.2366,1000.1,50.002,0.4001,2.3232
6.54,5.2366,1000.1,50.002,0.4001,2.3232
6.55,5.2366,1000.1,50.002,0.4001,2.3232
6.56,5.2366,1000.1,50.002,0.4001,2.3232
6.57,5.2366,1000.1,50.002,0.4001,2.3232
6.58,5.2366,1000.1,50.002,0.4001,2.3232
6.59,5.2366,1000.1,50.002,0.4001,2.3232
6.6,5.2366,1000.1,50.002,0.4001,2.3232
6.61,5.2366,1000.1,50.002,0.4001,2.3232
6.62,5.2366,1000.1,50.002,0.4001,2.3232
6.63,5.2366,1000.1,50.002,0.40011,2.3232
6.64,5.2366,1000.1,50.002,0.40011,2.3232
6.65,5.2366,1000.1,50.002,0.40011,2.3232
6.66,5.2366,1000.1,50.002,0.40011,2.3232
6.67,5.2366,1000.1,50.002,0.40011,2.3232
6.68,5.2366,1000.1,50.002,0.40011,2.3232
6.69,5.2365,1000.1,50.002,0.40011,2.3232
6.7,5.2365,1000.1,50.002,0.40011,2.3232
6.71,5.2365,1000.1,50.002,0.40011,2.3232
6.72,5.2365,1000.1,50.002,0.40011,2.3232
6.73,5.2365,1000.1,50.002,0.40011,2.3232
6.74,5.2365,1000.1,50.002,0.40011,2.3232
6.75,5.2365,1000.1,50.002,0.40011,2.3232
6.76,5.2365,1000.1,50.001,0.40011,2.3232
6.77,5.2365,1000.1,50.001,0.40011,2.3232
6.78,5.2365,1000.1,50.001,0.40011,2.3232
6.79,5.2365,1000.1,50.001,0.40011,2.3232
6.8,5.2365,1000.1,50.001,0.40011,2.3232
6.81,5.2365,1000.1,50.001,0.40011,2.3232
6.82,5.2365,1000.1,50.001,0.40011,2.3232
6.83,5.2365,1000.1,50.001,0.40011,2.3232
6.84,5.2365,1000.1,50.001,0.40011,2.3232
6.85,5.2365,1000.1,50.001,0.40011,2.3232
6.86,5.2365,1000.1,50.001,0.40011,2.3232
6.87,5.2364,1000.1,50.001,0.40011,2.3232
6.88,5.2364,1000.1,50.001,0.40011,2.3232
6.89,5.2364,1000.1,50.001,0.40011,2.3232
6.9,5.2364,1000.1,50.001,0.40011,2.3232
6.91,5.2364,1000.1,50.001,0.40011,2.3232
6.92,5.2364,1000.1,50.001,0.40011,2.3232
6.93,5.2364,1000.1,50.001,0.40011,2.3232
6.94,5.2364,1000.1,50.001,0.40011,2.3232
6.95,5.2364,1000.1,50.001,0.40011,2.3232
6.96,5.2364,1000.1,50.001,0.40011,2.3232
6.97,5.2364,1000.1,50.001,0.40011,2.3232
6.98,5.2364,1000.1,50.001,0.40011,2.3232
6.99,5.2364,1000.1,50.001,0.40011,2.3232
7,5.2364,1000.1,50.001,0.40011,2.3232
7.01,5.2364,1000.1,50.001,0.40011,2.3232
7.02,5.2364,1000.1,50.001,0.40011,2.3232
7.03,5.2364,1000.1,50.001,0.40011,2.3232
7.04,5.2364,1000.1,50.001,0.40011,2.3232
7.05,5.2364,1000.1,50.001,0.40011,2.3232
7.06,5.2364,1000.1,50.001,0.40011,2.3232
7.07,5.2364,1000.1,50.001,0.40011,2.3232
7.08,5.2364,1000.1,50.001,0.40011,2.3232
7.09,5.2364,1000.1,50.001,0.40011,2.3232
7.1,5.2363,1000.1,50.001,0.40011,2.3232
7.11,5.2363,1000.1,50.001,0.40011,2.3232
7.12,5.2363,1000.1,50.001,0.40011,2.3232
7.13,5.2363,1000.1,50.001,0.40011,2.3232
7.14,5.2363,1000.1,50.001,0.40011,2.3232
7.15,5.2363,1000.1,50.001,0.40011,2.3232
7.16,5.2363,1000.1,50.001,0.40011,2.3232
7.17,5.2363,1000.1,50.001,0.40011,2.3232
7.18,5.2363,1000.1,50.001,0.40011,2.3232
7.19,5.2363,1000.1,50.001,0.40011,2.3232
7.2,5.2363,1000.1,50.001,0.40011,2.3232
7.21,5.2363,1000.1,50.001,0.40011,2.3232
7.22,5.2363,1000.1,50.001,0.40011,2.3232
7.23,5.2363,1000.1,50.001,0.40012,2.3232
7.24,5.2363,1000.1,50.001,0.40012,2.3232
7.25,5.2363,1000.1,50.001,0.40012,2.3231
7.26,5.2363,1000.1,50.001,0.40012,2.3231
7.27,5.2363,1000.1,50.001,0.40012,2.3231
7.28,5.2363,1000.1,50.001,0.40012,2.3231
7.29,5.2363,1000.1,50.001,0.40012,2.3231
7.3,5.2363,1000.1,50.001,0.40012,2.3231
7.31,5.2363,1000.1,50.001,0.40012,2.3231
7.32,5.2363,1000.1,50.001,0.40012,2.3231
7.33,5.2363,1000.1,50.001,0.40012,2.3231
7.34,5.2363,1000.1,50.001,0.40012,2.3231
7.35,5.2363,1000.1,50.001,0.40012,2.3231
7.36,5.2363,1000.1,50.001,0.40012,2.3231
7.37,5.2363,1000.1,50.001,0.40012,2.3231
7.38,5.2363,1000.1,50.001,0.40012,2.3231
7.39,5.2363,1000.1,50.001,0.40012,2.3231
7.4,5.2362,1000,50.001,0.40012,2.3231
7.41,5.2362,1000,50.001,0.40012,2.3231
7.42,5.2362,1000,50.001,0.40012,2.3231
7.43,5.2362,1000,50.001,0.40012,2.3231
7.44,5.2362,1000,50.001,0.40012,2.3231
7.45,5.2362,1000,50.001,0.40012,2.3231
7.46,5.2362,1000,50.001,0.40012,2.3231
7.47,5.2362,1000,50.001,0.40012,2.3231
7.48,5.2362,1000,50.001,0.40012,2.3231
7.49,5.2362,1000,50.001,0.40012,2.3231
7.5,5.2362,1000,50.001,0.40012,2.3231
7.51,5.2362,1000,50.001,0.40012,2.3231
7.52,5.2362,1000,50.001,0.40012,2.3231
7.53,5.2362,1000,50.001,0.40012,2.3231
7.54,5.2362,1000,50.001,0.40012,2.3231
7.55,5.2362,1000,50.001,0.40012,2.3231
7.56,5.2362,1000,50.001,0.40012,2.3231
7.57,5.2362,1000,50.001,0.40012,2.3231
7.58,5.2362,1000,50.001,0.40012,2.3231
7.59,5.2362,1000,50.001,0.40012,2.3231
7.6,5.2362,1000,50.001,0.40012,2.3231
7.61,5.2362,1000,50.001,0.40012,2.3231
7.62,5.2362,1000,50.001,0.40012,2.3231
7.63,5.2362,1000,50.001,0.40012,2.3231
7.64,5.2362,1000,50.001,0.40012,2.3231
7.65,5.2362,1000,50.001,0.40012,2.3231
7.66,5.2362,1000,50.001,0.40012,2.3231
7.67,5.2362,1000,50.001,0.40012,2.3231
7.68,5.2362,1000,50.001,0.40012,2.3231
7.69,5.2362,1000,50.001,0.40012,2.3231
7.7,5.2362,1000,50.001,0.40012,2.3231
7.71,5.2362,1000,50.001,0.40012,2.3231
7.72,5.2362,1000,50.001,0.40012,2.3231
7.73,5.2362,1000,50.001,0.40012,2.3231
7.74,5.2362,1000,50.001,0.40012,2.3231
7.75,5.2362,1000,50.001,0.40012,2.3231
7.76,5.2362,1000,50.001,0.40012,2.3231
7.77,5.2362,1000,50.001,0.40012,2.3231
7.78,5.2362,1000,50,0.40012,2.3231
7.79,5.2362,1000,50,0.40012,2.3231
7.8,5.2362,1000,50,0.40012,2.3231
7.81,5.2362,1000,50,0.40012,2.3231
7.82,5.2362,1000,50,0.40012,2.3231
7.83,5.2362,1000,50,0.40012,2.3231
7.84,5.2361,1000,50,0.40012,2.3231
7.85,5.2361,1000,50,0.40012,2.3231
7.86,5.2361,1000,50,0.40012,2.3231
7.87,5.2361,1000,50,0.40012,2.3231
7.88,5.2361,1000,50,0.40012,2.3231
7.89,5.2361,1000,50,0.40012,2.3231
7.9,5.2361,1000,50,0.40012,2.3231
7.91,5.2361,1000,50,0.40012,2.3231
7.92,5.2361,1000,50,0.40012,2.3231
7.93,5.2361,1000,50,0.40012,2.3231
7.94,5.2361,1000,50,0.40012,2.3231
7.95,5.2361,1000,50,0.40012,2.3231
7.96,5.2361,1000,50,0.40012,2.3231
7.97,5.2361,1000,50,0.40012,2.3231
7.98,5.2361,1000,50,0.40012,2.3231
7.99,5.2361,1000,50,0.40012,2.3231
8,5.2361,1000,50,0.40012,2.3231
8.01,5.2361,1000,50,0.40012,2.3231
8.02,5.2361,1000,50,0.40012,2.3231
8.03,5.2361,1000,50,0.40012,2.3231
8.04,5.2361,1000,50,0.40012,2.3231
8.05,5.2361,1000,50,0.40012,2.3231
8.06,5.2361,1000,50,0.40012,2.3231
8.07,5.2361,1000,50,0.40012,2.3231
8.08,5.2361,1000,50,0.40012,2.3231
8.09,5.2361,1000,50,0.40012,2.3231
8.1,5.2361,1000,50,0.40012,2.3231
8.11,5.2361,1000,50,0.40012,2.3231
8.12,5.2361,1000,50,0.40012,2.3231
8.13,5.2361,1000,50,0.40012,2.3231
8.14,5.2361,1000,50,0.40012,2.3231
8.15,5.2361,1000,50,0.40012,2.3231
8.16,5.2361,1000,50,0.40012,2.3231
8.17,5.2361,1000,50,0.40012,2.3231
8.18,5.2361,1000,50,0.40012,2.3231
8.19,5.2361,1000,50,0.40012,2.3231
8.2,5.2361,1000,50,0.40012,2.3231
8.21,5.2361,1000,50,0.40012,2.3231
8.22,5.2361,1000,50,0.40012,2.3231
8.23,5.2361,1000,50,0.40012,2.3231
8.24,5.2361,1000,50,0.40012,2.3231
8.25,5.2361,1000,50,0.40012,2.3231
8.26,5.2361,1000,50,0.40012,2.3231
8.27,5.2361,1000,50,0.40012,2.3231
8.28,5.2361,1000,50,0.40012,2.3231
8.29,5.2361,1000,50,0.40012,2.3231
8.3,5.2361,1000,50,0.40012,2.3231
8.31,5.2361,1000,50,0.40012,2.3231
8.32,5.2361,1000,50,0.40012,2.3231
8.33,5.2361,1000,50,0.40012,2.3231
8.34,5.2361,1000,50,0.40012,2.3231
8.35,5.2361,1000,50,0.40012,2.3231
8.36,5.2361,1000,50,0.40012,2.3231
8.37,5.2361,1000,50,0.40012,2.3231
8.38,5.2361,1000,50,0.40012,2.3231
8.39,5.2361,1000,50,0.40012,2.3231
8.4,5.2361,1000,50,0.40012,2.3231
8.41,5.2361,1000,50,0.40012,2.3231
8.42,5.2361,1000,50,0.40012,2.3231
8.43,5.2361,1000,50,0.40012,2.3231
8.44,5.2361,1000,50,0.40012,2.3231
8.45,5.2361,1000,50,0.40012,2.3231
8.46,5.2361,1000,50,0.40012,2.3231
8.47,5.2361,1000,50,0.40012,2.3231
8.48,5.2361,1000,50,0.40012,2.3231
8.49,5.2361,1000,50,0.40012,2.3231
8.5,5.2361,1000,50,0.40012,2.3231
8.51,5.2361,1000,50,0.40012,2.3231
8.52,5.2361,1000,50,0.40012,2.3231
8.53,5.2361,1000,50,0.40012,2.3231
8.54,5.2361,1000,50,0.40012,2.3231
8.55,5.2361,1000,50,0.40012,2.3231
8.56,5.2361,1000,50,0.40012,2.3231
8.57,5.2361,1000,50,0.40012,2.3231
8.58,5.2361,1000,50,0.40012,2.3231
8.59,5.2361,1000,50,0.40012,2.3231
8.6,5.2361,1000,50,0.40012,2.3231
8.61,5.2361,1000,50,0.40012,2.3231
8.62,5.2361,1000,50,0.40012,2.3231
8.63,5.2361,1000,50,0.40012,2.3231
8.64,5.2361,1000,50,0.40012,2.3231
8.65,5.2361,1000,50,0.40012,2.3231
8.66,5.2361,1000,50,0.40012,2.3231
8.67,5.2361,1000,50,0.40012,2.3231
8.68,5.2361,1000,50,0.40012,2.3231
8.69,5.2361,1000,50,0.40012,2.3231
8.7,5.2361,1000,50,0.40012,2.3231
8.71,5.2361,1000,50,0.40012,2.3231
8.72,5.2361,1000,50,0.40012,2.3231
8.73,5.2361,1000,50,0.40012,2.3231
8.74,5.236,1000,50,0.40012,2.3231
8.75,5.236,1000,50,0.40012,2.3231
8.76,5.236,1000,50,0.40012,2.3231
8.77,5.236,1000,50,0.40012,2.3231
8.78,5.236,1000,50,0.40012,2.3231
8.79,5.236,1000,50,0.40012,2.3231
8.8,5.236,1000,50,0.40012,2.3231
8.81,5.236,1000,50,0.40012,2.3231
8.82,5.236,1000,50,0.40012,2.3231
8.83,5.236,1000,50,0.40012,2.3231
8.84,5.236,1000,50,0.40012,2.3231
8.85,5.236,1000,50,0.40012,2.3231
8.86,5.236,1000,50,0.40012,2.3231
8.87,5.236,1000,50,0.40012,2.3231
8.88,5.236,1000,50,0.40012,2.3231
8.89,5.236,1000,50,0.40012,2.3231
8.9,5.236,1000,50,0.40012,2.3231
8.91,5.236,1000,50,0.40012,2.3231
8.92,5.236,1000,50,0.40012,2.3231
8.93,5.236,1000,50,0.40012,2.3231
8.94,5.236,1000,50,0.40012,2.3231
8.95,5.236,1000,50,0.40012,2.3231
8.96,5.236,1000,50,0.40012,2.3231
8.97,5.236,1000,50,0.40012,2.3231
8.98,5.236,1000,50,0.40012,2.3231
8.99,5.236,1000,50,0.40012,2.3231
9,5.236,1000,50,0.40012,2.3231
9.01,5.236,1000,50,0.40012,2.3231
9.02,5.236,1000,50,0.40012,2.3231
9.03,5.236,1000,50,0.40012,2.3231
9.04,5.236,1000,50,0.40012,2.3231
9.05,5.236,1000,50,0.40012,2.3231
9.06,5.236,1000,50,0.40012,2.3231
9.07,5.236,1000,50,0.40012,2.3231
9.08,5.236,1000,50,0.40012,2.3231
9.09,5.236,1000,50,0.40012,2.3231
9.1,5.236,1000,50,0.40012,2.3231
9.11,5.236,1000,50,0.40012,2.3231
9.12,5.236,1000,50,0.40012,2.3231
9.13,5.236,1000,50,0.40012,2.3231
9.14,5.236,1000,50,0.40012,2.3231
9.15,5.236,1000,50,0.40012,2.3231
9.16,5.236,1000,50,0.40012,2.3231
9.17,5.236,1000,50,0.40012,2.3231
9.18,5.236,1000,50,0.40012,2.3231
9.19,5.236,1000,50,0.40012,2.3231
9.2,5.236,1000,50,0.40012,2.3231
9.21,5.236,1000,50,0.40012,2.3231
9.22,5.236,1000,50,0.40012,2.3231
9.23,5.236,1000,50,0.40012,2.3231
9.24,5.236,1000,50,0.40012,2.3231
9.25,5.236,1000,50,0.40012,2.3231
9.26,5.236,1000,50,0.40012,2.3231
9.27,5.236,1000,50,0.40012,2.3231
9.28,5.236,1000,50,0.40012,2.3231
9.29,5.236,1000,50,0.40012,2.3231
9.3,5.236,1000,50,0.40012,2.3231
9.31,5.236,1000,50,0.40012,2.3231
9.32,5.236,1000,50,0.40012,2.3231
9.33,5.236,1000,50,0.40012,2.3231
9.34,5.236,1000,50,0.40012,2.3231
9.35,5.236,1000,50,0.40012,2.3231
9.36,5.236,1000,50,0.40012,2.3231
9.37,5.236,1000,50,0.40012,2.3231
9.38,5.236,1000,50,0.40012,2.3231
9.39,5.236,1000,50,0.40012,2.3231
9.4,5.236,1000,50,0.40012,2.3231
9.41,5.236,1000,50,0.40013,2.3231
9.42,5.236,1000,50,0.40013,2.3231
9.43,5.236,1000,50,0.40013,2.3231
9.44,5.236,1000,50,0.40013,2.3231
9.45,5.236,1000,50,0.40013,2.3231
9.46,5.236,1000,50,0.40013,2.3231
9.47,5.236,1000,50,0.40013,2.3231
9.48,5.236,1000,50,0.40013,2.3231
9.49,5.236,1000,50,0.40013,2.3231
9.5,5.236,1000,50,0.40013,2.3231
9.51,5.236,1000,50,0.40013,2.3231
9.52,5.236,1000,50,0.40013,2.3231
9.53,5.236,1000,50,0.40013,2.3231
9.54,5.236,1000,50,0.40013,2.3231
9.55,5.236,1000,50,0.40013,2.3231
9.56,5.236,1000,50,0.40013,2.3231
9.57,5.236,1000,50,0.40013,2.3231
9.58,5.236,1000,50,0.40013,2.3231
9.59,5.236,1000,50,0.40013,2.3231
9.6,5.236,1000,50,0.40013,2.3231
9.61,5.236,1000,50,0.40013,2.3231
9.62,5.236,1000,50,0.40013,2.3231
9.63,5.236,1000,50,0.40013,2.3231
9.64,5.236,1000,50,0.40013,2.3231
9.65,5.236,1000,50,0.40013,2.3231
9.66,5.236,1000,50,0.40013,2.3231
9.67,5.236,1000,50,0.40013,2.3231
9.68,5.236,1000,50,0.40013,2.3231
9.69,5.236,1000,50,0.40013,2.3231
9.7,5.236,1000,50,0.40013,2.3231
9.71,5.236,1000,50,0.40013,2.3231
9.72,5.236,1000,50,0.40013,2.3231
9.73,5.236,1000,50,0.40013,2.3231
9.74,5.236,1000,50,0.40013,2.3231
9.75,5.236,1000,50,0.40013,2.3231
9.76,5.236,1000,50,0.40013,2.3231
9.77,5.236,1000,50,0.40013,2.3231
9.78,5.236,1000,50,0.40013,2.3231
9.79,5.236,1000,50,0.40013,2.3231
9.8,5.236,1000,50,0.40013,2.3231
9.81,5.236,1000,50,0.40013,2.3231
9.82,5.236,1000,50,0.40013,2.3231
9.83,5.236,1000,50,0.40013,2.3231
9.84,5.236,1000,50,0.40013,2.3231
9.85,5.236,1000,50,0.40013,2.3231
9.86,5.236,1000,50,0.40013,2.3231
9.87,5.236,1000,50,0.40013,2.3231
9.88,5.236,1000,50,0.40013,2.3231
9.89,5.236,1000,50,0.40013,2.3231
9.9,5.236,1000,50,0.40013,2.3231
9.91,5.236,1000,50,0.40013,2.3231
9.92,5.236,1000,50,0.40013,2.3231
9.93,5.236,1000,50,0.40013,2.3231
9.94,5.236,1000,50,0.40013,2.3231
9.95,5.236,1000,50,0.40013,2.3231
9.96,5.236,1000,50,0.40013,2.3231
9.97,5.236,1000,50,0.40013,2.3231
9.98,5.236,1000,50,0.40013,2.3231
9.99,5.236,1000,50,0.40013,2.3231
10,5.236,1000,50,0.40013,2.3231
10.01,5.236,1000,50,0.40013,2.3231
10.02,5.236,1000,50,0.40013,2.3231
10.03,5.236,1000,50,0.40013,2.3231
10.04,5.236,1000,50,0.40013,2.3231
10.05,5.236,1000,50,0.40013,2.3231
10.06,5.236,1000,50,0.40013,2.3231
10.07,5.236,1000,50,0.40013,2.3231
10.08,5.236,1000,50,0.40013,2.3231
10.09,5.236,1000,50,0.40013,2.3231
10.1,5.236,1000,50,0.40013,2.3231
10.11,5.236,1000,50,0.40013,2.3231
10.12,5.236,1000,50,0.40013,2.3231
10.13,5.236,1000,50,0.40013,2.3231
10.14,5.236,1000,50,0.40013,2.3231
10.15,5.236,1000,50,0.40013,2.3231
10.16,5.236,1000,50,0.40013,2.3231
10.17,5.236,1000,50,0.40013,2.3231
10.18,5.236,1000,50,0.40013,2.3231
10.19,5.236,1000,50,0.40013,2.3231
10.2,5.236,1000,50,0.40013,2.3231
10.21,5.236,1000,50,0.40013,2.3231
10.22,5.236,1000,50,0.40013,2.3231
10.23,5.236,1000,50,0.40013,2.3231
10.24,5.236,1000,50,0.40013,2.3231
10.25,5.236,1000,50,0.40013,2.3231
10.26,5.236,1000,50,0.40013,2.3231
10.27,5.236,1000,50,0.40013,2.3231
10.28,5.236,1000,50,0.40013,2.3231
10.29,5.236,1000,50,0.40013,2.3231
10.3,5.236,1000,50,0.40013,2.3231
10.31,5.236,1000,50,0.40013,2.3231
10.32,5.236,1000,50,0.40013,2.3231
10.33,5.236,1000,50,0.40013,2.3231
10.34,5.236,1000,50,0.40013,2.3231
10.35,5.236,1000,50,0.40013,2.3231
10.36,5.236,1000,50,0.40013,2.3231
10.37,5.236,1000,50,0.40013,2.3231
10.38,5.236,1000,50,0.40013,2.3231
10.39,5.236,1000,50,0.40013,2.3231
10.4,5.236,1000,50,0.40013,2.3231
10.41,5.236,1000,50,0.40013,2.3231
10.42,5.236,1000,50,0.40013,2.3231
10.43,5.236,1000,50,0.40013,2.3231
10.44,5.236,1000,50,0.40013,2.3231
