"time","FMU_Interface_OUT0_Engine_Power","FMU_Interface_OUT1_Engine_Speed","FMU_Interface_OUT2_Engine_Torque","FMU_Interface_OUT3_Load_Signal","FMU_Interface_OUT4_Fuel_Consumption"
52.88,15.708,3000,50,0.31081,5.3344
52.89,15.708,3000,50,0.31081,5.3344
52.9,15.708,3000,50,0.31081,5.3344
52.91,15.708,3000,50,0.31081,5.3344
52.92,15.708,3000,50,0.31081,5.3344
52.93,15.708,3000,50,0.31081,5.3344
52.94,15.708,3000,50,0.31081,5.3344
52.95,15.708,3000,50,0.31081,5.3344
52.96,15.708,3000,50,0.31081,5.3344
52.97,15.708,3000,50,0.31081,5.3344
52.98,15.708,3000,50,0.31081,5.3344
52.99,15.708,3000,50,0.31081,5.3344
53,15.708,3000,50,0.31081,5.3344
53.01,15.708,3000,50,0.31081,5.3344
53.02,15.708,3000,50,0.31081,5.3344
53.03,15.708,3000,50,0.31081,5.3344
53.04,15.708,3000,50,0.31081,5.3344
53.05,15.708,3000,50,0.31081,5.3344
53.06,15.708,3000,50,0.31081,5.3344
53.07,15.708,3000,50,0.31081,5.3344
53.08,15.708,3000,50,0.31081,5.3344
53.09,15.708,3000,50,0.31081,5.3344
53.1,15.708,3000,50,0.31081,5.3344
53.11,15.708,3000,50,0.31081,5.3344
53.12,15.708,3000,50,0.31081,5.3344
53.13,15.708,3000,50,0.31081,5.3344
53.14,15.708,3000,50,0.31081,5.3344
53.15,15.708,3000,50,0.31081,5.3344
53.16,15.708,3000,50,0.31081,5.3344
53.17,15.708,3000,50,0.31081,5.3344
53.18,15.708,3000,50,0.31081,5.3344
53.19,15.708,3000,50,0.31081,5.3344
53.2,15.708,3000,50,0.31081,5.3344
53.21,15.708,3000,50,0.31081,5.3344
53.22,15.708,3000,50,0.31081,5.3344
53.23,15.708,3000,50,0.31081,5.3344
53.24,15.708,3000,50,0.31081,5.3344
53.25,15.708,3000,50,0.31081,5.3344
53.26,15.708,3000,50,0.31081,5.3344
53.27,15.708,3000,50,0.31081,5.3344
53.28,15.708,3000,50,0.31081,5.3344
53.29,15.708,3000,50,0.31081,5.3344
53.3,15.708,3000,50,0.31081,5.3344
53.31,15.708,3000,50,0.31081,5.3344
53.32,15.708,3000,50,0.31081,5.3344
53.33,15.708,3000,50,0.31081,5.3344
53.34,15.708,3000,50,0.31081,5.3344
53.35,15.708,3000,50,0.31081,5.3344
53.36,15.708,3000,50,0.31081,5.3344
53.37,15.708,3000,50,0.31081,5.3344
53.38,15.708,3000,50,0.31081,5.3344
53.39,15.708,3000,50,0.31081,5.3344
53.4,15.708,3000,50,0.31081,5.3344
53.41,15.708,3000,50,0.31081,5.3344
53.42,15.708,3000,50,0.31081,5.3344
53.43,15.708,3000,50,0.31081,5.3344
53.44,15.708,3000,50,0.31081,5.3344
53.45,15.708,3000,50,0.31081,5.3344
53.46,15.708,3000,50,0.31081,5.3344
53.47,15.708,3000,50,0.31081,5.3344
53.48,15.708,3000,50,0.31081,5.3344
53.49,15.708,3000,50,0.31081,5.3344
53.5,15.708,3000,50,0.31081,5.3344
53.51,15.708,3000,50,0.31081,5.3344
53.52,15.708,3000,50,0.31081,5.3344
53.53,15.708,3000,50,0.31081,5.3344
53.54,15.708,3000,50,0.31081,5.3344
53.55,15.708,3000,50,0.31081,5.3344
53.56,15.708,3000,50,0.31081,5.3344
53.57,15.708,3000,50,0.31081,5.3344
53.58,15.708,3000,50,0.31081,5.3344
53.59,15.708,3000,50,0.31081,5.3344
53.6,15.708,3000,50,0.31081,5.3344
53.61,15.708,3000,50,0.31081,5.3344
53.62,15.708,3000,50,0.31081,5.3344
53.63,15.708,3000,50,0.31081,5.3344
53.64,15.708,3000,50,0.31081,5.3344
53.65,15.708,3000,50,0.31081,5.3344
53.66,15.708,3000,50,0.31081,5.3344
53.67,15.708,3000,50,0.31081,5.3344
53.68,15.708,3000,50,0.31081,5.3344
53.69,15.708,3000,50,0.31081,5.3344
53.7,15.708,3000,50,0.31081,5.3344
53.71,15.708,3000,50,0.31081,5.3344
53.72,15.708,3000,50,0.31081,5.3344
53.73,15.708,3000,50,0.31081,5.3344
53.74,15.708,3000,50,0.31081,5.3344
53.75,15.708,3000,50,0.31081,5.3344
53.76,15.708,3000,50,0.31081,5.3344
53.77,15.708,3000,50,0.31081,5.3344
53.78,15.708,3000,50,0.31081,5.3344
53.79,15.708,3000,50,0.31081,5.3344
53.8,15.708,3000,50,0.31081,5.3344
53.81,15.708,3000,50,0.31081,5.3344
53.82,15.708,3000,50,0.31081,5.3344
53.83,15.708,3000,50,0.31081,5.3344
53.84,15.708,3000,50,0.31081,5.3344
53.85,15.708,3000,50,0.31081,5.3344
53.86,15.708,3000,50,0.31081,5.3344
53.87,15.708,3000,50,0.31081,5.3344
53.88,15.708,3000,50,0.31081,5.3344
53.89,15.708,3000,50,0.31081,5.3344
53.9,15.708,3000,50,0.31081,5.3344
53.91,15.708,3000,50,0.31081,5.3344
53.92,15.708,3000,50,0.31081,5.3344
53.93,15.708,3000,50,0.31081,5.3344
53.94,15.708,3000,50,0.31081,5.3344
53.95,15.708,3000,50,0.31081,5.3344
53.96,15.708,3000,50,0.31081,5.3344
53.97,15.708,3000,50,0.31081,5.3344
53.98,15.708,3000,50,0.31081,5.3344
53.99,15.708,3000,50,0.31081,5.3344
54,15.708,3000,50,0.31081,5.3344
54.01,15.708,3000,50,0.31081,5.3344
54.02,15.708,3000,50,0.31081,5.3344
54.03,15.708,3000,50,0.31081,5.3344
54.04,15.708,3000,50,0.31081,5.3344
54.05,15.708,3000,50,0.31081,5.3344
54.06,15.708,3000,50,0.31081,5.3344
54.07,15.708,3000,50,0.31081,5.3344
54.08,15.708,3000,50,0.31081,5.3344
54.09,15.708,3000,50,0.31081,5.3344
54.1,15.708,3000,50,0.31081,5.3344
54.11,15.708,3000,50,0.31081,5.3344
54.12,15.708,3000,50,0.31081,5.3344
54.13,15.708,3000,50,0.31081,5.3344
54.14,15.708,3000,50,0.31081,5.3344
54.15,15.708,3000,50,0.31081,5.3344
54.16,15.708,3000,50,0.31081,5.3344
54.17,15.708,3000,50,0.31081,5.3344
54.18,15.708,3000,50,0.31081,5.3344
54.19,15.708,3000,50,0.31081,5.3344
54.2,15.708,3000,50,0.31081,5.3344
54.21,15.708,3000,50,0.31081,5.3344
54.22,15.708,3000,50,0.31081,5.3344
54.23,15.708,3000,50,0.31081,5.3344
54.24,15.708,3000,50,0.31081,5.3344
54.25,15.708,3000,50,0.31081,5.3344
54.26,15.708,3000,50,0.31081,5.3344
54.27,15.708,3000,50,0.31081,5.3344
54.28,15.708,3000,50,0.31081,5.3344
54.29,15.708,3000,50,0.31081,5.3344
54.3,15.708,3000,50,0.31081,5.3344
54.31,15.708,3000,50,0.31081,5.3344
54.32,15.708,3000,50,0.31081,5.3344
54.33,15.708,3000,50,0.31081,5.3344
54.34,15.708,3000,50,0.31081,5.3344
54.35,15.708,3000,50,0.31081,5.3344
54.36,15.708,3000,50,0.31081,5.3344
54.37,15.708,3000,50,0.31081,5.3344
54.38,15.708,3000,50,0.31081,5.3344
54.39,15.708,3000,50,0.31081,5.3344
54.4,15.708,3000,50,0.31081,5.3344
54.41,15.708,3000,50,0.31081,5.3344
54.42,15.708,3000,50,0.31081,5.3344
54.43,15.708,3000,50,0.31081,5.3344
54.44,15.708,3000,50,0.31081,5.3344
54.45,15.708,3000,50,0.31081,5.3344
54.46,15.708,3000,50,0.31081,5.3344
54.47,15.708,3000,50,0.31081,5.3344
54.48,15.708,3000,50,0.31081,5.3344
54.49,15.708,3000,50,0.31081,5.3344
54.5,15.708,3000,50,0.31081,5.3344
54.51,15.708,3000,50,0.31081,5.3344
54.52,15.708,3000,50,0.31081,5.3344
54.53,15.708,3000,50,0.31081,5.3344
54.54,15.708,3000,50,0.31081,5.3344
54.55,15.708,3000,50,0.31081,5.3344
54.56,15.708,3000,50,0.31081,5.3344
54.57,15.708,3000,50,0.31081,5.3344
54.58,15.708,3000,50,0.31081,5.3344
54.59,15.708,3000,50,0.31081,5.3344
54.6,15.708,3000,50,0.31081,5.3344
54.61,15.708,3000,50,0.31081,5.3344
54.62,15.708,3000,50,0.31081,5.3344
54.63,15.708,3000,50,0.31081,5.3344
54.64,15.708,3000,50,0.31081,5.3344
54.65,15.708,3000,50,0.31081,5.3344
54.66,15.708,3000,50,0.31081,5.3344
54.67,15.708,3000,50,0.31081,5.3344
54.68,15.708,3000,50,0.31081,5.3344
54.69,15.708,3000,50,0.31081,5.3344
54.7,15.708,3000,50,0.31081,5.3344
54.71,15.708,3000,50,0.31081,5.3344
54.72,15.708,3000,50,0.31081,5.3344
54.73,15.708,3000,50,0.31081,5.3344
54.74,15.708,3000,50,0.31081,5.3344
54.75,15.708,3000,50,0.31081,5.3344
54.76,15.708,3000,50,0.31081,5.3344
54.77,15.708,3000,50,0.31081,5.3344
54.78,15.708,3000,50,0.31081,5.3344
54.79,15.708,3000,50,0.31081,5.3344
54.8,15.708,3000,50,0.31081,5.3344
54.81,15.708,3000,50,0.31081,5.3344
54.82,15.708,3000,50,0.31081,5.3344
54.83,15.708,3000,50,0.31081,5.3344
54.84,15.708,3000,50,0.31081,5.3344
54.85,15.708,3000,50,0.31081,5.3344
54.86,15.708,3000,50,0.31081,5.3344
54.87,15.708,3000,50,0.31081,5.3344
54.88,15.708,3000,50,0.31081,5.3344
54.89,15.708,3000,50,0.31081,5.3344
54.9,15.708,3000,50,0.31081,5.3344
54.91,15.708,3000,50,0.31081,5.3344
54.92,15.708,3000,50,0.31081,5.3344
54.93,15.708,3000,50,0.31081,5.3344
54.94,15.708,3000,50,0.31081,5.3344
54.95,15.708,3000,50,0.31081,5.3344
54.96,15.708,3000,50,0.31081,5.3344
54.97,15.708,3000,50,0.31081,5.3344
54.98,15.708,3000,50,0.31081,5.3344
54.99,15.708,3000,50,0.31081,5.3344
55,15.708,3000,50,0.31081,5.3344
55.01,15.708,3000,50,0.31081,5.3344
55.02,15.708,3000,50,0.31081,5.3344
55.03,15.708,3000,50,0.31081,5.3344
55.04,15.708,3000,50,0.31081,5.3344
55.05,15.708,3000,50,0.31081,5.3344
55.06,15.708,3000,50,0.31081,5.3344
55.07,15.708,3000,50,0.31081,5.3344
55.08,15.708,3000,50,0.31081,5.3344
55.09,15.708,3000,50,0.31081,5.3344
55.1,15.708,3000,50,0.31081,5.3344
55.11,15.708,3000,50,0.31081,5.3344
55.12,15.708,3000,50,0.31081,5.3344
55.13,15.708,3000,50,0.31081,5.3344
55.14,15.708,3000,50,0.31081,5.3344
55.15,15.708,3000,50,0.31081,5.3344
55.16,15.708,3000,50,0.31081,5.3344
55.17,15.708,3000,50,0.31081,5.3344
55.18,15.708,3000,50,0.31081,5.3344
55.19,15.708,3000,50,0.31081,5.3344
55.2,15.708,3000,50,0.31081,5.3344
55.21,15.708,3000,50,0.31081,5.3344
55.22,15.708,3000,50,0.31081,5.3344
55.23,15.708,3000,50,0.31081,5.3344
55.24,15.708,3000,50,0.31081,5.3344
55.25,15.708,3000,50,0.31081,5.3344
55.26,15.708,3000,50,0.31081,5.3344
55.27,15.708,3000,50,0.31081,5.3344
55.28,15.708,3000,50,0.31081,5.3344
55.29,15.708,3000,50,0.31081,5.3344
55.3,15.708,3000,50,0.31081,5.3344
55.31,15.708,3000,50,0.31081,5.3344
55.32,15.708,3000,50,0.31081,5.3344
55.33,15.708,3000,50,0.31081,5.3344
55.34,15.708,3000,50,0.31081,5.3344
55.35,15.708,3000,50,0.31081,5.3344
55.36,15.708,3000,50,0.31081,5.3344
55.37,15.708,3000,50,0.31081,5.3344
55.38,15.708,3000,50,0.31081,5.3344
55.39,15.708,3000,50,0.31081,5.3344
55.4,15.708,3000,50,0.31081,5.3344
55.41,15.708,3000,50,0.31081,5.3344
55.42,15.708,3000,50,0.31081,5.3344
55.43,15.708,3000,50,0.31081,5.3344
55.44,15.708,3000,50,0.31081,5.3344
55.45,15.708,3000,50,0.31081,5.3344
55.46,15.708,3000,50,0.31081,5.3344
55.47,15.708,3000,50,0.31081,5.3344
55.48,15.708,3000,50,0.31081,5.3344
55.49,15.708,3000,50,0.31081,5.3344
55.5,15.708,3000,50,0.31081,5.3344
55.51,15.708,3000,50,0.31081,5.3344
55.52,15.708,3000,50,0.31081,5.3344
55.53,15.708,3000,50,0.31081,5.3344
55.54,15.708,3000,50,0.31081,5.3344
55.55,15.708,3000,50,0.31081,5.3344
55.56,15.708,3000,50,0.31081,5.3344
55.57,15.708,3000,50,0.31081,5.3344
55.58,15.708,3000,50,0.31081,5.3344
55.59,15.708,3000,50,0.31081,5.3344
55.6,15.708,3000,50,0.31081,5.3344
55.61,15.708,3000,50,0.31081,5.3344
55.62,15.708,3000,50,0.31081,5.3344
55.63,15.708,3000,50,0.31081,5.3344
55.64,15.708,3000,50,0.31081,5.3344
55.65,15.708,3000,50,0.31081,5.3344
55.66,15.708,3000,50,0.31081,5.3344
55.67,15.708,3000,50,0.31081,5.3344
55.68,15.708,3000,50,0.31081,5.3344
55.69,15.708,3000,50,0.31081,5.3344
55.7,15.708,3000,50,0.31081,5.3344
55.71,15.708,3000,50,0.31081,5.3344
55.72,15.708,3000,50,0.31081,5.3344
55.73,15.708,3000,50,0.31081,5.3344
55.74,15.708,3000,50,0.31081,5.3344
55.75,15.708,3000,50,0.31081,5.3344
55.76,15.708,3000,50,0.31081,5.3344
55.77,15.708,3000,50,0.31081,5.3344
55.78,15.708,3000,50,0.31081,5.3344
55.79,15.708,3000,50,0.31081,5.3344
55.8,15.708,3000,50,0.31081,5.3344
55.81,15.708,3000,50,0.31081,5.3344
55.82,15.708,3000,50,0.31081,5.3344
55.83,15.708,3000,50,0.31081,5.3344
55.84,15.708,3000,50,0.31081,5.3344
55.85,15.708,3000,50,0.31081,5.3344
55.86,15.708,3000,50,0.31081,5.3344
55.87,15.708,3000,50,0.31081,5.3344
55.88,15.708,3000,50,0.31081,5.3344
55.89,15.708,3000,50,0.31081,5.3344
55.9,15.708,3000,50,0.31081,5.3344
55.91,15.708,3000,50,0.31081,5.3344
55.92,15.708,3000,50,0.31081,5.3344
55.93,15.708,3000,50,0.31081,5.3344
55.94,15.708,3000,50,0.31081,5.3344
55.95,15.708,3000,50,0.31081,5.3344
55.96,15.708,3000,50,0.31081,5.3344
55.97,15.708,3000,50,0.31081,5.3344
55.98,15.708,3000,50,0.31081,5.3344
55.99,15.708,3000,50,0.31081,5.3344
56,15.708,3000,50,0.31081,5.3344
56.01,15.708,3000,50,0.31081,5.3344
56.02,15.708,3000,50,0.31081,5.3344
56.03,15.708,3000,50,0.31081,5.3344
56.04,15.708,3000,50,0.31081,5.3344
56.05,15.708,3000,50,0.31081,5.3344
56.06,15.708,3000,50,0.31081,5.3344
56.07,15.708,3000,50,0.31081,5.3344
56.08,15.708,3000,50,0.31081,5.3344
56.09,15.708,3000,50,0.31081,5.3344
56.1,15.708,3000,50,0.31081,5.3344
56.11,15.708,3000,50,0.31081,5.3344
56.12,15.708,3000,50,0.31081,5.3344
56.13,15.708,3000,50,0.31081,5.3344
56.14,15.708,3000,50,0.31081,5.3344
56.15,15.708,3000,50,0.31081,5.3344
56.16,15.708,3000,50,0.31081,5.3344
56.17,15.708,3000,50,0.31081,5.3344
56.18,15.708,3000,50,0.31081,5.3344
56.19,15.708,3000,50,0.31081,5.3344
56.2,15.708,3000,50,0.31081,5.3344
56.21,15.708,3000,50,0.31081,5.3344
56.22,15.708,3000,50,0.31081,5.3344
56.23,15.708,3000,50,0.31081,5.3344
56.24,15.708,3000,50,0.31081,5.3344
56.25,15.708,3000,50,0.31081,5.3344
56.26,15.708,3000,50,0.31081,5.3344
56.27,15.708,3000,50,0.31081,5.3344
56.28,15.708,3000,50,0.31081,5.3344
56.29,15.708,3000,50,0.31081,5.3344
56.3,15.708,3000,50,0.31081,5.3344
56.31,15.708,3000,50,0.31081,5.3344
56.32,15.708,3000,50,0.31081,5.3344
56.33,15.708,3000,50,0.31081,5.3344
56.34,15.708,3000,50,0.31081,5.3344
56.35,15.708,3000,50,0.31081,5.3344
56.36,15.708,3000,50,0.31081,5.3344
56.37,15.708,3000,50,0.31081,5.3344
56.38,15.708,3000,50,0.31081,5.3344
56.39,15.708,3000,50,0.31081,5.3344
56.4,15.708,3000,50,0.31081,5.3344
56.41,15.708,3000,50,0.31081,5.3344
56.42,15.708,3000,50,0.31081,5.3344
56.43,15.708,3000,50,0.31081,5.3344
56.44,15.708,3000,50,0.31081,5.3344
56.45,15.708,3000,50,0.31081,5.3344
56.46,15.708,3000,50,0.31081,5.3344
56.47,15.708,3000,50,0.31081,5.3344
56.48,15.708,3000,50,0.31081,5.3344
56.49,15.708,3000,50,0.31081,5.3344
56.5,15.708,3000,50,0.31081,5.3344
56.51,15.708,3000,50,0.31081,5.3344
56.52,15.708,3000,50,0.31081,5.3344
56.53,15.708,3000,50,0.31081,5.3344
56.54,15.708,3000,50,0.31081,5.3344
56.55,15.708,3000,50,0.31081,5.3344
56.56,15.708,3000,50,0.31081,5.3344
56.57,15.708,3000,50,0.31081,5.3344
56.58,15.708,3000,50,0.31081,5.3344
56.59,15.708,3000,50,0.31081,5.3344
56.6,15.708,3000,50,0.31081,5.3344
56.61,15.708,3000,50,0.31081,5.3344
56.62,15.708,3000,50,0.31081,5.3344
56.63,15.708,3000,50,0.31081,5.3344
56.64,15.708,3000,50,0.31081,5.3344
56.65,15.708,3000,50,0.31081,5.3344
56.66,15.708,3000,50,0.31081,5.3344
56.67,15.708,3000,50,0.31081,5.3344
56.68,15.708,3000,50,0.31081,5.3344
56.69,15.708,3000,50,0.31081,5.3344
56.7,15.708,3000,50,0.31081,5.3344
56.71,15.708,3000,50,0.31081,5.3344
56.72,15.708,3000,50,0.31081,5.3344
56.73,15.708,3000,50,0.31081,5.3344
56.74,15.708,3000,50,0.31081,5.3344
56.75,15.708,3000,50,0.31081,5.3344
56.76,15.708,3000,50,0.31081,5.3344
56.77,15.708,3000,50,0.31081,5.3344
56.78,15.708,3000,50,0.31081,5.3344
56.79,15.708,3000,50,0.31081,5.3344
56.8,15.708,3000,50,0.31081,5.3344
56.81,15.708,3000,50,0.31081,5.3344
56.82,15.708,3000,50,0.31081,5.3344
56.83,15.708,3000,50,0.31081,5.3344
56.84,15.708,3000,50,0.31081,5.3344
56.85,15.708,3000,50,0.31081,5.3344
56.86,15.708,3000,50,0.31081,5.3344
56.87,15.708,3000,50,0.31081,5.3344
56.88,15.708,3000,50,0.31081,5.3344
56.89,15.708,3000,50,0.31081,5.3344
56.9,15.708,3000,50,0.31081,5.3344
56.91,15.708,3000,50,0.31081,5.3344
56.92,15.708,3000,50,0.31081,5.3344
56.93,15.708,3000,50,0.31081,5.3344
56.94,15.708,3000,50,0.31081,5.3344
56.95,15.708,3000,50,0.31081,5.3344
56.96,15.708,3000,50,0.31081,5.3344
56.97,15.708,3000,50,0.31081,5.3344
56.98,15.708,3000,50,0.31081,5.3344
56.99,15.708,3000,50,0.31081,5.3344
57,15.708,3000,50,0.31081,5.3344
57.01,15.708,3000,50,0.31081,5.3344
57.02,15.708,3000,50,0.31081,5.3344
57.03,15.708,3000,50,0.31081,5.3344
57.04,15.708,3000,50,0.31081,5.3344
57.05,15.708,3000,50,0.31081,5.3344
57.06,15.708,3000,50,0.31081,5.3344
57.07,15.708,3000,50,0.31081,5.3344
57.08,15.708,3000,50,0.31081,5.3344
57.09,15.708,3000,50,0.31081,5.3344
57.1,15.708,3000,50,0.31081,5.3344
57.11,15.708,3000,50,0.31081,5.3344
57.12,15.708,3000,50,0.31081,5.3344
57.13,15.708,3000,50,0.31081,5.3344
57.14,15.708,3000,50,0.31081,5.3344
57.15,15.708,3000,50,0.31081,5.3344
57.16,15.708,3000,50,0.31081,5.3344
57.17,15.708,3000,50,0.31081,5.3344
57.18,15.708,3000,50,0.31081,5.3344
57.19,15.708,3000,50,0.31081,5.3344
57.2,15.708,3000,50,0.31081,5.3344
57.21,15.708,3000,50,0.31081,5.3344
57.22,15.708,3000,50,0.31081,5.3344
57.23,15.708,3000,50,0.31081,5.3344
57.24,15.708,3000,50,0.31081,5.3344
57.25,15.708,3000,50,0.31081,5.3344
57.26,15.708,3000,50,0.31081,5.3344
57.27,15.708,3000,50,0.31081,5.3344
57.28,15.708,3000,50,0.31081,5.3344
57.29,15.708,3000,50,0.31081,5.3344
57.3,15.708,3000,50,0.31081,5.3344
57.31,15.708,3000,50,0.31081,5.3344
57.32,15.708,3000,50,0.31081,5.3344
57.33,15.708,3000,50,0.31081,5.3344
57.34,15.708,3000,50,0.31081,5.3344
57.35,15.708,3000,50,0.31081,5.3344
57.36,15.708,3000,50,0.31081,5.3344
57.37,15.708,3000,50,0.31081,5.3344
57.38,15.708,3000,50,0.31081,5.3344
57.39,15.708,3000,50,0.31081,5.3344
57.4,15.708,3000,50,0.31081,5.3344
57.41,15.708,3000,50,0.31081,5.3344
57.42,15.708,3000,50,0.31081,5.3344
57.43,15.708,3000,50,0.31081,5.3344
57.44,15.708,3000,50,0.31081,5.3344
57.45,15.708,3000,50,0.31081,5.3344
57.46,15.708,3000,50,0.31081,5.3344
57.47,15.708,3000,50,0.31081,5.3344
57.48,15.708,3000,50,0.31081,5.3344
57.49,15.708,3000,50,0.31081,5.3344
57.5,15.708,3000,50,0.31081,5.3344
57.51,15.708,3000,50,0.31081,5.3344
57.52,15.708,3000,50,0.31081,5.3344
57.53,15.708,3000,50,0.31081,5.3344
57.54,15.708,3000,50,0.31081,5.3344
57.55,15.708,3000,50,0.31081,5.3344
57.56,15.708,3000,50,0.31081,5.3344
57.57,15.708,3000,50,0.31081,5.3344
57.58,15.708,3000,50,0.31081,5.3344
57.59,15.708,3000,50,0.31081,5.3344
57.6,15.708,3000,50,0.31081,5.3344
57.61,15.708,3000,50,0.31081,5.3344
57.62,15.708,3000,50,0.31081,5.3344
57.63,15.708,3000,50,0.31081,5.3344
57.64,15.708,3000,50,0.31081,5.3344
57.65,15.708,3000,50,0.31081,5.3344
57.66,15.708,3000,50,0.31081,5.3344
57.67,15.708,3000,50,0.31081,5.3344
57.68,15.708,3000,50,0.31081,5.3344
57.69,15.708,3000,50,0.31081,5.3344
57.7,15.708,3000,50,0.31081,5.3344
57.71,15.708,3000,50,0.31081,5.3344
57.72,15.708,3000,50,0.31081,5.3344
57.73,15.708,3000,50,0.31081,5.3344
57.74,15.708,3000,50,0.31081,5.3344
57.75,15.708,3000,50,0.31081,5.3344
57.76,15.708,3000,50,0.31081,5.3344
57.77,15.708,3000,50,0.31081,5.3344
57.78,15.708,3000,50,0.31081,5.3344
57.79,15.708,3000,50,0.31081,5.3344
57.8,15.708,3000,50,0.31081,5.3344
57.81,15.708,3000,50,0.31081,5.3344
57.82,15.708,3000,50,0.31081,5.3344
57.83,15.708,3000,50,0.31081,5.3344
57.84,15.708,3000,50,0.31081,5.3344
57.85,15.708,3000,50,0.31081,5.3344
57.86,15.708,3000,50,0.31081,5.3344
57.87,15.708,3000,50,0.31081,5.3344
57.88,15.708,3000,50,0.31081,5.3344
57.89,15.708,3000,50,0.31081,5.3344
57.9,15.708,3000,50,0.31081,5.3344
57.91,15.708,3000,50,0.31081,5.3344
57.92,15.708,3000,50,0.31081,5.3344
57.93,15.708,3000,50,0.31081,5.3344
57.94,15.708,3000,50,0.31081,5.3344
57.95,15.708,3000,50,0.31081,5.3344
57.96,15.708,3000,50,0.31081,5.3344
57.97,15.708,3000,50,0.31081,5.3344
57.98,15.708,3000,50,0.31081,5.3344
57.99,15.708,3000,50,0.31081,5.3344
58,15.708,3000,50,0.31081,5.3344
58.01,15.708,3000,50,0.31081,5.3344
58.02,15.708,3000,50,0.31081,5.3344
58.03,15.708,3000,50,0.31081,5.3344
58.04,15.708,3000,50,0.31081,5.3344
58.05,15.708,3000,50,0.31081,5.3344
58.06,15.708,3000,50,0.31081,5.3344
58.07,15.708,3000,50,0.31081,5.3344
58.08,15.708,3000,50,0.31081,5.3344
58.09,15.708,3000,50,0.31081,5.3344
58.1,15.708,3000,50,0.31081,5.3344
58.11,15.708,3000,50,0.31081,5.3344
58.12,15.708,3000,50,0.31081,5.3344
58.13,15.708,3000,50,0.31081,5.3344
58.14,15.708,3000,50,0.31081,5.3344
58.15,15.708,3000,50,0.31081,5.3344
58.16,15.708,3000,50,0.31081,5.3344
58.17,15.708,3000,50,0.31081,5.3344
58.18,15.708,3000,50,0.31081,5.3344
58.19,15.708,3000,50,0.31081,5.3344
58.2,15.708,3000,50,0.31081,5.3344
58.21,15.708,3000,50,0.31081,5.3344
58.22,15.708,3000,50,0.31081,5.3344
58.23,15.708,3000,50,0.31081,5.3344
58.24,15.708,3000,50,0.31081,5.3344
58.25,15.708,3000,50,0.31081,5.3344
58.26,15.708,3000,50,0.31081,5.3344
58.27,15.708,3000,50,0.31081,5.3344
58.28,15.708,3000,50,0.31081,5.3344
58.29,15.708,3000,50,0.31081,5.3344
58.3,15.708,3000,50,0.31081,5.3344
58.31,15.708,3000,50,0.31081,5.3344
58.32,15.708,3000,50,0.31081,5.3344
58.33,15.708,3000,50,0.31081,5.3344
58.34,15.708,3000,50,0.31081,5.3344
58.35,15.708,3000,50,0.31081,5.3344
58.36,15.708,3000,50,0.31081,5.3344
58.37,15.708,3000,50,0.31081,5.3344
58.38,15.708,3000,50,0.31081,5.3344
58.39,15.708,3000,50,0.31081,5.3344
58.4,15.708,3000,50,0.31081,5.3344
58.41,15.708,3000,50,0.31081,5.3344
58.42,15.708,3000,50,0.31081,5.3344
58.43,15.708,3000,50,0.31081,5.3344
58.44,15.708,3000,50,0.31081,5.3344
58.45,15.708,3000,50,0.31081,5.3344
58.46,15.708,3000,50,0.31081,5.3344
58.47,15.708,3000,50,0.31081,5.3344
58.48,15.708,3000,50,0.31081,5.3344
58.49,15.708,3000,50,0.31081,5.3344
58.5,15.708,3000,50,0.31081,5.3344
58.51,15.708,3000,50,0.31081,5.3344
58.52,15.708,3000,50,0.31081,5.3344
58.53,15.708,3000,50,0.31081,5.3344
58.54,15.708,3000,50,0.31081,5.3344
58.55,15.708,3000,50,0.31081,5.3344
58.56,15.708,3000,50,0.31081,5.3344
58.57,15.708,3000,50,0.31081,5.3344
58.58,15.708,3000,50,0.31081,5.3344
58.59,15.708,3000,50,0.31081,5.3344
58.6,15.708,3000,50,0.31081,5.3344
58.61,15.708,3000,50,0.31081,5.3344
58.62,15.708,3000,50,0.31081,5.3344
58.63,15.708,3000,50,0.31081,5.3344
58.64,15.708,3000,50,0.31081,5.3344
58.65,15.708,3000,50,0.31081,5.3344
58.66,15.708,3000,50,0.31081,5.3344
58.67,15.708,3000,50,0.31081,5.3344
58.68,15.708,3000,50,0.31081,5.3344
58.69,15.708,3000,50,0.31081,5.3344
58.7,15.708,3000,50,0.31081,5.3344
58.71,15.708,3000,50,0.31081,5.3344
58.72,15.708,3000,50,0.31081,5.3344
58.73,15.708,3000,50,0.31081,5.3344
58.74,15.708,3000,50,0.31081,5.3344
58.75,15.708,3000,50,0.31081,5.3344
58.76,15.708,3000,50,0.31081,5.3344
58.77,15.708,3000,50,0.31081,5.3344
58.78,15.708,3000,50,0.31081,5.3344
58.79,15.708,3000,50,0.31081,5.3344
58.8,15.708,3000,50,0.31081,5.3344
58.81,15.708,3000,50,0.31081,5.3344
58.82,15.708,3000,50,0.31081,5.3344
58.83,15.708,3000,50,0.31081,5.3344
58.84,15.708,3000,50,0.31081,5.3344
58.85,15.708,3000,50,0.31081,5.3344
58.86,15.708,3000,50,0.31081,5.3344
58.87,15.708,3000,50,0.31081,5.3344
58.88,15.708,3000,50,0.31081,5.3344
58.89,15.708,3000,50,0.31081,5.3344
58.9,15.708,3000,50,0.31081,5.3344
58.91,15.708,3000,50,0.31081,5.3344
