Time,_dummy,_derdummy,_clutch3_f_0normalized_start,clutch3_f_0normalized,J1_w,J2_w,J3_w,J4_w,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_StartTime,fmi_StopTime,fmi_NumberOfSteps,fmi_CommunicationStepSize,fmi_forceShutDownAtStopTime
0.465,1,0,0,0,6.06938,3.74584,0.62,0,0,1,0,1.5,500,0.003,0
0.465,1,0,0,0,6.07165,3.74091,0.65,0,0,1,0,1.5,500,0.003,0
0.468,1,0,0,0,6.07165,3.74091,0.65,0,0,1,0,1.5,500,0.003,0
0.468,1,0,0,0,6.0727,3.73591,0.68,0,0,1,0,1.5,500,0.003,0
0.471,1,0,0,0,6.0727,3.73591,0.68,0,0,1,0,1.5,500,0.003,0
0.471,1,0,0,0,6.07229,3.73085,0.71,0,0,1,0,1.5,500,0.003,0
0.474,1,0,0,0,6.07229,3.73085,0.71,0,0,1,0,1.5,500,0.003,0
0.474,1,0,0,0,6.07022,3.72573,0.74,0,0,1,0,1.5,500,0.003,0
0.477,1,0,0,0,6.07022,3.72573,0.74,0,0,1,0,1.5,500,0.003,0
0.477,1,0,0,0,6.06628,3.72055,0.77,0,0,1,0,1.5,500,0.003,0
0.48,1,0,0,0,6.06628,3.72055,0.77,0,0,1,0,1.5,500,0.003,0
0.48,1,0,0,0,6.06028,3.7153,0.8,0,0,1,0,1.5,500,0.003,0
0.483,1,0,0,0,6.06028,3.7153,0.8,0,0,1,0,1.5,500,0.003,0
0.483,1,0,0,0,6.05207,3.70998,0.83,0,0,1,0,1.5,500,0.003,0
0.486,1,0,0,0,6.05207,3.70998,0.83,0,0,1,0,1.5,500,0.003,0
0.486,1,0,0,0,6.04148,3.70461,0.86,0,0,1,0,1.5,500,0.003,0
0.489,1,0,0,0,6.04148,3.70461,0.86,0,0,1,0,1.5,500,0.003,0
0.489,1,0,0,0,6.0284,3.69917,0.89,0,0,1,0,1.5,500,0.003,0
0.492,1,0,0,0,6.0284,3.69917,0.89,0,0,1,0,1.5,500,0.003,0
0.492,1,0,0,0,6.01272,3.69366,0.92,0,0,1,0,1.5,500,0.003,0
0.495,1,0,0,0,6.01272,3.69366,0.92,0,0,1,0,1.5,500,0.003,0
0.495,1,0,0,0,5.99438,3.68809,0.95,0,0,1,0,1.5,500,0.003,0
0.498,1,0,0,0,5.99438,3.68809,0.95,0,0,1,0,1.5,500,0.003,0
0.498,1,0,0,0,5.97331,3.68245,0.98,0,0,1,0,1.5,500,0.003,0
0.501,1,0,0,0,5.97331,3.68245,0.98,0,0,1,0,1.5,500,0.003,0
0.501,1,0,0,0,5.94948,3.67674,1.01,0,0,1,0,1.5,500,0.003,0
0.504,1,0,0,0,5.94948,3.67674,1.01,0,0,1,0,1.5,500,0.003,0
0.504,1,0,0,0,5.9229,3.67097,1.04,0,0,1,0,1.5,500,0.003,0
0.507,1,0,0,0,5.9229,3.67097,1.04,0,0,1,0,1.5,500,0.003,0
0.507,1,0,0,0,5.89358,3.66514,1.07,0,0,1,0,1.5,500,0.003,0
0.51,1,0,0,0,5.89358,3.66514,1.07,0,0,1,0,1.5,500,0.003,0
0.51,1,0,0,0,5.86157,3.65923,1.1,0,0,1,0,1.5,500,0.003,0
0.513,1,0,0,0,5.86157,3.65923,1.1,0,0,1,0,1.5,500,0.003,0
0.513,1,0,0,0,5.82695,3.65326,1.13,0,0,1,0,1.5,500,0.003,0
0.516,1,0,0,0,5.82695,3.65326,1.13,0,0,1,0,1.5,500,0.003,0
0.516,1,0,0,0,5.78979,3.64722,1.16,0,0,1,0,1.5,500,0.003,0
0.519,1,0,0,0,5.78979,3.64722,1.16,0,0,1,0,1.5,500,0.003,0
0.519,1,0,0,0,5.75023,3.64111,1.19,0,0,1,0,1.5,500,0.003,0
0.522,1,0,0,0,5.75023,3.64111,1.19,0,0,1,0,1.5,500,0.003,0
0.522,1,0,0,0,5.7084,3.63493,1.22,0,0,1,0,1.5,500,0.003,0
0.525,1,0,0,0,5.7084,3.63493,1.22,0,0,1,0,1.5,500,0.003,0
0.525,1,0,0,0,5.66447,3.62869,1.25,0,0,1,0,1.5,500,0.003,0
0.528,1,0,0,0,5.66447,3.62869,1.25,0,0,1,0,1.5,500,0.003,0
0.528,1,0,0,0,5.6186,3.62237,1.28,0,0,1,0,1.5,500,0.003,0
0.531,1,0,0,0,5.6186,3.62237,1.28,0,0,1,0,1.5,500,0.003,0
0.531,1,0,0,0,5.571,3.61598,1.31,0,0,1,0,1.5,500,0.003,0
0.534,1,0,0,0,5.571,3.61598,1.31,0,0,1,0,1.5,500,0.003,0
0.534,1,0,0,0,5.52189,3.60953,1.34,0,0,1,0,1.5,500,0.003,0
0.537,1,0,0,0,5.52189,3.60953,1.34,0,0,1,0,1.5,500,0.003,0
0.537,1,0,0,0,5.47148,3.603,1.37,0,0,1,0,1.5,500,0.003,0
0.54,1,0,0,0,5.47148,3.603,1.37,0,0,1,0,1.5,500,0.003,0
0.54,1,0,0,0,5.42002,3.59641,1.4,0,0,1,0,1.5,500,0.003,0
0.543,1,0,0,0,5.42002,3.59641,1.4,0,0,1,0,1.5,500,0.003,0
0.543,1,0,0,0,5.36776,3.58974,1.43,0,0,1,0,1.5,500,0.003,0
0.546,1,0,0,0,5.36776,3.58974,1.43,0,0,1,0,1.5,500,0.003,0
0.546,1,0,0,0,5.31496,3.583,1.46,0,0,1,0,1.5,500,0.003,0
0.549,1,0,0,0,5.31496,3.583,1.46,0,0,1,0,1.5,500,0.003,0
0.549,1,0,0,0,5.26187,3.5762,1.49,0,0,1,0,1.5,500,0.003,0
0.552,1,0,0,0,5.26187,3.5762,1.49,0,0,1,0,1.5,500,0.003,0
0.552,1,0,0,0,5.20877,3.56931,1.52,0,0,1,0,1.5,500,0.003,0
0.555,1,0,0,0,5.20877,3.56931,1.52,0,0,1,0,1.5,500,0.003,0
0.555,1,0,0,0,5.15591,3.56236,1.55,0,0,1,0,1.5,500,0.003,0
0.558,1,0,0,0,5.15591,3.56236,1.55,0,0,1,0,1.5,500,0.003,0
0.558,1,0,0,0,5.10357,3.55533,1.58,0,0,1,0,1.5,500,0.003,0
0.561,1,0,0,0,5.10357,3.55533,1.58,0,0,1,0,1.5,500,0.003,0
0.561,1,0,0,0,5.05201,3.54823,1.61,0,0,1,0,1.5,500,0.003,0
0.564,1,0,0,0,5.05201,3.54823,1.61,0,0,1,0,1.5,500,0.003,0
0.564,1,0,0,0,5.00148,3.54106,1.64,0,0,1,0,1.5,500,0.003,0
0.567,1,0,0,0,5.00148,3.54106,1.64,0,0,1,0,1.5,500,0.003,0
0.567,1,0,0,0,4.95222,3.53382,1.67,0,0,1,0,1.5,500,0.003,0
0.57,1,0,0,0,4.95222,3.53382,1.67,0,0,1,0,1.5,500,0.003,0
0.57,1,0,0,0,4.90447,3.5265,1.7,0,0,1,0,1.5,500,0.003,0
0.573,1,0,0,0,4.90447,3.5265,1.7,0,0,1,0,1.5,500,0.003,0
0.573,1,0,0,0,4.85846,3.5191,1.73,0,0,1,0,1.5,500,0.003,0
0.576,1,0,0,0,4.85846,3.5191,1.73,0,0,1,0,1.5,500,0.003,0
0.576,1,0,0,0,4.81439,3.51163,1.76,0,0,1,0,1.5,500,0.003,0
0.579,1,0,0,0,4.81439,3.51163,1.76,0,0,1,0,1.5,500,0.003,0
0.579,1,0,0,0,4.77246,3.50409,1.79,0,0,1,0,1.5,500,0.003,0
0.582,1,0,0,0,4.77246,3.50409,1.79,0,0,1,0,1.5,500,0.003,0
0.582,1,0,0,0,4.73283,3.49647,1.82,0,0,1,0,1.5,500,0.003,0
0.585,1,0,0,0,4.73283,3.49647,1.82,0,0,1,0,1.5,500,0.003,0
0.585,1,0,0,0,4.69567,3.48878,1.85,0,0,1,0,1.5,500,0.003,0
0.588,1,0,0,0,4.69567,3.48878,1.85,0,0,1,0,1.5,500,0.003,0
0.588,1,0,0,0,4.6611,3.48101,1.88,0,0,1,0,1.5,500,0.003,0
0.591,1,0,0,0,4.6611,3.48101,1.88,0,0,1,0,1.5,500,0.003,0
0.591,1,0,0,0,4.62923,3.47316,1.91,0,0,1,0,1.5,500,0.003,0
0.594,1,0,0,0,4.62923,3.47316,1.91,0,0,1,0,1.5,500,0.003,0
0.594,1,0,0,0,4.60015,3.46524,1.94,0,0,1,0,1.5,500,0.003,0
0.597,1,0,0,0,4.60015,3.46524,1.94,0,0,1,0,1.5,500,0.003,0
0.597,1,0,0,0,4.57393,3.45724,1.97,0,0,1,0,1.5,500,0.003,0
0.6,1,0,0,0,4.57393,3.45724,1.97,0,0,1,0,1.5,500,0.003,0
0.6,1,0,0,0,4.55059,3.44917,2,0,0,1,0,1.5,500,0.003,0
0.603,1,0,0,0,4.55059,3.44917,2,0,0,1,0,1.5,500,0.003,0
0.603,1,0,0,0,4.53015,3.44101,2.03,0,0,1,0,1.5,500,0.003,0
0.606,1,0,0,0,4.53015,3.44101,2.03,0,0,1,0,1.5,500,0.003,0
0.606,1,0,0,0,4.51261,3.43278,2.06,0,0,1,0,1.5,500,0.003,0
0.609,1,0,0,0,4.51261,3.43278,2.06,0,0,1,0,1.5,500,0.003,0
0.609,1,0,0,0,4.49792,3.42447,2.09,0,0,1,0,1.5,500,0.003,0
0.612,1,0,0,0,4.49792,3.42447,2.09,0,0,1,0,1.5,500,0.003,0
0.612,1,0,0,0,4.48602,3.41609,2.12,0,0,1,0,1.5,500,0.003,0
0.615,1,0,0,0,4.48602,3.41609,2.12,0,0,1,0,1.5,500,0.003,0
0.615,1,0,0,0,4.47683,3.40762,2.15,0,0,1,0,1.5,500,0.003,0
0.618,1,0,0,0,4.47683,3.40762,2.15,0,0,1,0,1.5,500,0.003,0
0.618,1,0,0,0,4.47023,3.39908,2.18,0,0,1,0,1.5,500,0.003,0
0.621,1,0,0,0,4.47023,3.39908,2.18,0,0,1,0,1.5,500,0.003,0
0.621,1,0,0,0,4.4661,3.39045,2.21,0,0,1,0,1.5,500,0.003,0
0.624,1,0,0,0,4.4661,3.39045,2.21,0,0,1,0,1.5,500,0.003,0
0.624,1,0,0,0,4.46428,3.38175,2.24,0,0,1,0,1.5,500,0.003,0
0.627,1,0,0,0,4.46428,3.38175,2.24,0,0,1,0,1.5,500,0.003,0
0.627,1,0,0,0,4.4646,3.37296,2.27,0,0,1,0,1.5,500,0.003,0
0.63,1,0,0,0,4.4646,3.37296,2.27,0,0,1,0,1.5,500,0.003,0
0.63,1,0,0,0,4.46687,3.3641,2.3,0,0,1,0,1.5,500,0.003,0
0.633,1,0,0,0,4.46687,3.3641,2.3,0,0,1,0,1.5,500,0.003,0
0.633,1,0,0,0,4.47087,3.35516,2.33,0,0,1,0,1.5,500,0.003,0
0.636,1,0,0,0,4.47087,3.35516,2.33,0,0,1,0,1.5,500,0.003,0
0.636,1,0,0,0,4.4764,3.34613,2.36,0,0,1,0,1.5,500,0.003,0
0.639,1,0,0,0,4.4764,3.34613,2.36,0,0,1,0,1.5,500,0.003,0
0.639,1,0,0,0,4.48321,3.33703,2.39,0,0,1,0,1.5,500,0.003,0
0.642,1,0,0,0,4.48321,3.33703,2.39,0,0,1,0,1.5,500,0.003,0
0.642,1,0,0,0,4.49106,3.32784,2.42,0,0,1,0,1.5,500,0.003,0
0.645,1,0,0,0,4.49106,3.32784,2.42,0,0,1,0,1.5,500,0.003,0
0.645,1,0,0,0,4.4997,3.31857,2.45,0,0,1,0,1.5,500,0.003,0
0.648,1,0,0,0,4.4997,3.31857,2.45,0,0,1,0,1.5,500,0.003,0
0.648,1,0,0,0,4.50886,3.30922,2.48,0,0,1,0,1.5,500,0.003,0
0.651,1,0,0,0,4.50886,3.30922,2.48,0,0,1,0,1.5,500,0.003,0
0.651,1,0,0,0,4.51827,3.29979,2.51,0,0,1,0,1.5,500,0.003,0
0.654,1,0,0,0,4.51827,3.29979,2.51,0,0,1,0,1.5,500,0.003,0
0.654,1,0,0,0,4.52769,3.29027,2.54,0,0,1,0,1.5,500,0.003,0
0.657,1,0,0,0,4.52769,3.29027,2.54,0,0,1,0,1.5,500,0.003,0
0.657,1,0,0,0,4.53683,3.28068,2.57,0,0,1,0,1.5,500,0.003,0
0.66,1,0,0,0,4.53683,3.28068,2.57,0,0,1,0,1.5,500,0.003,0
0.66,1,0,0,0,4.54543,3.271,2.6,0,0,1,0,1.5,500,0.003,0
0.663,1,0,0,0,4.54543,3.271,2.6,0,0,1,0,1.5,500,0.003,0
0.663,1,0,0,0,4.55325,3.26123,2.63,0,0,1,0,1.5,500,0.003,0
0.666,1,0,0,0,4.55325,3.26123,2.63,0,0,1,0,1.5,500,0.003,0
0.666,1,0,0,0,4.56003,3.25138,2.66,0,0,1,0,1.5,500,0.003,0
0.669,1,0,0,0,4.56003,3.25138,2.66,0,0,1,0,1.5,500,0.003,0
0.669,1,0,0,0,4.56553,3.24145,2.69,0,0,1,0,1.5,500,0.003,0
0.672,1,0,0,0,4.56553,3.24145,2.69,0,0,1,0,1.5,500,0.003,0
0.672,1,0,0,0,4.56953,3.23144,2.72,0,0,1,0,1.5,500,0.003,0
0.675,1,0,0,0,4.56953,3.23144,2.72,0,0,1,0,1.5,500,0.003,0
0.675,1,0,0,0,4.57181,3.22134,2.75,0,0,1,0,1.5,500,0.003,0
0.678,1,0,0,0,4.57181,3.22134,2.75,0,0,1,0,1.5,500,0.003,0
0.678,1,0,0,0,4.57218,3.21115,2.78,0,0,1,0,1.5,500,0.003,0
0.681,1,0,0,0,4.57218,3.21115,2.78,0,0,1,0,1.5,500,0.003,0
0.681,1,0,0,0,4.57045,3.20088,2.81,0,0,1,0,1.5,500,0.003,0
0.684,1,0,0,0,4.57045,3.20088,2.81,0,0,1,0,1.5,500,0.003,0
0.684,1,0,0,0,4.56648,3.19053,2.84,0,0,1,0,1.5,500,0.003,0
0.687,1,0,0,0,4.56648,3.19053,2.84,0,0,1,0,1.5,500,0.003,0
0.687,1,0,0,0,4.56011,3.18008,2.87,0,0,1,0,1.5,500,0.003,0
0.69,1,0,0,0,4.56011,3.18008,2.87,0,0,1,0,1.5,500,0.003,0
0.69,1,0,0,0,4.55124,3.16956,2.9,0,0,1,0,1.5,500,0.003,0
0.693,1,0,0,0,4.55124,3.16956,2.9,0,0,1,0,1.5,500,0.003,0
0.693,1,0,0,0,4.53976,3.15894,2.93,0,0,1,0,1.5,500,0.003,0
0.696,1,0,0,0,4.53976,3.15894,2.93,0,0,1,0,1.5,500,0.003,0
0.696,1,0,0,0,4.52562,3.14824,2.96,0,0,1,0,1.5,500,0.003,0
0.699,1,0,0,0,4.52562,3.14824,2.96,0,0,1,0,1.5,500,0.003,0
0.699,1,0,0,0,4.50876,3.13746,2.99,0,0,1,0,1.5,500,0.003,0
0.702,1,0,0,0,4.50876,3.13746,2.99,0,0,1,0,1.5,500,0.003,0
0.702,1,0,0,0,4.48916,3.12658,3.02,0,0,1,0,1.5,500,0.003,0
0.705,1,0,0,0,4.48916,3.12658,3.02,0,0,1,0,1.5,500,0.003,0
0.705,1,0,0,0,4.46683,3.11562,3.05,0,0,1,0,1.5,500,0.003,0
0.708,1,0,0,0,4.46683,3.11562,3.05,0,0,1,0,1.5,500,0.003,0
0.708,1,0,0,0,4.4418,3.10458,3.08,0,0,1,0,1.5,500,0.003,0
0.711,1,0,0,0,4.4418,3.10458,3.08,0,0,1,0,1.5,500,0.003,0
0.711,1,0,0,0,4.41408,3.10172,3.10172,0,0,1,0,1.5,500,0.003,0
0.714,1,0,0,0,4.41408,3.10172,3.10172,0,0,1,0,1.5,500,0.003,0
0.714,1,0,0,0,4.38383,3.11111,3.11111,0,0,1,0,1.5,500,0.003,0
0.717,1,0,0,0,4.38383,3.11111,3.11111,0,0,1,0,1.5,500,0.003,0
0.717,1,0,0,0,4.35113,3.12045,3.12045,0,0,1,0,1.5,500,0.003,0
0.72,1,0,0,0,4.35113,3.12045,3.12045,0,0,1,0,1.5,500,0.003,0
0.72,1,0,0,0,4.31611,3.12975,3.12975,0,0,1,0,1.5,500,0.003,0
0.723,1,0,0,0,4.31611,3.12975,3.12975,0,0,1,0,1.5,500,0.003,0
0.723,1,0,0,0,4.2789,3.13901,3.13901,0,0,1,0,1.5,500,0.003,0
0.726,1,0,0,0,4.2789,3.13901,3.13901,0,0,1,0,1.5,500,0.003,0
0.726,1,0,0,0,4.23966,3.14822,3.14822,0,0,1,0,1.5,500,0.003,0
0.729,1,0,0,0,4.23966,3.14822,3.14822,0,0,1,0,1.5,500,0.003,0
0.729,1,0,0,0,4.19859,3.15738,3.15738,0,0,1,0,1.5,500,0.003,0
0.732,1,0,0,0,4.19859,3.15738,3.15738,0,0,1,0,1.5,500,0.003,0
0.732,1,0,0,0,4.15588,3.1665,3.1665,0,0,1,0,1.5,500,0.003,0
0.735,1,0,0,0,4.15588,3.1665,3.1665,0,0,1,0,1.5,500,0.003,0
0.735,1,0,0,0,4.11173,3.17558,3.17558,0,0,1,0,1.5,500,0.003,0
0.738,1,0,0,0,4.11173,3.17558,3.17558,0,0,1,0,1.5,500,0.003,0
0.738,1,0,0,0,4.06636,3.18461,3.18461,0,0,1,0,1.5,500,0.003,0
0.741,1,0,0,0,4.06636,3.18461,3.18461,0,0,1,0,1.5,500,0.003,0
0.741,1,0,0,0,4.02003,3.19359,3.19359,0,0,1,0,1.5,500,0.003,0
0.744,1,0,0,0,4.02003,3.19359,3.19359,0,0,1,0,1.5,500,0.003,0
0.744,1,0,0,0,3.97299,3.20254,3.20254,0,0,1,0,1.5,500,0.003,0
0.747,1,0,0,0,3.97299,3.20254,3.20254,0,0,1,0,1.5,500,0.003,0
0.747,1,0,0,0,3.92551,3.21143,3.21143,0,0,1,0,1.5,500,0.003,0
0.75,1,0,0,0,3.92551,3.21143,3.21143,0,0,1,0,1.5,500,0.003,0
0.75,1,0,0,0,3.87786,3.22028,3.22028,0,0,1,0,1.5,500,0.003,0
0.753,1,0,0,0,3.87786,3.22028,3.22028,0,0,1,0,1.5,500,0.003,0
0.753,1,0,0,0,3.8303,3.22908,3.22908,0,0,1,0,1.5,500,0.003,0
0.756,1,0,0,0,3.8303,3.22908,3.22908,0,0,1,0,1.5,500,0.003,0
0.756,1,0,0,0,3.78309,3.23784,3.23784,0,0,1,0,1.5,500,0.003,0
0.759,1,0,0,0,3.78309,3.23784,3.23784,0,0,1,0,1.5,500,0.003,0
0.759,1,0,0,0,3.73651,3.24655,3.24655,0,0,1,0,1.5,500,0.003,0
0.762,1,0,0,0,3.73651,3.24655,3.24655,0,0,1,0,1.5,500,0.003,0
0.762,1,0,0,0,3.6908,3.25522,3.25522,0,0,1,0,1.5,500,0.003,0
0.765,1,0,0,0,3.6908,3.25522,3.25522,0,0,1,0,1.5,500,0.003,0
0.765,1,0,0,0,3.64623,3.26384,3.26384,0,0,1,0,1.5,500,0.003,0
0.768,1,0,0,0,3.64623,3.26384,3.26384,0,0,1,0,1.5,500,0.003,0
0.768,1,0,0,0,3.60303,3.27241,3.27241,0,0,1,0,1.5,500,0.003,0
0.771,1,0,0,0,3.60303,3.27241,3.27241,0,0,1,0,1.5,500,0.003,0
0.771,1,0,0,0,3.56144,3.28094,3.28094,0,0,1,0,1.5,500,0.003,0
0.774,1,0,0,0,3.56144,3.28094,3.28094,0,0,1,0,1.5,500,0.003,0
0.774,1,0,0,0,3.52167,3.28942,3.28942,0,0,1,0,1.5,500,0.003,0
0.777,1,0,0,0,3.52167,3.28942,3.28942,0,0,1,0,1.5,500,0.003,0
0.777,1,0,0,0,3.48393,3.29785,3.29785,0,0,1,0,1.5,500,0.003,0
0.78,1,0,0,0,3.48393,3.29785,3.29785,0,0,1,0,1.5,500,0.003,0
0.78,1,0,0,0,3.4484,3.30624,3.30624,0,0,1,0,1.5,500,0.003,0
0.783,1,0,0,0,3.4484,3.30624,3.30624,0,0,1,0,1.5,500,0.003,0
0.783,1,0,0,0,3.41525,3.31458,3.31458,0,0,1,0,1.5,500,0.003,0
0.786,1,0,0,0,3.41525,3.31458,3.31458,0,0,1,0,1.5,500,0.003,0
0.786,1,0,0,0,3.38463,3.32287,3.32287,0,0,1,0,1.5,500,0.003,0
0.789,1,0,0,0,3.38463,3.32287,3.32287,0,0,1,0,1.5,500,0.003,0
0.789,1,0,0,0,3.35665,3.33111,3.33111,0,0,1,0,1.5,500,0.003,0
0.792,1,0,0,0,3.35665,3.33111,3.33111,0,0,1,0,1.5,500,0.003,0
0.792,1,0,0,0,3.33669,3.33669,3.33669,0,0,1,0,1.5,500,0.003,0
0.795,1,0,0,0,3.33669,3.33669,3.33669,0,0,1,0,1.5,500,0.003,0
0.795,1,0,0,0,3.33467,3.33467,3.33467,0,0,1,0,1.5,500,0.003,0
0.798,1,0,0,0,3.33467,3.33467,3.33467,0,0,1,0,1.5,500,0.003,0
0.798,1,0,0,0,3.33358,3.33358,3.33358,0,0,1,0,1.5,500,0.003,0
0.801,1,0,0,0,3.33358,3.33358,3.33358,0,0,1,0,1.5,500,0.003,0
0.801,1,0,0,0,3.33342,3.33342,3.33342,0,0,1,0,1.5,500,0.003,0
0.804,1,0,0,0,3.33342,3.33342,3.33342,0,0,1,0,1.5,500,0.003,0
0.804,1,0,0,0,3.3342,3.3342,3.3342,0,0,1,0,1.5,500,0.003,0
0.807,1,0,0,0,3.3342,3.3342,3.3342,0,0,1,0,1.5,500,0.003,0
0.807,1,0,0,0,3.33592,3.33592,3.33592,0,0,1,0,1.5,500,0.003,0
0.81,1,0,0,0,3.33592,3.33592,3.33592,0,0,1,0,1.5,500,0.003,0
0.81,1,0,0,0,3.33855,3.33855,3.33855,0,0,1,0,1.5,500,0.003,0
0.813,1,0,0,0,3.33855,3.33855,3.33855,0,0,1,0,1.5,500,0.003,0
0.813,1,0,0,0,3.34208,3.34208,3.34208,0,0,1,0,1.5,500,0.003,0
0.816,1,0,0,0,3.34208,3.34208,3.34208,0,0,1,0,1.5,500,0.003,0
0.816,1,0,0,0,3.34646,3.34646,3.34646,0,0,1,0,1.5,500,0.003,0
0.819,1,0,0,0,3.34646,3.34646,3.34646,0,0,1,0,1.5,500,0.003,0
0.819,1,0,0,0,3.35167,3.35167,3.35167,0,0,1,0,1.5,500,0.003,0
0.822,1,0,0,0,3.35167,3.35167,3.35167,0,0,1,0,1.5,500,0.003,0
0.822,1,0,0,0,3.35766,3.35766,3.35766,0,0,1,0,1.5,500,0.003,0
0.825,1,0,0,0,3.35766,3.35766,3.35766,0,0,1,0,1.5,500,0.003,0
0.825,1,0,0,0,3.36437,3.36437,3.36437,0,0,1,0,1.5,500,0.003,0
0.828,1,0,0,0,3.36437,3.36437,3.36437,0,0,1,0,1.5,500,0.003,0
0.828,1,0,0,0,3.37174,3.37174,3.37174,0,0,1,0,1.5,500,0.003,0
0.831,1,0,0,0,3.37174,3.37174,3.37174,0,0,1,0,1.5,500,0.003,0
0.831,1,0,0,0,3.37971,3.37971,3.37971,0,0,1,0,1.5,500,0.003,0
0.834,1,0,0,0,3.37971,3.37971,3.37971,0,0,1,0,1.5,500,0.003,0
0.834,1,0,0,0,3.39018,3.38727,3.38727,0,0,1,0,1.5,500,0.003,0
0.837,1,0,0,0,3.39018,3.38727,3.38727,0,0,1,0,1.5,500,0.003,0
0.837,1,0,0,0,3.40213,3.39475,3.39475,0,0,1,0,1.5,500,0.003,0
0.84,1,0,0,0,3.40213,3.39475,3.39475,0,0,1,0,1.5,500,0.003,0
0.84,1,0,0,0,3.41531,3.40218,3.40218,0,0,1,0,1.5,500,0.003,0
0.843,1,0,0,0,3.41531,3.40218,3.40218,0,0,1,0,1.5,500,0.003,0
0.843,1,0,0,0,3.42947,3.40955,3.40955,0,0,1,0,1.5,500,0.003,0
0.846,1,0,0,0,3.42947,3.40955,3.40955,0,0,1,0,1.5,500,0.003,0
0.846,1,0,0,0,3.44437,3.41688,3.41688,0,0,1,0,1.5,500,0.003,0
0.849,1,0,0,0,3.44437,3.41688,3.41688,0,0,1,0,1.5,500,0.003,0
0.849,1,0,0,0,3.45972,3.42416,3.42416,0,0,1,0,1.5,500,0.003,0
0.852,1,0,0,0,3.45972,3.42416,3.42416,0,0,1,0,1.5,500,0.003,0
0.852,1,0,0,0,3.47524,3.43139,3.43139,0,0,1,0,1.5,500,0.003,0
0.855,1,0,0,0,3.47524,3.43139,3.43139,0,0,1,0,1.5,500,0.003,0
0.855,1,0,0,0,3.49069,3.43857,3.43857,0,0,1,0,1.5,500,0.003,0
0.858,1,0,0,0,3.49069,3.43857,3.43857,0,0,1,0,1.5,500,0.003,0
0.858,1,0,0,0,3.5058,3.44569,3.44569,0,0,1,0,1.5,500,0.003,0
0.861,1,0,0,0,3.5058,3.44569,3.44569,0,0,1,0,1.5,500,0.003,0
0.861,1,0,0,0,3.5203,3.45277,3.45277,0,0,1,0,1.5,500,0.003,0
0.864,1,0,0,0,3.5203,3.45277,3.45277,0,0,1,0,1.5,500,0.003,0
0.864,1,0,0,0,3.53395,3.4598,3.4598,0,0,1,0,1.5,500,0.003,0
0.867,1,0,0,0,3.53395,3.4598,3.4598,0,0,1,0,1.5,500,0.003,0
0.867,1,0,0,0,3.5465,3.46678,3.46678,0,0,1,0,1.5,500,0.003,0
0.87,1,0,0,0,3.5465,3.46678,3.46678,0,0,1,0,1.5,500,0.003,0
0.87,1,0,0,0,3.55771,3.47371,3.47371,0,0,1,0,1.5,500,0.003,0
0.873,1,0,0,0,3.55771,3.47371,3.47371,0,0,1,0,1.5,500,0.003,0
0.873,1,0,0,0,3.56736,3.48059,3.48059,0,0,1,0,1.5,500,0.003,0
0.876,1,0,0,0,3.56736,3.48059,3.48059,0,0,1,0,1.5,500,0.003,0
0.876,1,0,0,0,3.57524,3.48742,3.48742,0,0,1,0,1.5,500,0.003,0
0.879,1,0,0,0,3.57524,3.48742,3.48742,0,0,1,0,1.5,500,0.003,0
0.879,1,0,0,0,3.58116,3.4942,3.4942,0,0,1,0,1.5,500,0.003,0
0.882,1,0,0,0,3.58116,3.4942,3.4942,0,0,1,0,1.5,500,0.003,0
0.882,1,0,0,0,3.58495,3.50093,3.50093,0,0,1,0,1.5,500,0.003,0
0.885,1,0,0,0,3.58495,3.50093,3.50093,0,0,1,0,1.5,500,0.003,0
0.885,1,0,0,0,3.58646,3.5076,3.5076,0,0,1,0,1.5,500,0.003,0
0.888,1,0,0,0,3.58646,3.5076,3.5076,0,0,1,0,1.5,500,0.003,0
0.888,1,0,0,0,3.58555,3.51423,3.51423,0,0,1,0,1.5,500,0.003,0
0.891,1,0,0,0,3.58555,3.51423,3.51423,0,0,1,0,1.5,500,0.003,0
0.891,1,0,0,0,3.58212,3.52081,3.52081,0,0,1,0,1.5,500,0.003,0
0.894,1,0,0,0,3.58212,3.52081,3.52081,0,0,1,0,1.5,500,0.003,0
0.894,1,0,0,0,3.57608,3.52733,3.52733,0,0,1,0,1.5,500,0.003,0
0.897,1,0,0,0,3.57608,3.52733,3.52733,0,0,1,0,1.5,500,0.003,0
0.897,1,0,0,0,3.56736,3.53381,3.53381,0,0,1,0,1.5,500,0.003,0
0.9,1,0,0,0,3.56736,3.53381,3.53381,0,0,1,0,1.5,500,0.003,0
0.9,1,0,0,0,3.55593,3.54023,3.54023,0,0,1,0,1.5,500,0.003,0
0.903,1,0,0,0,3.55593,3.54023,3.54023,0,0,1,0,1.5,500,0.003,0
0.903,1,0,0,0,3.54499,3.54499,3.54499,0,0,1,0,1.5,500,0.003,0
0.906,1,0,0,0,3.54499,3.54499,3.54499,0,0,1,0,1.5,500,0.003,0
0.906,1,0,0,0,3.54358,3.54358,3.54358,0,0,1,0,1.5,500,0.003,0
0.909,1,0,0,0,3.54358,3.54358,3.54358,0,0,1,0,1.5,500,0.003,0
0.909,1,0,0,0,3.54125,3.54125,3.54125,0,0,1,0,1.5,500,0.003,0
