time,y_0,y_1,y_2,x_0,x_1,x_2
3.6,-338.736275018752,-5.850789,23.880878,-21.676544,15.626858,29.249144
3.61,-351.214246195854,-6.252665,22.962764,-22.126022,15.873357,29.215429
3.62,-363.734834201016,-6.252665,22.962764,-22.573288,16.113507,29.180984
3.63,-376.284964590752,-6.671084,22.962764,-23.018296,16.347212,29.145809
3.64,-388.851491945754,-6.671084,22.962764,-23.461002,16.574377,29.109905
3.65,-401.421319272868,-7.106448,21.966826,-23.901362,16.794914,29.073274
3.66,-413.981175047024,-7.106448,21.966826,-24.339332,17.008732,29.035916
3.67,-426.517901437012,-7.559121,21.966826,-24.774869,17.215748,28.997832
3.68,-439.018156056979,-7.559121,21.966826,-25.207927,17.415877,28.959023
3.69,-451.4687557236,-8.029425,20.890065,-25.638465,17.60904,28.91949
3.7,-463.8564704304,-8.029425,20.890065,-26.06644,17.79516,28.879234
3.71,-476.168030690734,-8.517645,20.890065,-26.491807,17.974162,28.838256
3.72,-488.39027087235,-8.517645,20.890065,-26.914525,18.145974,28.796557
3.73,-500.510107098008,-9.024023,19.730115,-27.334552,18.310529,28.754138
3.74,-512.514403733114,-9.024023,19.730115,-27.751846,18.467759,28.711001
3.75,-524.390182905492,-9.548761,19.730115,-28.166364,18.617603,28.667146
3.76,-536.12451816,-9.548761,19.730115,-28.578066,18.76,28.622573
3.77,-547.70456285063,-10.092017,18.485269,-28.98691,18.894893,28.577286
3.78,-559.11758938094,-10.092017,18.485269,-29.392855,19.022228,28.531284
3.79,-570.351030448255,-10.653906,18.485269,-29.795861,19.141955,28.484568
3.8,-581.3923824492,-10.653906,18.485269,-30.195888,19.254025,28.437141
3.81,-592.229284417735,-11.234502,17.154501,-30.592895,19.358393,28.389003
3.82,-602.849599859998,-11.234502,17.154501,-30.986842,19.455019,28.340155
3.83,-613.241294160333,-11.833828,17.154501,-31.377691,19.543863,28.290598
3.84,-623.39252005578,-11.833828,17.154501,-31.765402,19.62489,28.240334
3.85,-633.291613071779,-12.45187,15.737494,-32.149937,19.698067,28.189364
3.86,-642.927105999805,-12.45187,15.737494,-32.531257,19.763365,28.13769
3.87,-652.287746947592,-13.088566,15.737494,-32.909324,19.820758,28.085312
3.88,-661.362436199978,-13.088566,15.737494,-33.284099,19.870222,28.032231
3.89,-670.14050142178,-13.743807,14.234643,-33.655547,19.91174,27.97845
3.9,-678.611195359376,-13.743807,14.234643,-34.023628,19.945292,27.92397
3.91,-686.764325423036,-14.417441,14.234643,-34.388308,19.970867,27.868791
3.92,-694.589761707246,-14.417441,14.234643,-34.749549,19.988454,27.812916
3.93,-702.07764520113,-15.109269,12.647077,-35.107314,19.998045,27.756346
3.94,-709.21856291166,-15.109269,12.647077,-35.46157,19.999638,27.699081
3.95,-716.003146690218,-15.819047,12.647077,-35.812278,19.993231,27.641124
3.96,-722.422516896762,-15.819047,12.647077,-36.159406,19.978827,27.582476
3.97,-728.468000868576,-16.546486,10.976653,-36.502918,19.956432,27.523139
3.98,-734.13122379012,-16.546486,10.976653,-36.84278,19.926054,27.463113
3.99,-739.404166202642,-17.291251,10.976653,-37.178957,19.887706,27.402401
4,-744.279159468064,-17.291251,10.976653,-37.511416,19.841404,27.341004
