"time","step2.y","clutch3.f_normalized_res","J1.w_res","J2.w_res","J3.w_res","J4.w_res","J1.w","J2.w","J3.w","J4.w","clutch3.f_normalized","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.real_time","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
      1.31,         0,         0,   3.74213,   3.43943,   3.43943,         0, 3.2628907, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.32,         0,         0,   3.69702,   3.43943,   3.43943,         0, 3.2176781, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.33,         0,         0,   3.62665,   3.43943,   3.43943,         0, 3.1472578, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.34,         0,         0,   3.53791,   3.43943,   3.43943,         0, 3.0585231, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.35,         0,         0,   3.43952,   3.43943,   3.43943,         0,   2.96016, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.36,         0,         0,   3.34116,   3.43943,   3.43943,         0, 2.8617968, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.37,         0,         0,   3.25233,   3.43943,   3.43943,         0, 2.7730621, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.38,         0,         0,   3.18173,   3.43943,   3.43943,         0, 2.7026419, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.39,         0,         0,   3.13646,   3.43943,   3.43943,         0, 2.6574293, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.4,         0,         0,    3.1208,   3.43943,   3.43943,         0, 2.6418501, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.41,         0,         0,   3.13635,   3.43943,   3.43943,         0, 2.6574293, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.42,         0,         0,   3.18156,   3.43943,   3.43943,         0, 2.7026419, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.43,         0,         0,   3.25198,   3.43943,   3.43943,         0, 2.7730621, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.44,         0,         0,   3.34076,   3.43943,   3.43943,         0, 2.8617968, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.45,         0,         0,   3.43927,   3.43943,   3.43943,         0,   2.96016, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.46,         0,         0,   3.53784,   3.43943,   3.43943,         0, 3.0585232, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.47,         0,         0,   3.62679,   3.43943,   3.43943,         0, 3.1472579, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.48,         0,         0,    3.6974,   3.43943,   3.43943,         0, 3.2176781, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.49,         0,         0,   3.74277,   3.43943,   3.43943,         0, 3.2628907, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       1.5,         0,         0,   3.75846,   3.43943,   3.43943,         0, 3.2784699, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      1.51,         0,         0,   3.75846,   3.43943,   3.43943,         0, 3.2628907, 2.4527601, 2.4527601, 2.4527601,         1,         0,         6,         2,        10,         0,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
