"Time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]"
0.0151502,539.35,-477.349,476.82,0.52933,-544.303,7.48629,536.817
0.0151602,539.332,-471.622,471.09,0.531918,-544.273,6.1777,538.096
0.0151702,539.31,-465.816,465.282,0.5345,-544.24,4.86973,539.37
0.0151802,539.284,-459.933,459.396,0.537077,-544.202,3.56238,540.64
0.0151902,539.254,-453.972,453.432,0.539649,-544.161,2.25562,541.905
0.0152002,539.221,-447.933,447.391,0.542215,-544.115,0.94945,543.165
0.0152102,539.183,-441.829,441.257,0.571961,-544.065,0.440684,543.624
0.0152202,539.141,-435.713,434.978,0.735197,-544.01,0.434242,543.576
0.0152302,539.095,-429.592,428.549,1.04266,-543.952,0.427506,543.524
0.0152402,539.045,-423.464,421.97,1.49426,-543.889,0.420475,543.469
0.0152502,538.991,-417.33,415.241,2.0899,-543.822,0.41315,543.409
0.0152602,538.932,-411.191,408.361,2.82948,-543.751,0.405531,543.345
0.0152702,538.87,-405.045,401.332,3.7129,-543.675,0.397618,543.278
0.0152802,538.804,-398.892,394.152,4.74005,-543.596,0.389412,543.206
0.0152902,538.733,-392.734,386.823,5.91083,-543.512,0.380912,543.131
0.0153002,538.658,-386.568,379.343,7.22512,-543.423,0.372118,543.051
0.0153102,538.58,-380.397,371.714,8.68281,-543.331,0.363031,542.968
0.0153202,538.497,-374.218,363.934,10.2838,-543.234,0.35365,542.88
0.0153302,538.41,-368.033,356.005,12.028,-543.133,0.343977,542.789
0.0153402,538.319,-361.841,347.926,13.9152,-543.027,0.334011,542.693
0.0153502,538.223,-355.643,339.697,15.9455,-542.918,0.323751,542.594
0.0153602,538.124,-349.437,331.319,18.1186,-542.804,0.3132,542.491
0.0153702,538.021,-343.224,322.79,20.4345,-542.685,0.302355,542.383
0.0153802,537.913,-337.005,314.112,22.893,-542.563,0.291218,542.272
0.0153902,537.801,-330.778,305.284,25.494,-542.436,0.27979,542.156
0.0154002,537.685,-324.544,296.307,28.2374,-542.305,0.268069,542.037
0.0154102,537.565,-318.303,287.18,31.123,-542.169,0.256056,541.913
0.0154202,537.441,-312.054,277.903,34.1508,-542.029,0.243752,541.786
0.0154302,537.312,-305.798,268.477,37.3207,-541.885,0.231156,541.654
0.0154402,537.179,-299.534,258.902,40.6326,-541.737,0.218269,541.519
0.0154502,537.043,-293.263,249.177,44.0863,-541.584,0.20509,541.379
0.0154602,536.902,-286.984,239.303,47.6818,-541.427,0.191621,541.235
0.0154702,536.756,-280.698,229.279,51.4187,-541.265,0.177861,541.088
0.0154802,536.607,-274.404,219.107,55.297,-541.1,0.16381,540.936
0.0154902,536.454,-268.102,208.785,59.3166,-540.929,0.149469,540.78
0.0155002,536.296,-261.792,198.315,63.4775,-540.755,0.134837,540.62
0.0155102,536.134,-255.474,187.695,67.7794,-540.576,0.119915,540.456
0.0155202,535.968,-249.148,176.926,72.2223,-540.393,0.104704,540.288
0.0155302,535.797,-242.814,166.008,76.806,-540.205,0.0892024,540.116
0.0155402,535.622,-236.472,154.942,81.5305,-540.013,0.0734113,539.939
0.0155502,535.444,-230.122,143.727,86.3954,-539.816,0.0573313,539.759
0.0155602,535.26,-223.764,132.363,91.4007,-539.615,0.0409623,539.575
0.0155702,535.073,-217.397,120.851,96.5463,-539.41,0.0243045,539.386
0.0155802,534.881,-211.022,109.19,101.832,-539.201,0.007358,539.193
0.0155902,534.686,-204.639,97.3808,107.258,-538.987,-0.00987701,538.996
0.0156002,534.485,-198.247,85.4231,112.823,-538.768,-0.0274003,538.795
0.0156102,534.281,-191.846,73.3171,118.529,-538.545,-0.0452117,538.59
0.0156202,534.072,-185.437,61.0629,124.374,-538.318,-0.063311,538.381
0.0156302,533.86,-179.019,48.6606,130.359,-538.086,-0.0816978,538.168
0.0156402,533.642,-172.593,36.1104,136.482,-537.85,-0.100372,537.95
0.0156502,533.421,-166.158,23.4122,142.745,-537.609,-0.119333,537.729
0.0156602,533.195,-159.714,10.5662,149.148,-537.364,-0.138581,537.503
0.0156702,532.965,-154.626,0.301766,154.324,-419.52,-117.753,537.273
0.0156802,532.734,-154.733,0.298861,154.434,-417.952,-119.09,537.042
0.0156902,532.503,-154.905,0.295929,154.609,-416.37,-120.441,536.811
0.0157002,532.272,-155.141,0.292993,154.848,-414.787,-121.794,536.581
0.0157102,532.041,-155.44,0.290054,155.15,-413.202,-123.148,536.351
0.0157202,531.811,-155.802,0.287113,155.514,-411.617,-124.504,536.121
0.0157302,531.58,-156.226,0.284168,155.942,-410.03,-125.861,535.891
0.0157402,531.35,-156.712,0.281221,156.431,-408.442,-127.221,535.662
0.0157502,531.121,-157.26,0.278271,156.982,-406.853,-128.581,535.434
0.0157602,530.891,-157.869,0.275318,157.594,-405.262,-129.944,535.206
0.0157702,530.663,-158.539,0.272363,158.267,-403.671,-131.308,534.978
0.0157802,530.434,-159.27,0.269405,159,-402.078,-132.673,534.751
0.0157902,530.206,-160.06,0.266444,159.793,-400.485,-134.041,534.525
0.0158002,529.979,-160.909,0.26348,160.645,-398.89,-135.409,534.299
0.0158102,529.752,-161.817,0.260514,161.556,-397.295,-136.78,534.075
0.0158202,529.526,-162.783,0.257546,162.525,-395.698,-138.152,533.85
0.0158302,529.301,-163.806,0.254575,163.551,-394.101,-139.526,533.627
0.0158402,529.076,-164.886,0.251601,164.635,-392.503,-140.902,533.404
0.0158502,528.852,-166.023,0.248625,165.775,-390.904,-142.279,533.183
0.0158602,528.629,-167.216,0.245646,166.971,-389.304,-143.658,532.962
0.0158702,528.406,-168.464,0.242665,168.222,-387.704,-145.038,532.742
0.0158802,528.185,-169.768,0.239682,169.528,-386.102,-146.42,532.523
0.0158902,527.964,-171.125,0.236696,170.889,-384.501,-147.804,532.305
0.0159002,527.744,-172.537,0.233708,172.303,-382.898,-149.19,532.088
0.0159102,527.525,-174.002,0.230718,173.771,-381.295,-150.577,531.872
0.0159202,527.307,-175.52,0.227725,175.292,-379.691,-151.966,531.657
0.0159302,527.091,-177.09,0.22473,176.865,-378.087,-153.357,531.443
0.0159402,526.875,-178.711,0.221733,178.489,-376.482,-154.749,531.231
0.0159502,526.66,-180.384,0.218733,180.165,-374.877,-156.143,531.02
0.0159602,526.447,-182.107,0.215732,181.891,-373.271,-157.539,530.81
0.0159702,526.234,-183.88,0.212728,183.668,-371.665,-158.936,530.601
0.0159802,526.023,-185.703,0.209723,185.493,-370.058,-160.335,530.393
0.0159902,525.813,-187.575,0.206715,187.368,-368.451,-161.736,530.187
0.0160002,525.605,-189.495,0.203705,189.291,-366.844,-163.139,529.982
0.0160102,525.397,-191.462,0.200693,191.262,-365.236,-164.543,529.779
0.0160202,525.191,-193.477,0.197679,193.28,-363.628,-165.949,529.577
0.0160302,524.987,-195.539,0.194663,195.345,-362.02,-167.356,529.376
0.0160402,524.783,-197.647,0.191646,197.455,-360.412,-168.766,529.177
0.0160502,524.581,-199.8,0.188626,199.611,-358.803,-170.177,528.98
0.0160602,524.381,-201.998,0.185605,201.812,-357.194,-171.59,528.784
0.0160702,524.182,-204.24,0.182581,204.057,-355.585,-173.004,528.589
0.0160802,523.985,-206.526,0.179556,206.346,-353.976,-174.42,528.396
0.0160902,523.789,-208.855,0.176529,208.678,-352.367,-175.838,528.205
0.0161002,523.595,-211.227,0.173501,211.053,-350.758,-177.257,528.016
0.0161102,523.402,-213.641,0.17047,213.47,-349.149,-178.679,527.828
0.0161202,523.211,-216.096,0.167438,215.928,-347.54,-180.102,527.642
0.0161302,523.021,-218.591,0.164405,218.427,-345.931,-181.526,527.457
0.0161402,522.834,-221.127,0.161369,220.965,-344.322,-182.953,527.275
0.0161502,522.647,-223.702,0.158333,223.544,-342.713,-184.38,527.094
0.0161602,522.463,-226.316,0.155294,226.161,-341.104,-185.81,526.915
0.0161702,522.281,-228.969,0.152254,228.817,-339.496,-187.242,526.737
0.0161802,522.1,-231.659,0.149213,231.51,-337.887,-188.675,526.562
0.0161902,521.921,-234.387,0.14617,234.241,-336.279,-190.109,526.388
0.0162002,521.744,-237.151,0.143125,237.008,-334.671,-191.546,526.217
0.0162102,521.569,-239.95,0.14008,239.81,-333.063,-192.984,526.047
0.0162202,521.395,-242.785,0.137032,242.648,-331.456,-194.423,525.879
0.0162302,521.224,-245.655,0.133984,245.521,-329.849,-195.865,525.714
0.0162402,521.054,-248.558,0.130934,248.427,-328.242,-197.308,525.55
0.0162502,520.886,-251.495,0.127883,251.367,-326.636,-198.753,525.388
0.0162602,520.721,-254.465,0.12483,254.34,-325.029,-200.199,525.228
0.0162702,520.557,-257.466,0.121777,257.345,-323.424,-201.647,525.071
0.0162802,520.395,-260.5,0.118722,260.381,-321.819,-203.097,524.915
0.0162902,520.236,-263.564,0.115666,263.448,-320.214,-204.548,524.762
0.0163002,520.078,-266.658,0.112609,266.545,-318.61,-206.001,524.61
0.0163102,519.923,-269.781,0.10955,269.672,-317.006,-207.455,524.461
0.0163202,519.769,-272.934,0.106491,272.827,-315.403,-208.911,524.314
0.0163302,519.618,-276.115,0.103431,276.011,-313.8,-210.369,524.169
0.0163402,519.469,-279.323,0.100369,279.223,-312.198,-211.829,524.026
0.0163502,519.322,-282.559,0.0973069,282.461,-310.596,-213.289,523.886
0.0163602,519.177,-285.82,0.0942435,285.726,-308.996,-214.752,523.748
0.0163702,519.034,-289.108,0.0911792,289.017,-307.395,-216.216,523.612
0.0163802,518.894,-292.42,0.088114,292.332,-305.796,-217.682,523.478
0.0163902,518.756,-295.757,0.0850479,295.672,-304.197,-219.149,523.346
0.0164002,518.62,-299.118,0.081981,299.036,-302.599,-220.618,523.217
0.0164102,518.486,-302.501,0.0789133,302.422,-301.002,-222.088,523.09
0.0164202,518.355,-305.907,0.0758448,305.831,-299.405,-223.56,522.965
0.0164302,518.225,-309.335,0.0727755,309.262,-297.809,-225.034,522.843
0.0164402,518.098,-312.784,0.0697056,312.714,-296.214,-226.509,522.723
0.0164502,517.974,-316.253,0.0666349,316.187,-294.62,-227.985,522.605
0.0164602,517.852,-319.742,0.0635636,319.679,-293.027,-229.463,522.49
0.0164702,517.732,-323.25,0.0604916,323.19,-291.434,-230.943,522.377
0.0164802,517.614,-326.777,0.0574191,326.72,-289.843,-232.424,522.266
0.0164902,517.499,-330.322,0.054346,330.267,-288.252,-233.906,522.158
0.0165002,517.386,-333.883,0.0512724,333.832,-286.662,-235.39,522.052
0.0165102,517.275,-337.461,0.0481982,337.413,-285.074,-236.875,521.949
0.0165202,517.167,-341.055,0.0451236,341.01,-283.486,-238.362,521.848
0.0165302,517.062,-344.664,0.0420485,344.622,-281.899,-239.851,521.75
0.0165402,516.958,-348.287,0.038973,348.248,-280.313,-241.34,521.654
0.0165502,516.857,-351.925,0.0358972,351.889,-278.729,-242.831,521.56
0.0165602,516.759,-355.575,0.0328209,355.542,-277.145,-244.324,521.469
0.0165702,516.663,-359.238,0.0297444,359.208,-275.562,-245.818,521.38
0.0165802,516.569,-362.912,0.0266676,362.885,-273.981,-247.313,521.294
0.0165902,516.478,-366.598,0.0235905,366.574,-272.4,-248.81,521.21
0.0166002,516.39,-370.294,0.0205131,370.273,-270.821,-250.308,521.129
0.0166102,516.304,-374,0.0174356,373.982,-269.243,-251.807,521.05
0.0166202,516.22,-377.715,0.0143579,377.7,-267.666,-253.308,520.974
0.0166302,516.139,-381.438,0.01128,381.427,-266.09,-254.81,520.9
0.0166402,516.06,-385.169,0.00820206,385.161,-264.516,-256.314,520.829
0.0166502,515.984,-388.907,0.00512401,388.902,-262.942,-257.818,520.76
0.0166602,515.91,-392.652,0.00204592,392.65,-261.37,-259.324,520.694
0.0166702,515.839,-396.402,-0.00103219,396.403,-259.799,-260.831,520.63
0.0166802,515.77,-400.158,-0.0041103,400.162,-258.229,-262.34,520.569
0.0166902,515.704,-403.917,-0.00718836,403.924,-256.661,-263.849,520.51
0.0167002,515.64,-407.681,-0.0102664,407.691,-255.094,-265.36,520.454
0.0167102,515.579,-411.447,-0.0133442,411.461,-253.528,-266.872,520.401
0.0167202,515.52,-415.216,-0.016422,415.232,-251.964,-268.386,520.349
0.0167302,515.464,-418.986,-0.0194996,419.006,-250.401,-269.9,520.301
0.0167402,515.41,-422.758,-0.022577,422.78,-248.839,-271.416,520.255
0.0167502,515.359,-426.53,-0.0256542,426.555,-247.278,-272.933,520.211
0.0167602,515.31,-430.301,-0.0287311,430.33,-245.719,-274.451,520.17
0.0167702,515.264,-434.072,-0.0318078,434.103,-244.162,-275.97,520.131
0.0167802,515.221,-437.84,-0.0348841,437.875,-242.606,-277.49,520.095
0.0167902,515.18,-441.607,-0.0379601,441.645,-241.051,-279.011,520.062
0.0168002,515.141,-445.37,-0.0410357,445.411,-239.497,-280.533,520.031
0.0168102,515.105,-449.129,-0.0441109,449.174,-237.946,-282.057,520.002
0.0168202,515.071,-452.885,-0.0471857,452.932,-236.395,-283.581,519.976
0.0168302,515.04,-456.635,-0.05026,456.685,-234.846,-285.106,519.952
0.0168402,515.012,-460.379,-0.0533338,460.432,-233.299,-286.633,519.931
0.0168502,514.986,-464.117,-0.0564071,464.173,-231.753,-288.16,519.913
0.0168602,514.962,-467.848,-0.0594798,467.907,-230.208,-289.688,519.897
0.0168702,514.941,-471.571,-0.062552,471.634,-228.666,-291.218,519.883
0.0168802,514.922,-475.286,-0.0656235,475.351,-227.124,-292.748,519.872
0.0168902,514.906,-478.991,-0.0686944,479.06,-225.584,-294.279,519.863
0.0169002,514.892,-482.687,-0.0717646,482.759,-224.046,-295.811,519.857
0.0169102,514.881,-486.373,-0.074834,486.448,-222.509,-297.344,519.853
0.0169202,514.872,-490.047,-0.0779028,490.125,-220.974,-298.877,519.852
0.0169302,514.866,-493.71,-0.0809708,493.791,-219.441,-300.412,519.853
0.0169402,514.862,-497.36,-0.084038,497.444,-217.909,-301.947,519.856
0.0169502,514.861,-500.997,-0.0871043,501.084,-216.379,-303.483,519.862
0.0169602,514.862,-504.62,-0.0901698,504.71,-214.85,-305.02,519.87
0.0169702,514.865,-508.229,-0.0932344,508.322,-213.323,-306.558,519.881
0.0169802,514.871,-511.823,-0.0962981,511.919,-211.798,-308.096,519.894
0.0169902,514.879,-515.401,-0.0993608,515.5,-210.274,-309.635,519.909
0.0170002,514.89,-518.963,-0.102423,519.065,-208.752,-311.175,519.927
0.0170102,514.903,-522.507,-0.105483,522.613,-207.232,-312.715,519.947
0.0170202,514.918,-526.034,-0.108543,526.143,-205.713,-314.256,519.969
0.0170302,514.936,-529.542,-0.111602,529.654,-204.196,-315.798,519.994
0.0170402,514.956,-533.032,-0.114659,533.147,-202.681,-317.34,520.021
0.0170502,514.978,-536.502,-0.117716,536.62,-201.167,-318.883,520.05
0.0170602,515.002,-539.952,-0.120771,540.072,-199.655,-320.426,520.081
0.0170702,515.029,-543.38,-0.123825,543.504,-198.145,-321.97,520.115
0.0170802,515.059,-546.787,-0.126878,546.914,-196.637,-323.515,520.151
0.0170902,515.09,-550.172,-0.129929,550.302,-195.13,-325.059,520.189
0.0171002,515.124,-553.533,-0.13298,553.666,-193.625,-326.605,520.23
0.0171102,515.16,-556.871,-0.136029,557.007,-192.122,-328.151,520.273
0.0171202,515.198,-560.185,-0.139076,560.324,-190.62,-329.697,520.317
0.0171302,515.238,-563.475,-0.142122,563.617,-189.121,-331.243,520.364
0.0171402,515.281,-566.738,-0.145167,566.883,-187.623,-332.79,520.413
0.0171502,515.325,-569.976,-0.148211,570.124,-186.127,-334.338,520.464
0.0171602,515.372,-573.187,-0.151253,573.338,-184.632,-335.885,520.518
0.0171702,515.421,-576.37,-0.154293,576.524,-183.14,-337.433,520.573
0.0171802,515.472,-579.525,-0.157332,579.683,-181.649,-338.981,520.63
0.0171902,515.525,-582.652,-0.160369,582.812,-180.16,-340.53,520.69
0.0172002,515.581,-585.749,-0.163405,585.913,-178.673,-342.078,520.751
0.0172102,515.638,-588.817,-0.166439,588.983,-177.188,-343.627,520.815
0.0172202,515.697,-591.854,-0.169472,592.023,-175.704,-345.176,520.88
0.0172302,515.759,-594.86,-0.172503,595.032,-174.222,-346.725,520.948
0.0172402,515.822,-597.834,-0.175532,598.009,-172.742,-348.275,521.017
0.0172502,515.887,-600.776,-0.178559,600.954,-171.264,-349.824,521.088
0.0172602,515.955,-603.684,-0.181585,603.866,-169.788,-351.373,521.161
0.0172702,516.024,-606.559,-0.184609,606.744,-168.314,-352.923,521.236
0.0172802,516.095,-609.4,-0.187631,609.587,-166.841,-354.472,521.313
0.0172902,516.168,-612.206,-0.190651,612.396,-165.37,-356.022,521.392
0.0173002,516.243,-614.976,-0.19367,615.17,-163.901,-357.571,521.472
0.0173102,516.32,-617.711,-0.196686,617.908,-162.434,-359.12,521.554
0.0173202,516.398,-620.409,-0.199701,620.609,-160.969,-360.669,521.638
0.0173302,516.479,-623.07,-0.202713,623.272,-159.505,-362.219,521.724
0.0173402,516.561,-625.692,-0.205724,625.898,-158.044,-363.767,521.811
0.0173502,516.644,-628.276,-0.208732,628.485,-156.584,-365.316,521.9
0.0173602,516.73,-630.821,-0.211739,631.033,-155.126,-366.865,521.991
0.0173702,516.817,-633.327,-0.214743,633.542,-153.67,-368.413,522.083
0.0173802,516.906,-635.793,-0.217745,636.011,-152.216,-369.961,522.177
0.0173902,516.996,-638.218,-0.220745,638.439,-150.763,-371.509,522.272
0.0174002,517.088,-640.601,-0.223743,640.825,-149.313,-373.056,522.369
0.0174102,517.182,-642.943,-0.226739,643.17,-147.864,-374.603,522.467
0.0174202,517.277,-645.242,-0.229732,645.472,-146.417,-376.15,522.567
0.0174302,517.374,-647.498,-0.232723,647.731,-144.972,-377.696,522.668
0.0174402,517.472,-649.71,-0.235712,649.946,-143.529,-379.242,522.771
0.0174502,517.572,-651.878,-0.238699,652.117,-142.088,-380.787,522.875
0.0174602,517.673,-654.001,-0.241683,654.243,-140.648,-382.332,522.98
0.0174702,517.775,-656.079,-0.244665,656.323,-139.211,-383.876,523.087
0.0174802,517.879,-658.11,-0.247644,658.358,-137.775,-385.42,523.195
0.0174902,517.985,-660.096,-0.250621,660.346,-136.341,-386.963,523.304
0.0175002,518.091,-662.034,-0.253596,662.288,-134.909,-388.505,523.414
0.0175102,518.199,-663.925,-0.256568,664.182,-133.479,-390.047,523.526
0.0175202,518.308,-665.768,-0.259537,666.027,-132.051,-391.588,523.639
0.0175302,518.418,-667.562,-0.262504,667.824,-130.624,-393.128,523.752
0.0175402,518.53,-669.307,-0.265468,669.572,-129.199,-394.668,523.867
0.0175502,518.642,-671.002,-0.26843,671.27,-127.777,-396.207,523.983
0.0175602,518.756,-672.647,-0.271389,672.918,-126.356,-397.745,524.1
0.0175702,518.871,-674.241,-0.274345,674.515,-124.936,-399.282,524.218
0.0175802,518.986,-675.783,-0.277299,676.06,-123.519,-400.818,524.337
0.0175902,519.103,-677.273,-0.28025,677.554,-122.104,-402.353,524.457
0.0176002,519.221,-678.711,-0.283198,678.995,-120.69,-403.888,524.578
0.0176102,519.34,-680.096,-0.286143,680.382,-119.278,-405.421,524.699
0.0176202,519.46,-681.428,-0.289086,681.717,-117.868,-406.954,524.822
0.0176302,519.58,-682.706,-0.292025,682.998,-116.46,-408.485,524.945
0.0176402,519.702,-683.93,-0.294962,684.225,-115.053,-410.016,525.069
0.0176502,519.824,-685.098,-0.297896,685.396,-113.649,-411.545,525.193
0.0176602,519.947,-686.212,-0.300827,686.512,-112.246,-413.073,525.318
0.0176702,520.07,-687.269,-0.303755,687.572,-110.845,-414.6,525.444
0.0176802,520.195,-688.269,-0.30668,688.576,-109.445,-416.125,525.571
0.0176902,520.32,-689.213,-0.309602,689.523,-108.048,-417.65,525.698
0.0177002,520.446,-690.099,-0.312521,690.412,-106.652,-419.173,525.825
0.0177102,520.572,-690.928,-0.315436,691.243,-105.258,-420.695,525.953
0.0177202,520.699,-691.698,-0.318349,692.016,-103.866,-422.215,526.081
0.0177302,520.826,-692.409,-0.321259,692.73,-102.476,-423.734,526.21
0.0177402,520.954,-693.06,-0.324165,693.384,-101.087,-425.252,526.339
0.0177502,521.082,-693.652,-0.327068,693.98,-99.6999,-426.768,526.468
0.0177602,521.21,-694.184,-0.329968,694.514,-98.3148,-428.283,526.598
0.0177702,521.339,-694.655,-0.332865,694.988,-96.9313,-429.796,526.728
0.0177802,521.468,-695.065,-0.335758,695.401,-95.5496,-431.308,526.858
0.0177902,521.598,-695.414,-0.338648,695.753,-94.1696,-432.818,526.988
0.0178002,521.727,-695.7,-0.341535,696.042,-92.7914,-434.327,527.118
0.0178102,521.857,-695.924,-0.344418,696.268,-91.4148,-435.833,527.248
0.0178202,521.987,-696.085,-0.347298,696.432,-90.0399,-437.339,527.378
0.0178302,522.117,-696.182,-0.350175,696.533,-88.6668,-438.842,527.509
0.0178402,522.247,-696.216,-0.353048,696.569,-87.2953,-440.344,527.639
0.0178502,522.377,-696.185,-0.355917,696.541,-85.9255,-441.843,527.769
0.0178602,522.507,-696.09,-0.358784,696.449,-84.5574,-443.341,527.899
0.0178702,522.637,-695.93,-0.361646,696.292,-83.1909,-444.837,528.028
0.0178802,522.767,-695.704,-0.364505,696.069,-81.8261,-446.332,528.158
0.0178902,522.897,-695.413,-0.36736,695.78,-80.4629,-447.824,528.287
0.0179002,523.026,-695.055,-0.370212,695.425,-79.1014,-449.314,528.415
0.0179102,523.155,-694.631,-0.37306,695.004,-77.7415,-450.802,528.544
0.0179202,523.284,-694.139,-0.375905,694.515,-76.3833,-452.288,528.672
0.0179302,523.413,-693.58,-0.378745,693.959,-75.0266,-453.772,528.799
0.0179402,523.541,-692.953,-0.381582,693.335,-73.6716,-455.254,528.926
0.0179502,523.668,-692.258,-0.384416,692.643,-72.3181,-456.734,529.052
0.0179602,523.796,-691.495,-0.387245,691.882,-70.9662,-458.212,529.178
0.0179702,523.922,-690.662,-0.390071,691.052,-69.6159,-459.687,529.303
0.0179802,524.048,-689.76,-0.392892,690.153,-68.2672,-461.16,529.427
0.0179902,524.174,-688.788,-0.39571,689.184,-66.92,-462.631,529.551
0.0180002,524.299,-687.746,-0.398524,688.145,-65.5744,-464.099,529.673
0.0180102,524.423,-686.634,-0.401334,687.035,-64.2303,-465.565,529.795
0.0180202,524.546,-685.451,-0.40414,685.855,-62.8878,-467.028,529.916
0.0180302,524.668,-684.197,-0.406942,684.604,-61.5467,-468.489,530.036
0.0180402,524.79,-682.871,-0.40974,683.281,-60.2072,-469.948,530.155
0.0180502,524.911,-681.474,-0.412534,681.886,-58.8692,-471.404,530.273
0.0180602,525.031,-680.004,-0.415324,680.419,-57.5326,-472.857,530.39
0.0180702,525.149,-678.462,-0.41811,678.88,-56.1975,-474.308,530.506
0.0180802,525.267,-676.847,-0.420892,677.268,-54.8639,-475.756,530.62
0.0180902,525.384,-675.159,-0.423669,675.583,-53.5318,-477.202,530.733
0.0181002,525.499,-673.398,-0.426443,673.824,-52.201,-478.644,530.845
0.0181102,525.613,-671.562,-0.429212,671.991,-50.8717,-480.084,530.956
0.0181202,525.726,-669.653,-0.431977,670.085,-49.5439,-481.521,531.065
0.0181302,525.838,-667.67,-0.434738,668.104,-48.2174,-482.955,531.173
0.0181402,525.948,-665.611,-0.437494,666.049,-46.8924,-484.387,531.279
0.0181502,526.057,-663.478,-0.440246,663.919,-45.5687,-485.815,531.384
0.0181602,526.165,-661.27,-0.442994,661.713,-44.2464,-487.241,531.487
0.0181702,526.271,-658.986,-0.445737,659.432,-42.9255,-488.663,531.588
0.0181802,526.376,-656.627,-0.448476,657.075,-41.6059,-490.082,531.688
0.0181902,526.478,-654.191,-0.45121,654.643,-40.2876,-491.499,531.786
0.0182002,526.58,-651.679,-0.453941,652.133,-38.9707,-492.912,531.882
0.0182102,526.679,-649.091,-0.456666,649.548,-37.6551,-494.322,531.977
0.0182202,526.777,-646.426,-0.459387,646.885,-36.3408,-495.728,532.069
0.0182302,526.873,-643.683,-0.462104,644.145,-35.0278,-497.132,532.16
0.0182402,526.967,-640.864,-0.464816,641.328,-33.716,-498.532,532.248
0.0182502,527.059,-637.967,-0.467523,638.434,-32.4056,-499.929,532.335
0.0182602,527.15,-634.992,-0.470226,635.462,-31.0963,-501.323,532.419
0.0182702,527.238,-631.939,-0.472924,632.412,-29.7884,-502.713,532.501
0.0182802,527.324,-628.808,-0.475618,629.283,-28.4816,-504.1,532.581
0.0182902,527.408,-625.598,-0.478306,626.077,-27.1761,-505.483,532.659
0.0183002,527.49,-622.31,-0.48099,622.791,-25.8717,-506.863,532.734
0.0183102,527.57,-618.943,-0.48367,619.427,-24.5686,-508.239,532.807
0.0183202,527.648,-615.497,-0.486344,615.983,-23.2666,-509.611,532.878
0.0183302,527.723,-611.972,-0.489014,612.461,-21.9658,-510.98,532.946
0.0183402,527.796,-608.367,-0.491679,608.859,-20.6662,-512.346,533.012
0.0183502,527.866,-604.682,-0.494339,605.177,-19.3676,-513.707,533.075
0.0183602,527.934,-600.918,-0.496994,601.415,-18.0702,-515.065,533.135
0.0183702,527.999,-597.074,-0.499644,597.573,-16.7739,-516.419,533.193
0.0183802,528.062,-593.149,-0.50229,593.651,-15.4787,-517.769,533.248
0.0183902,528.122,-589.144,-0.50493,589.649,-14.1845,-519.115,533.3
0.0184002,528.179,-585.058,-0.507566,585.566,-12.8915,-520.457,533.349
0.0184102,528.234,-580.892,-0.510196,581.402,-11.5994,-521.796,533.395
0.0184202,528.286,-576.645,-0.512821,577.158,-10.3084,-523.13,533.439
0.0184302,528.335,-572.317,-0.515442,572.832,-9.01846,-524.461,533.479
0.0184402,528.381,-567.907,-0.518057,568.425,-7.72948,-525.787,533.516
0.0184502,528.424,-563.416,-0.520667,563.937,-6.4415,-527.109,533.55
0.0184602,528.464,-558.844,-0.523272,559.367,-5.15448,-528.427,533.581
0.0184702,528.501,-554.19,-0.525872,554.716,-3.86845,-529.741,533.609
0.0184802,528.535,-549.455,-0.528466,549.984,-2.58339,-531.05,533.634
0.0184902,528.566,-544.639,-0.531056,545.17,-1.29927,-532.355,533.655
0.0185002,528.593,-539.734,-0.545569,540.28,-0.539188,-533.133,533.672
0.0185102,528.618,-534.688,-0.677228,535.365,-0.53401,-533.153,533.687
0.0185202,528.638,-529.489,-0.95071,530.44,-0.528538,-533.169,533.697
0.0185302,528.656,-524.137,-1.36588,525.503,-0.522771,-533.182,533.705
0.0185402,528.67,-518.632,-1.92262,520.555,-0.516709,-533.192,533.708
0.0185502,528.681,-512.974,-2.62078,515.595,-0.510353,-533.198,533.709
0.0185602,528.689,-507.163,-3.46024,510.623,-0.503702,-533.202,533.706
0.0185702,528.693,-501.199,-4.44085,505.639,-0.496757,-533.202,533.699
0.0185802,528.694,-495.081,-5.56247,500.644,-0.489518,-533.2,533.689
0.0185902,528.692,-488.81,-6.82495,495.635,-0.481985,-533.193,533.675
0.0186002,528.686,-482.386,-8.22816,490.614,-0.474158,-533.184,533.658
0.0186102,528.677,-475.809,-9.77194,485.581,-0.466037,-533.172,533.638
0.0186202,528.665,-469.078,-11.4562,480.535,-0.457622,-533.156,533.614
0.0186302,528.649,-462.195,-13.2807,475.475,-0.448914,-533.137,533.586
0.0186402,528.63,-455.158,-15.2453,470.403,-0.439912,-533.115,533.555
0.0186502,528.608,-447.967,-17.3499,465.317,-0.430617,-533.089,533.52
0.0186602,528.582,-440.624,-19.5944,460.218,-0.421029,-533.061,533.482
0.0186702,528.553,-433.127,-21.9786,455.105,-0.411148,-533.029,533.44
0.0186802,528.52,-425.477,-24.5023,449.979,-0.400974,-532.993,533.394
0.0186902,528.484,-417.673,-27.1654,444.838,-0.390507,-532.955,533.345
0.0187002,528.444,-409.716,-29.9677,439.684,-0.379748,-532.913,533.293
0.0187102,528.401,-401.606,-32.9092,434.515,-0.368696,-532.868,533.236
