"time",	"Noise",	"Noise_Filt",	"Noise_Filt_Sat",	"Sine",	"Sine_Filt",	"Sine_Filt_Quantized"
1.392,	1.808851,	0.055179,	0.055179,	1.968117,	1.522601,	1.5
1.393,	1.808851,	0.055179,	0.055179,	1.968472,	1.5239,	1.5
1.394,	1.808851,	0.055179,	0.055179,	1.968824,	1.525198,	1.5
1.395,	1.808851,	0.055179,	0.055179,	1.969175,	1.526495,	1.5
1.396,	1.808851,	0.055179,	0.055179,	1.969524,	1.52779,	1.5
1.397,	1.808851,	0.055179,	0.055179,	1.969871,	1.529083,	1.5
1.398,	1.808851,	0.055179,	0.055179,	1.970216,	1.530376,	1.5
1.399,	1.808851,	0.055179,	0.055179,	1.970559,	1.531666,	1.5
1.4,	1.808851,	0.055179,	0.055179,	1.970899,	1.532955,	1.5
1.401,	1.088847,	0.188526,	0.188526,	1.971238,	1.534243,	1.5
1.402,	1.088847,	0.188526,	0.188526,	1.971575,	1.535529,	1.5
1.403,	1.088847,	0.188526,	0.188526,	1.97191,	1.536814,	1.5
1.404,	1.088847,	0.188526,	0.188526,	1.972243,	1.538097,	1.5
1.405,	1.088847,	0.188526,	0.188526,	1.972574,	1.539379,	1.5
1.406,	1.088847,	0.188526,	0.188526,	1.972904,	1.54066,	1.5
1.407,	1.088847,	0.188526,	0.188526,	1.973231,	1.541938,	1.5
1.408,	1.088847,	0.188526,	0.188526,	1.973556,	1.543216,	1.5
1.409,	1.088847,	0.188526,	0.188526,	1.973879,	1.544492,	1.5
1.41,	1.088847,	0.188526,	0.188526,	1.9742,	1.545766,	1.5
1.411,	1.088847,	0.188526,	0.188526,	1.974519,	1.547039,	1.5
1.412,	1.088847,	0.188526,	0.188526,	1.974837,	1.54831,	1.5
1.413,	1.088847,	0.188526,	0.188526,	1.975152,	1.54958,	1.5
1.414,	1.088847,	0.188526,	0.188526,	1.975465,	1.550849,	1.5
1.415,	1.088847,	0.188526,	0.188526,	1.975777,	1.552116,	1.5
1.416,	1.088847,	0.188526,	0.188526,	1.976086,	1.553381,	1.5
1.417,	1.088847,	0.188526,	0.188526,	1.976393,	1.554645,	1.5
1.418,	1.088847,	0.188526,	0.188526,	1.976699,	1.555907,	1.5
1.419,	1.088847,	0.188526,	0.188526,	1.977002,	1.557168,	1.5
1.42,	1.088847,	0.188526,	0.188526,	1.977304,	1.558427,	1.5
1.421,	1.088847,	0.188526,	0.188526,	1.977603,	1.559685,	1.6
1.422,	1.088847,	0.188526,	0.188526,	1.9779,	1.560942,	1.6
1.423,	1.088847,	0.188526,	0.188526,	1.978196,	1.562196,	1.6
1.424,	1.088847,	0.188526,	0.188526,	1.97849,	1.56345,	1.6
1.425,	1.088847,	0.188526,	0.188526,	1.978781,	1.564701,	1.6
1.426,	1.088847,	0.188526,	0.188526,	1.979071,	1.565952,	1.6
1.427,	1.088847,	0.188526,	0.188526,	1.979358,	1.5672,	1.6
1.428,	1.088847,	0.188526,	0.188526,	1.979644,	1.568447,	1.6
1.429,	1.088847,	0.188526,	0.188526,	1.979927,	1.569693,	1.6
1.43,	1.088847,	0.188526,	0.188526,	1.980209,	1.570937,	1.6
1.431,	1.088847,	0.188526,	0.188526,	1.980489,	1.57218,	1.6
1.432,	1.088847,	0.188526,	0.188526,	1.980766,	1.573421,	1.6
1.433,	1.088847,	0.188526,	0.188526,	1.981042,	1.57466,	1.6
1.434,	1.088847,	0.188526,	0.188526,	1.981316,	1.575898,	1.6
1.435,	1.088847,	0.188526,	0.188526,	1.981588,	1.577134,	1.6
1.436,	1.088847,	0.188526,	0.188526,	1.981857,	1.578369,	1.6
1.437,	1.088847,	0.188526,	0.188526,	1.982125,	1.579603,	1.6
1.438,	1.088847,	0.188526,	0.188526,	1.982391,	1.580834,	1.6
1.439,	1.088847,	0.188526,	0.188526,	1.982655,	1.582064,	1.6
1.44,	1.088847,	0.188526,	0.188526,	1.982917,	1.583293,	1.6
1.441,	1.088847,	0.188526,	0.188526,	1.983177,	1.58452,	1.6
1.442,	1.088847,	0.188526,	0.188526,	1.983434,	1.585746,	1.6
1.443,	1.088847,	0.188526,	0.188526,	1.98369,	1.586969,	1.6
1.444,	1.088847,	0.188526,	0.188526,	1.983944,	1.588192,	1.6
1.445,	1.088847,	0.188526,	0.188526,	1.984196,	1.589413,	1.6
1.446,	1.088847,	0.188526,	0.188526,	1.984446,	1.590632,	1.6
1.447,	1.088847,	0.188526,	0.188526,	1.984694,	1.591849,	1.6
1.448,	1.088847,	0.188526,	0.188526,	1.98494,	1.593065,	1.6
1.449,	1.088847,	0.188526,	0.188526,	1.985184,	1.59428,	1.6
1.45,	1.088847,	0.188526,	0.188526,	1.985426,	1.595493,	1.6
1.451,	0.474847,	0.238456,	0.238456,	1.985666,	1.596704,	1.6
1.452,	0.474847,	0.238456,	0.238456,	1.985904,	1.597914,	1.6
1.453,	0.474847,	0.238456,	0.238456,	1.98614,	1.599122,	1.6
1.454,	0.474847,	0.238456,	0.238456,	1.986374,	1.600329,	1.6
1.455,	0.474847,	0.238456,	0.238456,	1.986606,	1.601534,	1.6
1.456,	0.474847,	0.238456,	0.238456,	1.986836,	1.602737,	1.6
1.457,	0.474847,	0.238456,	0.238456,	1.987064,	1.603939,	1.6
1.458,	0.474847,	0.238456,	0.238456,	1.98729,	1.605139,	1.6
1.459,	0.474847,	0.238456,	0.238456,	1.987515,	1.606338,	1.6
1.46,	0.474847,	0.238456,	0.238456,	1.987737,	1.607535,	1.6
1.461,	0.474847,	0.238456,	0.238456,	1.987957,	1.60873,	1.6
1.462,	0.474847,	0.238456,	0.238456,	1.988175,	1.609924,	1.6
1.463,	0.474847,	0.238456,	0.238456,	1.988391,	1.611116,	1.6
1.464,	0.474847,	0.238456,	0.238456,	1.988605,	1.612306,	1.6
1.465,	0.474847,	0.238456,	0.238456,	1.988818,	1.613495,	1.6
1.466,	0.474847,	0.238456,	0.238456,	1.989028,	1.614683,	1.6
1.467,	0.474847,	0.238456,	0.238456,	1.989236,	1.615869,	1.6
1.468,	0.474847,	0.238456,	0.238456,	1.989442,	1.617053,	1.6
1.469,	0.474847,	0.238456,	0.238456,	1.989646,	1.618235,	1.6
1.47,	0.474847,	0.238456,	0.238456,	1.989849,	1.619416,	1.6
1.471,	0.474847,	0.238456,	0.238456,	1.990049,	1.620595,	1.6
1.472,	0.474847,	0.238456,	0.238456,	1.990247,	1.621773,	1.6
1.473,	0.474847,	0.238456,	0.238456,	1.990443,	1.622949,	1.6
1.474,	0.474847,	0.238456,	0.238456,	1.990638,	1.624123,	1.6
1.475,	0.474847,	0.238456,	0.238456,	1.99083,	1.625296,	1.6
1.476,	0.474847,	0.238456,	0.238456,	1.99102,	1.626467,	1.6
1.477,	0.474847,	0.238456,	0.238456,	1.991209,	1.627637,	1.6
1.478,	0.474847,	0.238456,	0.238456,	1.991395,	1.628804,	1.6
1.479,	0.474847,	0.238456,	0.238456,	1.991579,	1.629971,	1.6
1.48,	0.474847,	0.238456,	0.238456,	1.991762,	1.631135,	1.6
1.481,	0.474847,	0.238456,	0.238456,	1.991942,	1.632298,	1.6
1.482,	0.474847,	0.238456,	0.238456,	1.99212,	1.633459,	1.6
1.483,	0.474847,	0.238456,	0.238456,	1.992297,	1.634619,	1.6
1.484,	0.474847,	0.238456,	0.238456,	1.992471,	1.635777,	1.6
1.485,	0.474847,	0.238456,	0.238456,	1.992644,	1.636933,	1.6
1.486,	0.474847,	0.238456,	0.238456,	1.992814,	1.638088,	1.6
1.487,	0.474847,	0.238456,	0.238456,	1.992982,	1.639241,	1.6
1.488,	0.474847,	0.238456,	0.238456,	1.993149,	1.640393,	1.6
1.489,	0.474847,	0.238456,	0.238456,	1.993313,	1.641542,	1.6
1.49,	0.474847,	0.238456,	0.238456,	1.993476,	1.64269,	1.6
1.491,	0.474847,	0.238456,	0.238456,	1.993636,	1.643837,	1.6
1.492,	0.474847,	0.238456,	0.238456,	1.993794,	1.644981,	1.6
1.493,	0.474847,	0.238456,	0.238456,	1.993951,	1.646125,	1.6
1.494,	0.474847,	0.238456,	0.238456,	1.994105,	1.647266,	1.6
1.495,	0.474847,	0.238456,	0.238456,	1.994258,	1.648406,	1.6
1.496,	0.474847,	0.238456,	0.238456,	1.994408,	1.649544,	1.6
1.497,	0.474847,	0.238456,	0.238456,	1.994557,	1.65068,	1.6
1.498,	0.474847,	0.238456,	0.238456,	1.994703,	1.651815,	1.6
1.499,	0.474847,	0.238456,	0.238456,	1.994848,	1.652948,	1.6
1.5,	0.474847,	0.238456,	0.238456,	1.99499,	1.654079,	1.6
1.501,	-0.829179,	0.122886,	0.122886,	1.99513,	1.655209,	1.7
1.502,	-0.829179,	0.122886,	0.122886,	1.995269,	1.656337,	1.7
1.503,	-0.829179,	0.122886,	0.122886,	1.995405,	1.657463,	1.7
1.504,	-0.829179,	0.122886,	0.122886,	1.99554,	1.658588,	1.7
1.505,	-0.829179,	0.122886,	0.122886,	1.995672,	1.659711,	1.7
1.506,	-0.829179,	0.122886,	0.122886,	1.995803,	1.660832,	1.7
1.507,	-0.829179,	0.122886,	0.122886,	1.995931,	1.661952,	1.7
1.508,	-0.829179,	0.122886,	0.122886,	1.996058,	1.663069,	1.7
1.509,	-0.829179,	0.122886,	0.122886,	1.996182,	1.664186,	1.7
1.51,	-0.829179,	0.122886,	0.122886,	1.996305,	1.6653,	1.7
1.511,	-0.829179,	0.122886,	0.122886,	1.996425,	1.666413,	1.7
1.512,	-0.829179,	0.122886,	0.122886,	1.996544,	1.667524,	1.7
1.513,	-0.829179,	0.122886,	0.122886,	1.996661,	1.668633,	1.7
1.514,	-0.829179,	0.122886,	0.122886,	1.996775,	1.669741,	1.7
1.515,	-0.829179,	0.122886,	0.122886,	1.996888,	1.670847,	1.7
1.516,	-0.829179,	0.122886,	0.122886,	1.996998,	1.671951,	1.7
1.517,	-0.829179,	0.122886,	0.122886,	1.997107,	1.673054,	1.7
1.518,	-0.829179,	0.122886,	0.122886,	1.997213,	1.674155,	1.7
1.519,	-0.829179,	0.122886,	0.122886,	1.997318,	1.675254,	1.7
1.52,	-0.829179,	0.122886,	0.122886,	1.99742,	1.676351,	1.7
1.521,	-0.829179,	0.122886,	0.122886,	1.997521,	1.677447,	1.7
1.522,	-0.829179,	0.122886,	0.122886,	1.997619,	1.678541,	1.7
1.523,	-0.829179,	0.122886,	0.122886,	1.997716,	1.679633,	1.7
1.524,	-0.829179,	0.122886,	0.122886,	1.997811,	1.680724,	1.7
1.525,	-0.829179,	0.122886,	0.122886,	1.997903,	1.681813,	1.7
1.526,	-0.829179,	0.122886,	0.122886,	1.997994,	1.6829,	1.7
1.527,	-0.829179,	0.122886,	0.122886,	1.998082,	1.683985,	1.7
1.528,	-0.829179,	0.122886,	0.122886,	1.998169,	1.685069,	1.7
1.529,	-0.829179,	0.122886,	0.122886,	1.998253,	1.686151,	1.7
1.53,	-0.829179,	0.122886,	0.122886,	1.998336,	1.687231,	1.7
1.531,	-0.829179,	0.122886,	0.122886,	1.998416,	1.688309,	1.7
1.532,	-0.829179,	0.122886,	0.122886,	1.998495,	1.689386,	1.7
1.533,	-0.829179,	0.122886,	0.122886,	1.998572,	1.690461,	1.7
1.534,	-0.829179,	0.122886,	0.122886,	1.998646,	1.691534,	1.7
1.535,	-0.829179,	0.122886,	0.122886,	1.998719,	1.692606,	1.7
1.536,	-0.829179,	0.122886,	0.122886,	1.998789,	1.693675,	1.7
1.537,	-0.829179,	0.122886,	0.122886,	1.998858,	1.694743,	1.7
1.538,	-0.829179,	0.122886,	0.122886,	1.998924,	1.69581,	1.7
1.539,	-0.829179,	0.122886,	0.122886,	1.998989,	1.696874,	1.7
1.54,	-0.829179,	0.122886,	0.122886,	1.999052,	1.697937,	1.7
1.541,	-0.829179,	0.122886,	0.122886,	1.999112,	1.698998,	1.7
1.542,	-0.829179,	0.122886,	0.122886,	1.999171,	1.700057,	1.7
1.543,	-0.829179,	0.122886,	0.122886,	1.999227,	1.701115,	1.7
1.544,	-0.829179,	0.122886,	0.122886,	1.999282,	1.702171,	1.7
1.545,	-0.829179,	0.122886,	0.122886,	1.999335,	1.703225,	1.7
1.546,	-0.829179,	0.122886,	0.122886,	1.999385,	1.704277,	1.7
1.547,	-0.829179,	0.122886,	0.122886,	1.999434,	1.705327,	1.7
1.548,	-0.829179,	0.122886,	0.122886,	1.99948,	1.706376,	1.7
1.549,	-0.829179,	0.122886,	0.122886,	1.999525,	1.707423,	1.7
1.55,	-0.829179,	0.122886,	0.122886,	1.999568,	1.708468,	1.7
1.551,	-0.650097,	0.035479,	0.035479,	1.999608,	1.709512,	1.7
1.552,	-0.650097,	0.035479,	0.035479,	1.999647,	1.710553,	1.7
1.553,	-0.650097,	0.035479,	0.035479,	1.999683,	1.711593,	1.7
1.554,	-0.650097,	0.035479,	0.035479,	1.999718,	1.712631,	1.7
1.555,	-0.650097,	0.035479,	0.035479,	1.99975,	1.713668,	1.7
1.556,	-0.650097,	0.035479,	0.035479,	1.999781,	1.714702,	1.7
1.557,	-0.650097,	0.035479,	0.035479,	1.99981,	1.715735,	1.7
1.558,	-0.650097,	0.035479,	0.035479,	1.999836,	1.716766,	1.7
1.559,	-0.650097,	0.035479,	0.035479,	1.999861,	1.717795,	1.7
1.56,	-0.650097,	0.035479,	0.035479,	1.999883,	1.718823,	1.7
1.561,	-0.650097,	0.035479,	0.035479,	1.999904,	1.719848,	1.7
1.562,	-0.650097,	0.035479,	0.035479,	1.999923,	1.720872,	1.7
1.563,	-0.650097,	0.035479,	0.035479,	1.999939,	1.721894,	1.7
1.564,	-0.650097,	0.035479,	0.035479,	1.999954,	1.722915,	1.7
1.565,	-0.650097,	0.035479,	0.035479,	1.999966,	1.723933,	1.7
1.566,	-0.650097,	0.035479,	0.035479,	1.999977,	1.72495,	1.7
1.567,	-0.650097,	0.035479,	0.035479,	1.999986,	1.725965,	1.7
1.568,	-0.650097,	0.035479,	0.035479,	1.999992,	1.726978,	1.7
1.569,	-0.650097,	0.035479,	0.035479,	1.999997,	1.72799,	1.7
1.57,	-0.650097,	0.035479,	0.035479,	1.999999,	1.728999,	1.7
1.571,	-0.650097,	0.035479,	0.035479,	2,	1.730007,	1.7
1.572,	-0.650097,	0.035479,	0.035479,	1.999999,	1.731013,	1.7
1.573,	-0.650097,	0.035479,	0.035479,	1.999995,	1.732017,	1.7
1.574,	-0.650097,	0.035479,	0.035479,	1.99999,	1.733019,	1.7
1.575,	-0.650097,	0.035479,	0.035479,	1.999982,	1.73402,	1.7
1.576,	-0.650097,	0.035479,	0.035479,	1.999973,	1.735019,	1.7
1.577,	-0.650097,	0.035479,	0.035479,	1.999962,	1.736016,	1.7
1.578,	-0.650097,	0.035479,	0.035479,	1.999948,	1.737011,	1.7
1.579,	-0.650097,	0.035479,	0.035479,	1.999933,	1.738004,	1.7
1.58,	-0.650097,	0.035479,	0.035479,	1.999915,	1.738996,	1.7
1.581,	-0.650097,	0.035479,	0.035479,	1.999896,	1.739986,	1.7
1.582,	-0.650097,	0.035479,	0.035479,	1.999874,	1.740973,	1.7
1.583,	-0.650097,	0.035479,	0.035479,	1.999851,	1.74196,	1.7
1.584,	-0.650097,	0.035479,	0.035479,	1.999826,	1.742944,	1.7
1.585,	-0.650097,	0.035479,	0.035479,	1.999798,	1.743926,	1.7
1.586,	-0.650097,	0.035479,	0.035479,	1.999769,	1.744907,	1.7
1.587,	-0.650097,	0.035479,	0.035479,	1.999737,	1.745886,	1.7
1.588,	-0.650097,	0.035479,	0.035479,	1.999704,	1.746863,	1.7
1.589,	-0.650097,	0.035479,	0.035479,	1.999669,	1.747838,	1.7
1.59,	-0.650097,	0.035479,	0.035479,	1.999631,	1.748811,	1.7
1.591,	-0.650097,	0.035479,	0.035479,	1.999592,	1.749783,	1.7
1.592,	-0.650097,	0.035479,	0.035479,	1.99955,	1.750752,	1.7
1.593,	-0.650097,	0.035479,	0.035479,	1.999507,	1.75172,	1.7
1.594,	-0.650097,	0.035479,	0.035479,	1.999462,	1.752686,	1.7
1.595,	-0.650097,	0.035479,	0.035479,	1.999414,	1.753651,	1.7
1.596,	-0.650097,	0.035479,	0.035479,	1.999365,	1.754613,	1.7
1.597,	-0.650097,	0.035479,	0.035479,	1.999313,	1.755573,	1.7
1.598,	-0.650097,	0.035479,	0.035479,	1.99926,	1.756532,	1.7
1.599,	-0.650097,	0.035479,	0.035479,	1.999205,	1.757489,	1.7
1.6,	-0.650097,	0.035479,	0.035479,	1.999147,	1.758444,	1.7
1.601,	-0.332427,	-0.007848,	-0.007848,	1.999088,	1.759397,	1.8
1.602,	-0.332427,	-0.007848,	-0.007848,	1.999026,	1.760348,	1.8
1.603,	-0.332427,	-0.007848,	-0.007848,	1.998963,	1.761298,	1.8
1.604,	-0.332427,	-0.007848,	-0.007848,	1.998898,	1.762246,	1.8
1.605,	-0.332427,	-0.007848,	-0.007848,	1.99883,	1.763191,	1.8
1.606,	-0.332427,	-0.007848,	-0.007848,	1.998761,	1.764135,	1.8
1.607,	-0.332427,	-0.007848,	-0.007848,	1.998689,	1.765077,	1.8
1.608,	-0.332427,	-0.007848,	-0.007848,	1.998616,	1.766018,	1.8
1.609,	-0.332427,	-0.007848,	-0.007848,	1.998541,	1.766956,	1.8
1.61,	-0.332427,	-0.007848,	-0.007848,	1.998463,	1.767893,	1.8
1.611,	-0.332427,	-0.007848,	-0.007848,	1.998384,	1.768827,	1.8
1.612,	-0.332427,	-0.007848,	-0.007848,	1.998302,	1.76976,	1.8
1.613,	-0.332427,	-0.007848,	-0.007848,	1.998219,	1.770691,	1.8
1.614,	-0.332427,	-0.007848,	-0.007848,	1.998134,	1.77162,	1.8
1.615,	-0.332427,	-0.007848,	-0.007848,	1.998046,	1.772547,	1.8
1.616,	-0.332427,	-0.007848,	-0.007848,	1.997957,	1.773473,	1.8
1.617,	-0.332427,	-0.007848,	-0.007848,	1.997866,	1.774396,	1.8
1.618,	-0.332427,	-0.007848,	-0.007848,	1.997772,	1.775318,	1.8
1.619,	-0.332427,	-0.007848,	-0.007848,	1.997677,	1.776238,	1.8
1.62,	-0.332427,	-0.007848,	-0.007848,	1.997579,	1.777156,	1.8
1.621,	-0.332427,	-0.007848,	-0.007848,	1.99748,	1.778072,	1.8
1.622,	-0.332427,	-0.007848,	-0.007848,	1.997379,	1.778986,	1.8
1.623,	-0.332427,	-0.007848,	-0.007848,	1.997275,	1.779898,	1.8
1.624,	-0.332427,	-0.007848,	-0.007848,	1.99717,	1.780809,	1.8
1.625,	-0.332427,	-0.007848,	-0.007848,	1.997063,	1.781717,	1.8
1.626,	-0.332427,	-0.007848,	-0.007848,	1.996953,	1.782624,	1.8
1.627,	-0.332427,	-0.007848,	-0.007848,	1.996842,	1.783529,	1.8
1.628,	-0.332427,	-0.007848,	-0.007848,	1.996729,	1.784432,	1.8
1.629,	-0.332427,	-0.007848,	-0.007848,	1.996613,	1.785333,	1.8
1.63,	-0.332427,	-0.007848,	-0.007848,	1.996496,	1.786232,	1.8
1.631,	-0.332427,	-0.007848,	-0.007848,	1.996377,	1.78713,	1.8
1.632,	-0.332427,	-0.007848,	-0.007848,	1.996255,	1.788025,	1.8
1.633,	-0.332427,	-0.007848,	-0.007848,	1.996132,	1.788919,	1.8
1.634,	-0.332427,	-0.007848,	-0.007848,	1.996007,	1.78981,	1.8
1.635,	-0.332427,	-0.007848,	-0.007848,	1.995879,	1.7907,	1.8
1.636,	-0.332427,	-0.007848,	-0.007848,	1.99575,	1.791588,	1.8
1.637,	-0.332427,	-0.007848,	-0.007848,	1.995619,	1.792474,	1.8
1.638,	-0.332427,	-0.007848,	-0.007848,	1.995485,	1.793358,	1.8
1.639,	-0.332427,	-0.007848,	-0.007848,	1.99535,	1.79424,	1.8
1.64,	-0.332427,	-0.007848,	-0.007848,	1.995213,	1.795121,	1.8
1.641,	-0.332427,	-0.007848,	-0.007848,	1.995073,	1.795999,	1.8
1.642,	-0.332427,	-0.007848,	-0.007848,	1.994932,	1.796876,	1.8
1.643,	-0.332427,	-0.007848,	-0.007848,	1.994789,	1.79775,	1.8
1.644,	-0.332427,	-0.007848,	-0.007848,	1.994644,	1.798623,	1.8
1.645,	-0.332427,	-0.007848,	-0.007848,	1.994496,	1.799494,	1.8
1.646,	-0.332427,	-0.007848,	-0.007848,	1.994347,	1.800363,	1.8
1.647,	-0.332427,	-0.007848,	-0.007848,	1.994196,	1.80123,	1.8
1.648,	-0.332427,	-0.007848,	-0.007848,	1.994043,	1.802095,	1.8
1.649,	-0.332427,	-0.007848,	-0.007848,	1.993887,	1.802958,	1.8
1.65,	-0.332427,	-0.007848,	-0.007848,	1.99373,	1.80382,	1.8
1.651,	-1.781606,	-0.230156,	-0.230156,	1.993571,	1.804679,	1.8
1.652,	-1.781606,	-0.230156,	-0.230156,	1.99341,	1.805537,	1.8
1.653,	-1.781606,	-0.230156,	-0.230156,	1.993246,	1.806393,	1.8
1.654,	-1.781606,	-0.230156,	-0.230156,	1.993081,	1.807246,	1.8
1.655,	-1.781606,	-0.230156,	-0.230156,	1.992914,	1.808098,	1.8
1.656,	-1.781606,	-0.230156,	-0.230156,	1.992745,	1.808948,	1.8
1.657,	-1.781606,	-0.230156,	-0.230156,	1.992574,	1.809796,	1.8
1.658,	-1.781606,	-0.230156,	-0.230156,	1.9924,	1.810642,	1.8
1.659,	-1.781606,	-0.230156,	-0.230156,	1.992225,	1.811486,	1.8
1.66,	-1.781606,	-0.230156,	-0.230156,	1.992048,	1.812329,	1.8
1.661,	-1.781606,	-0.230156,	-0.230156,	1.991869,	1.813169,	1.8
1.662,	-1.781606,	-0.230156,	-0.230156,	1.991688,	1.814007,	1.8
1.663,	-1.781606,	-0.230156,	-0.230156,	1.991505,	1.814844,	1.8
1.664,	-1.781606,	-0.230156,	-0.230156,	1.991319,	1.815678,	1.8
1.665,	-1.781606,	-0.230156,	-0.230156,	1.991132,	1.816511,	1.8
1.666,	-1.781606,	-0.230156,	-0.230156,	1.990943,	1.817342,	1.8
1.667,	-1.781606,	-0.230156,	-0.230156,	1.990752,	1.818171,	1.8
1.668,	-1.781606,	-0.230156,	-0.230156,	1.990559,	1.818998,	1.8
1.669,	-1.781606,	-0.230156,	-0.230156,	1.990364,	1.819823,	1.8
1.67,	-1.781606,	-0.230156,	-0.230156,	1.990167,	1.820646,	1.8
1.671,	-1.781606,	-0.230156,	-0.230156,	1.989968,	1.821467,	1.8
1.672,	-1.781606,	-0.230156,	-0.230156,	1.989767,	1.822286,	1.8
1.673,	-1.781606,	-0.230156,	-0.230156,	1.989563,	1.823103,	1.8
1.674,	-1.781606,	-0.230156,	-0.230156,	1.989358,	1.823919,	1.8
1.675,	-1.781606,	-0.230156,	-0.230156,	1.989151,	1.824732,	1.8
1.676,	-1.781606,	-0.230156,	-0.230156,	1.988942,	1.825544,	1.8
1.677,	-1.781606,	-0.230156,	-0.230156,	1.988731,	1.826353,	1.8
1.678,	-1.781606,	-0.230156,	-0.230156,	1.988518,	1.827161,	1.8
1.679,	-1.781606,	-0.230156,	-0.230156,	1.988303,	1.827966,	1.8
1.68,	-1.781606,	-0.230156,	-0.230156,	1.988086,	1.82877,	1.8
1.681,	-1.781606,	-0.230156,	-0.230156,	1.987867,	1.829572,	1.8
1.682,	-1.781606,	-0.230156,	-0.230156,	1.987646,	1.830372,	1.8
1.683,	-1.781606,	-0.230156,	-0.230156,	1.987424,	1.83117,	1.8
1.684,	-1.781606,	-0.230156,	-0.230156,	1.987199,	1.831966,	1.8
1.685,	-1.781606,	-0.230156,	-0.230156,	1.986972,	1.83276,	1.8
1.686,	-1.781606,	-0.230156,	-0.230156,	1.986743,	1.833552,	1.8
1.687,	-1.781606,	-0.230156,	-0.230156,	1.986512,	1.834342,	1.8
1.688,	-1.781606,	-0.230156,	-0.230156,	1.986279,	1.83513,	1.8
1.689,	-1.781606,	-0.230156,	-0.230156,	1.986044,	1.835916,	1.8
1.69,	-1.781606,	-0.230156,	-0.230156,	1.985807,	1.836701,	1.8
1.691,	-1.781606,	-0.230156,	-0.230156,	1.985568,	1.837483,	1.8
1.692,	-1.781606,	-0.230156,	-0.230156,	1.985328,	1.838264,	1.8
1.693,	-1.781606,	-0.230156,	-0.230156,	1.985085,	1.839042,	1.8
1.694,	-1.781606,	-0.230156,	-0.230156,	1.98484,	1.839818,	1.8
1.695,	-1.781606,	-0.230156,	-0.230156,	1.984593,	1.840593,	1.8
1.696,	-1.781606,	-0.230156,	-0.230156,	1.984345,	1.841366,	1.8
1.697,	-1.781606,	-0.230156,	-0.230156,	1.984094,	1.842136,	1.8
1.698,	-1.781606,	-0.230156,	-0.230156,	1.983841,	1.842905,	1.8
1.699,	-1.781606,	-0.230156,	-0.230156,	1.983586,	1.843672,	1.8
1.7,	-1.781606,	-0.230156,	-0.230156,	1.98333,	1.844437,	1.8
1.701,	3.035135,	0.160743,	0.160743,	1.983071,	1.845199,	1.8
1.702,	3.035135,	0.160743,	0.160743,	1.98281,	1.84596,	1.8
1.703,	3.035135,	0.160743,	0.160743,	1.982548,	1.846719,	1.8
1.704,	3.035135,	0.160743,	0.160743,	1.982283,	1.847476,	1.8
1.705,	3.035135,	0.160743,	0.160743,	1.982016,	1.848231,	1.8
1.706,	3.035135,	0.160743,	0.160743,	1.981748,	1.848984,	1.8
1.707,	3.035135,	0.160743,	0.160743,	1.981477,	1.849735,	1.8
1.708,	3.035135,	0.160743,	0.160743,	1.981205,	1.850484,	1.8
1.709,	3.035135,	0.160743,	0.160743,	1.98093,	1.851231,	1.8
1.71,	3.035135,	0.160743,	0.160743,	1.980654,	1.851977,	1.8
1.711,	3.035135,	0.160743,	0.160743,	1.980375,	1.85272,	1.8
1.712,	3.035135,	0.160743,	0.160743,	1.980095,	1.853461,	1.8
1.713,	3.035135,	0.160743,	0.160743,	1.979812,	1.8542,	1.8
1.714,	3.035135,	0.160743,	0.160743,	1.979528,	1.854938,	1.8
1.715,	3.035135,	0.160743,	0.160743,	1.979241,	1.855673,	1.8
1.716,	3.035135,	0.160743,	0.160743,	1.978953,	1.856406,	1.8
1.717,	3.035135,	0.160743,	0.160743,	1.978663,	1.857138,	1.8
1.718,	3.035135,	0.160743,	0.160743,	1.97837,	1.857867,	1.8
1.719,	3.035135,	0.160743,	0.160743,	1.978076,	1.858594,	1.8
1.72,	3.035135,	0.160743,	0.160743,	1.97778,	1.85932,	1.8
1.721,	3.035135,	0.160743,	0.160743,	1.977481,	1.860043,	1.9
1.722,	3.035135,	0.160743,	0.160743,	1.977181,	1.860765,	1.9
1.723,	3.035135,	0.160743,	0.160743,	1.976879,	1.861484,	1.9
1.724,	3.035135,	0.160743,	0.160743,	1.976575,	1.862202,	1.9
1.725,	3.035135,	0.160743,	0.160743,	1.976268,	1.862917,	1.9
1.726,	3.035135,	0.160743,	0.160743,	1.97596,	1.863631,	1.9
1.727,	3.035135,	0.160743,	0.160743,	1.97565,	1.864343,	1.9
1.728,	3.035135,	0.160743,	0.160743,	1.975338,	1.865052,	1.9
1.729,	3.035135,	0.160743,	0.160743,	1.975024,	1.86576,	1.9
1.73,	3.035135,	0.160743,	0.160743,	1.974708,	1.866466,	1.9
1.731,	3.035135,	0.160743,	0.160743,	1.97439,	1.867169,	1.9
1.732,	3.035135,	0.160743,	0.160743,	1.97407,	1.867871,	1.9
1.733,	3.035135,	0.160743,	0.160743,	1.973748,	1.868571,	1.9
1.734,	3.035135,	0.160743,	0.160743,	1.973424,	1.869268,	1.9
1.735,	3.035135,	0.160743,	0.160743,	1.973098,	1.869964,	1.9
1.736,	3.035135,	0.160743,	0.160743,	1.97277,	1.870658,	1.9
1.737,	3.035135,	0.160743,	0.160743,	1.97244,	1.871349,	1.9
1.738,	3.035135,	0.160743,	0.160743,	1.972108,	1.872039,	1.9
