"time","x","der(x)"
0.932,0.39233,-0.39233
0.933,0.391943,-0.391943
0.934,0.391556,-0.391556
0.935,0.391169,-0.391169
0.936,0.390782,-0.390782
0.937,0.390395,-0.390395
0.938,0.390008,-0.390008
0.939,0.389621,-0.389621
0.94,0.389234,-0.389234
0.941,0.388847,-0.388847
0.942,0.38846,-0.38846
0.943,0.388073,-0.388073
0.944,0.387686,-0.387686
0.945,0.387299,-0.387299
0.946,0.386912,-0.386912
0.947,0.386525,-0.386525
0.948,0.386138,-0.386138
0.949,0.385751,-0.385751
0.95,0.385364,-0.385364
0.951,0.384977,-0.384977
0.952,0.38459,-0.38459
0.953,0.384203,-0.384203
0.954,0.383816,-0.383816
0.955,0.383429,-0.383429
0.956,0.383042,-0.383042
0.957,0.382655,-0.382655
0.958,0.382268,-0.382268
0.959,0.381881,-0.381881
0.96,0.381494,-0.381494
0.961,0.381107,-0.381107
0.962,0.38072,-0.38072
0.963,0.380333,-0.380333
0.964,0.379946,-0.379946
0.965,0.379559,-0.379559
0.966,0.379172,-0.379172
0.967,0.378785,-0.378785
0.968,0.378398,-0.378398
0.969,0.378011,-0.378011
0.97,0.377624,-0.377624
0.971,0.377237,-0.377237
0.972,0.37685,-0.37685
0.973,0.376463,-0.376463
0.974,0.376076,-0.376076
0.975,0.375689,-0.375689
0.976,0.375302,-0.375302
0.977,0.374915,-0.374915
0.978,0.374528,-0.374528
0.979,0.374141,-0.374141
0.98,0.373754,-0.373754
0.981,0.373367,-0.373367
0.982,0.37298,-0.37298
0.983,0.372593,-0.372593
0.984,0.372206,-0.372206
0.985,0.371819,-0.371819
0.986,0.371432,-0.371432
0.987,0.371045,-0.371045
0.988,0.370658,-0.370658
0.989,0.370271,-0.370271
0.99,0.369884,-0.369884
0.991,0.369497,-0.369497
0.992,0.36911,-0.36911
0.993,0.368723,-0.368723
0.994,0.368336,-0.368336
0.995,0.367949,-0.367949
0.996,0.367562,-0.367562
0.997,0.367175,-0.367175
0.998,0.366788,-0.366788
0.999,0.366401,-0.366401
1,0.366032,-0.366032
