      "time", "Y_car_pos", "Y_car_vel","Y_pend_ang_pos","Y_pend_ang_vel"
      4.41,0.45475993,-0.39834262, 4.4824134,-4.0778005
      4.42,0.45038613,-0.47699944, 4.4412466,-4.1558954
      4.43,0.44520833,-0.55914386, 4.3992885,-4.2360771
      4.44,0.43919163,-0.64477904, 4.3565179,-4.3184236
      4.45, 0.4323012,-0.73388549, 4.3129126,-4.4029987
      4.46,0.42450253,-0.82641521, 4.2684503,-4.4898468
      4.47,0.41576179,-0.92228463, 4.2231081,-4.5789859
      4.48,0.40604616,-1.0213661, 4.1768631,-4.6703994
      4.49, 0.3953244,-1.1234778, 4.1296928,-4.7640261
       4.5,0.38356738,-1.2283718, 4.0815756,-4.8597484
      4.51,0.37074884,-1.3357207, 4.0324915,-4.9573779
      4.52,0.35684626,-1.4451018, 3.9824227,-5.0566395
      4.53,0.34184188,-1.5559808, 3.9313546,-5.1571534
      4.54,0.32572393,-1.6676938, 3.8792772,-5.2584155
      4.55,  0.308488,-1.7794305,  3.826186,-5.3597777
      4.56,0.29013856,-1.8902183, 3.7720841,-5.4604298
      4.57,0.27069067,-1.9989115, 3.7169832,-5.5593844
      4.58,0.25017175,-2.1041877,  3.660906,-5.6554695
      4.59,0.22862327,-2.2045557, 3.6038879, -5.747332
       4.6,0.20610238,-2.2983779, 3.5459784,-5.8334566
      4.61,0.18268319,-2.3839119, 3.4872432,-5.9122042
      4.62,0.15845756,-2.4593714, 3.4277645,-5.9818704
      4.63,0.13353512, -2.523012, 3.3676416,-6.0407726
      4.64,0.10804208,-2.5732361, 3.3069901, -6.087356
      4.65,0.082119673,-2.6086871,   3.24594,-6.1202909
      4.66,0.055920983,-2.6283583, 3.1846332,-6.1385853
      4.67,0.02960709, -2.631672, 3.1232191,-6.1416685
      4.68,0.0033424677,-2.6185286, 3.0618509,-6.1294419
      4.69,-0.022709866,-2.5893181, 3.0006801, -6.102291
       4.7,-0.048393098,-2.5448831, 2.9398521,-6.0610475
      4.71,-0.073560834,-2.4864508, 2.8795021,-6.0069167
      4.72,-0.098080467,-2.4155369, 2.8197518,-5.9413787
      4.73,-0.12183559,-2.3338396, 2.7607071,-5.8660781
      4.74,-0.14472721,-2.2431374, 2.7024571,-5.7827191
      4.75,-0.16667416,-2.1451982, 2.6450741,-5.6929748
      4.76,-0.18761262,-2.0417074, 2.5886138,-5.5984158
      4.77,-0.20749494,-1.9342191, 2.5331171,-5.5004638
      4.78,-0.22628823,-1.8241259, 2.4786117,-5.4003656
      4.79,-0.24397275,-1.7126438, 2.4251135,-5.2991816
       4.8,-0.26053989,-1.6008148, 2.3726288,-5.1977927
      4.81,-0.27599065,-1.4895132, 2.3211561,-5.0969105
      4.82,-0.29033417,-1.3794586, 2.2706872,-4.9970932
      4.83,-0.30358583,-1.2712363, 2.2212094,-4.8987696
      4.84,-0.31576632,-1.1653122, 2.1727061,-4.8022551
      4.85,-0.32690073,-1.0620482, 2.1251578,-4.7077686
      4.86,-0.33701693,-0.96172408, 2.0785436,-4.6154564
      4.87,-0.34614558,-0.8645453, 2.0328412,-4.5253989
      4.88,-0.35431881,-0.7706608,  1.988028,-4.4376306
      4.89,-0.3615701,-0.68017076,  1.944081, -4.352146
       4.9,-0.36793374,-0.59313653, 1.9009776,-4.2689107
      4.91,-0.37344446,-0.50958827, 1.8586955,-4.1878679
      4.92,-0.37813714,-0.42953147, 1.8172132,-4.1089447
      4.93,-0.38204667,-0.35295154, 1.7765098,-4.0320567
      4.94,-0.38520766,-0.27981867, 1.7365656,-3.9571119
      4.95,-0.38765439,-0.21009108, 1.6973614,-3.8840141
      4.96,-0.38942066,-0.14371743, 1.6588795,-3.8126644
      4.97,-0.39053972,-0.080639468, 1.6211026, -3.742964
      4.98,-0.39104422,-0.02079359,  1.584015, -3.674815
      4.99,-0.39096613,0.035887976, 1.5476015,-3.6081216
         5,-0.39033677,0.089475813,  1.511848,-3.5427913
      5.01,-0.38918669,0.14004258, 1.4767414,-3.4787351
      5.02,-0.38754573,0.18766254, 1.4422693,-3.4158681
      5.03, -0.385443,0.23241097, 1.4084203,-3.3541098
      5.04,-0.38290683,0.27436384, 1.3751837,-3.2933845
      5.05,-0.37996479,0.31359746, 1.3425494,-3.2336213
      5.06,-0.37664369,0.35018844, 1.3105083, -3.174754
      5.07,-0.37296957,0.38421349, 1.2790516,-3.1167217
      5.08,-0.36896771,0.41574936, 1.2481712,-3.0594681
      5.09,-0.36466263,0.44487283, 1.2178598, -3.002942
       5.1,-0.36007804,0.47166067, 1.1881101, -2.947097
      5.11,-0.35523694,0.49618964, 1.1589157,-2.8918914
      5.12,-0.35016152,0.51853643, 1.1302703,-2.8372881
      5.13,-0.34487323,0.53877772,  1.102168,-2.7832547
      5.14,-0.33939273,0.55699012, 1.0746034,-2.7297629
      5.15,-0.33373994,0.57325016, 1.0475711, -2.676789
      5.16,-0.32793398, 0.5876343,  1.021066,-2.6243129
      5.17,-0.32199325,0.60021882, 0.9950832,-2.5723186
      5.18,-0.31593535,0.61107983,0.96961802,-2.5207939
      5.19,-0.30977715,0.62029316,0.94466579,-2.4697297
       5.2,-0.30353473, 0.6279343,0.92022191,-2.4191206
      5.21,-0.29722345, 0.6340783,0.89628187,-2.3689637
      5.22,-0.29085791, 0.6387997,0.87284113,-2.3192592
      5.23,-0.28445195,0.64217233,0.84989517,-2.2700098
      5.24,-0.27801871,0.64426931,0.82743941,-2.2212203
      5.25,-0.27157058,0.64516279,0.80546921,-2.1728976
      5.26,-0.26511923,0.64492392,0.78397987,-2.1250505
      5.27,-0.25867564,0.64362266,0.76296658,-2.0776892
      5.28,-0.25225009,0.64132766,0.74242443, -2.030825
      5.29,-0.24585218,0.63810612,0.72234838,-1.9844703
       5.3,-0.23949084,0.63402366,0.70273328,-1.9386385
      5.31,-0.23317436,0.62914419,0.68357383,-1.8933432
      5.32,-0.22691041,0.62352979,0.66486458,-1.8485986
      5.33,-0.22070602,0.61724063,0.64659997,-1.8044186
      5.34,-0.21456765,0.61033483,0.62877428,-1.7608175
      5.35,-0.20850119,0.60286838,0.61138165, -1.717809
      5.36,-0.20251197,0.59489512,0.59441608,-1.6754064
      5.37,-0.1966048,0.58646659,0.57787146,-1.6336227
      5.38,-0.19078399,0.57763206,0.56174153,-1.5924698
      5.39,-0.18505336,0.56843845,0.54601992, -1.551959
       5.4,-0.17941627,0.55893034,0.53070017,-1.5121007
      5.41,-0.17387566,0.54914994, 0.5157757,-1.4729042
      5.42,-0.16843405, 0.5391371,0.50123986,-1.4343778
      5.43,-0.16309357,0.52892933,0.48708589,-1.3965287
      5.44,-0.15785599,0.51856185,  0.473307, -1.359363
      5.45,-0.15272275,0.50806759,0.45989634,-1.3228856
      5.46,-0.14769496,0.49747725,0.44684698,-1.2871002
      5.47,-0.14277343,0.48681938,0.43415202,-1.2520092
      5.48,-0.13795871,0.47612042,0.42180448,-1.2176143
      5.49,-0.13325108,0.46540478,0.40979741,-1.1839156
       5.5,-0.12865059,0.45469489,0.39812385,-1.1509124
      5.51,-0.12415709,0.44401133,0.38677685,-1.1186028
      5.52,-0.11977022,0.43337286,0.37574949,-1.0869839
      5.53,-0.11548943,0.42279653,0.36503488,-1.0560519
      5.54,-0.11131403,0.41229776,0.35462618, -1.025802
      5.55,-0.10724317,0.40189042,0.34451659,-0.99622865
      5.56,-0.10327587,0.39158692,0.33469937,-0.96732536
      5.57,-0.099411045,0.38139832,0.32516787,-0.93908498
      5.58,-0.095647489,0.37133437,0.31591549,-0.91149962
      5.59,-0.091983913, 0.3614036,0.30693572,-0.88456079
       5.6,-0.088418948,0.35161343,0.29822215,-0.85825938
      5.61,-0.084951154,0.34197023,0.28976844,-0.83258578
      5.62,-0.081579035,0.33247939,0.28156837,-0.80752989
      5.63,-0.078301043,0.32314538,0.27361582,-0.7830812
      5.64,-0.075115592,0.31397187,0.26590476,-0.75922881
      5.65,-0.072021061,0.30496172,0.25842929,-0.73596152
      5.66,-0.069015805, 0.2961171,0.25118362,-0.71326782
      5.67,-0.066098162,0.28743953,0.24416206,-0.69113597
      5.68,-0.063266455,0.27892994,0.23735906,-0.66955405
      5.69,-0.060519001, 0.2705887,0.23076919,-0.64850996
       5.7,-0.057854119,0.26241572,0.22438711,-0.62799147
      5.71,-0.055270128,0.25441042,0.21820765,-0.60798627
      5.72,-0.052765355,0.24657184,0.21222572,-0.58848198
      5.73,-0.050338139,0.23889866,0.20643638,-0.56946617
      5.74,-0.047986836,0.23138923,0.20083481,-0.55092642
      5.75,-0.045709815,0.22404159, 0.1954163,-0.5328503
      5.76,-0.043505472,0.21685354, 0.1901763,-0.51522544
      5.77,-0.041372221,0.20982263,0.18511033,-0.49803948
      5.78,-0.039308504,0.20294622,0.18021408,-0.48128017
      5.79,-0.03731279,0.19622149,0.17548335,-0.46493532
       5.8,-0.035383578,0.18964545,0.17091404,-0.44899282
      5.81,-0.033519396,0.18321498,0.16650219,-0.4334407
      5.82,-0.031718804,0.17692684,0.16224396,-0.41826709
      5.83,-0.029980396,0.17077769,0.15813563,-0.40346024
      5.84,-0.028302798,0.16476412,0.15417357,-0.38900855
      5.85,-0.026684673,0.15888262,0.15035431,-0.37490054
      5.86,-0.025124717,0.15312965,0.14667445,-0.36112489
      5.87,-0.023621664,0.14750161,0.14313074,-0.34767043
      5.88,-0.022174281,0.14199486,0.13972001,-0.33452611
      5.89,-0.020781374,0.13660575,0.13643922,-0.32168108
       5.9,-0.019441786,0.13133059,0.13328543,-0.3091246
      5.91,-0.018154395, 0.1261657, 0.1302558,-0.29684612
      5.92,-0.016918117,0.12110737,0.12734761,-0.28483522
      5.93,-0.015731904,0.11615193,0.12455824,-0.27308165
      5.94,-0.014594747,0.11129567,0.12188516,-0.2615753
      5.95,-0.013505673,0.10653492,0.11932594,-0.25030621
      5.96,-0.012463743,0.10186602,0.11687827,-0.23926459
      5.97,-0.011468058,0.097285316,0.11453993,-0.22844076
      5.98,-0.010517755,0.092789182,0.11230877,-0.21782522
      5.99,-0.0096120046,0.08837401,0.11018276,-0.20740857
         6,-0.0087500165,0.084036216,0.10815996,-0.19718158
      6.01,-0.0079310342,0.079772242,0.10623852,-0.18713513
      6.02,-0.0071543373,0.075578552,0.10441669,-0.17726022
      6.03,-0.0064192406,0.071451638,0.10269278, -0.167548
      6.04,-0.0057250936,0.067388017,0.10106521,-0.15798971
      6.05,-0.0050712808,0.063384234, 0.0995325,-0.14857672
      6.06,-0.0044572209,0.059436858,0.098093224,-0.13930049
      6.07,-0.003882367,0.055542485,0.096746062,-0.13015258
      6.08,-0.0033462058,0.051697735,0.095489772,-0.12112468
      6.09,-0.002848258,0.047899252,0.094323196,-0.11220853
       6.1,-0.0023880777,0.044143704,0.093245257,-0.10339598
      6.11,-0.0019652519,0.040427782,0.092254958,-0.094678938
      6.12,-0.0015794009,0.036748196,0.091351386,-0.086049413
      6.13,-0.0012301777,0.033101677,0.090533705,-0.077499462
      6.14,-0.00091726799,0.029484973,0.089801158,-0.069021211
      6.15,-0.00064038969,0.025894849,0.089153068,-0.060606842
      6.16,-0.00039929314,0.022328087,0.088588834,-0.052248586
      6.17,-0.00019376078,0.01878148,0.088107935,-0.043938718
      6.18,-2.3607022e-005,0.015251833,0.087709924,-0.035669553
      6.19,0.0001113218,0.011735962,0.087394433,-0.027433438
       6.2,0.00021114755,0.0082306913,0.087161171,-0.019222745
      6.21,0.00027596038,0.0047328498,0.087009919,-0.011029869
      6.22,0.00030581875,0.0012392722,0.086940539,-0.0028472159
      6.23,0.00030074948,-0.0022532046,0.086952966,0.0053327979
      6.24,0.00026074777,-0.0057477432,0.087047212,0.013517755
      6.25,0.00018577719,-0.0092475071,0.087223363,0.021715241
      6.26,7.5769647e-005,-0.012755663,0.087481584,0.029932852
      6.27,-6.937463e-005,-0.016275383,0.087822113,0.038178202
      6.28,-0.00024978717,-0.019809846,0.088245266,0.046458923
      6.29,-0.00046563133,-0.023362239,0.088751434,0.054782679
       6.3,-0.00071710238,-0.026935759,0.089341088,0.063157166
      6.31,-0.0010044276,-0.030533618,0.090014773,0.071590121
      6.32,-0.0013278666,-0.034159038,0.090773111,0.080089327
      6.33,-0.0016877111,-0.03781526,0.091616806,0.08866262
      6.34,-0.0020842853,-0.041505539,0.092546637,0.097317893
      6.35,-0.0025179463,-0.045233153,0.093563464, 0.1060631
      6.36,-0.0029890838,-0.049001394,0.094668226,0.11490627
      6.37,-0.0034981207,-0.052813581,0.095861943,0.12385551
      6.38,-0.0040455131,-0.056673053,0.097145717,  0.132919
      6.39,-0.0046317506,-0.060583172,0.098520731,0.14210501
       6.4,-0.0052573566,-0.064547325,0.099988253, 0.1514219
      6.41,-0.0059228886,-0.068568925,0.10154963,0.16087813
      6.42,-0.0066289381,-0.07265141,0.10320631,0.17048227
      6.43,-0.0073761313,-0.076798244, 0.1049598,0.18024299
      6.44,-0.0081651291,-0.081012916,0.10681172,0.19016908
      6.45,-0.0089966275,-0.085298945,0.10876376,0.20026943
      6.46,-0.0098713576,-0.089659871,0.11081772,0.21055307
      6.47,-0.010790086,-0.094099262,0.11297547,0.22102917
      6.48,-0.011753616,-0.09862071,0.11523898,  0.231707
      6.49,-0.012762786,-0.10322783,0.11761031,0.24259599
       6.5,-0.013818471,-0.10792425,0.12009163, 0.2537057
      6.51,-0.014921581,-0.11271363,0.12268519,0.26504583
      6.52,-0.016073065,-0.11759963,0.12539335,0.27662624
      6.53,-0.017273908,-0.12258595,0.12821855,0.28845692
      6.54,-0.018525131,-0.12767626,0.13116336,0.30054803
      6.55,-0.019827792,-0.13287426,0.13423041,0.31290987
      6.56,-0.021182987,-0.13818365,0.13742249,0.32555289
      6.57,-0.022591849,-0.14360812,0.14074245,0.33848772
      6.58,-0.024055546,-0.14915134,0.14419325,0.35172511
      6.59,-0.025575283,-0.15481695,0.14777799,0.36527599
       6.6,-0.027152305,-0.1606086,0.15149985,0.37915143
      6.61,-0.028787887,-0.16652985,0.15536214,0.39336266
      6.62,-0.030483345,-0.17258425,0.15936826,0.40792104
      6.63,-0.032240028,-0.17877527,0.16352176,0.42283809
      6.64,-0.034059317,-0.1851063,0.16782626,0.43812546
      6.65,-0.035942631,-0.19158067,0.17228554,0.45379493
      6.66,-0.037891419,-0.19820156,0.17690347,0.46985841
      6.67,-0.039907161,-0.20497207,0.18168406,0.48632791
      6.68,-0.041991369,-0.21189513,0.18663142,0.50321556
      6.69,-0.044145581,-0.21897351,0.19174981,0.52053357
       6.7,-0.046371365,-0.2262098,0.19704357,0.53829423
      6.71,-0.048670312,-0.23360637,0.20251721, 0.5565099
