Time,egs_fmu1.valves_0mv1,egs_fmu1.valves_0mv2,egs_fmu1.valves_0mv3,egs_fmu1.valves_0eds,egs_fmu1.valves_0eds1,egs_fmu1.valves_0eds2,egs_fmu1.valves_0eds3,egs_fmu1.valves_0eds4,egs_fmu1.valves_0eds5,egs_fmu1.egsCarSpeed,egs_fmu1.egsState,egs_fmu1.egsGear,egs_fmu1.egsTargetGear
0.566,0,0,0,0,0,1,1,0,0,0.246733,2,-2,0
0.568,0,0,0,0,0,1,1,0,0,0.246733,2,-2,0
0.57,0,0,0,0,0,1,1,0,0,0.246733,2,-2,0
0.57,0,0,0,0,0,1,1,0,0,0.246733,2,-2,0
0.572,0,0,0,0,0,1,1,0,0,0.246733,2,-2,0
0.572,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.574,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.576,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.578,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.58,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.582,0,0,0,0,0,1,1,0,0,0.247433,2,-2,0
0.582,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.584,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.586,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.588,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.59,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.592,0,0,0,0,0,1,1,0,0,0.247483,2,-2,0
0.592,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.594,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.596,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.598,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.6,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.602,0,0,0,0,0,1,1,0,0,0.247304,2,-2,0
0.602,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.604,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.606,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.608,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.61,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.612,0,0,0,0,0,1,1,0,0,0.247044,2,-2,0
0.612,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.614,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.616,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.618,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.62,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.622,0,0,0,0,0,1,1,0,0,0.246755,2,-2,0
0.622,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.624,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.626,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.628,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.63,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.632,0,0,0,0,0,1,1,0,0,0.246456,2,-2,0
0.632,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.634,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.636,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.638,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.64,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.642,0,0,0,0,0,1,1,0,0,0.246153,2,-2,0
0.642,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.644,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.646,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.648,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.65,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.652,0,0,0,0,0,1,1,0,0,0.24585,2,-2,0
0.652,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.654,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.656,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.658,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.66,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.662,0,0,0,0,0,1,1,0,0,0.245546,2,-2,0
0.662,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.664,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.666,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.668,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.67,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.672,0,0,0,0,0,1,1,0,0,0.245243,2,-2,0
0.672,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.674,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.676,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.678,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.68,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.682,0,0,0,0,0,1,1,0,0,0.24494,2,-2,0
0.682,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.684,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.686,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.688,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.69,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.692,0,0,0,0,0,1,1,0,0,0.244637,2,-2,0
0.692,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.694,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.696,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.698,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.7,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.7,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.702,0,0,0,0,0,1,1,0,0,0.244335,2,-2,0
0.702,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.704,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.706,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.708,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.71,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.712,0,0,0,0,0,1,1,0,0,0.244033,2,-2,0
0.712,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.714,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.716,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.718,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.72,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.722,0,0,0,0,0,1,1,0,0,0.243732,2,-2,0
0.722,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.724,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.726,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.728,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.73,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.732,0,0,0,0,0,1,1,0,0,0.243431,2,-2,0
0.732,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.734,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.736,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.738,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.74,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.742,0,0,0,0,0,1,1,0,0,0.24313,2,-2,0
0.742,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.744,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.746,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.748,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.75,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.752,0,0,0,0,0,1,1,0,0,0.24283,2,-2,0
0.752,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.754,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.756,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.758,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.76,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.762,0,0,0,0,0,1,1,0,0,0.242529,2,-2,0
0.762,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.764,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.766,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.768,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.77,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.772,0,0,0,0,0,1,1,0,0,0.24223,2,-2,0
0.772,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.774,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.776,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.778,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.78,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.782,0,0,0,0,0,1,1,0,0,0.241931,2,-2,0
0.782,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.784,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.786,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.788,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.79,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.792,0,0,0,0,0,1,1,0,0,0.241632,2,-2,0
0.792,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.794,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.796,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.798,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.8,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.802,0,0,0,0,0,1,1,0,0,0.241333,2,-2,0
0.802,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.804,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.806,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.808,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.81,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.812,0,0,0,0,0,1,1,0,0,0.241035,2,-2,0
0.812,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.814,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.816,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.818,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.82,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.822,0,0,0,0,0,1,1,0,0,0.240737,2,-2,0
0.822,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.824,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.826,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.828,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.83,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.83,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.832,0,0,0,0,0,1,1,0,0,0.24044,2,-2,0
0.832,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.834,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.836,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.838,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.84,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.842,0,0,0,0,0,1,1,0,0,0.240143,2,-2,0
0.842,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.844,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.846,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.848,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.85,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.852,0,0,0,0,0,1,1,0,0,0.239846,2,-2,0
0.852,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.854,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.856,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.858,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.86,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.862,0,0,0,0,0,1,1,0,0,0.23955,2,-2,0
0.862,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.864,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.866,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.868,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.87,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.872,0,0,0,0,0,1,1,0,0,0.239254,2,-2,0
0.872,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.874,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.876,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.878,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.88,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.882,0,0,0,0,0,1,1,0,0,0.238958,2,-2,0
0.882,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.884,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.886,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.888,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.89,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.892,0,0,0,0,0,1,1,0,0,0.238663,2,-2,0
0.892,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.894,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.896,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.898,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.9,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.902,0,0,0,0,0,1,1,0,0,0.238368,2,-2,0
0.902,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.904,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.906,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.908,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.91,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.912,0,0,0,0,0,1,1,0,0,0.238073,2,-2,0
0.912,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.914,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.916,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.918,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.92,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.922,0,0,0,0,0,1,1,0,0,0.237779,2,-2,0
0.922,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.924,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.926,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.928,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.93,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.932,0,0,0,0,0,1,1,0,0,0.237485,2,-2,0
0.932,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.934,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.936,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.938,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.94,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.942,0,0,0,0,0,1,1,0,0,0.237192,2,-2,0
0.942,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.944,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.946,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.948,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.95,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.952,0,0,0,0,0,1,1,0,0,0.236899,2,-2,0
0.952,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.954,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.956,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.958,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.96,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.962,0,0,0,0,0,1,1,0,0,0.236606,2,-2,0
0.962,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.964,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.966,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.968,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.97,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.972,0,0,0,0,0,1,1,0,0,0.236314,2,-2,0
0.972,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.974,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.976,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.978,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.98,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.982,0,0,0,0,0,1,1,0,0,0.236022,2,-2,0
0.982,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.984,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.986,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.988,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.99,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.992,0,0,0,0,0,1,1,0,0,0.23573,2,-2,0
0.992,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
0.994,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
0.996,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
0.998,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
1,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
1.002,0,0,0,0,0,1,1,0,0,0.235439,2,-2,0
1.002,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.004,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.006,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.008,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.01,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.012,0,0,0,0,0,1,1,0,0,0.235148,2,-2,0
1.012,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.014,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.016,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.018,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.02,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.022,0,0,0,0,0,1,1,0,0,0.234858,1,0,0
1.022,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.024,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.026,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.028,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.03,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.032,0,0,0,0,0,1,1,0,0,0.234567,2,0,1
1.032,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.034,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.036,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.038,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.04,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.042,0,0,0,0,0,0.98,1,0,0.02,0.234278,2,0,1
1.042,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.044,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.046,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.048,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.05,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.05,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.052,0,0,0,0,0,0.96,1,0,0.04,0.233988,2,0,1
1.052,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.054,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.056,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.058,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.06,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.062,0,0,0,0,0,0.94,1,0,0.06,0.687606,2,0,1
1.062,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.064,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.066,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.068,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.07,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.072,0,0,0,0,0,0.92,1,0,0.08,0.83119,2,0,1
1.072,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.074,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.076,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.078,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.08,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.082,0,0,0,0,0,0.9,1,0,0.1,0.949007,2,0,1
1.082,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.084,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.086,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.088,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.09,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.092,0,0,0,0,0,0.88,1,0,0.12,1.0765,2,0,1
1.092,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.094,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.096,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.098,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.1,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.102,0,0,0,0,0,0.86,1,0,0.14,1.2263,2,0,1
1.102,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.104,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.106,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.108,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.11,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.112,0,0,0,0,0,0.84,1,0,0.16,1.40272,2,0,1
1.112,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.114,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.116,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.118,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.12,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.122,0,0,0,0,0,0.82,1,0,0.18,1.60573,2,0,1
1.122,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.124,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.126,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.128,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.13,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.13,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.132,0,0,0,0,0,0.8,1,0,0.2,1.84035,2,0,1
1.132,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.134,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.136,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.138,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.14,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.14,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.142,0,0,0,0,0,0.78,1,0,0.22,0.863025,2,0,1
1.142,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.144,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.146,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.148,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.15,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.15,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.152,0,0,0,0,0,0.76,1,0,0.24,1.77236,2,0,1
1.152,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.154,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.156,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.158,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.16,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.162,0,0,0,0,0,0.74,1,0,0.26,2.24333,2,0,1
1.162,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.164,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.166,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.168,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.17,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.172,0,0,0,0,0,0.72,1,0,0.28,2.57317,2,0,1
1.172,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.174,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.176,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.178,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.18,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.182,0,0,0,0,0,0.7,1,0,0.3,2.8708,2,0,1
1.182,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.184,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.186,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.188,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.19,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.192,0,0,0,0,0,0.68,1,0,0.32,3.17312,2,0,1
1.192,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.194,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.196,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.198,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.2,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.202,0,0,0,0,0,0.66,1,0,0.34,3.48945,2,0,1
1.202,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.204,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.206,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.208,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.21,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.212,0,0,0,0,0,0.64,1,0,0.36,3.82505,2,0,1
1.212,0,0,0,0,0,0.62,1,0,0.38,4.18107,2,0,1
