"time","TRes","TAmb","TDif","heatCapacitor.T"
9.31,298.37995668375964,293.14999999999998,2,298.37995668375964
9.32,298.37995668375964,293.14999999999998,2,298.37995668375964
9.33,298.37995668375964,293.14999999999998,2,298.37995668375964
9.34,298.37995668375964,293.14999999999998,2,298.37995668375964
9.35,298.37995668375964,293.14999999999998,2,298.37995668375964
9.36,298.37995668375964,293.14999999999998,2,298.37995668375964
9.37,298.37995668375964,293.14999999999998,2,298.37995668375964
9.38,298.37995668375964,293.14999999999998,2,298.37995668375964
9.39,298.37995668375964,293.14999999999998,2,298.37995668375964
9.4,298.37995668375964,293.14999999999998,2,298.37995668375964
9.41,298.37995668375964,293.14999999999998,2,298.37995668375964
9.42,298.37995668375964,293.14999999999998,2,298.37995668375964
9.43,298.37995668375964,293.14999999999998,2,298.37995668375964
9.44,298.37995668375964,293.14999999999998,2,298.37995668375964
9.45,298.37995668375964,293.14999999999998,2,298.37995668375964
9.46,298.37995668375964,293.14999999999998,2,298.37995668375964
9.47,298.37995668375964,293.14999999999998,2,298.37995668375964
9.48,298.37995668375964,293.14999999999998,2,298.37995668375964
9.49,298.37995668375964,293.14999999999998,2,298.37995668375964
9.5,298.37995668375964,293.14999999999998,2,298.37995668375964
9.51,298.37995668375964,293.14999999999998,2,298.37995668375964
9.52,298.37995668375964,293.14999999999998,2,298.37995668375964
9.53,298.37995668375964,293.14999999999998,2,298.37995668375964
9.54,298.37995668375964,293.14999999999998,2,298.37995668375964
9.55,298.37995668375964,293.14999999999998,2,298.37995668375964
9.56,298.37995668375964,293.14999999999998,2,298.37995668375964
9.57,298.37995668375964,293.14999999999998,2,298.37995668375964
9.58,298.37995668375964,293.14999999999998,2,298.37995668375964
9.59,298.37995668375964,293.14999999999998,2,298.37995668375964
9.6,298.37995668375964,293.14999999999998,2,298.37995668375964
9.61,298.37995668375964,293.14999999999998,2,298.37995668375964
9.62,298.37995668375964,293.14999999999998,2,298.37995668375964
9.63,298.37995668375964,293.14999999999998,2,298.37995668375964
9.64,298.37995668375964,293.14999999999998,2,298.37995668375964
9.65,298.37995668375964,293.14999999999998,2,298.37995668375964
9.66,298.37995668375964,293.14999999999998,2,298.37995668375964
9.67,298.37995668375964,293.14999999999998,2,298.37995668375964
9.68,298.37995668375964,293.14999999999998,2,298.37995668375964
9.69,298.37995668375964,293.14999999999998,2,298.37995668375964
9.7,298.37995668375964,293.14999999999998,2,298.37995668375964
9.71,298.37995668375964,293.14999999999998,2,298.37995668375964
9.72,298.37995668375964,293.14999999999998,2,298.37995668375964
9.73,298.37995668375964,293.14999999999998,2,298.37995668375964
9.74,298.37995668375964,293.14999999999998,2,298.37995668375964
9.75,298.37995668375964,293.14999999999998,2,298.37995668375964
9.76,298.37995668375964,293.14999999999998,2,298.37995668375964
9.77,298.37995668375964,293.14999999999998,2,298.37995668375964
9.78,298.37995668375964,293.14999999999998,2,298.37995668375964
9.79,298.37995668375964,293.14999999999998,2,298.37995668375964
9.8,298.37995668375964,293.14999999999998,2,298.37995668375964
9.81,298.37995668375964,293.14999999999998,2,298.37995668375964
9.82,298.37995668375964,293.14999999999998,2,298.37995668375964
9.83,298.37995668375964,293.14999999999998,2,298.37995668375964
9.84,298.37995668375964,293.14999999999998,2,298.37995668375964
9.85,298.37995668375964,293.14999999999998,2,298.37995668375964
9.86,298.37995668375964,293.14999999999998,2,298.37995668375964
9.87,298.37995668375964,293.14999999999998,2,298.37995668375964
9.88,298.37995668375964,293.14999999999998,2,298.37995668375964
9.89,298.37995668375964,293.14999999999998,2,298.37995668375964
9.9,298.37995668375964,293.14999999999998,2,298.37995668375964
9.91,298.37995668375964,293.14999999999998,2,298.37995668375964
9.92,298.37995668375964,293.14999999999998,2,298.37995668375964
9.93,298.37995668375964,293.14999999999998,2,298.37995668375964
9.94,298.37995668375964,293.14999999999998,2,298.37995668375964
9.95,298.37995668375964,293.14999999999998,2,298.37995668375964
9.96,298.37995668375964,293.14999999999998,2,298.37995668375964
9.97,298.37995668375964,293.14999999999998,2,298.37995668375964
9.98,298.37995668375964,293.14999999999998,2,298.37995668375964
9.99,298.37995668375964,293.14999999999998,2,298.37995668375964
10,298.37995668375964,293.14999999999998,2,298.37995668375964
