Time,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
2.06,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.348,-0.519828,-0.519828,298.348,-0.519828,10,293.15,0.00392157,0.00102028,9.99898e-005,0.00102028,9.99898e-005,0,-9.99898e-005,1,293.15,298.348,-1.02018e-007,1.02018e-007,298.348,10.2039,293.15,293.15,0.519828,25.1983,298.348,0,0.519828,5.19828,298.348,0.519828,293.15,-0.519828,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102028,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.25,25.25,25.1983,0,2,0,0,1,298.348,25.1983,1,0,1,1,6
2.08,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.338,-0.518789,-0.518789,298.338,-0.518789,10,293.15,0.00392157,0.00102024,9.99898e-005,0.00102024,9.99898e-005,0,-9.99898e-005,1,293.15,298.338,-1.02014e-007,1.02014e-007,298.338,10.2034,293.15,293.15,0.51879,25.1879,298.338,0,0.51879,5.1879,298.338,0.51879,293.15,-0.51879,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102024,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.3333,25.3333,25.1879,0,2,0,0,1,298.338,25.1879,1,0,1,1,6
2.1,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.328,-0.517753,-0.517753,298.328,-0.517753,10,293.15,0.00392157,0.0010202,9.99898e-005,0.0010202,9.99898e-005,0,-9.99898e-005,1,293.15,298.328,-1.0201e-007,1.0201e-007,298.328,10.203,293.15,293.15,0.517753,25.1775,298.328,0,0.517753,5.17753,298.328,0.517753,293.15,-0.517753,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.0010202,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.4167,25.4167,25.1775,0,2,0,0,1,298.328,25.1775,1,0,1,1,6
2.12,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.317,-0.516718,-0.516718,298.317,-0.516718,10,293.15,0.00392157,0.00102016,9.99898e-005,0.00102016,9.99898e-005,0,-9.99898e-005,1,293.15,298.317,-1.02006e-007,1.02006e-007,298.317,10.2026,293.15,293.15,0.516719,25.1672,298.317,0,0.516719,5.16719,298.317,0.516719,293.15,-0.516719,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102016,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.5,25.5,25.1672,0,2,0,0,1,298.317,25.1672,1,0,1,1,6
2.14,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.307,-0.515686,-0.515686,298.307,-0.515686,10,293.15,0.00392157,0.00102012,9.99898e-005,0.00102012,9.99898e-005,0,-9.99898e-005,1,293.15,298.307,-1.02001e-007,1.02001e-007,298.307,10.2022,293.15,293.15,0.515686,25.1569,298.307,0,0.515686,5.15686,298.307,0.515686,293.15,-0.515686,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102012,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.5833,25.5833,25.1569,0,2,0,0,1,298.307,25.1569,1,0,1,1,6
2.16,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.297,-0.514656,-0.514656,298.297,-0.514656,10,293.15,0.00392157,0.00102008,9.99898e-005,0.00102008,9.99898e-005,0,-9.99898e-005,1,293.15,298.297,-1.01997e-007,1.01997e-007,298.297,10.2018,293.15,293.15,0.514656,25.1466,298.297,0,0.514656,5.14656,298.297,0.514656,293.15,-0.514656,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102008,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.6667,25.6667,25.1466,0,2,0,0,1,298.297,25.1466,1,0,1,1,6
2.18,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.286,-0.513627,-0.513627,298.286,-0.513627,10,293.15,0.00392157,0.00102004,9.99898e-005,0.00102004,9.99898e-005,0,-9.99898e-005,1,293.15,298.286,-1.01993e-007,1.01993e-007,298.286,10.2014,293.15,293.15,0.513627,25.1363,298.286,0,0.513627,5.13627,298.286,0.513627,293.15,-0.513627,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102004,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.75,25.75,25.1363,0,2,0,0,1,298.286,25.1363,1,0,1,1,6
2.2,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.276,-0.512601,-0.512601,298.276,-0.512601,10,293.15,0.00392157,0.00102,9.99898e-005,0.00102,9.99898e-005,0,-9.99898e-005,1,293.15,298.276,-1.01989e-007,1.01989e-007,298.276,10.201,293.15,293.15,0.512601,25.126,298.276,0,0.512601,5.12601,298.276,0.512601,293.15,-0.512601,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00102,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.8333,25.8333,25.126,0,2,0,0,1,298.276,25.126,1,0,1,1,6
2.22,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.266,-0.511577,-0.511577,298.266,-0.511577,10,293.15,0.00392157,0.00101996,9.99898e-005,0.00101996,9.99898e-005,0,-9.99898e-005,1,293.15,298.266,-1.01985e-007,1.01985e-007,298.266,10.2006,293.15,293.15,0.511577,25.1158,298.266,0,0.511577,5.11577,298.266,0.511577,293.15,-0.511577,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00101996,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,25.9167,25.9167,25.1158,0,2,0,0,1,298.266,25.1158,1,0,1,1,6
2.24,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.256,-0.510555,-0.510555,298.256,-0.510555,10,293.15,0.00392157,0.00101992,9.99898e-005,0.00101992,9.99898e-005,0,-9.99898e-005,1,293.15,298.256,-1.01981e-007,1.01981e-007,298.256,10.2002,293.15,293.15,0.510555,25.1055,298.256,0,0.510555,5.10555,298.256,0.510555,293.15,-0.510555,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00101992,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,26,26,25.1055,0,2,0,0,1,298.256,25.1055,1,0,1,1,6
2.26,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.245,-0.509534,-0.509534,298.245,-0.509534,10,293.15,0.00392157,0.00101988,9.99898e-005,0.00101988,9.99898e-005,0,-9.99898e-005,1,293.15,298.245,-1.01977e-007,1.01977e-007,298.245,10.1998,293.15,293.15,0.509535,25.0953,298.245,0,0.509535,5.09535,298.245,0.509535,293.15,-0.509535,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00101988,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,26.0833,26.0833,25.0953,0,2,0,0,1,298.245,25.0953,1,0,1,1,6
2.26257,293.15,2,0,0,10,10,-9.99898e-005,10,-9.99898e-005,0,9.99898e-005,1,298.244,-0.509404,-0.509404,298.244,-0.509404,10,293.15,0.00392157,0.00101987,9.99898e-005,0.00101987,9.99898e-005,0,-9.99898e-005,1,293.15,298.244,-1.01977e-007,1.01977e-007,298.244,10.1998,293.15,293.15,0.509404,25.094,298.244,0,0.509404,5.09404,298.244,0.509404,293.15,-0.509404,0.1,9.99898,9.99898e-005,10,9.99898e-005,0.00101987,-9.99898e-005,1e-005,1e-005,0,293.15,0.000999796,293.15,1,9.99898,1,1,25,6,25,2,26.094,26.094,25.094,0,2,0,0,1,298.244,25.094,1,0,1,1,6
2.26257,293.15,2,0,0,10,10,-0.980414,10,-0.980414,0,0.980414,1,298.244,9.29472,9.29472,298.244,9.29472,10,293.15,0.00392157,9.99999,0.980414,9.99999,0.980414,0,-0.980414,1,293.15,298.244,-9.80413,9.80413,298.244,10.1998,293.15,293.15,0.509404,25.094,298.244,0,0.509404,5.09404,298.244,0.509404,293.15,-0.509404,0.1,9.80414e-006,0.980414,10,0.980414,9.99999,-0.980414,1e-005,1e-005,0,293.15,9.61211e-006,293.15,0,0.980414,1,1,25,6,25,2,26.094,26.094,25.094,1,2,0,1,0,298.244,25.094,0,0,1,1,6
2.28,293.15,2,0,0,10,10,-0.979804,10,-0.979804,0,0.979804,1,298.406,9.27244,9.27244,298.406,9.27244,10,293.15,0.00392157,9.99999,0.979804,9.99999,0.979804,0,-0.979804,1,293.15,298.406,-9.79803,9.79803,298.406,10.2061,293.15,293.15,0.525586,25.2559,298.406,0,0.525586,5.25586,298.406,0.525586,293.15,-0.525586,0.1,9.79804e-006,0.979804,10,0.979804,9.99999,-0.979804,1e-005,1e-005,0,293.15,9.60016e-006,293.15,0,0.979804,1,1,25,6,25,2,26.1667,26.1667,25.2559,1,2,0,1,0,298.406,25.2559,0,0,1,1,6
2.3,293.15,2,0,0,10,10,-0.979107,10,-0.979107,0,0.979107,1,298.591,9.24696,9.24696,298.591,9.24696,10,293.15,0.00392157,9.99999,0.979107,9.99999,0.979107,0,-0.979107,1,293.15,298.591,-9.79106,9.79106,298.591,10.2134,293.15,293.15,0.544106,25.4411,298.591,0,0.544106,5.44106,298.591,0.544106,293.15,-0.544106,0.1,9.79107e-006,0.979107,10,0.979107,9.99999,-0.979107,1e-005,1e-005,0,293.15,9.58651e-006,293.15,0,0.979107,1,1,25,6,25,2,26.25,26.25,25.4411,1,2,0,1,0,298.591,25.4411,0,0,1,1,6
2.32,293.15,2,0,0,10,10,-0.978414,10,-0.978414,0,0.978414,1,298.776,9.22155,9.22155,298.776,9.22155,10,293.15,0.00392157,9.99999,0.978414,9.99999,0.978414,0,-0.978414,1,293.15,298.776,-9.78413,9.78413,298.776,10.2206,293.15,293.15,0.562574,25.6257,298.776,0,0.562574,5.62574,298.776,0.562574,293.15,-0.562574,0.1,9.78413e-006,0.978414,10,0.978414,9.99999,-0.978414,1e-005,1e-005,0,293.15,9.57293e-006,293.15,0,0.978414,1,1,25,6,25,2,26.3333,26.3333,25.6257,1,2,0,1,0,298.776,25.6257,0,0,1,1,6
2.34,293.15,2,0,0,10,10,-0.977723,10,-0.977723,0,0.977723,1,298.96,9.19622,9.19622,298.96,9.19622,10,293.15,0.00392157,9.99999,0.977723,9.99999,0.977723,0,-0.977723,1,293.15,298.96,-9.77722,9.77722,298.96,10.2278,293.15,293.15,0.580992,25.8099,298.96,0,0.580992,5.80992,298.96,0.580992,293.15,-0.580992,0.1,9.77723e-006,0.977723,10,0.977723,9.99999,-0.977723,1e-005,1e-005,0,293.15,9.55941e-006,293.15,0,0.977723,1,1,25,6,25,2,26.4167,26.4167,25.8099,1,2,0,1,0,298.96,25.8099,0,0,1,1,6
2.36,293.15,2,0,0,10,10,-0.977035,10,-0.977035,0,0.977035,1,299.144,9.17098,9.17098,299.144,9.17098,10,293.15,0.00392157,9.99999,0.977035,9.99999,0.977035,0,-0.977035,1,293.15,299.144,-9.77034,9.77034,299.144,10.235,293.15,293.15,0.59936,25.9936,299.144,0,0.59936,5.9936,299.144,0.59936,293.15,-0.59936,0.1,9.77035e-006,0.977035,10,0.977035,9.99999,-0.977035,1e-005,1e-005,0,293.15,9.54596e-006,293.15,0,0.977035,1,1,25,6,25,2,26.5,26.5,25.9936,1,2,0,1,0,299.144,25.9936,0,0,1,1,6
2.38,293.15,2,0,0,10,10,-0.976349,10,-0.976349,0,0.976349,1,299.327,9.14581,9.14581,299.327,9.14581,10,293.15,0.00392157,9.99999,0.976349,9.99999,0.976349,0,-0.976349,1,293.15,299.327,-9.76348,9.76348,299.327,10.2422,293.15,293.15,0.617677,26.1768,299.327,0,0.617677,6.17677,299.327,0.617677,293.15,-0.617677,0.1,9.76349e-006,0.976349,10,0.976349,9.99999,-0.976349,1e-005,1e-005,0,293.15,9.53258e-006,293.15,0,0.976349,1,1,25,6,25,2,26.5833,26.5833,26.1768,1,2,0,1,0,299.327,26.1768,0,0,1,1,6
2.4,293.15,2,0,0,10,10,-0.975667,10,-0.975667,0,0.975667,1,299.509,9.12072,9.12072,299.509,9.12072,10,293.15,0.00392157,9.99999,0.975667,9.99999,0.975667,0,-0.975667,1,293.15,299.509,-9.75666,9.75666,299.509,10.2494,293.15,293.15,0.635944,26.3594,299.509,0,0.635944,6.35944,299.509,0.635944,293.15,-0.635944,0.1,9.75667e-006,0.975667,10,0.975667,9.99999,-0.975667,1e-005,1e-005,0,293.15,9.51926e-006,293.15,0,0.975667,1,1,25,6,25,2,26.6667,26.6667,26.3594,1,2,0,1,0,299.509,26.3594,0,0,1,1,6
2.42,293.15,2,0,0,10,10,-0.974987,10,-0.974987,0,0.974987,1,299.692,9.0957,9.0957,299.692,9.0957,10,293.15,0.00392157,9.99999,0.974987,9.99999,0.974987,0,-0.974987,1,293.15,299.692,-9.74986,9.74986,299.692,10.2565,293.15,293.15,0.654162,26.5416,299.692,0,0.654162,6.54162,299.692,0.654162,293.15,-0.654162,0.1,9.74987e-006,0.974987,10,0.974987,9.99999,-0.974987,1e-005,1e-005,0,293.15,9.506e-006,293.15,0,0.974987,1,1,25,6,25,2,26.75,26.75,26.5416,1,2,0,1,0,299.692,26.5416,0,0,1,1,6
2.44,293.15,2,0,0,10,10,-0.97431,10,-0.97431,0,0.97431,1,299.873,9.07077,9.07077,299.873,9.07077,10,293.15,0.00392157,9.99999,0.97431,9.99999,0.97431,0,-0.97431,1,293.15,299.873,-9.7431,9.7431,299.873,10.2637,293.15,293.15,0.67233,26.7233,299.873,0,0.67233,6.7233,299.873,0.67233,293.15,-0.67233,0.1,9.7431e-006,0.97431,10,0.97431,9.99999,-0.97431,1e-005,1e-005,0,293.15,9.49281e-006,293.15,0,0.97431,1,1,25,6,25,2,26.8333,26.8333,26.7233,1,2,0,1,0,299.873,26.7233,0,0,1,1,6
2.46,293.15,2,0,0,10,10,-0.973636,10,-0.973636,0,0.973636,1,300.054,9.04591,9.04591,300.054,9.04591,10,293.15,0.00392157,9.99999,0.973636,9.99999,0.973636,0,-0.973636,1,293.15,300.054,-9.73635,9.73635,300.054,10.2708,293.15,293.15,0.690449,26.9045,300.054,0,0.690449,6.90449,300.054,0.690449,293.15,-0.690449,0.1,9.73636e-006,0.973636,10,0.973636,9.99999,-0.973636,1e-005,1e-005,0,293.15,9.47968e-006,293.15,0,0.973636,1,1,25,6,25,2,26.9167,26.9167,26.9045,1,2,0,1,0,300.054,26.9045,0,0,1,1,6
2.48,293.15,2,0,0,10,10,-0.972965,10,-0.972965,0,0.972965,1,300.235,9.02112,9.02112,300.235,9.02112,10,293.15,0.00392157,9.99999,0.972965,9.99999,0.972965,0,-0.972965,1,293.15,300.235,-9.72964,9.72964,300.235,10.2779,293.15,293.15,0.708518,27.0852,300.235,0,0.708518,7.08518,300.235,0.708518,293.15,-0.708518,0.1,9.72965e-006,0.972965,10,0.972965,9.99999,-0.972965,1e-005,1e-005,0,293.15,9.46661e-006,293.15,0,0.972965,1,1,25,6,25,2,27,27,27.0852,1,2,0,1,0,300.235,27.0852,0,0,1,1,6
2.5,293.15,2,0,0,10,10,-0.972297,10,-0.972297,0,0.972297,1,300.415,8.99642,8.99642,300.415,8.99642,10,293.15,0.00392157,9.99999,0.972297,9.99999,0.972297,0,-0.972297,1,293.15,300.415,-9.72296,9.72296,300.415,10.2849,293.15,293.15,0.726538,27.2654,300.415,0,0.726538,7.26538,300.415,0.726538,293.15,-0.726538,0.1,9.72297e-006,0.972297,10,0.972297,9.99999,-0.972297,1e-005,1e-005,0,293.15,9.45361e-006,293.15,0,0.972297,1,1,25,6,25,2,27.0833,27.0833,27.2654,1,2,0,1,0,300.415,27.2654,0,0,1,1,6
2.52,293.15,2,0,0,10,10,-0.971631,10,-0.971631,0,0.971631,1,300.595,8.97179,8.97179,300.595,8.97179,10,293.15,0.00392157,9.99999,0.971631,9.99999,0.971631,0,-0.971631,1,293.15,300.595,-9.7163,9.7163,300.595,10.292,293.15,293.15,0.744507,27.4451,300.595,0,0.744507,7.44507,300.595,0.744507,293.15,-0.744507,0.1,9.71631e-006,0.971631,10,0.971631,9.99999,-0.971631,1e-005,1e-005,0,293.15,9.44067e-006,293.15,0,0.971631,1,1,25,6,25,2,27.1667,27.1667,27.4451,1,2,0,1,0,300.595,27.4451,0,0,1,1,6
2.54,293.15,2,0,0,10,10,-0.970968,10,-0.970968,0,0.970968,1,300.774,8.94724,8.94724,300.774,8.94724,10,293.15,0.00392157,9.99999,0.970968,9.99999,0.970968,0,-0.970968,1,293.15,300.774,-9.70967,9.70967,300.774,10.299,293.15,293.15,0.762428,27.6243,300.774,0,0.762428,7.62428,300.774,0.762428,293.15,-0.762428,0.1,9.70968e-006,0.970968,10,0.970968,9.99999,-0.970968,1e-005,1e-005,0,293.15,9.42779e-006,293.15,0,0.970968,1,1,25,6,25,2,27.25,27.25,27.6243,1,2,0,1,0,300.774,27.6243,0,0,1,1,6
2.56,293.15,2,0,0,10,10,-0.970308,10,-0.970308,0,0.970308,1,300.953,8.92276,8.92276,300.953,8.92276,10,293.15,0.00392157,9.99999,0.970308,9.99999,0.970308,0,-0.970308,1,293.15,300.953,-9.70307,9.70307,300.953,10.306,293.15,293.15,0.780302,27.803,300.953,0,0.780302,7.80302,300.953,0.780302,293.15,-0.780302,0.1,9.70308e-006,0.970308,10,0.970308,9.99999,-0.970308,1e-005,1e-005,0,293.15,9.41497e-006,293.15,0,0.970308,1,1,25,6,25,2,27.3333,27.3333,27.803,1,2,0,1,0,300.953,27.803,0,0,1,1,6
2.58,293.15,2,0,0,10,10,-0.96965,10,-0.96965,0,0.96965,1,301.131,8.89836,8.89836,301.131,8.89836,10,293.15,0.00392157,9.99999,0.96965,9.99999,0.96965,0,-0.96965,1,293.15,301.131,-9.69649,9.69649,301.131,10.313,293.15,293.15,0.79813,27.9813,301.131,0,0.79813,7.9813,301.131,0.79813,293.15,-0.79813,0.1,9.6965e-006,0.96965,10,0.96965,9.99999,-0.96965,1e-005,1e-005,0,293.15,9.40221e-006,293.15,0,0.96965,1,1,25,6,25,2,27.4167,27.4167,27.9813,1,2,0,1,0,301.131,27.9813,0,0,1,1,6
2.6,293.15,2,0,0,10,10,-0.968995,10,-0.968995,0,0.968995,1,301.309,8.87403,8.87403,301.309,8.87403,10,293.15,0.00392157,9.99999,0.968995,9.99999,0.968995,0,-0.968995,1,293.15,301.309,-9.68994,9.68994,301.309,10.32,293.15,293.15,0.815909,28.1591,301.309,0,0.815909,8.15909,301.309,0.815909,293.15,-0.815909,0.1,9.68995e-006,0.968995,10,0.968995,9.99999,-0.968995,1e-005,1e-005,0,293.15,9.38951e-006,293.15,0,0.968995,1,1,25,6,25,2,27.5,27.5,28.1591,1,2,0,1,0,301.309,28.1591,0,0,1,1,6
2.62,293.15,2,0,0,10,10,-0.968342,10,-0.968342,0,0.968342,1,301.486,8.84977,8.84977,301.486,8.84977,10,293.15,0.00392157,9.99999,0.968342,9.99999,0.968342,0,-0.968342,1,293.15,301.486,-9.68341,9.68341,301.486,10.3269,293.15,293.15,0.833641,28.3364,301.486,0,0.833641,8.33641,301.486,0.833641,293.15,-0.833641,0.1,9.68342e-006,0.968342,10,0.968342,9.99999,-0.968342,1e-005,1e-005,0,293.15,9.37687e-006,293.15,0,0.968342,1,1,25,6,25,2,27.5833,27.5833,28.3364,1,2,0,1,0,301.486,28.3364,0,0,1,1,6
2.64,293.15,2,0,0,10,10,-0.967692,10,-0.967692,0,0.967692,1,301.663,8.82559,8.82559,301.663,8.82559,10,293.15,0.00392157,9.99999,0.967692,9.99999,0.967692,0,-0.967692,1,293.15,301.663,-9.67691,9.67691,301.663,10.3339,293.15,293.15,0.851324,28.5132,301.663,0,0.851324,8.51324,301.663,0.851324,293.15,-0.851324,0.1,9.67692e-006,0.967692,10,0.967692,9.99999,-0.967692,1e-005,1e-005,0,293.15,9.36428e-006,293.15,0,0.967692,1,1,25,6,25,2,27.6667,27.6667,28.5132,1,2,0,1,0,301.663,28.5132,0,0,1,1,6
2.66,293.15,2,0,0,10,10,-0.967045,10,-0.967045,0,0.967045,1,301.84,8.80148,8.80148,301.84,8.80148,10,293.15,0.00392157,9.99999,0.967045,9.99999,0.967045,0,-0.967045,1,293.15,301.84,-9.67044,9.67044,301.84,10.3408,293.15,293.15,0.86896,28.6896,301.84,0,0.86896,8.6896,301.84,0.86896,293.15,-0.86896,0.1,9.67045e-006,0.967045,10,0.967045,9.99999,-0.967045,1e-005,1e-005,0,293.15,9.35176e-006,293.15,0,0.967045,1,1,25,6,25,2,27.75,27.75,28.6896,1,2,0,1,0,301.84,28.6896,0,0,1,1,6
2.67304,293.15,2,0,0,10,10,-0.966625,10,-0.966625,0,0.966625,1,301.954,8.7858,8.7858,301.954,8.7858,10,293.15,0.00392157,9.99999,0.966625,9.99999,0.966625,0,-0.966625,1,293.15,301.954,-9.66624,9.66624,301.954,10.3453,293.15,293.15,0.880434,28.8043,301.954,0,0.880434,8.80434,301.954,0.880434,293.15,-0.880434,0.1,9.66625e-006,0.966625,10,0.966625,9.99999,-0.966625,1e-005,1e-005,0,293.15,9.34363e-006,293.15,0,0.966625,1,1,25,6,25,2,27.8043,27.8043,28.8043,1,2,0,1,0,301.954,28.8043,0,0,1,1,6
2.67304,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.954,-0.880434,-0.880434,301.954,-0.880434,10,293.15,0.00392157,0.00103442,9.99897e-005,0.00103442,9.99897e-005,0,-9.99897e-005,1,293.15,301.954,-1.03431e-007,1.03431e-007,301.954,10.3453,293.15,293.15,0.880434,28.8043,301.954,0,0.880434,8.80434,301.954,0.880434,293.15,-0.880434,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.00103442,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,27.8043,27.8043,28.8043,0,2,0,0,1,301.954,28.8043,1,0,1,1,6
2.68,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.948,-0.879822,-0.879822,301.948,-0.879822,10,293.15,0.00392157,0.0010344,9.99897e-005,0.0010344,9.99897e-005,0,-9.99897e-005,1,293.15,301.948,-1.03429e-007,1.03429e-007,301.948,10.345,293.15,293.15,0.879822,28.7982,301.948,0,0.879822,8.79822,301.948,0.879822,293.15,-0.879822,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.0010344,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,27.8333,27.8333,28.7982,0,2,0,0,1,301.948,28.7982,1,0,1,1,6
2.7,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.931,-0.878064,-0.878064,301.931,-0.878064,10,293.15,0.00392157,0.00103433,9.99897e-005,0.00103433,9.99897e-005,0,-9.99897e-005,1,293.15,301.931,-1.03422e-007,1.03422e-007,301.931,10.3443,293.15,293.15,0.878064,28.7806,301.931,0,0.878064,8.78064,301.931,0.878064,293.15,-0.878064,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.00103433,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,27.9167,27.9167,28.7806,0,2,0,0,1,301.931,28.7806,1,0,1,1,6
2.72,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.913,-0.87631,-0.87631,301.913,-0.87631,10,293.15,0.00392157,0.00103426,9.99897e-005,0.00103426,9.99897e-005,0,-9.99897e-005,1,293.15,301.913,-1.03415e-007,1.03415e-007,301.913,10.3437,293.15,293.15,0.87631,28.7631,301.913,0,0.87631,8.7631,301.913,0.87631,293.15,-0.87631,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.00103426,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,28,28,28.7631,0,2,0,0,1,301.913,28.7631,1,0,1,1,6
2.74,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.896,-0.874559,-0.874559,301.896,-0.874559,10,293.15,0.00392157,0.00103419,9.99897e-005,0.00103419,9.99897e-005,0,-9.99897e-005,1,293.15,301.896,-1.03408e-007,1.03408e-007,301.896,10.343,293.15,293.15,0.874559,28.7456,301.896,0,0.874559,8.74559,301.896,0.874559,293.15,-0.874559,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.00103419,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,28.0833,28.0833,28.7456,0,2,0,0,1,301.896,28.7456,1,0,1,1,6
2.76,293.15,2,0,0,10,10,-9.99897e-005,10,-9.99897e-005,0,9.99897e-005,1,301.878,-0.872811,-0.872811,301.878,-0.872811,10,293.15,0.00392157,0.00103412,9.99897e-005,0.00103412,9.99897e-005,0,-9.99897e-005,1,293.15,301.878,-1.03401e-007,1.03401e-007,301.878,10.3423,293.15,293.15,0.872811,28.7281,301.878,0,0.872811,8.72812,301.878,0.872811,293.15,-0.872811,0.1,9.99897,9.99897e-005,10,9.99897e-005,0.00103412,-9.99897e-005,1e-005,1e-005,0,293.15,0.000999793,293.15,1,9.99897,1,1,25,6,25,2,28.1667,28.1667,28.7281,0,2,0,0,1,301.878,28.7281,1,0,1,1,6
