"time","Capacitor1.v","IdealDiode3.off","SineVoltage1.phase","SineVoltage2.phase","SineVoltage3.phase"
0.0749,-2.16666,0,0,0,0
0.075,-2.16666,0,0,0,0
0.0751,-2.16666,0,0,0,0
0.0752,-2.16666,0,0,0,0
0.0753,-2.16666,0,0,0,0
0.0754,-2.16666,0,0,0,0
0.0755,-2.16666,0,0,0,0
0.0756,-2.16666,0,0,0,0
0.0757,-2.16666,0,0,0,0
0.0758,-2.16666,0,0,0,0
0.0759,-2.16666,0,0,0,0
0.076,-2.16666,0,0,0,0
0.0761,-2.16666,0,0,0,0
0.0762,-2.16666,0,0,0,0
0.0763,-2.16666,0,0,0,0
0.0764,-2.16666,0,0,0,0
0.0765,-2.16666,0,0,0,0
0.0766,-2.16666,0,0,0,0
0.0767,-2.16666,0,0,0,0
0.0768,-2.16666,0,0,0,0
0.0769,-2.16666,0,0,0,0
0.077,-2.16666,0,0,0,0
0.0771,-2.16666,0,0,0,0
0.0772,-2.16666,0,0,0,0
0.0773,-2.16666,0,0,0,0
0.0774,-2.16666,0,0,0,0
0.0775,-2.16666,0,0,0,0
0.0776,-2.16666,0,0,0,0
0.0777,-2.16666,0,0,0,0
0.0778,-2.16666,0,0,0,0
0.0779,-2.16666,0,0,0,0
0.078,-2.16666,0,0,0,0
0.0781,-2.16666,0,0,0,0
0.0782,-2.16666,0,0,0,0
0.0783,-2.16666,0,0,0,0
0.0784,-2.16666,0,0,0,0
0.0785,-2.16666,0,0,0,0
0.0786,-2.16666,0,0,0,0
0.0787,-2.16666,0,0,0,0
0.0788,-2.16666,0,0,0,0
0.0789,-2.16666,0,0,0,0
0.079,-2.16666,0,0,0,0
0.0791,-2.16666,0,0,0,0
0.0792,-2.16666,0,0,0,0
0.0793,-2.16666,0,0,0,0
0.0794,-2.16666,0,0,0,0
0.0795,-2.16666,0,0,0,0
0.0796,-2.16666,0,0,0,0
0.0797,-2.16666,0,0,0,0
0.0798,-2.16666,0,0,0,0
0.0799,-2.16666,0,0,0,0
0.08,-2.16666,0,0,0,0
0.0801,-2.16666,0,0,0,0
0.0802,-2.16666,0,0,0,0
0.0803,-2.16666,0,0,0,0
0.0804,-2.16666,0,0,0,0
0.0805,-2.16666,0,0,0,0
0.0806,-2.16666,0,0,0,0
0.0807,-2.16666,0,0,0,0
0.0808,-2.16666,0,0,0,0
0.0809,-2.16666,0,0,0,0
0.081,-2.16666,0,0,0,0
0.0811,-2.16666,0,0,0,0
0.0812,-2.16666,0,0,0,0
0.0813,-2.16666,0,0,0,0
0.0814,-2.16666,0,0,0,0
0.0815,-2.16666,0,0,0,0
0.0816,-2.16666,0,0,0,0
0.0817,-2.16666,0,0,0,0
0.0818,-2.16666,0,0,0,0
0.0819,-2.16666,0,0,0,0
0.082,-2.16666,0,0,0,0
0.0821,-2.16666,0,0,0,0
0.0822,-2.16666,0,0,0,0
0.0823,-2.16666,0,0,0,0
0.0824,-2.16666,0,0,0,0
0.0825,-2.16666,0,0,0,0
0.0826,-2.16666,0,0,0,0
0.0827,-2.16666,0,0,0,0
0.0828,-2.16666,0,0,0,0
0.0829,-2.16666,0,0,0,0
0.083,-2.16666,0,0,0,0
0.0831,-2.16666,0,0,0,0
0.0832,-2.16666,0,0,0,0
0.0833,-2.16666,0,0,0,0
0.0834,-2.16666,0,0,0,0
0.0835,-2.16666,0,0,0,0
0.0836,-2.16666,0,0,0,0
0.0837,-2.16666,0,0,0,0
0.0838,-2.16666,0,0,0,0
0.0839,-2.16666,0,0,0,0
0.084,-2.16666,0,0,0,0
0.0841,-2.16666,0,0,0,0
0.0842,-2.16666,0,0,0,0
0.0843,-2.16666,0,0,0,0
0.0844,-2.16666,0,0,0,0
0.0845,-2.16666,0,0,0,0
0.0846,-2.16666,0,0,0,0
0.0847,-2.16666,0,0,0,0
0.0848,-2.16666,0,0,0,0
0.0849,-2.16666,0,0,0,0
0.085,-2.16666,0,0,0,0
0.0851,-2.16666,0,0,0,0
0.0852,-2.16666,0,0,0,0
0.0853,-2.16666,0,0,0,0
0.0854,-2.16666,0,0,0,0
0.0855,-2.16666,0,0,0,0
0.0856,-2.16666,0,0,0,0
0.0857,-2.16666,0,0,0,0
0.0858,-2.16666,0,0,0,0
0.0859,-2.16666,0,0,0,0
0.086,-2.16666,0,0,0,0
0.0861,-2.16666,0,0,0,0
0.0862,-2.16666,0,0,0,0
0.0863,-2.16666,0,0,0,0
0.0864,-2.16666,0,0,0,0
0.0865,-2.16666,0,0,0,0
0.0866,-2.16666,0,0,0,0
0.0867,-2.16666,0,0,0,0
0.0868,-2.16666,0,0,0,0
0.0869,-2.16666,0,0,0,0
0.087,-2.16666,0,0,0,0
0.0871,-2.16666,0,0,0,0
0.0872,-2.16666,0,0,0,0
0.0873,-2.16666,0,0,0,0
0.0874,-2.16666,0,0,0,0
0.0875,-2.16666,0,0,0,0
0.0876,-2.16666,0,0,0,0
0.0877,-2.16666,0,0,0,0
0.0878,-2.16666,0,0,0,0
0.0879,-2.16666,0,0,0,0
0.088,-2.16666,0,0,0,0
0.0881,-2.16666,0,0,0,0
0.0882,-2.16666,0,0,0,0
0.0883,-2.16666,0,0,0,0
0.0884,-2.16666,0,0,0,0
0.0885,-2.16666,0,0,0,0
0.0886,-2.16666,0,0,0,0
0.0887,-2.16666,0,0,0,0
0.0888,-2.16666,0,0,0,0
0.0889,-2.16666,0,0,0,0
0.089,-2.16666,0,0,0,0
0.0891,-2.16666,0,0,0,0
0.0892,-2.16666,0,0,0,0
0.0893,-2.16666,0,0,0,0
0.0894,-2.16666,0,0,0,0
0.0895,-2.16666,0,0,0,0
0.0896,-2.16666,0,0,0,0
0.0897,-2.16666,0,0,0,0
0.0898,-2.16666,0,0,0,0
0.0899,-2.16666,0,0,0,0
0.09,-2.16666,0,0,0,0
0.0901,-2.16666,0,0,0,0
0.0902,-2.16666,0,0,0,0
0.0903,-2.16666,0,0,0,0
0.0904,-2.16666,0,0,0,0
0.0905,-2.16666,0,0,0,0
0.0906,-2.16666,0,0,0,0
0.0907,-2.16666,0,0,0,0
0.0908,-2.16666,0,0,0,0
0.0909,-2.16666,0,0,0,0
0.091,-2.16666,0,0,0,0
0.0911,-2.16666,0,0,0,0
0.0912,-2.16666,0,0,0,0
0.0913,-2.16666,0,0,0,0
0.0914,-2.16666,0,0,0,0
0.0915,-2.16666,0,0,0,0
0.0916,-2.16666,0,0,0,0
0.0917,-2.16666,0,0,0,0
0.0918,-2.16666,0,0,0,0
0.0919,-2.16666,0,0,0,0
0.092,-2.16666,0,0,0,0
0.0921,-2.16666,0,0,0,0
0.0922,-2.16666,0,0,0,0
0.0923,-2.16666,0,0,0,0
0.0924,-2.16666,0,0,0,0
0.0925,-2.16666,0,0,0,0
0.0926,-2.16666,0,0,0,0
0.0927,-2.16666,0,0,0,0
0.0928,-2.16666,0,0,0,0
0.0929,-2.16666,0,0,0,0
0.093,-2.16666,0,0,0,0
0.0931,-2.16666,0,0,0,0
0.0932,-2.16666,0,0,0,0
0.0933,-2.16666,0,0,0,0
0.0934,-2.16666,0,0,0,0
0.0935,-2.16666,0,0,0,0
0.0936,-2.16666,0,0,0,0
0.0937,-2.16666,0,0,0,0
0.0938,-2.16666,0,0,0,0
0.0939,-2.16666,0,0,0,0
0.094,-2.16666,0,0,0,0
0.0941,-2.16666,0,0,0,0
0.0942,-2.16666,0,0,0,0
0.0943,-2.16666,0,0,0,0
0.0944,-2.16666,0,0,0,0
0.0945,-2.16666,0,0,0,0
0.0946,-2.16666,0,0,0,0
0.0947,-2.16666,0,0,0,0
0.0948,-2.16666,0,0,0,0
0.0949,-2.16666,0,0,0,0
0.095,-2.16666,0,0,0,0
0.0951,-2.16666,0,0,0,0
0.0952,-2.16666,0,0,0,0
0.0953,-2.16666,0,0,0,0
0.0954,-2.16666,0,0,0,0
0.0955,-2.16666,0,0,0,0
0.0956,-2.16666,0,0,0,0
0.0957,-2.16666,0,0,0,0
0.0958,-2.16666,0,0,0,0
0.0959,-2.16666,0,0,0,0
0.096,-2.16666,0,0,0,0
0.0961,-2.16666,0,0,0,0
0.0962,-2.16666,0,0,0,0
0.0963,-2.16666,0,0,0,0
0.0964,-2.16666,0,0,0,0
0.0965,-2.16666,0,0,0,0
0.0966,-2.16666,0,0,0,0
0.0967,-2.16666,0,0,0,0
0.0968,-2.16666,0,0,0,0
0.0969,-2.16666,0,0,0,0
0.097,-2.16666,0,0,0,0
0.0971,-2.16666,0,0,0,0
0.0972,-2.16666,0,0,0,0
0.0973,-2.16666,0,0,0,0
0.0974,-2.16666,0,0,0,0
0.0975,-2.16666,0,0,0,0
0.0976,-2.16666,0,0,0,0
0.0977,-2.16666,0,0,0,0
0.0978,-2.16666,0,0,0,0
0.0979,-2.16666,0,0,0,0
0.098,-2.16666,0,0,0,0
0.0981,-2.16666,0,0,0,0
0.0982,-2.16666,0,0,0,0
0.0983,-2.16666,0,0,0,0
0.0984,-2.16666,0,0,0,0
0.0985,-2.16666,0,0,0,0
0.0986,-2.16666,0,0,0,0
0.0987,-2.16666,0,0,0,0
0.0988,-2.16666,0,0,0,0
0.0989,-2.16666,0,0,0,0
0.099,-2.16666,0,0,0,0
0.0991,-2.16666,0,0,0,0
0.0992,-2.16666,0,0,0,0
0.0993,-2.16666,0,0,0,0
0.0994,-2.16666,0,0,0,0
0.0995,-2.16666,0,0,0,0
0.0996,-2.16666,0,0,0,0
0.0997,-2.16666,0,0,0,0
0.0998,-2.16666,0,0,0,0
0.0999,-2.16666,0,0,0,0
0.1,-2.16666,0,0,0,0
