"time","Bearing.frame_b.f[3]","Bearing.frame_b.t[1]","Bearing.frame_b.t[2]","Bearing.frame_b.t[3]"
0.454,-17985.40849,-1828.515679,2696.92885,13052.18335
0.455,-27312.17781,-2776.876237,4095.577459,11052.63378
0.456,-27028.43288,-2747.7092,4052.82148,7319.101812
0.457,-16675.9945,-1694.377919,2499.920618,3981.332632
0.458,-1517.331522,-152.2553969,226.2185715,2490.737253
0.459,16581.27933,1688.802765,-2488.358164,3440.912166
0.46,37073.3635,3773.192888,-5561.835613,8738.503744
0.462,-22437.84655,-2283.165123,3365.868849,24940.19564
0.464,-21358.82789,-2174.741871,3204.900547,4400.509112
0.465,-1658.06058,-170.7366164,250.0390555,2571.912532
0.466,15354.44583,1559.943074,-2301.702714,3662.368303
0.467,28335.20642,2880.628619,-4248.815185,6995.460017
0.469,21772.57151,2213.70989,-3264.925692,13933.37268
0.47,8857.681175,900.5029343,-1328.199637,14369.65345
0.470662,1201.631681,122.1573363,-180.1802644,14311.90778
0.471,-2575.688327,-261.8440306,386.2154847,14314.40272
0.472,-14561.97195,-1480.484978,2183.593394,14253.63461
0.473,-26631.96595,-2707.834651,3993.652806,12871.38362
0.475,-21605.20222,-2195.87811,3239.297175,5081.57052
0.476,-5651.814155,-572.8540873,846.357313,2842.884827
0.477,13790.07693,1404.899715,-2069.729481,3236.213408
0.478,36622.44851,3727.411771,-5494.260788,8009.015166
0.479638,9339.235778,950.2964619,-1400.953292,29293.14966
0.48,-18723.86876,-1905.224645,2808.724579,27727.60698
0.482,-23436.25416,-2386.097965,3516.511018,4790.970961
0.483,-1516.551069,-156.3465603,228.8174472,2753.61456
0.484,17251.57234,1752.954173,-2586.267607,4060.167756
0.485,31042.04807,3156.039874,-4654.849169,7893.384997
0.487,20957.41559,2130.88657,-3142.725397,15062.34165
0.488,6940.082783,705.5759417,-1040.672687,15314.87079
0.488429,1542.10897,156.778087,-231.2387838,15274.84352
0.489,-5539.359931,-563.1643154,830.6298123,15289.54142
0.49,-19172.00858,-1949.31705,2874.967283,15049.61156
0.491,-31056.18749,-3157.814434,4657.188882,12794.02232
0.492,-30697.60229,-3121.011682,4603.192979,8229.892179
0.493,-17337.0778,-1761.644837,2599.087677,4265.33582
0.494,1912.558158,196.6618636,-288.2346384,2824.759949
0.495,25190.7639,2564.636444,-3779.70781,4888.141781
0.496,48770.69701,4963.090927,-7316.29784,13994.27229
0.497,20921.57947,2128.826581,-3138.38284,30459.43721
0.497104,12204.9901,1241.887224,-1830.831613,31275.03292
0.498,-46660.48822,-4748.014774,6999.519467,21753.6566
0.499,-36052.71732,-3669.488984,5408.82897,7840.398286
0.5,-10576.50704,-1077.989948,1587.723388,3277.388487
