"time","addr","datao","oeb","sync","vpab","we_n"
2.159,131,35,0,0,1,0
2.159,131,35,0,0,1,0
2.16,9699,35,0,1,1,1
2.16,9699,35,0,1,1,1
2.161,9699,35,1,0,1,1
2.161,9699,35,1,0,1,1
2.162,422,37,1,0,1,0
2.162,422,37,1,0,1,0
2.163,421,227,0,0,1,0
2.163,421,227,0,0,1,0
2.164,420,68,0,0,1,0
2.164,420,68,0,0,1,0
2.165,65530,35,0,0,0,1
2.165,65530,35,0,0,0,1
2.166,65531,35,1,0,0,1
2.166,65531,35,1,0,0,1
2.167,65531,35,1,0,0,1
2.167,65531,35,1,0,0,1
2.168,61944,35,1,1,1,1
2.168,61944,35,1,1,1,1
2.169,61944,35,1,1,1,1
2.169,61944,35,1,1,1,1
2.17,61944,35,1,1,1,1
2.17,61944,35,1,1,1,1
2.171,61944,35,1,0,1,1
2.171,61944,35,1,0,1,1
2.172,419,241,1,0,1,0
2.172,419,241,1,0,1,0
2.173,419,241,0,0,1,0
2.173,419,241,0,0,1,0
2.174,418,248,0,0,1,0
2.174,418,248,0,0,1,0
2.175,418,248,0,0,1,0
2.175,418,248,0,0,1,0
2.176,418,248,0,0,1,0
2.176,418,248,0,0,1,0
2.177,417,68,0,0,1,0
2.177,417,68,0,0,1,0
2.178,417,68,0,0,1,0
2.178,417,68,0,0,1,0
2.179,417,68,0,0,1,0
2.179,417,68,0,0,1,0
2.18,417,68,0,0,1,0
2.18,417,68,0,0,1,0
2.181,65530,35,0,0,0,1
2.181,65530,35,0,0,0,1
2.182,65531,35,1,0,0,1
2.182,65531,35,1,0,0,1
2.183,65531,35,1,0,0,1
2.183,65531,35,1,0,0,1
2.184,65531,35,1,0,0,1
2.184,65531,35,1,0,0,1
2.185,34552,35,1,1,1,1
2.185,34552,35,1,1,1,1
2.186,34552,35,1,1,1,1
2.186,34552,35,1,1,1,1
2.187,34552,35,1,1,1,1
2.187,34552,35,1,1,1,1
2.188,34552,35,1,0,1,1
2.188,34552,35,1,0,1,1
2.189,34552,35,1,0,1,1
2.189,34552,35,1,0,1,1
2.19,34552,35,1,0,1,1
2.19,34552,35,1,0,1,1
2.191,34552,35,1,0,1,1
2.191,34552,35,1,0,1,1
2.192,34552,35,1,0,1,1
2.192,34552,35,1,0,1,1
2.193,416,134,1,0,1,0
2.193,416,134,1,0,1,0
2.194,416,134,0,0,1,0
2.194,416,134,0,0,1,0
2.195,415,248,0,0,1,0
2.195,415,248,0,0,1,0
2.196,415,248,0,0,1,0
2.196,415,248,0,0,1,0
2.197,414,68,0,0,1,0
2.197,414,68,0,0,1,0
2.198,414,68,0,0,1,0
2.198,414,68,0,0,1,0
2.199,414,68,0,0,1,0
2.199,414,68,0,0,1,0
2.2,414,68,0,0,1,0
2.2,414,68,0,0,1,0
2.201,65530,35,0,0,0,1
2.201,65530,35,0,0,0,1
2.202,65531,35,1,0,0,1
2.202,65531,35,1,0,0,1
2.203,65531,35,1,0,0,1
2.203,65531,35,1,0,0,1
2.204,32493,35,1,1,1,1
2.204,32493,35,1,1,1,1
2.205,32493,35,1,1,1,1
2.205,32493,35,1,1,1,1
2.206,32493,35,1,0,1,1
2.206,32493,35,1,0,1,1
2.207,32493,35,1,0,1,1
2.207,32493,35,1,0,1,1
2.208,413,126,1,0,1,0
2.208,413,126,1,0,1,0
2.209,413,126,0,0,1,0
2.209,413,126,0,0,1,0
2.21,413,126,0,0,1,0
2.21,413,126,0,0,1,0
2.211,413,126,0,0,1,0
2.211,413,126,0,0,1,0
2.212,413,126,0,0,1,0
2.212,413,126,0,0,1,0
2.213,412,237,0,0,1,0
2.213,412,237,0,0,1,0
2.214,412,237,0,0,1,0
2.214,412,237,0,0,1,0
2.215,411,68,0,0,1,0
2.215,411,68,0,0,1,0
2.216,411,68,0,0,1,0
2.216,411,68,0,0,1,0
2.217,65530,35,0,0,0,1
2.217,65530,35,0,0,0,1
2.218,65530,35,1,0,0,1
2.218,65530,35,1,0,0,1
2.219,65531,35,1,0,0,1
2.219,65531,35,1,0,0,1
2.22,2510,35,1,1,1,1
2.22,2510,35,1,1,1,1
2.221,2510,35,1,1,1,1
2.221,2510,35,1,1,1,1
2.222,2510,35,1,0,1,1
2.222,2510,35,1,0,1,1
2.223,2510,35,1,0,1,1
2.223,2510,35,1,0,1,1
2.224,410,9,1,0,1,0
2.224,410,9,1,0,1,0
2.225,409,206,0,0,1,0
2.225,409,206,0,0,1,0
2.226,408,68,0,0,1,0
2.226,408,68,0,0,1,0
2.227,408,68,0,0,1,0
2.227,408,68,0,0,1,0
2.228,65530,35,0,0,0,1
2.228,65530,35,0,0,0,1
2.229,65531,35,1,0,0,1
2.229,65531,35,1,0,0,1
2.23,59936,35,1,1,1,1
2.23,59936,35,1,1,1,1
2.231,59937,35,1,0,1,1
2.231,59937,35,1,0,1,1
2.232,59937,35,1,1,1,1
2.232,59937,35,1,1,1,1
2.233,59937,35,1,0,1,1
2.233,59937,35,1,0,1,1
2.234,59937,35,1,0,1,1
2.234,59937,35,1,0,1,1
2.235,407,234,1,0,1,0
2.235,407,234,1,0,1,0
2.236,406,33,0,0,1,0
2.236,406,33,0,0,1,0
2.237,405,68,0,0,1,0
2.237,405,68,0,0,1,0
2.238,405,68,0,0,1,0
2.238,405,68,0,0,1,0
2.239,65530,35,0,0,0,1
2.239,65530,35,0,0,0,1
2.24,65530,35,1,0,0,1
2.24,65530,35,1,0,0,1
2.241,65531,35,1,0,0,1
2.241,65531,35,1,0,0,1
2.242,13198,35,1,1,1,1
2.242,13198,35,1,1,1,1
2.243,13198,35,1,1,1,1
2.243,13198,35,1,1,1,1
2.244,13199,35,1,0,1,1
2.244,13199,35,1,0,1,1
2.245,13199,35,1,0,1,1
2.245,13199,35,1,0,1,1
2.246,13199,35,1,0,1,1
2.246,13199,35,1,0,1,1
2.247,13199,35,1,0,1,1
2.247,13199,35,1,0,1,1
2.248,13199,35,1,0,1,1
2.248,13199,35,1,0,1,1
2.249,13199,35,1,0,1,1
2.249,13199,35,1,0,1,1
2.25,13199,35,1,0,1,1
2.25,13199,35,1,0,1,1
2.251,13199,35,1,0,1,1
2.251,13199,35,1,0,1,1
2.252,13199,35,1,0,1,1
2.252,13199,35,1,0,1,1
2.253,13199,35,1,1,1,1
2.253,13199,35,1,1,1,1
2.254,13199,35,1,0,1,1
2.254,13199,35,1,0,1,1
2.255,404,51,1,0,1,0
2.255,404,51,1,0,1,0
2.256,403,143,0,0,1,0
2.256,403,143,0,0,1,0
2.257,403,143,0,0,1,0
2.257,403,143,0,0,1,0
2.258,403,143,0,0,1,0
2.258,403,143,0,0,1,0
2.259,403,143,0,0,1,0
2.259,403,143,0,0,1,0
2.26,402,68,0,0,1,0
2.26,402,68,0,0,1,0
2.261,65530,35,0,0,0,1
2.261,65530,35,0,0,0,1
2.262,65530,35,1,0,0,1
2.262,65530,35,1,0,0,1
2.263,65531,35,1,0,0,1
2.263,65531,35,1,0,0,1
2.264,65531,35,1,0,0,1
2.264,65531,35,1,0,0,1
2.265,61197,35,1,1,1,1
2.265,61197,35,1,1,1,1
2.266,61197,35,1,1,1,1
2.266,61197,35,1,1,1,1
2.267,61197,35,1,1,1,1
2.267,61197,35,1,1,1,1
2.268,61198,35,1,0,1,1
2.268,61198,35,1,0,1,1
2.269,61198,35,1,0,1,1
2.269,61198,35,1,0,1,1
2.27,61198,35,1,0,1,1
2.27,61198,35,1,0,1,1
2.271,61198,35,1,0,1,1
2.271,61198,35,1,0,1,1
2.272,61198,35,1,0,1,1
2.272,61198,35,1,0,1,1
2.273,61198,35,1,0,1,1
2.273,61198,35,1,0,1,1
2.274,61198,35,1,0,1,1
2.274,61198,35,1,0,1,1
2.275,61198,35,1,0,1,1
2.275,61198,35,1,0,1,1
2.276,61198,35,1,0,1,1
2.276,61198,35,1,0,1,1
2.277,61198,35,1,0,1,1
2.277,61198,35,1,0,1,1
2.278,61198,35,1,0,1,1
2.278,61198,35,1,0,1,1
2.279,61198,35,1,0,1,1
2.279,61198,35,1,0,1,1
2.28,61198,35,1,0,1,1
2.28,61198,35,1,0,1,1
2.281,61198,35,1,0,1,1
2.281,61198,35,1,0,1,1
2.282,61198,35,1,0,1,1
2.282,61198,35,1,0,1,1
2.283,61198,35,1,0,1,1
2.283,61198,35,1,0,1,1
2.284,61198,35,1,1,1,1
2.284,61198,35,1,1,1,1
2.285,61198,35,1,0,1,1
2.285,61198,35,1,0,1,1
2.286,401,239,1,0,1,0
2.286,401,239,1,0,1,0
2.287,401,239,0,0,1,0
2.287,401,239,0,0,1,0
2.288,401,239,0,0,1,0
2.288,401,239,0,0,1,0
2.289,400,14,0,0,1,0
2.289,400,14,0,0,1,0
2.29,400,14,0,0,1,0
2.29,400,14,0,0,1,0
2.291,400,14,0,0,1,0
2.291,400,14,0,0,1,0
2.292,399,68,0,0,1,0
2.292,399,68,0,0,1,0
2.293,65530,35,0,0,0,1
2.293,65530,35,0,0,0,1
2.294,65530,35,1,0,0,1
2.294,65530,35,1,0,0,1
2.295,65531,35,1,0,0,1
2.295,65531,35,1,0,0,1
2.296,728,35,1,1,1,1
2.296,728,35,1,1,1,1
2.297,728,35,1,0,1,1
2.297,728,35,1,0,1,1
2.298,728,35,1,0,1,1
2.298,728,35,1,0,1,1
2.299,398,2,1,0,1,0
2.299,398,2,1,0,1,0
2.3,398,2,0,0,1,0
2.3,398,2,0,0,1,0
2.301,398,2,0,0,1,0
2.301,398,2,0,0,1,0
2.302,398,2,0,0,1,0
2.302,398,2,0,0,1,0
2.303,397,216,0,0,1,0
2.303,397,216,0,0,1,0
2.304,396,68,0,0,1,0
2.304,396,68,0,0,1,0
2.305,65530,35,0,0,0,1
2.305,65530,35,0,0,0,1
2.306,65530,35,1,0,0,1
2.306,65530,35,1,0,0,1
2.307,65531,35,1,0,0,1
2.307,65531,35,1,0,0,1
2.308,65531,35,1,0,0,1
2.308,65531,35,1,0,0,1
2.309,65531,35,1,0,0,1
2.309,65531,35,1,0,0,1
2.31,65531,35,1,0,0,1
2.31,65531,35,1,0,0,1
2.311,46042,35,1,1,1,1
2.311,46042,35,1,1,1,1
2.312,46042,35,1,0,1,1
2.312,46042,35,1,0,1,1
2.313,395,179,1,0,1,0
2.313,395,179,1,0,1,0
2.314,395,179,0,0,1,0
2.314,395,179,0,0,1,0
2.315,394,218,0,0,1,0
2.315,394,218,0,0,1,0
2.316,393,68,0,0,1,0
2.316,393,68,0,0,1,0
2.317,65530,35,0,0,0,1
2.317,65530,35,0,0,0,1
2.318,65530,35,1,0,0,1
2.318,65530,35,1,0,0,1
2.319,65531,35,1,0,0,1
2.319,65531,35,1,0,0,1
2.32,65531,35,1,0,0,1
2.32,65531,35,1,0,0,1
2.321,53205,35,1,1,1,1
2.321,53205,35,1,1,1,1
2.322,53205,35,1,1,1,1
2.322,53205,35,1,1,1,1
2.323,53205,35,1,1,1,1
2.323,53205,35,1,1,1,1
2.324,53205,35,1,0,1,1
2.324,53205,35,1,0,1,1
2.325,53205,35,1,0,1,1
2.325,53205,35,1,0,1,1
2.326,53205,35,1,0,1,1
2.326,53205,35,1,0,1,1
2.327,392,207,1,0,1,0
2.327,392,207,1,0,1,0
2.328,392,207,0,0,1,0
2.328,392,207,0,0,1,0
2.329,392,207,0,0,1,0
2.329,392,207,0,0,1,0
2.33,392,207,0,0,1,0
2.33,392,207,0,0,1,0
2.331,392,207,0,0,1,0
2.331,392,207,0,0,1,0
2.332,391,213,0,0,1,0
2.332,391,213,0,0,1,0
2.333,391,213,0,0,1,0
2.333,391,213,0,0,1,0
2.334,390,68,0,0,1,0
2.334,390,68,0,0,1,0
2.335,65530,35,0,0,0,1
2.335,65530,35,0,0,0,1
2.336,65531,35,1,0,0,1
2.336,65531,35,1,0,0,1
2.337,65531,35,1,0,0,1
2.337,65531,35,1,0,0,1
2.338,48386,35,1,1,1,1
2.338,48386,35,1,1,1,1
2.339,48386,35,1,0,1,1
2.339,48386,35,1,0,1,1
2.34,48386,35,1,0,1,1
2.34,48386,35,1,0,1,1
2.341,48386,35,1,0,1,1
2.341,48386,35,1,0,1,1
2.342,48386,35,1,0,1,1
2.342,48386,35,1,0,1,1
2.343,389,189,1,0,1,0
2.343,389,189,1,0,1,0
2.344,388,2,0,0,1,0
2.344,388,2,0,0,1,0
2.345,388,2,0,0,1,0
2.345,388,2,0,0,1,0
2.346,387,68,0,0,1,0
2.346,387,68,0,0,1,0
2.347,387,68,0,0,1,0
2.347,387,68,0,0,1,0
2.348,387,68,0,0,1,0
2.348,387,68,0,0,1,0
2.349,65530,35,0,0,0,1
2.349,65530,35,0,0,0,1
2.35,65531,35,1,0,0,1
2.35,65531,35,1,0,0,1
2.351,1252,35,1,1,1,1
2.351,1252,35,1,1,1,1
2.352,1252,35,1,1,1,1
2.352,1252,35,1,1,1,1
2.353,1252,35,1,0,1,1
2.353,1252,35,1,0,1,1
2.354,1252,35,1,0,1,1
2.354,1252,35,1,0,1,1
2.355,1252,35,1,0,1,1
2.355,1252,35,1,0,1,1
2.356,386,4,1,0,1,0
2.356,386,4,1,0,1,0
2.357,385,228,0,0,1,0
2.357,385,228,0,0,1,0
2.358,384,68,0,0,1,0
2.358,384,68,0,0,1,0
2.359,384,68,0,0,1,0
2.359,384,68,0,0,1,0
2.36,384,68,0,0,1,0
2.36,384,68,0,0,1,0
2.361,384,68,0,0,1,0
2.361,384,68,0,0,1,0
2.362,384,68,0,0,1,0
2.362,384,68,0,0,1,0
2.363,384,68,0,0,1,0
2.363,384,68,0,0,1,0
2.364,65530,35,0,0,0,1
2.364,65530,35,0,0,0,1
2.365,65531,35,1,0,0,1
2.365,65531,35,1,0,0,1
2.366,65531,35,1,0,0,1
2.366,65531,35,1,0,0,1
2.367,65531,35,1,0,0,1
2.367,65531,35,1,0,0,1
2.368,65531,35,1,0,0,1
2.368,65531,35,1,0,0,1
2.369,9900,35,1,1,1,1
2.369,9900,35,1,1,1,1
2.37,9900,35,1,0,1,1
2.37,9900,35,1,0,1,1
2.371,9900,35,1,0,1,1
2.371,9900,35,1,0,1,1
2.372,9900,35,1,0,1,1
2.372,9900,35,1,0,1,1
2.373,9900,35,1,0,1,1
2.373,9900,35,1,0,1,1
2.374,383,38,1,0,1,0
2.374,383,38,1,0,1,0
2.375,382,172,0,0,1,0
2.375,382,172,0,0,1,0
2.376,381,68,0,0,1,0
2.376,381,68,0,0,1,0
2.377,381,68,0,0,1,0
2.377,381,68,0,0,1,0
2.378,65530,35,0,0,0,1
2.378,65530,35,0,0,0,1
2.379,65531,35,1,0,0,1
2.379,65531,35,1,0,0,1
2.38,52107,35,1,1,1,1
2.38,52107,35,1,1,1,1
2.381,52107,35,1,0,1,1
2.381,52107,35,1,0,1,1
2.382,380,203,1,0,1,0
2.382,380,203,1,0,1,0
2.383,380,203,0,0,1,0
2.383,380,203,0,0,1,0
2.384,379,139,0,0,1,0
2.384,379,139,0,0,1,0
2.385,378,68,0,0,1,0
2.385,378,68,0,0,1,0
2.386,65530,35,0,0,0,1
2.386,65530,35,0,0,0,1
2.387,65530,35,1,0,0,1
2.387,65530,35,1,0,0,1
2.388,65530,35,1,0,0,1
2.388,65530,35,1,0,0,1
2.389,65531,35,1,0,0,1
2.389,65531,35,1,0,0,1
2.39,65531,35,1,0,0,1
2.39,65531,35,1,0,0,1
2.391,65531,35,1,0,0,1
2.391,65531,35,1,0,0,1
2.392,65531,35,1,0,0,1
2.392,65531,35,1,0,0,1
2.393,16015,35,1,1,1,1
2.393,16015,35,1,1,1,1
2.394,16015,35,1,1,1,1
2.394,16015,35,1,1,1,1
2.395,16015,35,1,1,1,1
2.395,16015,35,1,1,1,1
2.396,16015,35,1,1,1,1
2.396,16015,35,1,1,1,1
2.397,16015,35,1,1,1,1
2.397,16015,35,1,1,1,1
2.398,16015,35,1,0,1,1
2.398,16015,35,1,0,1,1
2.399,16015,35,1,0,1,1
2.399,16015,35,1,0,1,1
2.4,16015,35,1,0,1,1
2.4,16015,35,1,0,1,1
2.401,377,62,1,0,1,0
2.401,377,62,1,0,1,0
2.402,376,143,0,0,1,0
2.402,376,143,0,0,1,0
2.403,375,68,0,0,1,0
2.403,375,68,0,0,1,0
2.404,65530,35,0,0,0,1
2.404,65530,35,0,0,0,1
2.405,65530,35,1,0,0,1
2.405,65530,35,1,0,0,1
2.406,65531,35,1,0,0,1
2.406,65531,35,1,0,0,1
2.407,42181,35,1,1,1,1
2.407,42181,35,1,1,1,1
2.408,42181,35,1,1,1,1
2.408,42181,35,1,1,1,1
2.409,42181,35,1,0,1,1
2.409,42181,35,1,0,1,1
2.41,374,164,1,0,1,0
2.41,374,164,1,0,1,0
2.411,374,164,0,0,1,0
2.411,374,164,0,0,1,0
2.412,374,164,0,0,1,0
2.412,374,164,0,0,1,0
2.413,374,164,0,0,1,0
2.413,374,164,0,0,1,0
2.414,373,197,0,0,1,0
2.414,373,197,0,0,1,0
2.415,372,68,0,0,1,0
2.415,372,68,0,0,1,0
2.416,372,68,0,0,1,0
2.416,372,68,0,0,1,0
2.417,65530,35,0,0,0,1
2.417,65530,35,0,0,0,1
2.418,65531,35,1,0,0,1
2.418,65531,35,1,0,0,1
2.419,11283,35,1,1,1,1
2.419,11283,35,1,1,1,1
2.42,11283,35,1,0,1,1
2.42,11283,35,1,0,1,1
2.421,11283,35,1,0,1,1
2.421,11283,35,1,0,1,1
2.422,371,44,1,0,1,0
2.422,371,44,1,0,1,0
2.423,370,19,0,0,1,0
2.423,370,19,0,0,1,0
2.424,370,19,0,0,1,0
2.424,370,19,0,0,1,0
2.425,369,68,0,0,1,0
2.425,369,68,0,0,1,0
2.426,369,68,0,0,1,0
2.426,369,68,0,0,1,0
2.427,65530,35,0,0,0,1
2.427,65530,35,0,0,0,1
2.428,65531,35,1,0,0,1
2.428,65531,35,1,0,0,1
2.429,65531,35,1,0,0,1
2.429,65531,35,1,0,0,1
2.43,54487,35,1,1,1,1
2.43,54487,35,1,1,1,1
2.431,54488,35,1,0,1,1
2.431,54488,35,1,0,1,1
2.432,54489,192,1,0,1,1
2.432,54489,192,1,0,1,1
2.433,54489,192,1,0,1,1
2.433,54489,192,1,0,1,1
2.434,10944,64,1,0,1,0
2.434,10944,64,1,0,1,0
2.435,54490,64,0,1,1,1
2.435,54490,64,0,1,1,1
2.436,54490,64,1,1,1,1
2.436,54490,64,1,1,1,1
2.437,54490,64,1,1,1,1
2.437,54490,64,1,1,1,1
2.438,54490,64,1,1,1,1
2.438,54490,64,1,1,1,1
2.439,54490,64,1,0,1,1
2.439,54490,64,1,0,1,1
2.44,368,212,1,0,1,0
2.44,368,212,1,0,1,0
2.441,368,212,0,0,1,0
2.441,368,212,0,0,1,0
2.442,367,218,0,0,1,0
2.442,367,218,0,0,1,0
2.443,366,68,0,0,1,0
2.443,366,68,0,0,1,0
2.444,65530,64,0,0,0,1
2.444,65530,64,0,0,0,1
2.445,65531,64,1,0,0,1
2.445,65531,64,1,0,0,1
2.446,30031,64,1,1,1,1
2.446,30031,64,1,1,1,1
2.447,365,64,1,0,1,1
2.447,365,64,1,0,1,1
2.448,365,64,1,0,1,1
2.448,365,64,1,0,1,1
2.449,365,64,1,0,1,1
2.449,365,64,1,0,1,1
2.45,366,64,1,0,1,1
2.45,366,64,1,0,1,1
2.451,367,64,1,0,1,1
2.451,367,64,1,0,1,1
2.452,368,64,1,0,1,1
2.452,368,64,1,0,1,1
2.453,39579,64,1,1,1,1
2.453,39579,64,1,1,1,1
2.454,39579,64,1,0,1,1
2.454,39579,64,1,0,1,1
2.455,368,154,1,0,1,0
2.455,368,154,1,0,1,0
2.456,368,154,0,0,1,0
2.456,368,154,0,0,1,0
2.457,368,154,0,0,1,0
2.457,368,154,0,0,1,0
2.458,367,155,0,0,1,0
2.458,367,155,0,0,1,0
2.459,367,155,0,0,1,0
2.459,367,155,0,0,1,0
2.46,366,109,0,0,1,0
2.46,366,109,0,0,1,0
2.461,366,109,0,0,1,0
2.461,366,109,0,0,1,0
2.462,366,109,0,0,1,0
2.462,366,109,0,0,1,0
2.463,366,109,0,0,1,0
2.463,366,109,0,0,1,0
2.464,65530,64,0,0,0,1
2.464,65530,64,0,0,0,1
2.465,65530,64,1,0,0,1
2.465,65530,64,1,0,0,1
2.466,65531,64,1,0,0,1
2.466,65531,64,1,0,0,1
2.467,13777,64,1,1,1,1
2.467,13777,64,1,1,1,1
2.468,13778,64,1,0,1,1
2.468,13778,64,1,0,1,1
2.469,13778,64,1,0,1,1
2.469,13778,64,1,0,1,1
2.47,13779,178,1,0,1,1
2.47,13779,178,1,0,1,1
2.471,178,64,1,0,1,1
2.471,178,64,1,0,1,1
2.472,178,64,1,0,1,1
2.472,178,64,1,0,1,1
2.473,178,64,1,0,1,1
2.473,178,64,1,0,1,1
2.474,178,173,1,0,1,1
2.474,178,173,1,0,1,1
2.475,178,173,1,0,1,1
2.475,178,173,1,0,1,1
2.476,178,173,1,0,1,0
2.476,178,173,1,0,1,0
2.477,178,173,0,0,1,0
2.477,178,173,0,0,1,0
2.478,13779,91,0,1,1,1
2.478,13779,91,0,1,1,1
2.479,13779,91,1,0,1,1
2.479,13779,91,1,0,1,1
2.48,365,53,1,0,1,0
2.48,365,53,1,0,1,0
2.481,365,53,0,0,1,0
2.481,365,53,0,0,1,0
2.482,365,53,0,0,1,0
2.482,365,53,0,0,1,0
2.483,365,53,0,0,1,0
2.483,365,53,0,0,1,0
2.484,365,53,0,0,1,0
2.484,365,53,0,0,1,0
2.485,364,211,0,0,1,0
2.485,364,211,0,0,1,0
2.486,363,237,0,0,1,0
2.486,363,237,0,0,1,0
2.487,363,237,0,0,1,0
2.487,363,237,0,0,1,0
2.488,65530,91,0,0,0,1
2.488,65530,91,0,0,0,1
2.489,65530,91,1,0,0,1
2.489,65530,91,1,0,0,1
2.49,65530,91,1,0,0,1
2.49,65530,91,1,0,0,1
2.491,65531,91,1,0,0,1
2.491,65531,91,1,0,0,1
2.492,65531,91,1,0,0,1
2.492,65531,91,1,0,0,1
2.493,65531,91,1,0,0,1
2.493,65531,91,1,0,0,1
2.494,65531,91,1,0,0,1
2.494,65531,91,1,0,0,1
2.495,65531,91,1,0,0,1
2.495,65531,91,1,0,0,1
2.496,65531,91,1,0,0,1
2.496,65531,91,1,0,0,1
2.497,10315,91,1,1,1,1
2.497,10315,91,1,1,1,1
2.498,10316,91,1,0,1,1
2.498,10316,91,1,0,1,1
2.499,10316,91,1,0,1,1
2.499,10316,91,1,0,1,1
2.5,106,64,1,0,1,0
2.5,106,64,1,0,1,0
2.501,10317,64,0,1,1,1
2.501,10317,64,0,1,1,1
2.502,10317,64,1,1,1,1
2.502,10317,64,1,1,1,1
2.503,10317,64,1,0,1,1
2.503,10317,64,1,0,1,1
2.504,10317,64,1,0,1,1
2.504,10317,64,1,0,1,1
2.505,10317,64,1,0,1,1
2.505,10317,64,1,0,1,1
2.506,10317,64,1,0,1,1
2.506,10317,64,1,0,1,1
2.507,362,40,1,0,1,0
2.507,362,40,1,0,1,0
2.508,361,77,0,0,1,0
2.508,361,77,0,0,1,0
2.509,361,77,0,0,1,0
2.509,361,77,0,0,1,0
2.51,361,77,0,0,1,0
2.51,361,77,0,0,1,0
2.511,360,237,0,0,1,0
2.511,360,237,0,0,1,0
2.512,360,237,0,0,1,0
2.512,360,237,0,0,1,0
2.513,360,237,0,0,1,0
2.513,360,237,0,0,1,0
2.514,65530,64,0,0,0,1
2.514,65530,64,0,0,0,1
2.515,65530,64,1,0,0,1
2.515,65530,64,1,0,0,1
2.516,65530,64,1,0,0,1
2.516,65530,64,1,0,0,1
2.517,65531,64,1,0,0,1
2.517,65531,64,1,0,0,1
2.518,65531,64,1,0,0,1
2.518,65531,64,1,0,0,1
2.519,65531,64,1,0,0,1
2.519,65531,64,1,0,0,1
2.52,65531,64,1,0,0,1
2.52,65531,64,1,0,0,1
2.521,65531,64,1,0,0,1
2.521,65531,64,1,0,0,1
2.522,65531,64,1,0,0,1
2.522,65531,64,1,0,0,1
2.523,63897,64,1,1,1,1
2.523,63897,64,1,1,1,1
2.524,63897,64,1,1,1,1
2.524,63897,64,1,1,1,1
2.525,63897,64,1,0,1,1
2.525,63897,64,1,0,1,1
2.526,359,249,1,0,1,0
2.526,359,249,1,0,1,0
2.527,358,153,0,0,1,0
2.527,358,153,0,0,1,0
2.528,357,237,0,0,1,0
2.528,357,237,0,0,1,0
2.529,65530,64,0,0,0,1
2.529,65530,64,0,0,0,1
2.53,65530,64,1,0,0,1
2.53,65530,64,1,0,0,1
2.531,65531,64,1,0,0,1
2.531,65531,64,1,0,0,1
2.532,21084,64,1,1,1,1
2.532,21084,64,1,1,1,1
2.533,21085,64,1,0,1,1
2.533,21085,64,1,0,1,1
2.534,21085,64,1,0,1,1
2.534,21085,64,1,0,1,1
2.535,21085,64,1,0,1,1
2.535,21085,64,1,0,1,1
2.536,21085,64,1,0,1,1
2.536,21085,64,1,0,1,1
2.537,21085,64,1,0,1,1
2.537,21085,64,1,0,1,1
2.538,21085,64,1,0,1,1
2.538,21085,64,1,0,1,1
2.539,21085,64,1,0,1,1
2.539,21085,64,1,0,1,1
2.54,21085,64,1,0,1,1
2.54,21085,64,1,0,1,1
2.541,21085,64,1,0,1,1
2.541,21085,64,1,0,1,1
2.542,21085,64,1,0,1,1
2.542,21085,64,1,0,1,1
2.543,21085,64,1,0,1,1
2.543,21085,64,1,0,1,1
2.544,21085,64,1,0,1,1
2.544,21085,64,1,0,1,1
2.545,21085,64,1,0,1,1
2.545,21085,64,1,0,1,1
2.546,21085,64,1,0,1,1
2.546,21085,64,1,0,1,1
2.547,21085,64,1,1,1,1
2.547,21085,64,1,1,1,1
2.548,21085,64,1,0,1,1
2.548,21085,64,1,0,1,1
2.549,356,82,1,0,1,0
2.549,356,82,1,0,1,0
2.55,355,93,0,0,1,0
2.55,355,93,0,0,1,0
2.551,354,237,0,0,1,0
2.551,354,237,0,0,1,0
2.552,354,237,0,0,1,0
2.552,354,237,0,0,1,0
2.553,354,237,0,0,1,0
2.553,354,237,0,0,1,0
2.554,354,237,0,0,1,0
2.554,354,237,0,0,1,0
2.555,65530,64,0,0,0,1
2.555,65530,64,0,0,0,1
2.556,65531,64,1,0,0,1
2.556,65531,64,1,0,0,1
2.557,13299,64,1,1,1,1
2.557,13299,64,1,1,1,1
2.558,13299,64,1,1,1,1
2.558,13299,64,1,1,1,1
2.559,13299,64,1,0,1,1
2.559,13299,64,1,0,1,1
2.56,353,51,1,0,1,0
2.56,353,51,1,0,1,0
2.561,353,51,0,0,1,0
2.561,353,51,0,0,1,0
2.562,353,51,0,0,1,0
2.562,353,51,0,0,1,0
2.563,353,51,0,0,1,0
2.563,353,51,0,0,1,0
2.564,352,243,0,0,1,0
2.564,352,243,0,0,1,0
2.565,352,243,0,0,1,0
2.565,352,243,0,0,1,0
2.566,352,243,0,0,1,0
2.566,352,243,0,0,1,0
2.567,352,243,0,0,1,0
2.567,352,243,0,0,1,0
2.568,351,237,0,0,1,0
2.568,351,237,0,0,1,0
2.569,65530,64,0,0,0,1
2.569,65530,64,0,0,0,1
2.57,65531,64,1,0,0,1
2.57,65531,64,1,0,0,1
2.571,50413,64,1,1,1,1
2.571,50413,64,1,1,1,1
2.572,50413,64,1,0,1,1
2.572,50413,64,1,0,1,1
2.573,350,196,1,0,1,0
2.573,350,196,1,0,1,0
2.574,350,196,0,0,1,0
2.574,350,196,0,0,1,0
2.575,349,237,0,0,1,0
2.575,349,237,0,0,1,0
2.576,348,237,0,0,1,0
2.576,348,237,0,0,1,0
2.577,65530,64,0,0,0,1
2.577,65530,64,0,0,0,1
2.578,65530,64,1,0,0,1
2.578,65530,64,1,0,0,1
2.579,65530,64,1,0,0,1
2.579,65530,64,1,0,0,1
