"time","Folder number","Task number","FMU_Interface_OUT0_Battery Charge","FMU_Interface_OUT1_Current","FMU_Interface_OUT2_Net Voltage","FMU_Interface_OUT3_Power"
4.08,0,1,91.06971704,-115.1307787,19.58485541,-2.254827656
4.09,0,1,91.06939723,-115.1302532,19.58487528,-2.254819653
4.1,0,1,91.06907743,-115.1297278,19.58489516,-2.254811651
4.11,0,1,91.06875762,-115.1292023,19.58491504,-2.254803648
4.12,0,1,91.06843782,-115.1286769,19.58493491,-2.254795646
4.13,0,1,91.06811802,-115.1281515,19.58495479,-2.254787644
4.14,0,1,91.06779822,-115.127626,19.58497466,-2.254779641
4.15,0,1,91.06747842,-115.1271006,19.58499454,-2.254771639
4.16,0,1,91.06715862,-115.1265752,19.58501441,-2.254763636
4.17,0,1,91.06683882,-115.1260497,19.58503429,-2.254755634
4.18,0,1,91.06651903,-115.1255243,19.58505417,-2.254747632
4.19,0,1,91.06619924,-115.1249989,19.58507404,-2.254739629
4.2,0,1,91.06587944,-115.1244734,19.58509392,-2.254731627
4.21,0,1,91.06555965,-115.123948,19.58511379,-2.254723624
4.22,0,1,91.06523986,-115.1234226,19.58513367,-2.254715622
4.23,0,1,91.06492008,-115.1228971,19.58515354,-2.254707619
4.24,0,1,91.06460029,-115.1223717,19.58517342,-2.254699617
4.25,0,1,91.06428051,-115.1218463,19.5851933,-2.254691614
4.26,0,1,91.06396072,-115.1213209,19.58521317,-2.254683612
4.27,0,1,91.06364094,-115.1207954,19.58523305,-2.25467561
4.28,0,1,91.06332116,-115.12027,19.58525292,-2.254667607
4.29,0,1,91.06300138,-115.1197446,19.5852728,-2.254659605
4.3,0,1,91.06268161,-115.1192192,19.58529267,-2.254651602
4.31,0,1,91.06236183,-115.1186938,19.58531255,-2.2546436
4.32,0,1,91.06204206,-115.1181683,19.58533242,-2.254635597
4.33,0,1,91.06172228,-115.1176429,19.5853523,-2.254627595
4.34,0,1,91.06140251,-115.1171175,19.58537218,-2.254619592
4.35,0,1,91.06108274,-115.1165921,19.58539205,-2.25461159
4.36,0,1,91.06076298,-115.1160667,19.58541193,-2.254603587
4.37,0,1,91.06044321,-115.1155413,19.5854318,-2.254595585
4.38,0,1,91.06012344,-115.1150158,19.58545168,-2.254587583
4.39,0,1,91.05980368,-115.1144904,19.58547155,-2.25457958
4.4,0,1,91.05948392,-115.113965,19.58549143,-2.254571578
4.41,0,1,91.05916416,-115.1134396,19.5855113,-2.254563575
4.42,0,1,91.0588444,-115.1129142,19.58553118,-2.254555573
4.43,0,1,91.05852464,-115.1123888,19.58555105,-2.25454757
4.44,0,1,91.05820488,-115.1118634,19.58557093,-2.254539568
4.45,0,1,91.05788513,-115.111338,19.5855908,-2.254531565
4.46,0,1,91.05756537,-115.1108126,19.58561068,-2.254523563
4.47,0,1,91.05724562,-115.1102872,19.58563055,-2.25451556
4.48,0,1,91.05692587,-115.1097618,19.58565043,-2.254507558
4.49,0,1,91.05660612,-115.1092364,19.5856703,-2.254499555
4.5,0,1,91.05628637,-115.108711,19.58569018,-2.254491553
4.51,0,1,91.05596663,-115.1081856,19.58571005,-2.25448355
4.52,0,1,91.05564688,-115.1076602,19.58572993,-2.254475548
4.53,0,1,91.05532714,-115.1071348,19.5857498,-2.254467545
4.54,0,1,91.0550074,-115.1066094,19.58576968,-2.254459543
4.55,0,1,91.05468765,-115.106084,19.58578955,-2.25445154
4.56,0,1,91.05436792,-115.1055586,19.58580943,-2.254443538
4.57,0,1,91.05404818,-115.1050332,19.5858293,-2.254435535
4.58,0,1,91.05372844,-115.1045078,19.58584918,-2.254427533
4.59,0,1,91.05340871,-115.1039824,19.58586905,-2.25441953
4.6,0,1,91.05308897,-115.1034571,19.58588893,-2.254411528
4.61,0,1,91.05276924,-115.1029317,19.5859088,-2.254403525
4.62,0,1,91.05244951,-115.1024063,19.58592868,-2.254395523
4.63,0,1,91.05212978,-115.1018809,19.58594855,-2.25438752
4.64,0,1,91.05181006,-115.1013555,19.58596843,-2.254379517
4.65,0,1,91.05149033,-115.1008301,19.5859883,-2.254371515
4.66,0,1,91.0511706,-115.1003048,19.58600817,-2.254363512
4.67,0,1,91.05085088,-115.0997794,19.58602805,-2.25435551
4.68,0,1,91.05053116,-115.099254,19.58604792,-2.254347507
4.69,0,1,91.05021144,-115.0987286,19.5860678,-2.254339505
4.7,0,1,91.04989172,-115.0982032,19.58608767,-2.254331502
4.71,0,1,91.049572,-115.0976779,19.58610755,-2.2543235
4.72,0,1,91.04925229,-115.0971525,19.58612742,-2.254315497
4.73,0,1,91.04893257,-115.0966271,19.5861473,-2.254307494
4.74,0,1,91.04861286,-115.0961017,19.58616717,-2.254299492
4.75,0,1,91.04829315,-115.0955764,19.58618704,-2.254291489
4.76,0,1,91.04797344,-115.095051,19.58620692,-2.254283487
4.77,0,1,91.04765373,-115.0945256,19.58622679,-2.254275484
4.78,0,1,91.04733402,-115.0940003,19.58624667,-2.254267482
4.79,0,1,91.04701432,-115.0934749,19.58626654,-2.254259479
4.8,0,1,91.04669461,-115.0929495,19.58628642,-2.254251477
4.81,0,1,91.04637491,-115.0924242,19.58630629,-2.254243474
4.82,0,1,91.04605521,-115.0918988,19.58632616,-2.254235471
4.83,0,1,91.04573551,-115.0913734,19.58634604,-2.254227469
4.84,0,1,91.04541581,-115.0908481,19.58636591,-2.254219466
4.85,0,1,91.04509612,-115.0903227,19.58638579,-2.254211464
4.86,0,1,91.04477642,-115.0897974,19.58640566,-2.254203461
4.87,0,1,91.04445673,-115.089272,19.58642553,-2.254195458
4.88,0,1,91.04413703,-115.0887466,19.58644541,-2.254187456
4.89,0,1,91.04381734,-115.0882213,19.58646528,-2.254179453
4.9,0,1,91.04349765,-115.0876959,19.58648516,-2.254171451
4.91,0,1,91.04317797,-115.0871706,19.58650503,-2.254163448
4.92,0,1,91.04285828,-115.0866452,19.5865249,-2.254155445
4.93,0,1,91.04253859,-115.0861199,19.58654478,-2.254147443
4.94,0,1,91.04221891,-115.0855945,19.58656465,-2.25413944
4.95,0,1,91.04189923,-115.0850692,19.58658453,-2.254131438
4.96,0,1,91.04157955,-115.0845438,19.5866044,-2.254123435
4.97,0,1,91.04125987,-115.0840185,19.58662427,-2.254115432
4.98,0,1,91.04094019,-115.0834931,19.58664415,-2.25410743
4.99,0,1,91.04062051,-115.0829678,19.58666402,-2.254099427
5,0,1,91.04030084,-115.0824424,19.5866839,-2.254091424
5.01,0,1,91.03998117,-115.0819171,19.58670377,-2.254083422
5.02,0,1,91.03966149,-115.0813917,19.58672364,-2.254075419
5.03,0,1,91.03934182,-115.0808664,19.58674352,-2.254067417
5.04,0,1,91.03902215,-115.0803411,19.58676339,-2.254059414
5.05,0,1,91.03870249,-115.0798157,19.58678326,-2.254051411
5.06,0,1,91.03838282,-115.0792904,19.58680314,-2.254043409
5.07,0,1,91.03806316,-115.0787651,19.58682301,-2.254035406
5.08,0,1,91.03774349,-115.0782397,19.58684288,-2.254027403
5.09,0,1,91.03742383,-115.0777144,19.58686276,-2.254019401
5.1,0,1,91.03710417,-115.077189,19.58688263,-2.254011398
5.11,0,1,91.03678451,-115.0766637,19.5869025,-2.254003395
5.12,0,1,91.03646485,-115.0761384,19.58692238,-2.253995393
5.13,0,1,91.0361452,-115.0756131,19.58694225,-2.25398739
5.14,0,1,91.03582554,-115.0750877,19.58696212,-2.253979387
5.15,0,1,91.03550589,-115.0745624,19.586982,-2.253971385
5.16,0,1,91.03518624,-115.0740371,19.58700187,-2.253963382
5.17,0,1,91.03486659,-115.0735117,19.58702174,-2.253955379
5.18,0,1,91.03454694,-115.0729864,19.58704162,-2.253947377
5.19,0,1,91.03422729,-115.0724611,19.58706149,-2.253939374
5.2,0,1,91.03390765,-115.0719358,19.58708136,-2.253931371
5.21,0,1,91.033588,-115.0714105,19.58710124,-2.253923369
5.22,0,1,91.03326836,-115.0708851,19.58712111,-2.253915366
5.23,0,1,91.03294872,-115.0703598,19.58714098,-2.253907363
5.24,0,1,91.03262908,-115.0698345,19.58716086,-2.253899361
5.25,0,1,91.03230944,-115.0693092,19.58718073,-2.253891358
5.26,0,1,91.0319898,-115.0687839,19.5872006,-2.253883355
5.27,0,1,91.03167017,-115.0682585,19.58722048,-2.253875353
5.28,0,1,91.03135053,-115.0677332,19.58724035,-2.25386735
5.29,0,1,91.0310309,-115.0672079,19.58726022,-2.253859347
5.3,0,1,91.03071127,-115.0666826,19.5872801,-2.253851345
5.31,0,1,91.03039164,-115.0661573,19.58729997,-2.253843342
5.32,0,1,91.03007201,-115.065632,19.58731984,-2.253835339
5.33,0,1,91.02975239,-115.0651067,19.58733971,-2.253827336
5.34,0,1,91.02943276,-115.0645814,19.58735959,-2.253819334
5.35,0,1,91.02911314,-115.0640561,19.58737946,-2.253811331
5.36,0,1,91.02879351,-115.0635308,19.58739933,-2.253803328
5.37,0,1,91.02847389,-115.0630055,19.58741921,-2.253795326
5.38,0,1,91.02815427,-115.0624801,19.58743908,-2.253787323
5.39,0,1,91.02783466,-115.0619548,19.58745895,-2.25377932
5.4,0,1,91.02751504,-115.0614295,19.58747882,-2.253771317
5.41,0,1,91.02719542,-115.0609042,19.5874987,-2.253763315
5.42,0,1,91.02687581,-115.0603789,19.58751857,-2.253755312
5.43,0,1,91.0265562,-115.0598536,19.58753844,-2.253747309
5.44,0,1,91.02623659,-115.0593284,19.58755831,-2.253739306
5.45,0,1,91.02591698,-115.0588031,19.58757819,-2.253731304
5.46,0,1,91.02559737,-115.0582778,19.58759806,-2.253723301
5.47,0,1,91.02527776,-115.0577525,19.58761793,-2.253715298
5.48,0,1,91.02495816,-115.0572272,19.5876378,-2.253707295
5.49,0,1,91.02463856,-115.0567019,19.58765768,-2.253699293
5.5,0,1,91.02431895,-115.0561766,19.58767755,-2.25369129
5.51,0,1,91.02399935,-115.0556513,19.58769742,-2.253683287
5.52,0,1,91.02367975,-115.055126,19.58771729,-2.253675284
5.53,0,1,91.02336016,-115.0546007,19.58773717,-2.253667282
5.54,0,1,91.02304056,-115.0540754,19.58775704,-2.253659279
5.55,0,1,91.02272097,-115.0535502,19.58777691,-2.253651276
5.56,0,1,91.02240137,-115.0530249,19.58779678,-2.253643273
5.57,0,1,91.02208178,-115.0524996,19.58781666,-2.253635271
5.58,0,1,91.02176219,-115.0519743,19.58783653,-2.253627268
5.59,0,1,91.0214426,-115.051449,19.5878564,-2.253619265
5.6,0,1,91.02112301,-115.0509238,19.58787627,-2.253611262
5.61,0,1,91.02080343,-115.0503985,19.58789614,-2.25360326
5.62,0,1,91.02048384,-115.0498732,19.58791602,-2.253595257
5.63,0,1,91.02016426,-115.0493479,19.58793589,-2.253587254
5.64,0,1,91.01984468,-115.0488226,19.58795576,-2.253579251
5.65,0,1,91.0195251,-115.0482974,19.58797563,-2.253571248
5.66,0,1,91.01920552,-115.0477721,19.58799551,-2.253563246
5.67,0,1,91.01888594,-115.0472468,19.58801538,-2.253555243
5.68,0,1,91.01856637,-115.0467216,19.58803525,-2.25354724
5.69,0,1,91.01824679,-115.0461963,19.58805512,-2.253539237
5.7,0,1,91.01792722,-115.045671,19.58807499,-2.253531234
5.71,0,1,91.01760765,-115.0451458,19.58809487,-2.253523232
5.72,0,1,91.01728808,-115.0446205,19.58811474,-2.253515229
5.73,0,1,91.01696851,-115.0440952,19.58813461,-2.253507226
5.74,0,1,91.01664895,-115.04357,19.58815448,-2.253499223
5.75,0,1,91.01632938,-115.0430447,19.58817435,-2.25349122
5.76,0,1,91.01600982,-115.0425194,19.58819422,-2.253483218
5.77,0,1,91.01569025,-115.0419942,19.5882141,-2.253475215
5.78,0,1,91.01537069,-115.0414689,19.58823397,-2.253467212
5.79,0,1,91.01505113,-115.0409436,19.58825384,-2.253459209
5.8,0,1,91.01473157,-115.0404184,19.58827371,-2.253451206
5.81,0,1,91.01441202,-115.0398931,19.58829358,-2.253443203
5.82,0,1,91.01409246,-115.0393679,19.58831346,-2.253435201
5.83,0,1,91.01377291,-115.0388426,19.58833333,-2.253427198
5.84,0,1,91.01345336,-115.0383174,19.5883532,-2.253419195
5.85,0,1,91.01313381,-115.0377921,19.58837307,-2.253411192
5.86,0,1,91.01281426,-115.0372669,19.58839294,-2.253403189
5.87,0,1,91.01249471,-115.0367416,19.58841281,-2.253395186
5.88,0,1,91.01217516,-115.0362164,19.58843268,-2.253387184
5.89,0,1,91.01185562,-115.0356911,19.58845256,-2.253379181
5.9,0,1,91.01153607,-115.0351659,19.58847243,-2.253371178
5.91,0,1,91.01121653,-115.0346406,19.5884923,-2.253363175
5.92,0,1,91.01089699,-115.0341154,19.58851217,-2.253355172
5.93,0,1,91.01057745,-115.0335901,19.58853204,-2.253347169
5.94,0,1,91.01025791,-115.0330649,19.58855191,-2.253339166
5.95,0,1,91.00993838,-115.0325397,19.58857178,-2.253331164
5.96,0,1,91.00961884,-115.0320144,19.58859166,-2.253323161
5.97,0,1,91.00929931,-115.0314892,19.58861153,-2.253315158
5.98,0,1,91.00897978,-115.0309639,19.5886314,-2.253307155
5.99,0,1,91.00866025,-115.0304387,19.58865127,-2.253299152
6,0,1,91.00834072,-115.0299135,19.58867114,-2.253291149
6.01,0,1,91.00802119,-115.0293882,19.58869101,-2.253283146
6.02,0,1,91.00770166,-115.028863,19.58871088,-2.253275143
6.03,0,1,91.00738214,-115.0283378,19.58873075,-2.253267141
6.04,0,1,91.00706262,-115.0278125,19.58875063,-2.253259138
6.05,0,1,91.00674309,-115.0272873,19.5887705,-2.253251135
6.06,0,1,91.00642357,-115.0267621,19.58879037,-2.253243132
6.07,0,1,91.00610405,-115.0262368,19.58881024,-2.253235129
6.08,0,1,91.00578454,-115.0257116,19.58883011,-2.253227126
6.09,0,1,91.00546502,-115.0251864,19.58884998,-2.253219123
6.1,0,1,91.00514551,-115.0246612,19.58886985,-2.25321112
6.11,0,1,91.00482599,-115.0241359,19.58888972,-2.253203117
6.12,0,1,91.00450648,-115.0236107,19.58890959,-2.253195114
6.13,0,1,91.00418697,-115.0230855,19.58892946,-2.253187112
6.14,0,1,91.00386746,-115.0225603,19.58894934,-2.253179109
6.15,0,1,91.00354796,-115.0220351,19.58896921,-2.253171106
6.16,0,1,91.00322845,-115.0215098,19.58898908,-2.253163103
6.17,0,1,91.00290895,-115.0209846,19.58900895,-2.2531551
6.18,0,1,91.00258944,-115.0204594,19.58902882,-2.253147097
6.19,0,1,91.00226994,-115.0199342,19.58904869,-2.253139094
6.2,0,1,91.00195044,-115.019409,19.58906856,-2.253131091
6.21,0,1,91.00163095,-115.0188838,19.58908843,-2.253123088
6.22,0,1,91.00131145,-115.0183585,19.5891083,-2.253115085
6.23,0,1,91.00099195,-115.0178333,19.58912817,-2.253107082
6.24,0,1,91.00067246,-115.0173081,19.58914804,-2.253099079
6.25,0,1,91.00035297,-115.0167829,19.58916791,-2.253091076
6.26,0,1,91.00003348,-115.0162577,19.58918778,-2.253083073
6.27,0,1,90.99971399,-115.0157325,19.58920765,-2.253075071
6.28,0,1,90.9993945,-115.0152073,19.58922752,-2.253067068
6.29,0,1,90.99907501,-115.0146821,19.5892474,-2.253059065
6.3,0,1,90.99875553,-115.0141569,19.58926727,-2.253051062
6.31,0,1,90.99843604,-115.0136317,19.58928714,-2.253043059
6.32,0,1,90.99811656,-115.0131065,19.58930701,-2.253035056
6.33,0,1,90.99779708,-115.0125813,19.58932688,-2.253027053
6.34,0,1,90.9974776,-115.0120561,19.58934675,-2.25301905
6.35,0,1,90.99715812,-115.0115309,19.58936662,-2.253011047
6.36,0,1,90.99683864,-115.0110057,19.58938649,-2.253003044
6.37,0,1,90.99651917,-115.0104805,19.58940636,-2.252995041
6.38,0,1,90.9961997,-115.0099553,19.58942623,-2.252987038
6.39,0,1,90.99588022,-115.0094301,19.5894461,-2.252979035
6.4,0,1,90.99556075,-115.0089049,19.58946597,-2.252971032
6.41,0,1,90.99524128,-115.0083797,19.58948584,-2.252963029
6.42,0,1,90.99492182,-115.0078545,19.58950571,-2.252955026
6.43,0,1,90.99460235,-115.0073293,19.58952558,-2.252947023
6.44,0,1,90.99428289,-115.0068042,19.58954545,-2.25293902
6.45,0,1,90.99396342,-115.006279,19.58956532,-2.252931017
6.46,0,1,90.99364396,-115.0057538,19.58958519,-2.252923014
6.47,0,1,90.9933245,-115.0052286,19.58960506,-2.252915011
6.48,0,1,90.99300504,-115.0047034,19.58962493,-2.252907008
6.49,0,1,90.99268558,-115.0041782,19.5896448,-2.252899005
6.5,0,1,90.99236613,-115.0036531,19.58966467,-2.252891002
6.51,0,1,90.99204667,-115.0031279,19.58968454,-2.252882999
6.52,0,1,90.99172722,-115.0026027,19.58970441,-2.252874996
6.53,0,1,90.99140777,-115.0020775,19.58972428,-2.252866993
6.54,0,1,90.99108832,-115.0015523,19.58974415,-2.25285899
6.55,0,1,90.99076887,-115.0010272,19.58976402,-2.252850987
6.56,0,1,90.99044942,-115.000502,19.58978389,-2.252842984
6.57,0,1,90.99012998,-114.9999768,19.58980376,-2.252834981
6.58,0,1,90.98981053,-114.9994516,19.58982363,-2.252826978
6.59,0,1,90.98949109,-114.9989265,19.5898435,-2.252818975
6.6,0,1,90.98917165,-114.9984013,19.58986337,-2.252810972
6.61,0,1,90.98885221,-114.9978761,19.58988324,-2.252802969
6.62,0,1,90.98853277,-114.997351,19.58990311,-2.252794966
6.63,0,1,90.98821333,-114.9968258,19.58992298,-2.252786963
6.64,0,1,90.9878939,-114.9963006,19.58994285,-2.25277896
6.65,0,1,90.98757446,-114.9957755,19.58996272,-2.252770957
6.66,0,1,90.98725503,-114.9952503,19.58998259,-2.252762954
6.67,0,1,90.9869356,-114.9947251,19.59000246,-2.252754951
6.68,0,1,90.98661617,-114.9942,19.59002233,-2.252746948
6.69,0,1,90.98629674,-114.9936748,19.59004219,-2.252738945
6.7,0,1,90.98597731,-114.9931496,19.59006206,-2.252730942
6.71,0,1,90.98565789,-114.9926245,19.59008193,-2.252722938
6.72,0,1,90.98533846,-114.9920993,19.5901018,-2.252714935
6.73,0,1,90.98501904,-114.9915742,19.59012167,-2.252706932
6.74,0,1,90.98469962,-114.991049,19.59014154,-2.252698929
6.75,0,1,90.9843802,-114.9905239,19.59016141,-2.252690926
6.76,0,1,90.98406078,-114.9899987,19.59018128,-2.252682923
6.77,0,1,90.98374137,-114.9894736,19.59020115,-2.25267492
6.78,0,1,90.98342195,-114.9889484,19.59022102,-2.252666917
6.79,0,1,90.98310254,-114.9884233,19.59024089,-2.252658914
6.8,0,1,90.98278312,-114.9878981,19.59026076,-2.252650911
6.81,0,1,90.98246371,-114.987373,19.59028063,-2.252642908
6.82,0,1,90.9821443,-114.9868478,19.5903005,-2.252634905
6.83,0,1,90.9818249,-114.9863227,19.59032036,-2.252626902
6.84,0,1,90.98150549,-114.9857975,19.59034023,-2.252618899
6.85,0,1,90.98118608,-114.9852724,19.5903601,-2.252610895
6.86,0,1,90.98086668,-114.9847472,19.59037997,-2.252602892
6.87,0,1,90.98054728,-114.9842221,19.59039984,-2.252594889
6.88,0,1,90.98022788,-114.9836969,19.59041971,-2.252586886
6.89,0,1,90.97990848,-114.9831718,19.59043958,-2.252578883
6.9,0,1,90.97958908,-114.9826467,19.59045945,-2.25257088
6.91,0,1,90.97926969,-114.9821215,19.59047932,-2.252562877
6.92,0,1,90.97895029,-114.9815964,19.59049919,-2.252554874
6.93,0,1,90.9786309,-114.9810713,19.59051905,-2.252546871
6.94,0,1,90.97831151,-114.9805461,19.59053892,-2.252538868
6.95,0,1,90.97799211,-114.980021,19.59055879,-2.252530864
6.96,0,1,90.97767273,-114.9794959,19.59057866,-2.252522861
6.97,0,1,90.97735334,-114.9789707,19.59059853,-2.252514858
6.98,0,1,90.97703395,-114.9784456,19.5906184,-2.252506855
6.99,0,1,90.97671457,-114.9779205,19.59063827,-2.252498852
7,0,1,90.97639518,-114.9773953,19.59065814,-2.252490849
7.01,0,1,90.9760758,-114.9768702,19.59067801,-2.252482846
7.02,0,1,90.97575642,-114.9763451,19.59069787,-2.252474843
7.03,0,1,90.97543704,-114.97582,19.59071774,-2.252466839
7.04,0,1,90.97511767,-114.9752948,19.59073761,-2.252458836
7.05,0,1,90.97479829,-114.9747697,19.59075748,-2.252450833
7.06,0,1,90.97447892,-114.9742446,19.59077735,-2.25244283
7.07,0,1,90.97415954,-114.9737195,19.59079722,-2.252434827
7.08,0,1,90.97384017,-114.9731944,19.59081709,-2.252426824
7.09,0,1,90.9735208,-114.9726692,19.59083695,-2.252418821
7.1,0,1,90.97320143,-114.9721441,19.59085682,-2.252410817
7.11,0,1,90.97288207,-114.971619,19.59087669,-2.252402814
7.12,0,1,90.9725627,-114.9710939,19.59089656,-2.252394811
7.13,0,1,90.97224334,-114.9705688,19.59091643,-2.252386808
7.14,0,1,90.97192397,-114.9700437,19.5909363,-2.252378805
7.15,0,1,90.97160461,-114.9695186,19.59095616,-2.252370802
7.16,0,1,90.97128525,-114.9689935,19.59097603,-2.252362798
7.17,0,1,90.9709659,-114.9684683,19.5909959,-2.252354795
7.18,0,1,90.97064654,-114.9679432,19.59101577,-2.252346792
7.19,0,1,90.97032718,-114.9674181,19.59103564,-2.252338789
7.2,0,1,90.97000783,-114.966893,19.59105551,-2.252330786
7.21,0,1,90.96968848,-114.9663679,19.59107537,-2.252322783
7.22,0,1,90.96936913,-114.9658428,19.59109524,-2.252314779
7.23,0,1,90.96904978,-114.9653177,19.59111511,-2.252306776
7.24,0,1,90.96873043,-114.9647926,19.59113498,-2.252298773
7.25,0,1,90.96841108,-114.9642675,19.59115485,-2.25229077
7.26,0,1,90.96809174,-114.9637424,19.59117471,-2.252282767
7.27,0,1,90.96777239,-114.9632173,19.59119458,-2.252274763
7.28,0,1,90.96745305,-114.9626922,19.59121445,-2.25226676
7.29,0,1,90.96713371,-114.9621671,19.59123432,-2.252258757
7.3,0,1,90.96681437,-114.961642,19.59125419,-2.252250754
7.31,0,1,90.96649503,-114.9611169,19.59127405,-2.252242751
7.32,0,1,90.9661757,-114.9605918,19.59129392,-2.252234747
7.33,0,1,90.96585636,-114.9600667,19.59131379,-2.252226744
7.34,0,1,90.96553703,-114.9595417,19.59133366,-2.252218741
7.35,0,1,90.96521769,-114.9590166,19.59135353,-2.252210738
7.36,0,1,90.96489836,-114.9584915,19.59137339,-2.252202735
7.37,0,1,90.96457904,-114.9579664,19.59139326,-2.252194731
7.38,0,1,90.96425971,-114.9574413,19.59141313,-2.252186728
7.39,0,1,90.96394038,-114.9569162,19.591433,-2.252178725
7.4,0,1,90.96362106,-114.9563911,19.59145286,-2.252170722
7.41,0,1,90.96330173,-114.9558661,19.59147273,-2.252162718
7.42,0,1,90.96298241,-114.955341,19.5914926,-2.252154715
7.43,0,1,90.96266309,-114.9548159,19.59151247,-2.252146712
7.44,0,1,90.96234377,-114.9542908,19.59153233,-2.252138709
7.45,0,1,90.96202445,-114.9537657,19.5915522,-2.252130705
7.46,0,1,90.96170514,-114.9532407,19.59157207,-2.252122702
7.47,0,1,90.96138582,-114.9527156,19.59159194,-2.252114699
7.48,0,1,90.96106651,-114.9521905,19.59161181,-2.252106696
7.49,0,1,90.9607472,-114.9516654,19.59163167,-2.252098692
7.5,0,1,90.96042789,-114.9511404,19.59165154,-2.252090689
7.51,0,1,90.96010858,-114.9506153,19.59167141,-2.252082686
7.52,0,1,90.95978927,-114.9500902,19.59169127,-2.252074683
7.53,0,1,90.95946997,-114.9495651,19.59171114,-2.252066679
7.54,0,1,90.95915066,-114.9490401,19.59173101,-2.252058676
7.55,0,1,90.95883136,-114.948515,19.59175088,-2.252050673
7.56,0,1,90.95851206,-114.9479899,19.59177074,-2.25204267
7.57,0,1,90.95819276,-114.9474649,19.59179061,-2.252034666
7.58,0,1,90.95787346,-114.9469398,19.59181048,-2.252026663
7.59,0,1,90.95755416,-114.9464147,19.59183035,-2.25201866
7.6,0,1,90.95723487,-114.9458897,19.59185021,-2.252010657
7.61,0,1,90.95691557,-114.9453646,19.59187008,-2.252002653
7.62,0,1,90.95659628,-114.9448396,19.59188995,-2.25199465
7.63,0,1,90.95627699,-114.9443145,19.59190981,-2.251986647
7.64,0,1,90.9559577,-114.9437894,19.59192968,-2.251978643
7.65,0,1,90.95563841,-114.9432644,19.59194955,-2.25197064
7.66,0,1,90.95531912,-114.9427393,19.59196942,-2.251962637
7.67,0,1,90.95499984,-114.9422143,19.59198928,-2.251954634
7.68,0,1,90.95468056,-114.9416892,19.59200915,-2.25194663
7.69,0,1,90.95436127,-114.9411642,19.59202902,-2.251938627
7.7,0,1,90.95404199,-114.9406391,19.59204888,-2.251930624
7.71,0,1,90.95372271,-114.9401141,19.59206875,-2.25192262
7.72,0,1,90.95340343,-114.939589,19.59208862,-2.251914617
7.73,0,1,90.95308416,-114.939064,19.59210848,-2.251906614
7.74,0,1,90.95276488,-114.9385389,19.59212835,-2.25189861
7.75,0,1,90.95244561,-114.9380139,19.59214822,-2.251890607
7.76,0,1,90.95212634,-114.9374888,19.59216809,-2.251882604
7.77,0,1,90.95180707,-114.9369638,19.59218795,-2.2518746
7.78,0,1,90.9514878,-114.9364387,19.59220782,-2.251866597
7.79,0,1,90.95116853,-114.9359137,19.59222769,-2.251858594
7.8,0,1,90.95084926,-114.9353887,19.59224755,-2.25185059
7.81,0,1,90.95053,-114.9348636,19.59226742,-2.251842587
7.82,0,1,90.95021073,-114.9343386,19.59228729,-2.251834584
7.83,0,1,90.94989147,-114.9338135,19.59230715,-2.25182658
7.84,0,1,90.94957221,-114.9332885,19.59232702,-2.251818577
7.85,0,1,90.94925295,-114.9327635,19.59234689,-2.251810574
7.86,0,1,90.94893369,-114.9322384,19.59236675,-2.25180257
7.87,0,1,90.94861444,-114.9317134,19.59238662,-2.251794567
7.88,0,1,90.94829518,-114.9311884,19.59240649,-2.251786564
7.89,0,1,90.94797593,-114.9306633,19.59242635,-2.25177856
7.9,0,1,90.94765668,-114.9301383,19.59244622,-2.251770557
7.91,0,1,90.94733743,-114.9296133,19.59246608,-2.251762554
7.92,0,1,90.94701818,-114.9290883,19.59248595,-2.25175455
7.93,0,1,90.94669893,-114.9285632,19.59250582,-2.251746547
7.94,0,1,90.94637968,-114.9280382,19.59252568,-2.251738544
7.95,0,1,90.94606044,-114.9275132,19.59254555,-2.25173054
7.96,0,1,90.9457412,-114.9269882,19.59256542,-2.251722537
7.97,0,1,90.94542196,-114.9264631,19.59258528,-2.251714533
7.98,0,1,90.94510272,-114.9259381,19.59260515,-2.25170653
7.99,0,1,90.94478348,-114.9254131,19.59262502,-2.251698527
8,0,1,90.94446424,-114.9248881,19.59264488,-2.251690523
8.01,0,1,90.944145,-114.9243631,19.59266475,-2.25168252
8.02,0,1,90.94382577,-114.923838,19.59268461,-2.251674517
8.03,0,1,90.94350654,-114.923313,19.59270448,-2.251666513
8.04,0,1,90.94318731,-114.922788,19.59272435,-2.25165851
8.05,0,1,90.94286808,-114.922263,19.59274421,-2.251650506
8.06,0,1,90.94254885,-114.921738,19.59276408,-2.251642503
8.07,0,1,90.94222962,-114.921213,19.59278394,-2.2516345
8.08,0,1,90.94191039,-114.920688,19.59280381,-2.251626496
8.09,0,1,90.94159117,-114.9201629,19.59282368,-2.251618493
8.1,0,1,90.94127195,-114.9196379,19.59284354,-2.251610489
8.11,0,1,90.94095273,-114.9191129,19.59286341,-2.251602486
8.12,0,1,90.94063351,-114.9185879,19.59288327,-2.251594483
8.13,0,1,90.94031429,-114.9180629,19.59290314,-2.251586479
8.14,0,1,90.93999507,-114.9175379,19.59292301,-2.251578476
8.15,0,1,90.93967586,-114.9170129,19.59294287,-2.251570472
8.16,0,1,90.93935664,-114.9164879,19.59296274,-2.251562469
8.17,0,1,90.93903743,-114.9159629,19.5929826,-2.251554466
