Time,Out1,Out2,Out3_1,Out3_2,Out4,Out5,Out6,
3.52,1.92925,0.858504,3.88944,1.92925,17.1721,0.294706,-1.33984,
3.53,1.92551,0.851022,3.90871,1.92551,17.3354,0.288052,-1.34941,
3.54,1.92168,0.843356,3.92795,1.92168,17.5003,0.281371,-1.35894,
3.55,1.91775,0.835504,3.94715,1.91775,17.667,0.274666,-1.36842,
3.56,1.91374,0.82747,3.96631,1.91374,17.8353,0.267935,-1.37787,
3.57,1.90963,0.819253,3.98542,1.90963,18.0054,0.261181,-1.38727,
3.58,1.90543,0.810853,4.0045,1.90543,18.1772,0.254403,-1.39662,
3.59,1.90114,0.802273,4.02353,1.90114,18.3508,0.247603,-1.40593,
3.6,1.89676,0.793512,4.04252,1.89676,18.5262,0.240781,-1.4152,
3.61,1.89229,0.784572,4.06147,1.89229,18.7034,0.233937,-1.42441,
3.62,1.88773,0.775454,4.08037,1.88773,18.8825,0.227073,-1.43358,
3.63,1.88308,0.766158,4.09922,1.88308,19.0633,0.220189,-1.4427,
3.64,1.87835,0.756685,4.11803,1.87835,19.2461,0.213285,-1.45177,
3.65,1.87352,0.747037,4.13679,1.87352,19.4307,0.206363,-1.4608,
3.66,1.86861,0.737214,4.1555,1.86861,19.6172,0.199422,-1.46976,
3.67,1.86361,0.727218,4.17416,1.86361,19.8057,0.192465,-1.47868,
3.68,1.85853,0.717048,4.19277,1.85853,19.9961,0.18549,-1.48755,
3.69,1.85336,0.706707,4.21133,1.85336,20.1884,0.1785,-1.49636,
3.7,1.8481,0.696196,4.22984,1.8481,20.3828,0.171494,-1.50511,
3.71,1.84276,0.685514,4.24829,1.84276,20.5791,0.164473,-1.51381,
3.72,1.83733,0.674664,4.26669,1.83733,20.7775,0.157439,-1.52246,
3.73,1.83183,0.663647,4.28504,1.83183,20.9779,0.150391,-1.53104,
3.74,1.82623,0.652463,4.30333,1.82623,21.1804,0.14333,-1.53957,
3.75,1.82056,0.641114,4.32156,1.82056,21.385,0.136258,-1.54804,
3.76,1.8148,0.629601,4.33974,1.8148,21.5917,0.129174,-1.55645,
3.77,1.80896,0.617925,4.35786,1.80896,21.8006,0.12208,-1.56481,
3.78,1.80305,0.606087,4.37592,1.80305,22.0116,0.114976,-1.57309,
3.79,1.79705,0.594089,4.39392,1.79705,22.2248,0.107862,-1.58132,
3.8,1.79097,0.581931,4.41186,1.79097,22.4401,0.10074,-1.58949,
3.81,1.78481,0.569615,4.42974,1.78481,22.6578,0.0936105,-1.59759,
3.82,1.77857,0.557142,4.44755,1.77857,22.8776,0.0864736,-1.60563,
3.83,1.77226,0.544513,4.46531,1.77226,23.0997,0.0793302,-1.6136,
3.84,1.76587,0.53173,4.483,1.76587,23.3242,0.0721811,-1.62151,
3.85,1.7594,0.518794,4.50063,1.7594,23.5509,0.0650268,-1.62935,
3.86,1.75285,0.505705,4.51819,1.75285,23.78,0.0578683,-1.63712,
3.87,1.74624,0.492467,4.53568,1.74624,24.0115,0.050706,-1.64482,
3.88,1.73954,0.479079,4.55311,1.73954,24.2453,0.0435407,-1.65246,
3.89,1.73277,0.465543,4.57047,1.73277,24.4816,0.0363732,-1.66003,
3.9,1.72593,0.45186,4.58777,1.72593,24.7203,0.029204,-1.66752,
3.91,1.71902,0.438032,4.60499,1.71902,24.9615,0.022034,-1.67495,
3.92,1.71203,0.424061,4.62215,1.71203,25.2052,0.0148638,-1.68231,
3.93,1.70498,0.409947,4.63923,1.70498,25.4514,0.00769404,-1.68959,
3.94,1.69785,0.395692,4.65625,1.69785,25.7001,0.000525496,-1.6968,
3.95,1.69065,0.381298,4.67319,1.69065,25.9514,-0.00664115,-1.70393,
3.96,1.68338,0.366765,4.69006,1.68338,26.2053,-0.0138052,-1.711,
3.97,1.67605,0.352096,4.70686,1.67605,26.4619,-0.020966,-1.71798,
3.98,1.66865,0.337291,4.72358,1.66865,26.721,-0.0281228,-1.72489,
3.99,1.66118,0.322353,4.74023,1.66118,26.9829,-0.0352749,-1.73173,
4,1.65364,0.307283,4.7568,1.65364,27.2475,-0.0424216,-1.73849,
4.01,1.64604,0.292082,4.7733,1.64604,27.5148,-0.0495623,-1.74517,
4.02,1.63838,0.276751,4.78972,1.63838,27.7849,-0.0566962,-1.75177,
4.03,1.63065,0.261293,4.80607,1.63065,28.0577,-0.0638226,-1.75829,
4.04,1.62286,0.245709,4.82234,1.62286,28.3334,-0.0709408,-1.76474,
4.05,1.615,0.23,4.83853,1.615,28.612,-0.0780502,-1.7711,
4.06,1.60709,0.214168,4.85464,1.60709,28.8934,-0.0851501,-1.77739,
4.07,1.59911,0.198215,4.87067,1.59911,29.1777,-0.0922397,-1.78359,
4.08,1.59107,0.182142,4.88662,1.59107,29.465,-0.0993184,-1.78971,
4.09,1.58298,0.165951,4.90249,1.58298,29.7552,-0.106385,-1.79575,
4.1,1.57482,0.149643,4.91828,1.57482,30.0484,-0.11344,-1.8017,
4.11,1.56661,0.133221,4.93398,1.56661,30.3447,-0.120482,-1.80758,
4.12,1.55834,0.116685,4.94961,1.55834,30.644,-0.12751,-1.81336,
4.13,1.55002,0.100037,4.96515,1.55002,30.9464,-0.134524,-1.81907,
4.14,1.54164,0.083279,4.98061,1.54164,31.2519,-0.141522,-1.82469,
4.15,1.53321,0.066413,4.99598,1.53321,31.5606,-0.148505,-1.83022,
4.16,1.52472,0.0494403,5.01127,1.52472,31.8725,-0.155472,-1.83567,
4.17,1.51618,0.0323626,5.02648,1.51618,32.1876,-0.162421,-1.84103,
4.18,1.50759,0.0151817,5.0416,1.50759,32.5059,-0.169353,-1.8463,
4.19,1.49895,0,5.05663,1.49895,32.8275,-0.176266,-1.85148,
4.2,1.49026,0,5.07158,1.49026,33.1525,-0.18316,-1.85658,
4.21,1.48152,0,5.08643,1.48152,33.4808,-0.190034,-1.86159,
4.22,1.47273,0,5.10121,1.47273,33.8125,-0.196887,-1.86651,
4.23,1.4639,0,5.11589,1.4639,34.1476,-0.20372,-1.87134,
4.24,1.45501,0,5.13048,1.45501,34.4862,-0.210531,-1.87608,
4.25,1.44609,0,5.14499,1.44609,34.8282,-0.217319,-1.88073,
4.26,1.43712,0,5.15941,1.43712,35.1738,-0.224084,-1.88528,
4.27,1.4281,0,5.17373,1.4281,35.523,-0.230825,-1.88975,
4.28,1.41904,0,5.18797,1.41904,35.8757,-0.237542,-1.89412,
4.29,1.40994,0,5.20211,1.40994,36.2321,-0.244233,-1.89841,
4.3,1.4008,0,5.21617,1.4008,36.5922,-0.250899,-1.9026,
4.31,1.39162,0,5.23013,1.39162,36.956,-0.257538,-1.90669,
4.32,1.3824,0,5.244,1.3824,37.3235,-0.264151,-1.9107,
4.33,1.37314,0,5.25778,1.37314,37.6948,-0.270735,-1.91461,
4.34,1.36384,0,5.27146,1.36384,38.07,-0.277291,-1.91842,
4.35,1.35451,0,5.28505,1.35451,38.449,-0.283818,-1.92215,
4.36,1.34514,0,5.29855,1.34514,38.8319,-0.290316,-1.92577,
4.37,1.33574,0,5.31196,1.33574,39.2187,-0.296783,-1.9293,
4.38,1.3263,0,5.32527,1.3263,39.6095,-0.303219,-1.93274,
4.39,1.31683,0,5.33848,1.31683,40.0044,-0.309624,-1.93608,
4.4,1.30733,0,5.3516,1.30733,40.4033,-0.315996,-1.93932,
4.41,1.2978,0,5.36463,1.2978,40.8063,-0.322335,-1.94247,
4.42,1.28824,0,5.37756,1.28824,41.2135,-0.328642,-1.94552,
4.43,1.27865,0,5.39039,1.27865,41.6248,-0.334914,-1.94848,
4.44,1.26903,0,5.40313,1.26903,42.0404,-0.341151,-1.95133,
4.45,1.25939,0,5.41577,1.25939,42.4603,-0.347353,-1.95409,
4.46,1.24972,0,5.42832,1.24972,42.8844,-0.353519,-1.95676,
4.47,1.24002,0,5.44077,1.24002,43.313,-0.359649,-1.95932,
4.48,1.2303,0,5.45312,1.2303,43.7459,-0.365741,-1.96179,
4.49,1.22056,0,5.46537,1.22056,44.1833,-0.371796,-1.96415,
4.5,1.2108,0,5.47753,1.2108,44.6252,-0.377813,-1.96642,
4.51,1.20101,0,5.48959,1.20101,45.0716,-0.38379,-1.96859,
4.52,1.1912,0,5.50155,1.1912,45.5226,-0.389728,-1.97066,
4.53,1.18138,0,5.51341,1.18138,45.9783,-0.395627,-1.97263,
4.54,1.17154,0,5.52518,1.17154,46.4386,-0.401484,-1.9745,
4.55,1.16168,0,5.53684,1.16168,46.9036,-0.4073,-1.97628,
4.56,1.1518,0,5.54841,1.1518,47.3734,-0.413075,-1.97795,
4.57,1.14191,0,5.55988,1.14191,47.8481,-0.418807,-1.97952,
4.58,1.132,0,5.57125,1.132,48.3276,-0.424496,-1.98099,
4.59,1.12208,0,5.58252,1.12208,48.812,-0.430142,-1.98237,
4.6,1.11215,0,5.59369,1.11215,49.3014,-0.435743,-1.98364,
4.61,1.10221,0,5.60476,1.10221,49.7958,-0.4413,-1.98481,
4.62,1.09226,0,5.61574,1.09226,50.2953,-0.446812,-1.98588,
4.63,1.0823,0,5.62661,1.0823,50.7999,-0.452279,-1.98685,
4.64,1.07233,0,5.63738,1.07233,51.3096,-0.457699,-1.98772,
4.65,1.06235,0,5.64805,1.06235,51.8246,-0.463072,-1.98849,
4.66,1.05237,0,5.65863,1.05237,52.3449,-0.468398,-1.98916,
4.67,1.04238,0,5.6691,1.04238,52.8705,-0.473677,-1.98973,
4.68,1.03238,0,5.67948,1.03238,53.4015,-0.478907,-1.9902,
4.69,1.02239,0,5.68975,1.02239,53.9379,-0.484088,-1.99056,
4.7,1.01239,0,5.69992,1.01239,54.4798,-0.48922,-1.99083,
4.71,1.00239,0,5.71,1.00239,55.0273,-0.494302,-1.99099,
4.72,0.992389,0,5.71997,0.992389,55.5803,-0.499333,-1.99106,
4.73,0.98239,0,5.72984,0.98239,56.139,-0.504314,-1.99102,
4.74,0.972392,0,5.73962,0.972392,56.7035,-0.509244,-1.99088,
4.75,0.962398,0,5.74929,0.962398,57.2737,-0.514122,-1.99064,
4.76,0.952407,0,5.75887,0.952407,57.8497,-0.518947,-1.9903,
4.77,0.942421,0,5.76834,0.942421,58.4316,-0.52372,-1.98986,
4.78,0.93244,0,5.77772,0.93244,59.0195,-0.528439,-1.98932,
4.79,0.922467,0,5.78699,0.922467,59.6134,-0.533105,-1.98868,
4.8,0.912501,0,5.79616,0.912501,60.2134,-0.537717,-1.98793,
4.81,0.902544,0,5.80524,0.902544,60.8194,-0.542274,-1.98709,
4.82,0.892597,0,5.81422,0.892597,61.4317,-0.546776,-1.98615,
4.83,0.88266,0,5.82309,0.88266,62.0502,-0.551223,-1.98511,
4.84,0.872735,0,5.83187,0.872735,62.6751,-0.555613,-1.98396,
4.85,0.862823,0,5.84055,0.862823,63.3063,-0.559948,-1.98272,
4.86,0.852924,0,5.84913,0.852924,63.944,-0.564225,-1.98137,
4.87,0.843041,0,5.85761,0.843041,64.5882,-0.568446,-1.97993,
4.88,0.833173,0,5.86599,0.833173,65.2389,-0.572608,-1.97839,
4.89,0.823321,0,5.87427,0.823321,65.8963,-0.576713,-1.97675,
4.9,0.813488,0,5.88245,0.813488,66.5604,-0.580759,-1.97501,
4.91,0.803673,0,5.89054,0.803673,67.2313,-0.584747,-1.97317,
4.92,0.793877,0,5.89853,0.793877,67.909,-0.588675,-1.97123,
4.93,0.784102,0,5.90642,0.784102,68.5936,-0.592544,-1.96919,
4.94,0.774349,0,5.91421,0.774349,69.2852,-0.596352,-1.96705,
4.95,0.764619,0,5.9219,0.764619,69.9838,-0.600101,-1.96482,
4.96,0.754911,0,5.9295,0.754911,70.6896,-0.603788,-1.96249,
4.97,0.745229,0,5.937,0.745229,71.4025,-0.607415,-1.96006,
4.98,0.735572,0,5.94441,0.735572,72.1228,-0.61098,-1.95753,
4.99,0.725941,0,5.95171,0.725941,72.8503,-0.614483,-1.95491,
5,0.716338,0,5.95892,0.716338,73.5853,-0.617924,-1.95219,
5.01,0.706763,0,5.96604,0.706763,74.3277,-0.621303,-1.94937,
5.02,0.697217,0,5.97306,0.697217,75.0777,-0.624619,-1.94646,
5.03,0.687702,0,5.97998,0.687702,75.8353,-0.627872,-1.94345,
5.04,0.678218,0,5.98681,0.678218,76.6007,-0.631061,-1.94034,
5.05,0.668766,0,5.99355,0.668766,77.3738,-0.634187,-1.93714,
5.06,0.659347,0,6.00019,0.659347,78.1548,-0.637248,-1.93384,
5.07,0.649963,0,6.00674,0.649963,78.9438,-0.640245,-1.93045,
5.08,0.640613,0,6.01319,0.640613,79.7407,-0.643178,-1.92697,
5.09,0.631299,0,6.01955,0.631299,80.5458,-0.646045,-1.92339,
5.1,0.622022,0,6.02581,0.622022,81.359,-0.648848,-1.91972,
5.11,0.612783,0,6.03199,0.612783,82.1806,-0.651585,-1.91595,
5.12,0.603583,0,6.03807,0.603583,83.0104,-0.654256,-1.91209,
5.13,0.594422,0,6.04406,0.594422,83.8487,-0.656861,-1.90814,
5.14,0.585302,0,6.04996,0.585302,84.6955,-0.6594,-1.9041,
5.15,0.576223,0,6.05577,0.576223,85.551,-0.661872,-1.89997,
5.16,0.567187,0,6.06148,0.567187,86.4151,-0.664278,-1.89574,
5.17,0.558194,0,6.06711,0.558194,87.2879,-0.666616,-1.89143,
5.18,0.549245,0,6.07265,0.549245,88.1697,-0.668887,-1.88702,
5.19,0.540341,0,6.0781,0.540341,89.0604,-0.671091,-1.88252,
5.2,0.531483,0,6.08345,0.531483,89.9601,-0.673227,-1.87794,
5.21,0.522672,0,6.08873,0.522672,90.869,-0.675296,-1.87326,
5.22,0.513909,0,6.09391,0.513909,91.7871,-0.677296,-1.8685,
5.23,0.505194,0,6.099,0.505194,92.7145,-0.679228,-1.86365,
5.24,0.496529,0,6.10401,0.496529,93.6513,-0.681091,-1.85871,
5.25,0.487915,0,6.10893,0.487915,94.5976,-0.682886,-1.85369,
5.26,0.479351,0,6.11377,0.479351,95.5535,-0.684612,-1.84858,
5.27,0.470839,0,6.11852,0.470839,96.5191,-0.686269,-1.84338,
5.28,0.462381,0,6.12319,0.462381,97.4945,-0.687857,-1.8381,
5.29,0.453976,0,6.12777,0.453976,98.4798,-0.689376,-1.83273,
5.3,0.445626,0,6.13227,0.445626,99.4751,-0.690825,-1.82728,
5.31,0.437331,0,6.13668,0.437331,100.48,-0.692205,-1.82174,
5.32,0.429092,0,6.14101,0.429092,101.496,-0.693515,-1.81612,
5.33,0.420911,0,6.14526,0.420911,102.522,-0.694755,-1.81042,
5.34,0.412787,0,6.14943,0.412787,103.558,-0.695925,-1.80464,
5.35,0.404722,0,6.15352,0.404722,104.605,-0.697025,-1.79877,
5.36,0.396717,0,6.15753,0.396717,105.662,-0.698055,-1.79283,
5.37,0.388772,0,6.16145,0.388772,106.73,-0.699014,-1.7868,
5.38,0.380888,0,6.1653,0.380888,107.809,-0.699903,-1.7807,
5.39,0.373066,0,6.16907,0.373066,108.899,-0.700722,-1.77451,
5.4,0.365307,0,6.17276,0.365307,109.999,-0.70147,-1.76825,
5.41,0.357611,0,6.17638,0.357611,111.111,-0.702148,-1.76191,
5.42,0.34998,0,6.17992,0.34998,112.235,-0.702755,-1.75549,
5.43,0.342413,0,6.18338,0.342413,113.369,-0.703291,-1.749,
5.44,0.334912,0,6.18677,0.334912,114.515,-0.703757,-1.74243,
5.45,0.327478,0,6.19008,0.327478,115.673,-0.704151,-1.73578,
5.46,0.320111,0,6.19332,0.320111,116.842,-0.704475,-1.72906,
5.47,0.312812,0,6.19648,0.312812,118.023,-0.704728,-1.72227,
5.48,0.305582,0,6.19957,0.305582,119.216,-0.70491,-1.7154,
5.49,0.298421,0,6.20259,0.298421,120.421,-0.705021,-1.70846,
5.5,0.29133,0,6.20554,0.29133,121.639,-0.705062,-1.70145,
5.51,0.28431,0,6.20842,0.28431,122.868,-0.705031,-1.69437,
5.52,0.277362,0,6.21123,0.277362,124.111,-0.704929,-1.68722,
5.53,0.270486,0,6.21397,0.270486,125.365,-0.704757,-1.68,
5.54,0.263683,0,6.21664,0.263683,126.632,-0.704514,-1.67271,
5.55,0.256954,0,6.21924,0.256954,127.913,-0.704199,-1.66535,
5.56,0.250298,0,6.22178,0.250298,129.206,-0.703814,-1.65793,
5.57,0.243718,0,6.22425,0.243718,130.512,-0.703359,-1.65044,
5.58,0.237214,0,6.22665,0.237214,131.831,-0.702832,-1.64288,
5.59,0.230785,0,6.22899,0.230785,133.164,-0.702235,-1.63526,
5.6,0.224434,0,6.23127,0.224434,134.51,-0.701567,-1.62757,
5.61,0.21816,0,6.23348,0.21816,135.869,-0.700829,-1.61982,
5.62,0.211965,0,6.23563,0.211965,137.243,-0.70002,-1.61201,
5.63,0.205848,0,6.23772,0.205848,138.63,-0.699141,-1.60413,
5.64,0.199811,0,6.23975,0.199811,140.031,-0.698192,-1.59619,
5.65,0.193853,0,6.24172,0.193853,141.447,-0.697172,-1.5882,
5.66,0.187976,0,6.24362,0.187976,142.876,-0.696083,-1.58014,
5.67,0.182181,0,6.24548,0.182181,144.321,-0.694923,-1.57203,
5.68,0.176467,0,6.24727,0.176467,145.779,-0.693694,-1.56386,
5.69,0.170836,0,6.249,0.170836,147.253,-0.692395,-1.55563,
5.7,0.165287,0,6.25069,0.165287,148.741,-0.691026,-1.54734,
5.71,0.159822,0,6.25231,0.159822,150.244,-0.689588,-1.539,
5.72,0.154441,0,6.25388,0.154441,151.763,-0.688081,-1.5306,
5.73,0.149145,0,6.2554,0.149145,153.296,-0.686504,-1.52215,
5.74,0.143933,0,6.25687,0.143933,154.846,-0.684859,-1.51365,
5.75,0.138808,0,6.25828,0.138808,156.411,-0.683144,-1.5051,
5.76,0.133768,0,6.25964,0.133768,157.991,-0.681361,-1.49649,
5.77,0.128815,0,6.26095,0.128815,159.588,-0.67951,-1.48784,
5.78,0.123949,0,6.26222,0.123949,161.2,-0.67759,-1.47913,
5.79,0.119171,0,6.26343,0.119171,162.829,-0.675603,-1.47038,
5.8,0.11448,0,6.2646,0.11448,164.475,-0.673547,-1.46157,
5.81,0.109879,0,6.26572,0.109879,166.137,-0.671424,-1.45273,
5.82,0.105366,0,6.2668,0.105366,167.815,-0.669233,-1.44383,
5.83,0.100943,0,6.26783,0.100943,169.511,-0.666975,-1.43489,
5.84,0.0966097,0,6.26882,0.0966097,171.224,-0.66465,-1.42591,
5.85,0.0923667,0,6.26976,0.0923667,172.953,-0.662259,-1.41688,
5.86,0.0882145,0,6.27067,0.0882145,174.701,-0.659801,-1.40782,
5.87,0.0841535,0,6.27153,0.0841535,176.466,-0.657276,-1.39871,
5.88,0.0801841,0,6.27235,0.0801841,178.248,-0.654686,-1.38956,
5.89,0.0763066,0,6.27313,0.0763066,180.049,-0.65203,-1.38037,
5.9,0.0725216,0,6.27388,0.0725216,181.868,-0.649308,-1.37114,
5.91,0.0688292,0,6.27458,0.0688292,183.705,-0.646521,-1.36187,
5.92,0.06523,0,6.27525,0.06523,185.561,-0.643669,-1.35257,
5.93,0.0617243,0,6.27589,0.0617243,187.435,-0.640753,-1.34323,
5.94,0.0583124,0,6.27649,0.0583124,189.328,-0.637772,-1.33386,
5.95,0.0549946,0,6.27705,0.0549946,191.241,-0.634727,-1.32445,
5.96,0.0517714,0,6.27759,0.0517714,193.172,-0.631619,-1.31501,
5.97,0.048643,0,6.27809,0.048643,195.123,-0.628447,-1.30554,
5.98,0.0456097,0,6.27856,0.0456097,197.094,-0.625212,-1.29603,
5.99,0.0426718,0,6.279,0.0426718,199.084,-0.621914,-1.2865,
6,0.0398297,0,6.27942,0.0398297,201.095,-0.618554,-1.27694,
6.01,0.0370836,0,6.2798,0.0370836,203.125,-0.615131,-1.26735,
6.02,0.0344338,0,6.28016,0.0344338,205.176,-0.611647,-1.25773,
6.03,0.0318805,0,6.28049,0.0318805,207.248,-0.608101,-1.24808,
6.04,0.0294241,0,6.2808,0.0294241,209.341,-0.604495,-1.23841,
6.05,0.0270647,0,6.28108,0.0270647,211.454,-0.600828,-1.22872,
6.06,0.0248026,0,6.28134,0.0248026,213.589,-0.5971,-1.219,
6.07,0.0226381,0,6.28157,0.0226381,215.746,-0.593312,-1.20926,
6.08,0.0205712,0,6.28179,0.0205712,217.924,-0.589465,-1.1995,
6.09,0.0186023,0,6.28199,0.0186023,220.124,-0.585559,-1.18972,
6.1,0.0167316,0,6.28216,0.0167316,222.346,-0.581594,-1.17992,
6.11,0.0149591,0,6.28232,0.0149591,224.591,-0.577571,-1.1701,
6.12,0.0132852,0,6.28246,0.0132852,226.858,-0.573489,-1.16026,
6.13,0.0117099,0,6.28259,0.0117099,229.148,-0.56935,-1.15041,
6.14,0.0102335,0,6.2827,0.0102335,231.46,-0.565154,-1.14054,
6.15,0.00885606,0,6.28279,0.00885606,233.797,-0.560901,-1.13066,
6.16,0.00757772,0,6.28287,0.00757772,236.156,-0.556592,-1.12076,
6.17,0.00639862,0,6.28294,0.00639862,238.54,-0.552227,-1.11085,
6.18,0.00531888,0,6.283,0.00531888,240.947,-0.547807,-1.10093,
6.19,0.00433861,0,6.28305,0.00433861,243.379,-0.543331,-1.091,
6.2,0.0034579,0,6.28309,0.0034579,245.835,-0.538801,-1.08106,
6.21,0.00267685,0,6.28312,0.00267685,248.315,-0.534217,-1.07111,
6.22,0.00199553,0,6.28314,0.00199553,250.821,-0.529579,-1.06115,
6.23,0.001414,0,6.28316,0.001414,253.352,-0.524888,-1.05119,
6.24,0.00093234,0,6.28317,0.00093234,255.908,-0.520145,-1.04122,
6.25,0.000550582,0,6.28318,0.000550582,258.49,-0.515349,-1.03125,
6.26,0.000268767,0,6.28318,0.000268767,261.098,-0.510502,-1.02127,
6.27,8.69249e-005,0,6.28318,8.69249e-005,263.732,-0.505603,-1.01129,
6.28,5.07308e-006,0,6.28319,5.07308e-006,266.393,-0.500653,-1.00131,
6.29,2.322e-005,5.04507e-005,6.28319,2.322e-005,269.08,-0.495654,-0.991331,
6.3,0.000141364,0.000286738,6.28319,0.000141364,271.794,-0.490604,-0.98135,
6.31,0.000359492,0.000722996,6.28319,0.000359492,274.536,-0.485506,-0.971371,
6.32,0.000677584,0.00135918,6.28319,0.000677584,277.305,-0.480358,-0.961394,
6.33,0.00109561,0.00219523,6.2832,0.00109561,280.102,-0.475162,-0.95142,
6.34,0.00161352,0.00323105,6.28322,0.00161352,282.927,-0.469919,-0.941452,
6.35,0.00223127,0.00446655,6.28324,0.00223127,285.781,-0.464629,-0.931488,
6.36,0.0029488,0.00590161,6.28326,0.0029488,288.663,-0.459291,-0.921531,
6.37,0.00376603,0.00753607,6.28329,0.00376603,291.574,-0.453908,-0.911582,
6.38,0.00468288,0.00936978,6.28334,0.00468288,294.514,-0.448479,-0.901641,
6.39,0.00569927,0.0114025,6.28339,0.00569927,297.484,-0.443005,-0.89171,
6.4,0.00681508,0.0136342,6.28345,0.00681508,300.484,-0.437487,-0.881789,
6.41,0.00803021,0.0160644,6.28352,0.00803021,303.514,-0.431925,-0.87188,
6.42,0.00934454,0.0186931,6.28361,0.00934454,306.574,-0.426319,-0.861983,
6.43,0.0107579,0.0215199,6.28371,0.0107579,309.665,-0.420671,-0.8521,
6.44,0.0122702,0.0245445,6.28383,0.0122702,312.788,-0.41498,-0.842231,
6.45,0.0138813,0.0277667,6.28396,0.0138813,315.941,-0.409248,-0.832377,
6.46,0.015591,0.0311861,6.28411,0.015591,319.126,-0.403475,-0.82254,
6.47,0.0173992,0.0348024,6.28427,0.0173992,322.343,-0.397661,-0.812721,
6.48,0.0193056,0.0386152,6.28445,0.0193056,325.593,-0.391807,-0.80292,
6.49,0.02131,0.0426241,6.28466,0.02131,328.875,-0.385914,-0.793138,
6.5,0.0234124,0.0468288,6.28488,0.0234124,332.19,-0.379982,-0.783377,
6.51,0.0256124,0.0512287,6.28513,0.0256124,335.538,-0.374012,-0.773637,
6.52,0.0279098,0.0558236,6.28539,0.0279098,338.92,-0.368005,-0.763919,
6.53,0.0303044,0.0606129,6.28568,0.0303044,342.336,-0.36196,-0.754225,
6.54,0.032796,0.0655961,6.286,0.032796,345.787,-0.355879,-0.744555,
6.55,0.0353844,0.0707728,6.28634,0.0353844,349.272,-0.349763,-0.73491,
6.56,0.0380692,0.0761423,6.28671,0.0380692,352.791,-0.343611,-0.725291,
6.57,0.0408501,0.0817043,6.2871,0.0408501,356.347,-0.337425,-0.7157,
6.58,0.043727,0.0874581,6.28752,0.043727,359.938,-0.331205,-0.706137,
6.59,0.0466996,0.0934031,6.28798,0.0466996,363.565,-0.324951,-0.696602,
6.6,0.0497674,0.0995388,6.28846,0.0497674,367.228,-0.318665,-0.687098,
6.61,0.0529303,0.105865,6.28897,0.0529303,370.928,-0.312347,-0.677625,
6.62,0.0561879,0.11238,6.28952,0.0561879,374.666,-0.305998,-0.668184,
6.63,0.0595398,0.119084,6.2901,0.0595398,378.441,-0.299618,-0.658776,
6.64,0.0629858,0.125976,6.29071,0.0629858,382.254,-0.293208,-0.649402,
6.65,0.0665255,0.133055,6.29136,0.0665255,386.105,-0.286768,-0.640062,
6.66,0.0701586,0.140321,6.29204,0.0701586,389.994,-0.2803,-0.630758,
6.67,0.0738846,0.147773,6.29276,0.0738846,393.923,-0.273803,-0.621491,
6.68,0.0777033,0.155411,6.29352,0.0777033,397.892,-0.267279,-0.612262,
6.69,0.0816141,0.163232,6.29431,0.0816141,401.9,-0.260728,-0.603071,
6.7,0.0856169,0.171238,6.29515,0.0856169,405.948,-0.254151,-0.593919,
6.71,0.089711,0.179426,6.29603,0.089711,410.037,-0.247549,-0.584808,
6.72,0.0938962,0.187796,6.29694,0.0938962,414.167,-0.240921,-0.575738,
6.73,0.098172,0.196348,6.2979,0.098172,418.339,-0.234269,-0.56671,
6.74,0.102538,0.20508,6.29891,0.102538,422.552,-0.227594,-0.557726,
6.75,0.106994,0.213991,6.29996,0.106994,426.808,-0.220896,-0.548785,
6.76,0.111539,0.223081,6.30105,0.111539,431.106,-0.214175,-0.539889,
6.77,0.116173,0.232349,6.30219,0.116173,435.448,-0.207433,-0.531039,
6.78,0.120895,0.241794,6.30337,0.120895,439.833,-0.200671,-0.522236,
6.79,0.125705,0.251414,6.30461,0.125705,444.262,-0.193888,-0.51348,
6.8,0.130603,0.261209,6.30589,0.130603,448.736,-0.187085,-0.504773,
6.81,0.135587,0.271178,6.30722,0.135587,453.254,-0.180264,-0.496115,
6.82,0.140658,0.28132,6.3086,0.140658,457.818,-0.173424,-0.487507,
6.83,0.145815,0.291634,6.31003,0.145815,462.428,-0.166568,-0.47895,
6.84,0.151057,0.302118,6.31152,0.151057,467.084,-0.159694,-0.470445,
6.85,0.156384,0.312773,6.31305,0.156384,471.787,-0.152804,-0.461993,
6.86,0.161796,0.323596,6.31464,0.161796,476.537,-0.145899,-0.453594,
6.87,0.167291,0.334587,6.31629,0.167291,481.335,-0.138979,-0.44525,
6.88,0.17287,0.345744,6.31799,0.17287,486.18,-0.132046,-0.436961,
6.89,0.178531,0.357067,6.31975,0.178531,491.075,-0.125099,-0.428728,
6.9,0.184275,0.368554,6.32156,0.184275,496.019,-0.118139,-0.420552,
6.91,0.1901,0.380204,6.32343,0.1901,501.012,-0.111167,-0.412434,
6.92,0.196006,0.392016,6.32536,0.196006,506.055,-0.104184,-0.404375,
6.93,0.201993,0.403989,6.32735,0.201993,511.149,-0.097191,-0.396374,
6.94,0.208059,0.416122,6.3294,0.208059,516.294,-0.0901878,-0.388434,
6.95,0.214204,0.428413,6.33151,0.214204,521.491,-0.0831755,-0.380555,
6.96,0.220428,0.440861,6.33369,0.220428,526.74,-0.0761548,-0.372738,
6.97,0.22673,0.453465,6.33592,0.22673,532.042,-0.0691264,-0.364983,
6.98,0.23311,0.466223,6.33822,0.23311,537.396,-0.0620909,-0.357292,
