"time","prdata","stx","dtrn","rtsn","out1n","out2n","txrdyn","rxrdyn","irq","b_clk"
2.81,0,1,1,0,0,0,1,0,0,1
2.811,0,1,1,0,0,0,1,0,0,1
2.811,0,1,1,0,0,0,1,0,0,1
2.812,0,1,1,0,0,0,1,0,0,1
2.812,0,1,1,0,0,0,1,0,0,1
2.813,0,1,1,0,0,0,1,0,0,1
2.813,0,1,1,0,0,0,1,0,0,1
2.814,0,1,1,0,0,0,1,0,0,1
2.814,0,1,1,0,0,0,1,0,0,1
2.815,0,1,1,0,0,0,1,0,0,1
2.815,0,1,1,0,0,0,1,0,0,1
2.816,0,1,1,0,0,0,1,0,0,1
2.816,0,1,1,0,0,0,1,0,0,1
2.817,0,1,1,0,0,0,1,0,0,1
2.817,0,1,1,0,0,0,1,0,0,1
2.818,0,1,1,0,0,0,1,0,0,1
2.818,0,1,1,0,0,0,1,0,0,1
2.819,0,1,1,0,0,0,1,0,0,1
2.819,0,1,1,0,0,0,1,0,0,1
2.82,0,1,1,0,0,0,1,0,0,1
2.82,0,1,1,0,0,0,1,0,0,1
2.821,0,1,1,0,0,0,1,0,0,1
2.821,0,1,1,0,0,0,1,0,0,1
2.822,5,1,1,0,0,0,1,0,0,1
2.822,5,1,1,0,0,0,1,0,0,1
2.823,5,1,1,0,0,0,1,0,0,1
2.823,5,1,1,0,0,0,1,0,0,1
2.824,0,1,1,0,0,0,1,0,0,1
2.824,0,1,1,0,0,0,1,0,0,1
2.825,0,1,1,0,0,0,1,0,0,1
2.825,0,1,1,0,0,0,1,0,0,1
2.826,0,1,1,0,0,0,1,0,0,1
2.826,0,1,1,0,0,0,1,0,0,1
2.827,0,1,1,0,0,0,1,0,0,1
2.827,0,1,1,0,0,0,1,0,0,1
2.828,0,1,1,0,0,0,1,0,0,1
2.828,0,1,1,0,0,0,1,0,0,1
2.829,0,1,1,0,0,0,1,0,0,1
2.829,0,1,1,0,0,0,1,0,0,1
2.83,0,1,1,0,0,0,1,0,0,1
2.83,0,1,1,0,0,0,1,0,0,1
2.831,0,1,1,0,0,0,1,0,0,1
2.831,0,1,1,0,0,0,1,0,0,1
2.832,0,1,1,0,0,0,1,0,0,1
2.832,0,1,1,0,0,0,1,0,0,1
2.833,191,1,1,0,0,0,1,0,0,1
2.833,191,1,1,0,0,0,1,0,0,1
2.834,191,1,1,0,0,0,1,0,0,1
2.834,191,1,1,0,0,0,1,0,0,1
2.835,191,1,1,0,0,0,1,0,0,1
2.835,191,1,1,0,0,0,1,0,0,1
2.836,191,1,1,0,0,0,1,0,0,1
2.836,191,1,1,0,0,0,1,0,0,1
2.837,191,1,1,0,0,0,1,0,0,1
2.837,191,1,1,0,0,0,1,0,0,1
2.838,172,1,1,0,0,0,1,0,0,1
2.838,172,1,1,0,0,0,1,0,0,1
2.839,172,1,1,0,0,0,1,0,0,1
2.839,172,1,1,0,0,0,1,0,0,1
2.84,172,1,1,0,0,0,1,0,0,1
2.84,172,1,1,0,0,0,1,0,0,1
2.841,193,1,1,0,0,0,1,0,0,1
2.841,193,1,1,0,0,0,1,0,0,1
2.842,193,1,1,0,0,0,1,0,0,1
2.842,193,1,1,0,0,0,1,0,0,1
2.843,193,1,1,0,0,0,1,0,0,1
2.843,193,1,1,0,0,0,1,0,0,1
2.844,193,1,1,0,0,0,1,0,0,1
2.844,193,1,1,0,0,0,1,0,0,1
2.845,14,1,1,1,1,1,1,0,0,1
2.845,14,1,1,1,1,1,1,0,0,1
2.846,14,1,1,1,1,1,1,0,0,1
2.846,14,1,1,1,1,1,1,0,0,1
2.847,14,1,1,1,1,1,1,0,0,1
2.847,14,1,1,1,1,1,1,0,0,1
2.848,14,1,1,1,1,1,1,0,0,1
2.848,14,1,1,1,1,1,1,0,0,1
2.849,14,1,1,1,1,1,1,0,0,1
2.849,14,1,1,1,1,1,1,0,0,1
2.85,193,1,1,1,1,1,1,0,0,1
2.85,193,1,1,1,1,1,1,0,0,1
2.851,193,1,1,1,1,1,1,0,0,1
2.851,193,1,1,1,1,1,1,0,0,1
2.852,1,1,1,1,1,1,1,0,0,1
2.852,1,1,1,1,1,1,1,0,0,1
2.853,1,1,1,1,1,1,1,0,0,1
2.853,1,1,1,1,1,1,1,0,0,1
2.854,187,1,1,1,1,1,1,0,0,1
2.854,187,1,1,1,1,1,1,0,0,1
2.855,187,1,1,1,1,1,1,0,0,1
2.855,187,1,1,1,1,1,1,0,0,1
2.856,187,1,1,1,1,1,1,0,0,1
2.856,187,1,1,1,1,1,1,0,0,1
2.857,187,1,1,1,1,1,1,0,0,1
2.857,187,1,1,1,1,1,1,0,0,1
2.858,187,1,1,1,1,1,1,0,0,1
2.858,187,1,1,1,1,1,1,0,0,1
2.859,187,1,1,1,1,1,1,0,0,1
2.859,187,1,1,1,1,1,1,0,0,1
2.86,187,1,1,1,1,1,1,0,0,1
2.86,187,1,1,1,1,1,1,0,0,1
2.861,187,1,1,1,1,1,1,0,0,1
2.861,187,1,1,1,1,1,1,0,0,1
2.862,187,1,1,1,1,1,1,0,0,1
2.862,187,1,1,1,1,1,1,0,0,1
2.863,193,1,1,1,1,1,1,0,0,1
2.863,193,1,1,1,1,1,1,0,0,1
2.864,193,1,1,1,1,1,1,0,0,1
2.864,193,1,1,1,1,1,1,0,0,1
2.865,193,1,1,1,1,1,1,0,0,1
2.865,193,1,1,1,1,1,1,0,0,1
2.866,193,1,1,1,1,1,1,0,0,1
2.866,193,1,1,1,1,1,1,0,0,1
2.867,193,1,1,1,1,1,1,0,0,1
2.867,193,1,1,1,1,1,1,0,0,1
2.868,1,1,1,1,1,1,1,0,0,1
2.868,1,1,1,1,1,1,1,0,0,1
2.869,1,1,1,1,1,1,1,0,0,1
2.869,1,1,1,1,1,1,1,0,0,1
2.87,1,1,1,1,1,1,1,0,0,1
2.87,1,1,1,1,1,1,1,0,0,1
2.871,1,1,1,1,1,1,1,0,0,1
2.871,1,1,1,1,1,1,1,0,0,1
2.872,1,1,1,1,1,1,1,0,0,1
2.872,1,1,1,1,1,1,1,0,0,1
2.873,1,1,1,1,1,1,1,0,0,1
2.873,1,1,1,1,1,1,1,0,0,1
2.874,175,1,1,1,1,1,1,0,0,1
2.874,175,1,1,1,1,1,1,0,0,1
2.875,175,1,1,1,1,1,1,0,0,1
2.875,175,1,1,1,1,1,1,0,0,1
2.876,26,1,1,1,1,1,1,0,0,1
2.876,26,1,1,1,1,1,1,0,0,1
2.877,26,1,1,1,1,1,1,0,0,1
2.877,26,1,1,1,1,1,1,0,0,1
2.878,26,1,1,1,1,1,1,0,0,1
2.878,26,1,1,1,1,1,1,0,0,1
2.879,26,1,1,1,1,1,1,0,0,1
2.879,26,1,1,1,1,1,1,0,0,1
2.88,26,1,1,1,1,1,1,0,0,1
2.88,26,1,1,1,1,1,1,0,0,1
2.881,26,1,1,1,1,1,1,0,0,1
2.881,26,1,1,1,1,1,1,0,0,1
2.882,26,1,1,1,1,1,1,0,0,1
2.882,26,1,1,1,1,1,1,0,0,1
2.883,26,1,1,1,1,1,1,0,0,1
2.883,26,1,1,1,1,1,1,0,0,1
2.884,26,1,1,1,1,1,1,0,0,1
2.884,26,1,1,1,1,1,1,0,0,1
2.885,26,1,1,1,1,1,1,0,0,1
2.885,26,1,1,1,1,1,1,0,0,1
2.886,26,1,1,1,1,1,1,0,0,1
2.886,26,1,1,1,1,1,1,0,0,1
2.887,26,1,1,1,1,1,1,0,0,1
2.887,26,1,1,1,1,1,1,0,0,1
2.888,26,1,1,1,1,1,1,0,0,1
2.888,26,1,1,1,1,1,1,0,0,1
2.889,26,1,1,1,1,1,1,0,0,1
2.889,26,1,1,1,1,1,1,0,0,1
2.89,26,1,1,1,1,1,1,0,0,1
2.89,26,1,1,1,1,1,1,0,0,1
2.891,26,1,1,1,1,1,1,0,0,1
2.891,26,1,1,1,1,1,1,0,0,1
2.892,26,1,1,1,1,1,1,0,0,1
2.892,26,1,1,1,1,1,1,0,0,1
2.893,26,1,1,1,1,1,1,0,0,1
2.893,26,1,1,1,1,1,1,0,0,1
2.894,26,1,1,1,1,1,1,0,0,1
2.894,26,1,1,1,1,1,1,0,0,1
2.895,26,1,1,1,1,1,1,0,0,1
2.895,26,1,1,1,1,1,1,0,0,1
2.896,26,1,1,1,1,1,1,0,0,1
2.896,26,1,1,1,1,1,1,0,0,1
2.897,26,1,1,1,1,1,1,0,0,1
2.897,26,1,1,1,1,1,1,0,0,1
2.898,26,1,1,1,1,1,1,0,0,1
2.898,26,1,1,1,1,1,1,0,0,1
2.899,26,1,1,1,1,1,1,0,0,1
2.899,26,1,1,1,1,1,1,0,0,1
2.9,26,1,1,1,1,1,1,0,0,1
2.9,26,1,1,1,1,1,1,0,0,1
2.901,47,1,1,1,1,1,1,0,0,1
2.901,47,1,1,1,1,1,1,0,0,1
2.902,47,1,1,1,1,1,1,0,0,1
2.902,47,1,1,1,1,1,1,0,0,1
2.903,47,1,1,1,1,1,1,0,0,1
2.903,47,1,1,1,1,1,1,0,0,1
2.904,47,1,1,1,1,1,1,0,0,1
2.904,47,1,1,1,1,1,1,0,0,1
2.905,175,1,1,1,1,1,1,0,0,1
2.905,175,1,1,1,1,1,1,0,0,1
2.906,175,1,1,1,1,1,1,0,0,1
2.906,175,1,1,1,1,1,1,0,0,1
2.907,175,1,1,1,1,1,1,0,0,1
2.907,175,1,1,1,1,1,1,0,0,1
2.908,193,1,1,1,1,1,1,0,0,1
2.908,193,1,1,1,1,1,1,0,0,1
2.909,193,1,1,1,1,1,1,0,0,1
2.909,193,1,1,1,1,1,1,0,0,1
2.91,193,1,1,1,1,1,1,0,0,1
2.91,193,1,1,1,1,1,1,0,0,1
2.911,193,1,1,1,1,1,1,0,0,1
2.911,193,1,1,1,1,1,1,0,0,1
2.912,201,1,1,1,1,1,1,0,0,1
2.912,201,1,1,1,1,1,1,0,0,1
2.913,201,1,1,1,1,1,1,0,0,1
2.913,201,1,1,1,1,1,1,0,0,1
2.914,201,1,1,1,1,1,1,0,0,1
2.914,201,1,1,1,1,1,1,0,0,1
2.915,193,1,1,1,1,1,1,0,0,1
2.915,193,1,1,1,1,1,1,0,0,1
2.916,193,1,1,1,1,1,1,0,0,1
2.916,193,1,1,1,1,1,1,0,0,1
2.917,193,1,1,1,1,1,1,0,0,1
2.917,193,1,1,1,1,1,1,0,0,1
2.918,193,1,1,1,1,1,1,0,0,1
2.918,193,1,1,1,1,1,1,0,0,1
2.919,193,1,1,1,1,1,1,0,0,1
2.919,193,1,1,1,1,1,1,0,0,1
2.92,193,1,1,1,1,1,1,0,0,1
2.92,193,1,1,1,1,1,1,0,0,1
2.921,193,1,1,1,1,1,1,0,0,1
2.921,193,1,1,1,1,1,1,0,0,1
2.922,143,1,1,1,1,1,1,0,0,1
2.922,143,1,1,1,1,1,1,0,0,1
2.923,143,1,1,1,1,1,1,0,0,1
2.923,143,1,1,1,1,1,1,0,0,1
2.924,143,1,1,1,1,1,1,0,0,1
2.924,143,1,1,1,1,1,1,0,0,1
2.925,143,1,1,1,1,1,1,0,0,1
2.925,143,1,1,1,1,1,1,0,0,1
2.926,137,1,1,1,1,1,1,0,0,1
2.926,137,1,1,1,1,1,1,0,0,1
2.927,137,1,1,1,1,1,1,0,0,1
2.927,137,1,1,1,1,1,1,0,0,1
2.928,137,1,1,1,1,1,1,0,0,1
2.928,137,1,1,1,1,1,1,0,0,1
2.929,137,1,1,1,1,1,1,0,0,1
2.929,137,1,1,1,1,1,1,0,0,1
2.93,17,1,1,0,1,0,1,0,0,1
2.93,17,1,1,0,1,0,1,0,0,1
2.931,17,1,1,0,1,0,1,0,0,1
2.931,17,1,1,0,1,0,1,0,0,1
2.932,17,1,1,0,1,0,1,0,0,1
2.932,17,1,1,0,1,0,1,0,0,1
2.933,201,1,1,0,1,0,1,0,0,1
2.933,201,1,1,0,1,0,1,0,0,1
2.934,201,1,1,0,1,0,1,0,0,1
2.934,201,1,1,0,1,0,1,0,0,1
2.935,201,1,1,0,1,0,1,0,0,1
2.935,201,1,1,0,1,0,1,0,0,1
2.936,201,1,1,0,1,0,1,0,0,1
2.936,201,1,1,0,1,0,1,0,0,1
2.937,201,1,1,0,1,0,1,0,0,1
2.937,201,1,1,0,1,0,1,0,0,1
2.938,201,1,1,0,1,0,1,0,0,1
2.938,201,1,1,0,1,0,1,0,0,1
2.939,201,1,1,0,1,0,1,0,0,1
2.939,201,1,1,0,1,0,1,0,0,1
2.94,201,1,1,0,1,0,1,0,0,1
2.94,201,1,1,0,1,0,1,0,0,1
2.941,201,1,1,0,1,0,1,0,0,1
2.941,201,1,1,0,1,0,1,0,0,1
2.942,201,1,1,0,1,0,1,0,0,1
2.942,201,1,1,0,1,0,1,0,0,1
2.943,76,1,1,0,1,0,1,0,0,1
2.943,76,1,1,0,1,0,1,0,0,1
2.944,76,1,1,0,1,0,1,0,0,1
2.944,76,1,1,0,1,0,1,0,0,1
2.945,76,1,1,0,1,0,1,0,0,1
2.945,76,1,1,0,1,0,1,0,0,1
2.946,76,1,1,0,1,0,1,0,0,1
2.946,76,1,1,0,1,0,1,0,0,1
2.947,76,1,1,0,1,0,1,0,0,1
2.947,76,1,1,0,1,0,1,0,0,1
2.948,76,1,1,0,1,0,1,0,0,1
2.948,76,1,1,0,1,0,1,0,0,1
2.949,1,1,1,0,1,0,1,0,0,1
2.949,1,1,1,0,1,0,1,0,0,1
2.95,1,1,1,0,1,0,1,0,0,1
2.95,1,1,1,0,1,0,1,0,0,1
2.951,1,1,1,0,1,0,1,0,0,1
2.951,1,1,1,0,1,0,1,0,0,1
2.952,1,1,1,0,1,0,1,0,0,1
2.952,1,1,1,0,1,0,1,0,0,1
2.953,1,1,1,0,1,0,1,0,0,1
2.953,1,1,1,0,1,0,1,0,0,1
2.954,1,1,1,0,1,0,1,0,0,1
2.954,1,1,1,0,1,0,1,0,0,1
2.955,1,1,1,0,1,0,1,0,0,1
2.955,1,1,1,0,1,0,1,0,0,1
2.956,1,1,1,0,1,0,1,0,0,1
2.956,1,1,1,0,1,0,1,0,0,1
2.957,1,1,1,0,1,0,1,0,0,1
2.957,1,1,1,0,1,0,1,0,0,1
2.958,1,1,1,0,1,0,1,0,0,1
2.958,1,1,1,0,1,0,1,0,0,1
2.959,1,1,1,0,1,0,1,0,0,1
2.959,1,1,1,0,1,0,1,0,0,1
2.96,1,1,1,0,1,0,1,0,0,1
2.96,1,1,1,0,1,0,1,0,0,1
2.961,1,1,1,0,1,0,1,0,0,1
2.961,1,1,1,0,1,0,1,0,0,1
2.962,1,1,1,0,1,0,1,0,0,1
2.962,1,1,1,0,1,0,1,0,0,1
2.963,1,1,1,0,1,0,1,0,0,1
2.963,1,1,1,0,1,0,1,0,0,1
2.964,1,1,1,0,1,0,1,0,0,1
2.964,1,1,1,0,1,0,1,0,0,1
2.965,1,1,1,0,1,0,1,0,0,1
2.965,1,1,1,0,1,0,1,0,0,1
2.966,1,1,1,0,1,0,1,0,0,1
2.966,1,1,1,0,1,0,1,0,0,1
2.967,10,1,1,0,1,0,1,0,0,1
2.967,10,1,1,0,1,0,1,0,0,1
2.968,10,1,1,0,1,0,1,0,0,1
2.968,10,1,1,0,1,0,1,0,0,1
2.969,10,1,1,0,1,0,1,0,0,1
2.969,10,1,1,0,1,0,1,0,0,1
2.97,10,1,1,0,1,0,1,0,0,1
2.97,10,1,1,0,1,0,1,0,0,1
2.971,10,1,1,0,1,0,1,0,0,1
2.971,10,1,1,0,1,0,1,0,0,1
2.972,10,1,1,0,1,0,1,0,0,1
2.972,10,1,1,0,1,0,1,0,0,1
2.973,10,1,1,0,1,0,1,0,0,1
2.973,10,1,1,0,1,0,1,0,0,1
2.974,10,1,1,0,1,0,1,0,0,1
2.974,10,1,1,0,1,0,1,0,0,1
2.975,10,1,1,0,1,0,1,0,0,1
2.975,10,1,1,0,1,0,1,0,0,1
2.976,10,1,1,0,1,0,1,0,0,1
2.976,10,1,1,0,1,0,1,0,0,1
2.977,10,1,1,0,1,0,1,0,0,1
2.977,10,1,1,0,1,0,1,0,0,1
2.978,10,1,1,0,1,0,1,0,0,1
2.978,10,1,1,0,1,0,1,0,0,1
2.979,10,1,1,0,1,0,1,0,0,1
2.979,10,1,1,0,1,0,1,0,0,1
2.98,10,1,1,0,1,0,1,0,0,1
2.98,10,1,1,0,1,0,1,0,0,1
2.981,10,1,1,0,1,0,1,0,0,1
2.981,10,1,1,0,1,0,1,0,0,1
2.982,47,1,1,0,1,0,1,0,0,1
2.982,47,1,1,0,1,0,1,0,0,1
2.983,47,1,1,0,1,0,1,0,0,1
2.983,47,1,1,0,1,0,1,0,0,1
2.984,47,1,1,0,1,0,1,0,0,1
2.984,47,1,1,0,1,0,1,0,0,1
2.985,47,1,1,0,1,0,1,0,0,1
2.985,47,1,1,0,1,0,1,0,0,1
2.986,47,1,1,0,1,0,1,0,0,1
2.986,47,1,1,0,1,0,1,0,0,1
2.987,47,1,1,0,1,0,1,0,0,1
2.987,47,1,1,0,1,0,1,0,0,1
2.988,47,1,1,0,1,0,1,0,0,1
2.988,47,1,1,0,1,0,1,0,0,1
2.989,1,1,1,0,1,0,1,0,0,1
2.989,1,1,1,0,1,0,1,0,0,1
2.99,1,1,1,0,1,0,1,0,0,1
2.99,1,1,1,0,1,0,1,0,0,1
2.991,1,1,1,0,1,0,1,0,0,1
2.991,1,1,1,0,1,0,1,0,0,1
2.992,1,1,1,0,1,0,1,0,0,1
2.992,1,1,1,0,1,0,1,0,0,1
2.993,1,1,1,0,1,0,1,0,0,1
2.993,1,1,1,0,1,0,1,0,0,1
2.994,1,1,1,0,1,0,1,0,0,1
2.994,1,1,1,0,1,0,1,0,0,1
2.995,1,1,1,0,1,0,1,0,0,1
2.995,1,1,1,0,1,0,1,0,0,1
2.996,1,1,1,0,1,0,1,0,0,1
2.996,1,1,1,0,1,0,1,0,0,1
2.997,76,1,1,0,1,0,1,0,0,1
2.997,76,1,1,0,1,0,1,0,0,1
2.998,76,1,1,0,1,0,1,0,0,1
2.998,76,1,1,0,1,0,1,0,0,1
2.999,76,1,1,0,1,0,1,0,0,1
2.999,76,1,1,0,1,0,1,0,0,1
3,97,1,1,0,1,0,1,0,0,1
3,97,1,1,0,1,0,1,0,0,1
3.001,97,1,1,0,1,0,1,0,0,1
3.001,97,1,1,0,1,0,1,0,0,1
3.002,10,1,1,0,1,0,1,0,0,1
3.002,10,1,1,0,1,0,1,0,0,1
3.003,10,1,1,0,1,0,1,0,0,1
3.003,10,1,1,0,1,0,1,0,0,1
3.004,10,1,1,0,1,0,1,0,0,1
3.004,10,1,1,0,1,0,1,0,0,1
3.005,10,1,1,0,1,0,1,0,0,1
3.005,10,1,1,0,1,0,1,0,0,1
3.006,10,1,1,0,1,0,1,0,0,1
3.006,10,1,1,0,1,0,1,0,0,1
3.007,10,1,1,0,1,0,1,0,0,1
3.007,10,1,1,0,1,0,1,0,0,1
3.008,143,1,1,0,1,0,1,0,0,1
3.008,143,1,1,0,1,0,1,0,0,1
3.009,143,1,1,0,1,0,1,0,0,1
3.009,143,1,1,0,1,0,1,0,0,1
3.01,143,1,1,0,1,0,1,0,0,1
3.01,143,1,1,0,1,0,1,0,0,1
3.011,143,1,1,0,1,0,1,0,0,1
3.011,143,1,1,0,1,0,1,0,0,1
3.012,143,1,1,0,1,0,1,0,0,1
3.012,143,1,1,0,1,0,1,0,0,1
3.013,143,1,1,0,1,0,1,0,0,1
3.013,143,1,1,0,1,0,1,0,0,1
3.014,143,1,1,0,1,0,1,0,0,1
3.014,143,1,1,0,1,0,1,0,0,1
3.015,143,1,1,0,1,0,1,0,0,1
3.015,143,1,1,0,1,0,1,0,0,1
3.016,143,1,1,0,1,0,1,0,0,1
3.016,143,1,1,0,1,0,1,0,0,1
3.017,76,1,1,0,1,0,1,0,0,1
3.017,76,1,1,0,1,0,1,0,0,1
3.018,76,1,1,0,1,0,1,0,0,1
3.018,76,1,1,0,1,0,1,0,0,1
3.019,76,1,1,0,1,0,1,0,0,1
3.019,76,1,1,0,1,0,1,0,0,1
3.02,193,1,1,0,1,0,1,0,1,1
3.02,193,1,1,0,1,0,1,0,1,1
3.021,193,1,1,0,1,0,1,0,1,1
3.021,193,1,1,0,1,0,1,0,1,1
3.022,193,1,1,0,1,0,1,0,1,1
3.022,193,1,1,0,1,0,1,0,1,1
3.023,196,1,1,0,1,0,1,0,1,1
3.023,196,1,1,0,1,0,1,0,1,1
3.024,196,1,1,0,1,0,1,0,1,1
3.024,196,1,1,0,1,0,1,0,1,1
3.025,10,1,1,1,1,1,1,0,1,1
3.025,10,1,1,1,1,1,1,0,1,1
3.026,10,1,1,1,1,1,1,0,1,1
3.026,10,1,1,1,1,1,1,0,1,1
3.027,10,1,1,1,1,1,1,0,1,1
3.027,10,1,1,1,1,1,1,0,1,1
3.028,10,1,1,1,1,1,1,0,1,1
3.028,10,1,1,1,1,1,1,0,1,1
3.029,26,1,1,1,1,1,1,0,1,1
3.029,26,1,1,1,1,1,1,0,1,1
3.03,26,1,1,1,1,1,1,0,1,1
3.03,26,1,1,1,1,1,1,0,1,1
3.031,26,1,1,1,1,1,1,0,1,1
3.031,26,1,1,1,1,1,1,0,1,1
3.032,26,1,1,1,1,1,1,0,1,1
3.032,26,1,1,1,1,1,1,0,1,1
3.033,143,1,1,1,1,1,1,0,1,1
3.033,143,1,1,1,1,1,1,0,1,1
3.034,143,1,1,1,1,1,1,0,1,1
3.034,143,1,1,1,1,1,1,0,1,1
3.035,143,1,1,1,1,1,1,0,1,1
3.035,143,1,1,1,1,1,1,0,1,1
3.036,97,1,1,1,1,1,1,0,1,1
3.036,97,1,1,1,1,1,1,0,1,1
3.037,97,1,1,1,1,1,1,0,1,1
3.037,97,1,1,1,1,1,1,0,1,1
3.038,196,1,1,1,1,1,1,0,1,1
3.038,196,1,1,1,1,1,1,0,1,1
3.039,196,1,1,1,1,1,1,0,1,1
3.039,196,1,1,1,1,1,1,0,1,1
3.04,196,1,1,1,1,1,1,0,1,1
3.04,196,1,1,1,1,1,1,0,1,1
3.041,196,1,1,1,1,1,1,0,0,1
3.041,196,1,1,1,1,1,1,0,0,1
3.042,196,1,1,1,1,1,0,0,0,1
3.042,196,1,1,1,1,1,0,0,0,1
3.043,193,1,1,1,1,1,0,0,0,1
3.043,193,1,1,1,1,1,0,0,0,1
3.044,193,1,1,1,1,1,0,0,0,1
3.044,193,1,1,1,1,1,0,0,0,1
3.045,193,1,1,1,1,1,0,0,0,1
3.045,193,1,1,1,1,1,0,0,0,1
3.046,193,1,1,1,1,1,0,0,0,1
3.046,193,1,1,1,1,1,0,0,0,1
3.047,193,1,1,1,1,1,0,0,0,1
3.047,193,1,1,1,1,1,0,0,0,1
3.048,193,1,1,1,1,1,0,0,0,1
3.048,193,1,1,1,1,1,0,0,0,1
3.049,97,1,1,1,1,1,0,0,0,1
3.049,97,1,1,1,1,1,0,0,0,1
3.05,97,1,1,1,1,1,0,0,0,1
3.05,97,1,1,1,1,1,0,0,0,1
3.051,97,1,1,1,1,1,0,0,0,1
3.051,97,1,1,1,1,1,0,0,0,1
3.052,97,1,1,1,1,1,0,0,0,1
3.052,97,1,1,1,1,1,0,0,0,1
3.053,97,1,1,1,1,1,0,0,0,1
3.053,97,1,1,1,1,1,0,0,0,1
3.054,97,1,1,1,1,1,0,0,0,1
3.054,97,1,1,1,1,1,0,0,0,1
3.055,193,1,1,1,1,1,0,0,1,1
3.055,193,1,1,1,1,1,0,0,1,1
3.056,193,1,1,1,1,1,0,0,1,1
3.056,193,1,1,1,1,1,0,0,1,1
3.057,193,1,1,1,1,1,0,0,1,1
3.057,193,1,1,1,1,1,0,0,1,1
3.058,193,1,1,1,1,1,0,0,1,1
3.058,193,1,1,1,1,1,0,0,1,1
3.059,193,1,1,1,1,1,0,0,1,1
3.059,193,1,1,1,1,1,0,0,1,1
3.06,193,1,1,1,1,1,0,0,1,1
3.06,193,1,1,1,1,1,0,0,1,1
3.061,193,1,1,1,1,1,0,0,1,1
3.061,193,1,1,1,1,1,0,0,1,1
3.062,193,1,1,1,1,1,0,0,1,1
3.062,193,1,1,1,1,1,0,0,1,1
3.063,193,1,1,1,1,1,0,0,1,1
3.063,193,1,1,1,1,1,0,0,1,1
3.064,196,1,1,1,1,1,0,0,1,1
3.064,196,1,1,1,1,1,0,0,1,1
3.065,196,1,1,1,1,1,0,0,1,1
3.065,196,1,1,1,1,1,0,0,1,1
3.066,196,1,1,1,1,1,0,0,1,1
3.066,196,1,1,1,1,1,0,0,1,1
3.067,196,1,1,1,1,1,0,0,1,1
3.067,196,1,1,1,1,1,0,0,1,1
3.068,196,1,1,1,1,1,0,0,1,1
3.068,196,1,1,1,1,1,0,0,1,1
3.069,196,1,1,1,1,1,0,0,1,1
3.069,196,1,1,1,1,1,0,0,1,1
3.07,196,1,1,1,1,1,0,0,1,1
3.07,196,1,1,1,1,1,0,0,1,1
3.071,196,1,1,1,1,1,0,0,1,1
3.071,196,1,1,1,1,1,0,0,1,1
3.072,196,1,1,1,1,1,0,0,1,1
3.072,196,1,1,1,1,1,0,0,1,1
3.073,196,1,1,1,1,1,0,0,1,1
3.073,196,1,1,1,1,1,0,0,1,1
3.074,196,1,1,1,1,1,0,0,1,1
3.074,196,1,1,1,1,1,0,0,1,1
3.075,196,1,1,1,1,1,0,0,1,1
3.075,196,1,1,1,1,1,0,0,1,1
3.076,196,1,1,1,1,1,0,0,1,1
3.076,196,1,1,1,1,1,0,0,1,1
3.077,196,1,1,1,1,1,0,0,1,1
3.077,196,1,1,1,1,1,0,0,1,1
3.078,196,1,1,1,1,1,0,0,0,1
3.078,196,1,1,1,1,1,0,0,0,1
3.079,196,1,1,1,1,1,0,0,0,1
3.079,196,1,1,1,1,1,0,0,0,1
3.08,0,1,1,1,1,1,0,0,0,1
3.08,0,1,1,1,1,1,0,0,0,1
3.081,0,1,1,1,1,1,0,0,0,1
3.081,0,1,1,1,1,1,0,0,0,1
3.082,0,1,1,1,1,1,0,0,0,1
3.082,0,1,1,1,1,1,0,0,0,1
3.083,0,1,1,1,1,1,0,0,0,1
3.083,0,1,1,1,1,1,0,0,0,1
3.084,0,1,1,1,1,1,0,0,0,1
3.084,0,1,1,1,1,1,0,0,0,1
3.085,0,1,1,1,1,1,0,0,0,1
3.085,0,1,1,1,1,1,0,0,0,1
3.086,0,1,1,1,1,1,0,0,0,1
3.086,0,1,1,1,1,1,0,0,0,1
3.087,0,1,1,1,1,1,0,0,0,1
3.087,0,1,1,1,1,1,0,0,0,1
3.088,0,1,1,1,1,1,0,0,0,1
3.088,0,1,1,1,1,1,0,0,0,1
3.089,0,1,1,1,1,1,0,0,0,1
3.089,0,1,1,1,1,1,0,0,0,1
3.09,0,1,1,1,1,1,0,0,0,1
3.09,0,1,1,1,1,1,0,0,0,1
3.091,0,1,1,1,1,1,0,0,0,1
3.091,0,1,1,1,1,1,0,0,0,1
3.092,0,1,1,1,1,1,0,0,0,1
3.092,0,1,1,1,1,1,0,0,0,1
3.093,0,1,1,1,1,1,0,0,0,1
3.093,0,1,1,1,1,1,0,0,0,1
3.094,0,1,1,1,1,1,0,0,0,1
3.094,0,1,1,1,1,1,0,0,0,1
3.095,12,1,1,1,1,1,0,0,0,1
3.095,12,1,1,1,1,1,0,0,0,1
3.096,12,1,1,1,1,1,0,0,0,1
3.096,12,1,1,1,1,1,0,0,0,1
3.097,12,1,1,1,1,1,0,0,0,1
3.097,12,1,1,1,1,1,0,0,0,1
3.098,12,1,1,1,1,1,0,0,0,1
3.098,12,1,1,1,1,1,0,0,0,1
3.099,12,1,1,1,1,1,0,0,0,1
3.099,12,1,1,1,1,1,0,0,0,1
3.1,12,1,1,1,1,1,0,0,0,1
3.1,12,1,1,1,1,1,0,0,0,1
