"time",	"Ball1_pos",	"Ball2_pos",	"Ball1_vel",	"Ball2_vel"
7.364,	4.428314,	5.187726,	9.254179,	5.611323
7.365,	4.437563,	5.193332,	9.244369,	5.601513
7.366,	4.446803,	5.198929,	9.234559,	5.591703
7.367,	4.456032,	5.204516,	9.224749,	5.581893
7.368,	4.465252,	5.210093,	9.214939,	5.572083
7.369,	4.474462,	5.21566,	9.205129,	5.562273
7.37,	4.483662,	5.221217,	9.195319,	5.552463
7.371,	4.492853,	5.226765,	9.185509,	5.542653
7.372,	4.502033,	5.232302,	9.175699,	5.532843
7.373,	4.511204,	5.23783,	9.165889,	5.523033
7.374,	4.520365,	5.243349,	9.156079,	5.513223
7.375,	4.529516,	5.248857,	9.146269,	5.503413
7.376,	4.538658,	5.254355,	9.136459,	5.493603
7.377,	4.547789,	5.259844,	9.126649,	5.483793
7.378,	4.556911,	5.265323,	9.116839,	5.473983
7.379,	4.566023,	5.270792,	9.107029,	5.464173
7.38,	4.575125,	5.276251,	9.097219,	5.454363
7.381,	4.584217,	5.281701,	9.087409,	5.444553
7.382,	4.5933,	5.28714,	9.077599,	5.434743
7.383,	4.602372,	5.29257,	9.067789,	5.424933
7.384,	4.611435,	5.29799,	9.057979,	5.415123
7.385,	4.620488,	5.3034,	9.048169,	5.405313
7.386,	4.629532,	5.308801,	9.038359,	5.395503
7.387,	4.638565,	5.314191,	9.028549,	5.385693
7.388,	4.647589,	5.319572,	9.018739,	5.375883
7.389,	4.656603,	5.324943,	9.008929,	5.366073
7.39,	4.665607,	5.330304,	8.999119,	5.356263
7.391,	4.674601,	5.335656,	8.989309,	5.346453
7.392,	4.683585,	5.340997,	8.979499,	5.336643
7.393,	4.69256,	5.346329,	8.969689,	5.326833
7.394,	4.701525,	5.351651,	8.959879,	5.317023
7.395,	4.71048,	5.356963,	8.950069,	5.307213
7.396,	4.719425,	5.362265,	8.940259,	5.297403
7.397,	4.72836,	5.367558,	8.930449,	5.287593
7.398,	4.737286,	5.372841,	8.920639,	5.277783
7.399,	4.746201,	5.378113,	8.910829,	5.267973
7.4,	4.755107,	5.383377,	8.901019,	5.258163
7.401,	4.764003,	5.38863,	8.891209,	5.248353
7.402,	4.77289,	5.393873,	8.881399,	5.238543
7.403,	4.781766,	5.399107,	8.871589,	5.228733
7.404,	4.790633,	5.404331,	8.861779,	5.218923
7.405,	4.79949,	5.409545,	8.851969,	5.209113
7.406,	4.808337,	5.414749,	8.842159,	5.199303
7.407,	4.817174,	5.419943,	8.832349,	5.189493
7.408,	4.826002,	5.425128,	8.822539,	5.179683
7.409,	4.834819,	5.430303,	8.812729,	5.169873
7.41,	4.843627,	5.435468,	8.802919,	5.160063
7.411,	4.852425,	5.440623,	8.793109,	5.150253
7.412,	4.861213,	5.445768,	8.783299,	5.140443
7.413,	4.869992,	5.450904,	8.773489,	5.130633
7.414,	4.87876,	5.456029,	8.763679,	5.120823
7.415,	4.887519,	5.461145,	8.753869,	5.111013
7.416,	4.896268,	5.466251,	8.744059,	5.101203
7.417,	4.905007,	5.471348,	8.734249,	5.091393
7.418,	4.913736,	5.476434,	8.724439,	5.081583
7.419,	4.922456,	5.481511,	8.714629,	5.071773
7.42,	4.931166,	5.486578,	8.704819,	5.061963
7.421,	4.939866,	5.491635,	8.695009,	5.052153
7.422,	4.948556,	5.496682,	8.685199,	5.042343
7.423,	4.957236,	5.50172,	8.675389,	5.032533
7.424,	4.965907,	5.506747,	8.665579,	5.022723
7.425,	4.974567,	5.511765,	8.655769,	5.012913
7.426,	4.983218,	5.516773,	8.645959,	5.003103
7.427,	4.991859,	5.521771,	8.636149,	4.993293
7.428,	5.00049,	5.52676,	8.626339,	4.983483
7.429,	5.009112,	5.531738,	8.616529,	4.973673
7.43,	5.017723,	5.536707,	8.606719,	4.963863
7.431,	5.026325,	5.541666,	8.596909,	4.954053
7.432,	5.034917,	5.546615,	8.587099,	4.944243
7.433,	5.043499,	5.551554,	8.577289,	4.934433
7.434,	5.052072,	5.556484,	8.567479,	4.924623
7.435,	5.060634,	5.561404,	8.557669,	4.914813
7.436,	5.069187,	5.566314,	8.547859,	4.905003
7.437,	5.07773,	5.571214,	8.538049,	4.895193
7.438,	5.086263,	5.576104,	8.528239,	4.885383
7.439,	5.094787,	5.580984,	8.518429,	4.875573
7.44,	5.1033,	5.585855,	8.508619,	4.865763
7.441,	5.111804,	5.590716,	8.498809,	4.855953
7.442,	5.120298,	5.595567,	8.488999,	4.846143
7.443,	5.128782,	5.600408,	8.479189,	4.836333
7.444,	5.137256,	5.60524,	8.469379,	4.826523
7.445,	5.145721,	5.610061,	8.459569,	4.816713
7.446,	5.154175,	5.614873,	8.449759,	4.806903
7.447,	5.16262,	5.619675,	8.439949,	4.797093
7.448,	5.171055,	5.624467,	8.430139,	4.787283
7.449,	5.17948,	5.62925,	8.420329,	4.777473
7.45,	5.187896,	5.634022,	8.410519,	4.767663
7.451,	5.196301,	5.638785,	8.400709,	4.757853
7.452,	5.204697,	5.643538,	8.390899,	4.748043
7.453,	5.213083,	5.648281,	8.381089,	4.738233
7.454,	5.221459,	5.653014,	8.371279,	4.728423
7.455,	5.229826,	5.657738,	8.361469,	4.718613
7.456,	5.238182,	5.662452,	8.351659,	4.708803
7.457,	5.246529,	5.667155,	8.341849,	4.698993
7.458,	5.254866,	5.67185,	8.332039,	4.689183
7.459,	5.263193,	5.676534,	8.322229,	4.679373
7.46,	5.27151,	5.681208,	8.312419,	4.669563
7.461,	5.279818,	5.685873,	8.302609,	4.659753
7.462,	5.288116,	5.690528,	8.292799,	4.649943
7.463,	5.296404,	5.695173,	8.282989,	4.640133
7.464,	5.304682,	5.699808,	8.273179,	4.630323
7.465,	5.31295,	5.704433,	8.263369,	4.620513
7.466,	5.321208,	5.709049,	8.253559,	4.610703
7.467,	5.329457,	5.713655,	8.243749,	4.600893
7.468,	5.337696,	5.718251,	8.233939,	4.591083
7.469,	5.345925,	5.722837,	8.224129,	4.581273
7.47,	5.354144,	5.727413,	8.214319,	4.571463
7.471,	5.362354,	5.73198,	8.204509,	4.561653
7.472,	5.370553,	5.736537,	8.194699,	4.551843
7.473,	5.378743,	5.741084,	8.184889,	4.542033
7.474,	5.386923,	5.745621,	8.175079,	4.532223
7.475,	5.395093,	5.750148,	8.165269,	4.522413
7.476,	5.403253,	5.754666,	8.155459,	4.512603
7.477,	5.411404,	5.759173,	8.145649,	4.502793
7.478,	5.419545,	5.763671,	8.135839,	4.492983
7.479,	5.427676,	5.768159,	8.126029,	4.483173
7.48,	5.435797,	5.772638,	8.116219,	4.473363
7.481,	5.443908,	5.777106,	8.106409,	4.463553
7.482,	5.45201,	5.781565,	8.096599,	4.453743
7.483,	5.460101,	5.786013,	8.086789,	4.443933
7.484,	5.468183,	5.790453,	8.076979,	4.434123
7.485,	5.476255,	5.794882,	8.067169,	4.424313
7.486,	5.484318,	5.799301,	8.057359,	4.414503
7.487,	5.49237,	5.803711,	8.047549,	4.404693
7.488,	5.500413,	5.808111,	8.037739,	4.394883
7.489,	5.508446,	5.8125,	8.027929,	4.385073
7.49,	5.516469,	5.816881,	8.018119,	4.375263
7.491,	5.524482,	5.821251,	8.008309,	4.365453
7.492,	5.532485,	5.825612,	7.998499,	4.355643
7.493,	5.540479,	5.829962,	7.988689,	4.345833
7.494,	5.548463,	5.834303,	7.978879,	4.336023
7.495,	5.556437,	5.838634,	7.969069,	4.326213
7.496,	5.564401,	5.842956,	7.959259,	4.316403
7.497,	5.572355,	5.847267,	7.949449,	4.306593
7.498,	5.5803,	5.851569,	7.939639,	4.296783
7.499,	5.588234,	5.855861,	7.929829,	4.286973
7.5,	5.596159,	5.860143,	7.920019,	4.277163
7.501,	5.604074,	5.864415,	7.910209,	4.267353
7.502,	5.61198,	5.868677,	7.900399,	4.257543
7.503,	5.619875,	5.87293,	7.890589,	4.247733
7.504,	5.627761,	5.877173,	7.880779,	4.237923
7.505,	5.635637,	5.881406,	7.870969,	4.228113
7.506,	5.643503,	5.885629,	7.861159,	4.218303
7.507,	5.651359,	5.889843,	7.851349,	4.208493
7.508,	5.659205,	5.894046,	7.841539,	4.198683
7.509,	5.667042,	5.89824,	7.831729,	4.188873
7.51,	5.674869,	5.902424,	7.821919,	4.179063
7.511,	5.682686,	5.906598,	7.812109,	4.169253
7.512,	5.690493,	5.910762,	7.802299,	4.159443
7.513,	5.698291,	5.914917,	7.792489,	4.149633
7.514,	5.706078,	5.919062,	7.782679,	4.139823
7.515,	5.713856,	5.923197,	7.772869,	4.130013
7.516,	5.721624,	5.927322,	7.763059,	4.120203
7.517,	5.729382,	5.931437,	7.753249,	4.110393
7.518,	5.73713,	5.935542,	7.743439,	4.100583
7.519,	5.744869,	5.939638,	7.733629,	4.090773
7.52,	5.752598,	5.943724,	7.723819,	4.080963
7.521,	5.760317,	5.9478,	7.714009,	4.071153
7.522,	5.768026,	5.951866,	7.704199,	4.061343
7.523,	5.775725,	5.955923,	7.694389,	4.051533
7.524,	5.783414,	5.959969,	7.684579,	4.041723
7.525,	5.791094,	5.964006,	7.674769,	4.031913
7.526,	5.798764,	5.968033,	7.664959,	4.022103
7.527,	5.806424,	5.97205,	7.655149,	4.012293
7.528,	5.814074,	5.976058,	7.645339,	4.002483
7.529,	5.821715,	5.980055,	7.635529,	3.992673
7.53,	5.829345,	5.984043,	7.625719,	3.982863
7.531,	5.836966,	5.988021,	7.615909,	3.973053
7.532,	5.844577,	5.991989,	7.606099,	3.963243
7.533,	5.852178,	5.995948,	7.596289,	3.953433
7.534,	5.85977,	5.999896,	7.586479,	3.943623
7.535,	5.867351,	6.003835,	7.576669,	3.933813
7.536,	5.874923,	6.007764,	7.566859,	3.924003
7.537,	5.882485,	6.011683,	7.557049,	3.914193
7.538,	5.890037,	6.015592,	7.547239,	3.904383
7.539,	5.897579,	6.019492,	7.537429,	3.894573
7.54,	5.905112,	6.023381,	7.527619,	3.884763
7.541,	5.912635,	6.027261,	7.517809,	3.874953
7.542,	5.920148,	6.031131,	7.507999,	3.865143
7.543,	5.927651,	6.034991,	7.498189,	3.855333
7.544,	5.935144,	6.038842,	7.488379,	3.845523
7.545,	5.942627,	6.042682,	7.478569,	3.835713
7.546,	5.950101,	6.046513,	7.468759,	3.825903
7.547,	5.957565,	6.050334,	7.458949,	3.816093
7.548,	5.965019,	6.054145,	7.449139,	3.806283
7.549,	5.972463,	6.057947,	7.439329,	3.796473
7.55,	5.979898,	6.061738,	7.429519,	3.786663
7.551,	5.987322,	6.06552,	7.419709,	3.776853
7.552,	5.994737,	6.069292,	7.409899,	3.767043
7.553,	6.002142,	6.073054,	7.400089,	3.757233
7.554,	6.009537,	6.076807,	7.390279,	3.747423
7.555,	6.016923,	6.080549,	7.380469,	3.737613
7.556,	6.024298,	6.084282,	7.370659,	3.727803
7.557,	6.031664,	6.088005,	7.360849,	3.717993
7.558,	6.03902,	6.091718,	7.351039,	3.708183
7.559,	6.046366,	6.095421,	7.341229,	3.698373
7.56,	6.053702,	6.099115,	7.331419,	3.688563
7.561,	6.061029,	6.102798,	7.321609,	3.678753
7.562,	6.068346,	6.106472,	7.311799,	3.668943
7.563,	6.075652,	6.110136,	7.301989,	3.659133
7.564,	6.08295,	6.11379,	7.292179,	3.649323
7.565,	6.090237,	6.117435,	7.282369,	3.639513
7.566,	6.097514,	6.121069,	7.272559,	3.629703
7.567,	6.104782,	6.124694,	7.262749,	3.619893
7.568,	6.11204,	6.128309,	7.252939,	3.610083
7.569,	6.119288,	6.131914,	7.243129,	3.600273
7.57,	6.126526,	6.13551,	7.233319,	3.590463
7.571,	6.133754,	6.139095,	7.223509,	3.580653
7.572,	6.140973,	6.142671,	7.213699,	3.570843
7.573,	6.148182,	6.146237,	7.203889,	3.561033
7.574,	6.155381,	6.149793,	7.194079,	3.551223
7.575,	6.16257,	6.153339,	7.184269,	3.541413
7.576,	6.169749,	6.156876,	7.174459,	3.531603
7.577,	6.176919,	6.160403,	7.164649,	3.521793
7.578,	6.184079,	6.163919,	7.154839,	3.511983
7.579,	6.191229,	6.167427,	7.145029,	3.502173
7.58,	6.198369,	6.170924,	7.135219,	3.492363
7.581,	6.205499,	6.174411,	7.125409,	3.482553
7.582,	6.21262,	6.177889,	7.115599,	3.472743
7.583,	6.21973,	6.181357,	7.105789,	3.462933
7.584,	6.226831,	6.184815,	7.095979,	3.453123
7.585,	6.233922,	6.188263,	7.086169,	3.443313
7.586,	6.241003,	6.191701,	7.076359,	3.433503
7.587,	6.248075,	6.19513,	7.066549,	3.423693
7.588,	6.255137,	6.198549,	7.056739,	3.413883
7.589,	6.262188,	6.201958,	7.046929,	3.404073
7.59,	6.26923,	6.205357,	7.037119,	3.394263
7.591,	6.276263,	6.208746,	7.027309,	3.384453
7.592,	6.283285,	6.212126,	7.017499,	3.374643
7.593,	6.290298,	6.215496,	7.007689,	3.364833
7.594,	6.2973,	6.218855,	6.997879,	3.355023
7.595,	6.304293,	6.222206,	6.988069,	3.345213
7.596,	6.311277,	6.225546,	6.978259,	3.335403
7.597,	6.31825,	6.228876,	6.968449,	3.325593
7.598,	6.325213,	6.232197,	6.958639,	3.315783
7.599,	6.332167,	6.235508,	6.948829,	3.305973
7.6,	6.339111,	6.238809,	6.939019,	3.296163
7.601,	6.346045,	6.2421,	6.929209,	3.286353
7.602,	6.35297,	6.245382,	6.919399,	3.276543
7.603,	6.359884,	6.248653,	6.909589,	3.266733
7.604,	6.366789,	6.251915,	6.899779,	3.256923
7.605,	6.373684,	6.255167,	6.889969,	3.247113
7.606,	6.380569,	6.258409,	6.880159,	3.237303
7.607,	6.387444,	6.261642,	6.870349,	3.227493
7.608,	6.394309,	6.264864,	6.860539,	3.217683
7.609,	6.401165,	6.268077,	6.850729,	3.207873
7.61,	6.408011,	6.27128,	6.840919,	3.198063
7.611,	6.414847,	6.274473,	6.831109,	3.188253
7.612,	6.421673,	6.277657,	6.821299,	3.178443
7.613,	6.428489,	6.28083,	6.811489,	3.168633
7.614,	6.435296,	6.283994,	6.801679,	3.158823
7.615,	6.442093,	6.287148,	6.791869,	3.149013
7.616,	6.44888,	6.290292,	6.782059,	3.139203
7.617,	6.455657,	6.293426,	6.772249,	3.129393
7.618,	6.462424,	6.296551,	6.762439,	3.119583
7.619,	6.469182,	6.299665,	6.752629,	3.109773
7.62,	6.475929,	6.30277,	6.742819,	3.099963
7.621,	6.482667,	6.305865,	6.733009,	3.090153
7.622,	6.489396,	6.308951,	6.723199,	3.080343
7.623,	6.496114,	6.312026,	6.713389,	3.070533
7.624,	6.502822,	6.315092,	6.703579,	3.060723
7.625,	6.509521,	6.318147,	6.693769,	3.050913
7.626,	6.51621,	6.321193,	6.683959,	3.041103
7.627,	6.522889,	6.32423,	6.674149,	3.031293
7.628,	6.529558,	6.327256,	6.664339,	3.021483
7.629,	6.536218,	6.330273,	6.654529,	3.011673
7.63,	6.542867,	6.333279,	6.644719,	3.001863
7.631,	6.549507,	6.336276,	6.634909,	2.992053
7.632,	6.556137,	6.339264,	6.625099,	2.982243
7.633,	6.562757,	6.342241,	6.615289,	2.972433
7.634,	6.569368,	6.345208,	6.605479,	2.962623
7.635,	6.575968,	6.348166,	6.595669,	2.952813
7.636,	6.582559,	6.351114,	6.585859,	2.943003
7.637,	6.58914,	6.354052,	6.576049,	2.933193
7.638,	6.595711,	6.35698,	6.566239,	2.923383
7.639,	6.602272,	6.359899,	6.556429,	2.913573
7.64,	6.608824,	6.362808,	6.546619,	2.903763
7.641,	6.615366,	6.365706,	6.536809,	2.893953
7.642,	6.621897,	6.368595,	6.526999,	2.884143
7.643,	6.62842,	6.371475,	6.517189,	2.874333
7.644,	6.634932,	6.374344,	6.507379,	2.864523
7.645,	6.641434,	6.377204,	6.497569,	2.854713
7.646,	6.647927,	6.380054,	6.487759,	2.844903
7.647,	6.65441,	6.382894,	6.477949,	2.835093
7.648,	6.660883,	6.385724,	6.468139,	2.825283
7.649,	6.667346,	6.388544,	6.458329,	2.815473
7.65,	6.6738,	6.391355,	6.448519,	2.805663
7.651,	6.680243,	6.394155,	6.438709,	2.795853
7.652,	6.686677,	6.396946,	6.428899,	2.786043
7.653,	6.693101,	6.399728,	6.419089,	2.776233
7.654,	6.699515,	6.402499,	6.409279,	2.766423
7.655,	6.70592,	6.40526,	6.399469,	2.756613
7.656,	6.712314,	6.408012,	6.389659,	2.746803
7.657,	6.718699,	6.410754,	6.379849,	2.736993
7.658,	6.725074,	6.413486,	6.370039,	2.727183
7.659,	6.731439,	6.416208,	6.360229,	2.717373
7.66,	6.737794,	6.418921,	6.350419,	2.707563
7.661,	6.74414,	6.421623,	6.340609,	2.697753
7.662,	6.750475,	6.424316,	6.330799,	2.687943
7.663,	6.756801,	6.426999,	6.320989,	2.678133
7.664,	6.763117,	6.429673,	6.311179,	2.668323
7.665,	6.769424,	6.432336,	6.301369,	2.658513
7.666,	6.77572,	6.43499,	6.291559,	2.648703
7.667,	6.782007,	6.437633,	6.281749,	2.638893
7.668,	6.788284,	6.440267,	6.271939,	2.629083
7.669,	6.794551,	6.442892,	6.262129,	2.619273
7.67,	6.800808,	6.445506,	6.252319,	2.609463
7.671,	6.807055,	6.44811,	6.242509,	2.599653
7.672,	6.813293,	6.450705,	6.232699,	2.589843
7.673,	6.819521,	6.45329,	6.222889,	2.580033
7.674,	6.825739,	6.455865,	6.213079,	2.570223
7.675,	6.831947,	6.458431,	6.203269,	2.560413
7.676,	6.838145,	6.460986,	6.193459,	2.550603
7.677,	6.844334,	6.463532,	6.183649,	2.540793
7.678,	6.850513,	6.466068,	6.173839,	2.530983
7.679,	6.856682,	6.468594,	6.164029,	2.521173
7.68,	6.862841,	6.47111,	6.154219,	2.511363
7.681,	6.86899,	6.473617,	6.144409,	2.501553
7.682,	6.875129,	6.476113,	6.134599,	2.491743
7.683,	6.881259,	6.4786,	6.124789,	2.481933
7.684,	6.887379,	6.481077,	6.114979,	2.472123
7.685,	6.893489,	6.483544,	6.105169,	2.462313
7.686,	6.899589,	6.486002,	6.095359,	2.452503
7.687,	6.90568,	6.488449,	6.085549,	2.442693
7.688,	6.91176,	6.490887,	6.075739,	2.432883
7.689,	6.917831,	6.493315,	6.065929,	2.423073
7.69,	6.923892,	6.495733,	6.056119,	2.413263
7.691,	6.929944,	6.498142,	6.046309,	2.403453
7.692,	6.935985,	6.50054,	6.036499,	2.393643
7.693,	6.942017,	6.502929,	6.026689,	2.383833
7.694,	6.948038,	6.505308,	6.016879,	2.374023
7.695,	6.95405,	6.507677,	6.007069,	2.364213
7.696,	6.960052,	6.510036,	5.997259,	2.354403
7.697,	6.966045,	6.512386,	5.987449,	2.344593
7.698,	6.972027,	6.514725,	5.977639,	2.334783
7.699,	6.978,	6.517055,	5.967829,	2.324973
7.7,	6.983963,	6.519375,	5.958019,	2.315163
7.701,	6.989916,	6.521686,	5.948209,	2.305353
7.702,	6.995859,	6.523986,	5.938399,	2.295543
7.703,	7.001793,	6.526277,	5.928589,	2.285733
7.704,	7.007717,	6.528557,	5.918779,	2.275923
7.705,	7.01363,	6.530828,	5.908969,	2.266113
7.706,	7.019535,	6.53309,	5.899159,	2.256303
7.707,	7.025429,	6.535341,	5.889349,	2.246493
7.708,	7.031313,	6.537583,	5.879539,	2.236683
7.709,	7.037188,	6.539814,	5.869729,	2.226873
7.71,	7.043053,	6.542036,	5.859919,	2.217063
7.711,	7.048908,	6.544249,	5.850109,	2.207253
7.712,	7.054753,	6.546451,	5.840299,	2.197443
7.713,	7.060588,	6.548643,	5.830489,	2.187633
7.714,	7.066414,	6.550826,	5.820679,	2.177823
7.715,	7.07223,	6.552999,	5.810869,	2.168013
7.716,	7.078036,	6.555162,	5.801059,	2.158203
7.717,	7.083832,	6.557316,	5.791249,	2.148393
7.718,	7.089618,	6.559459,	5.781439,	2.138583
7.719,	7.095395,	6.561593,	5.771629,	2.128773
7.72,	7.101161,	6.563717,	5.761819,	2.118963
7.721,	7.106918,	6.565831,	5.752009,	2.109153
7.722,	7.112665,	6.567935,	5.742199,	2.099343
7.723,	7.118403,	6.570029,	5.732389,	2.089533
7.724,	7.12413,	6.572114,	5.722579,	2.079723
7.725,	7.129848,	6.574189,	5.712769,	2.069913
7.726,	7.135556,	6.576254,	5.702959,	2.060103
7.727,	7.141254,	6.578309,	5.693149,	2.050293
7.728,	7.146942,	6.580354,	5.683339,	2.040483
7.729,	7.15262,	6.58239,	5.673529,	2.030673
7.73,	7.158289,	6.584416,	5.663719,	2.020863
7.731,	7.163948,	6.586432,	5.653909,	2.011053
7.732,	7.169597,	6.588438,	5.644099,	2.001243
7.733,	7.175236,	6.590434,	5.634289,	1.991433
7.734,	7.180865,	6.592421,	5.624479,	1.981623
7.735,	7.186485,	6.594397,	5.614669,	1.971813
7.736,	7.192095,	6.596364,	5.604859,	1.962003
7.737,	7.197695,	6.598321,	5.595049,	1.952193
7.738,	7.203285,	6.600269,	5.585239,	1.942383
7.739,	7.208865,	6.602206,	5.575429,	1.932573
7.74,	7.214436,	6.604134,	5.565619,	1.922763
7.741,	7.219996,	6.606052,	5.555809,	1.912953
7.742,	7.225547,	6.60796,	5.545999,	1.903143
7.743,	7.231088,	6.609858,	5.536189,	1.893333
7.744,	7.23662,	6.611746,	5.526379,	1.883523
7.745,	7.242141,	6.613625,	5.516569,	1.873713
7.746,	7.247653,	6.615494,	5.506759,	1.863903
7.747,	7.253155,	6.617353,	5.496949,	1.854093
7.748,	7.258647,	6.619202,	5.487139,	1.844283
7.749,	7.264129,	6.621041,	5.477329,	1.834473
7.75,	7.269601,	6.622871,	5.467519,	1.824663
7.751,	7.275064,	6.624691,	5.457709,	1.814853
7.752,	7.280517,	6.626501,	5.447899,	1.805043
7.753,	7.28596,	6.628301,	5.438089,	1.795233
7.754,	7.291393,	6.630091,	5.428279,	1.785423
7.755,	7.296816,	6.631872,	5.418469,	1.775613
7.756,	7.30223,	6.633642,	5.408659,	1.765803
7.757,	7.307634,	6.635403,	5.398849,	1.755993
7.758,	7.313028,	6.637154,	5.389039,	1.746183
7.759,	7.318412,	6.638896,	5.379229,	1.736373
7.76,	7.323786,	6.640627,	5.369419,	1.726563
7.761,	7.329151,	6.642349,	5.359609,	1.716753
7.762,	7.334505,	6.644061,	5.349799,	1.706943
7.763,	7.33985,	6.645763,	5.339989,	1.697133
7.764,	7.345185,	6.647455,	5.330179,	1.687323
7.765,	7.350511,	6.649137,	5.320369,	1.677513
7.766,	7.355826,	6.65081,	5.310559,	1.667703
7.767,	7.361132,	6.652473,	5.300749,	1.657893
7.768,	7.366428,	6.654126,	5.290939,	1.648083
7.769,	7.371714,	6.655769,	5.281129,	1.638273
7.77,	7.37699,	6.657402,	5.271319,	1.628463
7.771,	7.382256,	6.659026,	5.261509,	1.618653
7.772,	7.387513,	6.660639,	5.251699,	1.608843
7.773,	7.39276,	6.662243,	5.241889,	1.599033
7.774,	7.397997,	6.663838,	5.232079,	1.589223
7.775,	7.403224,	6.665422,	5.222269,	1.579413
7.776,	7.408441,	6.666996,	5.212459,	1.569603
7.777,	7.413649,	6.668561,	5.202649,	1.559793
7.778,	7.418846,	6.670116,	5.192839,	1.549983
7.779,	7.424034,	6.671661,	5.183029,	1.540173
7.78,	7.429213,	6.673196,	5.173219,	1.530363
7.781,	7.434381,	6.674722,	5.163409,	1.520553
7.782,	7.439539,	6.676237,	5.153599,	1.510743
7.783,	7.444688,	6.677743,	5.143789,	1.500933
7.784,	7.449827,	6.679239,	5.133979,	1.491123
7.785,	7.454956,	6.680725,	5.124169,	1.481313
7.786,	7.460075,	6.682202,	5.114359,	1.471503
7.787,	7.465185,	6.683668,	5.104549,	1.461693
7.788,	7.470284,	6.685125,	5.094739,	1.451883
7.789,	7.475374,	6.686572,	5.084929,	1.442073
7.79,	7.480454,	6.688009,	5.075119,	1.432263
7.791,	7.485524,	6.689437,	5.065309,	1.422453
7.792,	7.490585,	6.690854,	5.055499,	1.412643
7.793,	7.495635,	6.692262,	5.045689,	1.402833
7.794,	7.500676,	6.69366,	5.035879,	1.393023
7.795,	7.505707,	6.695048,	5.026069,	1.383213
7.796,	7.510728,	6.696426,	5.016259,	1.373403
7.797,	7.51574,	6.697795,	5.006449,	1.363593
7.798,	7.520741,	6.699154,	4.996639,	1.353783
7.799,	7.525733,	6.700502,	4.986829,	1.343973
7.8,	7.530715,	6.701842,	4.977019,	1.334163
7.801,	7.535687,	6.703171,	4.967209,	1.324353
7.802,	7.540649,	6.70449,	4.957399,	1.314543
7.803,	7.545602,	6.7058,	4.947589,	1.304733
7.804,	7.550545,	6.7071,	4.937779,	1.294923
7.805,	7.555477,	6.70839,	4.927969,	1.285113
7.806,	7.5604,	6.70967,	4.918159,	1.275303
7.807,	7.565314,	6.71094,	4.908349,	1.265493
7.808,	7.570217,	6.712201,	4.898539,	1.255683
7.809,	7.575111,	6.713452,	4.888729,	1.245873
7.81,	7.579995,	6.714693,	4.878919,	1.236063
7.811,	7.584869,	6.715924,	4.869109,	1.226253
7.812,	7.589733,	6.717145,	4.859299,	1.216443
7.813,	7.594587,	6.718357,	4.849489,	1.206633
7.814,	7.599432,	6.719558,	4.839679,	1.196823
7.815,	7.604267,	6.72075,	4.829869,	1.187013
7.816,	7.609092,	6.721932,	4.820059,	1.177203
7.817,	7.613907,	6.723105,	4.810249,	1.167393
7.818,	7.618712,	6.724267,	4.800439,	1.157583
7.819,	7.623508,	6.72542,	4.790629,	1.147773
7.82,	7.628293,	6.726563,	4.780819,	1.137963
7.821,	7.633069,	6.727696,	4.771009,	1.128153
7.822,	7.637835,	6.728819,	4.761199,	1.118343
7.823,	7.642592,	6.729933,	4.751389,	1.108533
7.824,	7.647338,	6.731036,	4.741579,	1.098723
7.825,	7.652075,	6.73213,	4.731769,	1.088913
7.826,	7.656802,	6.733214,	4.721959,	1.079103
7.827,	7.661519,	6.734288,	4.712149,	1.069293
7.828,	7.666226,	6.735353,	4.702339,	1.059483
7.829,	7.670923,	6.736407,	4.692529,	1.049673
7.83,	7.675611,	6.737452,	4.682719,	1.039863
7.831,	7.680289,	6.738487,	4.672909,	1.030053
7.832,	7.684957,	6.739512,	4.663099,	1.020243
7.833,	7.689615,	6.740527,	4.653289,	1.010433
7.834,	7.694263,	6.741533,	4.643479,	1.000623
7.835,	7.698902,	6.742529,	4.633669,	0.990813
7.836,	7.703531,	6.743515,	4.623859,	0.981003
7.837,	7.70815,	6.744491,	4.614049,	0.971193
7.838,	7.712759,	6.745457,	4.604239,	0.961383
7.839,	7.717358,	6.746413,	4.594429,	0.951573
7.84,	7.721948,	6.74736,	4.584619,	0.941763
7.841,	7.726527,	6.748297,	4.574809,	0.931953
7.842,	7.731097,	6.749224,	4.564999,	0.922143
7.843,	7.735657,	6.750141,	4.555189,	0.912333
7.844,	7.740208,	6.751049,	4.545379,	0.902523
7.845,	7.744748,	6.751946,	4.535569,	0.892713
7.846,	7.749279,	6.752834,	4.525759,	0.882903
7.847,	7.7538,	6.753712,	4.515949,	0.873093
7.848,	7.758311,	6.75458,	4.506139,	0.863283
7.849,	7.762812,	6.755439,	4.496329,	0.853473
7.85,	7.767303,	6.756287,	4.486519,	0.843663
7.851,	7.771785,	6.757126,	4.476709,	0.833853
7.852,	7.776257,	6.757955,	4.466899,	0.824043
7.853,	7.780719,	6.758774,	4.457089,	0.814233
7.854,	7.785171,	6.759583,	4.447279,	0.804423
7.855,	7.789613,	6.760383,	4.437469,	0.794613
7.856,	7.794046,	6.761173,	4.427659,	0.784803
7.857,	7.798469,	6.761952,	4.417849,	0.774993
7.858,	7.802882,	6.762723,	4.408039,	0.765183
7.859,	7.807285,	6.763483,	4.398229,	0.755373
7.86,	7.811678,	6.764233,	4.388419,	0.745563
7.861,	7.816062,	6.764974,	4.378609,	0.735753
